Orthogroup	AENJA_ok	YEAST
OG0003441	AENJA_03511	YEAST05981
OG0003443	AENJA_03622	YEAST06032
OG0003454	AENJA_04653	YEAST04088
OG0003458	AENJA_05270	YEAST00169
OG0003461	AENJA_05624	YEAST05752, YEAST04759
OG0003463	AENJA_05770	YEAST02371
OG0003464	AENJA_10817, AENJA_05778	YEAST05120
OG0003465	AENJA_06069	YEAST02874
OG0003467	AENJA_06433	YEAST01278
OG0003477	AENJA_08292	YEAST03665
OG0003483	AENJA_09252	YEAST06074
OG0003487	AENJA_10277	YEAST03066
OG0003491	AENJA_11118	YEAST03514
OG0003493	AENJA_20319, AENJA_11275	YEAST01076
OG0003497	AENJA_12369	YEAST00758
OG0003498	AENJA_12653	YEAST05680
OG0003500	AENJA_12709	YEAST03303, YEAST02683
OG0003501	AENJA_13025	YEAST01421
OG0003502	AENJA_13200	YEAST02519
OG0003503	AENJA_13216	YEAST00400
OG0003505	AENJA_13629	YEAST00697
OG0003509	AENJA_14027	YEAST02850
OG0003515	AENJA_16192	YEAST00923
OG0003518	AENJA_16797	YEAST04809
OG0003523	AENJA_17997	YEAST05393
OG0003531	AENJA_19107	YEAST00465
OG0003532	AENJA_19405	YEAST05810
OG0003539	AENJA_20975	YEAST03774
OG0003541	AENJA_21308	YEAST01314
OG0003543	AENJA_21659	YEAST01290
OG0003544	AENJA_21703	YEAST00251
OG0003550	AENJA_22695	YEAST06166
OG0003551	AENJA_22715	YEAST01826
OG0003552	AENJA_22940	YEAST04163
OG0003556	AENJA_23329	YEAST05216
OG0003560	AENJA_24076	YEAST02357, YEAST05925
OG0003561	AENJA_24294	YEAST06100
OG0003562	AENJA_24391	YEAST00960
OG0003565	AENJA_24872	YEAST03392
OG0003567	AENJA_25441	YEAST04838
OG0003568	AENJA_25542	YEAST04328
OG0003570	AENJA_26158	YEAST03562, YEAST04635
OG0003571	AENJA_26245	YEAST05553
OG0003573	AENJA_26698	YEAST00597
OG0003598	AENJA_00099	YEAST00803
OG0003599	AENJA_00129, AENJA_06205	YEAST04133
OG0003603	AENJA_00222	YEAST03529
OG0003610	AENJA_00983	YEAST02573
OG0003611	AENJA_01033, AENJA_04941	YEAST01054
OG0003612	AENJA_01169	YEAST00808
OG0003613	AENJA_01172	YEAST02366
OG0003615	AENJA_01282, AENJA_22435, AENJA_06537	YEAST01638
OG0003617	AENJA_01515, AENJA_11306	YEAST04802, YEAST04398
OG0003618	AENJA_01642	YEAST00747
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	YEAST04756
OG0003624	AENJA_02868	YEAST00147
OG0003630	AENJA_03435	YEAST04845
OG0003632	AENJA_03584	YEAST02125
OG0003638	AENJA_04417	YEAST00956
OG0003641	AENJA_05255	YEAST04061, YEAST01158
OG0003643	AENJA_05513, AENJA_24494	YEAST03144
OG0003644	AENJA_06076	YEAST01545
OG0003645	AENJA_06128	YEAST05809, YEAST05493
OG0003646	AENJA_06203	YEAST02349
OG0003647	AENJA_06206	YEAST04352, YEAST04433
OG0003649	AENJA_06343	YEAST00203
OG0003650	AENJA_06545	YEAST00737, YEAST04997
OG0003659	AENJA_08800	YEAST00140
OG0003661	AENJA_09036	YEAST02758
OG0003664	AENJA_09805	YEAST03791
OG0003668	AENJA_10387	YEAST06168
OG0003669	AENJA_10658	YEAST02813
OG0003672	AENJA_11161, AENJA_24103	YEAST03137
OG0003676	AENJA_11880	YEAST03110
OG0003678	AENJA_12097	YEAST02330
OG0003679	AENJA_12320	YEAST03223
OG0003682	AENJA_12915	YEAST00571
OG0003687	AENJA_13636	YEAST02527, YEAST04246
OG0003688	AENJA_13670	YEAST01333, YEAST05362, YEAST00376
OG0003689	AENJA_14017	YEAST04232
OG0003690	AENJA_20908, AENJA_14230	YEAST01162
OG0003692	AENJA_18360, AENJA_14437	YEAST00692
OG0003693	AENJA_14583	YEAST05304
OG0003694	AENJA_14806	YEAST01453
OG0003696	AENJA_15025	YEAST05704
OG0003697	AENJA_15049	YEAST04962
OG0003698	AENJA_15085	YEAST03764, YEAST03185
OG0003703	AENJA_15505, AENJA_15513	YEAST00683
OG0003710	AENJA_17579	YEAST02077
OG0003712	AENJA_17842	YEAST02114
OG0003713	AENJA_17988	YEAST01549, YEAST03807
OG0003716	AENJA_18178	YEAST02390
OG0003718	AENJA_18593, AENJA_23619	YEAST05772
OG0003719	AENJA_18681	YEAST06338
OG0003721	AENJA_19137	YEAST04960
OG0003724	AENJA_19400	YEAST02365, YEAST06120
OG0003729	AENJA_19798	YEAST01543
OG0003731	AENJA_19989	YEAST04486
OG0003733	AENJA_20334	YEAST03492
OG0003734	AENJA_20690	YEAST02809, YEAST03842
OG0003735	AENJA_20826	YEAST06115
OG0003738	AENJA_21039	YEAST05605
OG0003740	AENJA_21680	YEAST01029
OG0003741	AENJA_21770	YEAST01379
OG0003743	AENJA_22572	YEAST06008, YEAST05688
OG0003744	AENJA_22829	YEAST01207
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	YEAST02618
OG0003749	AENJA_23639	YEAST04441
OG0003750	AENJA_23963	YEAST00149
OG0003756	AENJA_25172	YEAST01878
OG0003758	AENJA_25591	YEAST06133
OG0003759	AENJA_25619	YEAST03315
OG0003806	AENJA_00944	YEAST02367
OG0003807	AENJA_00967	YEAST04265, YEAST03128
OG0003808	AENJA_00978	YEAST01201
OG0003811	AENJA_01571	YEAST00417
OG0003812	AENJA_01871	YEAST00287
OG0003813	AENJA_02053	YEAST00254
OG0003818	AENJA_02472, AENJA_02475	YEAST04318
OG0003824	AENJA_02975	YEAST01468
OG0003828	AENJA_03700	YEAST02448
OG0003829	AENJA_03792	YEAST02032, YEAST01031
OG0003831	AENJA_03886	YEAST03010, YEAST05137, YEAST02344
OG0003834	AENJA_04549, AENJA_04550	YEAST06322
OG0003837	AENJA_04856	YEAST02586
OG0003838	AENJA_04967	YEAST03413
OG0003839	AENJA_05236, AENJA_06897	YEAST01736
OG0003844	AENJA_06372	YEAST06054
OG0003846	AENJA_06476	YEAST00356
OG0003848	AENJA_06904	YEAST01654
OG0003850	AENJA_07117, AENJA_21595	YEAST00228
OG0003851	AENJA_07129	YEAST06169
OG0003852	AENJA_07216	YEAST03296
OG0003853	AENJA_07482, AENJA_19998	YEAST06251
OG0003855	AENJA_07705	YEAST04936
OG0003856	AENJA_08084	YEAST03934, YEAST02710
OG0003858	AENJA_08566	YEAST01401
OG0003860	AENJA_08805, AENJA_11742	YEAST01412
OG0003866	AENJA_09527	YEAST01895
OG0003867	AENJA_09761	YEAST03558
OG0003868	AENJA_09827	YEAST01448
OG0003869	AENJA_17460, AENJA_09977	YEAST02771
OG0003875	AENJA_10875	YEAST05070
OG0003876	AENJA_10876	YEAST02423
OG0003877	AENJA_11020	YEAST04860, YEAST05867, YEAST03825
OG0003879	AENJA_11207	YEAST00463
OG0003881	AENJA_11372	YEAST03851
OG0003882	AENJA_11663	YEAST03663
OG0003886	AENJA_12066	YEAST06023
OG0003887	AENJA_12157	YEAST00028
OG0003893	AENJA_13141	YEAST05028
OG0003897	AENJA_14064	YEAST01270
OG0003899	AENJA_14656	YEAST04954
OG0003904	AENJA_16228	YEAST01732
OG0003907	AENJA_25978, AENJA_17207	YEAST02999, YEAST02288
OG0003908	AENJA_22677	YEAST01362
OG0003908	AENJA_17280	YEAST06330
OG0003910	AENJA_17611	YEAST03780
OG0003911	AENJA_17893	YEAST00032
OG0003913	AENJA_18124	YEAST03258
OG0003918	AENJA_19068	YEAST00058
OG0003921	AENJA_19828	YEAST06181
OG0003926	AENJA_20056	YEAST04138
OG0003929	AENJA_20627	YEAST04489, YEAST01422
OG0003930	AENJA_20961	YEAST03969
OG0003931	AENJA_21038	YEAST01142
OG0003934	AENJA_21817	YEAST00084
OG0003938	AENJA_22573	YEAST01566, YEAST05133
OG0003939	AENJA_22721	YEAST03211
OG0003944	AENJA_23555	YEAST01186
OG0003946	AENJA_24350	YEAST03220
OG0003947	AENJA_24809	YEAST06266, YEAST05428
OG0003949	AENJA_25294	YEAST01888
OG0003950	AENJA_25298	YEAST01409
OG0003954	AENJA_26001	YEAST02764
OG0003955	AENJA_26253	YEAST03951
OG0003959	AENJA_26551	YEAST02778
OG0003961	AENJA_26616	YEAST01991
OG0003999	AENJA_00953	YEAST05604
OG0004000	AENJA_01025	YEAST06060
OG0004005	AENJA_01410, AENJA_01411	YEAST06216
OG0004007	AENJA_01716	YEAST01456
OG0004012	AENJA_02300	YEAST00755
OG0004017	AENJA_03846	YEAST03019
OG0004023	AENJA_04821	YEAST04349
OG0004027	AENJA_05469	YEAST03587
OG0004032	AENJA_06151	YEAST02562
OG0004033	AENJA_07800, AENJA_06467	YEAST02572
OG0004035	AENJA_07045	YEAST02134
OG0004037	AENJA_07206	YEAST03371
OG0004042	AENJA_07854	YEAST05578
OG0004044	AENJA_07917	YEAST05367
OG0004047	AENJA_08079	YEAST02496
OG0004051	AENJA_08973	YEAST01772
OG0004052	AENJA_09045, AENJA_09047	YEAST03705
OG0004054	AENJA_09386	YEAST05576
OG0004056	AENJA_09747	YEAST05698
OG0004057	AENJA_09847	YEAST05620
OG0004059	AENJA_10120	YEAST00030
OG0004065	AENJA_10916, AENJA_10915	YEAST00772
OG0004067	AENJA_11072, AENJA_11073	YEAST02665
OG0004068	AENJA_11291	YEAST03461
OG0004071	AENJA_11569	YEAST02893
OG0004072	AENJA_11674	YEAST02440
OG0004075	AENJA_25225, AENJA_11909, AENJA_25684	YEAST02332
OG0004076	AENJA_11962	YEAST05461
OG0004079	AENJA_12149	YEAST04385
OG0004080	AENJA_12559, AENJA_12560	YEAST00812
OG0004082	AENJA_12648	YEAST00063, YEAST05409
OG0004090	AENJA_14113	YEAST02301, YEAST02021
OG0004091	AENJA_14497, AENJA_14498	YEAST04715
OG0004092	AENJA_14629	YEAST03564, YEAST06307
OG0004096	AENJA_14942	YEAST00160
OG0004097	AENJA_15032	YEAST05039
OG0004101	AENJA_16349	YEAST03547, YEAST02901
OG0004102	AENJA_16425	YEAST05787
OG0004103	AENJA_16652, AENJA_16649	YEAST05061
OG0004105	AENJA_17274	YEAST01700, YEAST01565
OG0004110	AENJA_17972	YEAST02825
OG0004113	AENJA_18290	YEAST02059
OG0004115	AENJA_18384	YEAST00325
OG0004116	AENJA_18624	YEAST00481
OG0004118	AENJA_19037	YEAST01855
OG0004119	AENJA_19319	YEAST02170
OG0004120	AENJA_19470	YEAST01953
OG0004123	AENJA_19882	YEAST04761
OG0004124	AENJA_20051	YEAST01139
OG0004127	AENJA_20390	YEAST06097
OG0004130	AENJA_20514	YEAST03149
OG0004134	AENJA_20800	YEAST05611
OG0004136	AENJA_21121	YEAST01084
OG0004142	AENJA_22247	YEAST05774
OG0004148	AENJA_23349	YEAST00867
OG0004150	AENJA_23752	YEAST04690
OG0004151	AENJA_23954	YEAST04284
OG0004153	AENJA_24217, AENJA_24230	YEAST05958, YEAST04386, YEAST00290
OG0004154	AENJA_24263	YEAST05587
OG0004158	AENJA_24429	YEAST03379
OG0004161	AENJA_25182	YEAST04124
OG0004162	AENJA_25282	YEAST04517
OG0004164	AENJA_25479	YEAST05923
OG0004166	AENJA_25748	YEAST00189
OG0004168	AENJA_26286	YEAST03028
OG0004169	AENJA_26454	YEAST05813
OG0004170	AENJA_26593	YEAST05906
OG0004171	AENJA_26685	YEAST04501
OG0004215	AENJA_00310	YEAST04590
OG0004217	AENJA_00550	YEAST01257
OG0004219	AENJA_01020	YEAST00912
OG0004222	AENJA_01486	YEAST05826
OG0004230	AENJA_24753, AENJA_02152	YEAST02220
OG0004232	AENJA_02302	YEAST05931
OG0004236	AENJA_02429	YEAST05432
OG0004237	AENJA_02572, AENJA_07147	YEAST04445, YEAST04344
OG0004239	AENJA_02668	YEAST05144
OG0004243	AENJA_03297	YEAST00306
OG0004245	AENJA_03416, AENJA_09928, AENJA_21565	YEAST00859
OG0004248	AENJA_03763	YEAST03678
OG0004249	AENJA_03888	YEAST02740
OG0004250	AENJA_04014	YEAST05543
OG0004252	AENJA_04057	YEAST05178
OG0004254	AENJA_04427, AENJA_09254	YEAST03900
OG0004258	AENJA_15676, AENJA_04921, AENJA_24630	YEAST00665
OG0004259	AENJA_05091	YEAST03730
OG0004261	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609	YEAST02564
OG0004262	AENJA_05767	YEAST02368
OG0004268	AENJA_06438	YEAST00496
OG0004269	AENJA_06472	YEAST04758
OG0004273	AENJA_07053	YEAST02547
OG0004278	AENJA_07644, AENJA_08435	YEAST00243
OG0004280	AENJA_07853	YEAST05895
OG0004282	AENJA_07918	YEAST02575, YEAST06242
OG0004283	AENJA_07931, AENJA_19675	YEAST04184
OG0004287	AENJA_10688, AENJA_10695, AENJA_08479	YEAST01708
OG0004289	AENJA_08571	YEAST05719
OG0004291	AENJA_08666	YEAST00852
OG0004292	AENJA_08709, AENJA_21597	YEAST02537
OG0004295	AENJA_08995	YEAST05946
OG0004297	AENJA_09281	YEAST01463
OG0004300	AENJA_09414	YEAST05309
OG0004301	AENJA_09948, AENJA_09950, AENJA_11810	YEAST03850
OG0004302	AENJA_09951, AENJA_11814	YEAST05203
OG0004303	AENJA_10102	YEAST02492
OG0004304	AENJA_10126	YEAST02425, YEAST05929
OG0004305	AENJA_10671	YEAST02123
OG0004307	AENJA_10811	YEAST04592
OG0004308	AENJA_10896	YEAST04835
OG0004309	AENJA_10914	YEAST05924
OG0004310	AENJA_11180, AENJA_23448	YEAST05001
OG0004312	AENJA_11219	YEAST03330
OG0004314	AENJA_11558	YEAST00500
OG0004324	AENJA_12557	YEAST04322
OG0004330	AENJA_13252	YEAST06277
OG0004331	AENJA_13331	YEAST06230
OG0004333	AENJA_13634	YEAST01391
OG0004335	AENJA_13686	YEAST01057
OG0004337	AENJA_13913	YEAST05652
OG0004338	AENJA_14330	YEAST05023
OG0004344	AENJA_15963	YEAST02441
OG0004345	AENJA_16155	YEAST04894
OG0004347	AENJA_16598	YEAST04515
OG0004348	AENJA_16800	YEAST03956
OG0004350	AENJA_16841	YEAST04742
OG0004351	AENJA_16867	YEAST04167
OG0004353	AENJA_17017	YEAST05143
OG0004356	AENJA_17320	YEAST02877
OG0004357	AENJA_17547	YEAST02304
OG0004358	AENJA_18672, AENJA_18047, AENJA_18673	YEAST01304
OG0004359	AENJA_18134	YEAST01873
OG0004364	AENJA_19146	YEAST00647
OG0004366	AENJA_19317	YEAST01097
OG0004369	AENJA_19753	YEAST04013
OG0004370	AENJA_24515, AENJA_19903	YEAST02378
OG0004374	AENJA_20422	YEAST00556
OG0004377	AENJA_21485	YEAST05181
OG0004378	AENJA_21608	YEAST03291
OG0004379	AENJA_21681	YEAST02180, YEAST04152
OG0004380	AENJA_21685	YEAST04825
OG0004382	AENJA_22037	YEAST03218
OG0004394	AENJA_23929	YEAST00619
OG0004396	AENJA_24530	YEAST01668
OG0004400	AENJA_25584	YEAST03238, YEAST03731
OG0004401	AENJA_25597	YEAST04219
OG0004402	AENJA_25980	YEAST05942, YEAST03617
OG0004404	AENJA_26407	YEAST00833, YEAST00883
OG0004460	AENJA_10602, AENJA_00174	YEAST06162
OG0004462	AENJA_03119, AENJA_00195	YEAST03397
OG0004468	AENJA_00461	YEAST04439
OG0004472	AENJA_00868	YEAST06199
OG0004479	AENJA_02206	YEAST00474
OG0004484	AENJA_02375	YEAST01989
OG0004486	AENJA_02721	YEAST00968
OG0004489	AENJA_03089	YEAST03700
OG0004490	AENJA_03148	YEAST02887
OG0004492	AENJA_03264	YEAST05415, YEAST01368
OG0004494	AENJA_03427	YEAST03738
OG0004495	AENJA_03794	YEAST00946
OG0004498	AENJA_04040	YEAST02716
OG0004500	AENJA_04178	YEAST04651
OG0004503	AENJA_04529, AENJA_23467	YEAST02385
OG0004505	AENJA_08695, AENJA_04733, AENJA_22550	YEAST01701
OG0004506	AENJA_04842	YEAST06061
OG0004507	AENJA_04865	YEAST04994
OG0004512	AENJA_05863	YEAST01510
OG0004513	AENJA_06212	YEAST04235
OG0004515	AENJA_06345	YEAST05737
OG0004519	AENJA_06969	YEAST01596
OG0004520	AENJA_07201	YEAST06001, YEAST05696
OG0004525	AENJA_07831	YEAST03937
OG0004526	AENJA_23914, AENJA_07835	YEAST02603
OG0004529	AENJA_07939, AENJA_07944	YEAST03981
OG0004535	AENJA_08570	YEAST02221
OG0004538	AENJA_08665	YEAST02750
OG0004541	AENJA_08939	YEAST02645, YEAST03788, YEAST04781
OG0004542	AENJA_09105	YEAST04816, YEAST04623
OG0004545	AENJA_19665, AENJA_09222, AENJA_25205, AENJA_22344	YEAST02071
OG0004546	AENJA_09271	YEAST04485
OG0004551	AENJA_11055	YEAST05315
OG0004551	AENJA_14630	YEAST00426
OG0004554	AENJA_11434	YEAST05640, YEAST04172
OG0004559	AENJA_11902	YEAST04428
OG0004563	AENJA_12215	YEAST04325
OG0004566	AENJA_12676	YEAST02192
OG0004567	AENJA_12797	YEAST05747
OG0004571	AENJA_13264	YEAST02127
OG0004573	AENJA_13416	YEAST00677
OG0004577	AENJA_13927	YEAST02283
OG0004579	AENJA_14039	YEAST00134
OG0004581	AENJA_14240	YEAST03583, YEAST04618
OG0004582	AENJA_14257	YEAST04377
OG0004583	AENJA_14685	YEAST05833
OG0004584	AENJA_14870	YEAST03457
OG0004585	AENJA_14884	YEAST01153
OG0004590	AENJA_15587	YEAST03622, YEAST00886
OG0004593	AENJA_16066	YEAST01231
OG0004606	AENJA_17079	YEAST05926
OG0004609	AENJA_17443	YEAST05326
OG0004610	AENJA_17485	YEAST04487, YEAST01427
OG0004611	AENJA_17567	YEAST04613
OG0004612	AENJA_17697	YEAST02359
OG0004616	AENJA_17897	YEAST00250, YEAST02830
OG0004619	AENJA_18030	YEAST03531
OG0004621	AENJA_18130	YEAST00178
OG0004623	AENJA_18259	YEAST04421
OG0004626	AENJA_18829	YEAST00427
OG0004630	AENJA_19296	YEAST01322, YEAST02951
OG0004633	AENJA_19396	YEAST03510
OG0004634	AENJA_19399	YEAST00262, YEAST00249
OG0004635	AENJA_19421	YEAST02703
OG0004639	AENJA_19701	YEAST02924
OG0004648	AENJA_21464	YEAST04721, YEAST05892
OG0004649	AENJA_21530	YEAST02284
OG0004651	AENJA_21665	YEAST01146
OG0004654	AENJA_21881	YEAST00988
OG0004655	AENJA_21945	YEAST01640
OG0004656	AENJA_22399	YEAST04281
OG0004657	AENJA_22627	YEAST00473
OG0004658	AENJA_22666	YEAST04140
OG0004659	AENJA_22731	YEAST02251
OG0004660	AENJA_22903	YEAST06221, YEAST00721
OG0004663	AENJA_23128	YEAST01161
OG0004664	AENJA_23247	YEAST05162
OG0004668	AENJA_23876	YEAST01610
OG0004669	AENJA_23970	YEAST00949
OG0004670	AENJA_23983	YEAST03416
OG0004671	AENJA_24032	YEAST02606
OG0004674	AENJA_24465	YEAST05448
OG0004675	AENJA_24642	YEAST05072, YEAST02983
OG0004676	AENJA_24878	YEAST05785, YEAST00056, YEAST02694
OG0004678	AENJA_25081	YEAST02777, YEAST04846
OG0004682	AENJA_25603	YEAST02876
OG0004683	AENJA_25906	YEAST00676
OG0004684	AENJA_25907	YEAST05643
OG0004685	AENJA_26252	YEAST04200
OG0004687	AENJA_26633	YEAST00982
OG0004691	AENJA_26781	YEAST00819
OG0004728	AENJA_00010	YEAST04662, YEAST00882
OG0004733	AENJA_00482	YEAST06337
OG0004735	AENJA_00527	YEAST04508
OG0004739	AENJA_00833	YEAST01817
OG0004740	AENJA_00889	YEAST04029
OG0004743	AENJA_00975	YEAST04299
OG0004747	AENJA_02204	YEAST01134
OG0004748	AENJA_09307, AENJA_25929, AENJA_25930, AENJA_02212, AENJA_02211	YEAST03942
OG0004749	AENJA_02213	YEAST05904
OG0004753	AENJA_02412	YEAST04746
OG0004755	AENJA_02461	YEAST03690
OG0004756	AENJA_02560	YEAST03704
OG0004759	AENJA_02782	YEAST02912
OG0004760	AENJA_02947	YEAST01847
OG0004764	AENJA_03553	YEAST04443, YEAST04345
OG0004765	AENJA_03642	YEAST02487
OG0004766	AENJA_03824	YEAST01053
OG0004767	AENJA_03880	YEAST03559
OG0004768	AENJA_03887	YEAST02666
OG0004769	AENJA_04019	YEAST06228
OG0004770	AENJA_04020	YEAST03432
OG0004774	AENJA_04499	YEAST06062
OG0004785	AENJA_05817	YEAST04153
OG0004786	AENJA_05823, AENJA_22606	YEAST01015
OG0004787	AENJA_05829	YEAST02164
OG0004792	AENJA_06378	YEAST02299
OG0004795	AENJA_06563	YEAST02163
OG0004797	AENJA_06655	YEAST00371
OG0004805	AENJA_07591	YEAST03570
OG0004808	AENJA_07815	YEAST02354
OG0004811	AENJA_07997	YEAST01683
OG0004814	AENJA_08117	YEAST05710
OG0004816	AENJA_08251	YEAST04664
OG0004819	AENJA_08530, AENJA_08531	YEAST00279
OG0004820	AENJA_08911, AENJA_08918	YEAST05404
OG0004822	AENJA_09116	YEAST03199
OG0004833	AENJA_09996	YEAST01309
OG0004836	AENJA_10309	YEAST00658
OG0004840	AENJA_10771	YEAST01399
OG0004841	AENJA_10828	YEAST01375
OG0004842	AENJA_10831	YEAST05083
OG0004843	AENJA_10860	YEAST03163
OG0004844	AENJA_11067	YEAST01571
OG0004848	AENJA_11309	YEAST02387
OG0004849	AENJA_11321	YEAST06335
OG0004850	AENJA_11412	YEAST05082, YEAST02977
OG0004851	AENJA_11448	YEAST02907
OG0004852	AENJA_11559	YEAST00825
OG0004854	AENJA_11701	YEAST00889, YEAST04304
OG0004855	AENJA_11702	YEAST03252
OG0004856	AENJA_11708	YEAST05973
OG0004858	AENJA_12040	YEAST04268
OG0004863	AENJA_12291	YEAST00862
OG0004864	AENJA_12322	YEAST00264
OG0004874	AENJA_13351	YEAST04564
OG0004875	AENJA_13517	YEAST02491
OG0004877	AENJA_13821	YEAST05247
OG0004879	AENJA_13901, AENJA_13900	YEAST01311
OG0004880	AENJA_14006	YEAST06046
OG0004881	AENJA_14067	YEAST00141
OG0004886	AENJA_14557	YEAST05077
OG0004887	AENJA_14679	YEAST05734
OG0004893	AENJA_15519	YEAST04667
OG0004896	AENJA_15696	YEAST06193
OG0004897	AENJA_15708	YEAST03127, YEAST00642
OG0004898	AENJA_15713, AENJA_15712	YEAST01269
OG0004902	AENJA_16316	YEAST00933
OG0004903	AENJA_16438	YEAST03539
OG0004906	AENJA_16690, AENJA_26441	YEAST02770
OG0004911	AENJA_16946	YEAST04765
OG0004913	AENJA_17248	YEAST01636
OG0004914	AENJA_17388	YEAST03369
OG0004917	AENJA_17545	YEAST00244
OG0004922	AENJA_18036, AENJA_18037	YEAST03302
OG0004924	AENJA_18232	YEAST03555, YEAST03277
OG0004928	AENJA_18869	YEAST00311
OG0004932	AENJA_19433	YEAST04654
OG0004935	AENJA_19714	YEAST02167
OG0004940	AENJA_20384	YEAST05107, YEAST05559
OG0004941	AENJA_20437	YEAST03194
OG0004947	AENJA_22271	YEAST05164
OG0004948	AENJA_22467	YEAST02275
OG0004949	AENJA_22471	YEAST04201
OG0004952	AENJA_23013	YEAST02477
OG0004954	AENJA_23328	YEAST06058
OG0004962	AENJA_23749	YEAST04400
OG0004963	AENJA_23812	YEAST04940
OG0004964	AENJA_24147	YEAST04104
OG0004968	AENJA_24458	YEAST03489
OG0004969	AENJA_24520	YEAST02591
OG0004970	AENJA_24573	YEAST04414
OG0004971	AENJA_24578	YEAST05364
OG0004972	AENJA_24749	YEAST03511
OG0004975	AENJA_25050	YEAST00144, YEAST01994
OG0004976	AENJA_25080	YEAST05983
OG0004977	AENJA_25085	YEAST06017
OG0004979	AENJA_25410	YEAST06027
OG0004980	AENJA_25419	YEAST05221
OG0004981	AENJA_25504	YEAST03914, YEAST04639
OG0004982	AENJA_25668	YEAST03625
OG0004985	AENJA_26124	YEAST03498
OG0004988	AENJA_26346	YEAST05990
OG0004989	AENJA_26564	YEAST04576
OG0004990	AENJA_26628	YEAST04419
OG0004992	AENJA_26724	YEAST05627
OG0005038	AENJA_00045	YEAST02861
OG0005040	AENJA_00082	YEAST04778
OG0005047	AENJA_00552	YEAST01837
OG0005053	AENJA_01012	YEAST00680
OG0005055	AENJA_01142	YEAST02159
OG0005059	AENJA_01536	YEAST03737
OG0005067	AENJA_02335	YEAST06051
OG0005069	AENJA_02390	YEAST03130
OG0005073	AENJA_02563	YEAST00873
OG0005076	AENJA_02930	YEAST04563
OG0005081	AENJA_03161	YEAST03124
OG0005083	AENJA_03370	YEAST00678, YEAST05235
OG0005084	AENJA_03378	YEAST03782
OG0005085	AENJA_03391	YEAST06159
OG0005086	AENJA_03514	YEAST00205
OG0005087	AENJA_03523	YEAST00816
OG0005088	AENJA_03643	YEAST05769, YEAST03125
OG0005089	AENJA_09868, AENJA_03710	YEAST04644
OG0005090	AENJA_03754	YEAST00338
OG0005091	AENJA_03934	YEAST05089
OG0005093	AENJA_03996	YEAST01810
OG0005095	AENJA_04110	YEAST04437
OG0005096	AENJA_04204	YEAST00667
OG0005097	AENJA_04431	YEAST05071
OG0005099	AENJA_04491	YEAST01396
OG0005100	AENJA_04820	YEAST02389
OG0005104	AENJA_05405	YEAST05248
OG0005106	AENJA_05457	YEAST06065, YEAST00421
OG0005107	AENJA_11332, AENJA_16150, AENJA_05759	YEAST06099
OG0005109	AENJA_05821	YEAST05204, YEAST00612
OG0005111	AENJA_05942	YEAST06212, YEAST04032
OG0005114	AENJA_16137, AENJA_06756	YEAST02131
OG0005117	AENJA_07237	YEAST06050
OG0005121	AENJA_07745	YEAST02052
OG0005124	AENJA_07802	YEAST04099
OG0005130	AENJA_08397	YEAST03863
OG0005139	AENJA_09924, AENJA_15622	YEAST04015
OG0005142	AENJA_10009	YEAST03890
OG0005143	AENJA_10049	YEAST00443
OG0005144	AENJA_22343, AENJA_10084	YEAST04065
OG0005146	AENJA_10342	YEAST02971
OG0005149	AENJA_10565	YEAST03025, YEAST02738
OG0005151	AENJA_11027, AENJA_18836	YEAST03382
OG0005152	AENJA_11080, AENJA_11081	YEAST00847
OG0005157	AENJA_11597	YEAST02981
OG0005160	AENJA_11799	YEAST06113
OG0005164	AENJA_12166	YEAST06283
OG0005167	AENJA_12659	YEAST03924
OG0005168	AENJA_12811	YEAST06272
OG0005169	AENJA_12818	YEAST00459
OG0005175	AENJA_13376	YEAST05445
OG0005176	AENJA_13525	YEAST00218
OG0005178	AENJA_13682	YEAST04497
OG0005179	AENJA_13683	YEAST05659
OG0005183	AENJA_14222	YEAST05308
OG0005184	AENJA_14397	YEAST00492
OG0005187	AENJA_14581	YEAST05234
OG0005188	AENJA_14606	YEAST01554
OG0005191	AENJA_14708	YEAST00993
OG0005192	AENJA_14714, AENJA_14713	YEAST05720
OG0005194	AENJA_15083	YEAST04086
OG0005196	AENJA_15512	YEAST01388
OG0005198	AENJA_15753	YEAST00327
OG0005200	AENJA_15889	YEAST01016
OG0005201	AENJA_15944	YEAST00082
OG0005203	AENJA_16058	YEAST02207
OG0005204	AENJA_16162	YEAST01178
OG0005205	AENJA_16290	YEAST01046
OG0005208	AENJA_16681	YEAST01429
OG0005212	AENJA_16938	YEAST06147
OG0005220	AENJA_18013	YEAST04357
OG0005221	AENJA_18089, AENJA_18087	YEAST03209
OG0005222	AENJA_18251	YEAST05518
OG0005224	AENJA_18467	YEAST06324
OG0005225	AENJA_18857	YEAST05094
OG0005227	AENJA_19102, AENJA_26640	YEAST05529
OG0005228	AENJA_23120, AENJA_19277	YEAST05916
OG0005229	AENJA_19358	YEAST04766
OG0005231	AENJA_19506	YEAST02681
OG0005233	AENJA_19580	YEAST00564
OG0005237	AENJA_19710	YEAST05398
OG0005238	AENJA_19721	YEAST00351
OG0005239	AENJA_19990	YEAST04499
OG0005240	AENJA_20005	YEAST03058
