Orthogroup	AENJA_ok	MOUSE
OG0003953	AENJA_25975, AENJA_25981	MOUSE03606, MOUSE48265, MOUSE48266, MOUSE48264
OG0003954	AENJA_26001	MOUSE13604, MOUSE13605, MOUSE06634
OG0003955	AENJA_26253	MOUSE54923, MOUSE54922, MOUSE48233
OG0003956	AENJA_26347	MOUSE31801, MOUSE31799, MOUSE31800, MOUSE31798
OG0003957	AENJA_26465	MOUSE23237
OG0003958	AENJA_26545	MOUSE00807, MOUSE19245, MOUSE47952
OG0003959	AENJA_26551	MOUSE25457, MOUSE25458, MOUSE25459
OG0003960	AENJA_26560	MOUSE14525, MOUSE44448, MOUSE44449, MOUSE44447
OG0003961	AENJA_26616	MOUSE33639
OG0003962	AENJA_26659	MOUSE55666, MOUSE13058, MOUSE29655, MOUSE19377
OG0003997	AENJA_08113	MOUSE48240
OG0003997	AENJA_00553	MOUSE48238, MOUSE48239, MOUSE48236, MOUSE48237
OG0003998	AENJA_00732	MOUSE03017, MOUSE03016, MOUSE03018, MOUSE03015
OG0003999	AENJA_00953	MOUSE39639, MOUSE39638
OG0004000	AENJA_01025	MOUSE53010, MOUSE53011
OG0004002	AENJA_01139	MOUSE08674
OG0004005	AENJA_01410, AENJA_01411	MOUSE06870, MOUSE06869, MOUSE06871
OG0004006	AENJA_01570, AENJA_01567, AENJA_26219	MOUSE24127, MOUSE24124, MOUSE24123, MOUSE24125
OG0004007	AENJA_01716	MOUSE33282, MOUSE13163, MOUSE13164
OG0004009	AENJA_01997	MOUSE31536, MOUSE31534, MOUSE00745, MOUSE00744
OG0004010	AENJA_02161	MOUSE10577
OG0004011	AENJA_02252	MOUSE47919, MOUSE47918, MOUSE11106, MOUSE47920
OG0004012	AENJA_02300	MOUSE03422
OG0004014	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582	MOUSE22452
OG0004015	AENJA_03648	MOUSE31950, MOUSE31951, MOUSE31949, MOUSE31948, MOUSE31952
OG0004016	AENJA_25499	MOUSE14828
OG0004017	AENJA_03846	MOUSE46421, MOUSE46424, MOUSE46423, MOUSE46422, MOUSE46420
OG0004018	AENJA_04064, AENJA_22270	MOUSE00552, MOUSE00553, MOUSE00555, MOUSE00554, MOUSE00556, MOUSE00557, MOUSE00551
OG0004019	AENJA_04085	MOUSE44044, MOUSE44042, MOUSE44043, MOUSE44046, MOUSE44050, MOUSE44045, MOUSE44048, MOUSE44047, MOUSE44051, MOUSE44049, MOUSE44041
OG0004020	AENJA_17512	MOUSE22765, MOUSE22762, MOUSE22763
OG0004021	AENJA_04438	MOUSE04367, MOUSE04368
OG0004022	AENJA_04720	MOUSE55226, MOUSE55227, MOUSE55225
OG0004023	AENJA_04821	MOUSE32124, MOUSE49371
OG0004024	AENJA_04835	MOUSE52440, MOUSE52441, MOUSE52442, MOUSE52443
OG0004025	AENJA_05271	MOUSE35923, MOUSE35917, MOUSE35926, MOUSE35925, MOUSE35922, MOUSE35916, MOUSE35918, MOUSE35924, MOUSE35921, MOUSE35919, MOUSE35920
OG0004027	AENJA_05469	MOUSE02465, MOUSE02466, MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607
OG0004028	AENJA_05585	MOUSE11046, MOUSE11047, MOUSE11048, MOUSE11049
OG0004029	AENJA_05822	MOUSE53190
OG0004031	AENJA_06023	MOUSE42812
OG0004032	AENJA_06151	MOUSE53862, MOUSE53861, MOUSE47636
OG0004033	AENJA_07800, AENJA_06467	MOUSE49958, MOUSE49957
OG0004034	AENJA_06781	MOUSE44916
OG0004034	AENJA_06784	MOUSE44914, MOUSE44915, MOUSE44913
OG0004035	AENJA_07045	MOUSE28209, MOUSE28210, MOUSE28211
OG0004036	AENJA_07123	MOUSE34175, MOUSE54435, MOUSE51308
OG0004037	AENJA_07206	MOUSE23141, MOUSE23140
OG0004038	AENJA_07209	MOUSE48922
OG0004039	AENJA_07640	MOUSE52165
OG0004041	AENJA_07773, AENJA_07774	MOUSE28030
OG0004042	AENJA_07854	MOUSE26985, MOUSE26987, MOUSE26984, MOUSE26986
OG0004043	AENJA_07877	MOUSE52113, MOUSE52112
OG0004044	AENJA_07917	MOUSE53246, MOUSE53244, MOUSE53243, MOUSE53245
OG0004045	AENJA_07957	MOUSE21064, MOUSE21065, MOUSE21063, MOUSE21066
OG0004046	AENJA_17400, AENJA_07994	MOUSE37639, MOUSE37640, MOUSE37635, MOUSE37633, MOUSE37641, MOUSE37638, MOUSE37637
OG0004047	AENJA_08079	MOUSE06437, MOUSE06436
OG0004048	AENJA_08141	MOUSE35846, MOUSE35844, MOUSE35843, MOUSE35842, MOUSE35845
OG0004049	AENJA_08248	MOUSE44997, MOUSE52155
OG0004051	AENJA_08973	MOUSE05205, MOUSE26476, MOUSE14875, MOUSE14876
OG0004052	AENJA_09045	MOUSE48451
OG0004053	AENJA_09308	MOUSE55188, MOUSE09610, MOUSE09609, MOUSE09608, MOUSE30254
OG0004054	AENJA_09386	MOUSE07133, MOUSE07131, MOUSE07134, MOUSE42809, MOUSE42808, MOUSE42807
OG0004055	AENJA_09534, AENJA_10626	MOUSE16578, MOUSE16579, MOUSE16577
OG0004056	AENJA_09747	MOUSE10234
OG0004057	AENJA_09847	MOUSE39229, MOUSE39230, MOUSE39231
OG0004058	AENJA_15238	MOUSE06723
OG0004059	AENJA_10120	MOUSE42744, MOUSE42745, MOUSE42743
OG0004060	AENJA_10222	MOUSE32149, MOUSE32151, MOUSE32150, MOUSE32152
OG0004061	AENJA_10245	MOUSE33645, MOUSE33647, MOUSE33646, MOUSE33648
OG0004062	AENJA_10281	MOUSE40384, MOUSE40385, MOUSE21178, MOUSE21177, MOUSE03169
OG0004063	AENJA_10560	MOUSE11880, MOUSE11881, MOUSE11879, MOUSE11882
OG0004064	AENJA_10715	MOUSE22630, MOUSE22635, MOUSE22638, MOUSE22632, MOUSE22636, MOUSE22633, MOUSE22634
OG0004065	AENJA_10915	MOUSE34851, MOUSE34850, MOUSE34848
OG0004066	AENJA_10944	MOUSE50438, MOUSE50439
OG0004067	AENJA_11072, AENJA_11073	MOUSE22149
OG0004068	AENJA_11291	MOUSE54651, MOUSE54993
OG0004069	AENJA_11462	MOUSE09407
OG0004070	AENJA_11512	MOUSE38548, MOUSE38549
OG0004071	AENJA_11569	MOUSE23682, MOUSE17774, MOUSE17773, MOUSE17772, MOUSE32856
OG0004072	AENJA_11674	MOUSE05860, MOUSE05861
OG0004073	AENJA_11745	MOUSE02227, MOUSE18280
OG0004075	AENJA_11909, AENJA_25684	MOUSE46089
OG0004076	AENJA_11962	MOUSE13543, MOUSE13542, MOUSE13544, MOUSE13541
OG0004077	AENJA_12069, AENJA_11984	MOUSE25262, MOUSE25257, MOUSE25259, MOUSE25252, MOUSE25254, MOUSE25253, MOUSE25255, MOUSE25256, MOUSE25261, MOUSE25258, MOUSE25251, MOUSE25260
OG0004079	AENJA_12149	MOUSE29728, MOUSE29727, MOUSE29726
OG0004080	AENJA_12559	MOUSE22574, MOUSE22576, MOUSE22573, MOUSE35471
OG0004081	AENJA_12579	MOUSE22887, MOUSE22886, MOUSE22889, MOUSE22885, MOUSE22883, MOUSE22888, MOUSE22890, MOUSE22884
OG0004082	AENJA_12648	MOUSE23096
OG0004083	AENJA_12814	MOUSE07456, MOUSE07454, MOUSE07455
OG0004084	AENJA_13049	MOUSE12641
OG0004085	AENJA_13446	MOUSE22017, MOUSE22016, MOUSE22019, MOUSE22015, MOUSE22018, MOUSE22014
OG0004086	AENJA_13483, AENJA_16966	MOUSE28013
OG0004087	AENJA_13678	MOUSE53249, MOUSE26317, MOUSE26318
OG0004088	AENJA_13695, AENJA_24137	MOUSE31979, MOUSE31978, MOUSE31977, MOUSE10527, MOUSE10528
OG0004089	AENJA_13857	MOUSE52297, MOUSE52296, MOUSE52295
OG0004090	AENJA_14113	MOUSE02539
OG0004091	AENJA_14498	MOUSE20857
OG0004092	AENJA_14629	MOUSE08723, MOUSE08721, MOUSE08722, MOUSE05348, MOUSE05346, MOUSE05347
OG0004093	AENJA_14743	MOUSE39362, MOUSE39363, MOUSE39366, MOUSE39365, MOUSE39364
OG0004094	AENJA_14786	MOUSE32800, MOUSE32802, MOUSE32801, MOUSE32799
OG0004095	AENJA_14906	MOUSE44365, MOUSE44371, MOUSE44373, MOUSE44363, MOUSE44366, MOUSE44369, MOUSE44364, MOUSE44372
OG0004096	AENJA_14942	MOUSE26584, MOUSE24020, MOUSE24022
OG0004097	AENJA_15032	MOUSE30102, MOUSE07203, MOUSE54886, MOUSE12995
OG0004098	AENJA_15282	MOUSE09422, MOUSE09423, MOUSE33196
OG0004099	AENJA_15456	MOUSE43934, MOUSE43936, MOUSE43938, MOUSE43933, MOUSE43935, MOUSE43939, MOUSE43932, MOUSE43937, MOUSE14125
OG0004100	AENJA_16101, AENJA_16102	MOUSE01972, MOUSE01971
OG0004101	AENJA_16349	MOUSE05274, MOUSE05270, MOUSE05271, MOUSE05272, MOUSE05273
OG0004102	AENJA_16425	MOUSE21028, MOUSE21027
OG0004103	AENJA_16652, AENJA_16649	MOUSE28643
OG0004104	AENJA_17043	MOUSE19655, MOUSE19654
OG0004105	AENJA_17274	MOUSE13474, MOUSE13473, MOUSE13475
OG0004106	AENJA_17371	MOUSE34927, MOUSE34928, MOUSE34929
OG0004107	AENJA_17526	MOUSE24392
OG0004110	AENJA_17972	MOUSE09563, MOUSE09564, MOUSE00786
OG0004111	AENJA_17987	MOUSE13376, MOUSE13379, MOUSE13378, MOUSE13377, MOUSE06672
OG0004112	AENJA_26008	MOUSE30305
OG0004113	AENJA_18290	MOUSE40746, MOUSE40745
OG0004114	AENJA_18362	MOUSE20231, MOUSE20233, MOUSE20232, MOUSE20230, MOUSE20229, MOUSE20228
OG0004115	AENJA_18384	MOUSE52504, MOUSE52502
OG0004116	AENJA_18624	MOUSE50972, MOUSE50971
OG0004117	AENJA_18937	MOUSE21546
OG0004118	AENJA_19037	MOUSE39262, MOUSE39263
OG0004119	AENJA_19319	MOUSE43702, MOUSE43701
OG0004120	AENJA_19470	MOUSE11158, MOUSE11156, MOUSE11157, MOUSE11159
OG0004121	AENJA_19585	MOUSE34878, MOUSE34879, MOUSE52300
OG0004122	AENJA_19610	MOUSE25320, MOUSE25316, MOUSE25318, MOUSE25317, MOUSE25319
OG0004123	AENJA_19882	MOUSE50983, MOUSE50980, MOUSE50981, MOUSE50979
OG0004124	AENJA_20051	MOUSE28810, MOUSE21577
OG0004125	AENJA_20094	MOUSE06365, MOUSE06366, MOUSE06362, MOUSE06367, MOUSE06364, MOUSE06363
OG0004126	AENJA_20213	MOUSE51105, MOUSE51104, MOUSE51107, MOUSE16482, MOUSE51106
OG0004127	AENJA_20390	MOUSE21644, MOUSE21643, MOUSE21645, MOUSE21646
OG0004128	AENJA_20435	MOUSE40927, MOUSE18727
OG0004129	AENJA_20438	MOUSE39090, MOUSE39089, MOUSE18916, MOUSE41168
OG0004130	AENJA_20514	MOUSE30313, MOUSE30312, MOUSE30314, MOUSE30315, MOUSE30306
OG0004131	AENJA_20546	MOUSE01061, MOUSE01059, MOUSE01060, MOUSE01065, MOUSE01063, MOUSE01068, MOUSE01066, MOUSE01067, MOUSE01062
OG0004132	AENJA_20581	MOUSE29326, MOUSE29328, MOUSE29327
OG0004133	AENJA_20684	MOUSE22690, MOUSE22691, MOUSE22688, MOUSE22689, MOUSE12619
OG0004135	AENJA_21037	MOUSE38580, MOUSE38581, MOUSE05971
OG0004136	AENJA_21121	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426
OG0004137	AENJA_21136	MOUSE09691, MOUSE09690
OG0004138	AENJA_21636	MOUSE54459, MOUSE54457, MOUSE54458
OG0004138	AENJA_21638	MOUSE54460
OG0004139	AENJA_22066	MOUSE09412, MOUSE01582
OG0004140	AENJA_22122	MOUSE49614, MOUSE49615, MOUSE49616
OG0004141	AENJA_22209	MOUSE41071, MOUSE41073, MOUSE41072, MOUSE41070, MOUSE54325, MOUSE54326, MOUSE54324, MOUSE54323
OG0004142	AENJA_22247	MOUSE48548, MOUSE48551, MOUSE48549, MOUSE48546, MOUSE48545
OG0004143	AENJA_22570	MOUSE32279, MOUSE32278, MOUSE32280, MOUSE51729
OG0004144	AENJA_22601	MOUSE11375, MOUSE15788, MOUSE15789, MOUSE15790
OG0004145	AENJA_22813	MOUSE07101, MOUSE28099
OG0004146	AENJA_22878	MOUSE37805, MOUSE37806, MOUSE37807
OG0004147	AENJA_22980	MOUSE52328, MOUSE52322, MOUSE52321, MOUSE52323
OG0004148	AENJA_23349	MOUSE04779, MOUSE04772, MOUSE04780
OG0004149	AENJA_23391	MOUSE12935, MOUSE12936, MOUSE12934, MOUSE54015, MOUSE54013, MOUSE54014
OG0004150	AENJA_23752	MOUSE53096
OG0004151	AENJA_23954	MOUSE49543, MOUSE49544, MOUSE49542
OG0004153	AENJA_24230	MOUSE19562
OG0004154	AENJA_24263	MOUSE06794, MOUSE06793, MOUSE06792, MOUSE06791
OG0004156	AENJA_24369, AENJA_24722	MOUSE39315, MOUSE39316, MOUSE40677, MOUSE40678
OG0004157	AENJA_24370	MOUSE53613, MOUSE53617, MOUSE53615, MOUSE53616
OG0004158	AENJA_24429	MOUSE23332, MOUSE23331, MOUSE23329, MOUSE35536, MOUSE35537
OG0004159	AENJA_24852	MOUSE42741, MOUSE07725
OG0004160	AENJA_25025	MOUSE33686
OG0004161	AENJA_25182	MOUSE26104, MOUSE26106, MOUSE26105
OG0004162	AENJA_25282	MOUSE38557, MOUSE38558, MOUSE38556, MOUSE38555
OG0004163	AENJA_25392	MOUSE17263, MOUSE17264, MOUSE17266, MOUSE17265, MOUSE45843, MOUSE45845, MOUSE45844
OG0004164	AENJA_25479	MOUSE00812, MOUSE03436, MOUSE00811, MOUSE00815
OG0004166	AENJA_25748	MOUSE47935, MOUSE47933, MOUSE47931, MOUSE47932, MOUSE47936, MOUSE47930, MOUSE47934, MOUSE47937
OG0004167	AENJA_26097	MOUSE20431, MOUSE20429, MOUSE20428, MOUSE20430
OG0004168	AENJA_26286	MOUSE04507
OG0004169	AENJA_26454	MOUSE06535, MOUSE06534, MOUSE06536
OG0004170	AENJA_26593	MOUSE44203, MOUSE44205, MOUSE44204
OG0004171	AENJA_26685	MOUSE43265, MOUSE43264
OG0004214	AENJA_00165	MOUSE09181, MOUSE09182
OG0004215	AENJA_00310	MOUSE04644, MOUSE04645
OG0004216	AENJA_00516	MOUSE14315
OG0004217	AENJA_00550	MOUSE29608
OG0004218	AENJA_00935	MOUSE21624
OG0004219	AENJA_01020	MOUSE26374, MOUSE26373, MOUSE26372, MOUSE26375
OG0004220	AENJA_01203	MOUSE32294, MOUSE32293
OG0004222	AENJA_01486	MOUSE07263, MOUSE07265
OG0004223	AENJA_01506	MOUSE20000, MOUSE20002, MOUSE19997, MOUSE19998, MOUSE19999
OG0004225	AENJA_01633	MOUSE02495, MOUSE02496, MOUSE35564, MOUSE35565, MOUSE35566
OG0004226	AENJA_01684	MOUSE07340, MOUSE07341, MOUSE07342, MOUSE07343, MOUSE07345
OG0004227	AENJA_01705	MOUSE33778, MOUSE33777, MOUSE36136, MOUSE33779, MOUSE33776, MOUSE36135
OG0004228	AENJA_01729	MOUSE12646
OG0004229	AENJA_02064	MOUSE00997, MOUSE00996, MOUSE00995
OG0004231	AENJA_02278	MOUSE06022, MOUSE06023, MOUSE06024, MOUSE06019, MOUSE06020, MOUSE06021, MOUSE06018
OG0004232	AENJA_02302	MOUSE36556, MOUSE36555
OG0004233	AENJA_02374	MOUSE29462, MOUSE29461, MOUSE29463, MOUSE29464, MOUSE29465, MOUSE35017
OG0004234	AENJA_02411	MOUSE22124, MOUSE22125
OG0004235	AENJA_02425	MOUSE03742, MOUSE03743, MOUSE03741
OG0004236	AENJA_02429	MOUSE03079, MOUSE03080, MOUSE03082, MOUSE03081, MOUSE03083
OG0004237	AENJA_07147	MOUSE30122
OG0004239	AENJA_02668	MOUSE28573, MOUSE28574
OG0004240	AENJA_03070	MOUSE28038
OG0004241	AENJA_03118	MOUSE12604, MOUSE12603
OG0004242	AENJA_03219	MOUSE48579, MOUSE48578
OG0004243	AENJA_03297	MOUSE05781, MOUSE05780
OG0004244	AENJA_03379	MOUSE40608, MOUSE40606, MOUSE40607
OG0004245	AENJA_03416	MOUSE46663, MOUSE01753
OG0004246	AENJA_08975, AENJA_03476	MOUSE05244, MOUSE05247, MOUSE05246, MOUSE05245, MOUSE05248, MOUSE05250, MOUSE05243, MOUSE05249
OG0004247	AENJA_03521, AENJA_03518	MOUSE50555, MOUSE50557, MOUSE50558, MOUSE50559, MOUSE50556
OG0004248	AENJA_03763	MOUSE28543, MOUSE28542
OG0004249	AENJA_03888	MOUSE36762, MOUSE36761
OG0004251	AENJA_20691	MOUSE37097, MOUSE37098, MOUSE37099, MOUSE37096
OG0004252	AENJA_04057	MOUSE32135, MOUSE32137, MOUSE32136
OG0004253	AENJA_04321	MOUSE46486, MOUSE38017
OG0004254	AENJA_04427, AENJA_09254	MOUSE47893, MOUSE47895, MOUSE47891
OG0004255	AENJA_21176, AENJA_04555	MOUSE52729, MOUSE52728
OG0004257	AENJA_04594	MOUSE15260, MOUSE15269, MOUSE15262, MOUSE15267, MOUSE15270, MOUSE15271, MOUSE15258, MOUSE15256
OG0004259	AENJA_05091	MOUSE51558, MOUSE51557, MOUSE51556
OG0004260	AENJA_05573	MOUSE27705
OG0004261	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609	MOUSE18953
OG0004262	AENJA_05767	MOUSE07848, MOUSE07849, MOUSE07847, MOUSE07846, MOUSE07845, MOUSE07850, MOUSE07851
OG0004263	AENJA_05819	MOUSE23322, MOUSE23323
OG0004264	AENJA_05851	MOUSE21145, MOUSE21144, MOUSE47780, MOUSE47777, MOUSE47776, MOUSE47778
OG0004265	AENJA_06209	MOUSE31256, MOUSE31255, MOUSE31257, MOUSE31254
OG0004267	AENJA_06337	MOUSE41756, MOUSE41753, MOUSE41755, MOUSE41757, MOUSE41754, MOUSE47148, MOUSE47147
OG0004268	AENJA_06438	MOUSE43767
OG0004269	AENJA_06472	MOUSE21279
OG0004270	AENJA_06731	MOUSE30646, MOUSE30645, MOUSE30642, MOUSE30643
OG0004271	AENJA_06979	MOUSE07012, MOUSE07011, MOUSE07006, MOUSE07010, MOUSE07007
OG0004272	AENJA_06984	MOUSE10182, MOUSE10181
OG0004273	AENJA_07053	MOUSE03740, MOUSE03739
OG0004274	AENJA_07138	MOUSE49164, MOUSE49162, MOUSE49165, MOUSE49163
OG0004275	AENJA_07307	MOUSE14507, MOUSE14506, MOUSE40862
OG0004276	AENJA_07382	MOUSE13591, MOUSE13590, MOUSE13592
OG0004278	AENJA_07644, AENJA_08435	MOUSE32307, MOUSE32308
OG0004279	AENJA_17815	MOUSE32542, MOUSE32541, MOUSE32540
OG0004281	AENJA_20214	MOUSE15895
OG0004281	AENJA_13461	MOUSE15894
OG0004282	AENJA_07918	MOUSE34385, MOUSE18208, MOUSE34384, MOUSE19008
OG0004283	AENJA_07931	MOUSE36391, MOUSE36394
OG0004283	AENJA_19675	MOUSE36392, MOUSE36393, MOUSE36395
OG0004284	AENJA_07958	MOUSE36220, MOUSE36221, MOUSE36222, MOUSE36219
OG0004285	AENJA_08157	MOUSE09549, MOUSE09548
OG0004286	AENJA_08421	MOUSE38183
OG0004287	AENJA_10695	MOUSE07181
OG0004287	AENJA_08479	MOUSE07182
OG0004288	AENJA_08494, AENJA_09224	MOUSE13242, MOUSE13240, MOUSE13241
OG0004289	AENJA_08571	MOUSE11686
OG0004290	AENJA_08634	MOUSE49088, MOUSE49087, MOUSE49091, MOUSE50496
OG0004291	AENJA_08666	MOUSE49955
OG0004292	AENJA_08709, AENJA_21597	MOUSE22126
OG0004294	AENJA_08948	MOUSE45827, MOUSE45825, MOUSE45826, MOUSE23646
OG0004295	AENJA_08995	MOUSE01535
OG0004296	AENJA_22026, AENJA_09137	MOUSE36887, MOUSE36888, MOUSE36886
OG0004297	AENJA_09281	MOUSE17548, MOUSE17547
OG0004298	AENJA_09310	MOUSE45340, MOUSE45341, MOUSE45346, MOUSE45345, MOUSE45344, MOUSE45343, MOUSE02024, MOUSE02023, MOUSE45342
OG0004300	AENJA_09414	MOUSE09385, MOUSE09382, MOUSE09383, MOUSE09381, MOUSE09384
OG0004301	AENJA_09948, AENJA_09950, AENJA_11810	MOUSE20508, MOUSE20509
OG0004302	AENJA_11814	MOUSE10622
OG0004303	AENJA_10102	MOUSE22704, MOUSE22703
OG0004304	AENJA_10126	MOUSE37269, MOUSE37270, MOUSE37272, MOUSE37273, MOUSE37268, MOUSE37271
OG0004305	AENJA_10671	MOUSE01348, MOUSE01351, MOUSE01349, MOUSE01350
OG0004306	AENJA_10728	MOUSE09333, MOUSE09332, MOUSE09330
OG0004307	AENJA_10811	MOUSE06376
OG0004308	AENJA_10896	MOUSE54690
OG0004310	AENJA_11180, AENJA_23448	MOUSE48396, MOUSE48397
OG0004311	AENJA_14028, AENJA_11212	MOUSE48412, MOUSE48411, MOUSE44890, MOUSE44889, MOUSE44891
OG0004312	AENJA_11219	MOUSE24379
OG0004314	AENJA_11558	MOUSE24075, MOUSE24076, MOUSE25664, MOUSE25666, MOUSE25669, MOUSE25668, MOUSE25667, MOUSE25665
OG0004315	AENJA_11716	MOUSE46706, MOUSE46707, MOUSE46703, MOUSE46704, MOUSE46705
OG0004316	AENJA_11759	MOUSE29532, MOUSE38350, MOUSE29529
OG0004317	AENJA_11806	MOUSE37915, MOUSE37917, MOUSE37918
OG0004318	AENJA_11868	MOUSE06386, MOUSE06388, MOUSE06387
OG0004319	AENJA_12058	MOUSE45846, MOUSE39474
OG0004321	AENJA_12158	MOUSE01005, MOUSE01006, MOUSE01004, MOUSE01007
OG0004322	AENJA_12403	MOUSE09310, MOUSE09311, MOUSE09309, MOUSE09312
OG0004323	AENJA_16766, AENJA_12482	MOUSE00464
OG0004324	AENJA_12557	MOUSE30540, MOUSE29117, MOUSE30541
OG0004326	AENJA_12664	MOUSE39580, MOUSE39581
OG0004327	AENJA_12793, AENJA_24731	MOUSE45352, MOUSE45353, MOUSE45351, MOUSE45350
OG0004328	AENJA_12798	MOUSE28525, MOUSE28526
OG0004330	AENJA_13252	MOUSE11737, MOUSE11736, MOUSE11739
OG0004331	AENJA_13331	MOUSE07090, MOUSE07087, MOUSE07083, MOUSE07084
OG0004332	AENJA_13463	MOUSE51031
OG0004333	AENJA_13634	MOUSE13723, MOUSE13724, MOUSE13722, MOUSE13721
OG0004334	AENJA_13654	MOUSE33472
OG0004334	AENJA_26354	MOUSE33467, MOUSE33466
OG0004335	AENJA_13686	MOUSE48742
OG0004336	AENJA_13746	MOUSE49294, MOUSE49293, MOUSE32073, MOUSE28234, MOUSE28233
OG0004337	AENJA_13913	MOUSE30946, MOUSE30945
OG0004338	AENJA_14330	MOUSE45178
OG0004341	AENJA_15048	MOUSE05911, MOUSE05910, MOUSE05912
OG0004342	AENJA_15096	MOUSE29662, MOUSE29663, MOUSE29661
OG0004343	AENJA_15517	MOUSE46770, MOUSE46768, MOUSE46769, MOUSE46771
OG0004344	AENJA_15963	MOUSE55065, MOUSE30119, MOUSE55066, MOUSE55068, MOUSE55063
OG0004345	AENJA_16155	MOUSE25404
OG0004346	AENJA_16250, AENJA_16249	MOUSE31797, MOUSE31795
OG0004347	AENJA_16598	MOUSE38022, MOUSE38020
OG0004348	AENJA_16800	MOUSE53695, MOUSE53694, MOUSE53693
OG0004349	AENJA_16835	MOUSE07130
OG0004350	AENJA_16841	MOUSE02258, MOUSE02259, MOUSE02261, MOUSE02262, MOUSE02260, MOUSE02263, MOUSE02255, MOUSE02256, MOUSE18112
OG0004351	AENJA_16867	MOUSE41483, MOUSE41484, MOUSE41482
OG0004352	AENJA_16982	MOUSE22864, MOUSE22867, MOUSE41445, MOUSE41441, MOUSE41442, MOUSE41443, MOUSE41444
OG0004353	AENJA_17017	MOUSE41472, MOUSE41471
OG0004354	AENJA_17022	MOUSE02755, MOUSE02756
OG0004355	AENJA_17231	MOUSE02267
OG0004356	AENJA_17320	MOUSE15442
OG0004357	AENJA_17547	MOUSE08806, MOUSE21854, MOUSE21856, MOUSE21855
OG0004358	AENJA_18672, AENJA_18047	MOUSE40773, MOUSE40771, MOUSE40770
OG0004359	AENJA_18134	MOUSE55133, MOUSE55132
OG0004360	AENJA_18596	MOUSE03721, MOUSE03720, MOUSE03719
OG0004362	AENJA_19062	MOUSE05512, MOUSE05511, MOUSE10972, MOUSE10971
OG0004364	AENJA_19146	MOUSE35772
OG0004365	AENJA_19212	MOUSE51413, MOUSE51418, MOUSE51417, MOUSE51416, MOUSE51415, MOUSE51414, MOUSE51412
OG0004366	AENJA_19317	MOUSE49590, MOUSE49591, MOUSE49589
OG0004367	AENJA_19374	MOUSE18216
OG0004368	AENJA_19702	MOUSE24232, MOUSE17646, MOUSE17643
OG0004369	AENJA_19753	MOUSE25297, MOUSE25296
OG0004370	AENJA_24515	MOUSE38443, MOUSE38444, MOUSE38442
OG0004370	AENJA_19903	MOUSE38441, MOUSE38440
OG0004371	AENJA_19958	MOUSE34037, MOUSE35747, MOUSE35748, MOUSE35745
OG0004372	AENJA_23131, AENJA_23132	MOUSE33702, MOUSE33701
OG0004373	AENJA_20328	MOUSE33704, MOUSE33706, MOUSE33703, MOUSE33708, MOUSE33707
OG0004374	AENJA_20422	MOUSE05859
OG0004375	AENJA_20974	MOUSE27748, MOUSE27752, MOUSE27751, MOUSE27749
OG0004376	AENJA_21249	MOUSE38008, MOUSE02770, MOUSE02768
OG0004377	AENJA_21485	MOUSE32267, MOUSE32266, MOUSE32265
OG0004378	AENJA_21608	MOUSE04545, MOUSE04543, MOUSE04542, MOUSE04544, MOUSE04546, MOUSE04547, MOUSE04549, MOUSE04550
OG0004379	AENJA_21681	MOUSE44206, MOUSE44207, MOUSE41930
OG0004380	AENJA_21685	MOUSE23529, MOUSE23527, MOUSE23526, MOUSE41927
OG0004381	AENJA_21950	MOUSE30487, MOUSE30486
OG0004382	AENJA_22037	MOUSE10343, MOUSE10344, MOUSE10341, MOUSE10346, MOUSE10345, MOUSE10342, MOUSE10347
OG0004383	AENJA_22354	MOUSE07185, MOUSE07183, MOUSE07184
OG0004384	AENJA_22523	MOUSE49921, MOUSE49917, MOUSE49919, MOUSE49918, MOUSE49920
OG0004385	AENJA_22615	MOUSE25523, MOUSE25525, MOUSE25527, MOUSE25524, MOUSE25526
OG0004389	AENJA_23497	MOUSE33592, MOUSE33594, MOUSE33593
OG0004390	AENJA_23655	MOUSE23819, MOUSE23821, MOUSE23820
OG0004391	AENJA_23704	MOUSE30036, MOUSE30035, MOUSE03552, MOUSE03553
OG0004392	AENJA_23712	MOUSE00907, MOUSE00906
OG0004393	AENJA_23907	MOUSE21203
OG0004395	AENJA_24372	MOUSE02299, MOUSE02301
OG0004396	AENJA_24530	MOUSE34518, MOUSE34517, MOUSE34514, MOUSE34513, MOUSE34519, MOUSE34516, MOUSE34515
OG0004397	AENJA_25166	MOUSE43697, MOUSE19003, MOUSE19004
OG0004398	AENJA_25317	MOUSE00015, MOUSE00014
OG0004399	AENJA_25524	MOUSE40991, MOUSE14401
OG0004400	AENJA_25584	MOUSE18981, MOUSE18980
OG0004401	AENJA_25597	MOUSE07626, MOUSE53866
OG0004402	AENJA_25980	MOUSE36321, MOUSE36320
OG0004403	AENJA_26375	MOUSE44867, MOUSE44868, MOUSE44866
OG0004405	AENJA_26485	MOUSE54239
OG0004406	AENJA_26544	MOUSE20105, MOUSE07110, MOUSE07109
OG0004407	AENJA_26601	MOUSE07696, MOUSE07698, MOUSE07695, MOUSE07703, MOUSE07700, MOUSE07699, MOUSE07697
