Orthogroup	AENJA_ok	LYTVA_ok
OG0004308	AENJA_10896	LYTVA_27577, LYTVA_15253
OG0004309	AENJA_10914	LYTVA_20861
OG0004310	AENJA_11180, AENJA_23448	LYTVA_21824
OG0004311	AENJA_14028	LYTVA_29214, LYTVA_29213
OG0004312	AENJA_11219	LYTVA_13567, LYTVA_05872
OG0004313	AENJA_11398, AENJA_11396, AENJA_11397	LYTVA_04902
OG0004314	AENJA_11558	LYTVA_09224
OG0004315	AENJA_11716	LYTVA_14423
OG0004316	AENJA_11759	LYTVA_04481
OG0004317	AENJA_11806	LYTVA_23919
OG0004318	AENJA_11868	LYTVA_13097
OG0004319	AENJA_12058	LYTVA_09566
OG0004320	AENJA_12116	LYTVA_02018
OG0004321	AENJA_12158	LYTVA_13173
OG0004322	AENJA_12404, AENJA_12403	LYTVA_23319
OG0004324	AENJA_12557	LYTVA_01961
OG0004325	AENJA_12596	LYTVA_15912
OG0004327	AENJA_12793	LYTVA_13718
OG0004328	AENJA_12798	LYTVA_05322
OG0004329	AENJA_13104, AENJA_13109	LYTVA_10469
OG0004331	AENJA_13331	LYTVA_21103
OG0004332	AENJA_13463	LYTVA_13221
OG0004333	AENJA_13634	LYTVA_21119
OG0004334	AENJA_13654	LYTVA_23900
OG0004336	AENJA_13746	LYTVA_10552
OG0004338	AENJA_14330	LYTVA_14064
OG0004339	AENJA_14443	LYTVA_20730
OG0004341	AENJA_15047	LYTVA_13644
OG0004341	AENJA_15048	LYTVA_09511
OG0004342	AENJA_15096	LYTVA_03045, LYTVA_22651
OG0004343	AENJA_15517	LYTVA_10492
OG0004345	AENJA_16155	LYTVA_15243
OG0004346	AENJA_16250, AENJA_16249	LYTVA_24745, LYTVA_19377, LYTVA_10129
OG0004348	AENJA_16800	LYTVA_06128
OG0004349	AENJA_16835	LYTVA_06151
OG0004350	AENJA_16841	LYTVA_13333
OG0004353	AENJA_17017	LYTVA_00606, LYTVA_13736
OG0004354	AENJA_17022	LYTVA_02005
OG0004355	AENJA_17231	LYTVA_19137
OG0004356	AENJA_17320	LYTVA_23236
OG0004357	AENJA_17547	LYTVA_09241
OG0004358	AENJA_18672, AENJA_18047	LYTVA_17523
OG0004359	AENJA_18134	LYTVA_02266
OG0004360	AENJA_18596	LYTVA_09179, LYTVA_28719
OG0004361	AENJA_18689	LYTVA_20394
OG0004362	AENJA_19062	LYTVA_21740
OG0004363	AENJA_19075	LYTVA_24551
OG0004364	AENJA_19146	LYTVA_02485
OG0004365	AENJA_19212	LYTVA_05834
OG0004366	AENJA_19317	LYTVA_06643, LYTVA_27515
OG0004367	AENJA_19374	LYTVA_09396
OG0004368	AENJA_19702	LYTVA_06379
OG0004369	AENJA_19753	LYTVA_09883
OG0004370	AENJA_19903	LYTVA_30229
OG0004372	AENJA_23131, AENJA_23132	LYTVA_04302
OG0004373	AENJA_20328	LYTVA_12488
OG0004374	AENJA_20422	LYTVA_22107
OG0004375	AENJA_20974	LYTVA_14843
OG0004377	AENJA_21485	LYTVA_23335
OG0004378	AENJA_21608	LYTVA_15604
OG0004379	AENJA_21681	LYTVA_28643
OG0004381	AENJA_21950	LYTVA_18126
OG0004382	AENJA_22037	LYTVA_18561
OG0004383	AENJA_22354	LYTVA_01592
OG0004384	AENJA_22523	LYTVA_01455
OG0004385	AENJA_22615	LYTVA_17871
OG0004386	AENJA_22871	LYTVA_16054
OG0004387	AENJA_23176	LYTVA_14364
OG0004389	AENJA_23497	LYTVA_29149
OG0004390	AENJA_23655	LYTVA_24758
OG0004391	AENJA_23704	LYTVA_09306, LYTVA_24715
OG0004393	AENJA_23907	LYTVA_06799
OG0004395	AENJA_24372	LYTVA_18598, LYTVA_13240
OG0004396	AENJA_24530	LYTVA_05452
OG0004397	AENJA_25166	LYTVA_23126
OG0004398	AENJA_25317	LYTVA_05438
OG0004399	AENJA_25524	LYTVA_18756
OG0004400	AENJA_25584	LYTVA_11350
OG0004401	AENJA_25597	LYTVA_06522
OG0004402	AENJA_25980	LYTVA_17681, LYTVA_05123
OG0004404	AENJA_26407	LYTVA_29981
OG0004405	AENJA_26485	LYTVA_16143
OG0004407	AENJA_26601	LYTVA_09960
OG0004457	AENJA_00005	LYTVA_01205
OG0004458	AENJA_07436, AENJA_01179, AENJA_00059	LYTVA_04991
OG0004459	AENJA_00105	LYTVA_10441, LYTVA_04612
OG0004460	AENJA_10602, AENJA_00174	LYTVA_05295, LYTVA_29632
OG0004461	AENJA_00187	LYTVA_30117
OG0004462	AENJA_00195	LYTVA_20076
OG0004463	AENJA_00263	LYTVA_14183
OG0004465	AENJA_00361	LYTVA_25687, LYTVA_12969
OG0004467	AENJA_00451	LYTVA_29939
OG0004468	AENJA_00461	LYTVA_02592, LYTVA_18913
OG0004471	AENJA_00776	LYTVA_02607
OG0004472	AENJA_00868	LYTVA_08562
OG0004473	AENJA_00870	LYTVA_23607
OG0004474	AENJA_00922	LYTVA_28353
OG0004476	AENJA_01930	LYTVA_16113
OG0004477	AENJA_01958	LYTVA_00888
OG0004478	AENJA_02085	LYTVA_08799
OG0004479	AENJA_02206	LYTVA_00476, LYTVA_04117, LYTVA_07724
OG0004480	AENJA_02219	LYTVA_24895
OG0004482	AENJA_02336	LYTVA_11188
OG0004483	AENJA_02340	LYTVA_03457
OG0004484	AENJA_02375	LYTVA_00935
OG0004485	AENJA_23178	LYTVA_17989, LYTVA_18629
OG0004486	AENJA_02721	LYTVA_17364
OG0004487	AENJA_02764	LYTVA_15851
OG0004490	AENJA_03148	LYTVA_28558
OG0004491	AENJA_03169, AENJA_03168	LYTVA_04310, LYTVA_24604
OG0004493	AENJA_03367	LYTVA_27458
OG0004494	AENJA_03427	LYTVA_00181
OG0004495	AENJA_03794	LYTVA_01540
OG0004496	AENJA_03798	LYTVA_14373
OG0004497	AENJA_03976	LYTVA_18009, LYTVA_03405
OG0004498	AENJA_04040	LYTVA_12145, LYTVA_00159, LYTVA_28363
OG0004499	AENJA_04167	LYTVA_06920, LYTVA_10034
OG0004500	AENJA_04178	LYTVA_20358
OG0004503	AENJA_04529, AENJA_23467	LYTVA_09532, LYTVA_13945
OG0004505	AENJA_22550	LYTVA_20170
OG0004506	AENJA_04842	LYTVA_19692
OG0004507	AENJA_04865	LYTVA_06354, LYTVA_26743
OG0004508	AENJA_05015	LYTVA_25380
OG0004509	AENJA_05239	LYTVA_02030, LYTVA_02021, LYTVA_16763
OG0004510	AENJA_05329	LYTVA_04427
OG0004512	AENJA_05863	LYTVA_20700
OG0004513	AENJA_06212	LYTVA_19138
OG0004514	AENJA_06216	LYTVA_16044
OG0004515	AENJA_06345	LYTVA_17033
OG0004516	AENJA_06493	LYTVA_27324, LYTVA_16585
OG0004518	AENJA_06827	LYTVA_14613, LYTVA_02025
OG0004519	AENJA_06969	LYTVA_25742
OG0004520	AENJA_07201	LYTVA_16032
OG0004521	AENJA_07309	LYTVA_01392, LYTVA_02169, LYTVA_22259, LYTVA_00066
OG0004522	AENJA_07491	LYTVA_23507
OG0004523	AENJA_07641	LYTVA_02111
OG0004524	AENJA_07752	LYTVA_04551
OG0004525	AENJA_07831	LYTVA_04264, LYTVA_18553
OG0004527	AENJA_07903	LYTVA_09964
OG0004528	AENJA_07904, AENJA_10818	LYTVA_28246
OG0004529	AENJA_07944	LYTVA_01959
OG0004530	AENJA_07969	LYTVA_11116, LYTVA_17848
OG0004531	AENJA_08201	LYTVA_04794
OG0004532	AENJA_08236	LYTVA_16802
OG0004533	AENJA_08347	LYTVA_29598
OG0004534	AENJA_08393	LYTVA_21294
OG0004535	AENJA_08570	LYTVA_01326
OG0004537	AENJA_08657	LYTVA_02634
OG0004538	AENJA_08665	LYTVA_26379
OG0004539	AENJA_08729	LYTVA_28625
OG0004540	AENJA_08799	LYTVA_07396
OG0004541	AENJA_08939	LYTVA_00634, LYTVA_17093, LYTVA_28009, LYTVA_08647, LYTVA_17092
OG0004542	AENJA_09105	LYTVA_17843
OG0004543	AENJA_09121	LYTVA_02542, LYTVA_13630
OG0004543	AENJA_09120	LYTVA_13629, LYTVA_27820
OG0004544	AENJA_09219	LYTVA_24449
OG0004545	AENJA_09222, AENJA_25205, AENJA_22344	LYTVA_25949, LYTVA_02321
OG0004547	AENJA_17725	LYTVA_11437, LYTVA_22912
OG0004548	AENJA_09557	LYTVA_04949, LYTVA_13430
OG0004549	AENJA_10884	LYTVA_16594
OG0004550	AENJA_10990	LYTVA_18000
OG0004551	AENJA_14630	LYTVA_08055
OG0004552	AENJA_11123	LYTVA_27213
OG0004554	AENJA_11434	LYTVA_17490
OG0004555	AENJA_11497	LYTVA_03872
OG0004556	AENJA_11553	LYTVA_12685
OG0004557	AENJA_11598	LYTVA_02192
OG0004558	AENJA_11692	LYTVA_11113
OG0004560	AENJA_11928	LYTVA_05880
OG0004561	AENJA_12022	LYTVA_17889
OG0004562	AENJA_12172	LYTVA_13714, LYTVA_01259
OG0004563	AENJA_12215	LYTVA_23594, LYTVA_13340
OG0004564	AENJA_12530	LYTVA_29664
OG0004565	AENJA_12612	LYTVA_02489
OG0004566	AENJA_12676	LYTVA_11051
OG0004567	AENJA_12797	LYTVA_18454, LYTVA_08904
OG0004568	AENJA_12890	LYTVA_04763
OG0004569	AENJA_12953	LYTVA_09982
OG0004570	AENJA_13253	LYTVA_13935
OG0004571	AENJA_13264	LYTVA_14576
OG0004572	AENJA_13346, AENJA_19525	LYTVA_23087
OG0004573	AENJA_13416	LYTVA_17192
OG0004574	AENJA_13790	LYTVA_20772
OG0004575	AENJA_20717, AENJA_13882, AENJA_18997	LYTVA_17003, LYTVA_22755, LYTVA_03763, LYTVA_00661, LYTVA_03844, LYTVA_24936, LYTVA_05777
OG0004576	AENJA_13910	LYTVA_19417
OG0004577	AENJA_13927	LYTVA_11608
OG0004579	AENJA_14039	LYTVA_18859
OG0004580	AENJA_14065, AENJA_17936	LYTVA_15191
OG0004581	AENJA_14240	LYTVA_28885
OG0004582	AENJA_14257	LYTVA_19263
OG0004583	AENJA_14685	LYTVA_15816
OG0004584	AENJA_14870	LYTVA_28504
OG0004585	AENJA_14884	LYTVA_04116
OG0004589	AENJA_15580	LYTVA_09509
OG0004590	AENJA_15587	LYTVA_05932
OG0004591	AENJA_15650	LYTVA_29829
OG0004592	AENJA_16014	LYTVA_02889
OG0004593	AENJA_16066	LYTVA_10440
OG0004594	AENJA_16146	LYTVA_06664
OG0004596	AENJA_26048	LYTVA_23208
OG0004597	AENJA_16315	LYTVA_05808
OG0004598	AENJA_16377	LYTVA_04923
OG0004599	AENJA_16431	LYTVA_22073
OG0004600	AENJA_16453	LYTVA_05795
OG0004601	AENJA_16456	LYTVA_30200
OG0004602	AENJA_16684	LYTVA_07552, LYTVA_23290
OG0004603	AENJA_16691	LYTVA_15394
OG0004604	AENJA_16761, AENJA_16759, AENJA_16758	LYTVA_28261, LYTVA_19721
OG0004604	AENJA_16760	LYTVA_13927, LYTVA_11979, LYTVA_11980
OG0004605	AENJA_16792	LYTVA_22511
OG0004607	AENJA_17110	LYTVA_06730
OG0004608	AENJA_17422	LYTVA_13193, LYTVA_15038
OG0004609	AENJA_17443	LYTVA_25027
OG0004610	AENJA_17485	LYTVA_15593
OG0004611	AENJA_17567	LYTVA_03557
OG0004612	AENJA_17697	LYTVA_14652
OG0004613	AENJA_17756	LYTVA_16660
OG0004614	AENJA_17767	LYTVA_20720, LYTVA_20719
OG0004615	AENJA_17805	LYTVA_21893
OG0004616	AENJA_17897	LYTVA_00918
OG0004617	AENJA_17898	LYTVA_25577
OG0004619	AENJA_18030	LYTVA_04247
OG0004621	AENJA_18130	LYTVA_28481
OG0004622	AENJA_18238	LYTVA_09479
OG0004623	AENJA_18259	LYTVA_10953
OG0004625	AENJA_18748	LYTVA_23609
OG0004626	AENJA_18829	LYTVA_13913
OG0004627	AENJA_19058	LYTVA_28887
OG0004628	AENJA_19220	LYTVA_10287
OG0004629	AENJA_19229	LYTVA_12574
OG0004630	AENJA_19296	LYTVA_20130
OG0004631	AENJA_19307	LYTVA_01130
OG0004632	AENJA_19345	LYTVA_23166
OG0004633	AENJA_19396	LYTVA_19530
OG0004634	AENJA_19399	LYTVA_18328, LYTVA_15495
OG0004635	AENJA_19421	LYTVA_00293, LYTVA_15165
OG0004636	AENJA_19426, AENJA_24337, AENJA_24339	LYTVA_18387, LYTVA_13296, LYTVA_13294, LYTVA_20205, LYTVA_04188, LYTVA_04189, LYTVA_04187, LYTVA_27064, LYTVA_16714, LYTVA_00444, LYTVA_23569, LYTVA_09542
OG0004637	AENJA_19514	LYTVA_29249
OG0004638	AENJA_19695	LYTVA_13228, LYTVA_06142
OG0004639	AENJA_19701	LYTVA_06644, LYTVA_25887
OG0004641	AENJA_20072	LYTVA_14378
OG0004642	AENJA_20253	LYTVA_01586
OG0004644	AENJA_20785	LYTVA_08153
OG0004646	AENJA_20935	LYTVA_07777
OG0004647	AENJA_21162	LYTVA_07140
OG0004648	AENJA_21464	LYTVA_03524
OG0004649	AENJA_21530	LYTVA_10236
OG0004651	AENJA_21665	LYTVA_06969, LYTVA_00062
OG0004652	AENJA_21741	LYTVA_27671
OG0004654	AENJA_21881	LYTVA_21675
OG0004655	AENJA_21945	LYTVA_08466
OG0004656	AENJA_22399	LYTVA_18760
OG0004657	AENJA_22627	LYTVA_18672
OG0004658	AENJA_22666	LYTVA_20135
OG0004659	AENJA_22731	LYTVA_02279
OG0004660	AENJA_22903	LYTVA_12983
OG0004661	AENJA_23009	LYTVA_02678
OG0004662	AENJA_23022	LYTVA_29731, LYTVA_02690
OG0004663	AENJA_23128	LYTVA_05938
OG0004664	AENJA_23247	LYTVA_20638
OG0004665	AENJA_23350	LYTVA_29776
OG0004666	AENJA_23667	LYTVA_05075
OG0004667	AENJA_23857	LYTVA_25621
OG0004668	AENJA_23876	LYTVA_13399
OG0004671	AENJA_24032	LYTVA_21221
OG0004672	AENJA_24195	LYTVA_09235
OG0004673	AENJA_24385	LYTVA_13727
OG0004674	AENJA_24465	LYTVA_04839, LYTVA_28228
OG0004675	AENJA_24642	LYTVA_29989, LYTVA_25113
OG0004676	AENJA_24878	LYTVA_25246
OG0004677	AENJA_24896	LYTVA_30124
OG0004678	AENJA_25081	LYTVA_19924
OG0004679	AENJA_25314	LYTVA_16027, LYTVA_27884
OG0004680	AENJA_25330	LYTVA_05693
OG0004681	AENJA_25549	LYTVA_09470, LYTVA_19889, LYTVA_19888
OG0004682	AENJA_25603	LYTVA_24734
OG0004683	AENJA_25906	LYTVA_20336
OG0004684	AENJA_25907	LYTVA_23257
OG0004685	AENJA_26252	LYTVA_06896
OG0004686	AENJA_26610	LYTVA_01778
OG0004687	AENJA_26633	LYTVA_17898
OG0004688	AENJA_26638	LYTVA_12281
OG0004689	AENJA_26700	LYTVA_24022, LYTVA_15222
OG0004690	AENJA_26765	LYTVA_02921
OG0004692	AENJA_26783	LYTVA_28535
OG0004728	AENJA_00010	LYTVA_11232, LYTVA_03716
OG0004729	AENJA_00229	LYTVA_05436
OG0004730	AENJA_00270	LYTVA_14092
OG0004731	AENJA_00435	LYTVA_08845, LYTVA_24480
OG0004732	AENJA_00454	LYTVA_12636
OG0004733	AENJA_00482	LYTVA_08122
OG0004736	AENJA_00579	LYTVA_28641, LYTVA_25936
OG0004738	AENJA_00974	LYTVA_08474
OG0004739	AENJA_00833	LYTVA_00536, LYTVA_25049
OG0004740	AENJA_00889	LYTVA_03548
OG0004743	AENJA_00975	LYTVA_29733
OG0004744	AENJA_01048	LYTVA_21730
OG0004747	AENJA_02204	LYTVA_23129
OG0004748	AENJA_25929, AENJA_25930, AENJA_02212	LYTVA_15315
OG0004749	AENJA_02213	LYTVA_25597
OG0004751	AENJA_03078, AENJA_02331	LYTVA_12049
OG0004752	AENJA_02350	LYTVA_02105
OG0004753	AENJA_02412	LYTVA_19840
OG0004754	AENJA_02418	LYTVA_17996
OG0004755	AENJA_02461	LYTVA_25664
OG0004756	AENJA_02560	LYTVA_19213
OG0004757	AENJA_02653	LYTVA_01188
OG0004758	AENJA_02719	LYTVA_27035
OG0004759	AENJA_02782	LYTVA_27240
OG0004760	AENJA_02947	LYTVA_10449
OG0004761	AENJA_03060	LYTVA_07368
OG0004762	AENJA_15891	LYTVA_19466
OG0004762	AENJA_03398	LYTVA_05439
OG0004763	AENJA_03524	LYTVA_05745
OG0004764	AENJA_03553	LYTVA_01192, LYTVA_02309
OG0004765	AENJA_03642	LYTVA_14721
OG0004766	AENJA_03824	LYTVA_11836
OG0004767	AENJA_03880	LYTVA_09965
OG0004768	AENJA_03887	LYTVA_09373
OG0004769	AENJA_04019	LYTVA_25262
OG0004770	AENJA_04020	LYTVA_07797
OG0004771	AENJA_04031	LYTVA_20395
OG0004772	AENJA_04226	LYTVA_07934
OG0004774	AENJA_04499	LYTVA_09584, LYTVA_01531
OG0004775	AENJA_04683, AENJA_14667	LYTVA_06984, LYTVA_15631
OG0004776	AENJA_04694	LYTVA_13845
OG0004777	AENJA_04780	LYTVA_07631
OG0004778	AENJA_25387, AENJA_15331, AENJA_16962, AENJA_04906	LYTVA_19358, LYTVA_15347, LYTVA_21282, LYTVA_03249
OG0004781	AENJA_05336	LYTVA_04863
OG0004782	AENJA_05376	LYTVA_25314
OG0004783	AENJA_05756	LYTVA_09926, LYTVA_22075
OG0004784	AENJA_05766	LYTVA_22879, LYTVA_05845
OG0004785	AENJA_05817	LYTVA_15886, LYTVA_26181
OG0004787	AENJA_05829	LYTVA_29060
OG0004789	AENJA_06213	LYTVA_25879
OG0004790	AENJA_06220	LYTVA_30172
OG0004791	AENJA_06248	LYTVA_25093
OG0004792	AENJA_06378	LYTVA_29937
OG0004793	AENJA_06468	LYTVA_06904
OG0004794	AENJA_06550	LYTVA_22570
OG0004795	AENJA_06563	LYTVA_00644
OG0004796	AENJA_06612	LYTVA_28565, LYTVA_28567, LYTVA_28568
OG0004797	AENJA_06655	LYTVA_04693, LYTVA_15847
OG0004798	AENJA_06749	LYTVA_06923, LYTVA_00180
OG0004799	AENJA_06797	LYTVA_18181
OG0004800	AENJA_18628, AENJA_06886	LYTVA_08284
OG0004801	AENJA_07057, AENJA_07060	LYTVA_01588
OG0004802	AENJA_07061	LYTVA_17360
OG0004803	AENJA_07208	LYTVA_30221
OG0004804	AENJA_07395	LYTVA_18832
OG0004805	AENJA_07591	LYTVA_07641
OG0004806	AENJA_07769	LYTVA_00279
OG0004807	AENJA_14345, AENJA_07814	LYTVA_10333
OG0004808	AENJA_07815	LYTVA_29396
OG0004809	AENJA_07834	LYTVA_02808
OG0004810	AENJA_07988	LYTVA_17499
OG0004811	AENJA_07997	LYTVA_15091
OG0004812	AENJA_08047	LYTVA_09278
OG0004813	AENJA_08093	LYTVA_10962
OG0004814	AENJA_08117	LYTVA_12805
OG0004815	AENJA_08187	LYTVA_09769
OG0004816	AENJA_08251	LYTVA_26235
OG0004817	AENJA_08281	LYTVA_05490
OG0004818	AENJA_08517	LYTVA_07214
OG0004819	AENJA_08530	LYTVA_19480
OG0004820	AENJA_08918	LYTVA_28665
OG0004822	AENJA_09116	LYTVA_26300
OG0004823	AENJA_09117	LYTVA_10717
OG0004824	AENJA_09143	LYTVA_25783, LYTVA_24389
OG0004825	AENJA_09280	LYTVA_26468
OG0004826	AENJA_09359	LYTVA_05311
OG0004828	AENJA_09627	LYTVA_00844, LYTVA_03563
OG0004829	AENJA_09743	LYTVA_16397
OG0004831	AENJA_09893	LYTVA_11985
OG0004832	AENJA_09922	LYTVA_17819
OG0004833	AENJA_09996	LYTVA_24781
OG0004834	AENJA_10100	LYTVA_00863
OG0004838	AENJA_10479	LYTVA_13698
OG0004839	AENJA_10621	LYTVA_18652
OG0004840	AENJA_10771	LYTVA_08791, LYTVA_13386
OG0004841	AENJA_10828	LYTVA_07534
OG0004842	AENJA_10831	LYTVA_20536
OG0004844	AENJA_11067	LYTVA_20432
OG0004845	AENJA_11102	LYTVA_24918
OG0004846	AENJA_11191	LYTVA_08132
OG0004847	AENJA_11225	LYTVA_26897
OG0004848	AENJA_11309	LYTVA_14758
OG0004849	AENJA_11321	LYTVA_06399
OG0004850	AENJA_11412	LYTVA_00007
OG0004851	AENJA_11448	LYTVA_06855
OG0004852	AENJA_11559	LYTVA_12192
OG0004853	AENJA_11561	LYTVA_13585
OG0004855	AENJA_11702	LYTVA_15181
OG0004856	AENJA_11708	LYTVA_02436
OG0004857	AENJA_11918	LYTVA_12351
OG0004858	AENJA_12040	LYTVA_12887
OG0004860	AENJA_12135	LYTVA_12083
OG0004861	AENJA_12181	LYTVA_04536
OG0004862	AENJA_23842, AENJA_20260, AENJA_12269, AENJA_12268	LYTVA_20382
OG0004863	AENJA_12291	LYTVA_24197
OG0004864	AENJA_12322	LYTVA_18864
OG0004865	AENJA_12376	LYTVA_13322
OG0004866	AENJA_12555	LYTVA_29240
OG0004867	AENJA_12713	LYTVA_05544
OG0004868	AENJA_12819	LYTVA_09290
OG0004869	AENJA_12936	LYTVA_27758, LYTVA_11162
OG0004870	AENJA_12972	LYTVA_22280
OG0004871	AENJA_13199	LYTVA_19627
OG0004872	AENJA_13238	LYTVA_11223
OG0004874	AENJA_13351	LYTVA_25312
OG0004875	AENJA_13517	LYTVA_04305
OG0004877	AENJA_13821	LYTVA_01744
OG0004879	AENJA_13901	LYTVA_01845
OG0004880	AENJA_14006	LYTVA_30106
OG0004881	AENJA_14067	LYTVA_12397
OG0004882	AENJA_14071	LYTVA_17242
OG0004883	AENJA_14293	LYTVA_03485
OG0004884	AENJA_14362, AENJA_15468	LYTVA_05315
OG0004886	AENJA_14557	LYTVA_28084, LYTVA_28081
OG0004887	AENJA_14679	LYTVA_16765, LYTVA_23110
OG0004888	AENJA_14916	LYTVA_06746
OG0004889	AENJA_15082	LYTVA_14001
OG0004890	AENJA_15359	LYTVA_23329
OG0004891	AENJA_15447	LYTVA_17574, LYTVA_21695
OG0004892	AENJA_15515	LYTVA_02152
OG0004893	AENJA_15519	LYTVA_22575
OG0004894	AENJA_15564	LYTVA_26151
OG0004896	AENJA_15696	LYTVA_14134
OG0004897	AENJA_15708	LYTVA_04150
OG0004898	AENJA_15713	LYTVA_27619
OG0004900	AENJA_15868	LYTVA_26142
OG0004901	AENJA_16306	LYTVA_26297
OG0004903	AENJA_16438	LYTVA_08798
OG0004904	AENJA_16465	LYTVA_28186
OG0004905	AENJA_16494	LYTVA_09106
OG0004906	AENJA_16690, AENJA_26441	LYTVA_15393
OG0004907	AENJA_16734	LYTVA_12073
OG0004908	AENJA_16862	LYTVA_13379
OG0004909	AENJA_16925	LYTVA_13976
OG0004910	AENJA_16926	LYTVA_29509
OG0004911	AENJA_16946	LYTVA_04944
OG0004913	AENJA_17248	LYTVA_03275, LYTVA_09461
OG0004914	AENJA_17388	LYTVA_24514
OG0004915	AENJA_17467	LYTVA_05141
OG0004916	AENJA_17520	LYTVA_12500
OG0004917	AENJA_17545	LYTVA_27783, LYTVA_27787
OG0004919	AENJA_17808	LYTVA_08266
OG0004920	AENJA_17812	LYTVA_09692, LYTVA_26713
OG0004921	AENJA_17996	LYTVA_11783
OG0004922	AENJA_18037	LYTVA_07877
OG0004923	AENJA_26541, AENJA_18139	LYTVA_15555
OG0004924	AENJA_18232	LYTVA_15379
OG0004925	AENJA_18478	LYTVA_04956, LYTVA_29600
OG0004926	AENJA_18485	LYTVA_14439, LYTVA_28278, LYTVA_18284
OG0004927	AENJA_18519	LYTVA_08841
OG0004928	AENJA_18869	LYTVA_07781
OG0004929	AENJA_18909	LYTVA_12226
OG0004930	AENJA_18934	LYTVA_24990
OG0004931	AENJA_19420	LYTVA_29447
OG0004932	AENJA_19433	LYTVA_07355
OG0004933	AENJA_19474	LYTVA_05202
OG0004934	AENJA_19615	LYTVA_27689
OG0004935	AENJA_19714	LYTVA_06910
OG0004936	AENJA_19999	LYTVA_09395
OG0004937	AENJA_20030, AENJA_25238	LYTVA_16606
OG0004938	AENJA_20207	LYTVA_27284
OG0004939	AENJA_20237	LYTVA_25280
OG0004940	AENJA_20384	LYTVA_00861
OG0004941	AENJA_20437	LYTVA_17261
OG0004942	AENJA_20554	LYTVA_15535
OG0004943	AENJA_21353	LYTVA_21704
OG0004944	AENJA_21776	LYTVA_18311
OG0004945	AENJA_24471	LYTVA_16335
OG0004946	AENJA_22254	LYTVA_27839
OG0004947	AENJA_22271	LYTVA_10586
OG0004948	AENJA_22467	LYTVA_26298, LYTVA_18476
OG0004949	AENJA_22471	LYTVA_17618, LYTVA_17623
OG0004950	AENJA_22659	LYTVA_20298, LYTVA_20713
OG0004951	AENJA_22900	LYTVA_25192
OG0004952	AENJA_23013	LYTVA_18703
OG0004953	AENJA_23228	LYTVA_23653, LYTVA_13408
OG0004954	AENJA_23328	LYTVA_13647
OG0004955	AENJA_23340	LYTVA_09606
OG0004956	AENJA_23341	LYTVA_28265
OG0004957	AENJA_23455	LYTVA_25743
OG0004958	AENJA_23474	LYTVA_04402
OG0004960	AENJA_23682	LYTVA_18431
OG0004961	AENJA_23701	LYTVA_24158
OG0004962	AENJA_23749	LYTVA_20013, LYTVA_11942
OG0004963	AENJA_23812	LYTVA_13526, LYTVA_11711
OG0004964	AENJA_24147	LYTVA_05433
OG0004965	AENJA_24203	LYTVA_16985
OG0004967	AENJA_24426	LYTVA_12368
OG0004969	AENJA_24520	LYTVA_28485
OG0004970	AENJA_24573	LYTVA_02200
OG0004971	AENJA_24578	LYTVA_21887, LYTVA_21886, LYTVA_01157
OG0004972	AENJA_24749	LYTVA_08815
OG0004973	AENJA_24853	LYTVA_24609
OG0004974	AENJA_24904	LYTVA_20396, LYTVA_00436
OG0004975	AENJA_25050	LYTVA_12144
OG0004976	AENJA_25080	LYTVA_09782
OG0004977	AENJA_25085	LYTVA_04246
OG0004979	AENJA_25410	LYTVA_02189
OG0004980	AENJA_25419	LYTVA_11342
OG0004981	AENJA_25504	LYTVA_04981, LYTVA_04980
OG0004982	AENJA_25668	LYTVA_04774, LYTVA_04776
OG0004983	AENJA_25750	LYTVA_16372
OG0004985	AENJA_26124	LYTVA_23048
OG0004986	AENJA_26159	LYTVA_16302
OG0004987	AENJA_26226	LYTVA_28680, LYTVA_01478
OG0004988	AENJA_26346	LYTVA_17216
OG0004989	AENJA_26564	LYTVA_04727, LYTVA_02393
OG0004990	AENJA_26628	LYTVA_12280
OG0004991	AENJA_26634	LYTVA_29890
OG0004992	AENJA_26724	LYTVA_25774, LYTVA_17651
OG0005037	AENJA_00011	LYTVA_18899
OG0005038	AENJA_00045	LYTVA_28907
OG0005040	AENJA_00082	LYTVA_23868
OG0005041	AENJA_00180	LYTVA_05418
OG0005044	AENJA_00304	LYTVA_16439
OG0005045	AENJA_00355	LYTVA_22880
OG0005046	AENJA_00376	LYTVA_23536
OG0005048	AENJA_00701	LYTVA_00067, LYTVA_16337
OG0005049	AENJA_00801	LYTVA_10509
OG0005050	AENJA_00873	LYTVA_10576
OG0005053	AENJA_01012	LYTVA_28457
OG0005054	AENJA_01014	LYTVA_26589, LYTVA_28599
OG0005055	AENJA_01142	LYTVA_27000
OG0005058	AENJA_01526	LYTVA_10510
OG0005059	AENJA_01536	LYTVA_15242
OG0005060	AENJA_12484	LYTVA_19392
OG0005060	AENJA_01648, AENJA_09889	LYTVA_11221
OG0005061	AENJA_01869	LYTVA_18064, LYTVA_05156
OG0005062	AENJA_01961	LYTVA_12363
OG0005063	AENJA_02075	LYTVA_25541
OG0005064	AENJA_02094, AENJA_02088	LYTVA_15780
OG0005066	AENJA_03450	LYTVA_04665
OG0005067	AENJA_02335	LYTVA_20703
OG0005068	AENJA_02372	LYTVA_00926
OG0005069	AENJA_02390	LYTVA_05605
OG0005070	AENJA_02421	LYTVA_13147
