Orthogroup	AENJA_ok	PFLAV
OG0002165	AENJA_16068	TCONS_00055391.p1, TCONS_00053255.p1, TCONS_00055389.p1, TCONS_00055388.p1, TCONS_00007406.p1
OG0002166	AENJA_16415	TCONS_00005655.p1, TCONS_00005656.p1
OG0002167	AENJA_16467, AENJA_16533	TCONS_00056140.p1
OG0002168	AENJA_16471	TCONS_00017536.p1
OG0002168	AENJA_23270	TCONS_00052942.p1
OG0002169	AENJA_17912	TCONS_00026602.p1
OG0002170	AENJA_18094	TCONS_00019118.p1
OG0002170	AENJA_23030	TCONS_00056271.p1
OG0002171	AENJA_18243	TCONS_00009303.p1
OG0002173	AENJA_18419	TCONS_00028847.p1
OG0002174	AENJA_19972	TCONS_00012285.p1
OG0002174	AENJA_18424	TCONS_00028328.p1
OG0002175	AENJA_18688	TCONS_00015704.p1
OG0002176	AENJA_18732, AENJA_18733	TCONS_00023093.p1
OG0002177	AENJA_18769	TCONS_00009605.p1
OG0002178	AENJA_19691	TCONS_00013019.p1
OG0002179	AENJA_19816	TCONS_00010125.p1
OG0002180	AENJA_23069	TCONS_00044952.p1
OG0002180	AENJA_20080	TCONS_00044953.p1
OG0002182	AENJA_21407	TCONS_00048307.p1
OG0002183	AENJA_21853	TCONS_00036511.p1
OG0002184	AENJA_22069	TCONS_00052864.p1
OG0002185	AENJA_22305	TCONS_00008754.p1
OG0002187	AENJA_22617	TCONS_00014770.p1
OG0002188	AENJA_22979	TCONS_00035733.p1
OG0002189	AENJA_23289	TCONS_00052736.p1
OG0002189	AENJA_24476	TCONS_00041437.p1
OG0002190	AENJA_23964	TCONS_00034775.p1
OG0002191	AENJA_24425	TCONS_00003677.p1
OG0002192	AENJA_24752	TCONS_00013980.p1, TCONS_00013973.p1
OG0002193	AENJA_25895	TCONS_00053913.p1
OG0002209	AENJA_00050	TCONS_00049779.p1
OG0002211	AENJA_00456	TCONS_00005307.p1
OG0002212	AENJA_25018	TCONS_00054062.p1
OG0002212	AENJA_00479	TCONS_00029439.p1, TCONS_00029011.p1, TCONS_00029014.p1
OG0002213	AENJA_00491	TCONS_00010729.p1
OG0002214	AENJA_00504	TCONS_00055395.p1
OG0002215	AENJA_25091	TCONS_00028975.p1, TCONS_00028977.p1, TCONS_00028985.p1, TCONS_00028986.p1
OG0002216	AENJA_06974, AENJA_00740, AENJA_06973	TCONS_00028918.p1
OG0002217	AENJA_10139	TCONS_00016609.p1
OG0002218	AENJA_01433	TCONS_00028703.p1
OG0002219	AENJA_13723, AENJA_01623	TCONS_00017952.p1
OG0002220	AENJA_13042	TCONS_00047259.p1
OG0002220	AENJA_22321	TCONS_00053404.p1
OG0002221	AENJA_01704	TCONS_00051631.p1
OG0002222	AENJA_01746	TCONS_00051114.p1
OG0002223	AENJA_01776, AENJA_26579, AENJA_25454, AENJA_26635	TCONS_00049010.p1
OG0002224	AENJA_02077	TCONS_00030817.p1
OG0002225	AENJA_02179	TCONS_00009830.p1
OG0002226	AENJA_02285	TCONS_00054518.p1
OG0002227	AENJA_02304	TCONS_00031331.p1
OG0002228	AENJA_02422	TCONS_00013201.p1
OG0002229	AENJA_02540	TCONS_00006706.p1
OG0002230	AENJA_02575	TCONS_00045471.p1, TCONS_00023786.p1, TCONS_00051178.p1, TCONS_00045676.p1, TCONS_00023363.p1
OG0002231	AENJA_04090	TCONS_00021859.p1
OG0002231	AENJA_03185	TCONS_00021288.p1, TCONS_00021282.p1, TCONS_00021301.p1, TCONS_00021280.p1, TCONS_00021283.p1
OG0002232	AENJA_03588, AENJA_03587	TCONS_00049393.p1
OG0002233	AENJA_04151	TCONS_00046719.p1, TCONS_00045705.p1
OG0002234	AENJA_04207	TCONS_00014124.p1
OG0002235	AENJA_04311	TCONS_00026289.p1
OG0002236	AENJA_04718	TCONS_00017143.p1
OG0002237	AENJA_04721	TCONS_00000299.p1
OG0002238	AENJA_26044	TCONS_00001668.p1
OG0002238	AENJA_05072	TCONS_00010736.p1
OG0002238	AENJA_17042	TCONS_00028720.p1
OG0002239	AENJA_05630	TCONS_00029057.p1
OG0002240	AENJA_05936, AENJA_05935	TCONS_00050321.p1, TCONS_00050336.p1
OG0002241	AENJA_06217	TCONS_00004764.p1
OG0002243	AENJA_06283	TCONS_00030813.p1
OG0002244	AENJA_11508	TCONS_00042618.p1
OG0002245	AENJA_06958	TCONS_00017353.p1, TCONS_00017373.p1, TCONS_00017375.p1
OG0002246	AENJA_07026	TCONS_00029421.p1
OG0002248	AENJA_08886	TCONS_00030500.p1
OG0002249	AENJA_08994	TCONS_00052793.p1, TCONS_00053885.p1
OG0002251	AENJA_09492	TCONS_00026075.p1
OG0002252	AENJA_09873	TCONS_00014590.p1
OG0002253	AENJA_10170	TCONS_00009959.p1
OG0002254	AENJA_10285, AENJA_10284	TCONS_00026133.p1, TCONS_00026132.p1, TCONS_00026129.p1, TCONS_00026127.p1
OG0002255	AENJA_11216	TCONS_00009456.p1
OG0002255	AENJA_22320	TCONS_00008291.p1
OG0002256	AENJA_11307	TCONS_00024045.p1
OG0002257	AENJA_13140	TCONS_00020278.p1
OG0002257	AENJA_23797	TCONS_00020279.p1, TCONS_00020290.p1
OG0002258	AENJA_13193	TCONS_00004999.p1
OG0002259	AENJA_13195	TCONS_00006203.p1
OG0002260	AENJA_13335	TCONS_00010143.p1
OG0002261	AENJA_13619	TCONS_00013936.p1
OG0002262	AENJA_14021	TCONS_00054929.p1
OG0002263	AENJA_14525	TCONS_00022686.p1
OG0002264	AENJA_14565	TCONS_00000524.p1
OG0002265	AENJA_14678	TCONS_00045650.p1
OG0002266	AENJA_15317	TCONS_00012478.p1
OG0002267	AENJA_15978	TCONS_00018583.p1, TCONS_00015111.p1
OG0002268	AENJA_16347	TCONS_00056448.p1
OG0002270	AENJA_17477	TCONS_00055223.p1
OG0002271	AENJA_17870	TCONS_00044049.p1
OG0002272	AENJA_18110	TCONS_00015510.p1
OG0002273	AENJA_18824	TCONS_00042913.p1
OG0002274	AENJA_19538	TCONS_00005633.p1
OG0002275	AENJA_19831	TCONS_00018355.p1
OG0002276	AENJA_19898	TCONS_00044539.p1
OG0002277	AENJA_19978	TCONS_00047447.p1
OG0002278	AENJA_20031	TCONS_00012104.p1
OG0002279	AENJA_21727	TCONS_00022560.p1
OG0002281	AENJA_23222	TCONS_00026389.p1
OG0002282	AENJA_23640	TCONS_00015711.p1
OG0002283	AENJA_23706, AENJA_24995	TCONS_00031429.p1
OG0002284	AENJA_23854	TCONS_00020854.p1
OG0002285	AENJA_24807	TCONS_00027771.p1
OG0002286	AENJA_24864	TCONS_00014384.p1
OG0002287	AENJA_25167	TCONS_00008056.p1
OG0002288	AENJA_25474	TCONS_00030208.p1
OG0002289	AENJA_26047	TCONS_00056098.p1, TCONS_00054885.p1
OG0002290	AENJA_26344	TCONS_00005176.p1
OG0002291	AENJA_26389	TCONS_00054594.p1
OG0002309	AENJA_25394, AENJA_25438	TCONS_00035445.p1, TCONS_00004147.p1, TCONS_00024192.p1, TCONS_00032681.p1, TCONS_00000052.p1, TCONS_00016485.p1, TCONS_00035168.p1, TCONS_00018878.p1, TCONS_00045221.p1
OG0002309	AENJA_07333, AENJA_26004, AENJA_23182	TCONS_00035167.p1
OG0002310	AENJA_09000, AENJA_00492, AENJA_01848, AENJA_17863, AENJA_08227, AENJA_21744, AENJA_26119, AENJA_22622, AENJA_09526, AENJA_19534, AENJA_19537, AENJA_19539, AENJA_15355	TCONS_00010131.p1, TCONS_00004261.p1, TCONS_00004263.p1, TCONS_00004260.p1, TCONS_00004262.p1, TCONS_00004265.p1, TCONS_00004264.p1, TCONS_00017047.p1, TCONS_00001364.p1, TCONS_00043249.p1, TCONS_00043243.p1, TCONS_00043250.p1, TCONS_00000204.p1, TCONS_00001369.p1, TCONS_00001367.p1, TCONS_00002036.p1
OG0002310	AENJA_19947	TCONS_00005989.p1, TCONS_00037606.p2
OG0002311	AENJA_01007, AENJA_00721	TCONS_00053391.p1, TCONS_00053394.p1
OG0002312	AENJA_00869	TCONS_00026434.p1
OG0002314	AENJA_01738	TCONS_00042852.p1
OG0002315	AENJA_01741, AENJA_24886, AENJA_10485	TCONS_00054580.p1, TCONS_00054577.p1
OG0002316	AENJA_01956	TCONS_00001203.p1
OG0002317	AENJA_02641	TCONS_00012174.p1
OG0002318	AENJA_02715, AENJA_16923, AENJA_16483	TCONS_00016156.p1
OG0002319	AENJA_03189	TCONS_00021816.p1
OG0002320	AENJA_03520	TCONS_00040905.p1
OG0002321	AENJA_03802	TCONS_00027515.p1
OG0002322	AENJA_08237	TCONS_00013261.p1
OG0002323	AENJA_05749	TCONS_00018068.p1
OG0002324	AENJA_19401, AENJA_05816	TCONS_00056780.p1
OG0002326	AENJA_06622, AENJA_06618	TCONS_00011828.p1
OG0002327	AENJA_22580	TCONS_00048456.p1
OG0002328	AENJA_13021	TCONS_00053183.p1, TCONS_00053184.p1
OG0002329	AENJA_07016	TCONS_00008153.p1
OG0002330	AENJA_07882	TCONS_00056438.p1
OG0002331	AENJA_08499	TCONS_00008912.p1
OG0002332	AENJA_09253	TCONS_00030224.p1
OG0002333	AENJA_09721	TCONS_00019342.p1
OG0002334	AENJA_26330, AENJA_09745	TCONS_00020195.p1
OG0002335	AENJA_09844	TCONS_00003868.p1
OG0002336	AENJA_10053	TCONS_00020845.p1
OG0002337	AENJA_10208	TCONS_00006322.p1
OG0002338	AENJA_17364	TCONS_00052966.p1
OG0002338	AENJA_17365	TCONS_00053673.p1
OG0002339	AENJA_13772	TCONS_00026981.p1, TCONS_00014294.p1
OG0002340	AENJA_11499	TCONS_00007178.p1
OG0002341	AENJA_11703	TCONS_00042785.p1
OG0002342	AENJA_12561	TCONS_00018453.p1
OG0002343	AENJA_12852	TCONS_00037477.p1
OG0002344	AENJA_13013	TCONS_00005287.p1
OG0002345	AENJA_13482	TCONS_00024484.p1
OG0002346	AENJA_13792	TCONS_00036837.p1
OG0002347	AENJA_15109	TCONS_00025840.p1, TCONS_00024453.p1
OG0002349	AENJA_16480	TCONS_00008121.p1
OG0002349	AENJA_15652	TCONS_00012939.p1
OG0002350	AENJA_16160	TCONS_00016106.p1
OG0002351	AENJA_16334	TCONS_00029519.p1, TCONS_00029518.p1, TCONS_00029515.p1, TCONS_00029511.p1, TCONS_00029517.p1, TCONS_00029521.p1, TCONS_00029522.p1, TCONS_00029524.p1, TCONS_00029821.p1, TCONS_00046459.p1, TCONS_00029820.p1
OG0002352	AENJA_16506	TCONS_00013463.p1, TCONS_00031163.p1, TCONS_00030373.p1, TCONS_00008840.p1, TCONS_00008839.p1
OG0002353	AENJA_17527	TCONS_00023602.p1
OG0002354	AENJA_18103	TCONS_00009012.p1
OG0002354	AENJA_19512	TCONS_00007154.p1
OG0002355	AENJA_18224	TCONS_00042577.p1
OG0002356	AENJA_18622	TCONS_00023766.p1
OG0002357	AENJA_18771	TCONS_00040377.p1
OG0002358	AENJA_19054	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1
OG0002359	AENJA_19066	TCONS_00030335.p1, TCONS_00030343.p1, TCONS_00030342.p1, TCONS_00030334.p1
OG0002360	AENJA_19252	TCONS_00002723.p1
OG0002361	AENJA_19370	TCONS_00010585.p1, TCONS_00010566.p1
OG0002362	AENJA_20934	TCONS_00027971.p1
OG0002363	AENJA_21374	TCONS_00013126.p1
OG0002364	AENJA_25896, AENJA_21537	TCONS_00009364.p1, TCONS_00009365.p1
OG0002366	AENJA_22329	TCONS_00009306.p1
OG0002367	AENJA_22340	TCONS_00053007.p1
OG0002367	AENJA_23782	TCONS_00028626.p1
OG0002368	AENJA_22527	TCONS_00011160.p1
OG0002369	AENJA_22567	TCONS_00011196.p1
OG0002370	AENJA_22954	TCONS_00012629.p1
OG0002371	AENJA_23878, AENJA_23873	TCONS_00014361.p1, TCONS_00011477.p1
OG0002372	AENJA_25318	TCONS_00005388.p1
OG0002372	AENJA_26244	TCONS_00026786.p1
OG0002373	AENJA_25475	TCONS_00031420.p1
OG0002374	AENJA_25507	TCONS_00007577.p1
OG0002375	AENJA_25871	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1
OG0002376	AENJA_25963	TCONS_00011736.p1
OG0002377	AENJA_26503	TCONS_00010351.p1
OG0002378	AENJA_26694	TCONS_00023129.p1
OG0002395	AENJA_01011	TCONS_00052552.p1
OG0002397	AENJA_08434	TCONS_00008314.p1, TCONS_00031531.p1, TCONS_00020108.p1, TCONS_00021146.p1
OG0002397	AENJA_01744	TCONS_00044389.p1, TCONS_00031360.p1, TCONS_00041839.p1
OG0002397	AENJA_09270, AENJA_17084, AENJA_04914	TCONS_00034332.p1, TCONS_00053358.p1, TCONS_00004564.p1, TCONS_00030686.p1, TCONS_00035998.p1, TCONS_00044215.p1, TCONS_00035946.p1
OG0002398	AENJA_02292, AENJA_04636, AENJA_02050, AENJA_21990, AENJA_02984	TCONS_00042725.p1
OG0002399	AENJA_02567	TCONS_00018322.p1
OG0002400	AENJA_02731	TCONS_00047626.p1
OG0002401	AENJA_06356, AENJA_02821	TCONS_00043742.p1
OG0002402	AENJA_03150	TCONS_00036943.p1, TCONS_00036940.p1, TCONS_00036945.p1, TCONS_00036946.p1, TCONS_00038093.p1
OG0002403	AENJA_03266	TCONS_00022487.p1
OG0002404	AENJA_03555	TCONS_00052498.p1
OG0002406	AENJA_04613	TCONS_00050817.p1
OG0002407	AENJA_04703	TCONS_00030158.p1
OG0002408	AENJA_04822	TCONS_00008145.p1
OG0002410	AENJA_07499	TCONS_00046159.p1, TCONS_00046151.p1
OG0002411	AENJA_07684	TCONS_00056393.p1
OG0002412	AENJA_07876	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1, TCONS_00054369.p1, TCONS_00040476.p1, TCONS_00001862.p1
OG0002413	AENJA_18117	TCONS_00054299.p1
OG0002413	AENJA_07911	TCONS_00040471.p2
OG0002414	AENJA_07916	TCONS_00017193.p1
OG0002415	AENJA_08809, AENJA_08808	TCONS_00030241.p1
OG0002416	AENJA_09369	TCONS_00001817.p1
OG0002418	AENJA_09768	TCONS_00052229.p1
OG0002419	AENJA_10609	TCONS_00007289.p1
OG0002419	AENJA_24868	TCONS_00012748.p1
OG0002420	AENJA_10932	TCONS_00003472.p1
OG0002421	AENJA_11342	TCONS_00029462.p1
OG0002421	AENJA_23395	TCONS_00008938.p1
OG0002422	AENJA_11769	TCONS_00002027.p1
OG0002423	AENJA_12063	TCONS_00003797.p1, TCONS_00003822.p1
OG0002423	AENJA_23143	TCONS_00003823.p1
OG0002424	AENJA_12073	TCONS_00027023.p1
OG0002425	AENJA_12278	TCONS_00016319.p1
OG0002426	AENJA_12348	TCONS_00014333.p1, TCONS_00014321.p1
OG0002427	AENJA_12737	TCONS_00024876.p1, TCONS_00024852.p1
OG0002428	AENJA_13302	TCONS_00033176.p1
OG0002430	AENJA_13607	TCONS_00036360.p1, TCONS_00041119.p1
OG0002431	AENJA_13672, AENJA_13666	TCONS_00051703.p1, TCONS_00051701.p1
OG0002432	AENJA_13818	TCONS_00043661.p1
OG0002434	AENJA_22387, AENJA_14358	TCONS_00055848.p1
OG0002435	AENJA_14503	TCONS_00053680.p1
OG0002436	AENJA_14734	TCONS_00004761.p1
OG0002437	AENJA_15689	TCONS_00015963.p1
OG0002438	AENJA_15802	TCONS_00057283.p1
OG0002439	AENJA_16773	TCONS_00036465.p1
OG0002440	AENJA_16803, AENJA_16802	TCONS_00021566.p1, TCONS_00022707.p1, TCONS_00022709.p1, TCONS_00022705.p1
OG0002440	AENJA_22111, AENJA_22108, AENJA_22106, AENJA_22110	TCONS_00022295.p1, TCONS_00054214.p1
OG0002441	AENJA_17578	TCONS_00002029.p1
OG0002442	AENJA_19513	TCONS_00008462.p1
OG0002443	AENJA_19789	TCONS_00048568.p1
OG0002444	AENJA_21660	TCONS_00055415.p1
OG0002444	AENJA_19993	TCONS_00010204.p1
OG0002445	AENJA_20517	TCONS_00000749.p1
OG0002446	AENJA_21367	TCONS_00013566.p1
OG0002447	AENJA_21647	TCONS_00043698.p1
OG0002448	AENJA_23309	TCONS_00031004.p1
OG0002449	AENJA_22488	TCONS_00009909.p1
OG0002450	AENJA_22561	TCONS_00029123.p1, TCONS_00029128.p1
OG0002451	AENJA_22783	TCONS_00049726.p1
OG0002452	AENJA_22977	TCONS_00019286.p1
OG0002453	AENJA_24398	TCONS_00034175.p1
OG0002454	AENJA_24945	TCONS_00004815.p1
OG0002455	AENJA_26439	TCONS_00051523.p1, TCONS_00051524.p1
OG0002456	AENJA_26722	TCONS_00003612.p1
OG0002476	AENJA_00015	TCONS_00004020.p1
OG0002476	AENJA_24202	TCONS_00008371.p1
OG0002478	AENJA_01503	TCONS_00024704.p1
OG0002478	AENJA_00225	TCONS_00026683.p1
OG0002479	AENJA_00227	TCONS_00005104.p1
OG0002480	AENJA_00480	TCONS_00010201.p2, TCONS_00010202.p1, TCONS_00029227.p1
OG0002481	AENJA_00695	TCONS_00040791.p1
OG0002482	AENJA_00860, AENJA_26704	TCONS_00006443.p1
OG0002484	AENJA_01091	TCONS_00026141.p1
OG0002486	AENJA_12065, AENJA_02025	TCONS_00002955.p1
OG0002487	AENJA_02170	TCONS_00009739.p1
OG0002489	AENJA_02297	TCONS_00026979.p1
OG0002490	AENJA_06970, AENJA_02506	TCONS_00048564.p1
OG0002491	AENJA_02657	TCONS_00020746.p1
OG0002492	AENJA_02686	TCONS_00021054.p1
OG0002493	AENJA_06934, AENJA_21170	TCONS_00023855.p1
OG0002494	AENJA_03043	TCONS_00009396.p1
OG0002495	AENJA_03162	TCONS_00002586.p1
OG0002496	AENJA_06671	TCONS_00052872.p1
OG0002497	AENJA_04655	TCONS_00055160.p1, TCONS_00055194.p1
OG0002499	AENJA_04717	TCONS_00024739.p1, TCONS_00002026.p1
OG0002500	AENJA_05082	TCONS_00004990.p1
OG0002501	AENJA_05178	TCONS_00005124.p1
OG0002502	AENJA_05628	TCONS_00017694.p1, TCONS_00018676.p1, TCONS_00050911.p1, TCONS_00050907.p1, TCONS_00054538.p1
OG0002503	AENJA_06122	TCONS_00043780.p1
OG0002504	AENJA_06491	TCONS_00005313.p1
OG0002505	AENJA_07007	TCONS_00056754.p1
OG0002507	AENJA_20718	TCONS_00052598.p1
OG0002508	AENJA_07478	TCONS_00005957.p1, TCONS_00005945.p1
OG0002509	AENJA_07539	TCONS_00055432.p1
OG0002509	AENJA_07540	TCONS_00055419.p1
OG0002511	AENJA_08228	TCONS_00004072.p1
OG0002512	AENJA_08398	TCONS_00044153.p1, TCONS_00044151.p1
OG0002514	AENJA_09244	TCONS_00036921.p1
OG0002515	AENJA_09299	TCONS_00029618.p1, TCONS_00029716.p1
OG0002515	AENJA_10866	TCONS_00027377.p1
OG0002516	AENJA_22367	TCONS_00034986.p1
OG0002517	AENJA_09720	TCONS_00019431.p1
OG0002518	AENJA_09754	TCONS_00051026.p1
OG0002519	AENJA_10809	TCONS_00043575.p1
OG0002520	AENJA_10489	TCONS_00031059.p1
OG0002521	AENJA_15581	TCONS_00037198.p1, TCONS_00037197.p1, TCONS_00037188.p1, TCONS_00037297.p1, TCONS_00037296.p1, TCONS_00037295.p1, TCONS_00028527.p1
OG0002522	AENJA_10782	TCONS_00052057.p1
OG0002523	AENJA_11036	TCONS_00047652.p1
OG0002524	AENJA_11252	TCONS_00006722.p1
OG0002525	AENJA_11314	TCONS_00055411.p1
OG0002526	AENJA_11377	TCONS_00045530.p1
OG0002527	AENJA_11560	TCONS_00015718.p2
OG0002528	AENJA_11715	TCONS_00026494.p1
OG0002529	AENJA_11778, AENJA_17626	TCONS_00021072.p1
OG0002530	AENJA_12467	TCONS_00028798.p1
OG0002531	AENJA_12613	TCONS_00003492.p1
OG0002532	AENJA_13222	TCONS_00012757.p1
OG0002533	AENJA_13514	TCONS_00005106.p1
OG0002535	AENJA_13909	TCONS_00027133.p1
OG0002536	AENJA_13911	TCONS_00027134.p1
OG0002537	AENJA_13991	TCONS_00043022.p1
OG0002538	AENJA_14879	TCONS_00055126.p1
OG0002539	AENJA_15179	TCONS_00036371.p1
OG0002540	AENJA_15563	TCONS_00017267.p1
OG0002541	AENJA_22473	TCONS_00025377.p1
OG0002541	AENJA_15867	TCONS_00023654.p1
OG0002542	AENJA_15884	TCONS_00056409.p1
OG0002543	AENJA_15970	TCONS_00004943.p1
OG0002544	AENJA_16689	TCONS_00012744.p1
OG0002544	AENJA_17086	TCONS_00012742.p1, TCONS_00045789.p1, TCONS_00022467.p1, TCONS_00013452.p1, TCONS_00013451.p1, TCONS_00013509.p1, TCONS_00021942.p1
OG0002545	AENJA_16977	TCONS_00041144.p1, TCONS_00038916.p1
OG0002547	AENJA_17597	TCONS_00045453.p1, TCONS_00045484.p1, TCONS_00045452.p1
OG0002548	AENJA_17766	TCONS_00019309.p1, TCONS_00019311.p1
OG0002549	AENJA_17970	TCONS_00021796.p1
OG0002550	AENJA_18609	TCONS_00027289.p1
OG0002551	AENJA_18656	TCONS_00042821.p1
OG0002552	AENJA_18799	TCONS_00028491.p1
OG0002553	AENJA_18919	TCONS_00018976.p1
OG0002554	AENJA_20632	TCONS_00008559.p1, TCONS_00008530.p1
OG0002555	AENJA_20940	TCONS_00003499.p1
OG0002556	AENJA_21852	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1
OG0002557	AENJA_22119	TCONS_00008156.p1
OG0002558	AENJA_22200	TCONS_00011130.p1
OG0002559	AENJA_23435	TCONS_00017224.p1
OG0002560	AENJA_23661	TCONS_00016273.p1
OG0002561	AENJA_23733	TCONS_00055930.p1
OG0002562	AENJA_24354	TCONS_00053582.p1
OG0002564	AENJA_24782	TCONS_00012617.p1
OG0002565	AENJA_24939	TCONS_00026110.p1
OG0002566	AENJA_25083	TCONS_00018257.p1
OG0002567	AENJA_25882, AENJA_25883	TCONS_00047678.p1, TCONS_00047681.p1
OG0002568	AENJA_25923	TCONS_00017767.p1
OG0002569	AENJA_26162	TCONS_00034967.p1
OG0002570	AENJA_26246	TCONS_00009301.p1
OG0002587	AENJA_00149	TCONS_00008891.p1
OG0002589	AENJA_11808	TCONS_00004590.p1
OG0002589	AENJA_00238	TCONS_00043322.p1
OG0002590	AENJA_00515	TCONS_00007453.p1
OG0002591	AENJA_00587	TCONS_00000004.p1
OG0002592	AENJA_00877	TCONS_00027490.p1
OG0002593	AENJA_01089	TCONS_00050855.p1
OG0002594	AENJA_08034	TCONS_00008434.p1
OG0002595	AENJA_01480	TCONS_00014309.p1
OG0002596	AENJA_04752, AENJA_10041, AENJA_02020	TCONS_00016127.p1, TCONS_00039519.p1, TCONS_00037754.p1, TCONS_00004555.p1, TCONS_00049332.p1, TCONS_00014963.p1, TCONS_00038848.p1, TCONS_00024579.p1
OG0002596	AENJA_01804	TCONS_00010002.p1, TCONS_00034008.p1, TCONS_00025751.p1, TCONS_00031777.p1
OG0002597	AENJA_25946, AENJA_14932, AENJA_12694, AENJA_12701, AENJA_11865, AENJA_02047	TCONS_00054800.p1
OG0002598	AENJA_19208	TCONS_00052855.p1
OG0002599	AENJA_02912	TCONS_00047444.p1
OG0002600	AENJA_12156	TCONS_00030280.p1, TCONS_00006237.p1
OG0002601	AENJA_04980, AENJA_03275	TCONS_00010418.p1
OG0002602	AENJA_03376	TCONS_00014207.p1
OG0002603	AENJA_03644	TCONS_00052514.p1
OG0002603	AENJA_04621	TCONS_00052519.p1
OG0002603	AENJA_09462	TCONS_00013259.p1
OG0002604	AENJA_17777, AENJA_09836, AENJA_03871, AENJA_24699, AENJA_19840	TCONS_00000089.p1, TCONS_00035859.p1
OG0002605	AENJA_04724, AENJA_04725	TCONS_00053210.p1
OG0002606	AENJA_12017	TCONS_00040313.p1, TCONS_00031016.p1, TCONS_00020584.p1
OG0002607	AENJA_05065, AENJA_22227	TCONS_00055152.p1, TCONS_00055181.p1, TCONS_00027852.p1
OG0002608	AENJA_05149	TCONS_00023837.p1
OG0002609	AENJA_05158	TCONS_00029035.p1
OG0002610	AENJA_05401	TCONS_00008605.p1
OG0002611	AENJA_06053	TCONS_00004066.p1
OG0002612	AENJA_06862	TCONS_00047747.p1
OG0002614	AENJA_24393, AENJA_07227	TCONS_00017955.p1
OG0002615	AENJA_07470	TCONS_00026882.p1
OG0002616	AENJA_07476	TCONS_00027743.p1
OG0002616	AENJA_20801	TCONS_00027742.p1
OG0002617	AENJA_07485	TCONS_00043160.p1
OG0002618	AENJA_26393, AENJA_07573	TCONS_00013692.p1
OG0002619	AENJA_07621, AENJA_07622, AENJA_10601	TCONS_00028823.p1
OG0002620	AENJA_07830	TCONS_00015581.p1
OG0002621	AENJA_23070	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1
OG0002621	AENJA_07837	TCONS_00045459.p1
OG0002622	AENJA_07839	TCONS_00043892.p1, TCONS_00043902.p1
OG0002624	AENJA_08628	TCONS_00009152.p1, TCONS_00009151.p1
OG0002625	AENJA_08713	TCONS_00000742.p1
OG0002628	AENJA_09556	TCONS_00015492.p1
OG0002629	AENJA_09742	TCONS_00047518.p1
OG0002629	AENJA_14911	TCONS_00001710.p1
OG0002630	AENJA_10052	TCONS_00006926.p1, TCONS_00017759.p1
OG0002631	AENJA_26139, AENJA_10329	TCONS_00000293.p1
OG0002632	AENJA_10800	TCONS_00028955.p1
OG0002633	AENJA_10970	TCONS_00009804.p1
OG0002634	AENJA_11190	TCONS_00028514.p1
OG0002634	AENJA_15209	TCONS_00028515.p1
OG0002635	AENJA_11764	TCONS_00046180.p1
OG0002636	AENJA_11871	TCONS_00012778.p1
OG0002637	AENJA_12551	TCONS_00000797.p1, TCONS_00000795.p1, TCONS_00000787.p1
OG0002638	AENJA_12588	TCONS_00023645.p1
OG0002639	AENJA_12816	TCONS_00009797.p1
OG0002640	AENJA_13038	TCONS_00047424.p1
OG0002641	AENJA_13630	TCONS_00007360.p1
OG0002642	AENJA_13768	TCONS_00056643.p1, TCONS_00056642.p1
OG0002643	AENJA_13808	TCONS_00035689.p1, TCONS_00035551.p1
OG0002644	AENJA_13822	TCONS_00044196.p1
OG0002645	AENJA_16911, AENJA_13967	TCONS_00047832.p1, TCONS_00047846.p1
OG0002646	AENJA_14082	TCONS_00056457.p1
OG0002647	AENJA_14210, AENJA_23912	TCONS_00017755.p1, TCONS_00026751.p1
OG0002648	AENJA_14226	TCONS_00002157.p1
OG0002649	AENJA_15416	TCONS_00027226.p1
OG0002652	AENJA_17178	TCONS_00007635.p1
OG0002653	AENJA_17514	TCONS_00006738.p1
OG0002654	AENJA_17992	TCONS_00052014.p1
OG0002655	AENJA_18523	TCONS_00030420.p1
OG0002657	AENJA_18808, AENJA_18809	TCONS_00056535.p1
OG0002658	AENJA_19213	TCONS_00023141.p1
OG0002659	AENJA_19544	TCONS_00017232.p1
OG0002660	AENJA_19796	TCONS_00048912.p1
OG0002661	AENJA_20280	TCONS_00024795.p1, TCONS_00024755.p1
OG0002662	AENJA_20497	TCONS_00013016.p1
OG0002663	AENJA_20588	TCONS_00022107.p1
OG0002664	AENJA_20730	TCONS_00028993.p1
OG0002665	AENJA_21246	TCONS_00006695.p1, TCONS_00006689.p1
