Orthogroup	AENJA_ok	PFLAV
OG0000029	AENJA_05280	TCONS_00019133.p1, TCONS_00019127.p1, TCONS_00019135.p1, TCONS_00019138.p1, TCONS_00019136.p1, TCONS_00019137.p1, TCONS_00019126.p1, TCONS_00050506.p1, TCONS_00051607.p1
OG0000030	AENJA_17283	TCONS_00019673.p1
OG0000030	AENJA_24351, AENJA_12274	TCONS_00054176.p1, TCONS_00054136.p1
OG0000030	AENJA_21030	TCONS_00014295.p1, TCONS_00013116.p1
OG0000030	AENJA_05226	TCONS_00044665.p1, TCONS_00044667.p1, TCONS_00044691.p1, TCONS_00045784.p1
OG0000030	AENJA_02005, AENJA_02015	TCONS_00000713.p1
OG0000030	AENJA_09694	TCONS_00019506.p1, TCONS_00052333.p1, TCONS_00019514.p1
OG0000031	AENJA_09858	TCONS_00003900.p1
OG0000031	AENJA_20966	TCONS_00002937.p1
OG0000031	AENJA_08759	TCONS_00028162.p1
OG0000031	AENJA_10722	TCONS_00046710.p1, TCONS_00045709.p1
OG0000031	AENJA_05740	TCONS_00041599.p1
OG0000031	AENJA_14258, AENJA_15917, AENJA_14260	TCONS_00054588.p1
OG0000031	AENJA_15028	TCONS_00003964.p1
OG0000032	AENJA_06514	TCONS_00018159.p1
OG0000032	AENJA_15565	TCONS_00035360.p1
OG0000032	AENJA_15445, AENJA_10949, AENJA_16462, AENJA_19113, AENJA_19112, AENJA_01972	TCONS_00016893.p1
OG0000032	AENJA_01667, AENJA_01332	TCONS_00044343.p1, TCONS_00035361.p1, TCONS_00017411.p1, TCONS_00050123.p1, TCONS_00016786.p1, TCONS_00017609.p1, TCONS_00050122.p1, TCONS_00017607.p1, TCONS_00017604.p1, TCONS_00016860.p1, TCONS_00016861.p1, TCONS_00016865.p1, TCONS_00017410.p1, TCONS_00012833.p1, TCONS_00012832.p1
OG0000032	AENJA_12718, AENJA_12280, AENJA_12491	TCONS_00045890.p1, TCONS_00018770.p1
OG0000032	AENJA_12283	TCONS_00017083.p1, TCONS_00017084.p1, TCONS_00017087.p1, TCONS_00002066.p1, TCONS_00002068.p1, TCONS_00017086.p1, TCONS_00017090.p1, TCONS_00017091.p1, TCONS_00017082.p1
OG0000033	AENJA_17956, AENJA_20306, AENJA_13272	TCONS_00019923.p1
OG0000033	AENJA_15145	TCONS_00016754.p1, TCONS_00009270.p1, TCONS_00042948.p1
OG0000033	AENJA_12766, AENJA_23197	TCONS_00053510.p1
OG0000033	AENJA_10094, AENJA_19957, AENJA_21447, AENJA_04314, AENJA_02993, AENJA_15924	TCONS_00036759.p1, TCONS_00047220.p1, TCONS_00023095.p1, TCONS_00038290.p1, TCONS_00009749.p1, TCONS_00036215.p1, TCONS_00015661.p1, TCONS_00045647.p1
OG0000034	AENJA_02790	TCONS_00007418.p1
OG0000034	AENJA_21749	TCONS_00005924.p1
OG0000034	AENJA_02791	TCONS_00049881.p1, TCONS_00037015.p1
OG0000034	AENJA_23686	TCONS_00029638.p1
OG0000034	AENJA_13785	TCONS_00037982.p1
OG0000034	AENJA_15701	TCONS_00029930.p1
OG0000034	AENJA_24919	TCONS_00015036.p1
OG0000034	AENJA_16616	TCONS_00037412.p1
OG0000035	AENJA_01174	TCONS_00003567.p1
OG0000035	AENJA_26793	TCONS_00025160.p1
OG0000035	AENJA_22033	TCONS_00041944.p1, TCONS_00028232.p1
OG0000035	AENJA_08825	TCONS_00023673.p1
OG0000035	AENJA_12732	TCONS_00024074.p1
OG0000035	AENJA_12364	TCONS_00023006.p1
OG0000035	AENJA_26037	TCONS_00025465.p1
OG0000035	AENJA_21682	TCONS_00024093.p1
OG0000035	AENJA_21683	TCONS_00025514.p1
OG0000035	AENJA_03202, AENJA_17649, AENJA_15904	TCONS_00024265.p1
OG0000036	AENJA_22120, AENJA_22191, AENJA_22190	TCONS_00008906.p1
OG0000036	AENJA_16633	TCONS_00047867.p1, TCONS_00047868.p1
OG0000036	AENJA_15638, AENJA_15641, AENJA_15644	TCONS_00004743.p1, TCONS_00047870.p1, TCONS_00047869.p1, TCONS_00052470.p1, TCONS_00042048.p1, TCONS_00042050.p1, TCONS_00042049.p1, TCONS_00043406.p1
OG0000036	AENJA_21299, AENJA_21302, AENJA_21301	TCONS_00007681.p1
OG0000036	AENJA_09983	TCONS_00006290.p1
OG0000037	AENJA_20944	TCONS_00011439.p1, TCONS_00011440.p1
OG0000037	AENJA_05483, AENJA_06274	TCONS_00011218.p1
OG0000037	AENJA_13632	TCONS_00017535.p1
OG0000037	AENJA_06403	TCONS_00016014.p1, TCONS_00024568.p1
OG0000037	AENJA_22611	TCONS_00027658.p1, TCONS_00004627.p1
OG0000037	AENJA_22610	TCONS_00009673.p1
OG0000038	AENJA_09926	TCONS_00028399.p1
OG0000038	AENJA_09925	TCONS_00028398.p1
OG0000038	AENJA_26313	TCONS_00000414.p1, TCONS_00001540.p1, TCONS_00000410.p1, TCONS_00028395.p1, TCONS_00001544.p1
OG0000039	AENJA_20870	TCONS_00044047.p1
OG0000039	AENJA_17497	TCONS_00044435.p1, TCONS_00042739.p1, TCONS_00042734.p1
OG0000039	AENJA_07945	TCONS_00039100.p1, TCONS_00015626.p1
OG0000039	AENJA_26803, AENJA_05351	TCONS_00045969.p1
OG0000039	AENJA_26786	TCONS_00011057.p1
OG0000039	AENJA_20163	TCONS_00003433.p1
OG0000039	AENJA_07277	TCONS_00014910.p1
OG0000040	AENJA_23333	TCONS_00025139.p1, TCONS_00025138.p1, TCONS_00024189.p1
OG0000040	AENJA_07541	TCONS_00000950.p1, TCONS_00000930.p1, TCONS_00000949.p1, TCONS_00001677.p1
OG0000040	AENJA_11361	TCONS_00024097.p1, TCONS_00024098.p1, TCONS_00045509.p1, TCONS_00045506.p1, TCONS_00045516.p1, TCONS_00045517.p1, TCONS_00045514.p1, TCONS_00045510.p1, TCONS_00045512.p1, TCONS_00046641.p1, TCONS_00045518.p1, TCONS_00046639.p1, TCONS_00046638.p1, TCONS_00046635.p1, TCONS_00046634.p1, TCONS_00046632.p1, TCONS_00046631.p1, TCONS_00046636.p1, TCONS_00046637.p1, TCONS_00046648.p1, TCONS_00046649.p1, TCONS_00046633.p1, TCONS_00046630.p1, TCONS_00046629.p1
OG0000041	AENJA_08471	TCONS_00025634.p1
OG0000041	AENJA_24560	TCONS_00024462.p1
OG0000041	AENJA_03404, AENJA_03405	TCONS_00046865.p1, TCONS_00046856.p1
OG0000042	AENJA_20216	TCONS_00008406.p1, TCONS_00026990.p1, TCONS_00046239.p1, TCONS_00043759.p1, TCONS_00043760.p1
OG0000042	AENJA_13144, AENJA_17558	TCONS_00045179.p1, TCONS_00045175.p1, TCONS_00045178.p1, TCONS_00007629.p1, TCONS_00007631.p1, TCONS_00008842.p1, TCONS_00008850.p1, TCONS_00034203.p1, TCONS_00034189.p1, TCONS_00034194.p1, TCONS_00034210.p1, TCONS_00034200.p1, TCONS_00034207.p1, TCONS_00008922.p1, TCONS_00007737.p1
OG0000042	AENJA_13803	TCONS_00003582.p1
OG0000043	AENJA_11260, AENJA_12781, AENJA_18038, AENJA_19392	TCONS_00036845.p1, TCONS_00036842.p1, TCONS_00036799.p1, TCONS_00036798.p1, TCONS_00039106.p1, TCONS_00039145.p1, TCONS_00039154.p1, TCONS_00039124.p1, TCONS_00024599.p1, TCONS_00013606.p1, TCONS_00056508.p1, TCONS_00036784.p1, TCONS_00055304.p1, TCONS_00012803.p1, TCONS_00012796.p1
OG0000044	AENJA_12079	TCONS_00051346.p1, TCONS_00051348.p1, TCONS_00053656.p1, TCONS_00027232.p1, TCONS_00052493.p1, TCONS_00053655.p1
OG0000044	AENJA_26664	TCONS_00042476.p1
OG0000044	AENJA_10128	TCONS_00009283.p1, TCONS_00009443.p1, TCONS_00037641.p1
OG0000044	AENJA_23969	TCONS_00034077.p1
OG0000044	AENJA_24602	TCONS_00039839.p1, TCONS_00039841.p1, TCONS_00029905.p1
OG0000044	AENJA_03123, AENJA_25117	TCONS_00038566.p1
OG0000044	AENJA_06141	TCONS_00009754.p1
OG0000044	AENJA_06789	TCONS_00034070.p1, TCONS_00033722.p1, TCONS_00040620.p1, TCONS_00040651.p1, TCONS_00038986.p1, TCONS_00045423.p1, TCONS_00014825.p1, TCONS_00014827.p1, TCONS_00014822.p1, TCONS_00025039.p1, TCONS_00023637.p1, TCONS_00036480.p1, TCONS_00036479.p1, TCONS_00037637.p1, TCONS_00037631.p1, TCONS_00037634.p1, TCONS_00035246.p1
OG0000045	AENJA_09277	TCONS_00055807.p1
OG0000045	AENJA_04220, AENJA_24299	TCONS_00056914.p1
OG0000045	AENJA_24300	TCONS_00055830.p1, TCONS_00055829.p1
OG0000045	AENJA_20791	TCONS_00051444.p1, TCONS_00031381.p1, TCONS_00031488.p1
OG0000045	AENJA_09131	TCONS_00029637.p1
OG0000045	AENJA_11592	TCONS_00046013.p1, TCONS_00000434.p1
OG0000046	AENJA_09090, AENJA_10596, AENJA_20156, AENJA_21759	TCONS_00014287.p1, TCONS_00014285.p1
OG0000046	AENJA_16259	TCONS_00046483.p1, TCONS_00046484.p1, TCONS_00030577.p1, TCONS_00056618.p1, TCONS_00056619.p1, TCONS_00007210.p1, TCONS_00015680.p1, TCONS_00055452.p1
OG0000046	AENJA_09014, AENJA_24111, AENJA_07378, AENJA_17464, AENJA_14643, AENJA_17407, AENJA_18744, AENJA_06489, AENJA_17691, AENJA_14608, AENJA_08340	TCONS_00048069.p1, TCONS_00048074.p1, TCONS_00048072.p1, TCONS_00048076.p1, TCONS_00024708.p1
OG0000046	AENJA_13407, AENJA_01687	TCONS_00016887.p1
OG0000047	AENJA_18097	TCONS_00027021.p1
OG0000047	AENJA_10394, AENJA_14985	TCONS_00047770.p1
OG0000047	AENJA_05397	TCONS_00039595.p1, TCONS_00030515.p1
OG0000047	AENJA_14228, AENJA_15629	TCONS_00005922.p1, TCONS_00026299.p1, TCONS_00002082.p1, TCONS_00002659.p1, TCONS_00057001.p1, TCONS_00017937.p1, TCONS_00049965.p1, TCONS_00055409.p1
OG0000047	AENJA_23065	TCONS_00003233.p1
OG0000047	AENJA_19353, AENJA_25047	TCONS_00039787.p1
OG0000048	AENJA_11619	TCONS_00006570.p1
OG0000048	AENJA_23226	TCONS_00026749.p1
OG0000048	AENJA_21270	TCONS_00009510.p1
OG0000048	AENJA_21713	TCONS_00009734.p1
OG0000048	AENJA_09360	TCONS_00011079.p1
OG0000048	AENJA_16735, AENJA_16736	TCONS_00011575.p1
OG0000048	AENJA_25506	TCONS_00007155.p1
OG0000049	AENJA_20702	TCONS_00002242.p1
OG0000049	AENJA_25756	TCONS_00047284.p1
OG0000049	AENJA_17800, AENJA_10359	TCONS_00047286.p1
OG0000049	AENJA_18082	TCONS_00004796.p1, TCONS_00010957.p1, TCONS_00026139.p1, TCONS_00027078.p1, TCONS_00027156.p1
OG0000049	AENJA_24580, AENJA_11158	TCONS_00000877.p1, TCONS_00053152.p1, TCONS_00049205.p1
OG0000049	AENJA_17680	TCONS_00030952.p1
OG0000050	AENJA_04055, AENJA_09800, AENJA_19193	TCONS_00041105.p1, TCONS_00039705.p1, TCONS_00038719.p1, TCONS_00015456.p1, TCONS_00055611.p1, TCONS_00013955.p1, TCONS_00030346.p1, TCONS_00051828.p1, TCONS_00024205.p1, TCONS_00023941.p1, TCONS_00029104.p1, TCONS_00055612.p1, TCONS_00030648.p1, TCONS_00010626.p1, TCONS_00034932.p1, TCONS_00048001.p1, TCONS_00034082.p1, TCONS_00045636.p1, TCONS_00037887.p1, TCONS_00029712.p1, TCONS_00044079.p1, TCONS_00037162.p1, TCONS_00040487.p1, TCONS_00042914.p1, TCONS_00054565.p1, TCONS_00026909.p1, TCONS_00026535.p1, TCONS_00024881.p1, TCONS_00030664.p1, TCONS_00016753.p1, TCONS_00031732.p1, TCONS_00045886.p1, TCONS_00037060.p1, TCONS_00035894.p1, TCONS_00032456.p1, TCONS_00016133.p1, TCONS_00033620.p1, TCONS_00037061.p1, TCONS_00033575.p1, TCONS_00012924.p1, TCONS_00054592.p1, TCONS_00044474.p1, TCONS_00044473.p1, TCONS_00045888.p1, TCONS_00045884.p1, TCONS_00011588.p1
OG0000050	AENJA_03200, AENJA_25472, AENJA_19123, AENJA_10961	TCONS_00038706.p1, TCONS_00052604.p1
OG0000050	AENJA_01528, AENJA_02355, AENJA_00087	TCONS_00037148.p1, TCONS_00007806.p1, TCONS_00025748.p1
OG0000050	AENJA_04583	TCONS_00006991.p1, TCONS_00044623.p1, TCONS_00041845.p1, TCONS_00023769.p1, TCONS_00005479.p1, TCONS_00032007.p1, TCONS_00024796.p1, TCONS_00019016.p1, TCONS_00034246.p1, TCONS_00000242.p1
OG0000050	AENJA_12783	TCONS_00044555.p1, TCONS_00024204.p1, TCONS_00034931.p1
OG0000050	AENJA_14035	TCONS_00044080.p1
OG0000050	AENJA_02533	TCONS_00045885.p1
OG0000050	AENJA_06100, AENJA_07442, AENJA_06078, AENJA_06097	TCONS_00055034.p1
OG0000051	AENJA_18491, AENJA_12662	TCONS_00023644.p1, TCONS_00031164.p1, TCONS_00031165.p1, TCONS_00030978.p1, TCONS_00030216.p1, TCONS_00030215.p1, TCONS_00030214.p1, TCONS_00031453.p1, TCONS_00035487.p1, TCONS_00035491.p1, TCONS_00035489.p1, TCONS_00035490.p1, TCONS_00035488.p1, TCONS_00035496.p1, TCONS_00035494.p1, TCONS_00035497.p1, TCONS_00035492.p1, TCONS_00035493.p1, TCONS_00035495.p1, TCONS_00031319.p1, TCONS_00030584.p1, TCONS_00030586.p1, TCONS_00030585.p1, TCONS_00030581.p1, TCONS_00030472.p1, TCONS_00046204.p1, TCONS_00022788.p1
OG0000051	AENJA_24250	TCONS_00006560.p1, TCONS_00006558.p1, TCONS_00006561.p1, TCONS_00003099.p1, TCONS_00003102.p1, TCONS_00003101.p1
OG0000052	AENJA_07437	TCONS_00009543.p1
OG0000052	AENJA_03531, AENJA_00839, AENJA_20468, AENJA_18067	TCONS_00038347.p1
OG0000052	AENJA_02638	TCONS_00010083.p1
OG0000052	AENJA_25043, AENJA_26054, AENJA_00223	TCONS_00001838.p1
OG0000053	AENJA_19076	TCONS_00044538.p1
OG0000053	AENJA_04503, AENJA_20416, AENJA_20415, AENJA_19262, AENJA_19758	TCONS_00017144.p1, TCONS_00052047.p1, TCONS_00052048.p1, TCONS_00052050.p1, TCONS_00052052.p1, TCONS_00052043.p1, TCONS_00052051.p1
OG0000054	AENJA_06676, AENJA_23371	TCONS_00030209.p1
OG0000056	AENJA_20268	TCONS_00053166.p1, TCONS_00054244.p1
OG0000056	AENJA_20270	TCONS_00053454.p1
OG0000056	AENJA_08324, AENJA_08326, AENJA_10099	TCONS_00022926.p1, TCONS_00040340.p1, TCONS_00045037.p1, TCONS_00021098.p1
OG0000056	AENJA_14653	TCONS_00041769.p1
OG0000056	AENJA_25728	TCONS_00021820.p1
OG0000058	AENJA_23345	TCONS_00026611.p1
OG0000058	AENJA_14024	TCONS_00012347.p1
OG0000058	AENJA_10634	TCONS_00013058.p1, TCONS_00013056.p1, TCONS_00013057.p1, TCONS_00013055.p1, TCONS_00013059.p1
OG0000058	AENJA_08370	TCONS_00013053.p1, TCONS_00013060.p1, TCONS_00013054.p1
OG0000059	AENJA_13132	TCONS_00041789.p1
OG0000059	AENJA_17651	TCONS_00042819.p1
OG0000059	AENJA_09821, AENJA_10475	TCONS_00009682.p1, TCONS_00009684.p1, TCONS_00011007.p1, TCONS_00011005.p1, TCONS_00011003.p1, TCONS_00047222.p1, TCONS_00018649.p1
OG0000059	AENJA_11528	TCONS_00041791.p1
OG0000059	AENJA_18423, AENJA_19757	TCONS_00045004.p1, TCONS_00045001.p1, TCONS_00045005.p1, TCONS_00044997.p1, TCONS_00045191.p1, TCONS_00045377.p1, TCONS_00045209.p1, TCONS_00044996.p1, TCONS_00016663.p1, TCONS_00049358.p1, TCONS_00044663.p1, TCONS_00044662.p1
OG0000059	AENJA_20980, AENJA_20981	TCONS_00034784.p1, TCONS_00034480.p1, TCONS_00018511.p1, TCONS_00018509.p1, TCONS_00017255.p1, TCONS_00018650.p1, TCONS_00055364.p1, TCONS_00055368.p1, TCONS_00055363.p1, TCONS_00055376.p1, TCONS_00055369.p1, TCONS_00055378.p1, TCONS_00056544.p1, TCONS_00055377.p1, TCONS_00055373.p1, TCONS_00055371.p1, TCONS_00040450.p1, TCONS_00055379.p1, TCONS_00040435.p1, TCONS_00034471.p1
OG0000059	AENJA_26400	TCONS_00039450.p1, TCONS_00039429.p1, TCONS_00039451.p1, TCONS_00039430.p1, TCONS_00040436.p1, TCONS_00040454.p1
OG0000059	AENJA_11199, AENJA_02561, AENJA_02562	TCONS_00017293.p1
OG0000060	AENJA_17233	TCONS_00017864.p1
OG0000060	AENJA_19748	TCONS_00053675.p1
OG0000060	AENJA_23597	TCONS_00024431.p1
OG0000061	AENJA_07301	TCONS_00055666.p1
OG0000061	AENJA_07183	TCONS_00056708.p1
OG0000061	AENJA_26614, AENJA_08766	TCONS_00056856.p1
OG0000061	AENJA_06999	TCONS_00055888.p1, TCONS_00055889.p1, TCONS_00057079.p1
OG0000061	AENJA_07304	TCONS_00016639.p1
OG0000062	AENJA_09642	TCONS_00048676.p1, TCONS_00029089.p1, TCONS_00048674.p1
OG0000062	AENJA_22683	TCONS_00029086.p1, TCONS_00029084.p1, TCONS_00048673.p1
OG0000062	AENJA_08106, AENJA_05257, AENJA_04997, AENJA_21915, AENJA_04995	TCONS_00007265.p1
OG0000062	AENJA_03699	TCONS_00015728.p1
OG0000063	AENJA_03789	TCONS_00047467.p1, TCONS_00031359.p1
OG0000063	AENJA_04323	TCONS_00052989.p1, TCONS_00052984.p1, TCONS_00053925.p1
OG0000063	AENJA_26394	TCONS_00052796.p1, TCONS_00052765.p1
OG0000064	AENJA_16750, AENJA_12292	TCONS_00022276.p1, TCONS_00022277.p1
OG0000064	AENJA_15514	TCONS_00014797.p1, TCONS_00014798.p1, TCONS_00014800.p1, TCONS_00014796.p1, TCONS_00015846.p1, TCONS_00015843.p1, TCONS_00015845.p1, TCONS_00016462.p1, TCONS_00024140.p1, TCONS_00046048.p1, TCONS_00045985.p1
OG0000064	AENJA_00980, AENJA_22430	TCONS_00002321.p1, TCONS_00038460.p1, TCONS_00038503.p1
OG0000066	AENJA_19946	TCONS_00045736.p1
OG0000066	AENJA_12655, AENJA_09505	TCONS_00048274.p1
OG0000066	AENJA_20318	TCONS_00053196.p1
OG0000066	AENJA_22621	TCONS_00036193.p1
OG0000067	AENJA_21171	TCONS_00025697.p1, TCONS_00023930.p1, TCONS_00024303.p1, TCONS_00024287.p1, TCONS_00012220.p1, TCONS_00024284.p1, TCONS_00023858.p1, TCONS_00023861.p1, TCONS_00024294.p1, TCONS_00023857.p1
OG0000067	AENJA_06386, AENJA_10791, AENJA_00788, AENJA_00783, AENJA_04376, AENJA_10553, AENJA_00784, AENJA_00787, AENJA_00786	TCONS_00053446.p1, TCONS_00053444.p1, TCONS_00053445.p1, TCONS_00053443.p1, TCONS_00053442.p1, TCONS_00053441.p1, TCONS_00053439.p1, TCONS_00036889.p1, TCONS_00038035.p1, TCONS_00037697.p1, TCONS_00003250.p1, TCONS_00011721.p1, TCONS_00011723.p1, TCONS_00004267.p1, TCONS_00004268.p1, TCONS_00004271.p1, TCONS_00002732.p1, TCONS_00004002.p1
OG0000069	AENJA_15982	TCONS_00047572.p1
OG0000070	AENJA_15427, AENJA_23180, AENJA_12319, AENJA_24460, AENJA_25453, AENJA_07501	TCONS_00000689.p1, TCONS_00000334.p1
OG0000070	AENJA_17946, AENJA_17947	TCONS_00012875.p1, TCONS_00011728.p1, TCONS_00048824.p1, TCONS_00013275.p1, TCONS_00015019.p1
OG0000070	AENJA_09128	TCONS_00029635.p1, TCONS_00055641.p1
OG0000070	AENJA_05824	TCONS_00055643.p1, TCONS_00056821.p1, TCONS_00055627.p1, TCONS_00055629.p1, TCONS_00056814.p1
OG0000070	AENJA_17346	TCONS_00029418.p1, TCONS_00029631.p1, TCONS_00031379.p1
OG0000070	AENJA_12868, AENJA_23218, AENJA_23720, AENJA_23723, AENJA_26750	TCONS_00022431.p1, TCONS_00021513.p1, TCONS_00021512.p1
OG0000071	AENJA_19944	TCONS_00007459.p1
OG0000071	AENJA_11228	TCONS_00000727.p1
OG0000071	AENJA_19683	TCONS_00014651.p1
OG0000071	AENJA_22629, AENJA_19685, AENJA_10216	TCONS_00010660.p1, TCONS_00009764.p1
OG0000071	AENJA_21722, AENJA_10228, AENJA_19682	TCONS_00022979.p1
OG0000072	AENJA_14652	TCONS_00042087.p1
OG0000072	AENJA_13128	TCONS_00044164.p1
OG0000072	AENJA_02450	TCONS_00042450.p1, TCONS_00042451.p1, TCONS_00042469.p1, TCONS_00042452.p1, TCONS_00042470.p1
OG0000072	AENJA_25944, AENJA_05445	TCONS_00030570.p1
OG0000072	AENJA_05444	TCONS_00030571.p1
OG0000072	AENJA_24050, AENJA_00746	TCONS_00048417.p1, TCONS_00029918.p1
OG0000073	AENJA_03975, AENJA_15428	TCONS_00007294.p1, TCONS_00007296.p1, TCONS_00015617.p1, TCONS_00016254.p1, TCONS_00015176.p1, TCONS_00007800.p1, TCONS_00007794.p1
OG0000073	AENJA_20986, AENJA_17540, AENJA_16473, AENJA_06601, AENJA_06603, AENJA_26408, AENJA_06597	TCONS_00046008.p1, TCONS_00008622.p1, TCONS_00007291.p1, TCONS_00008624.p1, TCONS_00008625.p1, TCONS_00008623.p1
OG0000074	AENJA_05555, AENJA_12312, AENJA_06058	TCONS_00049689.p1, TCONS_00050856.p1
OG0000074	AENJA_24714	TCONS_00042001.p1
OG0000074	AENJA_19802, AENJA_22095, AENJA_10992, AENJA_15679, AENJA_14253, AENJA_25976, AENJA_03334, AENJA_21322, AENJA_11103, AENJA_23926, AENJA_22408, AENJA_25285, AENJA_25284	TCONS_00036875.p1, TCONS_00026199.p1, TCONS_00026198.p1, TCONS_00031653.p1, TCONS_00031661.p1, TCONS_00031672.p1, TCONS_00031647.p1, TCONS_00036986.p1, TCONS_00006851.p1, TCONS_00034788.p1, TCONS_00049527.p1, TCONS_00049524.p1, TCONS_00049523.p1
OG0000075	AENJA_23745	TCONS_00002725.p1
OG0000075	AENJA_18278	TCONS_00003660.p1
OG0000075	AENJA_05831	TCONS_00050627.p1
OG0000075	AENJA_21406	TCONS_00048312.p1
OG0000075	AENJA_12918	TCONS_00049564.p1
OG0000075	AENJA_12839	TCONS_00049274.p1
OG0000076	AENJA_00663, AENJA_09864, AENJA_18581, AENJA_25057	TCONS_00038168.p1, TCONS_00041447.p1, TCONS_00025554.p1, TCONS_00045665.p1, TCONS_00035811.p1, TCONS_00044995.p1, TCONS_00048165.p1, TCONS_00044371.p1, TCONS_00044372.p1, TCONS_00011038.p1, TCONS_00054707.p1, TCONS_00054713.p1
OG0000076	AENJA_00608	TCONS_00043386.p1, TCONS_00031524.p1, TCONS_00034854.p1
OG0000076	AENJA_24066, AENJA_24396	TCONS_00025559.p1
OG0000076	AENJA_00818, AENJA_01910	TCONS_00011954.p1
OG0000076	AENJA_19797, AENJA_00881	TCONS_00043385.p1, TCONS_00016575.p1, TCONS_00033498.p1, TCONS_00026573.p1
OG0000076	AENJA_01380, AENJA_10172	TCONS_00013337.p1, TCONS_00032114.p1, TCONS_00048382.p1
OG0000076	AENJA_17137, AENJA_08896, AENJA_14286, AENJA_00817, AENJA_18754	TCONS_00016441.p1, TCONS_00032194.p1
OG0000076	AENJA_10025	TCONS_00038166.p1
OG0000076	AENJA_18854, AENJA_04309	TCONS_00016836.p1, TCONS_00035463.p1
OG0000076	AENJA_21283	TCONS_00025752.p1, TCONS_00000045.p1, TCONS_00023111.p1, TCONS_00031525.p1, TCONS_00046864.p1, TCONS_00007244.p1, TCONS_00034853.p1
OG0000076	AENJA_20970	TCONS_00022962.p1, TCONS_00044370.p1
OG0000076	AENJA_12722	TCONS_00045291.p1, TCONS_00027910.p1, TCONS_00018278.p1, TCONS_00011933.p1, TCONS_00032184.p1
OG0000077	AENJA_13107	TCONS_00026489.p1
OG0000077	AENJA_20850	TCONS_00027751.p1
OG0000077	AENJA_07475	TCONS_00026413.p1
OG0000077	AENJA_08162	TCONS_00027831.p1
OG0000077	AENJA_00875	TCONS_00026409.p1, TCONS_00027084.p1
OG0000078	AENJA_06551	TCONS_00016890.p1
OG0000078	AENJA_06754	TCONS_00002642.p1, TCONS_00009134.p1, TCONS_00009216.p1, TCONS_00009221.p1, TCONS_00009136.p1, TCONS_00009137.p1, TCONS_00007909.p1, TCONS_00007747.p1, TCONS_00010448.p1, TCONS_00010031.p1, TCONS_00010034.p1, TCONS_00010025.p1, TCONS_00011089.p1, TCONS_00010586.p1, TCONS_00009752.p1
OG0000078	AENJA_26653	TCONS_00020319.p1
OG0000079	AENJA_16186	TCONS_00032718.p1
OG0000079	AENJA_02482	TCONS_00030942.p1
OG0000079	AENJA_17442	TCONS_00006803.p1
OG0000079	AENJA_10507	TCONS_00028091.p1
OG0000079	AENJA_05095	TCONS_00021690.p1, TCONS_00021688.p1
OG0000080	AENJA_10526	TCONS_00000126.p1, TCONS_00020509.p1, TCONS_00045344.p1, TCONS_00012545.p1, TCONS_00053563.p1
OG0000080	AENJA_00028, AENJA_16119, AENJA_22310	TCONS_00036774.p1, TCONS_00029150.p1, TCONS_00050230.p1, TCONS_00023473.p1, TCONS_00022214.p1
OG0000080	AENJA_08696	TCONS_00013384.p1, TCONS_00018876.p2
OG0000080	AENJA_12681	TCONS_00035906.p1, TCONS_00039448.p1, TCONS_00013436.p1, TCONS_00049782.p1
OG0000080	AENJA_22904	TCONS_00034104.p1
OG0000080	AENJA_05027, AENJA_20662, AENJA_01319	TCONS_00039817.p2, TCONS_00036969.p1, TCONS_00035823.p1, TCONS_00055173.p1, TCONS_00038248.p1, TCONS_00013206.p1, TCONS_00034247.p1, TCONS_00008719.p1, TCONS_00021593.p1, TCONS_00037797.p1, TCONS_00053011.p1, TCONS_00040208.p1, TCONS_00027306.p1, TCONS_00044556.p1, TCONS_00041372.p1, TCONS_00000800.p1, TCONS_00040086.p1, TCONS_00013205.p1, TCONS_00011758.p1, TCONS_00040209.p1, TCONS_00003425.p1, TCONS_00027906.p1, TCONS_00046644.p1, TCONS_00020085.p1, TCONS_00034249.p1, TCONS_00021988.p1, TCONS_00025593.p1, TCONS_00031726.p1, TCONS_00018635.p1, TCONS_00015346.p1, TCONS_00004403.p1, TCONS_00039658.p1, TCONS_00040543.p1, TCONS_00016146.p1, TCONS_00044209.p1
OG0000080	AENJA_11587, AENJA_14545, AENJA_02324	TCONS_00035886.p1
OG0000080	AENJA_22144	TCONS_00037238.p1
OG0000081	AENJA_04625, AENJA_04630, AENJA_04629	TCONS_00053844.p1, TCONS_00053856.p1
OG0000081	AENJA_04623, AENJA_10593, AENJA_10592, AENJA_11850	TCONS_00022132.p1, TCONS_00022131.p1, TCONS_00022129.p1, TCONS_00022133.p1, TCONS_00021924.p1, TCONS_00009155.p1, TCONS_00009156.p1, TCONS_00029255.p1, TCONS_00029256.p1, TCONS_00019590.p1, TCONS_00022128.p1, TCONS_00022127.p1, TCONS_00022126.p1
OG0000082	AENJA_25747	TCONS_00026781.p1
OG0000082	AENJA_11460	TCONS_00020503.p1
OG0000083	AENJA_21795	TCONS_00042690.p1
OG0000083	AENJA_03464	TCONS_00000905.p1, TCONS_00002096.p1
OG0000083	AENJA_09136, AENJA_08957	TCONS_00024959.p1, TCONS_00023314.p1, TCONS_00025193.p1, TCONS_00024343.p1, TCONS_00024380.p1, TCONS_00024382.p1, TCONS_00024342.p1, TCONS_00025686.p1, TCONS_00041027.p1, TCONS_00004214.p1, TCONS_00005710.p1, TCONS_00026624.p1
