Orthogroup	SCHMD	DROME
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	DROME11545
OG0006277	SCHMD24774	DROME15668
OG0006279	SCHMD04231	DROME05154
OG0006280	SCHMD15524, SCHMD19210	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	SCHMD02340	DROME21723, DROME21724
OG0006283	SCHMD06325	DROME18093
OG0006284	SCHMD20607, SCHMD19598	DROME06978
OG0006285	SCHMD01607, SCHMD01606	DROME05155
OG0006286	SCHMD01297, SCHMD01298	DROME20409
OG0006287	SCHMD02772	DROME15138
OG0006289	SCHMD08039	DROME05895
OG0006290	SCHMD00955	DROME15754
OG0006291	SCHMD09043	DROME16421
OG0006293	SCHMD16297	DROME15892
OG0006294	SCHMD15450, SCHMD16229	DROME17637
OG0006295	SCHMD02966	DROME09339
OG0006297	SCHMD09759	DROME14064
OG0006298	SCHMD01046, SCHMD24624	DROME10104, DROME10103
OG0006301	SCHMD09923	DROME14417, DROME14418
OG0006305	SCHMD12627	DROME20608
OG0006306	SCHMD12510, SCHMD15396	DROME06607
OG0006309	SCHMD24369, SCHMD08923	DROME22059, DROME22060
OG0006311	SCHMD23312	DROME09053
OG0006313	SCHMD09169	DROME09638
OG0006315	SCHMD05407	DROME12826
OG0006315	SCHMD29837	DROME12827
OG0006319	SCHMD10541, SCHMD13166	DROME00483, DROME00484
OG0006321	SCHMD08365	DROME00074
OG0006322	SCHMD10221	DROME19674
OG0006323	SCHMD04105	DROME00186
OG0006329	SCHMD08342	DROME06117
OG0006330	SCHMD08411	DROME21856, DROME21857
OG0006331	SCHMD09182, SCHMD12138	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	SCHMD14581	DROME01006
OG0006334	SCHMD05752, SCHMD05753	DROME04357
OG0006335	SCHMD11650, SCHMD08469	DROME09585
OG0006340	SCHMD19432	DROME02471
OG0006341	SCHMD05125	DROME06095
OG0006344	SCHMD21084, SCHMD09358	DROME11878
OG0006346	SCHMD01626	DROME16623
OG0006347	SCHMD07723	DROME18372, DROME18373
OG0006350	SCHMD09296	DROME10882
OG0006351	SCHMD06816	DROME17575
OG0006352	SCHMD07373	DROME15718
OG0006353	SCHMD10639	DROME00751
OG0006360	SCHMD08060	DROME19840
OG0006362	SCHMD03337	DROME11093
OG0006363	SCHMD19238	DROME07012
OG0006364	SCHMD06510, SCHMD06511	DROME14912
OG0006365	SCHMD14860	DROME21616, DROME21617
OG0006370	SCHMD28920	DROME08234
OG0006372	SCHMD07447	DROME08788
OG0006375	SCHMD00652	DROME19928
OG0006376	SCHMD06608	DROME13198
OG0006377	SCHMD10116	DROME08417
OG0006378	SCHMD10668, SCHMD11255	DROME17931
OG0006379	SCHMD18267	DROME02858, DROME04856
OG0006381	SCHMD24227, SCHMD16114	DROME02707, DROME20650
OG0006383	SCHMD26033, SCHMD18774	DROME12394
OG0006387	SCHMD14692	DROME09390
OG0006392	SCHMD15116, SCHMD12579	DROME11920
OG0006395	SCHMD08199	DROME00130
OG0006402	SCHMD13826, SCHMD09114	DROME17310
OG0006406	SCHMD27566	DROME19952, DROME19616
OG0006408	SCHMD11225	DROME17398, DROME17397
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	DROME16038
OG0006448	SCHMD18654	DROME21414
OG0006449	SCHMD06362	DROME03272
OG0006454	SCHMD07698, SCHMD07699	DROME19164
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	DROME00779
OG0006459	SCHMD21368, SCHMD10905	DROME10282
OG0006461	SCHMD19693, SCHMD11861	DROME01188
OG0006462	SCHMD07729	DROME01832
OG0006463	SCHMD07130	DROME10850
OG0006464	SCHMD12787, SCHMD19777	DROME15553
OG0006465	SCHMD28077, SCHMD07507	DROME04025
OG0006469	SCHMD02780	DROME02304
OG0006470	SCHMD16861	DROME05726, DROME05725
OG0006472	SCHMD23852, SCHMD12162	DROME01113
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	DROME18594
OG0006475	SCHMD12763	DROME11340, DROME11339
OG0006476	SCHMD29103, SCHMD25388	DROME02188
OG0006478	SCHMD01744	DROME10803
OG0006479	SCHMD20030	DROME03631
OG0006480	SCHMD01088	DROME15425, DROME15426
OG0006481	SCHMD02855	DROME02142, DROME01455
OG0006482	SCHMD06492	DROME21719
OG0006488	SCHMD29514, SCHMD21588	DROME14000
OG0006490	SCHMD00433	DROME17521
OG0006494	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967	DROME13014
OG0006501	SCHMD05406	DROME07620
OG0006504	SCHMD04702, SCHMD29580	DROME01726
OG0006505	SCHMD08554, SCHMD08796	DROME19279
OG0006507	SCHMD22063	DROME11241, DROME13160
OG0006509	SCHMD13705	DROME06735
OG0006510	SCHMD11921	DROME21078
OG0006511	SCHMD03048	DROME02030
OG0006512	SCHMD12217, SCHMD11205	DROME14203
OG0006514	SCHMD08264	DROME04973
OG0006515	SCHMD03249	DROME17220
OG0006517	SCHMD00950	DROME16077, DROME16076
OG0006518	SCHMD03959	DROME12457
OG0006519	SCHMD25528	DROME10463
OG0006520	SCHMD00155	DROME01601
OG0006523	SCHMD12246, SCHMD13301	DROME13324
OG0006526	SCHMD14233	DROME10066
OG0006528	SCHMD09670	DROME03901, DROME03902, DROME03900
OG0006532	SCHMD27245	DROME18743
OG0006533	SCHMD18625	DROME11744, DROME11742, DROME11745, DROME11743
OG0006536	SCHMD28548	DROME00110
OG0006537	SCHMD07012	DROME17569
OG0006538	SCHMD09434	DROME00930
OG0006540	SCHMD24252, SCHMD19265	DROME04024
OG0006543	SCHMD05909	DROME19675
OG0006544	SCHMD05488	DROME08098
OG0006545	SCHMD08819	DROME14793
OG0006546	SCHMD22666, SCHMD26503	DROME03836
OG0006547	SCHMD01454	DROME21566
OG0006549	SCHMD07432	DROME08226
OG0006550	SCHMD05608	DROME12314
OG0006552	SCHMD16090	DROME02022
OG0006553	SCHMD03817	DROME06750
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	DROME13465
OG0006556	SCHMD10898, SCHMD08118	DROME10784
OG0006557	SCHMD15751	DROME08144
OG0006561	SCHMD07629	DROME15269
OG0006567	SCHMD25728, SCHMD21897, SCHMD15731	DROME01202
OG0006570	SCHMD12205, SCHMD05328	DROME20261
OG0006571	SCHMD00180, SCHMD27487	DROME05601
OG0006573	SCHMD10554	DROME14640
OG0006574	SCHMD18201	DROME19778
OG0006583	SCHMD08738	DROME16903
OG0006586	SCHMD14590	DROME11738, DROME02891
OG0006588	SCHMD29130	DROME21457
OG0006588	SCHMD23279, SCHMD26887	DROME21456
OG0006590	SCHMD02740	DROME17574
OG0006591	SCHMD02097	DROME11557, DROME11556
OG0006593	SCHMD08560	DROME11713
OG0006594	SCHMD00507	DROME12981
OG0006595	SCHMD08252	DROME20933
OG0006596	SCHMD05657	DROME13730, DROME13731
OG0006597	SCHMD04098	DROME19349
OG0006598	SCHMD23134	DROME15235
OG0006599	SCHMD28680	DROME13830, DROME13829
OG0006603	SCHMD13311, SCHMD24906	DROME08268, DROME08267
OG0006604	SCHMD12610	DROME10779
OG0006607	SCHMD00025	DROME06763
OG0006608	SCHMD21063	DROME15074
OG0006610	SCHMD10412	DROME00685
OG0006614	SCHMD05476	DROME03471
OG0006615	SCHMD02189	DROME05191
OG0006616	SCHMD12397	DROME04436, DROME04435
OG0006619	SCHMD14686	DROME20837, DROME20836
OG0006621	SCHMD06932	DROME01854
OG0006622	SCHMD16418, SCHMD16456	DROME13807
OG0006623	SCHMD00154	DROME03084
OG0006628	SCHMD10378	DROME04083, DROME04082
OG0006630	SCHMD02436	DROME13179
OG0006631	SCHMD24627, SCHMD24745	DROME06287
OG0006633	SCHMD06460	DROME10769
OG0006636	SCHMD09363	DROME02119
OG0006637	SCHMD17064, SCHMD26047	DROME01008
OG0006640	SCHMD09877	DROME00615
OG0006646	SCHMD10329	DROME15373
OG0006647	SCHMD12770, SCHMD12371	DROME02033
OG0006648	SCHMD23341	DROME03907, DROME03908
OG0006651	SCHMD07289, SCHMD06082	DROME04694
OG0006653	SCHMD04276, SCHMD04275	DROME10989, DROME10990
OG0006655	SCHMD00645	DROME18847
OG0006658	SCHMD07703, SCHMD19832	DROME21096
OG0006662	SCHMD11088, SCHMD02344	DROME19864
OG0006663	SCHMD05461	DROME13134
OG0006664	SCHMD01212	DROME04463
OG0006666	SCHMD00843	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	SCHMD02023	DROME06736
OG0006668	SCHMD00035	DROME09203, DROME09202, DROME09204
OG0006669	SCHMD15456	DROME09383
OG0006670	SCHMD06283	DROME03282
OG0006673	SCHMD11139, SCHMD01947	DROME03524
OG0006677	SCHMD28844	DROME21382
OG0006678	SCHMD02351	DROME02009
OG0006684	SCHMD03196	DROME10607
OG0006686	SCHMD05511	DROME10194
OG0006689	SCHMD09875, SCHMD00797, SCHMD11694	DROME16220, DROME06540
OG0006690	SCHMD02600	DROME00556
OG0006691	SCHMD14621	DROME16256
OG0006692	SCHMD15336	DROME03538
OG0006694	SCHMD05629	DROME08808
OG0006695	SCHMD06025	DROME15570
OG0006697	SCHMD19994, SCHMD13817, SCHMD29045	DROME13987
OG0006698	SCHMD12118	DROME10462, DROME10461
OG0006702	SCHMD29672	DROME02407
OG0006703	SCHMD00739	DROME12345
OG0006705	SCHMD14770, SCHMD13114	DROME10883
OG0006706	SCHMD12854	DROME18775
OG0006707	SCHMD19389	DROME19785
OG0006708	SCHMD01518	DROME07913
OG0006709	SCHMD06005	DROME12082
OG0006712	SCHMD13757	DROME09518, DROME09519
OG0006717	SCHMD09869	DROME10030
OG0006718	SCHMD01411	DROME15073
OG0006721	SCHMD06116	DROME06897
OG0006722	SCHMD18971, SCHMD24284	DROME04394
OG0006723	SCHMD12671	DROME17509
OG0006725	SCHMD15226	DROME01185
OG0006726	SCHMD22403	DROME11357
OG0006727	SCHMD01781	DROME13434
OG0006728	SCHMD09693	DROME19775
OG0006730	SCHMD15242	DROME11063, DROME10467
OG0006731	SCHMD21262, SCHMD19367	DROME07141
OG0006733	SCHMD02938	DROME12191, DROME12192
OG0006734	SCHMD13149, SCHMD15306	DROME14590
OG0006735	SCHMD23549, SCHMD18150, SCHMD22619	DROME21577
OG0006736	SCHMD17556	DROME10186
OG0006737	SCHMD05655	DROME08119
OG0006741	SCHMD21104, SCHMD16448, SCHMD23684, SCHMD14241, SCHMD07000	DROME13025
OG0006742	SCHMD14364	DROME17425
OG0006743	SCHMD06609	DROME14112
OG0006749	SCHMD17570, SCHMD17569	DROME18950
OG0006750	SCHMD04443, SCHMD17273, SCHMD07663	DROME09705
OG0006753	SCHMD08285	DROME16826
OG0006754	SCHMD13342	DROME03000
OG0006755	SCHMD10228	DROME13740
OG0006757	SCHMD08426	DROME14155
OG0006758	SCHMD05008, SCHMD10024	DROME17868, DROME17867
OG0006766	SCHMD07248	DROME03426
OG0006768	SCHMD03977	DROME02900
OG0006769	SCHMD02572	DROME06420
OG0006772	SCHMD01476	DROME15798, DROME09251
OG0006777	SCHMD08214	DROME18870, DROME18871
OG0006780	SCHMD13525, SCHMD14457	DROME20962
OG0006791	SCHMD15752	DROME09378, DROME09358, DROME12573, DROME15344
OG0006826	SCHMD05426	DROME14383
OG0006830	SCHMD01740	DROME11906
OG0006833	SCHMD25705, SCHMD22029	DROME06375
OG0006835	SCHMD11727, SCHMD11726	DROME02280, DROME02306
OG0006838	SCHMD01402	DROME08307
OG0006842	SCHMD07853	DROME20782
OG0006843	SCHMD10166	DROME06952
OG0006844	SCHMD10998	DROME01743
OG0006846	SCHMD24471	DROME08329
OG0006851	SCHMD13891, SCHMD10310	DROME10053
OG0006856	SCHMD03115	DROME17826
OG0006857	SCHMD03719	DROME13855
OG0006860	SCHMD14888, SCHMD01768	DROME20680, DROME20679
OG0006862	SCHMD08954	DROME15144
OG0006864	SCHMD09900	DROME02889
OG0006871	SCHMD19715	DROME13968
OG0006874	SCHMD00242	DROME19509
OG0006875	SCHMD14340	DROME18909
OG0006876	SCHMD01180	DROME04074
OG0006877	SCHMD28894, SCHMD14652	DROME14060
OG0006878	SCHMD07673	DROME10685, DROME10684
OG0006881	SCHMD13107	DROME07121
OG0006882	SCHMD08215	DROME09123
OG0006886	SCHMD04628	DROME21253
OG0006887	SCHMD02004	DROME13817
OG0006888	SCHMD16363	DROME19638
OG0006889	SCHMD19490	DROME21560, DROME21559
OG0006890	SCHMD09977, SCHMD20846	DROME08143
OG0006891	SCHMD16311	DROME18748
OG0006892	SCHMD06736, SCHMD03941	DROME00140
OG0006894	SCHMD08244	DROME05303
OG0006895	SCHMD25533, SCHMD25532	DROME01866
OG0006897	SCHMD14554	DROME19217
OG0006900	SCHMD15238	DROME09764, DROME09765
OG0006901	SCHMD00150	DROME11048, DROME14826
OG0006902	SCHMD09576	DROME14332
OG0006906	SCHMD01345	DROME15670
OG0006908	SCHMD13404	DROME20394
OG0006909	SCHMD03475	DROME06225
OG0006914	SCHMD02005	DROME08141
OG0006918	SCHMD02128	DROME03248
OG0006919	SCHMD04163	DROME06069
OG0006920	SCHMD07640	DROME01129
OG0006923	SCHMD18989, SCHMD10987	DROME11746
OG0006924	SCHMD07270	DROME14721
OG0006926	SCHMD18025, SCHMD24077	DROME00053
OG0006927	SCHMD05483	DROME11010
OG0006928	SCHMD24085	DROME19681
OG0006931	SCHMD09823	DROME11546
OG0006934	SCHMD02940	DROME00627
OG0006937	SCHMD07394	DROME00527
OG0006938	SCHMD13105	DROME14949
OG0006942	SCHMD05106	DROME17406
OG0006944	SCHMD23114, SCHMD00759	DROME07597
OG0006945	SCHMD20350, SCHMD21540	DROME04092, DROME04093
OG0006946	SCHMD03034	DROME06810
OG0006948	SCHMD10039	DROME10887
OG0006949	SCHMD04433	DROME17510
OG0006951	SCHMD04285	DROME19073
OG0006952	SCHMD00571	DROME11379
OG0006954	SCHMD05444	DROME13996, DROME13995
OG0006957	SCHMD21016, SCHMD16664	DROME16961
OG0006958	SCHMD10483	DROME12297
OG0006959	SCHMD14675, SCHMD12735	DROME10650
OG0006960	SCHMD15792, SCHMD13924	DROME21228
OG0006962	SCHMD02602	DROME03277
OG0006964	SCHMD05582, SCHMD05580	DROME19570
OG0006965	SCHMD16583, SCHMD28209	DROME01022, DROME14680, DROME01021
OG0006966	SCHMD17179	DROME12638, DROME12639
OG0006967	SCHMD06876	DROME01193
OG0006968	SCHMD05918	DROME19323
OG0006973	SCHMD01554	DROME15580
OG0006975	SCHMD29017	DROME07368
OG0006977	SCHMD21617, SCHMD19289	DROME16367
OG0006979	SCHMD02713	DROME08887
OG0006980	SCHMD03927	DROME12138
OG0006984	SCHMD21798	DROME08885
OG0006985	SCHMD00305	DROME14217
OG0006989	SCHMD08387	DROME21716, DROME21715, DROME01750
OG0006990	SCHMD14019	DROME10642
OG0006991	SCHMD09527	DROME04692
OG0006995	SCHMD08291	DROME04021
OG0006996	SCHMD07655	DROME01798
OG0006998	SCHMD12467	DROME01960
OG0006999	SCHMD09727, SCHMD09154	DROME11377
OG0007001	SCHMD11191	DROME08011
OG0007002	SCHMD00096	DROME07791
OG0007003	SCHMD03229	DROME00287
OG0007005	SCHMD03780	DROME09757
OG0007009	SCHMD28218, SCHMD00500	DROME17681
OG0007012	SCHMD16864	DROME22023
OG0007013	SCHMD20292, SCHMD25075	DROME01987
OG0007015	SCHMD09946	DROME19728
OG0007017	SCHMD24290, SCHMD13895	DROME16395
OG0007022	SCHMD06207	DROME14811
OG0007023	SCHMD13414	DROME06431
OG0007024	SCHMD18147	DROME17667, DROME19376
OG0007025	SCHMD00852	DROME04842
OG0007027	SCHMD11009, SCHMD20294, SCHMD17664	DROME20714
OG0007028	SCHMD16323	DROME21651
OG0007030	SCHMD11171	DROME20793
OG0007033	SCHMD17177, SCHMD07596	DROME18841
OG0007037	SCHMD08275	DROME13026
OG0007039	SCHMD24759	DROME20966, DROME20965
OG0007040	SCHMD17930	DROME02611
OG0007043	SCHMD05387	DROME02534
OG0007045	SCHMD01524	DROME00832
OG0007046	SCHMD16357, SCHMD12630	DROME15728
OG0007047	SCHMD10322	DROME00193, DROME00194
OG0007049	SCHMD09136, SCHMD15529	DROME16917
OG0007050	SCHMD12036	DROME06887
OG0007051	SCHMD25312, SCHMD19337, SCHMD19339, SCHMD22527, SCHMD23294	DROME15152
OG0007053	SCHMD05149	DROME16115
OG0007054	SCHMD03628	DROME10899
OG0007055	SCHMD11222	DROME01836
OG0007057	SCHMD19149, SCHMD23584, SCHMD21225, SCHMD10094, SCHMD17575	DROME16884
OG0007061	SCHMD27956	DROME21168
OG0007062	SCHMD05231	DROME01875
OG0007063	SCHMD04487	DROME04000
OG0007068	SCHMD10943	DROME19884
OG0007073	SCHMD06841	DROME16763
OG0007084	SCHMD10181, SCHMD10179	DROME17683, DROME09532
OG0007088	SCHMD06882	DROME22014
OG0007089	SCHMD15126	DROME12957
OG0007090	SCHMD24995	DROME20794
OG0007091	SCHMD00684	DROME06753
OG0007092	SCHMD04952	DROME18902, DROME06271
OG0007093	SCHMD00633	DROME16944
OG0007095	SCHMD28386	DROME11360
OG0007097	SCHMD00498	DROME14761
OG0007098	SCHMD12814	DROME02756
OG0007102	SCHMD00303	DROME07635, DROME09291, DROME09290
OG0007105	SCHMD08588	DROME03967
OG0007106	SCHMD14679	DROME13665
OG0007107	SCHMD10627	DROME06221
OG0007112	SCHMD09113	DROME21664, DROME21665
OG0007113	SCHMD27023, SCHMD20834	DROME08212
OG0007114	SCHMD05373	DROME08700
OG0007118	SCHMD01480	DROME16742
OG0007119	SCHMD02099	DROME02006
OG0007124	SCHMD20734	DROME19157
OG0007125	SCHMD04115	DROME00216
OG0007128	SCHMD15975	DROME09591
OG0007130	SCHMD02010	DROME03247
OG0007136	SCHMD04055	DROME06497
OG0007137	SCHMD09299, SCHMD09300	DROME08116
OG0007139	SCHMD08033	DROME20628, DROME22010, DROME22009, DROME19837
OG0007140	SCHMD14726, SCHMD14725	DROME15375, DROME15374
OG0007143	SCHMD11402, SCHMD13435	DROME02690
OG0007144	SCHMD09084, SCHMD13536	DROME12565, DROME12567, DROME12566
OG0007145	SCHMD07094	DROME13245
OG0007148	SCHMD23637, SCHMD07923, SCHMD00889	DROME15555
OG0007151	SCHMD20465, SCHMD17498	DROME07790
OG0007154	SCHMD03260	DROME05203
OG0007158	SCHMD27790, SCHMD22647	DROME10619
OG0007163	SCHMD19963, SCHMD15559	DROME03396
OG0007164	SCHMD21149	DROME07185, DROME07184
OG0007165	SCHMD00948	DROME14270
OG0007166	SCHMD23433, SCHMD23432	DROME05148, DROME04552
OG0007173	SCHMD27706, SCHMD26151	DROME02748
OG0007174	SCHMD00679	DROME04393
OG0007175	SCHMD13246, SCHMD11875	DROME21360
OG0007176	SCHMD18255, SCHMD19246	DROME06904
OG0007180	SCHMD13286	DROME20745
OG0007181	SCHMD07932	DROME05345
OG0007183	SCHMD09362	DROME07166
OG0007184	SCHMD06567	DROME21036, DROME17546
OG0007186	SCHMD00266	DROME00062
OG0007189	SCHMD17188, SCHMD14347, SCHMD08340, SCHMD09748, SCHMD18398	DROME05467
OG0007190	SCHMD00716	DROME16734
OG0007191	SCHMD11992	DROME03633
OG0007192	SCHMD00342	DROME21735
OG0007199	SCHMD17527, SCHMD16964	DROME11470, DROME11469
OG0007209	SCHMD02470	DROME20678
OG0007248	SCHMD14029	DROME21365
OG0007251	SCHMD02789, SCHMD03885	DROME21854
OG0007254	SCHMD29104	DROME17212, DROME17211
OG0007258	SCHMD01759	DROME03306
OG0007264	SCHMD06288	DROME04401
OG0007266	SCHMD05229	DROME03348
OG0007267	SCHMD15621	DROME07785
OG0007269	SCHMD04821	DROME10599
OG0007271	SCHMD08508	DROME10780, DROME10781
OG0007274	SCHMD10184	DROME13219
OG0007279	SCHMD14169, SCHMD22097	DROME12978, DROME12980, DROME12979
OG0007280	SCHMD26191	DROME20512
OG0007282	SCHMD08071	DROME02027
OG0007288	SCHMD11562	DROME07470
OG0007289	SCHMD13675	DROME03667
OG0007291	SCHMD01954	DROME13803
OG0007300	SCHMD08715, SCHMD12954	DROME05437
OG0007301	SCHMD04999	DROME00949
OG0007304	SCHMD06782	DROME05565
OG0007305	SCHMD00236	DROME06380
OG0007306	SCHMD03194	DROME09353
OG0007307	SCHMD24523	DROME21844
OG0007317	SCHMD05271	DROME05767
OG0007319	SCHMD07451	DROME02096
OG0007321	SCHMD14656	DROME14886
OG0007323	SCHMD28323	DROME06979
OG0007325	SCHMD13424	DROME00772
OG0007327	SCHMD03183	DROME08891
OG0007330	SCHMD01349	DROME06616
OG0007332	SCHMD29643	DROME15822
OG0007333	SCHMD02278	DROME16724
OG0007334	SCHMD01190	DROME14550
OG0007335	SCHMD00787	DROME20744
OG0007339	SCHMD14813, SCHMD09117	DROME15967
OG0007341	SCHMD01365	DROME11695
OG0007342	SCHMD12266	DROME20920, DROME20921
OG0007343	SCHMD12161	DROME05240
OG0007344	SCHMD17019, SCHMD17020	DROME20098
OG0007347	SCHMD06807	DROME13215
OG0007349	SCHMD22105	DROME04078
OG0007354	SCHMD09176	DROME05477, DROME05476
OG0007356	SCHMD16766, SCHMD16762, SCHMD17068	DROME08592
OG0007357	SCHMD05385	DROME00169
OG0007358	SCHMD10648	DROME20269, DROME20268
OG0007359	SCHMD04894	DROME19146
OG0007360	SCHMD01042	DROME19459
OG0007361	SCHMD02642	DROME13934
OG0007363	SCHMD02234	DROME13676
OG0007364	SCHMD28442	DROME21809
OG0007367	SCHMD09749	DROME04903
OG0007382	SCHMD06011	DROME00478
OG0007385	SCHMD04159	DROME05965
OG0007386	SCHMD00784	DROME08936
OG0007387	SCHMD01904, SCHMD01903	DROME11857
OG0007389	SCHMD07528	DROME20485
OG0007391	SCHMD01653	DROME08685, DROME08686
OG0007393	SCHMD29705, SCHMD00157	DROME14294
OG0007395	SCHMD09491	DROME15690
OG0007396	SCHMD01151	DROME11407
OG0007397	SCHMD03095	DROME14953
OG0007399	SCHMD13118, SCHMD13117	DROME04756
OG0007401	SCHMD06026	DROME20204
OG0007405	SCHMD18973, SCHMD27327	DROME10897, DROME10896
OG0007407	SCHMD14070, SCHMD08282	DROME09567
OG0007408	SCHMD03954	DROME15350, DROME15352
OG0007412	SCHMD14910, SCHMD20394	DROME16298
OG0007414	SCHMD03104, SCHMD03103	DROME09035, DROME09036
OG0007417	SCHMD04581	DROME06465
OG0007419	SCHMD12003, SCHMD14523	DROME15814
OG0007421	SCHMD09236	DROME18796
OG0007422	SCHMD15449	DROME18166, DROME18165
OG0007425	SCHMD18256	DROME18621
OG0007431	SCHMD02074	DROME18094
OG0007432	SCHMD13608	DROME11099
OG0007439	SCHMD01098	DROME11359
OG0007442	SCHMD10535	DROME17214
OG0007445	SCHMD10725	DROME12184, DROME12185
OG0007446	SCHMD06891	DROME18838
OG0007452	SCHMD06690	DROME05562
OG0007453	SCHMD22069	DROME08632, DROME08631
OG0007454	SCHMD02249	DROME01936
OG0007455	SCHMD17462	DROME05407
OG0007456	SCHMD11658	DROME08553
OG0007457	SCHMD13308, SCHMD05942, SCHMD22483	DROME09037
OG0007458	SCHMD11828	DROME06115
OG0007459	SCHMD04395	DROME15675
OG0007460	SCHMD07322	DROME11931
OG0007463	SCHMD17150, SCHMD29377	DROME11508
OG0007470	SCHMD04262, SCHMD05817	DROME12837, DROME12836, DROME04638
OG0007472	SCHMD07414	DROME12085
OG0007473	SCHMD18788, SCHMD20111	DROME00942
OG0007476	SCHMD29552, SCHMD06042	DROME01998
OG0007478	SCHMD08638, SCHMD14462	DROME11578
OG0007481	SCHMD00234	DROME06787
OG0007482	SCHMD16972, SCHMD28646	DROME19386
OG0007483	SCHMD23530	DROME16379
OG0007488	SCHMD04017, SCHMD01795, SCHMD10540	DROME15720
OG0007490	SCHMD25654	DROME19319, DROME05428
OG0007491	SCHMD17539, SCHMD13726	DROME16108
OG0007492	SCHMD00216, SCHMD10758	DROME03070
OG0007495	SCHMD07307, SCHMD18914	DROME21169
OG0007496	SCHMD02753, SCHMD05117, SCHMD12648	DROME02361
OG0007498	SCHMD13903	DROME07302
OG0007499	SCHMD02341	DROME15554
OG0007501	SCHMD02284	DROME05481
OG0007503	SCHMD02190	DROME05006
OG0007507	SCHMD00792	DROME07477, DROME07281
OG0007508	SCHMD07064, SCHMD26310, SCHMD21007	DROME11676, DROME11677
OG0007509	SCHMD00947	DROME00425, DROME08833
OG0007510	SCHMD06196	DROME16224
OG0007519	SCHMD00238	DROME11576
OG0007522	SCHMD20076	DROME06917
OG0007525	SCHMD03649, SCHMD14793	DROME18795
OG0007531	SCHMD07206	DROME18150
OG0007533	SCHMD05767	DROME10145
OG0007586	SCHMD00208	DROME07523
OG0007591	SCHMD19104	DROME03303
OG0007597	SCHMD00061	DROME11734
OG0007610	SCHMD12764	DROME13702
OG0007613	SCHMD05026	DROME00786
OG0007615	SCHMD10027	DROME16992
OG0007619	SCHMD02768	DROME13917
OG0007621	SCHMD00066	DROME07475
OG0007624	SCHMD15354	DROME22076
OG0007626	SCHMD05939	DROME17034
OG0007628	SCHMD01245	DROME09375
OG0007629	SCHMD24454, SCHMD08697	DROME17004
OG0007630	SCHMD22064	DROME01630
OG0007633	SCHMD19695	DROME21858
OG0007634	SCHMD06239	DROME03086
OG0007645	SCHMD00727	DROME19485
OG0007646	SCHMD05492	DROME01727
OG0007656	SCHMD00482	DROME19669
OG0007657	SCHMD16543	DROME21498
OG0007663	SCHMD11554	DROME19396
OG0007664	SCHMD16878, SCHMD02397, SCHMD03687	DROME16279
OG0007666	SCHMD11299	DROME13925
OG0007667	SCHMD25937	DROME01143
OG0007673	SCHMD08768	DROME03587
OG0007676	SCHMD08823	DROME19677
OG0007687	SCHMD06419, SCHMD07587	DROME05239
OG0007690	SCHMD21197	DROME19805
OG0007691	SCHMD07299	DROME05660
OG0007698	SCHMD08531	DROME06524
OG0007701	SCHMD12704, SCHMD12705	DROME20491
OG0007702	SCHMD00819	DROME04524
OG0007706	SCHMD05614	DROME15325
OG0007709	SCHMD11596, SCHMD01220	DROME13180
OG0007712	SCHMD04858	DROME00072
OG0007713	SCHMD16511	DROME08102
OG0007715	SCHMD08793	DROME00231
OG0007717	SCHMD10647, SCHMD13736	DROME14273
OG0007722	SCHMD06810	DROME05973
OG0007732	SCHMD21069, SCHMD19292	DROME15276
OG0007733	SCHMD04331, SCHMD04904, SCHMD17435	DROME02381
