Orthogroup	SCHMD	DROME
OG0003024	SCHMD09220	DROME14540, DROME13066
OG0003025	SCHMD12824	DROME16128
OG0003026	SCHMD02853, SCHMD01047	DROME01191
OG0003027	SCHMD26555, SCHMD23346	DROME13632
OG0003028	SCHMD00803	DROME19503
OG0003029	SCHMD17380	DROME01355, DROME01353, DROME01354, DROME01356
OG0003030	SCHMD14026, SCHMD14334	DROME20783, DROME03164
OG0003031	SCHMD01560	DROME10589, DROME10590
OG0003033	SCHMD17975	DROME02552
OG0003034	SCHMD06420	DROME13458
OG0003036	SCHMD00745	DROME08134
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416
OG0003041	SCHMD13550, SCHMD13552, SCHMD05248	DROME13990, DROME13989
OG0003043	SCHMD01921	DROME01115
OG0003044	SCHMD18036	DROME07467
OG0003046	SCHMD02192	DROME06986
OG0003048	SCHMD04259	DROME03285
OG0003049	SCHMD02944	DROME11842
OG0003050	SCHMD05940	DROME21024, DROME21025
OG0003052	SCHMD10563	DROME17384, DROME22105, DROME17383
OG0003054	SCHMD07639	DROME15214
OG0003055	SCHMD02492, SCHMD02453	DROME13955
OG0003056	SCHMD23280	DROME01323, DROME01324
OG0003059	SCHMD06641, SCHMD00780, SCHMD00957	DROME10348, DROME10347, DROME10349, DROME10350
OG0003060	SCHMD03911	DROME04543
OG0003063	SCHMD09452	DROME03416
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	DROME07296
OG0003066	SCHMD16401	DROME19326
OG0003072	SCHMD06901	DROME09180, DROME09181
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	DROME13385, DROME14642
OG0003074	SCHMD05044	DROME08737, DROME08738, DROME08736, DROME08735
OG0003078	SCHMD23203	DROME02073, DROME02074, DROME05944, DROME15126, DROME02635, DROME13619
OG0003079	SCHMD21039, SCHMD16217	DROME11418, DROME11417
OG0003085	SCHMD12956	DROME18955
OG0003085	SCHMD16331, SCHMD28163, SCHMD28179	DROME11671
OG0003101	SCHMD08248	DROME16966, DROME16965, DROME16967
OG0003104	SCHMD24752, SCHMD28727	DROME01186, DROME01187
OG0003105	SCHMD11115, SCHMD11114	DROME14362, DROME14361, DROME14360
OG0003106	SCHMD02719, SCHMD29463	DROME07627
OG0003107	SCHMD24066, SCHMD27003	DROME12506
OG0003108	SCHMD07978	DROME02795, DROME10233
OG0003109	SCHMD11746	DROME00284
OG0003110	SCHMD04241	DROME09020
OG0003112	SCHMD21475, SCHMD20475, SCHMD20838	DROME16468, DROME01349, DROME01348
OG0003113	SCHMD11799	DROME01816, DROME01817
OG0003114	SCHMD14023, SCHMD11723, SCHMD15288	DROME04951, DROME04952
OG0003116	SCHMD08507	DROME20130
OG0003119	SCHMD29008, SCHMD21161	DROME02450, DROME02453, DROME02451
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	DROME19886, DROME19887
OG0003123	SCHMD12638	DROME20099
OG0003124	SCHMD00285, SCHMD25581	DROME18590, DROME18589, DROME18587, DROME18588, DROME18586, DROME18585
OG0003125	SCHMD07267	DROME08841, DROME08840
OG0003126	SCHMD01239	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162
OG0003128	SCHMD19584	DROME20310, DROME20309
OG0003130	SCHMD04681	DROME20301, DROME20300
OG0003131	SCHMD00499, SCHMD13849, SCHMD12187	DROME18130, DROME18131
OG0003135	SCHMD19428, SCHMD16137	DROME07491
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	DROME17171
OG0003137	SCHMD07874	DROME01904, DROME12782
OG0003141	SCHMD00202	DROME21226, DROME21227
OG0003144	SCHMD02154	DROME13433
OG0003145	SCHMD14673, SCHMD15337, SCHMD09407	DROME03862
OG0003146	SCHMD08719, SCHMD06842	DROME01929
OG0003147	SCHMD17526	DROME16290, DROME16289
OG0003148	SCHMD04778	DROME18800, DROME18799
OG0003150	SCHMD20966	DROME19300
OG0003151	SCHMD12480, SCHMD14456	DROME04792
OG0003152	SCHMD15231, SCHMD19429	DROME17760
OG0003153	SCHMD06720, SCHMD06721	DROME21845
OG0003157	SCHMD06691	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003160	SCHMD15101, SCHMD28838	DROME17382
OG0003161	SCHMD03472	DROME12081
OG0003163	SCHMD00903, SCHMD00907	DROME02661, DROME02659
OG0003164	SCHMD01405	DROME01606
OG0003165	SCHMD04066	DROME00374, DROME00377, DROME00375, DROME00376
OG0003169	SCHMD10405	DROME03939
OG0003171	SCHMD06380	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193
OG0003172	SCHMD01375	DROME02195
OG0003173	SCHMD04311	DROME03095, DROME15988
OG0003177	SCHMD07591	DROME17587
OG0003178	SCHMD14461	DROME10286, DROME10285
OG0003180	SCHMD22560	DROME11167, DROME11166
OG0003181	SCHMD00970	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	DROME01632
OG0003184	SCHMD28841, SCHMD26100	DROME11152
OG0003187	SCHMD06732	DROME11796, DROME11795, DROME11794
OG0003188	SCHMD17519, SCHMD17520	DROME03250, DROME03249
OG0003189	SCHMD02678	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	SCHMD03926	DROME09590
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	DROME14192
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	DROME21048
OG0003198	SCHMD14276	DROME07357
OG0003199	SCHMD21965, SCHMD20498, SCHMD26450	DROME12668, DROME21725, DROME21726
OG0003202	SCHMD27153, SCHMD23952, SCHMD12079, SCHMD14092, SCHMD16619, SCHMD25749, SCHMD03218, SCHMD21658	DROME05838, DROME05839
OG0003203	SCHMD02943, SCHMD25430	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	SCHMD16475	DROME06205, DROME06206
OG0003206	SCHMD29612	DROME21836, DROME21837
OG0003207	SCHMD06863, SCHMD04604	DROME14952
OG0003208	SCHMD02480	DROME13935, DROME13936, DROME12249
OG0003210	SCHMD23858, SCHMD23874	DROME16773, DROME16774
OG0003212	SCHMD20324, SCHMD18634	DROME16100
OG0003214	SCHMD18471	DROME00548
OG0003215	SCHMD06939	DROME09352
OG0003217	SCHMD03371, SCHMD00338	DROME21077
OG0003218	SCHMD20285	DROME08231, DROME08230
OG0003220	SCHMD14282	DROME11342, DROME11341
OG0003221	SCHMD16909, SCHMD22653	DROME00225, DROME00224
OG0003222	SCHMD11046, SCHMD08631	DROME18303, DROME18302, DROME18304
OG0003223	SCHMD08068	DROME09209
OG0003226	SCHMD02518, SCHMD13794	DROME19617, DROME08490
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	DROME21008
OG0003229	SCHMD00545	DROME01144
OG0003230	SCHMD09623	DROME17741
OG0003231	SCHMD04327, SCHMD04326, SCHMD04328	DROME19301
OG0003235	SCHMD15802	DROME05661, DROME05663, DROME05662
OG0003238	SCHMD09383	DROME10776
OG0003251	SCHMD10064, SCHMD14392	DROME19769, DROME19768, DROME16949
OG0003252	SCHMD29319	DROME18445
OG0003254	SCHMD01611	DROME02901
OG0003255	SCHMD16797	DROME06336
OG0003257	SCHMD14887, SCHMD01601	DROME15418
OG0003262	SCHMD19208	DROME21043, DROME21045, DROME21044
OG0003263	SCHMD17464	DROME09851
OG0003264	SCHMD03771	DROME08076
OG0003267	SCHMD03991	DROME01973, DROME01974, DROME02727
OG0003268	SCHMD03636	DROME20306
OG0003269	SCHMD04531	DROME11682
OG0003273	SCHMD06523	DROME01509
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	DROME11988, DROME11987
OG0003277	SCHMD27731, SCHMD11904	DROME07456
OG0003279	SCHMD08045	DROME01016, DROME01017, DROME01018
OG0003281	SCHMD10092	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	DROME12472
OG0003284	SCHMD07514, SCHMD15662	DROME06818
OG0003286	SCHMD09721	DROME09199, DROME09198
OG0003287	SCHMD14605	DROME04328, DROME08276
OG0003288	SCHMD09311, SCHMD11762	DROME00366, DROME00364, DROME00365
OG0003289	SCHMD16616	DROME20541, DROME20542
OG0003290	SCHMD28476, SCHMD05994	DROME00517
OG0003291	SCHMD09949	DROME20523
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	DROME14676
OG0003294	SCHMD27898	DROME01659, DROME01660
OG0003296	SCHMD02838	DROME06822, DROME13531
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	DROME19465
OG0003299	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003301	SCHMD13976, SCHMD15564	DROME18741
OG0003302	SCHMD01831	DROME01479, DROME01480
OG0003303	SCHMD01441	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003305	SCHMD12414	DROME13149
OG0003306	SCHMD03757	DROME10136
OG0003307	SCHMD16433	DROME17313
OG0003309	SCHMD01407	DROME19043, DROME19042
OG0003311	SCHMD10347	DROME15213
OG0003315	SCHMD08661	DROME17830, DROME17831
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	DROME13200
OG0003318	SCHMD12981, SCHMD18691	DROME16706
OG0003327	SCHMD05859	DROME19734
OG0003329	SCHMD22699	DROME10094, DROME10095
OG0003330	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183	DROME03252, DROME03251
OG0003333	SCHMD20159, SCHMD28070	DROME10886, DROME10885, DROME10884
OG0003335	SCHMD19779	DROME18113, DROME18112
OG0003337	SCHMD01222	DROME15232
OG0003340	SCHMD08266	DROME16534, DROME16533
OG0003341	SCHMD00617	DROME01797
OG0003343	SCHMD22696	DROME09151
OG0003344	SCHMD12946, SCHMD01887	DROME04462, DROME04461
OG0003345	SCHMD29662	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046
OG0003347	SCHMD05564, SCHMD05565, SCHMD05566	DROME11879, DROME11880
OG0003348	SCHMD11779	DROME02128
OG0003349	SCHMD04642, SCHMD00847	DROME08306, DROME08305, DROME08304
OG0003353	SCHMD09639	DROME11820, DROME11822, DROME11821
OG0003354	SCHMD00933	DROME19858
OG0003356	SCHMD07762	DROME15849
OG0003357	SCHMD05234	DROME12029
OG0003358	SCHMD00069	DROME16921
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	DROME18758
OG0003359	SCHMD11426	DROME09082
OG0003360	SCHMD04932	DROME20878, DROME20879
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	DROME13197
OG0003362	SCHMD06272	DROME08296
OG0003366	SCHMD14890	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676, SCHMD18452, SCHMD02876	DROME12377, DROME12378
OG0003372	SCHMD20234	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	SCHMD04840	DROME06476, DROME06475, DROME06474
OG0003375	SCHMD17434, SCHMD08102	DROME21029
OG0003378	SCHMD07045	DROME18533
OG0003380	SCHMD05800	DROME14333
OG0003381	SCHMD19752	DROME10051
OG0003384	SCHMD08925	DROME17249, DROME17250
OG0003386	SCHMD08232	DROME07039, DROME07040, DROME07041
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	DROME11674, DROME19363
OG0003392	SCHMD20046	DROME11355
OG0003419	SCHMD02792	DROME18310
OG0003419	SCHMD29735	DROME17074
OG0003421	SCHMD25644, SCHMD14414	DROME04908, DROME07137, DROME07651
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	DROME04814
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	DROME11464, DROME11465, DROME11463
OG0003426	SCHMD11714	DROME12495
OG0003430	SCHMD03690	DROME19610, DROME04057
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	DROME13747
OG0003434	SCHMD05639, SCHMD06055	DROME00166, DROME15353
OG0003439	SCHMD00949	DROME16821
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	DROME18500
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	SCHMD02071	DROME01285
OG0003450	SCHMD01589	DROME03280
OG0003453	SCHMD09929	DROME19225
OG0003454	SCHMD10872, SCHMD17895	DROME10067
OG0003455	SCHMD27744, SCHMD09301	DROME04003
OG0003456	SCHMD08769	DROME19556
OG0003458	SCHMD20564	DROME04148, DROME16139
OG0003460	SCHMD01967	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134
OG0003462	SCHMD18652, SCHMD28411	DROME00239
OG0003463	SCHMD00720, SCHMD00721	DROME20444
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	DROME06231
OG0003465	SCHMD04832	DROME04464
OG0003466	SCHMD14345	DROME16278
OG0003467	SCHMD08397, SCHMD08398	DROME06043, DROME06042
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382	DROME01968
OG0003471	SCHMD02073	DROME16825
OG0003475	SCHMD11005	DROME02190
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	DROME12317
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	SCHMD07504, SCHMD03144	DROME13645
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	DROME09876, DROME09877
OG0003484	SCHMD18619, SCHMD27864, SCHMD25667	DROME18666, DROME18665
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	DROME12571
OG0003489	SCHMD27620	DROME01312
OG0003490	SCHMD10202	DROME13468
OG0003491	SCHMD07566	DROME11698
OG0003492	SCHMD17580	DROME17943
OG0003496	SCHMD27149, SCHMD21580, SCHMD24551	DROME03124
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	DROME08732
OG0003498	SCHMD19260	DROME13034, DROME13035
OG0003501	SCHMD02846	DROME13347, DROME13346, DROME13348
OG0003502	SCHMD05683	DROME19567, DROME14375
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	DROME17101, DROME17102
OG0003504	SCHMD16696, SCHMD18314	DROME06794
OG0003505	SCHMD08229, SCHMD08228	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003508	SCHMD11739, SCHMD00810	DROME15658
OG0003509	SCHMD12054	DROME21960, DROME21962, DROME21961
OG0003513	SCHMD25986, SCHMD27084	DROME08556
OG0003515	SCHMD16232, SCHMD28533	DROME21652
OG0003518	SCHMD05084	DROME08309
OG0003519	SCHMD04577	DROME06802
OG0003520	SCHMD04339	DROME21807, DROME02028
OG0003523	SCHMD11220, SCHMD11219	DROME16368
OG0003524	SCHMD06675	DROME09643, DROME09639, DROME09640
OG0003527	SCHMD28971	DROME03645
OG0003528	SCHMD21896, SCHMD26214	DROME21047, DROME06070
OG0003530	SCHMD08166	DROME12252
OG0003531	SCHMD02486	DROME21993
OG0003532	SCHMD04373	DROME08605
OG0003533	SCHMD29432, SCHMD23787	DROME04480, DROME04479, DROME04481
OG0003539	SCHMD18718, SCHMD20290	DROME09387, DROME09386
OG0003543	SCHMD01295, SCHMD04172	DROME18669
OG0003544	SCHMD22197, SCHMD21841	DROME05896
OG0003545	SCHMD18885, SCHMD15544	DROME08949
OG0003548	SCHMD25865, SCHMD23815	DROME15072
OG0003550	SCHMD01327	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	SCHMD07949	DROME18271, DROME18270, DROME16713
OG0003552	SCHMD10623, SCHMD08451	DROME18554, DROME18555
OG0003554	SCHMD11710, SCHMD08877	DROME19011, DROME19012, DROME17407, DROME12945
OG0003556	SCHMD03452	DROME06703, DROME06702
OG0003557	SCHMD04421	DROME19532
OG0003558	SCHMD04257	DROME06037
OG0003561	SCHMD07358	DROME10510
OG0003562	SCHMD00923	DROME12847, DROME12848
OG0003564	SCHMD19445, SCHMD14913	DROME16736
OG0003566	SCHMD26756, SCHMD15301	DROME08493, DROME08492
OG0003567	SCHMD29448, SCHMD14814, SCHMD15008, SCHMD04442	DROME20360, DROME20359
OG0003568	SCHMD15819	DROME08773
OG0003570	SCHMD08962	DROME14267, DROME14246
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	DROME19608
OG0003573	SCHMD03521	DROME07521
OG0003577	SCHMD10649	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	SCHMD04183, SCHMD29593	DROME16703
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	DROME17312
OG0003582	SCHMD12451, SCHMD16671	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003597	SCHMD07116	DROME16622, DROME16621
OG0003599	SCHMD21154	DROME08018
OG0003603	SCHMD02011	DROME05424
OG0003604	SCHMD03287	DROME19568
OG0003606	SCHMD17964, SCHMD15106	DROME07484, DROME07483, DROME07482
OG0003610	SCHMD10025, SCHMD05007	DROME07982, DROME07983
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	DROME17638
OG0003613	SCHMD04176	DROME00856
OG0003615	SCHMD13214	DROME16618, DROME16617
OG0003617	SCHMD19266, SCHMD24604, SCHMD19682	DROME16095
OG0003618	SCHMD03820	DROME15284, DROME15283
OG0003619	SCHMD13518, SCHMD08597	DROME13589, DROME13590
OG0003620	SCHMD10079, SCHMD29362	DROME17770
OG0003621	SCHMD12479	DROME13714, DROME13715, DROME13713
OG0003624	SCHMD09570, SCHMD09571, SCHMD22651, SCHMD09569	DROME12696
OG0003626	SCHMD06623	DROME07546
OG0003629	SCHMD03651	DROME03564
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	DROME06784
OG0003631	SCHMD10913	DROME07363
OG0003632	SCHMD28869	DROME18545
OG0003634	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332	DROME03378
OG0003635	SCHMD09927	DROME04946
OG0003638	SCHMD08904, SCHMD12994	DROME16659
OG0003639	SCHMD20935, SCHMD20934	DROME16964
OG0003644	SCHMD03638	DROME00616
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	DROME09249, DROME09250
OG0003647	SCHMD03661, SCHMD03659	DROME16616
OG0003649	SCHMD11461, SCHMD11460	DROME12148, DROME12149
OG0003655	SCHMD09541	DROME13231, DROME13232, DROME13234, DROME13233, DROME13069, DROME13070
OG0003657	SCHMD25752, SCHMD28011	DROME04619
OG0003658	SCHMD16613, SCHMD29667	DROME07032
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	DROME09855
OG0003661	SCHMD05074, SCHMD11069, SCHMD11070	DROME07051
OG0003664	SCHMD12084, SCHMD21392	DROME05104
OG0003666	SCHMD02137	DROME11426
OG0003668	SCHMD16966	DROME15022, DROME15023
OG0003669	SCHMD19438	DROME05487
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	DROME13120
OG0003672	SCHMD06465, SCHMD13496	DROME03649
OG0003673	SCHMD04574	DROME11788
OG0003674	SCHMD21242	DROME09782
OG0003676	SCHMD09933	DROME14242, DROME00396, DROME05478
OG0003678	SCHMD18909	DROME20450
OG0003679	SCHMD14973	DROME02313
OG0003682	SCHMD00097	DROME12564
OG0003685	SCHMD02813	DROME05381
OG0003687	SCHMD06543	DROME12601
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197	DROME00439
OG0003692	SCHMD07452	DROME11124
OG0003694	SCHMD01774	DROME12215, DROME12216
OG0003695	SCHMD02002	DROME01947
OG0003696	SCHMD10456, SCHMD19979	DROME10156
OG0003698	SCHMD29491, SCHMD19621, SCHMD04070, SCHMD04069	DROME17520
OG0003701	SCHMD15850	DROME18636, DROME18637
OG0003703	SCHMD03850	DROME15370
OG0003707	SCHMD01318, SCHMD20493	DROME04303
OG0003708	SCHMD13127	DROME12282, DROME12281
OG0003710	SCHMD01072	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	SCHMD07204, SCHMD01556	DROME10970
OG0003713	SCHMD09387	DROME05410
OG0003716	SCHMD16362	DROME18657
OG0003717	SCHMD02266	DROME10046
OG0003718	SCHMD19427, SCHMD27978	DROME01297
OG0003720	SCHMD23149, SCHMD11812	DROME17484
OG0003721	SCHMD06738	DROME09052
OG0003722	SCHMD13809	DROME05995
OG0003724	SCHMD11615	DROME10712
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	DROME04356, DROME06341, DROME02593, DROME02592
OG0003730	SCHMD01638, SCHMD21358	DROME12908
OG0003731	SCHMD22514	DROME02907
OG0003732	SCHMD03758, SCHMD03760, SCHMD03759	DROME10070
OG0003733	SCHMD09106, SCHMD07190, SCHMD09105, SCHMD07189	DROME00230
OG0003734	SCHMD00609	DROME19430
OG0003737	SCHMD26875, SCHMD23789	DROME05769, DROME16282, DROME16607, DROME16283
OG0003740	SCHMD13948, SCHMD17686	DROME01620
OG0003741	SCHMD28597, SCHMD28496	DROME14002, DROME20156
OG0003743	SCHMD05330, SCHMD03268	DROME13785
OG0003744	SCHMD04258	DROME08150
OG0003746	SCHMD20571	DROME01977
OG0003747	SCHMD25018, SCHMD26084, SCHMD17880	DROME00997, DROME00995, DROME00994, DROME00996
OG0003749	SCHMD12963, SCHMD26791	DROME18502, DROME18501
OG0003750	SCHMD10740, SCHMD21692	DROME15590
OG0003755	SCHMD24630	DROME10789, DROME20093, DROME20094
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	SCHMD10568	DROME11710, DROME11712, DROME11711
OG0003759	SCHMD02168	DROME06383
OG0003763	SCHMD15410	DROME19350
OG0003764	SCHMD03437	DROME21578
OG0003767	SCHMD06286	DROME02791
OG0003771	SCHMD05134	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018
OG0003776	SCHMD01854	DROME09504, DROME16551
OG0003777	SCHMD09329, SCHMD03918	DROME18238, DROME18237, DROME18236
OG0003778	SCHMD06996	DROME13171
OG0003779	SCHMD15868, SCHMD25797	DROME17898
OG0003794	SCHMD05999	DROME03810, DROME03820
OG0003795	SCHMD22731	DROME10754, DROME10753, DROME10755
OG0003798	SCHMD13971, SCHMD04164	DROME12695
OG0003803	SCHMD14080, SCHMD27722, SCHMD27442	DROME02481, DROME02482
OG0003806	SCHMD21156	DROME01868
OG0003808	SCHMD27875, SCHMD11284, SCHMD25011	DROME08174
OG0003811	SCHMD22928, SCHMD13669	DROME14988, DROME14990, DROME14989
OG0003812	SCHMD04985	DROME16112, DROME15368
OG0003813	SCHMD01244	DROME10056
OG0003815	SCHMD22661, SCHMD08730, SCHMD26116	DROME08171
OG0003817	SCHMD04758	DROME00653
OG0003818	SCHMD10822, SCHMD17278	DROME11129
OG0003821	SCHMD10138	DROME04477
OG0003827	SCHMD03936	DROME06883, DROME06884
OG0003828	SCHMD01189, SCHMD27415	DROME10911
OG0003834	SCHMD01451	DROME21433
OG0003837	SCHMD10162, SCHMD25130, SCHMD17615, SCHMD14383, SCHMD10163	DROME14236, DROME08398
OG0003838	SCHMD05207	DROME00382, DROME00383
OG0003839	SCHMD05702, SCHMD10139	DROME21710
OG0003840	SCHMD12844, SCHMD26426	DROME00482
OG0003841	SCHMD14946	DROME10377, DROME10376, DROME21784
OG0003843	SCHMD16158, SCHMD03988, SCHMD16160	DROME02011
OG0003844	SCHMD09963	DROME19636, DROME19637
OG0003845	SCHMD00835	DROME21374
OG0003846	SCHMD06517	DROME14576
OG0003849	SCHMD10843	DROME18363, DROME18362
OG0003850	SCHMD24952, SCHMD16801	DROME19645
OG0003851	SCHMD05218	DROME07873, DROME07872, DROME07874
OG0003853	SCHMD14514, SCHMD07343	DROME00889
OG0003855	SCHMD17767	DROME08550, DROME08549
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	DROME18670
OG0003857	SCHMD05301	DROME21963
OG0003860	SCHMD07832, SCHMD07831, SCHMD09480, SCHMD27052, SCHMD27051	DROME03956
OG0003863	SCHMD02612	DROME16970, DROME16972, DROME16971
OG0003865	SCHMD10111	DROME12154, DROME12155
OG0003866	SCHMD07937, SCHMD00211	DROME15012, DROME15013
OG0003868	SCHMD15677	DROME05264, DROME05265, DROME05263
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	DROME09592
OG0003871	SCHMD01263	DROME19904, DROME19903
OG0003872	SCHMD13742, SCHMD13511	DROME05404
OG0003875	SCHMD07244, SCHMD00813, SCHMD07245, SCHMD07243	DROME19790, DROME19791
OG0003876	SCHMD06770	DROME09112
OG0003877	SCHMD08239	DROME03255, DROME03256
OG0003879	SCHMD18366	DROME15863, DROME15864
OG0003881	SCHMD06054, SCHMD03369	DROME06398
OG0003883	SCHMD24582	DROME12952, DROME12953
OG0003884	SCHMD04417	DROME16036
OG0003885	SCHMD09959	DROME01881, DROME01880
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	DROME16702
OG0003887	SCHMD20058, SCHMD18207	DROME16856
OG0003888	SCHMD05192	DROME14996
OG0003889	SCHMD21799	DROME06390
OG0003892	SCHMD07588	DROME03882, DROME03883, DROME03881
OG0003894	SCHMD11863	DROME08816
OG0003897	SCHMD20071	DROME08504, DROME08505
OG0003903	SCHMD29162	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503
OG0003904	SCHMD00688	DROME13386
OG0003906	SCHMD03168	DROME10315
OG0003908	SCHMD10777, SCHMD26725	DROME07423
OG0003908	SCHMD03608	DROME05483
OG0003909	SCHMD13157, SCHMD18038, SCHMD13156, SCHMD13155, SCHMD19547, SCHMD15096	DROME12680
OG0003910	SCHMD16210, SCHMD14670	DROME10387
OG0003911	SCHMD17334, SCHMD20892	DROME11361
OG0003912	SCHMD04955	DROME03970, DROME03969, DROME03443
OG0003913	SCHMD18815, SCHMD08598, SCHMD23758	DROME04350
OG0003914	SCHMD00070	DROME09312
OG0003915	SCHMD16264, SCHMD14615	DROME04519
OG0003916	SCHMD05573	DROME10524, DROME10523
OG0003917	SCHMD02873	DROME06379
OG0003918	SCHMD00222	DROME16748, DROME16746, DROME16745, DROME16747
