Orthogroup	SCHMD	DANRE
OG0002766	SCHMD07474	DANRE10689, DANRE43431
OG0002770	SCHMD03395	DANRE00608, DANRE00610, DANRE00609
OG0002771	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030	DANRE05166, DANRE10927
OG0002772	SCHMD09831, SCHMD01102, SCHMD01105	DANRE40177
OG0002773	SCHMD12006, SCHMD03314, SCHMD03038	DANRE16149, DANRE16150
OG0002774	SCHMD14518	DANRE40158, DANRE38383, DANRE38382, DANRE10177
OG0002775	SCHMD12139, SCHMD09183	DANRE10663
OG0002776	SCHMD19737, SCHMD20919	DANRE07369, DANRE07368, DANRE07370
OG0002777	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289	DANRE25041, DANRE25042, DANRE31292, DANRE25790
OG0002779	SCHMD06581, SCHMD06580	DANRE22922, DANRE22920, DANRE22921
OG0002781	SCHMD04051, SCHMD00686	DANRE29052, DANRE23365, DANRE42355, DANRE42354
OG0002782	SCHMD12067, SCHMD08222	DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902
OG0002785	SCHMD03564, SCHMD02646	DANRE02085, DANRE02086, DANRE02084, DANRE34324
OG0002786	SCHMD18863	DANRE10328
OG0002787	SCHMD04800	DANRE10603, DANRE13604, DANRE13607, DANRE13605, DANRE13606
OG0002788	SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830	DANRE25185, DANRE25184, DANRE25183
OG0002790	SCHMD24450	DANRE12223, DANRE12222
OG0002791	SCHMD13195, SCHMD14197, SCHMD04469	DANRE30250, DANRE17081, DANRE26515, DANRE40129, DANRE00391
OG0002793	SCHMD23816, SCHMD22461	DANRE37882, DANRE37883, DANRE37885, DANRE37884
OG0002799	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012	DANRE29651
OG0002811	SCHMD13086, SCHMD29340, SCHMD29646, SCHMD08191, SCHMD16875, SCHMD16853, SCHMD26757, SCHMD25669, SCHMD08190	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593
OG0002814	SCHMD14700	DANRE05363, DANRE05362, DANRE04350, DANRE16030, DANRE16031, DANRE20078
OG0002815	SCHMD12858	DANRE10055, DANRE10054, DANRE17377, DANRE17376
OG0002817	SCHMD08770	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004
OG0002818	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943	DANRE22761, DANRE12422, DANRE12423
OG0002821	SCHMD04704	DANRE01907, DANRE27067
OG0002822	SCHMD08888, SCHMD21214, SCHMD14939	DANRE30016, DANRE15451, DANRE30378, DANRE04075
OG0002824	SCHMD22484, SCHMD22922	DANRE04182, DANRE27941, DANRE27940, DANRE42149
OG0002825	SCHMD04002	DANRE30695, DANRE30696, DANRE30694, DANRE30697
OG0002826	SCHMD04456	DANRE10738, DANRE10739, DANRE18655
OG0002827	SCHMD08735	DANRE17408, DANRE17409
OG0002830	SCHMD21823, SCHMD23359	DANRE17943, DANRE17942, DANRE11719, DANRE10775, DANRE35075, DANRE37933
OG0002831	SCHMD14362, SCHMD15514	DANRE12480, DANRE12481, DANRE12482, DANRE12483
OG0002833	SCHMD16770	DANRE30142, DANRE30143, DANRE24727
OG0002836	SCHMD15161, SCHMD12971, SCHMD15160	DANRE08766, DANRE40454
OG0002837	SCHMD08534	DANRE24271, DANRE38996, DANRE17835
OG0002838	SCHMD00590	DANRE05247, DANRE05246, DANRE05248, DANRE15690
OG0002839	SCHMD02377	DANRE09419
OG0002840	SCHMD06520, SCHMD05010, SCHMD06519, SCHMD06521	DANRE38625, DANRE38624, DANRE18870, DANRE18869
OG0002841	SCHMD26941, SCHMD29004	DANRE31234, DANRE31233, DANRE31235
OG0002842	SCHMD00997, SCHMD05266	DANRE33249, DANRE17900
OG0002843	SCHMD17688, SCHMD03006, SCHMD24577	DANRE33666
OG0002844	SCHMD03897	DANRE20599, DANRE22617
OG0002845	SCHMD02505	DANRE39162
OG0002848	SCHMD05152	DANRE23949, DANRE23950
OG0002850	SCHMD05521	DANRE13273, DANRE13274, DANRE27626
OG0002851	SCHMD04076	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966
OG0002858	SCHMD18586, SCHMD18130, SCHMD16715	DANRE14299, DANRE14298, DANRE38866
OG0002861	SCHMD05292	DANRE38967
OG0002863	SCHMD14028	DANRE33421
OG0002868	SCHMD21971, SCHMD27152, SCHMD21447	DANRE40637, DANRE40638
OG0002869	SCHMD20711, SCHMD17627, SCHMD26969, SCHMD17626	DANRE24450, DANRE27669, DANRE27668, DANRE27667, DANRE02445, DANRE02444, DANRE40032
OG0002870	SCHMD16201, SCHMD23491	DANRE11980, DANRE11979
OG0002872	SCHMD23217, SCHMD09189, SCHMD11269, SCHMD06673	DANRE14979
OG0002876	SCHMD10099	DANRE37111, DANRE37110, DANRE05881, DANRE05880
OG0002881	SCHMD10893, SCHMD01364	DANRE22987, DANRE20604, DANRE20603, DANRE20602
OG0002882	SCHMD19989, SCHMD13837	DANRE02825
OG0002884	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342	DANRE36631
OG0002885	SCHMD09734, SCHMD10047	DANRE35121, DANRE33273, DANRE33276, DANRE33275, DANRE33274
OG0002888	SCHMD09489	DANRE30140, DANRE29332, DANRE36172, DANRE36173
OG0002889	SCHMD01004	DANRE39741, DANRE39742, DANRE02420, DANRE30957, DANRE30958, DANRE30959
OG0002891	SCHMD13844	DANRE30130, DANRE16952
OG0002892	SCHMD14032	DANRE30274, DANRE40138, DANRE40139, DANRE35192, DANRE35190, DANRE35191, DANRE19158, DANRE19157, DANRE19160, DANRE19159
OG0002894	SCHMD25475	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765
OG0002895	SCHMD19751, SCHMD11439, SCHMD07104	DANRE30939, DANRE40535, DANRE02366
OG0002896	SCHMD17000	DANRE35909, DANRE41536, DANRE27083, DANRE23837, DANRE41537
OG0002897	SCHMD13842	DANRE35476, DANRE35474, DANRE35475
OG0002899	SCHMD08092	DANRE09288, DANRE09287, DANRE36325
OG0002900	SCHMD25381	DANRE12889, DANRE14486, DANRE14487
OG0002901	SCHMD19466	DANRE18173, DANRE18172
OG0002904	SCHMD11509	DANRE42980, DANRE42981
OG0002906	SCHMD03479, SCHMD03480, SCHMD20887	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196
OG0002907	SCHMD11864, SCHMD21839	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876
OG0002908	SCHMD03347	DANRE23356, DANRE23357
OG0002909	SCHMD13692	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880
OG0002911	SCHMD08308	DANRE05242, DANRE05241, DANRE00632, DANRE00631
OG0002912	SCHMD11036	DANRE38633, DANRE38632
OG0002913	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405	DANRE23914, DANRE26672, DANRE06874, DANRE26185, DANRE26184
OG0002915	SCHMD09665	DANRE12827, DANRE12826, DANRE27309
OG0002916	SCHMD27668, SCHMD21453, SCHMD23088	DANRE02144, DANRE02145, DANRE00486, DANRE00485
OG0002921	SCHMD09397	DANRE29158
OG0002926	SCHMD25907, SCHMD13775, SCHMD16726	DANRE34322, DANRE34323, DANRE21574, DANRE21575
OG0002927	SCHMD02868	DANRE09831, DANRE09830
OG0002944	SCHMD08008	DANRE18767, DANRE18766, DANRE22390, DANRE24085
OG0002948	SCHMD06278, SCHMD06277	DANRE34886
OG0002949	SCHMD00986	DANRE09990, DANRE09991
OG0002952	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820	DANRE06807, DANRE06808, DANRE20237
OG0002953	SCHMD15127	DANRE01655
OG0002955	SCHMD15457, SCHMD12505	DANRE05511
OG0002956	SCHMD03331	DANRE21694, DANRE21695, DANRE28355, DANRE28354, DANRE33265, DANRE33266
OG0002957	SCHMD14494, SCHMD11703	DANRE42141, DANRE42142, DANRE42144, DANRE42143
OG0002959	SCHMD27535, SCHMD20426, SCHMD03814	DANRE11880
OG0002960	SCHMD03221	DANRE14553
OG0002961	SCHMD25347, SCHMD24832	DANRE24668, DANRE24669
OG0002962	SCHMD02732	DANRE03998, DANRE03655, DANRE03654, DANRE03656, DANRE30303, DANRE30302
OG0002964	SCHMD23539	DANRE29981
OG0002964	SCHMD20676	DANRE30447
OG0002965	SCHMD08707	DANRE04577, DANRE04579, DANRE04581, DANRE04580, DANRE04576, DANRE04578
OG0002966	SCHMD19835	DANRE36185
OG0002967	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307	DANRE08054, DANRE08053, DANRE08052, DANRE34156
OG0002968	SCHMD17924	DANRE36282, DANRE13696
OG0002969	SCHMD08827	DANRE03329, DANRE03330
OG0002973	SCHMD02061, SCHMD03023	DANRE02875, DANRE43269, DANRE31423, DANRE31422
OG0002974	SCHMD05224	DANRE10580, DANRE10579, DANRE10581, DANRE38604
OG0002976	SCHMD04973	DANRE34839, DANRE34841, DANRE34840
OG0002977	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618	DANRE08323, DANRE08322
OG0002978	SCHMD21481, SCHMD17387	DANRE35229, DANRE35228, DANRE07269, DANRE18661, DANRE12048
OG0002979	SCHMD00206	DANRE02536
OG0002979	SCHMD00263	DANRE30626, DANRE30628, DANRE30627, DANRE11344
OG0002982	SCHMD01104	DANRE43008, DANRE43009
OG0002983	SCHMD18805	DANRE35676, DANRE36478
OG0002985	SCHMD03398, SCHMD14369	DANRE28806, DANRE21915
OG0002987	SCHMD01543	DANRE23368, DANRE06719
OG0002987	SCHMD13405	DANRE06509
OG0002989	SCHMD09813, SCHMD01483	DANRE22802, DANRE22801, DANRE22258
OG0002990	SCHMD10989, SCHMD24688, SCHMD10990	DANRE20457, DANRE20456
OG0002991	SCHMD22608, SCHMD20729	DANRE04634, DANRE04633, DANRE04635
OG0002992	SCHMD05236	DANRE38774, DANRE38775, DANRE38773, DANRE23142
OG0002994	SCHMD00361	DANRE09752, DANRE14545
OG0002998	SCHMD04878	DANRE25591, DANRE40334
OG0003000	SCHMD15140, SCHMD26659, SCHMD20533, SCHMD07446	DANRE12152
OG0003001	SCHMD16355, SCHMD17156	DANRE35538
OG0003004	SCHMD18300, SCHMD21092	DANRE11793, DANRE11792, DANRE19678, DANRE13171
OG0003005	SCHMD05203	DANRE05976, DANRE05975
OG0003006	SCHMD08276, SCHMD27162	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147
OG0003007	SCHMD03434	DANRE39995, DANRE15988, DANRE35426
OG0003008	SCHMD18648, SCHMD23992	DANRE34300, DANRE34301, DANRE26502, DANRE26501, DANRE36457, DANRE36456, DANRE36455
OG0003010	SCHMD10225	DANRE03320
OG0003011	SCHMD06741	DANRE35624, DANRE35625, DANRE28716, DANRE15480, DANRE15481, DANRE15482
OG0003012	SCHMD08169, SCHMD01210	DANRE02194, DANRE41182, DANRE01474, DANRE01475
OG0003012	SCHMD05862	DANRE02419, DANRE02418, DANRE02417
OG0003013	SCHMD06284	DANRE42634, DANRE09494, DANRE09495
OG0003014	SCHMD10015, SCHMD02414	DANRE18904, DANRE18903, DANRE11632, DANRE11631
OG0003016	SCHMD10022	DANRE15754, DANRE07659, DANRE07660
OG0003017	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213	DANRE14386
OG0003019	SCHMD22688	DANRE17944
OG0003022	SCHMD11673	DANRE06629, DANRE06630
OG0003023	SCHMD00132	DANRE07888, DANRE00144, DANRE39454
OG0003024	SCHMD16962, SCHMD09220	DANRE10956, DANRE10955, DANRE10957, DANRE10954, DANRE18319
OG0003025	SCHMD12824	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233
OG0003026	SCHMD02853, SCHMD01047	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963
OG0003027	SCHMD26555, SCHMD23346	DANRE39832, DANRE25253, DANRE25255, DANRE25254
OG0003028	SCHMD00803	DANRE14928, DANRE14929, DANRE14927
OG0003029	SCHMD17380	DANRE14128, DANRE12524
OG0003030	SCHMD14026, SCHMD14334	DANRE17646, DANRE17647, DANRE17166, DANRE30218
OG0003031	SCHMD01560	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164
OG0003033	SCHMD17975	DANRE15199
OG0003034	SCHMD06420	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813, DANRE19735, DANRE19736, DANRE19739, DANRE19738, DANRE19737
OG0003036	SCHMD00743, SCHMD00746, SCHMD00745	DANRE28031, DANRE21834
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300
OG0003039	SCHMD24951	DANRE00129
OG0003041	SCHMD13550, SCHMD13552, SCHMD05248	DANRE10566
OG0003043	SCHMD01921	DANRE17899
OG0003044	SCHMD18036	DANRE35015
OG0003046	SCHMD02191, SCHMD02192	DANRE25428, DANRE28175
OG0003048	SCHMD04259	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174
OG0003049	SCHMD02944	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463
OG0003050	SCHMD05940	DANRE16020, DANRE16022, DANRE43079, DANRE16021
OG0003052	SCHMD10563	DANRE16627, DANRE16629, DANRE16628
OG0003054	SCHMD07639	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241
OG0003055	SCHMD02492, SCHMD02453	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002
OG0003056	SCHMD23280	DANRE12162, DANRE12163, DANRE12164
OG0003060	SCHMD03911	DANRE30122, DANRE26566, DANRE20937
OG0003061	SCHMD13185, SCHMD19875	DANRE05258, DANRE05257, DANRE35570, DANRE11148, DANRE11147, DANRE11149, DANRE17428
OG0003063	SCHMD09452	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090
OG0003066	SCHMD16401	DANRE25448, DANRE31281
OG0003067	SCHMD13476	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233
OG0003072	SCHMD06901	DANRE21203, DANRE21204, DANRE30787, DANRE30788
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	DANRE00917, DANRE36055, DANRE36054, DANRE36053
OG0003074	SCHMD05044	DANRE14154, DANRE40534, DANRE14153, DANRE14152, DANRE09218, DANRE09217, DANRE09216
OG0003077	SCHMD16605, SCHMD02690	DANRE30068, DANRE30069, DANRE30345, DANRE30346
OG0003079	SCHMD21039, SCHMD16217	DANRE21757, DANRE19386, DANRE28143, DANRE21756
OG0003086	SCHMD08828	DANRE04961, DANRE04960
OG0003101	SCHMD08248	DANRE11473, DANRE24368, DANRE40300
OG0003104	SCHMD28727	DANRE36453
OG0003106	SCHMD02719, SCHMD29463	DANRE12715
OG0003107	SCHMD24066, SCHMD27003	DANRE12324, DANRE39342
OG0003110	SCHMD04241	DANRE42419, DANRE42418, DANRE42417
OG0003111	SCHMD13595	DANRE24570, DANRE35647, DANRE35648, DANRE35646
OG0003112	SCHMD20838	DANRE04574, DANRE04573, DANRE04575
OG0003113	SCHMD11799	DANRE18781, DANRE18782, DANRE11714
OG0003114	SCHMD14023	DANRE39250
OG0003116	SCHMD08507	DANRE02637, DANRE02636, DANRE07107
OG0003116	SCHMD19155	DANRE07106
OG0003119	SCHMD29008, SCHMD21161	DANRE33891, DANRE24253
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	DANRE12731, DANRE28362, DANRE21700
OG0003122	SCHMD20810, SCHMD20273	DANRE11723, DANRE11724
OG0003123	SCHMD12638	DANRE09106, DANRE14297, DANRE12710
OG0003124	SCHMD00285, SCHMD25581	DANRE19479, DANRE19478
OG0003125	SCHMD07267	DANRE27728, DANRE27726, DANRE27727
OG0003127	SCHMD22360	DANRE15881, DANRE05414
OG0003127	SCHMD11421	DANRE05629
OG0003128	SCHMD19584	DANRE16305
OG0003130	SCHMD04681	DANRE08300, DANRE08301, DANRE08299
OG0003133	SCHMD01412	DANRE12809, DANRE12810, DANRE12808
OG0003135	SCHMD19428, SCHMD16137	DANRE08191
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	DANRE35065, DANRE12101, DANRE11278
OG0003137	SCHMD07874	DANRE26190
OG0003141	SCHMD00202	DANRE20615, DANRE14046, DANRE14045, DANRE20616
OG0003144	SCHMD02154	DANRE11627, DANRE11628, DANRE00783, DANRE00782, DANRE00786, DANRE00785
OG0003147	SCHMD17526	DANRE06463, DANRE06464
OG0003148	SCHMD04778	DANRE00993
OG0003150	SCHMD20966	DANRE06878, DANRE06879, DANRE42088
OG0003151	SCHMD12480, SCHMD14456	DANRE24023, DANRE36876, DANRE40976, DANRE40977
OG0003152	SCHMD15231, SCHMD19429	DANRE30433, DANRE30432, DANRE03048, DANRE03049, DANRE28960
OG0003153	SCHMD06720, SCHMD06721	DANRE36866, DANRE36864
OG0003155	SCHMD26491	DANRE30426, DANRE30425
OG0003157	SCHMD06691	DANRE19807
OG0003160	SCHMD15101, SCHMD28838	DANRE05430, DANRE03119, DANRE03120, DANRE03118, DANRE03117
OG0003161	SCHMD03472	DANRE18063, DANRE18059, DANRE18061, DANRE18060, DANRE18062
OG0003162	SCHMD16228, SCHMD15451	DANRE17764, DANRE05683, DANRE08820
OG0003164	SCHMD01405	DANRE06390, DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697
OG0003165	SCHMD04066	DANRE11655, DANRE11657, DANRE11654, DANRE11656, DANRE05525
OG0003167	SCHMD26384, SCHMD25102, SCHMD24478	DANRE03155, DANRE29368, DANRE29367, DANRE07936, DANRE07935
OG0003169	SCHMD10405	DANRE42633, DANRE42632
OG0003171	SCHMD06378	DANRE26972, DANRE26973, DANRE18285, DANRE18286, DANRE18287
OG0003172	SCHMD01375	DANRE42756
OG0003173	SCHMD04311	DANRE16308
OG0003178	SCHMD14461	DANRE08964, DANRE11055
OG0003181	SCHMD00970	DANRE29811, DANRE29810, DANRE36146, DANRE36147, DANRE36145, DANRE36148
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	DANRE28251
OG0003185	SCHMD16980	DANRE31277
OG0003188	SCHMD17519	DANRE00343
OG0003188	SCHMD17520	DANRE25991, DANRE38344, DANRE34574
OG0003189	SCHMD02678	DANRE00005, DANRE00004
OG0003191	SCHMD03926	DANRE35621, DANRE35620, DANRE23032, DANRE23033
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	DANRE16196, DANRE16197, DANRE41842, DANRE16198
OG0003195	SCHMD01797	DANRE30347, DANRE30348, DANRE30351, DANRE30349, DANRE30350
OG0003196	SCHMD11447	DANRE10235
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	DANRE08921
OG0003202	SCHMD03218, SCHMD21658	DANRE25272, DANRE00416, DANRE00417
OG0003203	SCHMD02943, SCHMD25430	DANRE14965, DANRE13754
OG0003206	SCHMD29612	DANRE28861
OG0003207	SCHMD06863, SCHMD04604	DANRE36071, DANRE30681
OG0003208	SCHMD02480	DANRE40085, DANRE35924, DANRE35923, DANRE35925
OG0003210	SCHMD23858, SCHMD23874	DANRE19116, DANRE19117, DANRE40210, DANRE26478
OG0003212	SCHMD20324, SCHMD18634	DANRE39811, DANRE39812, DANRE31617, DANRE31616
OG0003213	SCHMD10626, SCHMD25655	DANRE26968, DANRE26967
OG0003214	SCHMD18471	DANRE41512
OG0003215	SCHMD06939	DANRE02939, DANRE02937, DANRE02938, DANRE11053, DANRE11054, DANRE11051, DANRE11052
OG0003217	SCHMD03371, SCHMD00338	DANRE01890, DANRE19010
OG0003218	SCHMD20285	DANRE20503, DANRE20504
OG0003220	SCHMD14282	DANRE14233, DANRE10112
OG0003221	SCHMD16909, SCHMD22653	DANRE15085, DANRE15029, DANRE15030
OG0003222	SCHMD08631	DANRE39352, DANRE12322, DANRE24319
OG0003223	SCHMD08068	DANRE22864, DANRE22860, DANRE22861, DANRE22862, DANRE22863
OG0003226	SCHMD02518, SCHMD13794	DANRE38654
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	DANRE17723, DANRE17725, DANRE17724, DANRE17726
OG0003229	SCHMD00545	DANRE00332
OG0003230	SCHMD09623	DANRE04385
OG0003231	SCHMD04328	DANRE02077, DANRE02078, DANRE02079, DANRE02076
OG0003235	SCHMD15802	DANRE22428, DANRE22427, DANRE22430, DANRE22429
OG0003238	SCHMD09383	DANRE12306, DANRE12307
OG0003250	SCHMD02359	DANRE17729, DANRE22519, DANRE22517, DANRE22518
OG0003251	SCHMD10064, SCHMD14392	DANRE14601, DANRE38610
OG0003253	SCHMD08495	DANRE19413, DANRE19414, DANRE33956, DANRE33957, DANRE12186, DANRE12185, DANRE19415
OG0003254	SCHMD01611	DANRE06282, DANRE19948, DANRE19947
OG0003255	SCHMD16797	DANRE14794
OG0003257	SCHMD14887, SCHMD01601	DANRE17792, DANRE05536, DANRE05537
OG0003258	SCHMD22229, SCHMD24400	DANRE22153, DANRE22152
OG0003260	SCHMD03972	DANRE40161, DANRE40160, DANRE00185, DANRE00186, DANRE00187, DANRE00183, DANRE00184
OG0003262	SCHMD19208	DANRE39652, DANRE39651, DANRE33302, DANRE33303, DANRE33301, DANRE39650, DANRE39654, DANRE42985
OG0003264	SCHMD03771	DANRE23955, DANRE04459, DANRE24677
OG0003265	SCHMD14800	DANRE02228, DANRE02229, DANRE31541, DANRE31542, DANRE31540
OG0003267	SCHMD03991	DANRE33615, DANRE33614, DANRE03537
OG0003268	SCHMD03636	DANRE14424
OG0003269	SCHMD04531	DANRE03374, DANRE30416, DANRE30418, DANRE30419, DANRE30420, DANRE30417
OG0003273	SCHMD06523	DANRE14068, DANRE14069, DANRE19959
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	DANRE03448, DANRE37102, DANRE37101
OG0003277	SCHMD27731, SCHMD11904	DANRE40517, DANRE40516, DANRE36836
OG0003279	SCHMD08045	DANRE06635, DANRE06634, DANRE06174
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	DANRE30682, DANRE30683
OG0003284	SCHMD07514, SCHMD15662	DANRE42349, DANRE42348, DANRE42346, DANRE42345, DANRE42347, DANRE42350
OG0003286	SCHMD09721	DANRE30520
OG0003287	SCHMD14605	DANRE22777, DANRE18646
OG0003288	SCHMD09311, SCHMD11762	DANRE06393, DANRE06392, DANRE06391
OG0003289	SCHMD16616	DANRE24116, DANRE27232, DANRE12400, DANRE12399, DANRE12398
OG0003290	SCHMD28476, SCHMD05994	DANRE27116, DANRE37909
OG0003291	SCHMD09949	DANRE20382
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	DANRE01752, DANRE01751
OG0003296	SCHMD02838	DANRE00126, DANRE33544, DANRE33545, DANRE33543
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	DANRE30439, DANRE30438
OG0003299	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046	DANRE36340
OG0003301	SCHMD13976, SCHMD15564	DANRE05125
OG0003302	SCHMD01831	DANRE06221
OG0003303	SCHMD01441	DANRE04326, DANRE04325, DANRE04327, DANRE28350
OG0003305	SCHMD12414	DANRE19351, DANRE19350, DANRE19352, DANRE19348, DANRE19349, DANRE34110, DANRE34111
OG0003306	SCHMD03757	DANRE43404, DANRE43405
OG0003308	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950	DANRE00149, DANRE27110, DANRE02117, DANRE02119, DANRE02118
OG0003309	SCHMD01407	DANRE23795, DANRE26902, DANRE23796, DANRE42524
OG0003311	SCHMD07066, SCHMD10347	DANRE33784, DANRE24297, DANRE24298, DANRE43051, DANRE43050, DANRE43048, DANRE43049
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	DANRE26440, DANRE26441
OG0003318	SCHMD12981	DANRE25493, DANRE22611, DANRE23177
OG0003318	SCHMD18691	DANRE22612
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	DANRE25742, DANRE25743, DANRE25741
OG0003325	SCHMD09735	DANRE05384
OG0003328	SCHMD28972	DANRE27765
OG0003329	SCHMD18095, SCHMD22699	DANRE34804, DANRE34803, DANRE34805, DANRE34806, DANRE19075, DANRE19074
OG0003330	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183	DANRE25990, DANRE25989, DANRE25988
OG0003335	SCHMD19779	DANRE43040, DANRE43039
OG0003338	SCHMD07031	DANRE23591, DANRE35324
OG0003340	SCHMD08266	DANRE04514, DANRE15040, DANRE15039
OG0003341	SCHMD00617	DANRE16894, DANRE16891, DANRE16893, DANRE16892
OG0003343	SCHMD22696	DANRE07919
OG0003344	SCHMD12946, SCHMD01887	DANRE18124, DANRE18125
OG0003345	SCHMD29662	DANRE11339, DANRE11338
OG0003347	SCHMD05565, SCHMD05566	DANRE41449, DANRE35758
OG0003349	SCHMD04642, SCHMD00847	DANRE15993, DANRE05369, DANRE04342
OG0003354	SCHMD00933	DANRE29835, DANRE29834
OG0003356	SCHMD07762	DANRE15474, DANRE30339, DANRE30340, DANRE30341
OG0003357	SCHMD05234	DANRE07394
OG0003358	SCHMD00069	DANRE02479, DANRE02478, DANRE02477, DANRE02476
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	DANRE18616, DANRE18617
OG0003360	SCHMD04932	DANRE05510, DANRE05508, DANRE05507, DANRE05509
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	DANRE05842, DANRE05843, DANRE05841, DANRE08075
OG0003366	SCHMD14890	DANRE04648, DANRE04649
OG0003369	SCHMD01240	DANRE34343
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676	DANRE10592, DANRE15077, DANRE15078, DANRE15079
OG0003372	SCHMD20234	DANRE23620, DANRE04361
OG0003373	SCHMD21509, SCHMD21699	DANRE30795, DANRE25514
OG0003374	SCHMD04840	DANRE10573, DANRE14737, DANRE12074, DANRE12073
OG0003375	SCHMD08102	DANRE39521, DANRE39522
OG0003378	SCHMD07045	DANRE29519, DANRE29520, DANRE12800
OG0003380	SCHMD05800	DANRE00132, DANRE39588, DANRE00756
OG0003381	SCHMD19752	DANRE39290, DANRE39291, DANRE39289
OG0003382	SCHMD05894	DANRE26481, DANRE09915
OG0003384	SCHMD08925	DANRE16877, DANRE16878, DANRE05733, DANRE00623
OG0003385	SCHMD09120	DANRE23352
OG0003386	SCHMD08232	DANRE36331, DANRE26427, DANRE36330
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	DANRE03541, DANRE03539, DANRE03540, DANRE11313
OG0003391	SCHMD15661, SCHMD24921, SCHMD27033	DANRE05822, DANRE05819, DANRE05820
