Orthogroup	SCHMD	DANRE
OG0003392	SCHMD20046	DANRE36118, DANRE36119, DANRE15512
OG0003410	SCHMD03286	DANRE01992, DANRE01990, DANRE01983, DANRE01991, DANRE01982, DANRE01979, DANRE02053, DANRE43380, DANRE01985, DANRE01977, DANRE02065, DANRE02046, DANRE02049, DANRE02057, DANRE02034, DANRE02035, DANRE02036, DANRE02051, DANRE02056, DANRE02055, DANRE02038, DANRE02062, DANRE02063, DANRE01980, DANRE02060, DANRE02032, DANRE02033, DANRE02030, DANRE02064, DANRE02037, DANRE02044, DANRE02059, DANRE01988, DANRE02054, DANRE02047, DANRE02040, DANRE29839
OG0003411	SCHMD09736	DANRE42195, DANRE42199, DANRE40693, DANRE40686, DANRE40687, DANRE40689, DANRE40691, DANRE40699, DANRE40694, DANRE40696, DANRE16063, DANRE42196, DANRE42194, DANRE42201, DANRE42197, DANRE40714, DANRE40717, DANRE40715, DANRE40711, DANRE40698, DANRE40704, DANRE40708, DANRE40709, DANRE12965, DANRE40713, DANRE40707, DANRE40700, DANRE40703, DANRE40701, DANRE40688, DANRE40690, DANRE40710, DANRE40712, DANRE40716, DANRE43338, DANRE40692, DANRE40702, DANRE40697, DANRE40695
OG0003419	SCHMD02792	DANRE37837, DANRE37839, DANRE37838
OG0003421	SCHMD25644, SCHMD14414	DANRE07102, DANRE07103
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	DANRE31337, DANRE31335, DANRE31336
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	DANRE00220, DANRE00221
OG0003426	SCHMD11714	DANRE06294
OG0003430	SCHMD03690	DANRE14092, DANRE09762, DANRE09764, DANRE09763
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	DANRE37082, DANRE37083, DANRE39962
OG0003434	SCHMD05639, SCHMD06055	DANRE24886, DANRE24887
OG0003435	SCHMD22101, SCHMD18693	DANRE17574, DANRE17573, DANRE12047
OG0003439	SCHMD00949	DANRE35606, DANRE35605, DANRE35604, DANRE35607, DANRE36234, DANRE36232, DANRE36233, DANRE36235
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	DANRE03345, DANRE05497
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	DANRE12955, DANRE25459, DANRE25458
OG0003445	SCHMD02071	DANRE19529, DANRE19528
OG0003449	SCHMD06404	DANRE38813
OG0003450	SCHMD01589	DANRE27355
OG0003451	SCHMD08838	DANRE42271
OG0003454	SCHMD10872, SCHMD17895	DANRE29968, DANRE29967, DANRE09859, DANRE03480
OG0003455	SCHMD27744, SCHMD09301	DANRE22409
OG0003456	SCHMD08769	DANRE28799, DANRE43150, DANRE15409, DANRE15410, DANRE30024, DANRE30026, DANRE30025
OG0003458	SCHMD20564	DANRE13525, DANRE13524
OG0003462	SCHMD28411	DANRE30211
OG0003463	SCHMD00720, SCHMD00721	DANRE10783, DANRE18440, DANRE18439, DANRE18438, DANRE07859
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	DANRE03547, DANRE03548
OG0003465	SCHMD04832	DANRE35168, DANRE35169
OG0003466	SCHMD14345	DANRE04060, DANRE04824, DANRE20160, DANRE06040, DANRE06041
OG0003467	SCHMD08398	DANRE14132, DANRE14134, DANRE14133, DANRE14135
OG0003468	SCHMD28745, SCHMD18984	DANRE11504, DANRE11503
OG0003473	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137	DANRE20209, DANRE20208
OG0003474	SCHMD18226	DANRE17745
OG0003475	SCHMD11005	DANRE24337, DANRE24338
OG0003476	SCHMD14696	DANRE31061
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	DANRE05139, DANRE05138
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877
OG0003479	SCHMD07504, SCHMD03144	DANRE20647, DANRE36733, DANRE02669
OG0003480	SCHMD01806	DANRE43412, DANRE43414, DANRE43413
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	DANRE05923, DANRE05924, DANRE05925
OG0003484	SCHMD18619, SCHMD27864, SCHMD25667	DANRE19021, DANRE19020, DANRE12207, DANRE12208
OG0003486	SCHMD07957	DANRE17309
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	DANRE14100, DANRE09209, DANRE14099
OG0003488	SCHMD09112, SCHMD22268	DANRE24327
OG0003489	SCHMD27620	DANRE11374, DANRE04492, DANRE04493
OG0003490	SCHMD10202	DANRE42249
OG0003491	SCHMD07566	DANRE06868, DANRE08758, DANRE16579, DANRE16578
OG0003492	SCHMD17580	DANRE01447, DANRE41235, DANRE41236, DANRE03530, DANRE03529, DANRE41237
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149
OG0003498	SCHMD19260	DANRE15885, DANRE15884, DANRE15882, DANRE15883
OG0003498	SCHMD19261, SCHMD16893	DANRE15886
OG0003501	SCHMD02847, SCHMD02846	DANRE21717, DANRE21718
OG0003502	SCHMD05683	DANRE19909
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	DANRE04139
OG0003504	SCHMD16696, SCHMD18314	DANRE09341
OG0003505	SCHMD08229, SCHMD08228	DANRE25526, DANRE25525
OG0003508	SCHMD00810	DANRE24205, DANRE24206, DANRE27009, DANRE42781, DANRE27008
OG0003509	SCHMD12054	DANRE39372
OG0003510	SCHMD06295	DANRE09753, DANRE14711, DANRE39368
OG0003511	SCHMD10744	DANRE34748, DANRE34747
OG0003513	SCHMD25986, SCHMD27084	DANRE42231, DANRE42230, DANRE21349, DANRE21350, DANRE09800
OG0003515	SCHMD16232, SCHMD28533	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343, DANRE16344
OG0003516	SCHMD28216	DANRE11222
OG0003518	SCHMD05084	DANRE14130
OG0003519	SCHMD04577	DANRE10230
OG0003520	SCHMD04339	DANRE11516
OG0003522	SCHMD02972	DANRE17299, DANRE17298, DANRE17297
OG0003523	SCHMD11220, SCHMD11219	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370
OG0003524	SCHMD06675	DANRE02746, DANRE02745, DANRE02747
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	DANRE27714, DANRE27715
OG0003527	SCHMD19091, SCHMD14510	DANRE12230, DANRE12229, DANRE01188, DANRE01187, DANRE01189
OG0003527	SCHMD28971	DANRE12231, DANRE01190
OG0003528	SCHMD21896, SCHMD26214	DANRE41938, DANRE41935, DANRE41937, DANRE41936
OG0003530	SCHMD08166	DANRE35714, DANRE35715, DANRE41750, DANRE41749, DANRE41748
OG0003531	SCHMD02486	DANRE11886, DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248, DANRE11887
OG0003532	SCHMD04373	DANRE41953, DANRE41951, DANRE41952
OG0003533	SCHMD29432, SCHMD23787	DANRE21269, DANRE21268
OG0003534	SCHMD19910	DANRE02903
OG0003539	SCHMD18718, SCHMD20290	DANRE15875
OG0003543	SCHMD01295, SCHMD04172	DANRE38886, DANRE10232
OG0003544	SCHMD22197, SCHMD21841	DANRE09057, DANRE09055, DANRE09056, DANRE17347
OG0003545	SCHMD18885, SCHMD15544	DANRE29386, DANRE30468
OG0003548	SCHMD25865, SCHMD23815	DANRE39407, DANRE16310
OG0003550	SCHMD01327	DANRE14900, DANRE35543, DANRE35542
OG0003551	SCHMD07949	DANRE16754, DANRE19012, DANRE20957
OG0003552	SCHMD10623, SCHMD08451	DANRE26596, DANRE40134, DANRE40135, DANRE40136
OG0003554	SCHMD11710, SCHMD08877	DANRE01464, DANRE01465, DANRE01463, DANRE05784
OG0003555	SCHMD03932	DANRE04170
OG0003556	SCHMD03452	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295
OG0003557	SCHMD08732	DANRE33572, DANRE05211, DANRE05210
OG0003558	SCHMD04257	DANRE12166, DANRE12165, DANRE01863, DANRE01861, DANRE01862
OG0003561	SCHMD07358	DANRE17387, DANRE24268
OG0003562	SCHMD00923	DANRE41112, DANRE41113, DANRE15063, DANRE10483
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	DANRE03372, DANRE03371
OG0003564	SCHMD19445, SCHMD14913	DANRE34009, DANRE35412, DANRE35411, DANRE06720
OG0003566	SCHMD26756, SCHMD15301	DANRE25553, DANRE39313, DANRE25552
OG0003567	SCHMD15008, SCHMD04442	DANRE29406, DANRE29405
OG0003568	SCHMD15819	DANRE40875, DANRE40876
OG0003570	SCHMD08962	DANRE27969, DANRE27968, DANRE27970
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	DANRE09814, DANRE02349, DANRE12394, DANRE12393
OG0003573	SCHMD03521	DANRE28941, DANRE28942, DANRE28940
OG0003577	SCHMD10649	DANRE09820, DANRE09819
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	DANRE33558, DANRE01556, DANRE33559
OG0003582	SCHMD12451, SCHMD16671	DANRE40963, DANRE02380, DANRE02379
OG0003585	SCHMD02146	DANRE23537, DANRE09077, DANRE09076, DANRE28300, DANRE23249, DANRE22529, DANRE22528, DANRE23536
OG0003587	SCHMD10089, SCHMD10088, SCHMD06291, SCHMD04719	DANRE08794
OG0003597	SCHMD07116	DANRE38639, DANRE38640
OG0003598	SCHMD21244	DANRE19280, DANRE19281
OG0003599	SCHMD21154	DANRE38092, DANRE38093, DANRE38091
OG0003600	SCHMD02224	DANRE26177, DANRE26178
OG0003603	SCHMD02011	DANRE03093
OG0003604	SCHMD03287	DANRE20298, DANRE08319, DANRE40835, DANRE29646
OG0003607	SCHMD28540	DANRE04316, DANRE04314, DANRE04315
OG0003610	SCHMD10025, SCHMD05007	DANRE17750, DANRE17749, DANRE17751
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	DANRE07271, DANRE07270
OG0003612	SCHMD05840	DANRE08753, DANRE08754
OG0003613	SCHMD04176	DANRE02664, DANRE39801, DANRE39802, DANRE02439
OG0003615	SCHMD13214	DANRE28288, DANRE01856, DANRE01857
OG0003617	SCHMD19266, SCHMD24604, SCHMD19682	DANRE41693, DANRE41694
OG0003618	SCHMD03820	DANRE24326
OG0003619	SCHMD13518, SCHMD08597	DANRE07157
OG0003620	SCHMD10079, SCHMD29362	DANRE23470, DANRE23467, DANRE23468, DANRE23469
OG0003622	SCHMD21579, SCHMD21578, SCHMD23632	DANRE18315, DANRE10975
OG0003624	SCHMD09571, SCHMD22651	DANRE01669, DANRE01670
OG0003626	SCHMD06623	DANRE09128, DANRE09127
OG0003627	SCHMD19934, SCHMD24898	DANRE21501, DANRE01204, DANRE01205
OG0003629	SCHMD03651	DANRE07526, DANRE07525
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	DANRE03159, DANRE03160, DANRE03158
OG0003632	SCHMD28869	DANRE02527, DANRE24456
OG0003634	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332	DANRE40258, DANRE40257
OG0003635	SCHMD09927	DANRE06305, DANRE06306, DANRE06304
OG0003636	SCHMD16813	DANRE02585, DANRE02586
OG0003638	SCHMD08904, SCHMD12994	DANRE17696, DANRE17697, DANRE10884
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	DANRE21358
OG0003644	SCHMD03638	DANRE34251, DANRE34253, DANRE34252
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	DANRE12206, DANRE12205
OG0003647	SCHMD03661, SCHMD03659	DANRE34807, DANRE19073
OG0003649	SCHMD11461	DANRE20924
OG0003649	SCHMD11460	DANRE20925
OG0003651	SCHMD19273, SCHMD24605	DANRE22669, DANRE22670, DANRE39196, DANRE39195
OG0003652	SCHMD11274	DANRE19740, DANRE19741, DANRE08247, DANRE08248, DANRE18541
OG0003653	SCHMD17511, SCHMD11246	DANRE14179, DANRE14177, DANRE14178, DANRE38622, DANRE38058
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	DANRE24374, DANRE24376, DANRE24375
OG0003655	SCHMD09541	DANRE17873, DANRE01135
OG0003657	SCHMD25752, SCHMD28011	DANRE35762, DANRE35761, DANRE35760, DANRE41443, DANRE41444, DANRE41442
OG0003658	SCHMD29667	DANRE14324, DANRE14323, DANRE14322
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	DANRE29175, DANRE29174, DANRE29172, DANRE29173
OG0003661	SCHMD11070	DANRE37093, DANRE37094
OG0003666	SCHMD02137	DANRE10552, DANRE10553, DANRE18264, DANRE26861
OG0003668	SCHMD16966	DANRE12750
OG0003669	SCHMD19438	DANRE15781, DANRE15782
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	DANRE03115, DANRE05428, DANRE05429, DANRE20214
OG0003672	SCHMD06465, SCHMD13496	DANRE03570, DANRE03571
OG0003674	SCHMD19493, SCHMD21241	DANRE36174
OG0003675	SCHMD10343	DANRE09100, DANRE09099, DANRE09098, DANRE09102, DANRE09101, DANRE09097
OG0003676	SCHMD09933	DANRE39857
OG0003678	SCHMD18909	DANRE27131, DANRE27133, DANRE27132, DANRE29806, DANRE29807
OG0003679	SCHMD14973	DANRE42539, DANRE42541, DANRE42540, DANRE39212
OG0003682	SCHMD00097	DANRE08998, DANRE18739
OG0003683	SCHMD08791	DANRE01519
OG0003685	SCHMD02813	DANRE33649, DANRE13195, DANRE13196
OG0003687	SCHMD06543	DANRE23303, DANRE03707, DANRE42625, DANRE03708, DANRE42626, DANRE42624
OG0003688	SCHMD02218	DANRE39820, DANRE39819, DANRE39818
OG0003692	SCHMD07452	DANRE01457, DANRE01458, DANRE41224, DANRE41225, DANRE20247
OG0003694	SCHMD01774	DANRE09191, DANRE09192, DANRE09193
OG0003695	SCHMD02002	DANRE35139, DANRE35387, DANRE17667, DANRE17668
OG0003696	SCHMD10456, SCHMD19979	DANRE24939, DANRE24937, DANRE24938, DANRE24941
OG0003698	SCHMD04070, SCHMD04069	DANRE05742, DANRE41164
OG0003701	SCHMD15850	DANRE42586, DANRE42585, DANRE42588, DANRE42587
OG0003703	SCHMD03850	DANRE16794, DANRE16793, DANRE03417
OG0003706	SCHMD03464, SCHMD03465	DANRE14653, DANRE14652, DANRE08597
OG0003708	SCHMD13127	DANRE11487, DANRE11489, DANRE11488, DANRE11485, DANRE11486
OG0003710	SCHMD01072	DANRE33869, DANRE33868, DANRE24366, DANRE24365
OG0003712	SCHMD07204, SCHMD01556	DANRE28597, DANRE15505
OG0003713	SCHMD09387	DANRE18263, DANRE26856, DANRE26858, DANRE26857
OG0003716	SCHMD16362	DANRE02645, DANRE02644
OG0003717	SCHMD02266	DANRE15027, DANRE15028, DANRE10151, DANRE10150
OG0003718	SCHMD19427, SCHMD27978	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698, DANRE19396
OG0003720	SCHMD23149, SCHMD11812	DANRE26976, DANRE26975
OG0003721	SCHMD06738	DANRE11800, DANRE06295, DANRE06296
OG0003722	SCHMD13809	DANRE26551, DANRE34288, DANRE34285, DANRE34290, DANRE34289
OG0003724	SCHMD11616	DANRE41054
OG0003725	SCHMD27474, SCHMD20596	DANRE39997, DANRE39998, DANRE28902, DANRE23715
OG0003726	SCHMD25016	DANRE04497
OG0003728	SCHMD02160	DANRE40051
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	DANRE35811, DANRE35810
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	DANRE04244
OG0003731	SCHMD22514	DANRE01973, DANRE01974
OG0003732	SCHMD03760	DANRE41533
OG0003732	SCHMD03759	DANRE41532
OG0003734	SCHMD00609	DANRE34281
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	DANRE12670
OG0003737	SCHMD26875, SCHMD23789	DANRE35136, DANRE39954
OG0003739	SCHMD03999	DANRE42065, DANRE42066, DANRE42068, DANRE42067
OG0003740	SCHMD13948, SCHMD17686	DANRE38234, DANRE38233
OG0003741	SCHMD28597, SCHMD28496	DANRE10272
OG0003742	SCHMD03803	DANRE08596, DANRE14643, DANRE14644, DANRE23457
OG0003743	SCHMD05330, SCHMD03268	DANRE33700
OG0003744	SCHMD04258	DANRE40230, DANRE40231, DANRE01611
OG0003746	SCHMD20571	DANRE41689, DANRE35874, DANRE03867, DANRE29830, DANRE14507
OG0003747	SCHMD25018, SCHMD26084, SCHMD17880	DANRE13572
OG0003749	SCHMD12963	DANRE25687, DANRE03932
OG0003750	SCHMD10740, SCHMD21692	DANRE22388, DANRE22389
OG0003751	SCHMD29178, SCHMD29232	DANRE40133
OG0003755	SCHMD24630	DANRE07964, DANRE07965, DANRE07966
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	DANRE14383, DANRE12824, DANRE12823
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	DANRE08297, DANRE08295, DANRE08296
OG0003758	SCHMD10568	DANRE29257, DANRE29256, DANRE23446
OG0003759	SCHMD02168	DANRE23669, DANRE13867, DANRE13866
OG0003763	SCHMD15410	DANRE04502, DANRE04503
OG0003764	SCHMD03437	DANRE03129, DANRE03130, DANRE03128
OG0003766	SCHMD22112, SCHMD16522	DANRE01676
OG0003767	SCHMD06286	DANRE14728, DANRE14727
OG0003771	SCHMD05134	DANRE04250, DANRE28509
OG0003776	SCHMD01854	DANRE41866, DANRE41867, DANRE41870, DANRE41869, DANRE41865, DANRE41868, DANRE15288, DANRE15287
OG0003777	SCHMD09329, SCHMD03918	DANRE21401, DANRE42071, DANRE03850, DANRE14680, DANRE08584
OG0003778	SCHMD06996	DANRE30803, DANRE25496
OG0003779	SCHMD15868, SCHMD25797	DANRE23671
OG0003794	SCHMD05999	DANRE23498, DANRE14387, DANRE12539, DANRE12540, DANRE38896
OG0003795	SCHMD22731	DANRE39787, DANRE39786, DANRE39788, DANRE02438
OG0003798	SCHMD13971, SCHMD04164	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602
OG0003803	SCHMD27722, SCHMD27442	DANRE19445, DANRE40131, DANRE40132
OG0003806	SCHMD21156	DANRE29065
OG0003808	SCHMD27875, SCHMD11284	DANRE14806, DANRE14805
OG0003811	SCHMD22928, SCHMD13669	DANRE17816
OG0003812	SCHMD04985	DANRE19666, DANRE19665, DANRE19664, DANRE19662, DANRE19663
OG0003813	SCHMD01244	DANRE34559, DANRE34558, DANRE33725
OG0003815	SCHMD27290	DANRE35071
OG0003817	SCHMD04758	DANRE27863, DANRE27864
OG0003818	SCHMD10822, SCHMD17278	DANRE00796, DANRE00795, DANRE00794
OG0003821	SCHMD10138	DANRE40392, DANRE22098, DANRE22097
OG0003826	SCHMD20348	DANRE34174, DANRE34175
OG0003828	SCHMD01189, SCHMD27415	DANRE34896
OG0003831	SCHMD17115	DANRE15888, DANRE15887
OG0003833	SCHMD28965	DANRE10771, DANRE10770
OG0003834	SCHMD01451	DANRE26683, DANRE26682, DANRE26041, DANRE26040
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	DANRE28859
OG0003838	SCHMD05207	DANRE41969, DANRE41970, DANRE15858
OG0003839	SCHMD05702, SCHMD10139	DANRE26852, DANRE26851, DANRE26850, DANRE26849
OG0003840	SCHMD12844, SCHMD26426	DANRE38305, DANRE00216
OG0003841	SCHMD14946	DANRE14586, DANRE14585
OG0003843	SCHMD16158	DANRE16705, DANRE16707
OG0003844	SCHMD09963	DANRE16504
OG0003845	SCHMD00836	DANRE00912
OG0003845	SCHMD00835	DANRE00910, DANRE00911
OG0003846	SCHMD06517	DANRE11225, DANRE11224, DANRE00601, DANRE00602
OG0003849	SCHMD10843	DANRE12746, DANRE12745, DANRE38507, DANRE00452, DANRE00453
OG0003850	SCHMD24952, SCHMD16801	DANRE10537
OG0003852	SCHMD13486	DANRE25288
OG0003853	SCHMD14514, SCHMD07343	DANRE05312, DANRE05311, DANRE05313
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	DANRE35627, DANRE35628
OG0003857	SCHMD05301	DANRE29893
OG0003863	SCHMD02612	DANRE40797
OG0003865	SCHMD10111	DANRE42849, DANRE41340, DANRE41339, DANRE41338
OG0003866	SCHMD07937, SCHMD00211	DANRE24133, DANRE24132, DANRE24134, DANRE24131
OG0003868	SCHMD15677	DANRE02600, DANRE21503
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	DANRE24691
OG0003872	SCHMD13742, SCHMD13511	DANRE33580
OG0003875	SCHMD00813, SCHMD07245, SCHMD07243	DANRE13186
OG0003876	SCHMD06770	DANRE09822, DANRE09823
OG0003877	SCHMD08239	DANRE36315
OG0003878	SCHMD04321	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689
OG0003881	SCHMD06054, SCHMD03369	DANRE23015, DANRE23016
OG0003882	SCHMD13622	DANRE12769, DANRE12770, DANRE12768
OG0003883	SCHMD24582	DANRE39402
OG0003884	SCHMD04417	DANRE24982, DANRE24981, DANRE24983, DANRE24984, DANRE38541, DANRE38540
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	DANRE03464, DANRE03465
OG0003887	SCHMD20058, SCHMD18207	DANRE10423
OG0003888	SCHMD05192	DANRE03003, DANRE03004, DANRE03002, DANRE03001
OG0003889	SCHMD21799	DANRE29440
OG0003892	SCHMD07588	DANRE31548, DANRE31549
OG0003894	SCHMD11863	DANRE34284
OG0003896	SCHMD28716	DANRE29376, DANRE29375, DANRE35458
OG0003897	SCHMD20071	DANRE26467
OG0003903	SCHMD29162	DANRE15774
OG0003904	SCHMD00688	DANRE12918
OG0003905	SCHMD06967, SCHMD06965	DANRE25562, DANRE25561
OG0003906	SCHMD03168	DANRE21318, DANRE21317, DANRE21319
OG0003908	SCHMD10777, SCHMD26725	DANRE16228
OG0003908	SCHMD03608	DANRE37850
OG0003909	SCHMD13155, SCHMD19547, SCHMD15096	DANRE18212, DANRE18213
OG0003910	SCHMD16210, SCHMD14670	DANRE14816
OG0003911	SCHMD17334, SCHMD20892	DANRE36887, DANRE36885, DANRE36886
OG0003912	SCHMD04955	DANRE22780, DANRE24504, DANRE12988
OG0003914	SCHMD00070	DANRE37573
OG0003915	SCHMD16264, SCHMD14615	DANRE15234
OG0003917	SCHMD02873	DANRE36320, DANRE36318, DANRE36319
OG0003918	SCHMD00222	DANRE20155, DANRE07336, DANRE34528
OG0003919	SCHMD24561	DANRE34144
OG0003920	SCHMD03027	DANRE13507, DANRE13508, DANRE13506
OG0003921	SCHMD06689	DANRE27254, DANRE27256
OG0003923	SCHMD25596, SCHMD09715	DANRE41776, DANRE41774, DANRE41775
OG0003925	SCHMD25912, SCHMD09602	DANRE14197, DANRE10649, DANRE10648
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	DANRE01778, DANRE37929
OG0003928	SCHMD11506	DANRE27301, DANRE27303, DANRE27302
OG0003929	SCHMD28887	DANRE39127, DANRE39126
OG0003930	SCHMD03275	DANRE25629
OG0003931	SCHMD03615	DANRE03642, DANRE29896, DANRE29894, DANRE29895
OG0003933	SCHMD23983	DANRE36065, DANRE30948
OG0003934	SCHMD00793	DANRE13278
OG0003936	SCHMD01877	DANRE12822, DANRE12821, DANRE12820
OG0003938	SCHMD19197	DANRE11347
OG0003939	SCHMD05579	DANRE03346
OG0003940	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407	DANRE39442
OG0003944	SCHMD10666	DANRE26350
OG0003945	SCHMD04737	DANRE12335, DANRE12334, DANRE36681
OG0003946	SCHMD19360, SCHMD00465	DANRE16868, DANRE15691
OG0003947	SCHMD06484	DANRE04867, DANRE04866, DANRE04865, DANRE00638
OG0003949	SCHMD24366, SCHMD04246	DANRE22446, DANRE37005
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	DANRE25270
OG0003951	SCHMD04397	DANRE40463, DANRE40462
OG0003953	SCHMD22038	DANRE20584
OG0003954	SCHMD06088	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647
OG0003955	SCHMD06589	DANRE16285, DANRE16284, DANRE16283
OG0003956	SCHMD07488	DANRE02182, DANRE02183
OG0003958	SCHMD13631, SCHMD28091	DANRE05370, DANRE19939, DANRE19940, DANRE06230, DANRE19659
OG0003961	SCHMD04675	DANRE27124, DANRE40065
OG0003965	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031	DANRE11346
OG0003968	SCHMD20971, SCHMD24367	DANRE42393, DANRE37375
OG0003969	SCHMD08592	DANRE11066, DANRE11065
OG0003972	SCHMD13668	DANRE22865, DANRE22866
OG0003973	SCHMD06454	DANRE10902, DANRE35576, DANRE35578, DANRE35577
OG0003978	SCHMD29717, SCHMD28667, SCHMD05632	DANRE25666, DANRE05433, DANRE16866, DANRE19589
OG0003998	SCHMD17536, SCHMD17537	DANRE16820
OG0004000	SCHMD05012	DANRE14303, DANRE10250, DANRE10249
OG0004002	SCHMD02849	DANRE05929
OG0004004	SCHMD03887	DANRE20285
OG0004004	SCHMD03888	DANRE12698, DANRE12699
OG0004007	SCHMD27653	DANRE17531, DANRE34274
OG0004009	SCHMD12539	DANRE04572
OG0004010	SCHMD11857	DANRE00257
OG0004012	SCHMD08012, SCHMD16333	DANRE20086
OG0004014	SCHMD17730, SCHMD16988, SCHMD25573	DANRE42841, DANRE42839, DANRE42840, DANRE42838
OG0004015	SCHMD06396	DANRE36484, DANRE36483
OG0004017	SCHMD27630	DANRE29671, DANRE29669, DANRE29670
OG0004018	SCHMD09657	DANRE10809, DANRE10810, DANRE10811
OG0004020	SCHMD29535, SCHMD26610	DANRE13395, DANRE13394
OG0004021	SCHMD12686	DANRE34176
OG0004025	SCHMD25773	DANRE35212
OG0004027	SCHMD07935	DANRE22477, DANRE23101, DANRE03257
OG0004028	SCHMD03770	DANRE05055
OG0004029	SCHMD25820	DANRE05899
OG0004030	SCHMD13881	DANRE24757, DANRE24758
OG0004032	SCHMD08571	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489
OG0004033	SCHMD06585	DANRE02951, DANRE02950, DANRE05920
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	DANRE21263, DANRE13578
OG0004036	SCHMD07559, SCHMD09846	DANRE20096, DANRE38034, DANRE14234
OG0004037	SCHMD06653	DANRE36247, DANRE36246
OG0004038	SCHMD08999, SCHMD03883	DANRE21930
OG0004040	SCHMD09211	DANRE15831
OG0004041	SCHMD29278, SCHMD13539, SCHMD13540	DANRE16723
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	DANRE38657, DANRE38655
OG0004043	SCHMD00046	DANRE23254
OG0004044	SCHMD16907	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879
OG0004047	SCHMD07813	DANRE21333, DANRE21332
OG0004048	SCHMD05765	DANRE20080, DANRE06433, DANRE06434
OG0004051	SCHMD05269, SCHMD18831	DANRE29233, DANRE41445, DANRE35765
OG0004052	SCHMD01378	DANRE20998, DANRE20999
OG0004053	SCHMD09663	DANRE10451, DANRE10452, DANRE10453
