Orthogroup	SCHMD	BRALA
OG0002947	SCHMD01791	BRALA04381
OG0002948	SCHMD06278, SCHMD06277	BRALA08604, BRALA08603
OG0002949	SCHMD00986	BRALA34128
OG0002950	SCHMD12895	BRALA14007
OG0002950	SCHMD16450	BRALA14006
OG0002952	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820	BRALA16977
OG0002953	SCHMD15127	BRALA20438
OG0002955	SCHMD15457, SCHMD12505	BRALA20853
OG0002956	SCHMD03331	BRALA33340
OG0002957	SCHMD14494, SCHMD11703	BRALA29901
OG0002959	SCHMD27535, SCHMD20426, SCHMD03814	BRALA22499
OG0002960	SCHMD03221	BRALA17530
OG0002964	SCHMD23539	BRALA06367
OG0002966	SCHMD19835	BRALA23093
OG0002967	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307	BRALA24663
OG0002968	SCHMD17924	BRALA10191, BRALA16921, BRALA16922
OG0002969	SCHMD08827	BRALA14067, BRALA14066
OG0002973	SCHMD02061, SCHMD03023	BRALA35747, BRALA32976
OG0002974	SCHMD05224	BRALA19094
OG0002975	SCHMD22681	BRALA28849
OG0002976	SCHMD04973	BRALA18507
OG0002977	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618	BRALA29327
OG0002978	SCHMD21481, SCHMD17387	BRALA24108
OG0002979	SCHMD00263	BRALA29239
OG0002982	SCHMD01104	BRALA31857
OG0002983	SCHMD13929, SCHMD10593, SCHMD18805	BRALA15691
OG0002985	SCHMD03398, SCHMD14369	BRALA16955
OG0002987	SCHMD01543	BRALA16295
OG0002989	SCHMD09813, SCHMD01483	BRALA25735, BRALA25734, BRALA24378
OG0002990	SCHMD10989, SCHMD24688, SCHMD10990	BRALA27944
OG0002991	SCHMD22608, SCHMD20729	BRALA24373
OG0002992	SCHMD05236	BRALA10664
OG0002994	SCHMD00361	BRALA03071
OG0002997	SCHMD16711	BRALA00683
OG0002998	SCHMD04878	BRALA06170
OG0003000	SCHMD03735	BRALA04134
OG0003001	SCHMD16355, SCHMD17156	BRALA11352
OG0003004	SCHMD18300, SCHMD21092	BRALA28835
OG0003005	SCHMD05203	BRALA26150
OG0003006	SCHMD08276, SCHMD27162	BRALA30180
OG0003007	SCHMD03434	BRALA01148
OG0003008	SCHMD18648, SCHMD23992	BRALA24826
OG0003010	SCHMD10225	BRALA02051
OG0003011	SCHMD06741	BRALA12587, BRALA12588
OG0003012	SCHMD08169, SCHMD01210	BRALA17182
OG0003013	SCHMD06285, SCHMD12483, SCHMD06284	BRALA14158, BRALA14160
OG0003014	SCHMD10015, SCHMD02414	BRALA21168
OG0003016	SCHMD10022	BRALA08068
OG0003017	SCHMD26381, SCHMD19256	BRALA18273
OG0003019	SCHMD22688	BRALA14323, BRALA22516
OG0003020	SCHMD01885, SCHMD16858	BRALA19979
OG0003021	SCHMD16391	BRALA34687
OG0003022	SCHMD11673	BRALA12187
OG0003023	SCHMD00132	BRALA22185
OG0003024	SCHMD09220	BRALA29524
OG0003025	SCHMD12824	BRALA03359, BRALA17181
OG0003026	SCHMD02853, SCHMD01047	BRALA10042
OG0003027	SCHMD26555, SCHMD23346	BRALA09779
OG0003028	SCHMD00803	BRALA01708
OG0003029	SCHMD17380	BRALA19961
OG0003030	SCHMD14026, SCHMD14334	BRALA31370
OG0003031	SCHMD01561, SCHMD01560	BRALA32296
OG0003033	SCHMD17975	BRALA33535
OG0003034	SCHMD06420	BRALA18733
OG0003036	SCHMD00746, SCHMD00745	BRALA23667
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	BRALA21188
OG0003039	SCHMD25112, SCHMD24951, SCHMD14763	BRALA09562
OG0003041	SCHMD13550, SCHMD13552, SCHMD05248	BRALA13767
OG0003043	SCHMD01921	BRALA15954
OG0003044	SCHMD18036	BRALA14962
OG0003046	SCHMD02192	BRALA09266
OG0003048	SCHMD04259	BRALA35916, BRALA12484
OG0003049	SCHMD02944	BRALA00969
OG0003050	SCHMD05940	BRALA09486, BRALA26101
OG0003054	SCHMD07639	BRALA14292
OG0003055	SCHMD02492, SCHMD02453	BRALA01152
OG0003056	SCHMD23427, SCHMD16470	BRALA16866
OG0003060	SCHMD03911	BRALA01131
OG0003061	SCHMD13185, SCHMD19875	BRALA22578
OG0003063	SCHMD09452	BRALA20041
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	BRALA24672
OG0003066	SCHMD16401	BRALA02294
OG0003067	SCHMD13476	BRALA16399
OG0003072	SCHMD06901	BRALA28497
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	BRALA07212
OG0003074	SCHMD05044	BRALA20234, BRALA20235
OG0003077	SCHMD16605, SCHMD02690	BRALA32652, BRALA31414
OG0003079	SCHMD21039, SCHMD16217	BRALA14566
OG0003085	SCHMD12956	BRALA17031
OG0003086	SCHMD08828	BRALA21726, BRALA23186, BRALA15418
OG0003101	SCHMD08248	BRALA14766
OG0003104	SCHMD28727	BRALA17529
OG0003106	SCHMD02719, SCHMD29463	BRALA09165
OG0003107	SCHMD24066, SCHMD27003	BRALA03151
OG0003109	SCHMD16700	BRALA23045
OG0003110	SCHMD04241	BRALA14243
OG0003111	SCHMD13595	BRALA04538
OG0003112	SCHMD21475, SCHMD20475, SCHMD20838	BRALA28665, BRALA34089, BRALA29578
OG0003113	SCHMD02832, SCHMD29275	BRALA16666
OG0003114	SCHMD11723, SCHMD15288	BRALA15227
OG0003116	SCHMD08507	BRALA23274
OG0003116	SCHMD19155	BRALA30302
OG0003119	SCHMD29008, SCHMD21161	BRALA29056
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	BRALA15041
OG0003122	SCHMD20810, SCHMD20273	BRALA30971
OG0003123	SCHMD12638	BRALA12457, BRALA08747, BRALA08748, BRALA08746, BRALA08745
OG0003124	SCHMD00285, SCHMD25581	BRALA34138, BRALA34241, BRALA34239, BRALA34780
OG0003125	SCHMD07267	BRALA22292
OG0003127	SCHMD11421	BRALA22285
OG0003128	SCHMD19584	BRALA34098
OG0003130	SCHMD04681	BRALA35008, BRALA35686, BRALA33115, BRALA33842, BRALA35096
OG0003135	SCHMD18912	BRALA26114
OG0003135	SCHMD19428, SCHMD16137	BRALA34295
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	BRALA26231
OG0003137	SCHMD07874	BRALA19944
OG0003141	SCHMD00202	BRALA05474
OG0003144	SCHMD02154	BRALA30427
OG0003147	SCHMD17526	BRALA16312
OG0003148	SCHMD04778	BRALA31447
OG0003150	SCHMD20966	BRALA06073
OG0003151	SCHMD12480, SCHMD14456	BRALA28902
OG0003152	SCHMD15231, SCHMD19429	BRALA06359
OG0003153	SCHMD06720, SCHMD06721	BRALA20237
OG0003155	SCHMD26491	BRALA18620, BRALA25357
OG0003156	SCHMD09588	BRALA30177
OG0003157	SCHMD06691	BRALA18717
OG0003160	SCHMD15101, SCHMD28838	BRALA34327
OG0003161	SCHMD03472	BRALA12062
OG0003162	SCHMD16228, SCHMD15451	BRALA12042
OG0003164	SCHMD01405	BRALA08232
OG0003165	SCHMD04066	BRALA34066
OG0003167	SCHMD26384, SCHMD25102, SCHMD24478	BRALA29422
OG0003169	SCHMD10405	BRALA01179
OG0003171	SCHMD06380	BRALA03031
OG0003172	SCHMD01375	BRALA14091
OG0003173	SCHMD04311	BRALA28684
OG0003178	SCHMD14461	BRALA30304
OG0003180	SCHMD22560	BRALA19366
OG0003181	SCHMD00970	BRALA13987
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	BRALA19997
OG0003188	SCHMD17519, SCHMD17520	BRALA21755
OG0003189	SCHMD02678	BRALA28089, BRALA26188
OG0003191	SCHMD03926	BRALA04704
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	BRALA06151
OG0003195	SCHMD01797	BRALA29438
OG0003196	SCHMD11447	BRALA03312, BRALA34284, BRALA03314
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	BRALA14254
OG0003198	SCHMD14276	BRALA19414, BRALA19411, BRALA23398
OG0003199	SCHMD20498, SCHMD26450	BRALA17301
OG0003202	SCHMD03218, SCHMD21658	BRALA06604
OG0003203	SCHMD02943, SCHMD25430	BRALA24870
OG0003205	SCHMD16475	BRALA34333
OG0003206	SCHMD29612	BRALA15924
OG0003207	SCHMD06863, SCHMD04604	BRALA19743
OG0003210	SCHMD23858, SCHMD23874	BRALA02658
OG0003212	SCHMD20324, SCHMD18634, SCHMD18389	BRALA21845
OG0003213	SCHMD10626, SCHMD25655	BRALA15054
OG0003214	SCHMD18471	BRALA11877
OG0003215	SCHMD06939	BRALA11919
OG0003217	SCHMD03371, SCHMD00338	BRALA22390, BRALA22386
OG0003218	SCHMD20285	BRALA27140
OG0003220	SCHMD29061	BRALA35865
OG0003220	SCHMD14282	BRALA29359, BRALA35967
OG0003221	SCHMD16909, SCHMD22653	BRALA13791
OG0003222	SCHMD08631	BRALA03438, BRALA03437
OG0003223	SCHMD08068	BRALA03348
OG0003226	SCHMD02518, SCHMD13794	BRALA02281
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	BRALA28908
OG0003229	SCHMD00545	BRALA28965
OG0003230	SCHMD09623	BRALA16395
OG0003231	SCHMD04327, SCHMD04326	BRALA01823
OG0003235	SCHMD15802	BRALA28961
OG0003238	SCHMD09383	BRALA07897
OG0003250	SCHMD02359	BRALA23787
OG0003251	SCHMD14392	BRALA03131
OG0003253	SCHMD08495	BRALA17125
OG0003254	SCHMD01611	BRALA10884
OG0003255	SCHMD16797	BRALA04178
OG0003257	SCHMD14887, SCHMD01601	BRALA10821
OG0003258	SCHMD22229, SCHMD24400	BRALA26675
OG0003260	SCHMD03972	BRALA01352
OG0003262	SCHMD19208	BRALA23941
OG0003264	SCHMD03771	BRALA16693
OG0003265	SCHMD14800	BRALA09391
OG0003267	SCHMD03991	BRALA06736
OG0003268	SCHMD03636	BRALA28894
OG0003269	SCHMD04531	BRALA23035
OG0003270	SCHMD29657	BRALA10979
OG0003271	SCHMD16005, SCHMD05886	BRALA21453
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	BRALA19113
OG0003277	SCHMD27731, SCHMD11904	BRALA12741
OG0003279	SCHMD08045	BRALA19410
OG0003281	SCHMD10092	BRALA16219, BRALA16218, BRALA06040, BRALA16220, BRALA12224, BRALA06039, BRALA06038, BRALA16221
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	BRALA09386
OG0003284	SCHMD07514, SCHMD15662	BRALA07080
OG0003286	SCHMD09721	BRALA11189
OG0003287	SCHMD14605	BRALA23219
OG0003288	SCHMD09311, SCHMD11762	BRALA18702
OG0003289	SCHMD16616	BRALA20587
OG0003290	SCHMD28476, SCHMD05994	BRALA03644
OG0003291	SCHMD09949	BRALA23985
OG0003296	SCHMD02838	BRALA07237
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	BRALA11135
OG0003299	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046	BRALA05146
OG0003301	SCHMD13976, SCHMD15564	BRALA12896
OG0003302	SCHMD01831	BRALA03648
OG0003303	SCHMD01441	BRALA31282
OG0003305	SCHMD12414	BRALA02228
OG0003306	SCHMD03757	BRALA22690
OG0003306	SCHMD03756	BRALA30568
OG0003308	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950, SCHMD26026, SCHMD27829, SCHMD25541	BRALA05211, BRALA05209, BRALA05210
OG0003309	SCHMD01407	BRALA07365
OG0003311	SCHMD10347	BRALA16041
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	BRALA05665
OG0003317	SCHMD03906, SCHMD03908, SCHMD03907, SCHMD03905	BRALA25347
OG0003318	SCHMD12981, SCHMD18691	BRALA25729
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	BRALA16750
OG0003325	SCHMD09735	BRALA25251, BRALA23236
OG0003327	SCHMD05859	BRALA18397
OG0003328	SCHMD28972	BRALA19968, BRALA03294
OG0003329	SCHMD18095, SCHMD22699	BRALA16528
OG0003330	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183	BRALA21753
OG0003333	SCHMD20159, SCHMD28070	BRALA20739
OG0003335	SCHMD19779	BRALA18893
OG0003337	SCHMD01221, SCHMD01222	BRALA05428
OG0003338	SCHMD07031	BRALA35064, BRALA35117, BRALA34391, BRALA33959, BRALA35189
OG0003340	SCHMD08266	BRALA13754
OG0003341	SCHMD00617	BRALA22123
OG0003343	SCHMD22696	BRALA14934
OG0003344	SCHMD12946, SCHMD01887	BRALA16634
OG0003347	SCHMD05565, SCHMD05566	BRALA09177
OG0003348	SCHMD11779	BRALA15993
OG0003349	SCHMD04642, SCHMD00847	BRALA03624
OG0003354	SCHMD00933	BRALA00361
OG0003356	SCHMD07762	BRALA20221
OG0003357	SCHMD05234	BRALA28370
OG0003358	SCHMD00069	BRALA20313
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	BRALA22885
OG0003360	SCHMD04932	BRALA24694
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	BRALA15184
OG0003362	SCHMD06272	BRALA22433, BRALA22431, BRALA22432
OG0003363	SCHMD14405, SCHMD03321	BRALA14133
OG0003366	SCHMD14890	BRALA13308
OG0003367	SCHMD29603	BRALA33255
OG0003368	SCHMD18206	BRALA35670
OG0003369	SCHMD01240	BRALA06641
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676	BRALA13625
OG0003372	SCHMD20234	BRALA01258, BRALA01257
OG0003373	SCHMD21509, SCHMD21699	BRALA02259
OG0003374	SCHMD04840	BRALA32765
OG0003375	SCHMD08102	BRALA16607
OG0003378	SCHMD07045	BRALA18244
OG0003379	SCHMD11579	BRALA13967
OG0003380	SCHMD05800	BRALA19352
OG0003381	SCHMD19752	BRALA18296
OG0003382	SCHMD05894	BRALA02288, BRALA02289
OG0003384	SCHMD08925	BRALA21417
OG0003385	SCHMD09120	BRALA24635
OG0003386	SCHMD08232	BRALA30819
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	BRALA06749
OG0003391	SCHMD15661, SCHMD24921, SCHMD27033	BRALA31038
OG0003392	SCHMD20046	BRALA06298
OG0003419	SCHMD02792	BRALA33995
OG0003419	SCHMD29735	BRALA24123
OG0003421	SCHMD25644, SCHMD14414	BRALA22933
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	BRALA08270
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	BRALA13514, BRALA13513
OG0003426	SCHMD11714	BRALA28983
OG0003430	SCHMD03690	BRALA25695
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	BRALA07409
OG0003434	SCHMD05639, SCHMD06055	BRALA00541
OG0003435	SCHMD22101, SCHMD18693	BRALA26136, BRALA30163
OG0003435	SCHMD16836	BRALA35827
OG0003439	SCHMD00949	BRALA11592
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	BRALA15200
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	BRALA23414, BRALA16370
OG0003445	SCHMD02071	BRALA24008
OG0003450	SCHMD01589	BRALA18866
OG0003451	SCHMD08838	BRALA12366
OG0003453	SCHMD09929	BRALA22884
OG0003454	SCHMD10872, SCHMD17895	BRALA14039
OG0003455	SCHMD27744, SCHMD09301	BRALA02242
OG0003456	SCHMD08769	BRALA13939, BRALA06592
OG0003458	SCHMD20564	BRALA21912, BRALA09460
OG0003460	SCHMD01967, SCHMD01966	BRALA22272
OG0003462	SCHMD28411	BRALA10146
OG0003463	SCHMD00720, SCHMD00721	BRALA13330
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	BRALA27365, BRALA23056
OG0003465	SCHMD04832	BRALA21319
OG0003466	SCHMD14345	BRALA09926
OG0003467	SCHMD08398	BRALA12491
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382	BRALA29135
OG0003473	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137	BRALA25278
OG0003475	SCHMD11005	BRALA12280, BRALA35136, BRALA12279
OG0003476	SCHMD14696	BRALA30873
OG0003476	SCHMD15068	BRALA34458
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	BRALA21273
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	BRALA22512
OG0003479	SCHMD07504, SCHMD03144	BRALA30670
OG0003480	SCHMD01806	BRALA03258
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	BRALA32124
OG0003484	SCHMD12754	BRALA04161
OG0003486	SCHMD07957	BRALA31683
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	BRALA16372
OG0003488	SCHMD09112, SCHMD22268	BRALA21271
OG0003489	SCHMD27620	BRALA14772
OG0003491	SCHMD07566	BRALA06006
OG0003492	SCHMD17580	BRALA03827
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	BRALA17605
OG0003498	SCHMD19260	BRALA09693
OG0003501	SCHMD02847, SCHMD02846	BRALA01350
OG0003502	SCHMD05683	BRALA34217, BRALA32822
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	BRALA35054, BRALA35912
OG0003504	SCHMD16696, SCHMD18314	BRALA25286
OG0003505	SCHMD08229, SCHMD08228	BRALA03121
OG0003508	SCHMD00810	BRALA21200, BRALA21199
OG0003509	SCHMD12054	BRALA05520
OG0003510	SCHMD06295	BRALA03112
OG0003511	SCHMD10744	BRALA16529
OG0003513	SCHMD25986, SCHMD27084	BRALA14520
OG0003515	SCHMD16232, SCHMD28533	BRALA18725
OG0003516	SCHMD28216	BRALA11488
OG0003518	SCHMD11707, SCHMD22751, SCHMD09463, SCHMD00610, SCHMD20881, SCHMD13352, SCHMD02761, SCHMD12562, SCHMD25411, SCHMD24856	BRALA01598
OG0003518	SCHMD05084	BRALA01597
OG0003519	SCHMD04577	BRALA07432
OG0003520	SCHMD04339	BRALA13350
OG0003522	SCHMD02972	BRALA06407
OG0003523	SCHMD11220, SCHMD11219	BRALA15819
OG0003524	SCHMD06675	BRALA19610
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	BRALA04397
OG0003527	SCHMD28971	BRALA12195
OG0003528	SCHMD21896, SCHMD26214	BRALA28828
OG0003530	SCHMD08166	BRALA16960
OG0003531	SCHMD02486	BRALA34155
OG0003532	SCHMD04373	BRALA28381
OG0003533	SCHMD29432, SCHMD23787	BRALA12757
OG0003539	SCHMD18718, SCHMD20290	BRALA09265
OG0003543	SCHMD01295, SCHMD04172	BRALA02287
OG0003544	SCHMD22197, SCHMD21841	BRALA04094
OG0003545	SCHMD18885, SCHMD15544	BRALA25349
OG0003548	SCHMD25865, SCHMD23815	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697
OG0003550	SCHMD01327	BRALA18608
OG0003551	SCHMD07949	BRALA01030
OG0003552	SCHMD10623, SCHMD08451	BRALA23094
OG0003554	SCHMD11710, SCHMD08877	BRALA24475
OG0003555	SCHMD03932	BRALA21968
OG0003556	SCHMD03452	BRALA01809
OG0003557	SCHMD08732	BRALA02541
OG0003558	SCHMD04257	BRALA16598
OG0003561	SCHMD07358	BRALA28633
OG0003562	SCHMD00923	BRALA14777
OG0003563	SCHMD03124, SCHMD16557, SCHMD07863, SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	BRALA18624
OG0003564	SCHMD19445, SCHMD14913	BRALA27591
OG0003566	SCHMD26756, SCHMD15301	BRALA19185
OG0003567	SCHMD15008, SCHMD04442	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371
OG0003568	SCHMD15819	BRALA25412, BRALA28427
OG0003570	SCHMD08962	BRALA00798
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	BRALA31602, BRALA34916
OG0003573	SCHMD03521	BRALA14969
OG0003577	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649	BRALA00402
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	BRALA29478, BRALA23275
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	BRALA03835
OG0003582	SCHMD12451, SCHMD16671	BRALA19721
OG0003585	SCHMD02146	BRALA12934
OG0003587	SCHMD10089, SCHMD10088, SCHMD06291, SCHMD04719	BRALA28396, BRALA33433, BRALA18324, BRALA02550, BRALA10068
OG0003597	SCHMD07116	BRALA34091
OG0003598	SCHMD21244	BRALA18340
OG0003599	SCHMD21154	BRALA30350, BRALA33877
OG0003600	SCHMD02224	BRALA22014
OG0003603	SCHMD02011	BRALA06241
OG0003604	SCHMD03287	BRALA31536
OG0003607	SCHMD28540	BRALA10883
OG0003610	SCHMD10025, SCHMD05007	BRALA09770
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	BRALA24495
OG0003612	SCHMD05843, SCHMD05841	BRALA00833
OG0003613	SCHMD04176	BRALA11000
OG0003615	SCHMD13214	BRALA05371
OG0003617	SCHMD19266, SCHMD24604	BRALA23864
OG0003617	SCHMD19682	BRALA23865
OG0003618	SCHMD03820	BRALA30067
OG0003619	SCHMD13518, SCHMD08597	BRALA28306
OG0003620	SCHMD10079, SCHMD29362	BRALA15834
OG0003622	SCHMD21579, SCHMD21578, SCHMD23632	BRALA13428
OG0003624	SCHMD09570	BRALA32206
OG0003624	SCHMD09571, SCHMD22651	BRALA34546
OG0003624	SCHMD09569	BRALA32425
OG0003625	SCHMD19163, SCHMD19678, SCHMD22465	BRALA29309, BRALA10329, BRALA10330, BRALA16006
OG0003626	SCHMD06623	BRALA04725
OG0003627	SCHMD19934, SCHMD24898	BRALA16210
OG0003629	SCHMD03651	BRALA05892
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	BRALA29277
OG0003631	SCHMD10913	BRALA32757, BRALA35489, BRALA34452, BRALA34595
OG0003632	SCHMD28869	BRALA35240, BRALA22349
OG0003634	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332	BRALA14363
OG0003635	SCHMD09927	BRALA18691
OG0003636	SCHMD16813	BRALA30883
OG0003638	SCHMD08904, SCHMD12994	BRALA12059
OG0003639	SCHMD20935, SCHMD20934	BRALA34621, BRALA34483, BRALA34678
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	BRALA04598
OG0003644	SCHMD03638	BRALA10140
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	BRALA22868
OG0003647	SCHMD03661, SCHMD03659	BRALA16527
OG0003649	SCHMD11461	BRALA01612
OG0003651	SCHMD19273, SCHMD24605	BRALA21916
OG0003652	SCHMD11274	BRALA34260
OG0003653	SCHMD17511, SCHMD11246	BRALA33747, BRALA20594, BRALA35513
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	BRALA21275
OG0003655	SCHMD09541	BRALA33353
OG0003657	SCHMD25752, SCHMD28011	BRALA00140
OG0003658	SCHMD29667	BRALA00325
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	BRALA07055
OG0003664	SCHMD12084, SCHMD21392	BRALA25355
OG0003666	SCHMD02137	BRALA25648
OG0003668	SCHMD16966	BRALA16595
OG0003669	SCHMD19438	BRALA01156
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	BRALA32769
OG0003672	SCHMD06465, SCHMD13496	BRALA18633
OG0003673	SCHMD04574	BRALA19291
OG0003674	SCHMD19493, SCHMD21241	BRALA13017
OG0003675	SCHMD10343	BRALA11375
OG0003676	SCHMD09933	BRALA10096, BRALA14472
OG0003678	SCHMD18909	BRALA05291
OG0003679	SCHMD14973	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231
OG0003682	SCHMD00097	BRALA10785, BRALA10910
OG0003683	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791	BRALA22205
OG0003685	SCHMD02813	BRALA04329
OG0003687	SCHMD06543	BRALA14064
OG0003688	SCHMD02218	BRALA26787, BRALA05434
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511	BRALA33355
OG0003690	SCHMD28775, SCHMD27197	BRALA34982
OG0003692	SCHMD07452	BRALA28877
OG0003694	SCHMD01774	BRALA07902
OG0003695	SCHMD02002	BRALA21829
OG0003696	SCHMD10456, SCHMD19979	BRALA20035
OG0003698	SCHMD04070	BRALA21409
OG0003699	SCHMD25089, SCHMD23737	BRALA35351
OG0003701	SCHMD15850	BRALA16004
OG0003703	SCHMD03850	BRALA02399
OG0003705	SCHMD16984	BRALA17124
OG0003706	SCHMD03464, SCHMD03465	BRALA21768
OG0003708	SCHMD13127	BRALA19031
OG0003710	SCHMD01072	BRALA29789
OG0003712	SCHMD01556	BRALA11231
OG0003713	SCHMD09387	BRALA01757
OG0003716	SCHMD16362	BRALA32334
OG0003717	SCHMD02266	BRALA21117
OG0003717	SCHMD02265	BRALA12909
OG0003718	SCHMD19427, SCHMD27978	BRALA07126
OG0003720	SCHMD23149, SCHMD11812	BRALA02638
OG0003721	SCHMD06738	BRALA12038
OG0003722	SCHMD13809	BRALA24100
OG0003724	SCHMD11616	BRALA05473
OG0003725	SCHMD27474, SCHMD20596	BRALA29814, BRALA00696
OG0003726	SCHMD25016	BRALA15025, BRALA15024
OG0003728	SCHMD02160	BRALA23646
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	BRALA06888, BRALA06951
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	BRALA29533
OG0003731	SCHMD22514	BRALA21198
OG0003732	SCHMD03758, SCHMD03760, SCHMD03759	BRALA11685
OG0003733	SCHMD09106, SCHMD07190, SCHMD09105, SCHMD07189	BRALA01135
OG0003734	SCHMD00609	BRALA21794
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	BRALA33666, BRALA33744, BRALA33746
OG0003737	SCHMD26875, SCHMD23789	BRALA17522
OG0003739	SCHMD03999	BRALA14467
OG0003741	SCHMD09441, SCHMD07941	BRALA29769
OG0003742	SCHMD03803	BRALA18578
OG0003743	SCHMD05330, SCHMD03268	BRALA23724
OG0003744	SCHMD04258	BRALA24796
OG0003746	SCHMD20571	BRALA17015
OG0003747	SCHMD25018, SCHMD26084, SCHMD17880	BRALA30716
OG0003749	SCHMD12963	BRALA26426, BRALA26425
OG0003750	SCHMD10740, SCHMD21692	BRALA18863
OG0003751	SCHMD29178, SCHMD29232	BRALA32676, BRALA06904
OG0003755	SCHMD24630	BRALA35253, BRALA35547, BRALA34607
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	BRALA19970
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	BRALA13359
OG0003758	SCHMD10568	BRALA00093
OG0003759	SCHMD02168	BRALA05624
