Orthogroup	XENTR	HELIO_ok
OG0006242	XENTR00993	HELIO_04792
OG0006243	XENTR14329	HELIO_03162
OG0006244	XENTR01206	HELIO_09799
OG0006245	XENTR10382	HELIO_01875
OG0006246	XENTR08317, XENTR08316	HELIO_03207
OG0006247	XENTR15049	HELIO_12325
OG0006248	XENTR02044	HELIO_02578
OG0006249	XENTR18011	HELIO_03685
OG0006251	XENTR17672, XENTR17673	HELIO_03506
OG0006252	XENTR11356	HELIO_07441
OG0006254	XENTR04794	HELIO_03235
OG0006255	XENTR13581	HELIO_01290
OG0006256	XENTR12974	HELIO_09276
OG0006257	XENTR14368	HELIO_05551
OG0006258	XENTR05063	HELIO_02104
OG0006259	XENTR15431, XENTR15430	HELIO_08011
OG0006260	XENTR07975	HELIO_02690
OG0006261	XENTR02875	HELIO_01281
OG0006262	XENTR10478	HELIO_03022
OG0006263	XENTR16349	HELIO_01869
OG0006266	XENTR05490	HELIO_09601
OG0006270	XENTR07745	HELIO_03056
OG0006271	XENTR15420	HELIO_08830
OG0006273	XENTR12414, XENTR09963	HELIO_08816
OG0006274	XENTR10037	HELIO_07872
OG0006275	XENTR07622	HELIO_03477
OG0006276	XENTR13030	HELIO_01815
OG0006278	XENTR17395	HELIO_12003
OG0006279	XENTR16888	HELIO_03686
OG0006280	XENTR01612	HELIO_04297
OG0006282	XENTR15370	HELIO_02370
OG0006283	XENTR02905	HELIO_12120
OG0006284	XENTR06698	HELIO_12533
OG0006285	XENTR13372	HELIO_00662
OG0006286	XENTR17703	HELIO_12161
OG0006287	XENTR09075	HELIO_11429
OG0006289	XENTR14556	HELIO_05726
OG0006290	XENTR11599	HELIO_11929
OG0006291	XENTR03996	HELIO_02126
OG0006292	XENTR01719	HELIO_00798
OG0006293	XENTR13916	HELIO_02797
OG0006294	XENTR03051	HELIO_01836
OG0006295	XENTR01520	HELIO_06735
OG0006296	XENTR00735	HELIO_06978
OG0006297	XENTR11225	HELIO_03473
OG0006298	XENTR06203	HELIO_07555
OG0006299	XENTR08448	HELIO_03597
OG0006300	XENTR07486, XENTR07487	HELIO_08889
OG0006301	XENTR02417	HELIO_02503
OG0006302	XENTR12112	HELIO_07327
OG0006303	XENTR16221, XENTR08241, XENTR08242	HELIO_05727
OG0006304	XENTR07711	HELIO_02086
OG0006305	XENTR17559, XENTR18952	HELIO_00440
OG0006306	XENTR05458	HELIO_02884
OG0006307	XENTR02770	HELIO_06176
OG0006308	XENTR08889	HELIO_01030
OG0006310	XENTR04453	HELIO_09882
OG0006311	XENTR15701, XENTR15702	HELIO_07328
OG0006312	XENTR14039	HELIO_09759, HELIO_09758
OG0006315	XENTR14232	HELIO_08491
OG0006316	XENTR13989, XENTR13988	HELIO_11024
OG0006318	XENTR08794, XENTR10765	HELIO_04140
OG0006319	XENTR17260	HELIO_05167
OG0006320	XENTR10726	HELIO_01365
OG0006321	XENTR09888	HELIO_02693
OG0006322	XENTR02812	HELIO_05302
OG0006323	XENTR10824	HELIO_03381
OG0006324	XENTR04618	HELIO_03518
OG0006325	XENTR06243	HELIO_12476
OG0006327	XENTR15639	HELIO_04051
OG0006328	XENTR08357	HELIO_10414
OG0006329	XENTR01907	HELIO_06141
OG0006330	XENTR12116	HELIO_02203
OG0006331	XENTR02078	HELIO_06448
OG0006332	XENTR11820	HELIO_10634
OG0006334	XENTR11454	HELIO_03962
OG0006335	XENTR08558	HELIO_08944
OG0006336	XENTR14065	HELIO_11751
OG0006337	XENTR03411	HELIO_01227
OG0006338	XENTR00437	HELIO_02771, HELIO_07035
OG0006339	XENTR00791	HELIO_05939
OG0006340	XENTR08910	HELIO_10564
OG0006341	XENTR01670	HELIO_02596
OG0006343	XENTR14450	HELIO_10924, HELIO_03814
OG0006344	XENTR15368	HELIO_02682
OG0006345	XENTR09326	HELIO_06204
OG0006348	XENTR06843	HELIO_04624
OG0006349	XENTR07004	HELIO_11196
OG0006351	XENTR17000, XENTR16531	HELIO_01111
OG0006352	XENTR04339	HELIO_12264
OG0006353	XENTR02093	HELIO_08847
OG0006356	XENTR11146	HELIO_12334
OG0006357	XENTR09642	HELIO_04461, HELIO_05831
OG0006359	XENTR13253	HELIO_05317
OG0006360	XENTR11510	HELIO_03201
OG0006361	XENTR00506	HELIO_08471
OG0006362	XENTR05459	HELIO_00933
OG0006363	XENTR09507	HELIO_03249
OG0006364	XENTR09578	HELIO_11661
OG0006365	XENTR05265	HELIO_02059
OG0006366	XENTR03200	HELIO_09372
OG0006367	XENTR16726	HELIO_01807
OG0006368	XENTR01724	HELIO_11154, HELIO_06811
OG0006370	XENTR06294	HELIO_08191
OG0006372	XENTR08472	HELIO_12026
OG0006375	XENTR01833	HELIO_08503
OG0006376	XENTR07738	HELIO_08120
OG0006377	XENTR13700, XENTR18549, XENTR18550	HELIO_08767
OG0006378	XENTR05710	HELIO_10749
OG0006379	XENTR03826	HELIO_11177
OG0006380	XENTR07519	HELIO_09164
OG0006381	XENTR06606	HELIO_05870
OG0006382	XENTR08999	HELIO_08796
OG0006383	XENTR15954	HELIO_00800
OG0006384	XENTR13211	HELIO_05166
OG0006385	XENTR14544	HELIO_06115
OG0006386	XENTR12059	HELIO_08108
OG0006387	XENTR17469, XENTR08445	HELIO_04976
OG0006388	XENTR16581	HELIO_03315
OG0006389	XENTR16925	HELIO_10791
OG0006390	XENTR00780	HELIO_00558
OG0006391	XENTR02605	HELIO_08033
OG0006393	XENTR07149, XENTR11546	HELIO_00803
OG0006394	XENTR05625	HELIO_07735
OG0006395	XENTR18848, XENTR18849	HELIO_02881
OG0006396	XENTR05740	HELIO_07809
OG0006401	XENTR17593, XENTR13636	HELIO_05695
OG0006402	XENTR05561	HELIO_12228, HELIO_12229
OG0006405	XENTR18434	HELIO_06399
OG0006407	XENTR01503, XENTR01502, XENTR14495	HELIO_02958
OG0006414	XENTR06709	HELIO_01013
OG0006442	XENTR08173	HELIO_11335
OG0006443	XENTR09473	HELIO_11958
OG0006446	XENTR16098	HELIO_09199
OG0006447	XENTR07741	HELIO_02401
OG0006448	XENTR02943	HELIO_04101
OG0006452	XENTR02590, XENTR02788	HELIO_08481
OG0006454	XENTR04050	HELIO_03255
OG0006456	XENTR08352	HELIO_08853
OG0006457	XENTR11459, XENTR11458	HELIO_00878
OG0006458	XENTR02651	HELIO_10295
OG0006459	XENTR08528	HELIO_04320
OG0006460	XENTR00159	HELIO_05276
OG0006461	XENTR07035	HELIO_01776
OG0006462	XENTR01277	HELIO_05402
OG0006463	XENTR14323	HELIO_12258
OG0006464	XENTR10541	HELIO_03458
OG0006465	XENTR07508	HELIO_10993
OG0006467	XENTR02705	HELIO_04066
OG0006468	XENTR05148	HELIO_07270
OG0006469	XENTR07325	HELIO_10978
OG0006470	XENTR15042	HELIO_01090
OG0006471	XENTR14365	HELIO_01265
OG0006474	XENTR00813	HELIO_12383
OG0006475	XENTR10608	HELIO_08214
OG0006476	XENTR04361	HELIO_04991
OG0006477	XENTR04447	HELIO_11915
OG0006478	XENTR14784	HELIO_06607
OG0006479	XENTR08062	HELIO_06008
OG0006480	XENTR17557	HELIO_11368
OG0006481	XENTR02608	HELIO_00988
OG0006482	XENTR03862	HELIO_08203
OG0006483	XENTR10963	HELIO_01587
OG0006485	XENTR16219	HELIO_04753
OG0006486	XENTR11132, XENTR15545	HELIO_03923
OG0006487	XENTR02802	HELIO_00559
OG0006488	XENTR02069	HELIO_02453
OG0006490	XENTR10811	HELIO_10388
OG0006491	XENTR07123	HELIO_07075
OG0006493	XENTR17127, XENTR17126	HELIO_07266
OG0006494	XENTR09027	HELIO_00627
OG0006495	XENTR18761	HELIO_06646
OG0006496	XENTR00108	HELIO_00474
OG0006497	XENTR00921	HELIO_10804
OG0006498	XENTR16311	HELIO_05645
OG0006499	XENTR01284	HELIO_05894
OG0006500	XENTR11715	HELIO_06567
OG0006501	XENTR12662	HELIO_04534
OG0006502	XENTR18276	HELIO_12184
OG0006503	XENTR17521	HELIO_12395
OG0006504	XENTR07120	HELIO_04078
OG0006505	XENTR02899	HELIO_12638
OG0006506	XENTR01492	HELIO_07885
OG0006508	XENTR12459, XENTR11779	HELIO_06377
OG0006509	XENTR13835	HELIO_08979
OG0006512	XENTR05619	HELIO_00915
OG0006513	XENTR00521	HELIO_08808
OG0006514	XENTR05648	HELIO_03646
OG0006515	XENTR13526	HELIO_10337
OG0006516	XENTR13095	HELIO_06603
OG0006517	XENTR09962	HELIO_01010
OG0006518	XENTR09393	HELIO_06694
OG0006519	XENTR05535	HELIO_01604
OG0006520	XENTR13195	HELIO_01054
OG0006522	XENTR10203	HELIO_10646
OG0006523	XENTR02071	HELIO_02795
OG0006524	XENTR02379	HELIO_00304
OG0006527	XENTR17417	HELIO_03298
OG0006528	XENTR04191	HELIO_12157
OG0006530	XENTR16908	HELIO_09378
OG0006532	XENTR09832	HELIO_12414
OG0006534	XENTR11837	HELIO_09880
OG0006535	XENTR18789	HELIO_06827
OG0006536	XENTR11449	HELIO_01245
OG0006537	XENTR01017	HELIO_02770
OG0006538	XENTR03139	HELIO_00835
OG0006540	XENTR11917	HELIO_06514
OG0006541	XENTR13987	HELIO_07727
OG0006543	XENTR05755	HELIO_04460
OG0006544	XENTR15901	HELIO_03354
OG0006545	XENTR06549	HELIO_10212
OG0006546	XENTR13406	HELIO_01839
OG0006549	XENTR02344	HELIO_06344
OG0006550	XENTR00769, XENTR00770	HELIO_11646
OG0006551	XENTR18892	HELIO_05948
OG0006552	XENTR05835	HELIO_05537
OG0006553	XENTR01394	HELIO_09294
OG0006554	XENTR10302	HELIO_11137
OG0006555	XENTR04187	HELIO_07289
OG0006556	XENTR16928	HELIO_07036
OG0006559	XENTR13926, XENTR04712	HELIO_09362
OG0006560	XENTR12102	HELIO_11821
OG0006561	XENTR09007	HELIO_01583
OG0006562	XENTR12591, XENTR12589	HELIO_02270
OG0006563	XENTR14698	HELIO_05170, HELIO_04601
OG0006564	XENTR07133	HELIO_04895
OG0006565	XENTR05991, XENTR11310	HELIO_12038
OG0006568	XENTR09608	HELIO_02321, HELIO_02320
OG0006569	XENTR00615	HELIO_04025
OG0006570	XENTR12937	HELIO_06228
OG0006571	XENTR05803	HELIO_02921
OG0006573	XENTR10805	HELIO_06358
OG0006574	XENTR04351	HELIO_08922
OG0006575	XENTR06177	HELIO_10920
OG0006577	XENTR14469	HELIO_02340
OG0006578	XENTR12631, XENTR12630	HELIO_07383, HELIO_06625
OG0006579	XENTR13945	HELIO_05914
OG0006580	XENTR13958, XENTR13959	HELIO_00870
OG0006581	XENTR10059	HELIO_08025
OG0006583	XENTR16033	HELIO_06969
OG0006584	XENTR02296	HELIO_01051
OG0006585	XENTR12780	HELIO_03688
OG0006586	XENTR00497	HELIO_01946
OG0006587	XENTR11980	HELIO_11243
OG0006588	XENTR06817	HELIO_01448
OG0006590	XENTR14263	HELIO_01741
OG0006592	XENTR01236	HELIO_09688
OG0006593	XENTR12622	HELIO_11602
OG0006595	XENTR09437	HELIO_09575
OG0006596	XENTR12773	HELIO_09364
OG0006597	XENTR00700	HELIO_00477
OG0006598	XENTR14326	HELIO_08458
OG0006599	XENTR02707, XENTR16196	HELIO_03613
OG0006600	XENTR13734, XENTR13733	HELIO_03138
OG0006601	XENTR18766, XENTR06297, XENTR01087	HELIO_01346
OG0006602	XENTR15212	HELIO_02442
OG0006604	XENTR09447, XENTR09446	HELIO_08860
OG0006606	XENTR05954	HELIO_06615
OG0006607	XENTR13594	HELIO_00321
OG0006608	XENTR00251	HELIO_12351
OG0006609	XENTR06296	HELIO_08243
OG0006610	XENTR07341	HELIO_11565
OG0006612	XENTR11538	HELIO_07236
OG0006614	XENTR18989	HELIO_08065
OG0006615	XENTR06546	HELIO_05092
OG0006616	XENTR09627	HELIO_08234
OG0006618	XENTR16353	HELIO_03387
OG0006619	XENTR02127, XENTR02126	HELIO_09123
OG0006620	XENTR12760, XENTR03634	HELIO_02725
OG0006621	XENTR16711	HELIO_09053
OG0006622	XENTR12562	HELIO_02210
OG0006623	XENTR09849	HELIO_11233
OG0006624	XENTR01731	HELIO_10116
OG0006625	XENTR04207	HELIO_08164
OG0006626	XENTR04565, XENTR13907	HELIO_05961
OG0006627	XENTR17718	HELIO_11995
OG0006628	XENTR02668	HELIO_02588
OG0006630	XENTR08125	HELIO_10586
OG0006631	XENTR19213	HELIO_00442
OG0006632	XENTR10907, XENTR07445	HELIO_10046
OG0006633	XENTR02142	HELIO_03206
OG0006635	XENTR01982	HELIO_04021
OG0006636	XENTR11494	HELIO_12004
OG0006638	XENTR15778	HELIO_00603
OG0006640	XENTR12743	HELIO_02481
OG0006641	XENTR03024	HELIO_06767
OG0006642	XENTR08911	HELIO_08918
OG0006645	XENTR13154	HELIO_10104
OG0006646	XENTR01407	HELIO_00489
OG0006648	XENTR07885	HELIO_06638
OG0006649	XENTR10760	HELIO_10793
OG0006651	XENTR12537	HELIO_02310
OG0006653	XENTR09964	HELIO_09990
OG0006654	XENTR14617	HELIO_02769
OG0006656	XENTR19261, XENTR19010	HELIO_11349
OG0006657	XENTR10304	HELIO_07908
OG0006660	XENTR07050	HELIO_11761
OG0006661	XENTR11919	HELIO_06626
OG0006662	XENTR02635	HELIO_09320
OG0006663	XENTR03207	HELIO_02313
OG0006664	XENTR06837	HELIO_02701
OG0006666	XENTR04836	HELIO_12248
OG0006668	XENTR10580	HELIO_07541
OG0006669	XENTR13698	HELIO_11899
OG0006670	XENTR03934	HELIO_08029
OG0006673	XENTR06476	HELIO_06392
OG0006675	XENTR11950	HELIO_08924
OG0006676	XENTR05976	HELIO_10376
OG0006677	XENTR13655, XENTR13654	HELIO_09774
OG0006678	XENTR13719	HELIO_02277
OG0006680	XENTR02487	HELIO_02680
OG0006681	XENTR03638	HELIO_12263
OG0006683	XENTR10018	HELIO_02924
OG0006684	XENTR16293	HELIO_06154
OG0006686	XENTR06782	HELIO_12341
OG0006687	XENTR12769	HELIO_11277
OG0006688	XENTR13607	HELIO_03127
OG0006689	XENTR01441	HELIO_05938
OG0006690	XENTR13317	HELIO_02191
OG0006692	XENTR13963	HELIO_11578
OG0006694	XENTR04108	HELIO_03880
OG0006695	XENTR13948	HELIO_08328
OG0006696	XENTR00610	HELIO_07111
OG0006697	XENTR10497	HELIO_01191
OG0006698	XENTR05149	HELIO_12446
OG0006699	XENTR06331, XENTR06330	HELIO_11479
OG0006700	XENTR03198	HELIO_12057
OG0006703	XENTR04634	HELIO_06495
OG0006704	XENTR13888, XENTR13889	HELIO_06847
OG0006705	XENTR00293	HELIO_06835
OG0006706	XENTR07780	HELIO_11342
OG0006707	XENTR16134	HELIO_00394
OG0006709	XENTR05409	HELIO_01142
OG0006710	XENTR18018	HELIO_06551
OG0006711	XENTR08893	HELIO_05604
OG0006712	XENTR03007	HELIO_03348
OG0006713	XENTR08986, XENTR14768	HELIO_11450
OG0006714	XENTR08721	HELIO_11043
OG0006715	XENTR17785, XENTR13166	HELIO_03316
OG0006716	XENTR13038	HELIO_06298
OG0006717	XENTR17648	HELIO_09109
OG0006718	XENTR09540	HELIO_05927
OG0006719	XENTR09126	HELIO_09746
OG0006720	XENTR09067	HELIO_08931
OG0006721	XENTR08095	HELIO_02607
OG0006724	XENTR10084	HELIO_00952
OG0006725	XENTR07038	HELIO_03001
OG0006726	XENTR09612	HELIO_09973
OG0006727	XENTR05898	HELIO_02122
OG0006730	XENTR07699	HELIO_09404
OG0006732	XENTR17486	HELIO_09714
OG0006733	XENTR12805	HELIO_07160
OG0006734	XENTR17831	HELIO_03231
OG0006735	XENTR05221	HELIO_00738
OG0006737	XENTR00969	HELIO_04436
OG0006738	XENTR19225, XENTR19226	HELIO_04208
OG0006739	XENTR07449	HELIO_08662
OG0006741	XENTR08382	HELIO_09739
OG0006742	XENTR05493	HELIO_04731
OG0006744	XENTR02584	HELIO_01364
OG0006745	XENTR09899	HELIO_08879
OG0006748	XENTR03274	HELIO_02187
OG0006749	XENTR01774	HELIO_12329
OG0006750	XENTR07602	HELIO_07144
OG0006752	XENTR02646	HELIO_01665
OG0006753	XENTR11694	HELIO_09521
OG0006755	XENTR10590	HELIO_08486
OG0006757	XENTR12333	HELIO_11315
OG0006758	XENTR19253	HELIO_10590
OG0006759	XENTR11512	HELIO_00719
OG0006760	XENTR04753, XENTR04751, XENTR04752	HELIO_01833
OG0006761	XENTR01047	HELIO_08292
OG0006762	XENTR06563	HELIO_02010
OG0006763	XENTR16927, XENTR12254	HELIO_06010
OG0006764	XENTR01594	HELIO_03493
OG0006765	XENTR09754	HELIO_06109
OG0006768	XENTR17405	HELIO_12787
OG0006769	XENTR18589	HELIO_11443
OG0006772	XENTR06880, XENTR06881	HELIO_05481
OG0006775	XENTR01837	HELIO_01233
OG0006776	XENTR07592	HELIO_12504
OG0006777	XENTR14289	HELIO_07723
OG0006780	XENTR12106	HELIO_01407
OG0006787	XENTR03340, XENTR10845	HELIO_07288
OG0006826	XENTR13782	HELIO_00390
OG0006827	XENTR00081	HELIO_07804
OG0006828	XENTR08258	HELIO_02011
OG0006829	XENTR09763	HELIO_07838
OG0006830	XENTR13305	HELIO_02103
OG0006831	XENTR14217	HELIO_02840
OG0006832	XENTR10958	HELIO_01148
OG0006833	XENTR00457	HELIO_05301
OG0006837	XENTR02650	HELIO_03233
OG0006838	XENTR01852	HELIO_12316
OG0006839	XENTR04909, XENTR17585	HELIO_11165
OG0006843	XENTR17465	HELIO_07672
OG0006844	XENTR08527	HELIO_02360
OG0006845	XENTR11640	HELIO_05531
OG0006846	XENTR12109	HELIO_02303
OG0006847	XENTR00872	HELIO_04305
OG0006848	XENTR07299, XENTR07526	HELIO_10864
OG0006849	XENTR01645	HELIO_05945
OG0006851	XENTR13145	HELIO_01136
OG0006852	XENTR01320	HELIO_02486, HELIO_04562
OG0006853	XENTR15554	HELIO_02737
OG0006856	XENTR01007	HELIO_07178
OG0006857	XENTR02316	HELIO_10880
OG0006860	XENTR10215	HELIO_05728
OG0006861	XENTR04183	HELIO_03418
OG0006862	XENTR13534	HELIO_06074
OG0006863	XENTR12976	HELIO_10528
OG0006864	XENTR01809	HELIO_07403
OG0006865	XENTR09213	HELIO_03278, HELIO_03277
OG0006867	XENTR01657	HELIO_00909
OG0006869	XENTR02833	HELIO_10982
OG0006870	XENTR10263	HELIO_07470
OG0006871	XENTR07430	HELIO_03606
OG0006872	XENTR03744	HELIO_07875
OG0006873	XENTR13913	HELIO_02802
OG0006874	XENTR14555	HELIO_08686
OG0006875	XENTR10450	HELIO_10647
OG0006876	XENTR00090	HELIO_12562
OG0006877	XENTR05237	HELIO_09562
OG0006878	XENTR12365	HELIO_02141
OG0006879	XENTR17009	HELIO_10499
OG0006880	XENTR02819	HELIO_05383
OG0006882	XENTR10988	HELIO_00837
OG0006884	XENTR07604	HELIO_08370
OG0006885	XENTR04782	HELIO_07678
OG0006886	XENTR00696	HELIO_01710
OG0006887	XENTR13961	HELIO_00170
OG0006888	XENTR02537	HELIO_11291
OG0006889	XENTR05963	HELIO_07081
OG0006890	XENTR09541	HELIO_01755
OG0006891	XENTR15690	HELIO_06848
OG0006892	XENTR00113	HELIO_10025
OG0006893	XENTR17439	HELIO_02287
OG0006894	XENTR13122	HELIO_01525
OG0006895	XENTR11833	HELIO_00885
OG0006896	XENTR12639	HELIO_11058, HELIO_11057
OG0006897	XENTR14076	HELIO_06557
OG0006899	XENTR12237	HELIO_06042
OG0006900	XENTR09605	HELIO_06595
OG0006901	XENTR00120	HELIO_03815
OG0006902	XENTR02201	HELIO_01197
OG0006903	XENTR15633, XENTR06864	HELIO_08134
OG0006904	XENTR03460	HELIO_03416
OG0006905	XENTR19260	HELIO_02801
OG0006906	XENTR10195	HELIO_04811
OG0006907	XENTR18404	HELIO_02666
OG0006908	XENTR03672	HELIO_08017
OG0006909	XENTR18357	HELIO_01498
OG0006911	XENTR17645	HELIO_04412
OG0006912	XENTR03948	HELIO_01132
OG0006913	XENTR04002	HELIO_09871, HELIO_09872
OG0006914	XENTR15248	HELIO_07176
OG0006915	XENTR05683	HELIO_09309
OG0006916	XENTR18036	HELIO_11109
OG0006917	XENTR03266	HELIO_00862
OG0006918	XENTR10731, XENTR10730	HELIO_00387
OG0006919	XENTR12172	HELIO_12526
OG0006921	XENTR10556	HELIO_03601
OG0006923	XENTR05461	HELIO_08623
OG0006924	XENTR06768	HELIO_10197
OG0006925	XENTR03837	HELIO_06577
OG0006926	XENTR12859	HELIO_01892
OG0006927	XENTR10634	HELIO_01236
OG0006928	XENTR10691	HELIO_10460
OG0006929	XENTR05894	HELIO_05023
OG0006931	XENTR12285	HELIO_10024
OG0006932	XENTR01275	HELIO_03552
OG0006934	XENTR15092	HELIO_02300
OG0006935	XENTR08699	HELIO_02305
OG0006936	XENTR08928	HELIO_01325
OG0006937	XENTR04504	HELIO_10195
OG0006939	XENTR12765	HELIO_09910
OG0006940	XENTR01692	HELIO_02426
OG0006943	XENTR15386	HELIO_00593
OG0006944	XENTR07046	HELIO_10544
OG0006946	XENTR16824, XENTR16825	HELIO_08697
OG0006949	XENTR11256	HELIO_00053
OG0006951	XENTR14803	HELIO_06091
OG0006954	XENTR03844	HELIO_00977
OG0006955	XENTR06398	HELIO_06102
OG0006957	XENTR08977	HELIO_09843
OG0006958	XENTR07775	HELIO_03705
OG0006959	XENTR17553	HELIO_03367
OG0006960	XENTR16241	HELIO_11955
OG0006962	XENTR09246	HELIO_04139
OG0006964	XENTR09387	HELIO_05324
OG0006966	XENTR09367	HELIO_00843
OG0006967	XENTR03908	HELIO_03858
OG0006968	XENTR15434	HELIO_10124
OG0006969	XENTR16749, XENTR16750, XENTR16751	HELIO_04692
OG0006970	XENTR14271, XENTR14272	HELIO_03853
OG0006971	XENTR01201	HELIO_04205
OG0006972	XENTR19251	HELIO_12289
OG0006973	XENTR09146	HELIO_05811
OG0006975	XENTR12996	HELIO_00766
OG0006976	XENTR01210	HELIO_09447
OG0006977	XENTR11302	HELIO_03745
OG0006979	XENTR01458	HELIO_08949
OG0006980	XENTR06239	HELIO_06927
OG0006981	XENTR16320	HELIO_10873
OG0006982	XENTR11312	HELIO_09182
OG0006985	XENTR11227	HELIO_08249
OG0006988	XENTR12330	HELIO_01745, HELIO_10587
OG0006989	XENTR04170	HELIO_01925
OG0006990	XENTR08922	HELIO_06240
OG0006991	XENTR17838	HELIO_08801
OG0006993	XENTR09372	HELIO_04356
OG0006994	XENTR00114	HELIO_10742
OG0006997	XENTR17546, XENTR17545	HELIO_04050
OG0006998	XENTR06955	HELIO_01286
OG0006999	XENTR00236	HELIO_01742
OG0007000	XENTR01902, XENTR01901	HELIO_00263
OG0007001	XENTR17344, XENTR17343	HELIO_09912
OG0007002	XENTR06832	HELIO_00186
OG0007003	XENTR16048	HELIO_03021
OG0007006	XENTR12975	HELIO_05841
OG0007008	XENTR18543	HELIO_04065
OG0007009	XENTR09577	HELIO_10006
OG0007010	XENTR05499	HELIO_01679
OG0007011	XENTR05787	HELIO_12793
OG0007012	XENTR03267	HELIO_04259
OG0007013	XENTR09137	HELIO_10913
OG0007014	XENTR08855	HELIO_00547
OG0007015	XENTR02491	HELIO_01841
OG0007016	XENTR00478	HELIO_09219
OG0007018	XENTR13179	HELIO_07831
OG0007019	XENTR13839	HELIO_10142
OG0007020	XENTR09770	HELIO_10783
OG0007022	XENTR16029	HELIO_00686
OG0007023	XENTR07024	HELIO_05749
OG0007025	XENTR13731	HELIO_12627
OG0007026	XENTR18056	HELIO_11609, HELIO_11608
OG0007028	XENTR00104	HELIO_09657
OG0007030	XENTR05657	HELIO_05278
OG0007031	XENTR07790	HELIO_11089
OG0007032	XENTR17468	HELIO_10519
OG0007033	XENTR16190	HELIO_06756
OG0007034	XENTR05241	HELIO_05240
OG0007035	XENTR06046	HELIO_05074
OG0007036	XENTR17676, XENTR17677	HELIO_08854
OG0007037	XENTR05417	HELIO_03215
OG0007038	XENTR01237	HELIO_07154
OG0007039	XENTR03063	HELIO_03673
OG0007040	XENTR16157	HELIO_09696
OG0007041	XENTR01415	HELIO_00355
OG0007042	XENTR03360	HELIO_08465
OG0007043	XENTR02003	HELIO_10787
OG0007044	XENTR08465, XENTR13827	HELIO_03336
OG0007045	XENTR05481	HELIO_03028
OG0007046	XENTR09390	HELIO_06285
OG0007047	XENTR12940	HELIO_01873
OG0007048	XENTR12714	HELIO_01435
OG0007049	XENTR10205	HELIO_01113
OG0007050	XENTR10229	HELIO_10158
OG0007052	XENTR10707, XENTR18218	HELIO_03698
OG0007053	XENTR06867	HELIO_01740
OG0007054	XENTR17771	HELIO_03935
OG0007055	XENTR04557	HELIO_05430
OG0007056	XENTR04936	HELIO_04173
OG0007058	XENTR13895	HELIO_12181
OG0007059	XENTR01903	HELIO_11121
OG0007060	XENTR06697	HELIO_03894
OG0007061	XENTR12828	HELIO_03172
OG0007062	XENTR03101	HELIO_03299
OG0007063	XENTR05680	HELIO_02537
OG0007064	XENTR16371	HELIO_02033
OG0007066	XENTR18528, XENTR05764	HELIO_08282
OG0007068	XENTR04871	HELIO_11494
OG0007069	XENTR06666	HELIO_10927
OG0007070	XENTR08595	HELIO_05878
OG0007071	XENTR07783	HELIO_10140
OG0007072	XENTR07265	HELIO_09568
OG0007073	XENTR08573	HELIO_12235
OG0007074	XENTR03247	HELIO_10084
OG0007075	XENTR02206	HELIO_12580
OG0007076	XENTR15551	HELIO_04699
OG0007077	XENTR02860, XENTR01951	HELIO_03036
OG0007078	XENTR01751	HELIO_12420
OG0007079	XENTR16725	HELIO_12708
OG0007080	XENTR05164	HELIO_10930
OG0007081	XENTR06924	HELIO_01321
OG0007082	XENTR16647	HELIO_01470
OG0007083	XENTR12941	HELIO_01256
OG0007084	XENTR15425	HELIO_06919
OG0007085	XENTR03719	HELIO_09227, HELIO_06691, HELIO_06359
OG0007086	XENTR15548	HELIO_09327
OG0007087	XENTR10659	HELIO_06229
OG0007088	XENTR13069	HELIO_10934
OG0007090	XENTR04663	HELIO_02778
OG0007091	XENTR16106	HELIO_05646
OG0007093	XENTR09556	HELIO_04228
OG0007094	XENTR03856	HELIO_03665
OG0007095	XENTR11185	HELIO_05715
OG0007096	XENTR15677	HELIO_05063
OG0007098	XENTR00462	HELIO_07500
OG0007099	XENTR01909	HELIO_11777
OG0007100	XENTR02538	HELIO_02603
OG0007103	XENTR09292	HELIO_04990
OG0007104	XENTR08818, XENTR11925	HELIO_08624
OG0007105	XENTR17989, XENTR17988	HELIO_06453
OG0007106	XENTR02834	HELIO_08071
OG0007107	XENTR15605	HELIO_08096
OG0007108	XENTR11156	HELIO_10721
OG0007111	XENTR16348	HELIO_07676
OG0007112	XENTR05305	HELIO_05754
OG0007113	XENTR07047	HELIO_02963
OG0007114	XENTR17139	HELIO_02430
OG0007116	XENTR07013	HELIO_03595
OG0007117	XENTR15556	HELIO_10452
OG0007118	XENTR11167	HELIO_00216
OG0007119	XENTR00359	HELIO_03351
OG0007120	XENTR11017	HELIO_08636
OG0007122	XENTR13022	HELIO_01530
OG0007123	XENTR09569	HELIO_06300
OG0007124	XENTR10585	HELIO_03243
OG0007126	XENTR05105	HELIO_07784
OG0007127	XENTR03372	HELIO_02372
OG0007128	XENTR05067	HELIO_07471
OG0007129	XENTR12454, XENTR12453	HELIO_01993
OG0007130	XENTR10790	HELIO_08635, HELIO_08634
OG0007131	XENTR04760	HELIO_04431
OG0007132	XENTR18457	HELIO_12686
OG0007133	XENTR06849	HELIO_05837
OG0007134	XENTR14638	HELIO_02796
OG0007135	XENTR14139	HELIO_03512
OG0007136	XENTR11242	HELIO_11083
OG0007137	XENTR16364	HELIO_01264
OG0007138	XENTR01287	HELIO_11268
OG0007139	XENTR18713	HELIO_03311
OG0007140	XENTR14828, XENTR13212	HELIO_09262
