Orthogroup	XENTR	BRALA
OG0003825	XENTR01217	BRALA17596
OG0003826	XENTR01516	BRALA34230
OG0003827	XENTR11304	BRALA00778
OG0003827	XENTR18626	BRALA00768
OG0003828	XENTR14525	BRALA27337
OG0003829	XENTR04012	BRALA02842
OG0003830	XENTR18560, XENTR14254	BRALA15659
OG0003831	XENTR03490	BRALA11875
OG0003832	XENTR00382, XENTR01228, XENTR01229	BRALA17319
OG0003833	XENTR15540	BRALA19235
OG0003834	XENTR04978, XENTR18533	BRALA27607
OG0003835	XENTR12732, XENTR12733	BRALA21118
OG0003836	XENTR11782, XENTR15896	BRALA34236, BRALA34753
OG0003837	XENTR02506	BRALA19478
OG0003839	XENTR13884	BRALA02789
OG0003840	XENTR12159	BRALA04449
OG0003842	XENTR06616	BRALA00315
OG0003843	XENTR12778, XENTR12779	BRALA33818
OG0003844	XENTR07150	BRALA16546
OG0003845	XENTR04055	BRALA30351
OG0003846	XENTR02190, XENTR11317	BRALA21704
OG0003847	XENTR05448	BRALA07349
OG0003848	XENTR09160	BRALA21811
OG0003849	XENTR02659, XENTR08320	BRALA21745, BRALA21651
OG0003850	XENTR05454	BRALA19297
OG0003851	XENTR02901	BRALA10712
OG0003852	XENTR01443, XENTR00580	BRALA04443
OG0003853	XENTR16563	BRALA15182
OG0003854	XENTR09846, XENTR03116	BRALA15033
OG0003855	XENTR18199	BRALA15994
OG0003856	XENTR05612	BRALA06378
OG0003857	XENTR10397	BRALA06379
OG0003859	XENTR18118	BRALA26266
OG0003861	XENTR12844	BRALA12361
OG0003862	XENTR03149	BRALA30431
OG0003863	XENTR10491, XENTR10490, XENTR02221, XENTR02222	BRALA16261
OG0003864	XENTR11994	BRALA28844
OG0003865	XENTR08410, XENTR08547	BRALA11341
OG0003866	XENTR06311	BRALA23698
OG0003868	XENTR14790, XENTR09159, XENTR09158	BRALA21807
OG0003869	XENTR16798	BRALA14443
OG0003870	XENTR11422	BRALA07708
OG0003872	XENTR00808	BRALA30315
OG0003873	XENTR00180	BRALA05760, BRALA05761
OG0003874	XENTR15862	BRALA01611
OG0003875	XENTR04436	BRALA34606, BRALA35940
OG0003876	XENTR17136	BRALA00896
OG0003877	XENTR02745	BRALA23816
OG0003878	XENTR02554	BRALA20063
OG0003879	XENTR11236	BRALA15031
OG0003880	XENTR13950, XENTR06094	BRALA11582
OG0003881	XENTR04081	BRALA24783
OG0003882	XENTR16402	BRALA03161
OG0003883	XENTR14642, XENTR14643, XENTR08760	BRALA11445
OG0003884	XENTR02661	BRALA08005
OG0003885	XENTR05759, XENTR02123	BRALA23768
OG0003886	XENTR01682	BRALA04852
OG0003887	XENTR18026	BRALA26855
OG0003887	XENTR11440	BRALA20668
OG0003888	XENTR15148	BRALA19321
OG0003890	XENTR06459, XENTR12480	BRALA26936
OG0003892	XENTR00762	BRALA22723
OG0003893	XENTR13880	BRALA24429
OG0003894	XENTR06779	BRALA10135, BRALA10136
OG0003895	XENTR15607	BRALA13986
OG0003896	XENTR17970, XENTR04800, XENTR16273	BRALA13108
OG0003897	XENTR09637	BRALA24446
OG0003898	XENTR00281	BRALA06113
OG0003899	XENTR07459	BRALA08278
OG0003900	XENTR06624	BRALA17436
OG0003901	XENTR10660, XENTR18510	BRALA14426, BRALA08560, BRALA08561
OG0003903	XENTR11558	BRALA12337
OG0003904	XENTR05314	BRALA04278
OG0003906	XENTR05038	BRALA18512
OG0003908	XENTR12199	BRALA16606
OG0003908	XENTR15544	BRALA17141
OG0003909	XENTR13589	BRALA29427
OG0003910	XENTR07945	BRALA23005
OG0003911	XENTR02501	BRALA13724
OG0003912	XENTR18566, XENTR04975, XENTR07778	BRALA26575
OG0003913	XENTR15388	BRALA05130
OG0003914	XENTR02686	BRALA04182
OG0003915	XENTR02712, XENTR00701	BRALA12140
OG0003916	XENTR04593, XENTR05144	BRALA19092
OG0003917	XENTR00420, XENTR10594	BRALA18730
OG0003918	XENTR06731	BRALA03733
OG0003920	XENTR12856	BRALA23721
OG0003921	XENTR04630	BRALA09641
OG0003922	XENTR08412	BRALA25868, BRALA02161
OG0003923	XENTR04190	BRALA14453
OG0003925	XENTR05466	BRALA05610
OG0003931	XENTR10403	BRALA25275
OG0003933	XENTR11134, XENTR10793	BRALA28039
OG0003934	XENTR05679	BRALA01058
OG0003935	XENTR03877	BRALA13280, BRALA03846, BRALA20864
OG0003936	XENTR06644	BRALA34488
OG0003937	XENTR01997, XENTR01986	BRALA25602
OG0003938	XENTR15244	BRALA24502
OG0003939	XENTR04150	BRALA05196
OG0003940	XENTR04461	BRALA15373
OG0003941	XENTR10808	BRALA20467
OG0003942	XENTR17940	BRALA34122
OG0003944	XENTR06236	BRALA12422
OG0003945	XENTR18416	BRALA25345
OG0003946	XENTR08261, XENTR12173	BRALA21665
OG0003947	XENTR08870, XENTR02239	BRALA29298
OG0003948	XENTR01906	BRALA14249
OG0003949	XENTR02519	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045
OG0003950	XENTR10159	BRALA02049
OG0003951	XENTR02805	BRALA15284
OG0003953	XENTR01614, XENTR03298	BRALA23252
OG0003954	XENTR15739, XENTR07597	BRALA16702
OG0003955	XENTR03281	BRALA20185
OG0003956	XENTR00432	BRALA05102
OG0003957	XENTR13241	BRALA03349
OG0003958	XENTR08137	BRALA33511
OG0003959	XENTR14787, XENTR19068, XENTR16821	BRALA02632
OG0003960	XENTR02354, XENTR13704	BRALA02491
OG0003961	XENTR09360	BRALA09640
OG0003962	XENTR09257, XENTR00890, XENTR15298, XENTR13042	BRALA34272
OG0003965	XENTR12041	BRALA31971
OG0003966	XENTR12845	BRALA24386
OG0003967	XENTR01385	BRALA26387
OG0003968	XENTR09674	BRALA12045
OG0003969	XENTR09036	BRALA31035
OG0003970	XENTR06325	BRALA04290
OG0003971	XENTR16415	BRALA17785
OG0003972	XENTR02960	BRALA03399
OG0003973	XENTR02390, XENTR13883	BRALA22301
OG0003974	XENTR05432	BRALA02422
OG0003979	XENTR10784	BRALA01550, BRALA33170, BRALA33805
OG0003979	XENTR12481	BRALA19949
OG0003979	XENTR16528	BRALA04551, BRALA02647
OG0003980	XENTR16662	BRALA19128
OG0003980	XENTR18634, XENTR16902, XENTR16903	BRALA10372, BRALA18555
OG0003981	XENTR10622, XENTR18919, XENTR15688, XENTR07637	BRALA16165, BRALA16166, BRALA12076, BRALA01818, BRALA01817
OG0003997	XENTR03284	BRALA16956
OG0003998	XENTR13053	BRALA31907
OG0003999	XENTR13639	BRALA00082
OG0004000	XENTR16850	BRALA28671
OG0004002	XENTR07505	BRALA24418
OG0004004	XENTR09365, XENTR00508	BRALA00327
OG0004005	XENTR08022	BRALA14573
OG0004007	XENTR00335, XENTR12145	BRALA01057
OG0004009	XENTR12738, XENTR07565	BRALA28666
OG0004010	XENTR15365	BRALA00694, BRALA29812
OG0004011	XENTR09432, XENTR02695	BRALA06852
OG0004012	XENTR08974	BRALA21712
OG0004014	XENTR16545	BRALA12884
OG0004015	XENTR07793	BRALA28855
OG0004016	XENTR08559	BRALA07122
OG0004017	XENTR14676	BRALA15067
OG0004018	XENTR14620	BRALA25652, BRALA25651
OG0004019	XENTR14133	BRALA02398
OG0004020	XENTR03214	BRALA33134
OG0004021	XENTR01515	BRALA27677, BRALA23566
OG0004022	XENTR07692	BRALA09008, BRALA15698
OG0004024	XENTR10419	BRALA19457
OG0004025	XENTR15063	BRALA24484
OG0004027	XENTR05193, XENTR01694	BRALA35222
OG0004028	XENTR07292	BRALA06730
OG0004029	XENTR14070	BRALA09063
OG0004031	XENTR02095	BRALA30314
OG0004032	XENTR14175, XENTR14174, XENTR10565	BRALA12147
OG0004033	XENTR07511	BRALA13287
OG0004034	XENTR01478	BRALA08469
OG0004035	XENTR18213, XENTR18419	BRALA20551
OG0004036	XENTR00661	BRALA19286
OG0004037	XENTR08593	BRALA29961
OG0004038	XENTR14795	BRALA05335
OG0004039	XENTR14249, XENTR17899	BRALA14564, BRALA14563
OG0004041	XENTR00599	BRALA26134
OG0004042	XENTR16635	BRALA14677
OG0004043	XENTR06092	BRALA19274
OG0004044	XENTR01872	BRALA10276
OG0004045	XENTR13376	BRALA11417, BRALA32867
OG0004046	XENTR13914	BRALA07240, BRALA12739
OG0004047	XENTR09809	BRALA04429, BRALA18670, BRALA08115
OG0004048	XENTR08968, XENTR08876	BRALA24410
OG0004049	XENTR08475, XENTR05908, XENTR11386	BRALA27969
OG0004050	XENTR01327, XENTR01326	BRALA35170
OG0004051	XENTR17604, XENTR07177	BRALA10732
OG0004052	XENTR14748	BRALA07966
OG0004053	XENTR05712, XENTR12155	BRALA15092
OG0004054	XENTR03843, XENTR02105	BRALA28842
OG0004055	XENTR07492, XENTR07490, XENTR07491	BRALA16890
OG0004056	XENTR16767, XENTR16960	BRALA04140
OG0004057	XENTR00723	BRALA08841
OG0004058	XENTR15687	BRALA14652
OG0004059	XENTR02089	BRALA22286
OG0004060	XENTR10032	BRALA22527
OG0004061	XENTR00001	BRALA00733
OG0004062	XENTR18647, XENTR08862, XENTR10337	BRALA16266
OG0004063	XENTR04591	BRALA19295
OG0004064	XENTR04196	BRALA01479
OG0004065	XENTR13020	BRALA17282
OG0004066	XENTR12212	BRALA27555
OG0004067	XENTR14385	BRALA11637
OG0004068	XENTR08780	BRALA34877
OG0004069	XENTR09185	BRALA04243
OG0004070	XENTR11830	BRALA10466
OG0004071	XENTR01305, XENTR15592, XENTR09667, XENTR09668	BRALA18327
OG0004073	XENTR11511, XENTR02540	BRALA24719
OG0004073	XENTR06765	BRALA29860
OG0004075	XENTR00982	BRALA26090
OG0004076	XENTR13769	BRALA15154
OG0004077	XENTR16417	BRALA18311
OG0004078	XENTR10912	BRALA35758
OG0004079	XENTR01034	BRALA08294
OG0004080	XENTR04210, XENTR17702	BRALA20296
OG0004081	XENTR09630, XENTR16082	BRALA31261
OG0004082	XENTR03276	BRALA01474
OG0004083	XENTR09602	BRALA25007
OG0004084	XENTR03635	BRALA28518, BRALA08330
OG0004085	XENTR02748	BRALA24215
OG0004086	XENTR00590	BRALA17474
OG0004087	XENTR08763	BRALA10704
OG0004088	XENTR12362, XENTR11015	BRALA35514, BRALA21666
OG0004089	XENTR15591	BRALA08677, BRALA08678
OG0004090	XENTR05223	BRALA11298
OG0004091	XENTR04711	BRALA00652
OG0004092	XENTR15001, XENTR15101	BRALA07368
OG0004093	XENTR15684	BRALA30875, BRALA33894
OG0004094	XENTR14516	BRALA20617
OG0004095	XENTR04765	BRALA07608
OG0004096	XENTR04695	BRALA14331, BRALA21352
OG0004097	XENTR14379	BRALA13028
OG0004098	XENTR09195, XENTR00362	BRALA00651, BRALA22068
OG0004099	XENTR03906	BRALA10432
OG0004100	XENTR15549, XENTR15547	BRALA17153
OG0004101	XENTR13964	BRALA04835
OG0004102	XENTR02021	BRALA34474
OG0004103	XENTR02995, XENTR02996	BRALA12428, BRALA14730
OG0004104	XENTR08622	BRALA01671
OG0004105	XENTR00235	BRALA13768
OG0004106	XENTR04092	BRALA18745
OG0004108	XENTR07571	BRALA18855
OG0004110	XENTR18262	BRALA23943
OG0004111	XENTR05171, XENTR05170, XENTR05169, XENTR05168	BRALA01428
OG0004112	XENTR18035	BRALA23194, BRALA23191
OG0004113	XENTR11125	BRALA20061
OG0004114	XENTR11643	BRALA25904, BRALA21514
OG0004115	XENTR10408	BRALA19617
OG0004116	XENTR06030	BRALA25003
OG0004117	XENTR06588	BRALA17850
OG0004118	XENTR00736	BRALA12736
OG0004119	XENTR07270	BRALA11157, BRALA08493
OG0004120	XENTR09438	BRALA23954
OG0004121	XENTR08429	BRALA08686
OG0004123	XENTR18443, XENTR02606	BRALA14695
OG0004124	XENTR02997, XENTR06594	BRALA30068
OG0004125	XENTR09786	BRALA04625
OG0004126	XENTR02624, XENTR17192	BRALA25788
OG0004127	XENTR09339	BRALA16633
OG0004128	XENTR07972	BRALA15362
OG0004129	XENTR05980	BRALA09427
OG0004132	XENTR08207	BRALA03252, BRALA03249
OG0004133	XENTR08580, XENTR08835	BRALA12128
OG0004134	XENTR10228	BRALA16353
OG0004135	XENTR14499	BRALA06179
OG0004136	XENTR14548	BRALA00698, BRALA29816
OG0004137	XENTR05727	BRALA13495, BRALA13496, BRALA13493, BRALA13494
OG0004139	XENTR09190, XENTR12366, XENTR15382	BRALA00917, BRALA11936
OG0004140	XENTR05945	BRALA19957
OG0004141	XENTR07977	BRALA17214
OG0004142	XENTR15552	BRALA19738
OG0004143	XENTR14330	BRALA09465
OG0004144	XENTR10488, XENTR16335	BRALA07433
OG0004145	XENTR06685	BRALA26159
OG0004146	XENTR10320	BRALA17718, BRALA17719
OG0004147	XENTR18396	BRALA00106
OG0004148	XENTR06933	BRALA18127
OG0004149	XENTR10834	BRALA12146
OG0004150	XENTR03403	BRALA21716
OG0004151	XENTR00487	BRALA19064
OG0004153	XENTR02143	BRALA03854
OG0004154	XENTR06055	BRALA10484, BRALA09813
OG0004155	XENTR16141	BRALA32651, BRALA31413, BRALA02319
OG0004156	XENTR00751, XENTR10996	BRALA26080
OG0004157	XENTR18358	BRALA20324
OG0004158	XENTR18490	BRALA04798
OG0004159	XENTR12092	BRALA15234
OG0004160	XENTR00315	BRALA00725
OG0004161	XENTR09910	BRALA34496, BRALA03572
OG0004163	XENTR08707	BRALA18291
OG0004164	XENTR07551, XENTR07533	BRALA03976, BRALA31557
OG0004166	XENTR02693	BRALA16339
OG0004167	XENTR11620	BRALA26238
OG0004169	XENTR16574	BRALA13050
OG0004171	XENTR11673	BRALA08003
OG0004172	XENTR09863	BRALA24076, BRALA26680, BRALA17241, BRALA32685
OG0004174	XENTR05736	BRALA00787
OG0004175	XENTR11021, XENTR11020	BRALA16129
OG0004176	XENTR01051	BRALA03590
OG0004178	XENTR17208	BRALA20094
OG0004179	XENTR12520, XENTR09133	BRALA16718
OG0004180	XENTR17753, XENTR17078	BRALA17055
OG0004181	XENTR05491	BRALA15876
OG0004182	XENTR11405	BRALA19314
OG0004183	XENTR10310	BRALA25934, BRALA25935
OG0004184	XENTR07501	BRALA33857
OG0004185	XENTR07973	BRALA11719
OG0004186	XENTR14918, XENTR07489	BRALA20859
OG0004187	XENTR07777, XENTR12420, XENTR19105	BRALA03251
OG0004188	XENTR01635, XENTR09043	BRALA30311
OG0004189	XENTR04045, XENTR00785	BRALA28411
OG0004190	XENTR07315	BRALA25028
OG0004197	XENTR07183, XENTR03350	BRALA05742
OG0004214	XENTR02140	BRALA01455, BRALA01456
OG0004215	XENTR11110	BRALA22830
OG0004216	XENTR16489	BRALA03093
OG0004217	XENTR12749	BRALA11886
OG0004218	XENTR09333	BRALA35691, BRALA11369, BRALA27082
OG0004219	XENTR05410	BRALA29983, BRALA33234
OG0004220	XENTR19132	BRALA17127
OG0004222	XENTR03863	BRALA26148
OG0004223	XENTR11343	BRALA09691
OG0004225	XENTR05236, XENTR01889	BRALA18596
OG0004226	XENTR12961	BRALA09090
OG0004227	XENTR09239	BRALA26674
OG0004228	XENTR12759, XENTR03636	BRALA15960
OG0004229	XENTR09293	BRALA03705
OG0004230	XENTR06029, XENTR18693	BRALA25002
OG0004231	XENTR07588	BRALA18489
OG0004232	XENTR14755	BRALA34160
OG0004234	XENTR06240	BRALA15853
OG0004235	XENTR07323	BRALA11235
OG0004236	XENTR09087	BRALA21571
OG0004237	XENTR03566	BRALA11898
OG0004239	XENTR02464	BRALA02912
OG0004241	XENTR07243	BRALA14197
OG0004242	XENTR10644	BRALA15050
OG0004243	XENTR02756	BRALA11315
OG0004245	XENTR13102	BRALA35301
OG0004246	XENTR10841	BRALA25785
OG0004247	XENTR05707	BRALA24657
OG0004248	XENTR02442	BRALA05741
OG0004249	XENTR14714	BRALA08296
OG0004250	XENTR13434	BRALA29141
OG0004251	XENTR04013	BRALA10118
OG0004252	XENTR01265	BRALA02512
OG0004253	XENTR14684, XENTR07125	BRALA14983
OG0004254	XENTR02285	BRALA03749
OG0004255	XENTR08386	BRALA26683
OG0004256	XENTR15977, XENTR02002, XENTR02001	BRALA18275, BRALA18276, BRALA07664, BRALA07667, BRALA07666, BRALA07665, BRALA07574, BRALA25606, BRALA24029
OG0004257	XENTR00860	BRALA10361
OG0004258	XENTR15149	BRALA19445
OG0004259	XENTR05280	BRALA09457
OG0004260	XENTR08524	BRALA04444
OG0004261	XENTR17138	BRALA19111
OG0004262	XENTR03026	BRALA34766, BRALA21467
OG0004263	XENTR18355	BRALA07416
OG0004264	XENTR11427, XENTR02228	BRALA03608
OG0004265	XENTR01292	BRALA31423
OG0004267	XENTR05430, XENTR16646	BRALA01991
OG0004268	XENTR16315	BRALA12493
OG0004269	XENTR08648	BRALA05544
OG0004270	XENTR15859	BRALA18525
OG0004271	XENTR02370	BRALA09426
OG0004272	XENTR04240	BRALA01934
OG0004273	XENTR07324	BRALA06404
OG0004274	XENTR00473, XENTR15777	BRALA20006
OG0004275	XENTR02366, XENTR11914	BRALA29519
OG0004276	XENTR15736	BRALA19990
OG0004277	XENTR14387	BRALA30535
OG0004278	XENTR18016, XENTR18015	BRALA14565
OG0004279	XENTR14989	BRALA20647
OG0004280	XENTR10748	BRALA23682, BRALA18212
OG0004281	XENTR18517	BRALA31689, BRALA31688, BRALA35548
OG0004282	XENTR04076	BRALA14728
OG0004284	XENTR12171, XENTR15187	BRALA11418
OG0004285	XENTR08748	BRALA29530
OG0004286	XENTR03668	BRALA14966
OG0004287	XENTR10948	BRALA17769
OG0004288	XENTR13701	BRALA03278
OG0004289	XENTR09034	BRALA15160
OG0004290	XENTR09552, XENTR12944	BRALA03150
OG0004291	XENTR07498	BRALA31457
OG0004292	XENTR16091	BRALA05406
OG0004295	XENTR10638	BRALA01000
OG0004296	XENTR04332	BRALA03748
OG0004297	XENTR11758	BRALA10358
OG0004298	XENTR15631, XENTR15632	BRALA08303
OG0004299	XENTR16510	BRALA18722
OG0004300	XENTR04840	BRALA32511
OG0004301	XENTR16663	BRALA32145
OG0004303	XENTR15590	BRALA05979
OG0004304	XENTR00786	BRALA29843
OG0004305	XENTR13288	BRALA14639
OG0004306	XENTR02165, XENTR02164	BRALA16636
OG0004307	XENTR09783	BRALA11162
OG0004308	XENTR00676	BRALA23893
OG0004309	XENTR16256	BRALA03711
OG0004310	XENTR12153, XENTR08109	BRALA07958
OG0004311	XENTR08099, XENTR13869	BRALA18222
OG0004312	XENTR06276	BRALA16894
OG0004314	XENTR03952, XENTR14943	BRALA02958
OG0004315	XENTR10505	BRALA16278
OG0004316	XENTR00291	BRALA27284
OG0004317	XENTR06347	BRALA31136
OG0004318	XENTR13838	BRALA11243
OG0004319	XENTR12729, XENTR16401	BRALA02487
OG0004321	XENTR09288	BRALA03831
OG0004322	XENTR02157	BRALA16694
OG0004323	XENTR11176	BRALA34335
OG0004324	XENTR13333	BRALA09811
OG0004325	XENTR01927	BRALA17672
OG0004326	XENTR13113, XENTR13114	BRALA05683, BRALA05687
OG0004327	XENTR14732	BRALA28777
OG0004328	XENTR02447	BRALA13776
OG0004330	XENTR09044	BRALA10844
OG0004331	XENTR06669	BRALA25017
OG0004332	XENTR06028	BRALA05495
OG0004333	XENTR05026	BRALA14711
OG0004335	XENTR13834	BRALA11786
OG0004336	XENTR16521, XENTR05131, XENTR18211	BRALA08041, BRALA03225
OG0004337	XENTR18995	BRALA11506
OG0004338	XENTR09719	BRALA22739
OG0004342	XENTR01054	BRALA28668
OG0004343	XENTR02018	BRALA34896, BRALA33692, BRALA34328
OG0004344	XENTR10220	BRALA04177
OG0004345	XENTR06180	BRALA10189
OG0004346	XENTR00433	BRALA15506
OG0004347	XENTR07124	BRALA23589
OG0004348	XENTR02314	BRALA12127
OG0004349	XENTR02391	BRALA26083
OG0004350	XENTR03571	BRALA12360
OG0004351	XENTR16067	BRALA18778
OG0004352	XENTR09638	BRALA14329
OG0004353	XENTR16070	BRALA26681
OG0004354	XENTR04545	BRALA33463, BRALA33588
OG0004355	XENTR07976, XENTR10102	BRALA02915
OG0004356	XENTR06247	BRALA18746
OG0004357	XENTR08914, XENTR01920	BRALA09608
OG0004358	XENTR11117	BRALA15298
OG0004359	XENTR06807	BRALA22732
OG0004360	XENTR12875	BRALA27825
OG0004361	XENTR01312	BRALA19546, BRALA19547
OG0004362	XENTR12262, XENTR01742	BRALA01978
OG0004363	XENTR04903	BRALA00616
OG0004364	XENTR11370	BRALA23445
OG0004365	XENTR12130	BRALA24172
OG0004366	XENTR00500	BRALA20010
OG0004367	XENTR18829	BRALA15183
OG0004368	XENTR03944, XENTR15526	BRALA23102
OG0004369	XENTR11040	BRALA02910
OG0004370	XENTR15518	BRALA13645
OG0004371	XENTR18083	BRALA14311
OG0004373	XENTR00323	BRALA16557
OG0004374	XENTR16529	BRALA29279
OG0004375	XENTR08120	BRALA07819
OG0004376	XENTR07129, XENTR04540	BRALA26859
OG0004377	XENTR06554	BRALA22650, BRALA22649
OG0004378	XENTR04941	BRALA29460
OG0004380	XENTR19120	BRALA31059
OG0004381	XENTR18220	BRALA31166
OG0004382	XENTR05834	BRALA01390
OG0004383	XENTR10950, XENTR10949	BRALA33094, BRALA23070
OG0004384	XENTR05103	BRALA21477
OG0004385	XENTR07729	BRALA02586
OG0004386	XENTR04532	BRALA27106
OG0004389	XENTR00308	BRALA01195
OG0004390	XENTR09925	BRALA20609
OG0004391	XENTR05650, XENTR04998	BRALA06733
OG0004392	XENTR08920	BRALA03731
OG0004393	XENTR08850	BRALA25078
OG0004395	XENTR10110	BRALA26081
OG0004396	XENTR16480	BRALA05724
OG0004397	XENTR07268, XENTR15098	BRALA21225
OG0004398	XENTR01613	BRALA33935
OG0004399	XENTR02783, XENTR01338	BRALA09277
OG0004400	XENTR04523, XENTR04524	BRALA09786
OG0004401	XENTR00790	BRALA00557
OG0004403	XENTR12123	BRALA04354
OG0004404	XENTR05022	BRALA12217
OG0004405	XENTR01271	BRALA31963, BRALA06302
OG0004406	XENTR12792, XENTR06682	BRALA29567
OG0004407	XENTR11714	BRALA13375, BRALA13376
OG0004408	XENTR14283	BRALA31060, BRALA13700
OG0004409	XENTR11912, XENTR02365	BRALA27206
OG0004413	XENTR04845	BRALA27203
OG0004414	XENTR10946	BRALA13744
OG0004415	XENTR10485	BRALA14040
OG0004417	XENTR00369	BRALA00783
OG0004418	XENTR03415	BRALA18257, BRALA17856
OG0004419	XENTR01954	BRALA21691
OG0004420	XENTR16061, XENTR04098, XENTR04405	BRALA05463
OG0004421	XENTR07029	BRALA25716
OG0004422	XENTR11234, XENTR05843	BRALA01893
OG0004423	XENTR08365	BRALA17096
OG0004424	XENTR11298	BRALA12773
OG0004426	XENTR09040	BRALA30364
OG0004427	XENTR00494, XENTR14360	BRALA35223, BRALA03413
OG0004433	XENTR05339, XENTR05340, XENTR12387, XENTR18900	BRALA00493, BRALA00492, BRALA17201, BRALA17204, BRALA16995, BRALA16939
OG0004460	XENTR13298	BRALA12464
OG0004461	XENTR17329, XENTR02533	BRALA17151
OG0004462	XENTR02713	BRALA14199
OG0004463	XENTR04529, XENTR14681	BRALA26858
OG0004465	XENTR03018	BRALA01824
OG0004468	XENTR14274	BRALA29411
OG0004471	XENTR00144	BRALA18574
OG0004472	XENTR00749, XENTR00750	BRALA29153
OG0004474	XENTR12032	BRALA31316
OG0004475	XENTR05597	BRALA11247
OG0004476	XENTR00796	BRALA14581
OG0004477	XENTR15352, XENTR10053	BRALA01420
OG0004478	XENTR09560	BRALA12451
OG0004479	XENTR07670	BRALA28094, BRALA03563, BRALA28093
OG0004480	XENTR16993	BRALA11435
OG0004482	XENTR10601	BRALA00394
OG0004483	XENTR17280	BRALA10746
OG0004484	XENTR11603	BRALA08580
OG0004485	XENTR05708	BRALA24714
OG0004487	XENTR05512, XENTR05509, XENTR05510, XENTR05511	BRALA03392
OG0004488	XENTR17026	BRALA13548
OG0004489	XENTR16138	BRALA18946
OG0004490	XENTR11487	BRALA08921
OG0004491	XENTR07277	BRALA16481
OG0004494	XENTR00973, XENTR00972	BRALA21955
OG0004495	XENTR04018	BRALA13392
OG0004496	XENTR12973	BRALA10106
OG0004498	XENTR10412	BRALA03323
OG0004499	XENTR05546, XENTR11717	BRALA31005
OG0004500	XENTR10700, XENTR10699	BRALA01903
OG0004502	XENTR17400, XENTR17398, XENTR17399	BRALA12219
OG0004503	XENTR14221	BRALA08167, BRALA18736
OG0004505	XENTR01116, XENTR01117	BRALA04628
OG0004506	XENTR13727	BRALA18627
OG0004507	XENTR03425	BRALA21608
OG0004508	XENTR02525, XENTR02524	BRALA22899
OG0004509	XENTR03935	BRALA20619
OG0004510	XENTR03962	BRALA22461
OG0004511	XENTR00822, XENTR10201	BRALA24832
OG0004512	XENTR03832	BRALA22481
OG0004514	XENTR00881	BRALA25503
OG0004515	XENTR02016	BRALA24074
OG0004516	XENTR04054	BRALA25445
OG0004517	XENTR13124	BRALA13110
OG0004518	XENTR07756	BRALA18338
OG0004519	XENTR11913	BRALA09425
OG0004520	XENTR09651	BRALA12190
OG0004522	XENTR02122, XENTR05757	BRALA01766
OG0004523	XENTR18329	BRALA23188
OG0004524	XENTR04778	BRALA06551
OG0004525	XENTR09291	BRALA20597
OG0004527	XENTR00456	BRALA16772
OG0004528	XENTR01514	BRALA23886
OG0004529	XENTR05758	BRALA18758
OG0004530	XENTR14376, XENTR03964	BRALA18685
OG0004531	XENTR11135	BRALA28317, BRALA28318
OG0004532	XENTR11080	BRALA11196
OG0004533	XENTR11245, XENTR16773	BRALA07893
OG0004534	XENTR13192	BRALA20376
OG0004535	XENTR12654	BRALA26230
OG0004536	XENTR06593	BRALA35577, BRALA35429, BRALA21266
OG0004537	XENTR07746	BRALA21822
OG0004538	XENTR11687	BRALA12040
OG0004539	XENTR06560, XENTR11278	BRALA35415, BRALA26130
OG0004540	XENTR01878	BRALA07078
OG0004542	XENTR01276	BRALA24298
OG0004543	XENTR13966, XENTR13965	BRALA00359
OG0004544	XENTR14557	BRALA25649
OG0004545	XENTR05802	BRALA28871
OG0004547	XENTR10791, XENTR06018	BRALA18970
OG0004548	XENTR11954	BRALA10022
OG0004549	XENTR17964, XENTR17963	BRALA09819
OG0004550	XENTR08942	BRALA02217
OG0004551	XENTR13993	BRALA32475
OG0004552	XENTR18114	BRALA06062
OG0004553	XENTR04020	BRALA19302
OG0004554	XENTR06056	BRALA14413
OG0004555	XENTR08168	BRALA03335
OG0004556	XENTR14968	BRALA24253
OG0004557	XENTR07094, XENTR03173	BRALA07431
OG0004558	XENTR17229, XENTR19018	BRALA08582
OG0004559	XENTR09793	BRALA23018
OG0004560	XENTR08583	BRALA25555
OG0004561	XENTR09028	BRALA25557
OG0004563	XENTR04438	BRALA15038
OG0004564	XENTR08998	BRALA32101
OG0004565	XENTR07621	BRALA24433
OG0004566	XENTR15836, XENTR04511	BRALA01904
OG0004567	XENTR13930	BRALA12845
OG0004568	XENTR03875	BRALA13349
OG0004569	XENTR00817	BRALA17687
OG0004570	XENTR01634, XENTR09045	BRALA10840
OG0004571	XENTR02902	BRALA10635
OG0004572	XENTR09340	BRALA19984
OG0004573	XENTR04046	BRALA34747
OG0004574	XENTR07069, XENTR17501	BRALA24731
OG0004576	XENTR08967, XENTR08877	BRALA11521
OG0004578	XENTR06163	BRALA02649
OG0004579	XENTR17330	BRALA09331
OG0004580	XENTR12038, XENTR12039	BRALA05772
OG0004581	XENTR13391	BRALA14290
OG0004582	XENTR02772	BRALA00706
OG0004583	XENTR07476	BRALA01776
OG0004584	XENTR11392	BRALA22981
OG0004585	XENTR07684	BRALA25633
OG0004586	XENTR05330, XENTR16421, XENTR15195, XENTR18074, XENTR05329	BRALA05420, BRALA14341
OG0004587	XENTR03565, XENTR03564	BRALA34254, BRALA20385
