Orthogroup	XENTR	BRALA
OG0000104	XENTR02594, XENTR10789, XENTR16122	BRALA20458, BRALA20457
OG0000106	XENTR16525, XENTR07760, XENTR12554, XENTR12553, XENTR12551, XENTR12552, XENTR12555	BRALA03304, BRALA03303, BRALA03302, BRALA03305
OG0000106	XENTR07802	BRALA17617
OG0000106	XENTR05910, XENTR12158, XENTR05297	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367
OG0000107	XENTR19238	BRALA29902
OG0000107	XENTR19248	BRALA06432
OG0000107	XENTR16492	BRALA06444
OG0000107	XENTR07772	BRALA25263
OG0000108	XENTR06931, XENTR12385, XENTR06227	BRALA10855
OG0000110	XENTR04384, XENTR09458	BRALA16587
OG0000111	XENTR01487, XENTR04814, XENTR07587	BRALA29475, BRALA06649, BRALA13382
OG0000111	XENTR06674, XENTR09084	BRALA01140, BRALA16920, BRALA06787, BRALA06786, BRALA05323, BRALA06788, BRALA06341
OG0000111	XENTR13395	BRALA16169, BRALA10270
OG0000113	XENTR00307	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149
OG0000114	XENTR08858, XENTR12456, XENTR00845, XENTR00844, XENTR00843, XENTR01175, XENTR08055	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610
OG0000116	XENTR15162	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197
OG0000117	XENTR11526	BRALA32508, BRALA05492
OG0000117	XENTR09867	BRALA19489
OG0000119	XENTR05393, XENTR05242, XENTR06871	BRALA06707, BRALA09190
OG0000119	XENTR00115, XENTR07107, XENTR12433, XENTR15934, XENTR15933	BRALA09113, BRALA09057, BRALA09056
OG0000119	XENTR01125, XENTR14071	BRALA14028, BRALA14029
OG0000120	XENTR05369	BRALA18993
OG0000121	XENTR04902, XENTR18080	BRALA03924, BRALA20434, BRALA03923
OG0000121	XENTR08396, XENTR08397	BRALA02169
OG0000122	XENTR06907, XENTR17281	BRALA04629
OG0000123	XENTR09572, XENTR12457, XENTR17140	BRALA16281
OG0000123	XENTR02182	BRALA11475
OG0000123	XENTR06889, XENTR13577	BRALA11471
OG0000123	XENTR10906	BRALA22355
OG0000124	XENTR09248, XENTR09249	BRALA05628
OG0000124	XENTR12958, XENTR01638	BRALA26268
OG0000124	XENTR13084, XENTR11997	BRALA23466
OG0000125	XENTR14097, XENTR01739	BRALA07049
OG0000125	XENTR01735, XENTR14091, XENTR08560	BRALA11353
OG0000125	XENTR01738, XENTR14098	BRALA11356
OG0000125	XENTR07410	BRALA08896
OG0000126	XENTR03459, XENTR13788, XENTR00416	BRALA11509
OG0000126	XENTR14632, XENTR03466	BRALA11885
OG0000126	XENTR05061, XENTR11942, XENTR13975, XENTR08532	BRALA21733
OG0000127	XENTR02720, XENTR03441, XENTR09025	BRALA35668, BRALA34921
OG0000127	XENTR10923, XENTR12718	BRALA06066
OG0000127	XENTR18212	BRALA17083
OG0000127	XENTR03639, XENTR18292, XENTR04635, XENTR04636, XENTR18893	BRALA16654
OG0000127	XENTR04784, XENTR07585	BRALA06242
OG0000128	XENTR09496, XENTR10668	BRALA21885, BRALA21891, BRALA03636
OG0000128	XENTR08486, XENTR08487	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136
OG0000128	XENTR04418	BRALA31378
OG0000129	XENTR14286	BRALA27239
OG0000129	XENTR13439, XENTR09476, XENTR13435, XENTR13438, XENTR13437, XENTR12648, XENTR00152, XENTR06673	BRALA31934, BRALA31933, BRALA13415, BRALA13416
OG0000129	XENTR14278, XENTR11921, XENTR18992, XENTR15519	BRALA11658
OG0000129	XENTR06232	BRALA27240
OG0000130	XENTR04860	BRALA07214
OG0000130	XENTR04495, XENTR07613	BRALA03425
OG0000130	XENTR03572	BRALA21438
OG0000130	XENTR09287, XENTR09286, XENTR18945, XENTR04945, XENTR12880, XENTR09655, XENTR07979	BRALA22517
OG0000130	XENTR07151, XENTR03234, XENTR02051	BRALA05250, BRALA05249, BRALA22519, BRALA22518
OG0000130	XENTR08843, XENTR10120	BRALA06672, BRALA27303
OG0000131	XENTR10944	BRALA24562
OG0000131	XENTR15258, XENTR16765, XENTR18163, XENTR17692, XENTR17693, XENTR17694, XENTR15254, XENTR03272	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869
OG0000132	XENTR17991, XENTR17911, XENTR17992, XENTR18068, XENTR18069, XENTR13502, XENTR19190, XENTR04255	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414
OG0000132	XENTR04795	BRALA11245
OG0000136	XENTR15528, XENTR11845	BRALA07227
OG0000137	XENTR10738, XENTR07993, XENTR07994	BRALA21689, BRALA16648
OG0000137	XENTR04900	BRALA28974, BRALA04537
OG0000137	XENTR11062, XENTR17418	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017
OG0000137	XENTR10667	BRALA25430, BRALA25424, BRALA35631, BRALA30028
OG0000140	XENTR07662	BRALA12985
OG0000140	XENTR07666, XENTR07665, XENTR08332, XENTR14015, XENTR14016, XENTR07655, XENTR08331, XENTR14014, XENTR14012, XENTR07664, XENTR07661, XENTR07660, XENTR01360, XENTR07654, XENTR07659, XENTR16593, XENTR17086, XENTR14627, XENTR14631, XENTR14629, XENTR17001, XENTR18014, XENTR07667, XENTR14010, XENTR14008, XENTR07656, XENTR00385, XENTR18191	BRALA29786, BRALA10378, BRALA12987, BRALA12988
OG0000140	XENTR11484	BRALA12989
OG0000141	XENTR03452, XENTR09008	BRALA24485
OG0000141	XENTR08297, XENTR02739	BRALA23794, BRALA23795
OG0000141	XENTR13160	BRALA03140, BRALA03139, BRALA03141
OG0000147	XENTR17574	BRALA19565
OG0000147	XENTR03268, XENTR13018	BRALA33037
OG0000147	XENTR12286	BRALA34645
OG0000147	XENTR01301, XENTR12003	BRALA16538
OG0000147	XENTR00602	BRALA30660
OG0000148	XENTR10464, XENTR17112, XENTR02369, XENTR07951	BRALA09428
OG0000148	XENTR11222, XENTR06966, XENTR07952, XENTR02368	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051
OG0000149	XENTR01442, XENTR00579	BRALA04476, BRALA12518, BRALA28887
OG0000149	XENTR04855	BRALA24371
OG0000151	XENTR14804, XENTR06918, XENTR07090, XENTR00143, XENTR00142	BRALA00287
OG0000151	XENTR06824	BRALA21767
OG0000153	XENTR04393, XENTR14583, XENTR14584, XENTR14230	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299
OG0000155	XENTR13673, XENTR05745, XENTR13672	BRALA16575
OG0000157	XENTR09579, XENTR08086	BRALA27057
OG0000157	XENTR07056, XENTR07057, XENTR02846, XENTR02558	BRALA28027
OG0000159	XENTR09320, XENTR09321	BRALA09776
OG0000159	XENTR09386	BRALA12258
OG0000159	XENTR07751	BRALA02682
OG0000160	XENTR02472	BRALA09740
OG0000160	XENTR00861, XENTR00862	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771
OG0000162	XENTR19069	BRALA34897
OG0000162	XENTR08764	BRALA29217, BRALA32848, BRALA35892, BRALA35512, BRALA28170, BRALA34322, BRALA34430, BRALA35671, BRALA34178
OG0000163	XENTR03897, XENTR06574	BRALA16731, BRALA16733, BRALA16732
OG0000164	XENTR17370	BRALA23092
OG0000164	XENTR03117, XENTR11443, XENTR03405, XENTR11930	BRALA01615
OG0000165	XENTR15301, XENTR13043	BRALA31579
OG0000165	XENTR16873, XENTR11658, XENTR00720	BRALA15293, BRALA22908, BRALA28975, BRALA34797
OG0000165	XENTR14265, XENTR04481, XENTR04329, XENTR18883, XENTR08529, XENTR02768, XENTR13290, XENTR13289, XENTR02058, XENTR02059, XENTR19075, XENTR04395, XENTR09345	BRALA14596
OG0000167	XENTR16865, XENTR16863	BRALA00255
OG0000167	XENTR18214, XENTR04642, XENTR04643, XENTR03633, XENTR12761, XENTR09151, XENTR05471, XENTR02446, XENTR12175	BRALA14209, BRALA17893, BRALA33074, BRALA33075
OG0000168	XENTR11485, XENTR09871	BRALA19184
OG0000168	XENTR11542, XENTR17377, XENTR00071, XENTR05864	BRALA01020
OG0000168	XENTR04725	BRALA13286, BRALA13283
OG0000169	XENTR07575, XENTR17682, XENTR17683, XENTR17684, XENTR17885	BRALA12580, BRALA14929, BRALA34193
OG0000171	XENTR10513, XENTR07909	BRALA35313
OG0000171	XENTR12901	BRALA33750
OG0000171	XENTR11514	BRALA28419
OG0000171	XENTR09537	BRALA09972, BRALA09975, BRALA34620
OG0000171	XENTR13400, XENTR13399	BRALA11421, BRALA23749, BRALA04631
OG0000171	XENTR05662	BRALA06721
OG0000172	XENTR05272	BRALA23427, BRALA05075, BRALA09367, BRALA05284
OG0000172	XENTR03780, XENTR04175, XENTR04174, XENTR04177, XENTR16551	BRALA19981
OG0000173	XENTR18313, XENTR17877, XENTR06255, XENTR06090, XENTR08570, XENTR13645, XENTR00648, XENTR00654, XENTR08279, XENTR13600, XENTR17945, XENTR13599, XENTR05902	BRALA05388
OG0000174	XENTR02208, XENTR05576	BRALA01909
OG0000174	XENTR05232	BRALA10706, BRALA03775
OG0000174	XENTR06550, XENTR10386	BRALA26657, BRALA29586
OG0000175	XENTR08289, XENTR15844	BRALA24671
OG0000175	XENTR03000, XENTR09335	BRALA14699, BRALA14698
OG0000175	XENTR10033	BRALA21252, BRALA16465
OG0000179	XENTR01942	BRALA13816
OG0000179	XENTR14437	BRALA03686
OG0000179	XENTR05649	BRALA28779
OG0000180	XENTR00269	BRALA18757
OG0000181	XENTR06217, XENTR12611, XENTR02755	BRALA20263
OG0000181	XENTR06005	BRALA09404
OG0000181	XENTR17190, XENTR17189, XENTR03816	BRALA25948
OG0000181	XENTR09033, XENTR12669	BRALA11436
OG0000182	XENTR14471	BRALA04970
OG0000183	XENTR02086, XENTR13524, XENTR16217	BRALA34386
OG0000183	XENTR02643	BRALA30657
OG0000184	XENTR04682, XENTR04685, XENTR04684, XENTR04683, XENTR04680, XENTR04681, XENTR03930, XENTR04679, XENTR03929	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344
OG0000185	XENTR06208, XENTR17890	BRALA17010
OG0000185	XENTR09757, XENTR04609	BRALA20218
OG0000185	XENTR12734	BRALA09638
OG0000188	XENTR02204, XENTR07576, XENTR05663	BRALA03655
OG0000190	XENTR07782, XENTR06828, XENTR06827, XENTR07781, XENTR06829	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641
OG0000191	XENTR10870, XENTR05167, XENTR13007	BRALA07439
OG0000192	XENTR03994, XENTR04308	BRALA05274
OG0000192	XENTR16408	BRALA02780
OG0000192	XENTR01771	BRALA25029
OG0000193	XENTR18808, XENTR10186, XENTR10185, XENTR18807	BRALA13336, BRALA13337
OG0000193	XENTR02648	BRALA29049
OG0000194	XENTR14824, XENTR18660, XENTR00280, XENTR10034	BRALA06145, BRALA06143, BRALA24202, BRALA32166, BRALA06144, BRALA05240, BRALA29709, BRALA24201, BRALA30621, BRALA19294, BRALA04421, BRALA06130, BRALA14291, BRALA14295, BRALA14297
OG0000195	XENTR11322, XENTR09909, XENTR17326	BRALA27202, BRALA33299, BRALA21846
OG0000195	XENTR19159	BRALA01750, BRALA01749, BRALA08338, BRALA22184
OG0000197	XENTR05307, XENTR15908	BRALA10216, BRALA29466, BRALA29467, BRALA15189, BRALA19566, BRALA04648
OG0000197	XENTR03218, XENTR03217, XENTR15281	BRALA20671
OG0000197	XENTR12861, XENTR09625, XENTR08202, XENTR08199, XENTR08201	BRALA10218
OG0000198	XENTR01193, XENTR17668, XENTR11605, XENTR06767, XENTR06766, XENTR18054	BRALA09031, BRALA09030, BRALA09029
OG0000200	XENTR00252	BRALA02802, BRALA02803, BRALA02804
OG0000201	XENTR16600, XENTR16601, XENTR04781	BRALA11221
OG0000201	XENTR04564	BRALA14937
OG0000201	XENTR12187, XENTR00868	BRALA24651
OG0000202	XENTR06926, XENTR12390, XENTR08208	BRALA14447
OG0000202	XENTR10504, XENTR02700, XENTR02277, XENTR01975, XENTR01974, XENTR01976, XENTR01977, XENTR07918, XENTR13180, XENTR02012, XENTR17556	BRALA31830, BRALA31826
OG0000203	XENTR04908	BRALA06689
OG0000203	XENTR08192, XENTR07634	BRALA14737
OG0000203	XENTR09015, XENTR08065	BRALA25872, BRALA05551, BRALA14396, BRALA14391, BRALA25871, BRALA14399
OG0000204	XENTR01607, XENTR04482	BRALA20764
OG0000204	XENTR04113, XENTR02352	BRALA02474
OG0000205	XENTR12959, XENTR05519	BRALA21195
OG0000205	XENTR16886, XENTR01752, XENTR14923	BRALA20306, BRALA28681
OG0000206	XENTR10880, XENTR04135	BRALA25642, BRALA25645, BRALA27739, BRALA21905, BRALA08313, BRALA25643
OG0000206	XENTR10501, XENTR13106, XENTR12355	BRALA22100
OG0000207	XENTR04496, XENTR02974	BRALA03383
OG0000208	XENTR16926, XENTR03526, XENTR09459, XENTR16011, XENTR11826, XENTR05993	BRALA35053, BRALA34947, BRALA35305, BRALA13300, BRALA27233, BRALA24278, BRALA35214, BRALA35549, BRALA33938, BRALA33891, BRALA27230, BRALA35033, BRALA34389
OG0000210	XENTR12375	BRALA05034
OG0000210	XENTR19252	BRALA01074, BRALA01072
OG0000210	XENTR04415	BRALA05812
OG0000211	XENTR02626	BRALA12046
OG0000211	XENTR00605	BRALA35905
OG0000211	XENTR03419	BRALA33365
OG0000213	XENTR03518, XENTR08248	BRALA24613, BRALA23230, BRALA23231, BRALA33816, BRALA23229
OG0000214	XENTR12264	BRALA25153, BRALA35333, BRALA30932, BRALA21539, BRALA30563
OG0000215	XENTR01627, XENTR06477	BRALA09164
OG0000215	XENTR04188	BRALA14093
OG0000216	XENTR15525	BRALA02500, BRALA06821
OG0000218	XENTR06015	BRALA12469
OG0000219	XENTR04422, XENTR04421	BRALA29433, BRALA01902, BRALA15743, BRALA06121, BRALA20304, BRALA15740, BRALA09282, BRALA31956
OG0000220	XENTR07581	BRALA03898
OG0000220	XENTR15742	BRALA01840, BRALA01841
OG0000221	XENTR04171, XENTR10605, XENTR06942	BRALA04793, BRALA07381, BRALA07380
OG0000221	XENTR10392, XENTR01755, XENTR16885	BRALA10634
OG0000222	XENTR18094, XENTR09636, XENTR09635	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286
OG0000225	XENTR02888, XENTR02887, XENTR02890, XENTR02882, XENTR02884, XENTR10481, XENTR16882, XENTR02814, XENTR02816, XENTR02864, XENTR03767, XENTR05141, XENTR06741, XENTR17843, XENTR17844	BRALA20442, BRALA20435
OG0000226	XENTR11864	BRALA31446, BRALA01942
OG0000227	XENTR06938	BRALA04952, BRALA04966
OG0000227	XENTR00522, XENTR04987	BRALA04957
OG0000228	XENTR07707, XENTR15692	BRALA34100
OG0000229	XENTR07694	BRALA13406, BRALA22316, BRALA01806, BRALA10794, BRALA01662, BRALA25953, BRALA25949
OG0000230	XENTR08030, XENTR08029	BRALA01549
OG0000230	XENTR08028, XENTR03529, XENTR06314	BRALA16571, BRALA16569, BRALA16568
OG0000231	XENTR12600, XENTR00418, XENTR03456, XENTR16995	BRALA20193
OG0000231	XENTR00474, XENTR12545	BRALA20465
OG0000233	XENTR14531	BRALA10164, BRALA10197, BRALA18422, BRALA10165
OG0000234	XENTR08092, XENTR06076, XENTR18346	BRALA04116
OG0000234	XENTR00774, XENTR10873	BRALA02072
OG0000235	XENTR11258	BRALA31040, BRALA14681, BRALA20084, BRALA35274, BRALA16264, BRALA14680, BRALA27376, BRALA12557, BRALA12556
OG0000235	XENTR03491, XENTR04363, XENTR04213, XENTR04161	BRALA24060, BRALA24059, BRALA24061, BRALA32227, BRALA23923, BRALA11596, BRALA35338, BRALA24068, BRALA24058, BRALA24057, BRALA24055, BRALA24056, BRALA24065, BRALA32148, BRALA11597, BRALA04385
OG0000236	XENTR08003	BRALA19030
OG0000238	XENTR01828	BRALA11216, BRALA11218, BRALA11219, BRALA11217
OG0000238	XENTR07222, XENTR07219, XENTR07220, XENTR07221, XENTR05205	BRALA22406
OG0000238	XENTR05204	BRALA02719
OG0000239	XENTR02896, XENTR08392	BRALA04987
OG0000239	XENTR09596	BRALA30155, BRALA34063
OG0000242	XENTR11501	BRALA02156, BRALA08925
OG0000242	XENTR19139, XENTR02853	BRALA11080, BRALA10999
OG0000242	XENTR01304	BRALA01207, BRALA09298
OG0000243	XENTR05310, XENTR05717	BRALA15408
OG0000244	XENTR03738, XENTR10413	BRALA12481
OG0000245	XENTR14120	BRALA33308
OG0000245	XENTR18573, XENTR17216, XENTR17307, XENTR08599, XENTR10449, XENTR14505	BRALA34781
OG0000246	XENTR05669	BRALA02252
OG0000246	XENTR12561	BRALA29247, BRALA14673, BRALA16837, BRALA30601, BRALA16836
OG0000248	XENTR05728, XENTR06749, XENTR18294, XENTR06755, XENTR06750, XENTR06752	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868
OG0000250	XENTR02681	BRALA31781, BRALA29201, BRALA33782, BRALA34803, BRALA31510, BRALA20935, BRALA12663, BRALA29202, BRALA24889
OG0000250	XENTR13730	BRALA11863
OG0000250	XENTR12693	BRALA06695
OG0000250	XENTR18990	BRALA09013, BRALA35677
OG0000251	XENTR06246, XENTR18095	BRALA15838
OG0000251	XENTR09634	BRALA05640
OG0000251	XENTR11476, XENTR03109	BRALA09788, BRALA09787
OG0000253	XENTR17616, XENTR17617, XENTR08301, XENTR12380	BRALA04180, BRALA14275, BRALA33720, BRALA14276, BRALA28206, BRALA08499, BRALA20224, BRALA20133, BRALA18906, BRALA20007, BRALA34615, BRALA23792
OG0000254	XENTR15668	BRALA20103, BRALA23165
OG0000255	XENTR09255	BRALA00871, BRALA11731, BRALA31615
OG0000255	XENTR12056	BRALA02467, BRALA20756, BRALA08872, BRALA09849, BRALA09857, BRALA27836
OG0000256	XENTR18908	BRALA10199
OG0000256	XENTR00544, XENTR12133, XENTR13229	BRALA09570, BRALA17466, BRALA00793, BRALA13439, BRALA13440, BRALA13438, BRALA30583
OG0000257	XENTR07148, XENTR11248	BRALA18496
OG0000257	XENTR08520	BRALA09564, BRALA08492
OG0000257	XENTR03052, XENTR13887	BRALA15240
OG0000258	XENTR05687, XENTR18554, XENTR18555, XENTR01829	BRALA13021
OG0000258	XENTR04830, XENTR00764	BRALA20081
OG0000258	XENTR12963, XENTR01640	BRALA24991
OG0000259	XENTR16812, XENTR10177, XENTR18181	BRALA16850
OG0000260	XENTR02375, XENTR07041	BRALA15356
OG0000260	XENTR01980, XENTR02010, XENTR10330	BRALA16338
OG0000265	XENTR04690	BRALA18329
OG0000265	XENTR16783	BRALA12823
OG0000268	XENTR02299, XENTR06273, XENTR06272	BRALA05849
OG0000268	XENTR08601, XENTR08600, XENTR12203	BRALA32039
OG0000269	XENTR03143, XENTR10754, XENTR12377	BRALA33280, BRALA06865, BRALA27748
OG0000270	XENTR01639, XENTR12962	BRALA12009
OG0000270	XENTR15949, XENTR01261	BRALA33710
OG0000273	XENTR05880	BRALA05275
OG0000273	XENTR04558	BRALA15018
OG0000276	XENTR11774, XENTR09720	BRALA25431, BRALA03818
OG0000277	XENTR14696, XENTR01190	BRALA26639
OG0000277	XENTR10121, XENTR08844, XENTR08749	BRALA25256
OG0000278	XENTR19229	BRALA11856, BRALA14630
OG0000278	XENTR09088	BRALA21572
OG0000278	XENTR12427	BRALA03801
OG0000280	XENTR03406, XENTR03118	BRALA13468
OG0000280	XENTR09398	BRALA15664
OG0000280	XENTR05286	BRALA13500
OG0000281	XENTR11395, XENTR11394, XENTR00724, XENTR17839, XENTR12423, XENTR05941, XENTR08165	BRALA02314, BRALA03206, BRALA03204, BRALA15731, BRALA03205
OG0000281	XENTR05001, XENTR04901	BRALA00089, BRALA06078, BRALA03829
OG0000282	XENTR02925, XENTR13973	BRALA23685
OG0000282	XENTR08646	BRALA29869
OG0000282	XENTR07444	BRALA11493
OG0000284	XENTR07786, XENTR15522, XENTR13217	BRALA18410
OG0000284	XENTR04307	BRALA01827, BRALA00852
OG0000285	XENTR13132	BRALA24652
OG0000286	XENTR17252, XENTR17250, XENTR17251	BRALA16073, BRALA31945
OG0000286	XENTR14882, XENTR03100	BRALA14124, BRALA07447
OG0000286	XENTR16087	BRALA09665, BRALA09666, BRALA30005, BRALA27890, BRALA16069, BRALA20229
OG0000286	XENTR08614, XENTR08615, XENTR17051	BRALA02345
OG0000286	XENTR08670	BRALA34399
OG0000287	XENTR00628, XENTR08815, XENTR09170	BRALA33320
OG0000288	XENTR07811	BRALA09698
OG0000289	XENTR02120, XENTR05756	BRALA16624
OG0000290	XENTR04155	BRALA03290
OG0000295	XENTR03072	BRALA05907, BRALA02617
OG0000295	XENTR01672	BRALA06482
OG0000296	XENTR15309	BRALA13278
OG0000296	XENTR04749, XENTR11549	BRALA00684
OG0000296	XENTR00542, XENTR12575	BRALA26834
OG0000296	XENTR17014, XENTR02673	BRALA15062
OG0000296	XENTR06270, XENTR06080	BRALA03454
OG0000297	XENTR05837, XENTR10437, XENTR10438, XENTR17204, XENTR02128, XENTR02129, XENTR16806	BRALA13304
OG0000298	XENTR15513, XENTR15512, XENTR19224, XENTR17746, XENTR06109, XENTR04556	BRALA20144, BRALA02076, BRALA02063, BRALA02056, BRALA08888, BRALA02098
OG0000300	XENTR05754	BRALA13755
OG0000300	XENTR05964	BRALA06909
OG0000300	XENTR06113	BRALA23699, BRALA05216
OG0000300	XENTR14062	BRALA06943, BRALA06896, BRALA05903
OG0000300	XENTR13392	BRALA19054, BRALA19053
OG0000301	XENTR10255	BRALA17932
OG0000301	XENTR04265, XENTR08731, XENTR05595	BRALA03661
OG0000301	XENTR00731, XENTR05032	BRALA23983
OG0000301	XENTR12661	BRALA03664
OG0000303	XENTR17264	BRALA26900, BRALA12618, BRALA02898, BRALA31477, BRALA04099, BRALA35972, BRALA19345, BRALA19599, BRALA35981, BRALA10253, BRALA19359, BRALA02922, BRALA17220, BRALA00007, BRALA35893, BRALA02920, BRALA02928, BRALA35950, BRALA34819, BRALA02865, BRALA11962, BRALA33230, BRALA02921, BRALA04887, BRALA04876, BRALA04877, BRALA04878, BRALA04881, BRALA04880, BRALA04884, BRALA04885, BRALA17158, BRALA21390, BRALA04971, BRALA21111, BRALA31145, BRALA04126, BRALA30386, BRALA05589, BRALA34407, BRALA33033, BRALA02833, BRALA03956, BRALA16584, BRALA07652, BRALA10255, BRALA07257, BRALA12959, BRALA02383, BRALA08050, BRALA03936, BRALA02853, BRALA01531, BRALA22343, BRALA00064
OG0000305	XENTR15555	BRALA09424
OG0000305	XENTR05359	BRALA18598
OG0000305	XENTR04162, XENTR07218	BRALA10626
OG0000307	XENTR13525, XENTR02085	BRALA28915
OG0000307	XENTR01470	BRALA08461
OG0000308	XENTR05341, XENTR03132	BRALA35067, BRALA07362
OG0000308	XENTR11467	BRALA12881
OG0000308	XENTR06275	BRALA22416
OG0000309	XENTR18236, XENTR00768	BRALA18980
OG0000309	XENTR13169	BRALA26379
OG0000310	XENTR02307, XENTR02306	BRALA13697, BRALA13599, BRALA23270, BRALA13590
OG0000312	XENTR10281, XENTR10282, XENTR04736, XENTR00030	BRALA14627
OG0000312	XENTR12581	BRALA05942
OG0000312	XENTR16372, XENTR10558	BRALA11891
OG0000313	XENTR04895, XENTR02724	BRALA06607
OG0000313	XENTR08592	BRALA35023
OG0000313	XENTR05983, XENTR05982	BRALA19728
OG0000314	XENTR04774, XENTR10527, XENTR11181	BRALA11883, BRALA01413
OG0000315	XENTR03674	BRALA34362
OG0000315	XENTR02373	BRALA25721
OG0000316	XENTR07574, XENTR05658	BRALA03950
OG0000316	XENTR00550, XENTR11533	BRALA15636
OG0000317	XENTR07755	BRALA18337
OG0000317	XENTR13934, XENTR13686, XENTR00225	BRALA01067
OG0000319	XENTR04637	BRALA14575
OG0000320	XENTR14185, XENTR01732, XENTR08417, XENTR18779	BRALA10660
OG0000320	XENTR04771	BRALA04738, BRALA17494, BRALA04672, BRALA04669, BRALA04676, BRALA17492, BRALA04680
OG0000321	XENTR04726	BRALA01010
OG0000321	XENTR01810	BRALA31205
OG0000321	XENTR09351, XENTR09906, XENTR02057, XENTR09352, XENTR09907	BRALA14278
OG0000322	XENTR17956	BRALA07551, BRALA07552, BRALA08284
OG0000323	XENTR18280	BRALA07917
OG0000323	XENTR06278, XENTR08426	BRALA00213
OG0000325	XENTR07161	BRALA15301, BRALA32697, BRALA32699, BRALA33204, BRALA28705, BRALA28697, BRALA32751
OG0000325	XENTR03133, XENTR12265	BRALA29149
OG0000326	XENTR10133, XENTR03102, XENTR17122	BRALA08611
