Orthogroup	XENTR	ORYLA
OG0005697	XENTR08801	ORYLA18939
OG0005698	XENTR10206	ORYLA02906
OG0005699	XENTR03059	ORYLA07691
OG0005702	XENTR05785	ORYLA03576
OG0005704	XENTR10783	ORYLA09597
OG0005707	XENTR13799	ORYLA06810, ORYLA13030
OG0005708	XENTR16853, XENTR16852, XENTR19233	ORYLA06067
OG0005709	XENTR12957	ORYLA07376, ORYLA10734
OG0005710	XENTR14786	ORYLA19829
OG0005711	XENTR04377	ORYLA04019
OG0005712	XENTR07393	ORYLA18989
OG0005713	XENTR16027	ORYLA12382
OG0005714	XENTR15409	ORYLA02729
OG0005715	XENTR13785	ORYLA17805
OG0005717	XENTR11396	ORYLA05307
OG0005719	XENTR17722	ORYLA19328
OG0005721	XENTR01507	ORYLA04577
OG0005723	XENTR02798	ORYLA15901
OG0005724	XENTR08971	ORYLA04176
OG0005725	XENTR00954	ORYLA07793
OG0005726	XENTR11215, XENTR18879	ORYLA06770, ORYLA09046
OG0005727	XENTR06326	ORYLA17541
OG0005728	XENTR13816	ORYLA14263
OG0005729	XENTR17527, XENTR14626	ORYLA11545
OG0005730	XENTR16362, XENTR16363	ORYLA03772
OG0005730	XENTR03887	ORYLA16956, ORYLA16955, ORYLA00644
OG0005731	XENTR07331	ORYLA16981
OG0005732	XENTR01849	ORYLA00704, ORYLA00703
OG0005733	XENTR12818	ORYLA08056
OG0005734	XENTR16904	ORYLA15387, ORYLA20126
OG0005735	XENTR16094	ORYLA02863
OG0005736	XENTR15143	ORYLA16039, ORYLA20245
OG0005736	XENTR02380	ORYLA10904
OG0005737	XENTR14241	ORYLA05474, ORYLA05475, ORYLA05473
OG0005738	XENTR03189	ORYLA06339
OG0005740	XENTR17867	ORYLA00248
OG0005741	XENTR10578	ORYLA08044
OG0005742	XENTR03320	ORYLA05610
OG0005743	XENTR14002	ORYLA01219, ORYLA06763, ORYLA06762
OG0005743	XENTR11895	ORYLA01949, ORYLA05989
OG0005744	XENTR14995	ORYLA05679
OG0005746	XENTR14223	ORYLA00433
OG0005747	XENTR12914	ORYLA15631
OG0005748	XENTR03220	ORYLA03792, ORYLA03791
OG0005749	XENTR13666	ORYLA20160
OG0005750	XENTR13184	ORYLA01346
OG0005752	XENTR08044	ORYLA09924
OG0005753	XENTR16085	ORYLA03557, ORYLA03556
OG0005754	XENTR11178	ORYLA16213
OG0005755	XENTR01706	ORYLA13999
OG0005756	XENTR18511	ORYLA02098
OG0005758	XENTR03080	ORYLA03344
OG0005759	XENTR13135	ORYLA18537, ORYLA18536
OG0005761	XENTR00801	ORYLA17928
OG0005762	XENTR09892	ORYLA12918
OG0005763	XENTR00558	ORYLA18058
OG0005764	XENTR11684	ORYLA05922
OG0005765	XENTR11840	ORYLA05068
OG0005766	XENTR03092	ORYLA03635
OG0005767	XENTR02897	ORYLA08905
OG0005769	XENTR04692	ORYLA12870
OG0005770	XENTR07769	ORYLA15198
OG0005771	XENTR17752	ORYLA01975
OG0005772	XENTR01180	ORYLA17831
OG0005773	XENTR17797	ORYLA14006
OG0005773	XENTR19146	ORYLA06306
OG0005774	XENTR06210	ORYLA15970
OG0005775	XENTR03909	ORYLA07737
OG0005776	XENTR14277, XENTR17148	ORYLA05092
OG0005779	XENTR01952	ORYLA17816
OG0005782	XENTR16752	ORYLA01482
OG0005783	XENTR18413	ORYLA14100
OG0005784	XENTR13380	ORYLA05072
OG0005785	XENTR11082	ORYLA16543
OG0005786	XENTR05969	ORYLA20339
OG0005787	XENTR19090	ORYLA19947
OG0005788	XENTR18303	ORYLA15415
OG0005789	XENTR00490	ORYLA12435
OG0005790	XENTR09099	ORYLA05159
OG0005792	XENTR15781, XENTR15780	ORYLA18637
OG0005793	XENTR12617	ORYLA07054
OG0005794	XENTR09199	ORYLA09326
OG0005795	XENTR01918	ORYLA17869
OG0005796	XENTR01931	ORYLA17559
OG0005797	XENTR10908	ORYLA18216
OG0005798	XENTR07022	ORYLA13859
OG0005799	XENTR11641	ORYLA01072
OG0005800	XENTR01754	ORYLA01809
OG0005801	XENTR11859	ORYLA20361
OG0005802	XENTR08427	ORYLA09753
OG0005803	XENTR17154	ORYLA09410
OG0005804	XENTR00653	ORYLA12290
OG0005804	XENTR00022	ORYLA06566
OG0005806	XENTR00795	ORYLA17922
OG0005807	XENTR12847	ORYLA01224
OG0005808	XENTR11121	ORYLA13733
OG0005810	XENTR17295	ORYLA20379
OG0005811	XENTR03035	ORYLA11574
OG0005812	XENTR15789	ORYLA01100
OG0005813	XENTR00797	ORYLA17924
OG0005814	XENTR04732, XENTR04731	ORYLA02975
OG0005815	XENTR06350	ORYLA02282
OG0005816	XENTR00536	ORYLA17256, ORYLA15374
OG0005817	XENTR13699	ORYLA02525
OG0005818	XENTR10792	ORYLA15368
OG0005819	XENTR13214	ORYLA17070
OG0005820	XENTR05126	ORYLA05689
OG0005821	XENTR10629	ORYLA05556
OG0005822	XENTR08490	ORYLA19296
OG0005823	XENTR09463	ORYLA04103
OG0005824	XENTR08106	ORYLA12812
OG0005827	XENTR01649	ORYLA04867
OG0005828	XENTR12512	ORYLA17775
OG0005828	XENTR12511	ORYLA18417
OG0005829	XENTR09175, XENTR09176	ORYLA11889
OG0005830	XENTR05629	ORYLA16729, ORYLA16928
OG0005831	XENTR13713	ORYLA19768
OG0005832	XENTR09883	ORYLA20295
OG0005833	XENTR12701	ORYLA12552
OG0005835	XENTR13416	ORYLA15968
OG0005836	XENTR01905	ORYLA02705
OG0005837	XENTR12226	ORYLA17100
OG0005838	XENTR15966	ORYLA15364
OG0005839	XENTR06691	ORYLA04968
OG0005839	XENTR14220	ORYLA00436
OG0005840	XENTR11551	ORYLA04946
OG0005841	XENTR12467	ORYLA14469
OG0005842	XENTR02998	ORYLA13693
OG0005843	XENTR06586	ORYLA06467
OG0005844	XENTR14444	ORYLA04807
OG0005845	XENTR09452	ORYLA03266
OG0005846	XENTR08903	ORYLA04854
OG0005847	XENTR15396	ORYLA11529
OG0005848	XENTR01693	ORYLA16342
OG0005849	XENTR16028	ORYLA09685
OG0005850	XENTR09236	ORYLA13872
OG0005851	XENTR00048	ORYLA13639
OG0005852	XENTR02341	ORYLA15830
OG0005853	XENTR11690	ORYLA10472, ORYLA11336
OG0005854	XENTR05947	ORYLA15268
OG0005855	XENTR06940	ORYLA16421
OG0005857	XENTR09453	ORYLA03540
OG0005858	XENTR01140	ORYLA17612
OG0005859	XENTR19125	ORYLA17362
OG0005860	XENTR17203	ORYLA17529
OG0005861	XENTR00321	ORYLA12932
OG0005863	XENTR16855	ORYLA16762
OG0005864	XENTR01946	ORYLA02335, ORYLA02336
OG0005865	XENTR18360	ORYLA18711
OG0005866	XENTR14392	ORYLA10406
OG0005867	XENTR00772	ORYLA14750
OG0005868	XENTR02054	ORYLA01009
OG0005869	XENTR02475	ORYLA14537
OG0005870	XENTR03986	ORYLA06800
OG0005871	XENTR03471	ORYLA00937
OG0005872	XENTR11811	ORYLA06151
OG0005874	XENTR12341	ORYLA08808
OG0005875	XENTR08470	ORYLA03096
OG0005876	XENTR11129	ORYLA13721
OG0005877	XENTR09830	ORYLA12771
OG0005878	XENTR04121	ORYLA11425, ORYLA11426
OG0005879	XENTR00215	ORYLA06023
OG0005880	XENTR06014	ORYLA20156
OG0005883	XENTR00821	ORYLA18088
OG0005884	XENTR05536	ORYLA11455
OG0005885	XENTR14479	ORYLA17740
OG0005886	XENTR11697	ORYLA10508
OG0005887	XENTR14900	ORYLA04540
OG0005888	XENTR04928	ORYLA16571
OG0005889	XENTR00662	ORYLA07548
OG0005890	XENTR17071	ORYLA11535
OG0005891	XENTR17974	ORYLA00807
OG0005892	XENTR09555	ORYLA12431
OG0005893	XENTR00920	ORYLA04914
OG0005894	XENTR00891	ORYLA08719
OG0005894	XENTR13041	ORYLA03910
OG0005895	XENTR04951	ORYLA04519
OG0005896	XENTR07474	ORYLA11728
OG0005897	XENTR08676, XENTR08677	ORYLA19507
OG0005898	XENTR14156	ORYLA09769
OG0005899	XENTR04251	ORYLA16594
OG0005900	XENTR00304	ORYLA06266
OG0005901	XENTR00489	ORYLA15179
OG0005902	XENTR05146	ORYLA02177
OG0005903	XENTR08468	ORYLA03025
OG0005906	XENTR12698	ORYLA09828
OG0005907	XENTR00375	ORYLA10740, ORYLA15224
OG0005909	XENTR14750	ORYLA13661
OG0005912	XENTR11602, XENTR11601	ORYLA16145
OG0005912	XENTR03265	ORYLA06495
OG0005913	XENTR01053, XENTR04373	ORYLA03195
OG0005914	XENTR11305	ORYLA14072
OG0005915	XENTR05918, XENTR02333	ORYLA09945
OG0005916	XENTR04169	ORYLA09681
OG0005918	XENTR03925	ORYLA06801
OG0005919	XENTR00097, XENTR00096	ORYLA06790
OG0005921	XENTR00634	ORYLA03161
OG0005922	XENTR19143	ORYLA14270
OG0005923	XENTR16075	ORYLA07289
OG0005924	XENTR10424	ORYLA10431
OG0005926	XENTR04964	ORYLA06535
OG0005927	XENTR00112	ORYLA18549, ORYLA18257
OG0005928	XENTR10650	ORYLA13174
OG0005929	XENTR12228	ORYLA17102
OG0005930	XENTR14085	ORYLA02382
OG0005931	XENTR01406	ORYLA12693
OG0005932	XENTR00959	ORYLA15050
OG0005933	XENTR12800	ORYLA04204
OG0005936	XENTR08342	ORYLA00036
OG0005937	XENTR01329	ORYLA15356
OG0005938	XENTR11016	ORYLA02948
OG0005939	XENTR08339	ORYLA14676
OG0005940	XENTR13085	ORYLA11953
OG0005941	XENTR16921	ORYLA11974
OG0005942	XENTR04947	ORYLA20255
OG0005943	XENTR05606	ORYLA17027
OG0005944	XENTR16564, XENTR16566, XENTR16565	ORYLA05011
OG0005945	XENTR12111	ORYLA11391
OG0005946	XENTR06821	ORYLA16047
OG0005947	XENTR09350	ORYLA04618
OG0005948	XENTR11831	ORYLA05015, ORYLA08209
OG0005948	XENTR17664	ORYLA05016, ORYLA08210
OG0005949	XENTR12509	ORYLA17627
OG0005950	XENTR08032	ORYLA10694
OG0005951	XENTR05040	ORYLA13200
OG0005952	XENTR01948	ORYLA17339
OG0005953	XENTR07440, XENTR07441, XENTR05811	ORYLA17714
OG0005954	XENTR00461	ORYLA15255
OG0005955	XENTR02212	ORYLA17735
OG0005957	XENTR18017	ORYLA07508
OG0005958	XENTR06687	ORYLA11465
OG0005959	XENTR18932	ORYLA01636
OG0005960	XENTR04253, XENTR04254	ORYLA14080
OG0005961	XENTR07970	ORYLA13699
OG0005963	XENTR04988	ORYLA13333
OG0005964	XENTR11519	ORYLA11297
OG0005965	XENTR11562	ORYLA00501
OG0005966	XENTR07355	ORYLA16765
OG0005967	XENTR04824	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	XENTR13328	ORYLA06981
OG0005969	XENTR16955	ORYLA05253
OG0005970	XENTR04665	ORYLA12936
OG0005972	XENTR02124	ORYLA13344
OG0005973	XENTR10954	ORYLA10086
OG0005974	XENTR04691	ORYLA12871
OG0005975	XENTR02304	ORYLA09620
OG0005976	XENTR10013	ORYLA10048
OG0005977	XENTR12877	ORYLA11110
OG0005978	XENTR14183	ORYLA18813
OG0005979	XENTR01894	ORYLA09195
OG0005980	XENTR02536	ORYLA16160
OG0005982	XENTR04745	ORYLA02398
OG0005983	XENTR09070	ORYLA13523
OG0005984	XENTR12144	ORYLA02487
OG0005985	XENTR06983	ORYLA17726
OG0005986	XENTR04122	ORYLA07662
OG0005987	XENTR08582, XENTR11918	ORYLA04335
OG0005989	XENTR16020	ORYLA14612, ORYLA14611
OG0005991	XENTR15975	ORYLA14694
OG0005993	XENTR12270	ORYLA15988
OG0005994	XENTR04762	ORYLA02349
OG0005994	XENTR00302	ORYLA06764
OG0005996	XENTR13072	ORYLA05372
OG0005997	XENTR03748	ORYLA14583, ORYLA12455
OG0005998	XENTR00864	ORYLA02760
OG0006000	XENTR14856	ORYLA11444
OG0006001	XENTR12132	ORYLA14912
OG0006002	XENTR00392	ORYLA11186
OG0006003	XENTR08305	ORYLA00268
OG0006004	XENTR06199	ORYLA16105
OG0006005	XENTR01598	ORYLA04614
OG0006007	XENTR09817	ORYLA13414
OG0006008	XENTR10519	ORYLA00733
OG0006009	XENTR12472	ORYLA19597, ORYLA18623
OG0006010	XENTR14270	ORYLA01122
OG0006011	XENTR06316	ORYLA04360
OG0006012	XENTR02675	ORYLA12331
OG0006013	XENTR12938	ORYLA02083
OG0006014	XENTR03682, XENTR03683	ORYLA13553, ORYLA12220
OG0006015	XENTR08679	ORYLA00450
OG0006018	XENTR04269	ORYLA08101, ORYLA05000
OG0006021	XENTR03020	ORYLA10174, ORYLA11667
OG0006021	XENTR14101	ORYLA04349, ORYLA01068
OG0006022	XENTR19044	ORYLA09959
OG0006022	XENTR09688	ORYLA07563, ORYLA06724
OG0006023	XENTR17081	ORYLA08599, ORYLA09661
OG0006023	XENTR12615	ORYLA07045
OG0006024	XENTR16108	ORYLA02223, ORYLA10573
OG0006024	XENTR05162, XENTR05161	ORYLA11422
OG0006025	XENTR15734	ORYLA01585, ORYLA20387
OG0006025	XENTR15738	ORYLA01586
OG0006025	XENTR02470	ORYLA14299, ORYLA15844
OG0006026	XENTR17607	ORYLA19895
OG0006027	XENTR06382	ORYLA02568
OG0006027	XENTR09935, XENTR05640	ORYLA13318
OG0006028	XENTR14705	ORYLA09092, ORYLA06469
OG0006028	XENTR13899	ORYLA09361
OG0006029	XENTR06380	ORYLA02572
OG0006029	XENTR00110	ORYLA06778
OG0006030	XENTR03851	ORYLA10457
OG0006031	XENTR01463	ORYLA12601
OG0006032	XENTR01063	ORYLA20097, ORYLA12234
OG0006033	XENTR18296, XENTR18297, XENTR18298, XENTR18299, XENTR10352, XENTR10347, XENTR10346, XENTR18485, XENTR10351, XENTR10348, XENTR10349, XENTR10350, XENTR19267, XENTR04427, XENTR09991, XENTR09992, XENTR09993	ORYLA05658, ORYLA05659, ORYLA05661, ORYLA05660, ORYLA14522
OG0006059	XENTR17303	ORYLA09031
OG0006061	XENTR12573	ORYLA19379
OG0006062	XENTR01805	ORYLA16708
OG0006063	XENTR07530	ORYLA03877
OG0006064	XENTR10338	ORYLA04445
OG0006065	XENTR04759	ORYLA17451
OG0006066	XENTR15153	ORYLA09975
OG0006067	XENTR16065	ORYLA05884
OG0006068	XENTR03642	ORYLA01339, ORYLA01340
OG0006068	XENTR08142	ORYLA04996
OG0006069	XENTR12713	ORYLA16979
OG0006070	XENTR07400	ORYLA00067
OG0006071	XENTR16097	ORYLA02579
OG0006072	XENTR09314, XENTR09315	ORYLA12315
OG0006073	XENTR14776	ORYLA03080
OG0006074	XENTR12108	ORYLA11388
OG0006076	XENTR04310, XENTR04309	ORYLA20453
OG0006077	XENTR07181	ORYLA19036, ORYLA19037
OG0006078	XENTR03424	ORYLA17648
OG0006078	XENTR18894	ORYLA01729
OG0006079	XENTR01421	ORYLA15110
OG0006082	XENTR05362	ORYLA01781
OG0006083	XENTR00742	ORYLA20342
OG0006084	XENTR03553, XENTR03554	ORYLA00533
OG0006085	XENTR01611	ORYLA15317
OG0006086	XENTR12930	ORYLA01922, ORYLA01921
OG0006087	XENTR04594	ORYLA07572
OG0006092	XENTR01485	ORYLA18231
OG0006094	XENTR03083	ORYLA03339
OG0006095	XENTR14710	ORYLA00577
OG0006096	XENTR06329	ORYLA02341
OG0006097	XENTR12426	ORYLA08979
OG0006098	XENTR08186	ORYLA08847
OG0006099	XENTR01273	ORYLA16995
OG0006100	XENTR10987	ORYLA15271
OG0006102	XENTR08091	ORYLA13664
OG0006103	XENTR08008	ORYLA11324
OG0006104	XENTR13714	ORYLA19385
OG0006107	XENTR14034, XENTR14033	ORYLA14542
OG0006108	XENTR12923	ORYLA05895
OG0006110	XENTR10136	ORYLA14511, ORYLA14510
OG0006111	XENTR17823, XENTR17822	ORYLA04074, ORYLA03212
OG0006112	XENTR05885	ORYLA15289
OG0006113	XENTR04621	ORYLA07029
OG0006114	XENTR02803	ORYLA15533
OG0006115	XENTR09139	ORYLA11548
OG0006117	XENTR13745	ORYLA00077
OG0006118	XENTR03384	ORYLA05452
OG0006119	XENTR08875	ORYLA20488
OG0006120	XENTR00584, XENTR09766	ORYLA10724
OG0006121	XENTR10914	ORYLA19436
OG0006122	XENTR13129	ORYLA08367
OG0006123	XENTR18981	ORYLA20495
OG0006124	XENTR07608	ORYLA11506
OG0006125	XENTR12664	ORYLA09691
OG0006126	XENTR04925	ORYLA16568
OG0006127	XENTR07638	ORYLA15251
OG0006128	XENTR13569	ORYLA15261
OG0006129	XENTR03488	ORYLA00354
OG0006130	XENTR12277	ORYLA14031
OG0006131	XENTR16174	ORYLA16375, ORYLA07912
OG0006132	XENTR09551	ORYLA05048
OG0006133	XENTR09837	ORYLA12772
OG0006134	XENTR14999	ORYLA05638
OG0006136	XENTR05198	ORYLA09430
OG0006137	XENTR17758	ORYLA02042
OG0006139	XENTR17331	ORYLA14759, ORYLA11225
OG0006140	XENTR03667	ORYLA15551
OG0006141	XENTR00345	ORYLA12129
OG0006142	XENTR14064	ORYLA10309
OG0006142	XENTR13986	ORYLA19181
OG0006144	XENTR06622, XENTR06621	ORYLA07543
OG0006145	XENTR04064	ORYLA20229
OG0006146	XENTR07572, XENTR07573	ORYLA05029
OG0006147	XENTR06844	ORYLA17682
OG0006148	XENTR04750	ORYLA02358
OG0006149	XENTR11705	ORYLA10488
OG0006151	XENTR10086	ORYLA14513
OG0006152	XENTR07468	ORYLA11733
OG0006153	XENTR05646	ORYLA20426
OG0006155	XENTR12154	ORYLA06089
OG0006156	XENTR16540	ORYLA00926
OG0006158	XENTR14287, XENTR03057	ORYLA10442
OG0006159	XENTR18552	ORYLA19153
OG0006160	XENTR06388	ORYLA19637
OG0006161	XENTR03324	ORYLA01833
OG0006162	XENTR09836, XENTR09835	ORYLA13159
OG0006163	XENTR02676	ORYLA14800, ORYLA12332
OG0006164	XENTR18051	ORYLA19800
OG0006165	XENTR02514	ORYLA20003
OG0006167	XENTR07924	ORYLA07176, ORYLA00415
OG0006168	XENTR04926	ORYLA16569
OG0006169	XENTR17131	ORYLA04271
OG0006170	XENTR08214	ORYLA09909
OG0006171	XENTR12055	ORYLA02054
OG0006172	XENTR03028	ORYLA10481
OG0006174	XENTR14083	ORYLA17661, ORYLA02384
OG0006174	XENTR13225	ORYLA12208
OG0006176	XENTR14826	ORYLA10315
OG0006177	XENTR13707	ORYLA12090
OG0006178	XENTR08742	ORYLA04504
OG0006179	XENTR11876	ORYLA03657
OG0006180	XENTR04977	ORYLA06973
OG0006182	XENTR17070	ORYLA08344
OG0006183	XENTR04770	ORYLA16825
OG0006184	XENTR10398	ORYLA00792
OG0006185	XENTR04641	ORYLA06316
OG0006186	XENTR02839	ORYLA13046
OG0006187	XENTR12298, XENTR12297	ORYLA18889
OG0006188	XENTR08108	ORYLA20449
OG0006189	XENTR05613	ORYLA17086, ORYLA00060
OG0006190	XENTR15217	ORYLA01121
OG0006191	XENTR17542	ORYLA17482
OG0006192	XENTR14355	ORYLA04658
OG0006193	XENTR04349	ORYLA12955
OG0006194	XENTR15322	ORYLA00610
OG0006195	XENTR15174	ORYLA17204
OG0006196	XENTR03085	ORYLA03362
OG0006197	XENTR09518	ORYLA20025
OG0006197	XENTR17835	ORYLA15955
OG0006198	XENTR13099	ORYLA05262
OG0006199	XENTR06761, XENTR06762	ORYLA07760
OG0006201	XENTR01161	ORYLA17887
OG0006202	XENTR15922	ORYLA06744
OG0006204	XENTR13371	ORYLA07934
OG0006205	XENTR08784, XENTR08783	ORYLA19412
OG0006206	XENTR14852, XENTR06668	ORYLA11658, ORYLA10666, ORYLA11666
OG0006207	XENTR03524	ORYLA03254
OG0006208	XENTR05045	ORYLA03811, ORYLA13086
OG0006209	XENTR08641	ORYLA18078
OG0006210	XENTR02933	ORYLA02264
OG0006211	XENTR06206, XENTR06205	ORYLA16185
OG0006214	XENTR11798	ORYLA11041
OG0006215	XENTR04292	ORYLA08889
OG0006216	XENTR14792	ORYLA19823
OG0006217	XENTR09237	ORYLA13873, ORYLA13874
OG0006219	XENTR03243, XENTR03244	ORYLA13291
OG0006220	XENTR04214	ORYLA18843
OG0006221	XENTR08012	ORYLA05707
OG0006221	XENTR06906	ORYLA16392, ORYLA07903
OG0006223	XENTR07943	ORYLA10674
OG0006224	XENTR13017	ORYLA15635
OG0006226	XENTR04747	ORYLA02359
OG0006227	XENTR01910	ORYLA17980
OG0006228	XENTR09481	ORYLA20325
OG0006229	XENTR03562	ORYLA00480
OG0006230	XENTR04159	ORYLA20084
OG0006231	XENTR07806	ORYLA08845
OG0006232	XENTR16162	ORYLA19680
OG0006233	XENTR13560	ORYLA13531
OG0006234	XENTR00067	ORYLA13453
OG0006235	XENTR16645	ORYLA14597
OG0006237	XENTR16475	ORYLA15408
OG0006240	XENTR14524	ORYLA20183
OG0006242	XENTR00993	ORYLA00598, ORYLA00599
OG0006243	XENTR14329	ORYLA14098
OG0006244	XENTR01206	ORYLA02710
OG0006245	XENTR10382	ORYLA08633
OG0006246	XENTR08317, XENTR08316	ORYLA02819
OG0006247	XENTR15049	ORYLA14475
OG0006249	XENTR18011	ORYLA07428
OG0006251	XENTR17672, XENTR17673	ORYLA03699
OG0006252	XENTR11356	ORYLA05842
OG0006254	XENTR04794	ORYLA01467
OG0006255	XENTR13581	ORYLA04827
OG0006256	XENTR12974	ORYLA09128
OG0006257	XENTR14368	ORYLA05204
OG0006258	XENTR05063	ORYLA02984
OG0006259	XENTR15431, XENTR15430	ORYLA13353
OG0006260	XENTR07975	ORYLA18938
OG0006261	XENTR02875	ORYLA11026
OG0006262	XENTR10478	ORYLA05395
OG0006263	XENTR16349	ORYLA09051
OG0006264	XENTR12516	ORYLA17584
OG0006265	XENTR07189	ORYLA09470
OG0006266	XENTR05490	ORYLA12795
OG0006267	XENTR08276	ORYLA02355
OG0006269	XENTR11232	ORYLA19375
OG0006270	XENTR07745	ORYLA02562, ORYLA02561
OG0006271	XENTR15420	ORYLA08585
OG0006272	XENTR08299	ORYLA17653
OG0006273	XENTR12414, XENTR09963	ORYLA06300
OG0006275	XENTR07622	ORYLA10683
OG0006277	XENTR12192	ORYLA03972, ORYLA03476
OG0006278	XENTR17395	ORYLA06895, ORYLA16134
OG0006279	XENTR16888	ORYLA09965
OG0006280	XENTR01612	ORYLA11567
OG0006281	XENTR12028	ORYLA20123
OG0006282	XENTR15370	ORYLA13164
OG0006283	XENTR02905	ORYLA09291
OG0006284	XENTR06698	ORYLA09690
OG0006285	XENTR13372	ORYLA17251
OG0006286	XENTR17703	ORYLA07043
OG0006287	XENTR09075	ORYLA04687
OG0006288	XENTR10301	ORYLA10709
OG0006289	XENTR14556	ORYLA14057
OG0006290	XENTR11599	ORYLA16144
OG0006291	XENTR03996	ORYLA13632
OG0006292	XENTR01719	ORYLA19865
OG0006294	XENTR03051	ORYLA11427
OG0006295	XENTR01520	ORYLA20007
OG0006296	XENTR00735	ORYLA11079
OG0006297	XENTR11225	ORYLA13740
OG0006298	XENTR06203	ORYLA16187
OG0006299	XENTR08448	ORYLA10630
OG0006301	XENTR02417	ORYLA10259
OG0006302	XENTR12112	ORYLA12680, ORYLA14790
OG0006303	XENTR16221	ORYLA19425
OG0006303	XENTR08241, XENTR08242	ORYLA05900
OG0006304	XENTR07711	ORYLA10170, ORYLA11894
OG0006305	XENTR17559	ORYLA00895
OG0006305	XENTR18952	ORYLA00418
OG0006306	XENTR05458	ORYLA05428
OG0006307	XENTR02770	ORYLA17332
OG0006309	XENTR14030	ORYLA11286
OG0006311	XENTR15701, XENTR15702	ORYLA14691
OG0006312	XENTR14039	ORYLA19224
OG0006313	XENTR12867	ORYLA18940
OG0006314	XENTR14429	ORYLA09968
OG0006315	XENTR14232	ORYLA04829
OG0006318	XENTR10765	ORYLA08694
OG0006320	XENTR10726	ORYLA15063
OG0006321	XENTR09888	ORYLA12059
OG0006322	XENTR02812	ORYLA20137
OG0006323	XENTR10824	ORYLA08641
OG0006324	XENTR04618	ORYLA07027
OG0006326	XENTR11955	ORYLA06678
OG0006327	XENTR15639	ORYLA19841
OG0006328	XENTR08357	ORYLA02179, ORYLA02180
OG0006329	XENTR01907	ORYLA17793
OG0006330	XENTR12116	ORYLA12144
OG0006331	XENTR02078	ORYLA03044
OG0006332	XENTR11820	ORYLA12489
OG0006333	XENTR00638, XENTR00639	ORYLA09732
OG0006333	XENTR11160	ORYLA10226
OG0006334	XENTR11454	ORYLA00853
OG0006335	XENTR08558	ORYLA13756
OG0006338	XENTR00437	ORYLA07080, ORYLA13064
OG0006339	XENTR00791	ORYLA02765
OG0006340	XENTR08910	ORYLA05277
OG0006341	XENTR01670	ORYLA17094
OG0006343	XENTR14450	ORYLA00514
OG0006344	XENTR15368	ORYLA09235, ORYLA07107
OG0006345	XENTR09326	ORYLA06394
OG0006346	XENTR17064	ORYLA03560
OG0006347	XENTR05199	ORYLA08655
OG0006348	XENTR06843	ORYLA17683
OG0006350	XENTR13659	ORYLA05826
OG0006352	XENTR04339	ORYLA00408
OG0006353	XENTR02093	ORYLA03383
OG0006355	XENTR14554, XENTR14553	ORYLA14059
OG0006356	XENTR11146	ORYLA04352
OG0006357	XENTR09643	ORYLA06338
OG0006357	XENTR09642	ORYLA13109
OG0006359	XENTR13253	ORYLA06276
OG0006360	XENTR11510	ORYLA11287
OG0006361	XENTR00506, XENTR00507	ORYLA15180
OG0006362	XENTR05459	ORYLA05430
OG0006363	XENTR09507	ORYLA04345
OG0006364	XENTR09578	ORYLA17402, ORYLA17403
OG0006365	XENTR05265	ORYLA07547
OG0006366	XENTR03200	ORYLA03615
OG0006367	XENTR16726	ORYLA10820
OG0006368	XENTR01724	ORYLA07849
OG0006370	XENTR06294	ORYLA09199
OG0006372	XENTR08472	ORYLA10156
OG0006373	XENTR15038	ORYLA00612
OG0006375	XENTR01833	ORYLA07773
OG0006376	XENTR07738	ORYLA18136
OG0006377	XENTR13700, XENTR18549, XENTR18550	ORYLA02527
OG0006379	XENTR03826	ORYLA02129
OG0006380	XENTR07519	ORYLA01349
OG0006381	XENTR06606	ORYLA15094
OG0006382	XENTR08999	ORYLA10097, ORYLA10098
OG0006383	XENTR15954	ORYLA04517
OG0006384	XENTR13211	ORYLA17068
OG0006386	XENTR12059	ORYLA19015
OG0006387	XENTR17469, XENTR08445	ORYLA10627
OG0006388	XENTR16581	ORYLA00766
OG0006389	XENTR16925	ORYLA12499
OG0006390	XENTR00780	ORYLA19642
OG0006393	XENTR07149	ORYLA00411
OG0006393	XENTR11546	ORYLA13211
OG0006394	XENTR05625	ORYLA00283
OG0006395	XENTR18848, XENTR18849	ORYLA19863
OG0006396	XENTR05740	ORYLA17433
OG0006401	XENTR17593	ORYLA08618
OG0006401	XENTR13636	ORYLA18378
OG0006402	XENTR05561	ORYLA00429
OG0006404	XENTR07658, XENTR18174, XENTR17087, XENTR18033, XENTR18034, XENTR18142, XENTR14007, XENTR17002, XENTR14628, XENTR14630, XENTR16594, XENTR14011, XENTR14009, XENTR07657, XENTR07663	ORYLA14845
OG0006405	XENTR18434	ORYLA01525
OG0006407	XENTR14495	ORYLA05579
OG0006410	XENTR03956	ORYLA09527
OG0006410	XENTR07873, XENTR07872	ORYLA10379, ORYLA11808
OG0006411	XENTR13068	ORYLA06445
OG0006412	XENTR18723	ORYLA15509
OG0006412	XENTR07795	ORYLA06551
OG0006412	XENTR08019	ORYLA05994, ORYLA11538
OG0006413	XENTR16123	ORYLA16234
OG0006413	XENTR11226	ORYLA14330
OG0006413	XENTR02374	ORYLA10909
OG0006414	XENTR06709	ORYLA19069
OG0006415	XENTR09445	ORYLA04012, ORYLA03262
OG0006416	XENTR11216	ORYLA09047
OG0006442	XENTR08173	ORYLA13339
OG0006443	XENTR09473	ORYLA04866
