Orthogroup	XENTR	CAEEL
OG0000375	XENTR17679, XENTR09225	CAEEL04597
OG0000378	XENTR12085, XENTR05893, XENTR15421, XENTR11577	CAEEL01589
OG0000378	XENTR06047, XENTR17806, XENTR08243	CAEEL18606
OG0000382	XENTR02893, XENTR02790, XENTR02892, XENTR02791	CAEEL10275
OG0000385	XENTR08770, XENTR08013, XENTR01663, XENTR03165, XENTR03166, XENTR03167, XENTR08909	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992
OG0000389	XENTR13046, XENTR07562	CAEEL08944, CAEEL11888
OG0000391	XENTR10506, XENTR14186, XENTR05222, XENTR03395, XENTR13204	CAEEL07480, CAEEL01186
OG0000392	XENTR05821, XENTR05820, XENTR16898, XENTR05822, XENTR00373	CAEEL03273
OG0000393	XENTR10938	CAEEL14690
OG0000393	XENTR02214	CAEEL11594
OG0000393	XENTR11795	CAEEL00138
OG0000399	XENTR09009	CAEEL18399
OG0000399	XENTR15857, XENTR05296, XENTR05870	CAEEL00515
OG0000401	XENTR02930	CAEEL07254
OG0000402	XENTR02219, XENTR11951, XENTR13580	CAEEL20859
OG0000402	XENTR12413	CAEEL09914, CAEEL09915
OG0000403	XENTR05766	CAEEL13991
OG0000404	XENTR04297, XENTR00047	CAEEL04503
OG0000405	XENTR12151, XENTR12577, XENTR12578, XENTR04243	CAEEL01740
OG0000411	XENTR12042, XENTR04225, XENTR03540, XENTR02784, XENTR12185, XENTR06694, XENTR07543, XENTR03480	CAEEL02373
OG0000412	XENTR00072	CAEEL11655
OG0000412	XENTR04274	CAEEL09909
OG0000412	XENTR17107, XENTR15524	CAEEL20650
OG0000413	XENTR02384, XENTR00587, XENTR14291	CAEEL15525
OG0000413	XENTR06107, XENTR11920, XENTR09714	CAEEL18945
OG0000419	XENTR12064, XENTR12058, XENTR12063, XENTR12062, XENTR14134, XENTR14316, XENTR11508, XENTR02542, XENTR02541, XENTR16666, XENTR17941, XENTR16880	CAEEL19090
OG0000424	XENTR06704	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	XENTR12653, XENTR00617, XENTR02421, XENTR18784, XENTR10074	CAEEL13865, CAEEL13864
OG0000426	XENTR13177, XENTR13178	CAEEL19943
OG0000426	XENTR13136, XENTR11204, XENTR01857	CAEEL20473
OG0000427	XENTR16612, XENTR17783, XENTR06248	CAEEL05100
OG0000429	XENTR16139, XENTR13742	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624
OG0000431	XENTR00991, XENTR05779, XENTR09022, XENTR09024, XENTR09055	CAEEL07320
OG0000432	XENTR10719	CAEEL05840, CAEEL08239
OG0000433	XENTR13728, XENTR07334	CAEEL18122
OG0000433	XENTR08150, XENTR16244	CAEEL00915, CAEEL00914
OG0000436	XENTR17485, XENTR17484	CAEEL08451, CAEEL08483, CAEEL08086
OG0000442	XENTR03078, XENTR07242, XENTR07241	CAEEL10760
OG0000443	XENTR16164, XENTR16165	CAEEL07750
OG0000444	XENTR16001, XENTR05337	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670
OG0000446	XENTR12284	CAEEL08845
OG0000447	XENTR03570, XENTR16310, XENTR06964, XENTR06423	CAEEL07754, CAEEL07753
OG0000450	XENTR00652, XENTR05100, XENTR18185, XENTR14021, XENTR14020, XENTR14894, XENTR03676	CAEEL09221
OG0000454	XENTR15860	CAEEL02888, CAEEL02886
OG0000454	XENTR05872, XENTR05292, XENTR15861	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882
OG0000458	XENTR12853, XENTR09327	CAEEL19373
OG0000461	XENTR16800	CAEEL06628
OG0000461	XENTR03673, XENTR10322, XENTR10323	CAEEL08066
OG0000463	XENTR15683, XENTR18055, XENTR05720, XENTR03129	CAEEL00961
OG0000467	XENTR13171, XENTR04831, XENTR01243, XENTR00763	CAEEL10426, CAEEL00823
OG0000468	XENTR14149, XENTR14150, XENTR14148, XENTR14151, XENTR15317	CAEEL05744
OG0000469	XENTR07061, XENTR03510, XENTR16136, XENTR06384, XENTR06808	CAEEL09645
OG0000470	XENTR07308, XENTR18456	CAEEL01892
OG0000470	XENTR08990	CAEEL15886
OG0000475	XENTR16166, XENTR03765	CAEEL00594, CAEEL00593
OG0000476	XENTR14517	CAEEL20693, CAEEL00887
OG0000476	XENTR09662	CAEEL13996, CAEEL04770
OG0000478	XENTR06378, XENTR05970	CAEEL16147, CAEEL11281
OG0000479	XENTR00167, XENTR14181	CAEEL02339
OG0000479	XENTR15349, XENTR00798	CAEEL09202
OG0000480	XENTR10551, XENTR10531, XENTR04392, XENTR10532, XENTR01398, XENTR09020, XENTR09018, XENTR09017, XENTR16905	CAEEL10994, CAEEL19312, CAEEL11292
OG0000481	XENTR18341	CAEEL09089, CAEEL09097
OG0000481	XENTR16095	CAEEL07158
OG0000481	XENTR07539, XENTR12694	CAEEL11815
OG0000482	XENTR14111, XENTR12532, XENTR14401	CAEEL12763
OG0000482	XENTR00585	CAEEL16609
OG0000484	XENTR13210, XENTR00371, XENTR11014, XENTR05882	CAEEL04965, CAEEL04966
OG0000485	XENTR04208, XENTR03378	CAEEL19088, CAEEL15576
OG0000486	XENTR07282, XENTR04857	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738
OG0000487	XENTR15492	CAEEL16728, CAEEL12342
OG0000488	XENTR02455	CAEEL05865, CAEEL05866
OG0000490	XENTR04016, XENTR06481, XENTR16561, XENTR06162, XENTR06161	CAEEL00687, CAEEL19730
OG0000491	XENTR05260, XENTR04378, XENTR03295	CAEEL07820
OG0000495	XENTR00150, XENTR00149	CAEEL07186
OG0000496	XENTR02898	CAEEL01836
OG0000497	XENTR12510, XENTR13344	CAEEL11475, CAEEL02002
OG0000497	XENTR06183, XENTR09162	CAEEL19219
OG0000503	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882	CAEEL18781, CAEEL18780
OG0000503	XENTR10022	CAEEL01216
OG0000504	XENTR18610, XENTR02766, XENTR13287, XENTR05277	CAEEL11210
OG0000508	XENTR06935	CAEEL07260
OG0000510	XENTR16454, XENTR14055, XENTR06353, XENTR15990	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413
OG0000514	XENTR05611, XENTR01673	CAEEL07294, CAEEL18391
OG0000519	XENTR04553	CAEEL01270
OG0000520	XENTR10317, XENTR14896, XENTR14507, XENTR14506, XENTR02607	CAEEL07490
OG0000521	XENTR12652, XENTR09000, XENTR04152, XENTR14112	CAEEL14050
OG0000523	XENTR10295, XENTR14142	CAEEL07536, CAEEL13092
OG0000524	XENTR09435	CAEEL17529
OG0000525	XENTR09923, XENTR09922	CAEEL19149
OG0000525	XENTR10927, XENTR01759, XENTR09125	CAEEL19113
OG0000527	XENTR01298, XENTR15872	CAEEL20771
OG0000528	XENTR08509, XENTR02076, XENTR15793, XENTR01661	CAEEL17966
OG0000529	XENTR16534, XENTR03224, XENTR04094	CAEEL14327
OG0000530	XENTR09841, XENTR08688, XENTR03985	CAEEL05713, CAEEL05714
OG0000534	XENTR08607, XENTR06202, XENTR06939	CAEEL06960
OG0000535	XENTR14528, XENTR12170	CAEEL18521
OG0000537	XENTR00659, XENTR02728	CAEEL20692
OG0000537	XENTR00658, XENTR02729	CAEEL08509
OG0000538	XENTR12900, XENTR13063	CAEEL07439
OG0000539	XENTR10441, XENTR14195, XENTR00186, XENTR17569, XENTR17568, XENTR17566, XENTR17565, XENTR18965, XENTR17563, XENTR17561, XENTR17562, XENTR17564, XENTR10440, XENTR18473, XENTR17567, XENTR14472	CAEEL15234, CAEEL08363, CAEEL07779
OG0000542	XENTR03568, XENTR04355, XENTR11922	CAEEL09055
OG0000542	XENTR03401	CAEEL15478
OG0000545	XENTR03840	CAEEL15746
OG0000545	XENTR09092, XENTR14538, XENTR09005, XENTR11985	CAEEL14386
OG0000548	XENTR15842, XENTR12691, XENTR12827, XENTR14858, XENTR16215, XENTR09279, XENTR16463, XENTR06806	CAEEL10591, CAEEL10590
OG0000554	XENTR18673	CAEEL11339, CAEEL01325
OG0000560	XENTR09304	CAEEL00689
OG0000561	XENTR08504, XENTR11638, XENTR07523	CAEEL15785
OG0000562	XENTR08112	CAEEL12354
OG0000563	XENTR13310, XENTR01198	CAEEL07864
OG0000566	XENTR08330, XENTR08129, XENTR08128, XENTR02577	CAEEL15091
OG0000567	XENTR01468, XENTR04575, XENTR17225	CAEEL02967
OG0000567	XENTR15381	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491
OG0000572	XENTR13098, XENTR15792	CAEEL13663
OG0000572	XENTR15287, XENTR08060, XENTR08059	CAEEL04776
OG0000573	XENTR00290, XENTR12035, XENTR12034	CAEEL05940
OG0000573	XENTR08127	CAEEL01355
OG0000574	XENTR07582	CAEEL19269
OG0000574	XENTR07361	CAEEL18789, CAEEL19638, CAEEL19639
OG0000574	XENTR06500	CAEEL19209, CAEEL18848
OG0000576	XENTR08548, XENTR01107, XENTR13035	CAEEL06802
OG0000578	XENTR16212, XENTR09090, XENTR03873, XENTR03874	CAEEL16491, CAEEL16492, CAEEL16490
OG0000579	XENTR09281, XENTR02526, XENTR06804, XENTR04843, XENTR06803, XENTR06802	CAEEL11246, CAEEL09670, CAEEL09822
OG0000580	XENTR15703, XENTR08338	CAEEL06306
OG0000581	XENTR03879, XENTR01644	CAEEL15703
OG0000581	XENTR01643, XENTR03880, XENTR01642	CAEEL14055, CAEEL14054
OG0000582	XENTR06486, XENTR09933, XENTR15164, XENTR11764	CAEEL19553, CAEEL19552
OG0000583	XENTR02046, XENTR15416, XENTR05897, XENTR15995	CAEEL01762, CAEEL01763
OG0000585	XENTR12848, XENTR02849, XENTR01232	CAEEL11782, CAEEL11783
OG0000587	XENTR08579, XENTR15453, XENTR11141, XENTR11142	CAEEL14207
OG0000587	XENTR02064	CAEEL18702
OG0000588	XENTR06511, XENTR13248, XENTR15252, XENTR17128	CAEEL05897
OG0000589	XENTR11197, XENTR12066, XENTR01256, XENTR01604	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281
OG0000590	XENTR14925, XENTR01750, XENTR12267, XENTR05220	CAEEL01780
OG0000591	XENTR07336	CAEEL19878
OG0000591	XENTR09716	CAEEL18367
OG0000592	XENTR05738, XENTR09881, XENTR09851, XENTR16083	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244
OG0000593	XENTR16603, XENTR04787, XENTR09811, XENTR16946, XENTR10994, XENTR15779, XENTR02468	CAEEL02027
OG0000594	XENTR10947, XENTR07145, XENTR14812, XENTR16939, XENTR07147, XENTR12851, XENTR04133, XENTR12850, XENTR02361	CAEEL11331
OG0000597	XENTR17671, XENTR17670, XENTR19170, XENTR01128	CAEEL08741
OG0000602	XENTR02033, XENTR02032, XENTR03241, XENTR03242, XENTR15509, XENTR02031	CAEEL20599
OG0000603	XENTR06555, XENTR06631, XENTR12110, XENTR06556	CAEEL15474
OG0000604	XENTR12659	CAEEL14390
OG0000608	XENTR05631	CAEEL06882, CAEEL09299
OG0000609	XENTR09031, XENTR09032, XENTR02746, XENTR02747, XENTR09422, XENTR03782	CAEEL11904
OG0000611	XENTR07697, XENTR14370	CAEEL08225
OG0000611	XENTR00513	CAEEL09831
OG0000612	XENTR15265, XENTR02014, XENTR19287	CAEEL07651
OG0000612	XENTR02467	CAEEL06875
OG0000613	XENTR09622, XENTR03003, XENTR12862	CAEEL14429, CAEEL16442
OG0000614	XENTR14290	CAEEL16724
OG0000615	XENTR05253, XENTR05188, XENTR16074, XENTR00273	CAEEL19705
OG0000616	XENTR16458	CAEEL19744
OG0000617	XENTR09657	CAEEL12168
OG0000619	XENTR13390, XENTR07082, XENTR07081, XENTR09376	CAEEL02635
OG0000623	XENTR07882	CAEEL16178, CAEEL06411
OG0000623	XENTR16677, XENTR03896	CAEEL16276
OG0000624	XENTR10751, XENTR05400	CAEEL08547
OG0000625	XENTR00631, XENTR00632, XENTR00633, XENTR10082	CAEEL18539
OG0000626	XENTR08195, XENTR07632	CAEEL19740
OG0000627	XENTR10097, XENTR14582	CAEEL01126
OG0000636	XENTR11087, XENTR12476	CAEEL19659
OG0000637	XENTR17167, XENTR09803	CAEEL18181
OG0000639	XENTR14136, XENTR08621	CAEEL00195
OG0000639	XENTR10212, XENTR12548, XENTR02478	CAEEL00077
OG0000642	XENTR01651	CAEEL04693
OG0000645	XENTR00518	CAEEL14093
OG0000645	XENTR04338, XENTR04602, XENTR15906	CAEEL02916
OG0000646	XENTR04406	CAEEL06213, CAEEL06212
OG0000647	XENTR08053, XENTR13028, XENTR13027, XENTR17079	CAEEL14095, CAEEL17996
OG0000648	XENTR08177	CAEEL05737
OG0000648	XENTR08176	CAEEL19541
OG0000649	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809	CAEEL08770
OG0000650	XENTR04168, XENTR03784, XENTR10606, XENTR15613, XENTR12436, XENTR12437, XENTR18300, XENTR00412	CAEEL15107
OG0000651	XENTR05217, XENTR03187	CAEEL08479
OG0000652	XENTR06008, XENTR00729, XENTR09669	CAEEL09392, CAEEL09393
OG0000653	XENTR15383, XENTR08517, XENTR11621, XENTR02067, XENTR00431	CAEEL20136
OG0000654	XENTR06209, XENTR17283, XENTR15108, XENTR08609	CAEEL00509
OG0000657	XENTR09582, XENTR05287	CAEEL01693
OG0000660	XENTR01113	CAEEL06994
OG0000660	XENTR00531	CAEEL01886
OG0000660	XENTR03245	CAEEL01416
OG0000662	XENTR12483	CAEEL07265
OG0000662	XENTR01671, XENTR04789	CAEEL20546
OG0000663	XENTR00226, XENTR13935, XENTR13936, XENTR13937	CAEEL07269
OG0000664	XENTR18935, XENTR10788, XENTR02592	CAEEL10897, CAEEL10896
OG0000664	XENTR08222, XENTR08223, XENTR08221, XENTR05344	CAEEL00118, CAEEL00117
OG0000665	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744
OG0000666	XENTR10727, XENTR01680, XENTR17784, XENTR13165	CAEEL11143
OG0000670	XENTR12241, XENTR00704, XENTR09058, XENTR03191, XENTR03192, XENTR07429	CAEEL01804, CAEEL20294
OG0000671	XENTR09206, XENTR09653, XENTR02371, XENTR07969, XENTR16879, XENTR00381	CAEEL20492, CAEEL02522
OG0000672	XENTR10536, XENTR18111	CAEEL07948, CAEEL07943
OG0000672	XENTR14352	CAEEL00089, CAEEL00988
OG0000674	XENTR01435, XENTR06759	CAEEL01995
OG0000676	XENTR05112, XENTR10868	CAEEL18677, CAEEL18678
OG0000678	XENTR13134, XENTR01860, XENTR03885	CAEEL19275
OG0000680	XENTR03777, XENTR07100	CAEEL01896
OG0000681	XENTR01035, XENTR10823	CAEEL06701, CAEEL06700
OG0000681	XENTR02583, XENTR09876, XENTR09875	CAEEL20557
OG0000682	XENTR06453, XENTR17621, XENTR15062	CAEEL18765, CAEEL15769
OG0000683	XENTR15130	CAEEL18608
OG0000683	XENTR06503, XENTR00426	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944
OG0000684	XENTR16125, XENTR03725, XENTR09968, XENTR03724	CAEEL11185
OG0000685	XENTR05435, XENTR04446, XENTR00393	CAEEL19728
OG0000690	XENTR12763, XENTR09156	CAEEL02355, CAEEL16430
OG0000690	XENTR16042	CAEEL05043
OG0000691	XENTR12556, XENTR00454	CAEEL17188
OG0000692	XENTR09451	CAEEL01603
OG0000693	XENTR17235, XENTR06541	CAEEL03253, CAEEL03254
OG0000694	XENTR09772	CAEEL18784, CAEEL02081, CAEEL02961
OG0000696	XENTR05925	CAEEL19612
OG0000697	XENTR02874, XENTR02556, XENTR06818, XENTR11308	CAEEL10883
OG0000699	XENTR15466, XENTR05930, XENTR17608, XENTR08575	CAEEL07103, CAEEL17353, CAEEL15074, CAEEL14285
OG0000701	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949	CAEEL01775, CAEEL09588, CAEEL02242
OG0000702	XENTR11939, XENTR05068, XENTR14141	CAEEL01313
OG0000703	XENTR08730, XENTR08729, XENTR05594	CAEEL12761
OG0000705	XENTR06402, XENTR07055, XENTR06403, XENTR06404, XENTR15141, XENTR02844, XENTR07060, XENTR01447, XENTR09187, XENTR09186	CAEEL00513
OG0000708	XENTR03991	CAEEL04786, CAEEL04785
OG0000708	XENTR06811	CAEEL12722
OG0000710	XENTR00408, XENTR00504	CAEEL14590, CAEEL11830, CAEEL03364, CAEEL04975
OG0000711	XENTR17290, XENTR14028	CAEEL04946
OG0000711	XENTR12075, XENTR10806	CAEEL03027
OG0000712	XENTR04994, XENTR00668, XENTR15876, XENTR04890	CAEEL07921
OG0000713	XENTR18876, XENTR06309	CAEEL15727
OG0000715	XENTR03141, XENTR05201, XENTR15992	CAEEL07310, CAEEL07309
OG0000717	XENTR04673, XENTR10456, XENTR15535	CAEEL20044, CAEEL07958
OG0000718	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099	CAEEL16052
OG0000720	XENTR00549, XENTR11251	CAEEL02341
OG0000721	XENTR07131, XENTR04541	CAEEL07780
OG0000722	XENTR06651, XENTR07504, XENTR09493, XENTR17327	CAEEL16439
OG0000724	XENTR15314	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753
OG0000725	XENTR04704, XENTR14529	CAEEL01386
OG0000726	XENTR09424, XENTR03808	CAEEL08988, CAEEL08987
OG0000730	XENTR05215, XENTR00132	CAEEL06720
OG0000730	XENTR03375, XENTR12898	CAEEL06574
OG0000731	XENTR06230, XENTR09272, XENTR06186	CAEEL18982
OG0000732	XENTR11927, XENTR08594	CAEEL02711
OG0000732	XENTR13213, XENTR00357	CAEEL11771
OG0000733	XENTR12956, XENTR09501, XENTR05537	CAEEL17006
OG0000733	XENTR08499	CAEEL15524
OG0000734	XENTR06181, XENTR01296	CAEEL18835
OG0000735	XENTR03017, XENTR16831, XENTR00243, XENTR00244	CAEEL14834, CAEEL14835
OG0000736	XENTR05404, XENTR04965, XENTR02910	CAEEL09174
OG0000737	XENTR14208, XENTR06458	CAEEL06154, CAEEL04487, CAEEL04486
OG0000740	XENTR18507, XENTR17533, XENTR10575, XENTR10574	CAEEL18076
OG0000744	XENTR04571, XENTR16235, XENTR02481	CAEEL01254
OG0000749	XENTR13529, XENTR13528	CAEEL11624, CAEEL14107
OG0000751	XENTR03358, XENTR00118	CAEEL09020
OG0000752	XENTR14203	CAEEL07346
OG0000752	XENTR03680	CAEEL04370
OG0000753	XENTR13232, XENTR16935, XENTR06041, XENTR06042	CAEEL17415
OG0000755	XENTR15916, XENTR06639, XENTR08361, XENTR08360	CAEEL01302
OG0000757	XENTR10378	CAEEL00176
OG0000759	XENTR03136, XENTR03134, XENTR01884, XENTR05238, XENTR18352	CAEEL20475, CAEEL16710
OG0000761	XENTR17935, XENTR12007, XENTR15207, XENTR01309	CAEEL19698
OG0000762	XENTR07103, XENTR01118, XENTR14074	CAEEL02671
OG0000763	XENTR05044, XENTR08259, XENTR08260, XENTR18281, XENTR10626	CAEEL01521, CAEEL01520, CAEEL01519
OG0000765	XENTR01990, XENTR01184	CAEEL08924, CAEEL20292
OG0000766	XENTR13873, XENTR17891, XENTR13807, XENTR00551	CAEEL01660
OG0000767	XENTR03830, XENTR11683, XENTR00589	CAEEL15327, CAEEL15326
OG0000774	XENTR04669, XENTR14580	CAEEL03062
OG0000775	XENTR09141, XENTR01130	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550
OG0000776	XENTR04910, XENTR05244	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206
OG0000777	XENTR13724	CAEEL19291
OG0000778	XENTR03256, XENTR18913, XENTR12824, XENTR03112, XENTR04100	CAEEL04054
OG0000779	XENTR06178	CAEEL01706
OG0000780	XENTR11708	CAEEL00305
OG0000780	XENTR10194	CAEEL01193
OG0000782	XENTR15723, XENTR08315, XENTR12833, XENTR02660	CAEEL01741
OG0000784	XENTR09641, XENTR15068, XENTR00277, XENTR07231, XENTR09268, XENTR13377	CAEEL19472
OG0000786	XENTR12489	CAEEL06097
OG0000787	XENTR02696, XENTR08733, XENTR12281, XENTR08846	CAEEL10362
OG0000788	XENTR04467, XENTR16399	CAEEL04328, CAEEL04329, CAEEL04327
OG0000788	XENTR15693, XENTR18205	CAEEL01175
OG0000791	XENTR01881, XENTR06218, XENTR04189	CAEEL09121
OG0000792	XENTR01146	CAEEL06858, CAEEL06859
OG0000793	XENTR18227, XENTR14087, XENTR10065, XENTR12127, XENTR12126	CAEEL00246
OG0000794	XENTR04044, XENTR01141, XENTR18009	CAEEL14272, CAEEL13170
OG0000797	XENTR01630, XENTR05651	CAEEL11404
OG0000798	XENTR07369, XENTR01010, XENTR13650	CAEEL08562, CAEEL08561
OG0000800	XENTR09887	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396
OG0000801	XENTR05278, XENTR05077	CAEEL00950
OG0000803	XENTR10876, XENTR10877	CAEEL18447
OG0000809	XENTR00087, XENTR14827, XENTR06847	CAEEL06250
OG0000810	XENTR00056	CAEEL00977
OG0000814	XENTR03397	CAEEL07659, CAEEL07658
OG0000817	XENTR05219, XENTR09302	CAEEL08608
OG0000817	XENTR17704, XENTR17705	CAEEL09272
OG0000818	XENTR00964, XENTR01697, XENTR05672	CAEEL08212
OG0000820	XENTR07096	CAEEL08726
OG0000826	XENTR02499	CAEEL04414
OG0000828	XENTR00582	CAEEL01170
OG0000828	XENTR06348	CAEEL14806
OG0000833	XENTR05865, XENTR12214, XENTR04296, XENTR00046	CAEEL05439
OG0000834	XENTR17187	CAEEL00924
OG0000836	XENTR10284, XENTR11931, XENTR11932	CAEEL01665
OG0000837	XENTR12402, XENTR04077, XENTR09514, XENTR18045	CAEEL19270, CAEEL07955
OG0000838	XENTR18076	CAEEL12737
OG0000842	XENTR15843, XENTR15340, XENTR13923, XENTR01677, XENTR11008, XENTR11009	CAEEL11884
OG0000844	XENTR17965, XENTR18460, XENTR06250	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848
OG0000847	XENTR00819	CAEEL07299
OG0000848	XENTR08322, XENTR02654	CAEEL08378
OG0000849	XENTR02560, XENTR07414, XENTR04112	CAEEL04333
OG0000850	XENTR00057, XENTR12447	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935
OG0000851	XENTR10592, XENTR01014	CAEEL08745
OG0000852	XENTR17178, XENTR02441, XENTR15626	CAEEL08255
OG0000853	XENTR02400, XENTR02063	CAEEL12245
OG0000856	XENTR16440, XENTR16441, XENTR14487	CAEEL00189, CAEEL08452, CAEEL13523
OG0000857	XENTR11492	CAEEL04547
OG0000858	XENTR15971	CAEEL16889, CAEEL11559, CAEEL11560, CAEEL11558
OG0000869	XENTR08068	CAEEL04762
OG0000869	XENTR11026	CAEEL04725
OG0000871	XENTR14179	CAEEL00780
OG0000874	XENTR03555, XENTR18666	CAEEL03105
OG0000875	XENTR15432, XENTR08213	CAEEL08184, CAEEL12416
OG0000879	XENTR03813	CAEEL07550
OG0000888	XENTR12831, XENTR13292, XENTR13291	CAEEL00418
OG0000889	XENTR17043	CAEEL09857, CAEEL09856
OG0000889	XENTR16104, XENTR00818	CAEEL07245
OG0000893	XENTR01359, XENTR16287, XENTR07052, XENTR07051	CAEEL05208
OG0000894	XENTR04788, XENTR16604	CAEEL20455
OG0000896	XENTR18869	CAEEL17889
OG0000904	XENTR10340, XENTR08923, XENTR04176	CAEEL10501
OG0000907	XENTR05742	CAEEL04446, CAEEL04445
OG0000908	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184	CAEEL18895
OG0000908	XENTR04273	CAEEL09910
OG0000909	XENTR10672, XENTR12839, XENTR08443	CAEEL00966
OG0000911	XENTR10007, XENTR05207	CAEEL15173
OG0000912	XENTR06455, XENTR12826, XENTR08744, XENTR17481	CAEEL19084
OG0000913	XENTR01593, XENTR13952	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435
OG0000914	XENTR11295, XENTR10460, XENTR02522, XENTR02868	CAEEL08534, CAEEL08535
OG0000915	XENTR06376, XENTR07971, XENTR14552, XENTR15550	CAEEL11744
OG0000921	XENTR09161	CAEEL05986
OG0000923	XENTR08773	CAEEL01410
OG0000925	XENTR13985	CAEEL00439, CAEEL07058
OG0000927	XENTR00283, XENTR14712, XENTR05915, XENTR18984	CAEEL20274
OG0000928	XENTR05033, XENTR05285	CAEEL00085
OG0000929	XENTR00682, XENTR15957, XENTR09138, XENTR05468, XENTR05469	CAEEL02357
OG0000932	XENTR13910, XENTR16709	CAEEL07026, CAEEL07025
OG0000933	XENTR09950, XENTR06630, XENTR08513	CAEEL13637
OG0000934	XENTR14739, XENTR18207	CAEEL20095, CAEEL02005
OG0000934	XENTR11383, XENTR18032	CAEEL18567
OG0000935	XENTR12574, XENTR06757, XENTR07228, XENTR08768	CAEEL10988, CAEEL18743
OG0000944	XENTR10992, XENTR07595, XENTR10654, XENTR10653, XENTR03094, XENTR03561, XENTR14742, XENTR14462, XENTR00679	CAEEL08647, CAEEL08646
OG0000945	XENTR09889	CAEEL00537
OG0000946	XENTR14041	CAEEL05453
OG0000947	XENTR08808, XENTR01875, XENTR15993	CAEEL07660
OG0000949	XENTR16409, XENTR12925, XENTR16343, XENTR13690, XENTR10671	CAEEL02872, CAEEL06438
OG0000950	XENTR06315, XENTR14022	CAEEL06912
OG0000951	XENTR11436, XENTR10439	CAEEL00056
OG0000954	XENTR04163, XENTR07349, XENTR07350	CAEEL05990
OG0000955	XENTR15251	CAEEL05680, CAEEL05073
OG0000957	XENTR08642	CAEEL00119
OG0000963	XENTR00065	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906
OG0000965	XENTR14312	CAEEL09524
OG0000965	XENTR16944	CAEEL02685
OG0000967	XENTR08823, XENTR06702	CAEEL09409
OG0000969	XENTR08014	CAEEL17140, CAEEL19686
OG0000970	XENTR01182	CAEEL12249
OG0000971	XENTR17892	CAEEL13149
OG0000972	XENTR13483, XENTR14024	CAEEL01404, CAEEL10528
OG0000974	XENTR01619	CAEEL05136, CAEEL05137
OG0000978	XENTR01707, XENTR17274, XENTR04595	CAEEL10436, CAEEL10678, CAEEL04915
OG0000979	XENTR08662, XENTR08663, XENTR16278	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649
OG0000982	XENTR15733, XENTR18658, XENTR06997	CAEEL00871
OG0000984	XENTR03417	CAEEL00142
OG0000985	XENTR01934, XENTR16979, XENTR16978, XENTR04320, XENTR04319	CAEEL11989
OG0000987	XENTR06356, XENTR03812	CAEEL18448
OG0000988	XENTR12762, XENTR06777, XENTR06778, XENTR09929	CAEEL12259, CAEEL12260, CAEEL05294
