Orthogroup	XENTR	CAEEL
OG0002953	XENTR17933, XENTR17932	CAEEL11622
OG0002955	XENTR03055	CAEEL01420
OG0002957	XENTR06187	CAEEL02702
OG0002959	XENTR15400, XENTR12100	CAEEL12413, CAEEL12412
OG0002960	XENTR12922	CAEEL01541
OG0002961	XENTR11693	CAEEL16453, CAEEL14328
OG0002962	XENTR07404, XENTR13997	CAEEL20383
OG0002964	XENTR07402	CAEEL19811
OG0002965	XENTR07283	CAEEL01992
OG0002966	XENTR06174	CAEEL08468, CAEEL19347
OG0002967	XENTR06032	CAEEL20418, CAEEL02925
OG0002968	XENTR12928	CAEEL16136
OG0002968	XENTR17755	CAEEL01853
OG0002969	XENTR14194	CAEEL14216
OG0002973	XENTR06006, XENTR12884	CAEEL09565
OG0002974	XENTR15000, XENTR15123	CAEEL01320
OG0002976	XENTR14081	CAEEL01120, CAEEL01119, CAEEL01121
OG0002977	XENTR09457	CAEEL07234, CAEEL07233
OG0002978	XENTR14104, XENTR12528, XENTR09037	CAEEL16463
OG0002979	XENTR15507	CAEEL01344, CAEEL05089
OG0002982	XENTR13101	CAEEL01855
OG0002985	XENTR01815	CAEEL08353
OG0002986	XENTR01222, XENTR05978	CAEEL10835
OG0002987	XENTR01945, XENTR08978	CAEEL17800, CAEEL18018
OG0002990	XENTR01994, XENTR12466, XENTR08715	CAEEL08773
OG0002991	XENTR07281	CAEEL09004
OG0002996	XENTR16303, XENTR18314	CAEEL10716
OG0003001	XENTR01871, XENTR05403	CAEEL10876
OG0003003	XENTR03623	CAEEL14387
OG0003004	XENTR07513, XENTR02073	CAEEL15423
OG0003005	XENTR18499	CAEEL16758
OG0003006	XENTR11337	CAEEL10145
OG0003008	XENTR15614, XENTR04677	CAEEL20335
OG0003012	XENTR02824	CAEEL05983
OG0003014	XENTR03629	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003016	XENTR11776, XENTR18402	CAEEL09225
OG0003017	XENTR16354, XENTR16355, XENTR16352, XENTR16351	CAEEL07049, CAEEL16441
OG0003018	XENTR16972	CAEEL08487
OG0003019	XENTR10695, XENTR10694	CAEEL04592
OG0003024	XENTR18532	CAEEL13204, CAEEL13203
OG0003025	XENTR13995, XENTR00407	CAEEL08836
OG0003026	XENTR17420	CAEEL10688, CAEEL12186
OG0003027	XENTR04043, XENTR01453	CAEEL06663
OG0003028	XENTR11464	CAEEL02985
OG0003029	XENTR08351, XENTR05958	CAEEL01558
OG0003030	XENTR04003, XENTR18856, XENTR16201	CAEEL11859
OG0003031	XENTR01678, XENTR11006	CAEEL06431
OG0003033	XENTR01505	CAEEL00703
OG0003035	XENTR08097, XENTR04242	CAEEL02722
OG0003036	XENTR01299	CAEEL01143
OG0003038	XENTR15955, XENTR17309	CAEEL20474
OG0003040	XENTR18563	CAEEL02041
OG0003042	XENTR05407	CAEEL04188
OG0003043	XENTR13370	CAEEL07390
OG0003044	XENTR08887	CAEEL07715
OG0003046	XENTR00458, XENTR06271	CAEEL04364
OG0003049	XENTR12371	CAEEL04812
OG0003050	XENTR07158, XENTR13871	CAEEL15836
OG0003054	XENTR02710	CAEEL04777
OG0003055	XENTR00054, XENTR12225	CAEEL14225
OG0003059	XENTR12777	CAEEL09323
OG0003060	XENTR06510, XENTR13247, XENTR16776	CAEEL07468, CAEEL11354
OG0003061	XENTR13047, XENTR13404	CAEEL14261
OG0003062	XENTR15095, XENTR13329, XENTR07266	CAEEL00660
OG0003063	XENTR10800	CAEEL03076
OG0003064	XENTR18991	CAEEL02598
OG0003065	XENTR08230	CAEEL18732
OG0003066	XENTR17099, XENTR08960	CAEEL05161
OG0003072	XENTR02567, XENTR00734	CAEEL04836
OG0003079	XENTR14327, XENTR13284	CAEEL00217
OG0003086	XENTR14465	CAEEL18437
OG0003104	XENTR06110, XENTR04678	CAEEL07227
OG0003106	XENTR12128	CAEEL16128
OG0003107	XENTR10986	CAEEL20421, CAEEL01359
OG0003108	XENTR11504, XENTR11503	CAEEL04120
OG0003110	XENTR02312	CAEEL17888
OG0003111	XENTR12220	CAEEL01566
OG0003112	XENTR07566	CAEEL12136
OG0003113	XENTR16144	CAEEL16673, CAEEL01071
OG0003114	XENTR18657, XENTR06619	CAEEL15726
OG0003115	XENTR01484, XENTR05078, XENTR17555	CAEEL00022
OG0003116	XENTR03534	CAEEL07734
OG0003118	XENTR06207, XENTR15713	CAEEL08193, CAEEL08192
OG0003119	XENTR16252, XENTR18505	CAEEL16382
OG0003121	XENTR11254	CAEEL00414
OG0003124	XENTR00783	CAEEL07676
OG0003126	XENTR04714	CAEEL04789, CAEEL04979
OG0003128	XENTR14159	CAEEL04713
OG0003129	XENTR16781	CAEEL06414, CAEEL06415
OG0003130	XENTR04051	CAEEL08052
OG0003135	XENTR02084	CAEEL06638
OG0003136	XENTR12656, XENTR02424, XENTR05090	CAEEL10810
OG0003141	XENTR16911	CAEEL03719, CAEEL03720
OG0003142	XENTR11445, XENTR11444	CAEEL00482
OG0003144	XENTR07607, XENTR11410	CAEEL01625
OG0003145	XENTR04007	CAEEL05190
OG0003146	XENTR18081, XENTR05117	CAEEL20170
OG0003147	XENTR09759	CAEEL17136, CAEEL18421
OG0003148	XENTR04123, XENTR10073	CAEEL16560
OG0003150	XENTR02043, XENTR08836	CAEEL11024
OG0003151	XENTR08206, XENTR02485, XENTR02484	CAEEL04570, CAEEL14681, CAEEL04711
OG0003153	XENTR18452	CAEEL07561
OG0003154	XENTR00073	CAEEL15184
OG0003156	XENTR12843	CAEEL00516
OG0003157	XENTR16641	CAEEL07518, CAEEL07519
OG0003158	XENTR09421, XENTR06360	CAEEL08310
OG0003160	XENTR13384	CAEEL18381, CAEEL02061
OG0003161	XENTR09600	CAEEL15582, CAEEL20219
OG0003164	XENTR00718, XENTR05518	CAEEL08130
OG0003169	XENTR00138	CAEEL11868
OG0003171	XENTR03950	CAEEL08054
OG0003172	XENTR14668	CAEEL06299
OG0003174	XENTR07544, XENTR18836	CAEEL11561
OG0003176	XENTR00495	CAEEL02038
OG0003178	XENTR11667, XENTR09042	CAEEL14891
OG0003179	XENTR11724	CAEEL12173
OG0003181	XENTR18277	CAEEL11684
OG0003182	XENTR13629	CAEEL01167
OG0003184	XENTR12742	CAEEL10967
OG0003185	XENTR17498, XENTR15967	CAEEL04813
OG0003187	XENTR16789	CAEEL16181
OG0003189	XENTR15950	CAEEL04624
OG0003191	XENTR05225	CAEEL09839
OG0003193	XENTR09215	CAEEL17615
OG0003197	XENTR08587	CAEEL11467
OG0003198	XENTR08036	CAEEL05062
OG0003199	XENTR13157	CAEEL11688
OG0003202	XENTR06728	CAEEL12123
OG0003203	XENTR15103	CAEEL08247
OG0003206	XENTR01762	CAEEL08436
OG0003207	XENTR17115, XENTR02861	CAEEL11116
OG0003210	XENTR07740, XENTR03933	CAEEL11876
OG0003212	XENTR07956, XENTR01342	CAEEL11323
OG0003214	XENTR06201	CAEEL08551
OG0003215	XENTR07497, XENTR09047	CAEEL02895
OG0003217	XENTR05031, XENTR04303	CAEEL06035, CAEEL06032
OG0003218	XENTR12593	CAEEL08847
OG0003219	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559	CAEEL16215
OG0003221	XENTR02159, XENTR04079	CAEEL20740, CAEEL00629, CAEEL00088
OG0003222	XENTR15911, XENTR10214, XENTR13202	CAEEL00115
OG0003223	XENTR06905	CAEEL00485
OG0003224	XENTR16031, XENTR13430	CAEEL05675
OG0003225	XENTR02604	CAEEL04615, CAEEL20133
OG0003226	XENTR18053	CAEEL04904, CAEEL04903
OG0003228	XENTR13523	CAEEL14683
OG0003229	XENTR16185, XENTR10298	CAEEL10166
OG0003230	XENTR10511, XENTR10510	CAEEL06311
OG0003232	XENTR15315, XENTR05526, XENTR17642	CAEEL04540
OG0003235	XENTR17209	CAEEL11765
OG0003236	XENTR13718	CAEEL15067
OG0003251	XENTR09756	CAEEL01743
OG0003252	XENTR09598, XENTR09597	CAEEL19657
OG0003254	XENTR15784	CAEEL15715
OG0003257	XENTR11651	CAEEL04888
OG0003258	XENTR09647	CAEEL04539
OG0003263	XENTR11183	CAEEL12235
OG0003266	XENTR12815, XENTR10446	CAEEL05061
OG0003267	XENTR06701	CAEEL11406
OG0003268	XENTR11858	CAEEL00711
OG0003269	XENTR00981	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	XENTR19012, XENTR01357	CAEEL17531, CAEEL17532, CAEEL07171
OG0003273	XENTR14541, XENTR09949	CAEEL08538
OG0003275	XENTR18433, XENTR02465	CAEEL01894
OG0003276	XENTR03833, XENTR16569	CAEEL05343
OG0003277	XENTR01225, XENTR05973	CAEEL10684
OG0003279	XENTR06409, XENTR03464	CAEEL09246
OG0003280	XENTR14496	CAEEL20448
OG0003283	XENTR02862	CAEEL10540
OG0003284	XENTR09406, XENTR09408, XENTR09407	CAEEL20144
OG0003286	XENTR00938	CAEEL11061
OG0003287	XENTR07598	CAEEL09759
OG0003288	XENTR00671	CAEEL07836
OG0003289	XENTR14484, XENTR00516, XENTR00515	CAEEL00474
OG0003293	XENTR05206	CAEEL09078
OG0003296	XENTR00824	CAEEL07972
OG0003297	XENTR07372	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	XENTR15553	CAEEL00404
OG0003301	XENTR08929	CAEEL11183
OG0003303	XENTR07483	CAEEL08080
OG0003305	XENTR11041	CAEEL04396
OG0003306	XENTR07978	CAEEL11131
OG0003307	XENTR16158	CAEEL09527
OG0003309	XENTR15002, XENTR18421	CAEEL07134
OG0003311	XENTR11582, XENTR06308	CAEEL06729
OG0003316	XENTR08584	CAEEL06426
OG0003317	XENTR09784	CAEEL11191
OG0003318	XENTR17690, XENTR06814	CAEEL00777
OG0003320	XENTR02217	CAEEL05307
OG0003325	XENTR14438	CAEEL11598
OG0003327	XENTR17104, XENTR13251	CAEEL15863
OG0003329	XENTR05841	CAEEL02070
OG0003331	XENTR04048	CAEEL07758
OG0003332	XENTR17058, XENTR17059	CAEEL15994, CAEEL15100
OG0003333	XENTR04475, XENTR16496, XENTR16497	CAEEL05869
OG0003335	XENTR09006	CAEEL06219
OG0003336	XENTR04249, XENTR10459, XENTR04672	CAEEL18158
OG0003337	XENTR12026	CAEEL05608
OG0003340	XENTR05753, XENTR04075	CAEEL05767
OG0003341	XENTR12776	CAEEL15411
OG0003343	XENTR10202	CAEEL02966
OG0003344	XENTR06071, XENTR06072, XENTR06070	CAEEL04271
OG0003348	XENTR12378, XENTR08608	CAEEL00995
OG0003349	XENTR05563, XENTR07550	CAEEL11343
OG0003350	XENTR14406, XENTR06191	CAEEL18859
OG0003354	XENTR14729	CAEEL07057
OG0003356	XENTR01788, XENTR19056	CAEEL05068
OG0003357	XENTR08718	CAEEL05202
OG0003359	XENTR15397	CAEEL08412
OG0003360	XENTR03049, XENTR03048	CAEEL09119
OG0003361	XENTR13092	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	XENTR14029, XENTR16714	CAEEL06262
OG0003366	XENTR04144	CAEEL13316, CAEEL13290
OG0003368	XENTR08859	CAEEL04652
OG0003369	XENTR02694, XENTR17149	CAEEL11911
OG0003372	XENTR00441	CAEEL04956
OG0003374	XENTR00231, XENTR13931	CAEEL09698
OG0003375	XENTR00570	CAEEL04860
OG0003377	XENTR09874	CAEEL19646
OG0003378	XENTR16000	CAEEL04638
OG0003380	XENTR00830	CAEEL07698, CAEEL08643
OG0003384	XENTR01965	CAEEL12353
OG0003386	XENTR15284	CAEEL04616
OG0003387	XENTR16576, XENTR16577	CAEEL12649, CAEEL12648
OG0003392	XENTR09804, XENTR00995, XENTR07310	CAEEL18713
OG0003401	XENTR01481	CAEEL18173, CAEEL19529
OG0003402	XENTR05678, XENTR05637, XENTR01381, XENTR10252	CAEEL10926
OG0003419	XENTR16940	CAEEL20583, CAEEL07865
OG0003421	XENTR04887	CAEEL18393
OG0003425	XENTR08256	CAEEL12188
OG0003426	XENTR14116	CAEEL06462
OG0003429	XENTR12279	CAEEL00390
OG0003430	XENTR15234	CAEEL05290
OG0003433	XENTR13812	CAEEL17744
OG0003434	XENTR01877	CAEEL08434
OG0003443	XENTR07991, XENTR13306	CAEEL18884
OG0003444	XENTR10884	CAEEL04842
OG0003448	XENTR00217, XENTR05059	CAEEL01220
OG0003450	XENTR11136	CAEEL06420
OG0003451	XENTR03958	CAEEL02776, CAEEL02805
OG0003452	XENTR14210	CAEEL02730
OG0003454	XENTR06943, XENTR12431	CAEEL07771
OG0003455	XENTR18377, XENTR19153	CAEEL01134
OG0003456	XENTR10526	CAEEL00212, CAEEL00213
OG0003457	XENTR04624, XENTR08027	CAEEL19244
OG0003459	XENTR01653	CAEEL16050
OG0003461	XENTR19131	CAEEL00702
OG0003462	XENTR16197	CAEEL11837
OG0003463	XENTR11861, XENTR11992	CAEEL07464
OG0003464	XENTR00966	CAEEL15673
OG0003465	XENTR06176	CAEEL00222
OG0003466	XENTR11842, XENTR10915	CAEEL06482
OG0003467	XENTR17927	CAEEL09664
OG0003468	XENTR02404	CAEEL10655
OG0003475	XENTR16240	CAEEL01731
OG0003477	XENTR08073	CAEEL02502
OG0003478	XENTR12098	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	XENTR02579, XENTR16286, XENTR11231	CAEEL12384
OG0003484	XENTR05070, XENTR17032	CAEEL02712
OG0003486	XENTR14251, XENTR14252	CAEEL04926
OG0003487	XENTR18643	CAEEL02123
OG0003489	XENTR05327, XENTR05749	CAEEL00223
OG0003491	XENTR03228, XENTR07233	CAEEL18627, CAEEL05479
OG0003496	XENTR05780	CAEEL01506
OG0003498	XENTR03494	CAEEL16452
OG0003500	XENTR14238	CAEEL01330
OG0003500	XENTR02385	CAEEL01125
OG0003501	XENTR10636	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	XENTR06321	CAEEL02400, CAEEL02281
OG0003503	XENTR13845	CAEEL04457, CAEEL04454
OG0003505	XENTR00482	CAEEL07950
OG0003506	XENTR11659, XENTR05517	CAEEL05248
OG0003507	XENTR10640, XENTR00027	CAEEL05679
OG0003508	XENTR17069, XENTR08767	CAEEL17418
OG0003509	XENTR18947	CAEEL04891
OG0003510	XENTR02162, XENTR10219	CAEEL01116
OG0003511	XENTR05842	CAEEL08351
OG0003513	XENTR16163, XENTR15086	CAEEL07182
OG0003514	XENTR07062, XENTR05972	CAEEL12733, CAEEL12734
OG0003515	XENTR10827, XENTR01032	CAEEL06636
OG0003517	XENTR17629, XENTR11506	CAEEL05196
OG0003518	XENTR08349	CAEEL01719
OG0003519	XENTR16950	CAEEL07239
OG0003522	XENTR04224	CAEEL06276
OG0003523	XENTR06238	CAEEL18694
OG0003526	XENTR07495, XENTR09052	CAEEL16001
OG0003528	XENTR10782	CAEEL00365
OG0003530	XENTR08393	CAEEL19423
OG0003531	XENTR02395, XENTR17644	CAEEL15168, CAEEL18062
OG0003532	XENTR10579	CAEEL05027
OG0003538	XENTR16304	CAEEL11099
OG0003539	XENTR17518	CAEEL05895
OG0003541	XENTR10222	CAEEL01632
OG0003542	XENTR11066	CAEEL01115
OG0003543	XENTR16314, XENTR00214	CAEEL08637
OG0003544	XENTR13004, XENTR07985	CAEEL06236, CAEEL08896
OG0003545	XENTR01366, XENTR13128	CAEEL12984
OG0003548	XENTR15263	CAEEL19888
OG0003550	XENTR11802, XENTR05398	CAEEL06728
OG0003551	XENTR04301	CAEEL05919
OG0003552	XENTR01989	CAEEL18151
OG0003554	XENTR12448	CAEEL05099
OG0003561	XENTR09143, XENTR09144, XENTR15956	CAEEL01643
OG0003562	XENTR13770	CAEEL19208, CAEEL04183
OG0003563	XENTR00974	CAEEL07782
OG0003564	XENTR01915, XENTR08979	CAEEL18104
OG0003566	XENTR08703	CAEEL04245
OG0003567	XENTR12992	CAEEL15549
OG0003569	XENTR00379, XENTR02589, XENTR02786	CAEEL10722
OG0003570	XENTR15222	CAEEL08761
OG0003571	XENTR05133, XENTR16524	CAEEL00659
OG0003573	XENTR18024	CAEEL10174, CAEEL18886
OG0003578	XENTR14689, XENTR00880	CAEEL08037
OG0003579	XENTR01923, XENTR05581, XENTR05580	CAEEL10103
OG0003581	XENTR18268	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	XENTR13303	CAEEL10165, CAEEL10958
OG0003585	XENTR14346, XENTR09956, XENTR16832	CAEEL19947
OG0003597	XENTR18049	CAEEL05204
OG0003598	XENTR12005	CAEEL20069
OG0003599	XENTR06077	CAEEL01022
OG0003603	XENTR07586	CAEEL00903
OG0003604	XENTR09462, XENTR01204	CAEEL08873
OG0003607	XENTR04132	CAEEL05764
OG0003611	XENTR13792	CAEEL15351
OG0003612	XENTR12924	CAEEL12107
OG0003613	XENTR07063, XENTR18350	CAEEL10330
OG0003615	XENTR11541	CAEEL04572
OG0003618	XENTR06591	CAEEL10379
OG0003619	XENTR14382	CAEEL19948, CAEEL09130
OG0003620	XENTR11610	CAEEL05074
OG0003621	XENTR08477, XENTR08478	CAEEL18738
OG0003623	XENTR02019	CAEEL11847
OG0003624	XENTR04842	CAEEL11456
OG0003626	XENTR09204	CAEEL01251
OG0003629	XENTR03081	CAEEL18064
OG0003630	XENTR17948	CAEEL01945
OG0003632	XENTR10135, XENTR00270	CAEEL04287
OG0003634	XENTR10016	CAEEL05819, CAEEL05206, CAEEL08505
OG0003638	XENTR03036	CAEEL14206
OG0003640	XENTR07366, XENTR07389, XENTR15717	CAEEL01151
OG0003641	XENTR07679	CAEEL02290
OG0003644	XENTR17108	CAEEL07060
OG0003645	XENTR03915, XENTR07317	CAEEL08952
OG0003646	XENTR17031, XENTR17030	CAEEL04268
OG0003647	XENTR05840	CAEEL08061
OG0003649	XENTR11535	CAEEL02106
OG0003650	XENTR18719	CAEEL01596
OG0003652	XENTR05790, XENTR01212	CAEEL00198, CAEEL00197
OG0003655	XENTR16032, XENTR04379	CAEEL01543
OG0003656	XENTR08122, XENTR09683	CAEEL00717
OG0003657	XENTR07176	CAEEL18724
OG0003658	XENTR03326	CAEEL17892
OG0003659	XENTR06944	CAEEL00820
OG0003660	XENTR09436	CAEEL11348
OG0003661	XENTR03758	CAEEL11758
OG0003664	XENTR01685	CAEEL10164
OG0003667	XENTR07700, XENTR00535	CAEEL14775
OG0003668	XENTR02672	CAEEL09161, CAEEL09163
OG0003669	XENTR08683	CAEEL08786, CAEEL08784
OG0003672	XENTR07314	CAEEL12653
OG0003676	XENTR00677	CAEEL00672
OG0003677	XENTR08610, XENTR17285, XENTR15109	CAEEL08632
OG0003678	XENTR00079, XENTR17514	CAEEL03764
OG0003679	XENTR18397, XENTR12379	CAEEL14380
OG0003680	XENTR05231	CAEEL10627
OG0003681	XENTR16296, XENTR16295, XENTR04463	CAEEL03276
OG0003686	XENTR05887	CAEEL01983
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	CAEEL03025
OG0003689	XENTR14093, XENTR05380	CAEEL07514
OG0003690	XENTR02409	CAEEL08798
OG0003692	XENTR01955	CAEEL09322
OG0003693	XENTR10718, XENTR18258	CAEEL09517
OG0003694	XENTR17179	CAEEL08779
OG0003695	XENTR07743, XENTR03931	CAEEL18980
OG0003696	XENTR02869	CAEEL15341
OG0003697	XENTR07348, XENTR07379	CAEEL07546
OG0003698	XENTR09545, XENTR01970	CAEEL05872
OG0003700	XENTR15169, XENTR07388	CAEEL08489
OG0003702	XENTR18826, XENTR08512	CAEEL19917
OG0003704	XENTR14777, XENTR00061	CAEEL02747
OG0003708	XENTR08453	CAEEL02697, CAEEL19979
OG0003710	XENTR06304	CAEEL05057
OG0003712	XENTR01274, XENTR12990	CAEEL12274
OG0003716	XENTR10549	CAEEL00239
OG0003718	XENTR10379	CAEEL00456
OG0003721	XENTR07713, XENTR09504	CAEEL19092
OG0003724	XENTR10087	CAEEL04996
OG0003725	XENTR00052, XENTR12224, XENTR12471	CAEEL04639
OG0003727	XENTR08237	CAEEL20128
OG0003729	XENTR03157	CAEEL01397
OG0003731	XENTR04923	CAEEL14842
OG0003732	XENTR18126	CAEEL10948
OG0003733	XENTR04294	CAEEL05542
OG0003734	XENTR16422	CAEEL18003
OG0003735	XENTR05792	CAEEL04830, CAEEL04829
OG0003736	XENTR09558	CAEEL10845
OG0003737	XENTR06182, XENTR09163	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	XENTR15714	CAEEL06789
OG0003740	XENTR15199	CAEEL07837
OG0003741	XENTR17057	CAEEL07870
OG0003743	XENTR12518	CAEEL12238
OG0003745	XENTR00802	CAEEL16018, CAEEL17606
OG0003746	XENTR04180, XENTR06934, XENTR16848	CAEEL07398
OG0003747	XENTR05018	CAEEL02767
OG0003748	XENTR00377	CAEEL00242
OG0003749	XENTR16748	CAEEL20507
OG0003750	XENTR02453	CAEEL05076
OG0003752	XENTR05303	CAEEL04520
OG0003753	XENTR13127, XENTR01846	CAEEL18657
OG0003754	XENTR10153, XENTR11505	CAEEL19668, CAEEL05669
OG0003755	XENTR04060	CAEEL09173
OG0003756	XENTR06642	CAEEL01606
OG0003758	XENTR10842, XENTR07110	CAEEL05748
OG0003759	XENTR16557, XENTR14606	CAEEL09625
OG0003761	XENTR05309, XENTR05308, XENTR07160	CAEEL19863
OG0003763	XENTR17599	CAEEL02008, CAEEL02007, CAEEL02011
OG0003764	XENTR10248	CAEEL15954
OG0003766	XENTR01718	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439
OG0003768	XENTR08962	CAEEL07458
OG0003771	XENTR13739, XENTR03911	CAEEL18560, CAEEL05367
OG0003775	XENTR13200	CAEEL06672
OG0003776	XENTR07141	CAEEL14271
OG0003778	XENTR10711	CAEEL10576
OG0003779	XENTR17121	CAEEL12785
OG0003780	XENTR09649, XENTR09270, XENTR06188	CAEEL20711
OG0003795	XENTR19254	CAEEL09855
OG0003798	XENTR01114, XENTR07104	CAEEL11938
OG0003803	XENTR01279	CAEEL19629
OG0003806	XENTR07356	CAEEL10842
OG0003807	XENTR01368, XENTR01369, XENTR01367	CAEEL06933
OG0003808	XENTR13676	CAEEL08177
OG0003811	XENTR05500	CAEEL07020
OG0003812	XENTR18891	CAEEL07296
OG0003813	XENTR10561, XENTR06474	CAEEL10820
OG0003817	XENTR01494	CAEEL02053
OG0003818	XENTR08826	CAEEL15512
OG0003821	XENTR02570, XENTR07045	CAEEL09346
OG0003824	XENTR02218	CAEEL17849
OG0003826	XENTR01516	CAEEL02634
OG0003827	XENTR11304, XENTR18626	CAEEL04098
OG0003829	XENTR04012	CAEEL08428
OG0003831	XENTR03490	CAEEL08097
OG0003832	XENTR00382	CAEEL11899
OG0003833	XENTR15540	CAEEL05813, CAEEL14180
OG0003834	XENTR04978, XENTR18533	CAEEL00145
OG0003837	XENTR02506	CAEEL11909, CAEEL11910
OG0003838	XENTR00914, XENTR03476	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	XENTR13884	CAEEL11415
OG0003840	XENTR12159	CAEEL01767
OG0003841	XENTR12939	CAEEL10859, CAEEL18915
OG0003843	XENTR12778, XENTR12779	CAEEL14293
OG0003846	XENTR02190, XENTR11317	CAEEL00811, CAEEL18648
OG0003847	XENTR05448	CAEEL07371
OG0003848	XENTR09160	CAEEL08837
OG0003850	XENTR05454	CAEEL11705
OG0003851	XENTR02901	CAEEL08777
OG0003852	XENTR01443, XENTR00580	CAEEL00155
OG0003853	XENTR16563	CAEEL13793
OG0003854	XENTR09846, XENTR03116	CAEEL01789
OG0003856	XENTR05612	CAEEL07428
OG0003857	XENTR10397	CAEEL19675
OG0003863	XENTR10491, XENTR10490, XENTR02221, XENTR02222	CAEEL18943
OG0003864	XENTR11994	CAEEL01846
OG0003865	XENTR08410, XENTR08547	CAEEL02514
OG0003866	XENTR06311	CAEEL00295
OG0003867	XENTR02863	CAEEL15761
OG0003868	XENTR14790, XENTR09159, XENTR09158	CAEEL18485
OG0003869	XENTR16798	CAEEL00094
OG0003870	XENTR11422	CAEEL17745
OG0003872	XENTR00808	CAEEL14869
OG0003873	XENTR00180	CAEEL07437
OG0003875	XENTR04436	CAEEL00868
OG0003876	XENTR17136	CAEEL04369
OG0003877	XENTR02745	CAEEL18175
OG0003879	XENTR11236	CAEEL00338, CAEEL01399
OG0003881	XENTR04081	CAEEL12169
OG0003884	XENTR02661	CAEEL01060
OG0003885	XENTR05759, XENTR02123	CAEEL01791
OG0003886	XENTR01682	CAEEL10383
OG0003887	XENTR18026	CAEEL09306
OG0003887	XENTR11440	CAEEL09446
OG0003892	XENTR00762	CAEEL11760
OG0003893	XENTR13880	CAEEL05797
OG0003894	XENTR06779	CAEEL01425
OG0003895	XENTR15607	CAEEL15379
OG0003897	XENTR09637	CAEEL07613
OG0003898	XENTR00281	CAEEL05728
OG0003900	XENTR06624	CAEEL08813
OG0003901	XENTR10660, XENTR18510	CAEEL00786, CAEEL18671
OG0003904	XENTR08625, XENTR05314	CAEEL00419
OG0003906	XENTR05038	CAEEL00814
OG0003908	XENTR12199	CAEEL00218
OG0003908	XENTR15544	CAEEL08148
OG0003909	XENTR13589	CAEEL09488, CAEEL14422
OG0003910	XENTR07945	CAEEL08553
OG0003911	XENTR02501	CAEEL20590
OG0003912	XENTR18566, XENTR04975, XENTR07778	CAEEL02731
OG0003913	XENTR15388	CAEEL05199
OG0003915	XENTR02712, XENTR00701	CAEEL04887
OG0003916	XENTR04593, XENTR05144	CAEEL07068
OG0003917	XENTR00420, XENTR10594	CAEEL07507
OG0003918	XENTR06731	CAEEL11925, CAEEL11924
OG0003920	XENTR12856	CAEEL00358
OG0003921	XENTR04630	CAEEL14832, CAEEL18358
OG0003922	XENTR08412	CAEEL11421, CAEEL11420
OG0003923	XENTR04190	CAEEL08718
OG0003925	XENTR05466	CAEEL04108
OG0003929	XENTR03727	CAEEL00949
OG0003930	XENTR10794	CAEEL05047
OG0003931	XENTR10403	CAEEL15548
OG0003933	XENTR11134, XENTR10793	CAEEL11609
OG0003934	XENTR05679	CAEEL10046
OG0003937	XENTR01997, XENTR01986	CAEEL19289
OG0003938	XENTR15244	CAEEL07167
OG0003939	XENTR04150	CAEEL04128
OG0003940	XENTR04461	CAEEL15126, CAEEL19780
OG0003944	XENTR06236	CAEEL05219
OG0003945	XENTR18416	CAEEL17988
OG0003946	XENTR08261, XENTR12173	CAEEL18782
OG0003947	XENTR08870, XENTR02239	CAEEL16177
OG0003949	XENTR02519	CAEEL02494
OG0003950	XENTR10159	CAEEL05823
OG0003951	XENTR02805	CAEEL10367
OG0003954	XENTR15739, XENTR07597	CAEEL11860
OG0003955	XENTR03281	CAEEL08204
OG0003959	XENTR14787, XENTR19068, XENTR16821	CAEEL18903
OG0003961	XENTR09360	CAEEL10706
OG0003965	XENTR12041	CAEEL09858, CAEEL18478
OG0003967	XENTR01385	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003968	XENTR09674	CAEEL18441
OG0003969	XENTR09036	CAEEL01428, CAEEL15342
OG0003970	XENTR06325	CAEEL00141, CAEEL08636
OG0003971	XENTR16415	CAEEL03035
OG0003972	XENTR02960	CAEEL09414
OG0003973	XENTR02390, XENTR13883	CAEEL17822
OG0003974	XENTR07421	CAEEL05003, CAEEL05004, CAEEL05002
OG0003999	XENTR13639	CAEEL08414
OG0004000	XENTR16850	CAEEL02254
OG0004004	XENTR00508	CAEEL09931
OG0004005	XENTR08022	CAEEL09757
OG0004007	XENTR00335, XENTR12145	CAEEL08380, CAEEL20738
OG0004009	XENTR12738, XENTR07565	CAEEL10425
OG0004010	XENTR15365	CAEEL11606
OG0004012	XENTR08974	CAEEL08889
