Orthogroup	ASTMX	CAPO3
OG0003478	ASTMX16545	CAPO300139
OG0003479	ASTMX08377, ASTMX19369	CAPO302288
OG0003480	ASTMX18358, ASTMX00514	CAPO303582
OG0003483	ASTMX02494	CAPO305509
OG0003486	ASTMX09925	CAPO304249
OG0003487	ASTMX11535	CAPO300925
OG0003489	ASTMX20010, ASTMX22461, ASTMX11315	CAPO305291
OG0003491	ASTMX11829, ASTMX07278	CAPO304911
OG0003492	ASTMX15658, ASTMX07661	CAPO306303
OG0003493	ASTMX11757	CAPO306533
OG0003497	ASTMX09325, ASTMX12800	CAPO305660
OG0003498	ASTMX01620	CAPO306898
OG0003499	ASTMX00373	CAPO301160
OG0003500	ASTMX12903, ASTMX13670	CAPO304927
OG0003501	ASTMX02416	CAPO303209
OG0003502	ASTMX09364	CAPO306906
OG0003503	ASTMX22842, ASTMX17335	CAPO307158
OG0003504	ASTMX10105, ASTMX07823, ASTMX12935	CAPO304351
OG0003505	ASTMX01106	CAPO305207
OG0003506	ASTMX03887, ASTMX17187, ASTMX15908	CAPO302826
OG0003507	ASTMX03126, ASTMX03987, ASTMX02892	CAPO303307
OG0003508	ASTMX08692, ASTMX14664	CAPO307911
OG0003509	ASTMX20219	CAPO305689
OG0003511	ASTMX12073	CAPO307348, CAPO308352
OG0003512	ASTMX05092, ASTMX09614	CAPO303631, CAPO302677, CAPO302168
OG0003515	ASTMX14872, ASTMX08241	CAPO307211
OG0003518	ASTMX08720	CAPO307641
OG0003519	ASTMX21057	CAPO307608
OG0003522	ASTMX09932, ASTMX01391	CAPO306659
OG0003523	ASTMX06451, ASTMX09203	CAPO304976
OG0003525	ASTMX03127, ASTMX20265	CAPO305089
OG0003528	ASTMX09805	CAPO306484
OG0003531	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691	CAPO300308
OG0003532	ASTMX09797	CAPO303744
OG0003533	ASTMX14253	CAPO301327
OG0003537	ASTMX10030	CAPO301555
OG0003538	ASTMX21966, ASTMX20518	CAPO301093
OG0003539	ASTMX01615	CAPO300449
OG0003541	ASTMX02571	CAPO300603
OG0003543	ASTMX22680, ASTMX13907	CAPO301989
OG0003544	ASTMX05764, ASTMX12377	CAPO300418
OG0003546	ASTMX03306, ASTMX06923, ASTMX13133	CAPO303583
OG0003547	ASTMX02604, ASTMX19542, ASTMX19541, ASTMX00359	CAPO308031
OG0003550	ASTMX12018, ASTMX00483, ASTMX08669	CAPO300137
OG0003551	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936	CAPO308286
OG0003552	ASTMX04006	CAPO307114
OG0003554	ASTMX10001, ASTMX12094	CAPO301001
OG0003556	ASTMX21299, ASTMX01752, ASTMX13732	CAPO302339
OG0003557	ASTMX07636, ASTMX17680, ASTMX22997	CAPO306086
OG0003561	ASTMX09905, ASTMX06185	CAPO301198
OG0003562	ASTMX19362, ASTMX04310, ASTMX15769	CAPO303388
OG0003563	ASTMX07743	CAPO300808, CAPO301102
OG0003564	ASTMX16336, ASTMX09764, ASTMX04739	CAPO300720
OG0003566	ASTMX09006, ASTMX21630	CAPO300164
OG0003567	ASTMX03625	CAPO307296
OG0003568	ASTMX14445	CAPO303992
OG0003569	ASTMX15295, ASTMX02172, ASTMX13272, ASTMX09249	CAPO306390
OG0003570	ASTMX18041	CAPO305849
OG0003573	ASTMX17087	CAPO300904
OG0003577	ASTMX14615	CAPO306764
OG0003578	ASTMX15744	CAPO307426
OG0003579	ASTMX18857, ASTMX05928, ASTMX10482	CAPO300766
OG0003581	ASTMX08220	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177
OG0003582	ASTMX22172, ASTMX05373	CAPO302819
OG0003599	ASTMX16957	CAPO301420
OG0003600	ASTMX00592	CAPO305414
OG0003607	ASTMX21385	CAPO301867
OG0003610	ASTMX10810	CAPO302401
OG0003611	ASTMX14877	CAPO306320
OG0003612	ASTMX21729	CAPO304993
OG0003613	ASTMX04050, ASTMX18610	CAPO305029
OG0003617	ASTMX16719	CAPO306844, CAPO301490
OG0003618	ASTMX06136	CAPO302109
OG0003619	ASTMX04527	CAPO304837
OG0003620	ASTMX19184	CAPO306673
OG0003621	ASTMX03711	CAPO302199
OG0003622	ASTMX03803, ASTMX18660	CAPO305075
OG0003624	ASTMX19218, ASTMX20395, ASTMX20396	CAPO303633
OG0003630	ASTMX04467	CAPO308012
OG0003631	ASTMX03889	CAPO303610
OG0003633	ASTMX18125	CAPO300056
OG0003635	ASTMX01147	CAPO308133
OG0003638	ASTMX08095, ASTMX09482	CAPO305555
OG0003640	ASTMX07846, ASTMX10421	CAPO301244
OG0003641	ASTMX06736, ASTMX00519	CAPO300746
OG0003644	ASTMX11204, ASTMX22672	CAPO304835
OG0003645	ASTMX20711, ASTMX17672	CAPO307108
OG0003646	ASTMX07094	CAPO304914
OG0003648	ASTMX04819, ASTMX04366	CAPO302617
OG0003649	ASTMX04920	CAPO301930
OG0003650	ASTMX05339	CAPO306633
OG0003651	ASTMX06708, ASTMX15249	CAPO305370
OG0003652	ASTMX06086, ASTMX01201	CAPO300427
OG0003655	ASTMX09913, ASTMX17372	CAPO303553
OG0003656	ASTMX22041, ASTMX06864	CAPO301350
OG0003657	ASTMX05415, ASTMX12030	CAPO305783
OG0003658	ASTMX01908, ASTMX21818, ASTMX20155	CAPO303162
OG0003661	ASTMX01047, ASTMX01048	CAPO300815
OG0003664	ASTMX21611, ASTMX22165	CAPO305504
OG0003666	ASTMX16764, ASTMX03845, ASTMX03113	CAPO300690
OG0003667	ASTMX13037, ASTMX04391, ASTMX13189	CAPO303859
OG0003668	ASTMX06218	CAPO300260
OG0003669	ASTMX15273	CAPO305883
OG0003671	ASTMX16457, ASTMX06659, ASTMX15213	CAPO308173
OG0003672	ASTMX07690	CAPO300582
OG0003676	ASTMX13350	CAPO304948
OG0003677	ASTMX08647, ASTMX19744, ASTMX10207	CAPO300011
OG0003679	ASTMX00166, ASTMX14038	CAPO304696
OG0003680	ASTMX05302, ASTMX19340	CAPO300884
OG0003682	ASTMX07505, ASTMX12895	CAPO301860
OG0003684	ASTMX08680	CAPO302734
OG0003685	ASTMX07097	CAPO305996
OG0003686	ASTMX06254	CAPO302144
OG0003687	ASTMX17726, ASTMX07873	CAPO301501
OG0003688	ASTMX13333	CAPO307252
OG0003689	ASTMX02872, ASTMX21294, ASTMX05418, ASTMX17697	CAPO301215
OG0003690	ASTMX10980, ASTMX10978	CAPO307478
OG0003693	ASTMX14396, ASTMX02107	CAPO302269
OG0003694	ASTMX09722	CAPO307654
OG0003695	ASTMX03315, ASTMX17201, ASTMX12439	CAPO303363
OG0003696	ASTMX00614	CAPO304903
OG0003697	ASTMX06569	CAPO307718
OG0003698	ASTMX02803, ASTMX17268	CAPO306302
OG0003700	ASTMX19240, ASTMX07852	CAPO304411
OG0003703	ASTMX18566, ASTMX17499	CAPO305764
OG0003704	ASTMX13177, ASTMX10331, ASTMX18966, ASTMX10332	CAPO308213
OG0003710	ASTMX20149, ASTMX06151	CAPO301647
OG0003712	ASTMX14325, ASTMX20985	CAPO300556
OG0003713	ASTMX03846, ASTMX03111	CAPO306178
OG0003716	ASTMX07172	CAPO303976
OG0003717	ASTMX04289, ASTMX13919	CAPO306282
OG0003718	ASTMX05446	CAPO307310
OG0003719	ASTMX21101	CAPO300227
OG0003720	ASTMX03119, ASTMX19301	CAPO300371
OG0003721	ASTMX04642, ASTMX08484, ASTMX22043	CAPO300976, CAPO300975
OG0003722	ASTMX06501, ASTMX11182	CAPO300031
OG0003724	ASTMX05688	CAPO308007
OG0003729	ASTMX05387	CAPO307394
OG0003731	ASTMX18880	CAPO304053
OG0003732	ASTMX00190	CAPO306498
OG0003733	ASTMX05574	CAPO305671
OG0003734	ASTMX11186	CAPO305564
OG0003735	ASTMX02980	CAPO308150
OG0003738	ASTMX11368, ASTMX05001	CAPO304238
OG0003739	ASTMX15585	CAPO300467
OG0003740	ASTMX16206	CAPO307238
OG0003741	ASTMX19783	CAPO305770
OG0003742	ASTMX13806, ASTMX00905	CAPO303080
OG0003743	ASTMX18803	CAPO302360
OG0003744	ASTMX08863, ASTMX05359	CAPO306491
OG0003749	ASTMX08310, ASTMX01524	CAPO306992
OG0003750	ASTMX18029	CAPO304840
OG0003752	ASTMX00327, ASTMX00468	CAPO306304
OG0003754	ASTMX02185, ASTMX21230	CAPO305643
OG0003755	ASTMX14369, ASTMX22559, ASTMX14368	CAPO300113
OG0003756	ASTMX13569, ASTMX10898	CAPO307901
OG0003758	ASTMX20436, ASTMX20437	CAPO308214
OG0003759	ASTMX21302, ASTMX08728, ASTMX08729	CAPO307476
OG0003760	ASTMX21160, ASTMX20023	CAPO304944
OG0003761	ASTMX13246, ASTMX10082	CAPO301690
OG0003762	ASTMX18780, ASTMX07713, ASTMX18085	CAPO303010
OG0003764	ASTMX16449	CAPO300879
OG0003767	ASTMX00865	CAPO301363
OG0003769	ASTMX09113, ASTMX09112	CAPO305668
OG0003770	ASTMX04346	CAPO300865, CAPO305387
OG0003771	ASTMX20761, ASTMX17664	CAPO300755
OG0003773	ASTMX19481, ASTMX13827	CAPO301706
OG0003776	ASTMX07290, ASTMX16427, ASTMX19488	CAPO306521
OG0003778	ASTMX10296, ASTMX01093	CAPO302558
OG0003779	ASTMX20791	CAPO304919
OG0003781	ASTMX20377, ASTMX07306, ASTMX12289, ASTMX07305	CAPO307368
OG0003798	ASTMX00649, ASTMX05334	CAPO300229
OG0003803	ASTMX15080, ASTMX04008	CAPO307540
OG0003806	ASTMX21196	CAPO304817
OG0003807	ASTMX03640	CAPO308021
OG0003808	ASTMX12243	CAPO308095
OG0003809	ASTMX20443, ASTMX12115	CAPO306197
OG0003811	ASTMX11112	CAPO302863
OG0003812	ASTMX06055	CAPO300349
OG0003813	ASTMX06952, ASTMX11991	CAPO305053
OG0003818	ASTMX08224	CAPO306945
OG0003820	ASTMX09663	CAPO302724
OG0003823	ASTMX13479, ASTMX14106, ASTMX08187, ASTMX00878	CAPO305304
OG0003824	ASTMX15652	CAPO300109
OG0003826	ASTMX13299	CAPO303948
OG0003827	ASTMX08906, ASTMX01691	CAPO302156
OG0003828	ASTMX09777	CAPO304442
OG0003829	ASTMX16879	CAPO304825
OG0003831	ASTMX01621	CAPO301320
OG0003833	ASTMX08170	CAPO305448
OG0003834	ASTMX13103, ASTMX02832, ASTMX21677	CAPO307203
OG0003835	ASTMX08155	CAPO300102
OG0003836	ASTMX03922	CAPO301610
OG0003837	ASTMX22200	CAPO304430
OG0003838	ASTMX07568, ASTMX14008	CAPO304061, CAPO304064
OG0003839	ASTMX03107	CAPO300238, CAPO301543, CAPO307066
OG0003840	ASTMX21619, ASTMX10569	CAPO300299
OG0003843	ASTMX11574, ASTMX03263	CAPO301582
OG0003844	ASTMX18569	CAPO306235
OG0003845	ASTMX21005	CAPO302000
OG0003846	ASTMX03272, ASTMX13082	CAPO300905
OG0003848	ASTMX03313, ASTMX06535, ASTMX02072	CAPO305229, CAPO305228
OG0003850	ASTMX17827	CAPO306458
OG0003851	ASTMX05745, ASTMX14120	CAPO301154
OG0003852	ASTMX13641	CAPO302241
OG0003853	ASTMX06603	CAPO308238
OG0003855	ASTMX18348	CAPO304198
OG0003856	ASTMX11397	CAPO308004
OG0003857	ASTMX17813	CAPO302185
OG0003858	ASTMX02510	CAPO300728
OG0003859	ASTMX19127	CAPO306990
OG0003860	ASTMX15680, ASTMX15679, ASTMX15678	CAPO303899
OG0003861	ASTMX18934	CAPO302754
OG0003863	ASTMX05791, ASTMX12495	CAPO300200
OG0003864	ASTMX07056	CAPO300087
OG0003865	ASTMX14765, ASTMX05719	CAPO304904
OG0003866	ASTMX09589	CAPO302683
OG0003867	ASTMX14392	CAPO301767
OG0003868	ASTMX14524, ASTMX02829	CAPO306848
OG0003869	ASTMX17801	CAPO307094
OG0003870	ASTMX22404	CAPO305132
OG0003872	ASTMX21986	CAPO300319
OG0003873	ASTMX18658, ASTMX18657, ASTMX09492	CAPO305775
OG0003875	ASTMX20963, ASTMX20964	CAPO303382
OG0003876	ASTMX14613	CAPO307728
OG0003878	ASTMX03060, ASTMX08366, ASTMX15924	CAPO308329
OG0003881	ASTMX17611	CAPO303685
OG0003886	ASTMX18295	CAPO304109
OG0003887	ASTMX22919	CAPO307036
OG0003888	ASTMX04862	CAPO302764
OG0003890	ASTMX10320, ASTMX10321, ASTMX21516	CAPO304707
OG0003892	ASTMX02017	CAPO307708
OG0003893	ASTMX12940	CAPO300022
OG0003894	ASTMX11183	CAPO302778
OG0003897	ASTMX15050	CAPO303759
OG0003898	ASTMX22794, ASTMX14906	CAPO307893, CAPO307749, CAPO306069
OG0003899	ASTMX15271	CAPO300674
OG0003900	ASTMX18534	CAPO301714
OG0003901	ASTMX03818	CAPO301256
OG0003903	ASTMX01642	CAPO305736
OG0003904	ASTMX18259	CAPO305947
OG0003906	ASTMX18624	CAPO301369
OG0003908	ASTMX14918	CAPO301425
OG0003908	ASTMX10495	CAPO308216
OG0003909	ASTMX16582	CAPO301220
OG0003910	ASTMX12237	CAPO302786
OG0003911	ASTMX11470	CAPO305312
OG0003912	ASTMX06396, ASTMX11967, ASTMX02561	CAPO307896
OG0003913	ASTMX22751, ASTMX04669	CAPO306587
OG0003914	ASTMX11027	CAPO301224
OG0003915	ASTMX09566, ASTMX08815	CAPO304633
OG0003917	ASTMX18206, ASTMX22067	CAPO306797
OG0003920	ASTMX20009	CAPO301554
OG0003921	ASTMX11734	CAPO300430
OG0003922	ASTMX15692	CAPO304241
OG0003924	ASTMX15337, ASTMX10124, ASTMX21440	CAPO302790
OG0003925	ASTMX08709, ASTMX20939	CAPO301662
OG0003926	ASTMX05523, ASTMX21916, ASTMX05611	CAPO303036
OG0003927	ASTMX19425	CAPO304671
OG0003929	ASTMX13853, ASTMX13851	CAPO303872
OG0003931	ASTMX07722, ASTMX17814	CAPO304399
OG0003932	ASTMX07563	CAPO300048, CAPO300047
OG0003934	ASTMX17687	CAPO301204
OG0003936	ASTMX10900	CAPO302163
OG0003938	ASTMX03248	CAPO305166
OG0003939	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658	CAPO303853
OG0003942	ASTMX09921	CAPO300632
OG0003944	ASTMX15054, ASTMX15052	CAPO300493
OG0003945	ASTMX02597, ASTMX09466	CAPO300812
OG0003946	ASTMX13157, ASTMX19007	CAPO303843
OG0003947	ASTMX14801, ASTMX09966	CAPO306325
OG0003950	ASTMX01715, ASTMX21177	CAPO307097
OG0003954	ASTMX01818, ASTMX14108	CAPO304758
OG0003955	ASTMX22833	CAPO304097
OG0003959	ASTMX03302, ASTMX06910	CAPO304028
OG0003961	ASTMX03170	CAPO303890
OG0003965	ASTMX03247, ASTMX20007	CAPO302867
OG0003966	ASTMX07292	CAPO301181
OG0003969	ASTMX15238	CAPO304197
OG0003971	ASTMX13704	CAPO301852
OG0003972	ASTMX06345	CAPO308018
OG0003973	ASTMX20732, ASTMX00524	CAPO307513
OG0003998	ASTMX11579	CAPO305634
OG0003999	ASTMX08675	CAPO306327
OG0004000	ASTMX20945, ASTMX20946, ASTMX22466	CAPO302913
OG0004002	ASTMX02497	CAPO305544
OG0004005	ASTMX20415	CAPO302213
OG0004007	ASTMX12778, ASTMX11189	CAPO307105
OG0004009	ASTMX13881, ASTMX02524	CAPO305072
OG0004010	ASTMX10560	CAPO303524
OG0004012	ASTMX09322	CAPO308011
OG0004014	ASTMX14768	CAPO303473
OG0004015	ASTMX06018	CAPO305112
OG0004016	ASTMX17626	CAPO303609
OG0004017	ASTMX17823	CAPO308124
OG0004023	ASTMX00207	CAPO307204
OG0004027	ASTMX15302, ASTMX11055, ASTMX22240	CAPO301145
OG0004031	ASTMX18843, ASTMX17691	CAPO306218
OG0004032	ASTMX08807, ASTMX00143	CAPO300291
OG0004033	ASTMX04887, ASTMX02492	CAPO304862
OG0004035	ASTMX14250	CAPO301995
OG0004037	ASTMX08758	CAPO306482
OG0004038	ASTMX17922	CAPO307927
OG0004041	ASTMX18634	CAPO306646
OG0004042	ASTMX03581	CAPO302696
OG0004044	ASTMX16753, ASTMX06545	CAPO300275
OG0004047	ASTMX17932	CAPO304083
OG0004048	ASTMX09318, ASTMX01185	CAPO304654
OG0004050	ASTMX02174	CAPO308116
OG0004053	ASTMX01877	CAPO301919
OG0004054	ASTMX17729, ASTMX17210	CAPO308277
OG0004058	ASTMX16581, ASTMX16580	CAPO301904
OG0004059	ASTMX13060	CAPO301877
OG0004063	ASTMX13281	CAPO300628
OG0004064	ASTMX15012, ASTMX15188	CAPO304453
OG0004065	ASTMX04796	CAPO304029
OG0004067	ASTMX11484	CAPO301812
OG0004068	ASTMX02692	CAPO301030
OG0004069	ASTMX14586, ASTMX22788	CAPO307785
OG0004070	ASTMX20984, ASTMX22191, ASTMX20983	CAPO302894
OG0004071	ASTMX15749	CAPO306388
OG0004072	ASTMX10447	CAPO305194
OG0004075	ASTMX07747	CAPO308024
OG0004076	ASTMX04315	CAPO307967
OG0004079	ASTMX14875	CAPO300687
OG0004080	ASTMX05403, ASTMX19661	CAPO305236
OG0004081	ASTMX22659, ASTMX16927	CAPO301069
OG0004082	ASTMX18323	CAPO305459
OG0004082	ASTMX18322	CAPO305460
OG0004083	ASTMX04554, ASTMX04555	CAPO304047
OG0004084	ASTMX11330, ASTMX08178, ASTMX10797	CAPO300193
OG0004085	ASTMX19501	CAPO307782
OG0004090	ASTMX00983, ASTMX04761	CAPO304280
OG0004091	ASTMX08610	CAPO307795
OG0004092	ASTMX02665, ASTMX15369	CAPO301516
OG0004093	ASTMX15171	CAPO303612
OG0004094	ASTMX11202, ASTMX15659	CAPO306112
OG0004095	ASTMX02227	CAPO302216
OG0004096	ASTMX11756, ASTMX12440	CAPO306070
OG0004097	ASTMX10694	CAPO300790
OG0004099	ASTMX10113, ASTMX01415	CAPO306437
OG0004100	ASTMX07137, ASTMX02215	CAPO306356
OG0004101	ASTMX02879	CAPO303749, CAPO302702
OG0004103	ASTMX19598	CAPO306700
OG0004104	ASTMX14588, ASTMX02857, ASTMX18263	CAPO303684
OG0004105	ASTMX09841, ASTMX14708	CAPO308098
OG0004106	ASTMX00722, ASTMX04813, ASTMX00723	CAPO303386
OG0004108	ASTMX02739	CAPO307282
OG0004110	ASTMX19810, ASTMX07616	CAPO300855
OG0004112	ASTMX14225	CAPO304610
OG0004114	ASTMX09744	CAPO301854
OG0004115	ASTMX13900	CAPO306386
OG0004116	ASTMX12803	CAPO303186
OG0004118	ASTMX21133	CAPO306139
OG0004119	ASTMX07078	CAPO303741
OG0004120	ASTMX06636	CAPO303757
OG0004123	ASTMX10854	CAPO304624
OG0004124	ASTMX06394, ASTMX08682	CAPO302738
OG0004125	ASTMX07853	CAPO304359
OG0004127	ASTMX22216	CAPO306895
OG0004130	ASTMX10123	CAPO307075
OG0004131	ASTMX21499	CAPO301925
OG0004133	ASTMX17631, ASTMX21212	CAPO305598
OG0004134	ASTMX11642	CAPO304433
OG0004136	ASTMX21158	CAPO307338
OG0004140	ASTMX22423	CAPO307995
OG0004142	ASTMX02145	CAPO300440
OG0004144	ASTMX14929, ASTMX00175	CAPO302917
OG0004148	ASTMX01455, ASTMX21880	CAPO301152
OG0004150	ASTMX22642, ASTMX02487	CAPO303497
OG0004151	ASTMX22046, ASTMX22047	CAPO307015
OG0004153	ASTMX12182, ASTMX07981, ASTMX12181	CAPO305022
OG0004154	ASTMX07593	CAPO308154
OG0004156	ASTMX10877, ASTMX15457, ASTMX00963	CAPO307556
OG0004158	ASTMX17963, ASTMX13614	CAPO302219
OG0004160	ASTMX22778, ASTMX12455, ASTMX06482, ASTMX22417, ASTMX06483	CAPO302118
OG0004164	ASTMX21726, ASTMX06576	CAPO306879
OG0004166	ASTMX15461	CAPO300703
OG0004167	ASTMX03947, ASTMX04645	CAPO305574
OG0004168	ASTMX13810	CAPO303881
OG0004169	ASTMX13212	CAPO302967
OG0004170	ASTMX13302	CAPO305320
OG0004171	ASTMX04439	CAPO305810
OG0004174	ASTMX15624	CAPO303644
OG0004176	ASTMX03670	CAPO304072
OG0004179	ASTMX12310	CAPO304392
OG0004181	ASTMX16951, ASTMX11104, ASTMX20353	CAPO304353
OG0004182	ASTMX15301, ASTMX20682	CAPO305817
OG0004183	ASTMX05065	CAPO301817
OG0004184	ASTMX12107	CAPO302251
OG0004186	ASTMX13660, ASTMX03954, ASTMX17709	CAPO307615
OG0004187	ASTMX02560, ASTMX16139	CAPO301572
OG0004188	ASTMX14408, ASTMX15241	CAPO308209
OG0004198	ASTMX05125, ASTMX14215, ASTMX14555	CAPO302636
OG0004215	ASTMX03007	CAPO307025
OG0004216	ASTMX16092	CAPO304745
OG0004217	ASTMX14006	CAPO300553
OG0004219	ASTMX00489	CAPO302642
OG0004222	ASTMX08117	CAPO307934
OG0004223	ASTMX10659, ASTMX14232	CAPO308310
OG0004226	ASTMX13528, ASTMX10820	CAPO301388
OG0004227	ASTMX05705	CAPO302252
OG0004228	ASTMX11329, ASTMX10796	CAPO303492
OG0004230	ASTMX14896, ASTMX12799	CAPO305821
OG0004231	ASTMX16394	CAPO300312
OG0004232	ASTMX11638	CAPO301443
OG0004235	ASTMX16132	CAPO306795
OG0004236	ASTMX00523	CAPO301760
OG0004237	ASTMX01636	CAPO301645
OG0004239	ASTMX02083	CAPO304082
OG0004240	ASTMX04697	CAPO301736
OG0004241	ASTMX12979, ASTMX07284	CAPO304693
OG0004243	ASTMX13834, ASTMX21975, ASTMX22252	CAPO302349
OG0004245	ASTMX06607	CAPO301120
OG0004246	ASTMX01465	CAPO307710
OG0004247	ASTMX09383	CAPO306324
OG0004248	ASTMX01974	CAPO306807
OG0004249	ASTMX07753	CAPO302316
OG0004250	ASTMX12946	CAPO305518
OG0004252	ASTMX10281	CAPO305536
OG0004254	ASTMX05923	CAPO304883
OG0004257	ASTMX17471	CAPO305171
OG0004258	ASTMX13308, ASTMX13309	CAPO301342
OG0004259	ASTMX12423, ASTMX06239	CAPO301048
OG0004261	ASTMX12557	CAPO305950
OG0004263	ASTMX13609	CAPO304844
OG0004269	ASTMX11915	CAPO308233
OG0004270	ASTMX14211, ASTMX09178	CAPO303791
OG0004271	ASTMX06423, ASTMX03084, ASTMX00636	CAPO303178
OG0004272	ASTMX08634	CAPO303743
OG0004273	ASTMX10116	CAPO300380
OG0004278	ASTMX13360	CAPO303739
OG0004280	ASTMX07382	CAPO302169
OG0004282	ASTMX04297	CAPO306035
OG0004283	ASTMX04659	CAPO301216
OG0004284	ASTMX11089	CAPO303039
OG0004285	ASTMX03659	CAPO306621
OG0004286	ASTMX17685	CAPO300246
OG0004287	ASTMX12282	CAPO305534
OG0004288	ASTMX03391	CAPO302203
OG0004289	ASTMX08075	CAPO307509
OG0004291	ASTMX15264	CAPO300943
OG0004291	ASTMX22975, ASTMX22928, ASTMX08474	CAPO306696
OG0004292	ASTMX18740	CAPO301407
OG0004295	ASTMX02439	CAPO300437
OG0004296	ASTMX06961, ASTMX13092	CAPO307058
OG0004297	ASTMX19299	CAPO306140
OG0004299	ASTMX04118	CAPO307863
OG0004300	ASTMX14260	CAPO308218
OG0004301	ASTMX16609	CAPO305855
OG0004302	ASTMX17501	CAPO307149
OG0004303	ASTMX11689, ASTMX11690, ASTMX15672	CAPO306261
OG0004304	ASTMX03416	CAPO307407
OG0004305	ASTMX02864	CAPO306704
OG0004307	ASTMX19099	CAPO306787
OG0004308	ASTMX01163, ASTMX22955	CAPO302385
OG0004309	ASTMX01480	CAPO304021
OG0004310	ASTMX15373, ASTMX19710, ASTMX07904	CAPO306903
OG0004312	ASTMX16215	CAPO306752
OG0004314	ASTMX03789, ASTMX11206	CAPO301283
OG0004315	ASTMX13389	CAPO307076
OG0004316	ASTMX20788, ASTMX18209, ASTMX18207	CAPO300656
OG0004319	ASTMX06281, ASTMX16593, ASTMX10266	CAPO308294
OG0004320	ASTMX00043	CAPO300174
OG0004321	ASTMX02789, ASTMX21639	CAPO306639
OG0004322	ASTMX04317	CAPO307895
OG0004323	ASTMX20836	CAPO307483
OG0004324	ASTMX10764	CAPO300240
OG0004328	ASTMX00686	CAPO305261
OG0004329	ASTMX15933	CAPO302035
OG0004331	ASTMX20731	CAPO305384
OG0004333	ASTMX16807	CAPO303439
OG0004335	ASTMX17573, ASTMX17572, ASTMX08270	CAPO302791
OG0004337	ASTMX07526	CAPO300958
OG0004338	ASTMX09185	CAPO300828
OG0004344	ASTMX11823	CAPO307152
OG0004345	ASTMX10369	CAPO306847
OG0004347	ASTMX10356, ASTMX16195	CAPO307703
OG0004348	ASTMX00135	CAPO306158
OG0004349	ASTMX20719	CAPO308184
OG0004350	ASTMX08185	CAPO300994
OG0004351	ASTMX18315	CAPO307239
OG0004352	ASTMX09143	CAPO300873
OG0004353	ASTMX06880	CAPO306055, CAPO306087
OG0004354	ASTMX15197	CAPO307581
OG0004355	ASTMX00798, ASTMX18678	CAPO303478
OG0004356	ASTMX04362	CAPO300159
OG0004357	ASTMX02500, ASTMX15653	CAPO303880
OG0004358	ASTMX19968	CAPO301323
OG0004359	ASTMX18605	CAPO305703
OG0004360	ASTMX15044	CAPO301752
OG0004361	ASTMX02393	CAPO308302
OG0004363	ASTMX22585	CAPO304580
OG0004364	ASTMX04367	CAPO305213
OG0004365	ASTMX00459	CAPO305948
OG0004368	ASTMX03854, ASTMX18280	CAPO306084
OG0004369	ASTMX18368	CAPO305592
OG0004370	ASTMX20634	CAPO302143
OG0004372	ASTMX00507	CAPO304892
OG0004373	ASTMX00508	CAPO308311
OG0004374	ASTMX04921	CAPO306983
OG0004375	ASTMX02200	CAPO305927
OG0004376	ASTMX16199, ASTMX15209, ASTMX21366	CAPO303203
OG0004377	ASTMX14026	CAPO303614
OG0004378	ASTMX04399	CAPO303140
OG0004379	ASTMX10194, ASTMX14385	CAPO300162
OG0004380	ASTMX13490, ASTMX00413	CAPO307847
OG0004381	ASTMX13785	CAPO300684
OG0004382	ASTMX12397	CAPO308307
OG0004383	ASTMX10971, ASTMX10972	CAPO301688
OG0004385	ASTMX14351, ASTMX03407	CAPO306534
OG0004388	ASTMX12384	CAPO303742
OG0004389	ASTMX05471	CAPO302416
OG0004390	ASTMX10036	CAPO300046
OG0004391	ASTMX21782, ASTMX19036, ASTMX16024, ASTMX23079	CAPO305468
OG0004392	ASTMX02501	CAPO303282
OG0004394	ASTMX03919	CAPO305886
OG0004396	ASTMX09245	CAPO300955
OG0004398	ASTMX08130	CAPO307605
OG0004399	ASTMX16848, ASTMX19068, ASTMX16232	CAPO301536
OG0004400	ASTMX02836, ASTMX08919	CAPO304368, CAPO302395
OG0004401	ASTMX07375	CAPO307684
OG0004405	ASTMX08573	CAPO302866
OG0004406	ASTMX02714, ASTMX08096, ASTMX21645	CAPO305558
OG0004413	ASTMX00932, ASTMX00930, ASTMX00933, ASTMX00931	CAPO301518
OG0004417	ASTMX06465	CAPO302119
OG0004421	ASTMX00927	CAPO303320
OG0004423	ASTMX00839	CAPO306935
OG0004425	ASTMX05733, ASTMX18057	CAPO302090
OG0004426	ASTMX04608, ASTMX16512	CAPO301784
OG0004428	ASTMX08433	CAPO302305
OG0004433	ASTMX18365, ASTMX07393, ASTMX13601	CAPO304000
OG0004459	ASTMX01523	CAPO300459
OG0004460	ASTMX05378	CAPO307206
OG0004461	ASTMX02008, ASTMX09253	CAPO305355
OG0004462	ASTMX09565	CAPO302893
OG0004465	ASTMX07511	CAPO303487
OG0004467	ASTMX18837, ASTMX09624	CAPO307496
OG0004468	ASTMX10959, ASTMX17591	CAPO307854
OG0004472	ASTMX10876	CAPO303803
OG0004474	ASTMX02122	CAPO300829
OG0004476	ASTMX05902, ASTMX20801	CAPO307856
OG0004479	ASTMX09838	CAPO303963
