Orthogroup	ASTMX	CAPO3
OG0004481	ASTMX20550	CAPO306702
OG0004483	ASTMX22728, ASTMX00569	CAPO303122
OG0004484	ASTMX19181	CAPO302152
OG0004486	ASTMX13480, ASTMX20967	CAPO307639
OG0004488	ASTMX07090, ASTMX14739	CAPO301849
OG0004489	ASTMX09445, ASTMX10741	CAPO305447
OG0004492	ASTMX12431, ASTMX00984	CAPO307196
OG0004494	ASTMX11684	CAPO306570
OG0004495	ASTMX16876	CAPO306359
OG0004496	ASTMX06198	CAPO303733
OG0004497	ASTMX10903	CAPO307202
OG0004498	ASTMX21957, ASTMX11988	CAPO305224
OG0004500	ASTMX01231	CAPO301850
OG0004501	ASTMX11331	CAPO301840
OG0004502	ASTMX21917	CAPO301779
OG0004503	ASTMX18826, ASTMX17305	CAPO300332
OG0004507	ASTMX19380	CAPO301894
OG0004508	ASTMX13481	CAPO301654
OG0004509	ASTMX06478, ASTMX08851	CAPO300500
OG0004511	ASTMX13204, ASTMX09352	CAPO303457
OG0004512	ASTMX09673	CAPO302842
OG0004513	ASTMX09616, ASTMX22950	CAPO303104
OG0004515	ASTMX18895	CAPO305182
OG0004516	ASTMX09891	CAPO306036, CAPO307859
OG0004517	ASTMX21079, ASTMX21487	CAPO305332
OG0004518	ASTMX11208, ASTMX19137	CAPO306412
OG0004519	ASTMX15946, ASTMX15943	CAPO307914
OG0004520	ASTMX09208	CAPO300090
OG0004523	ASTMX10128	CAPO304989
OG0004526	ASTMX11185	CAPO302498
OG0004527	ASTMX05479	CAPO302077
OG0004529	ASTMX20454	CAPO306628
OG0004530	ASTMX01177, ASTMX13312, ASTMX00016	CAPO304739
OG0004531	ASTMX11848	CAPO302345, CAPO307115
OG0004532	ASTMX23033, ASTMX18715	CAPO300005
OG0004533	ASTMX05692	CAPO306022
OG0004535	ASTMX18252	CAPO307124
OG0004537	ASTMX12398	CAPO306837
OG0004540	ASTMX16758	CAPO307351
OG0004542	ASTMX01416	CAPO306706
OG0004544	ASTMX17104, ASTMX19349, ASTMX03432	CAPO306563
OG0004545	ASTMX18331	CAPO307212
OG0004546	ASTMX19300	CAPO306808
OG0004547	ASTMX02173, ASTMX00774	CAPO304852
OG0004548	ASTMX02398	CAPO305113
OG0004551	ASTMX09705	CAPO301498
OG0004552	ASTMX05664	CAPO301361, CAPO306759
OG0004553	ASTMX18683	CAPO302768
OG0004555	ASTMX12344, ASTMX13870	CAPO301994
OG0004556	ASTMX09133	CAPO305616
OG0004558	ASTMX08361	CAPO307355
OG0004559	ASTMX16403	CAPO303756
OG0004561	ASTMX11153	CAPO304794
OG0004563	ASTMX06425	CAPO303030
OG0004564	ASTMX04605, ASTMX17708	CAPO301873
OG0004565	ASTMX11337	CAPO303409
OG0004569	ASTMX13197	CAPO303601
OG0004572	ASTMX22215	CAPO302719
OG0004573	ASTMX21393	CAPO305859
OG0004574	ASTMX17761	CAPO300276
OG0004577	ASTMX22482, ASTMX22486, ASTMX01646	CAPO307905
OG0004578	ASTMX08973, ASTMX03318	CAPO307713
OG0004579	ASTMX02009, ASTMX00406, ASTMX00405	CAPO308171
OG0004581	ASTMX17856	CAPO305629
OG0004582	ASTMX10566	CAPO304857
OG0004583	ASTMX11040	CAPO301319
OG0004585	ASTMX12629	CAPO307959
OG0004587	ASTMX01635	CAPO303576
OG0004588	ASTMX07797	CAPO307046
OG0004590	ASTMX12148	CAPO307910
OG0004592	ASTMX21128	CAPO307767
OG0004593	ASTMX10160	CAPO306311
OG0004595	ASTMX20276	CAPO305901
OG0004596	ASTMX21772, ASTMX23076	CAPO301763
OG0004596	ASTMX21771	CAPO300672
OG0004599	ASTMX17955	CAPO306185
OG0004600	ASTMX03299, ASTMX20572	CAPO306391
OG0004601	ASTMX10374	CAPO300529
OG0004602	ASTMX16402	CAPO307709
OG0004605	ASTMX21168	CAPO303013
OG0004609	ASTMX09349	CAPO305274
OG0004610	ASTMX00616, ASTMX01729	CAPO308217
OG0004611	ASTMX12112	CAPO305879, CAPO305850
OG0004612	ASTMX00891	CAPO307176
OG0004616	ASTMX05420	CAPO302661, CAPO307774
OG0004619	ASTMX10202	CAPO306976
OG0004621	ASTMX15948, ASTMX10781	CAPO301592
OG0004626	ASTMX07085, ASTMX00423	CAPO304074
OG0004627	ASTMX06167	CAPO302578
OG0004628	ASTMX07376, ASTMX00478	CAPO300844
OG0004629	ASTMX09732	CAPO300874
OG0004630	ASTMX12900	CAPO300032
OG0004633	ASTMX10340	CAPO306431
OG0004634	ASTMX21447, ASTMX03049	CAPO306443
OG0004635	ASTMX21359	CAPO305826
OG0004638	ASTMX10394	CAPO300328
OG0004639	ASTMX09755	CAPO304960
OG0004640	ASTMX04537	CAPO305391
OG0004641	ASTMX09734, ASTMX21642	CAPO301192
OG0004642	ASTMX09115	CAPO303810
OG0004643	ASTMX03452	CAPO303111
OG0004644	ASTMX03881, ASTMX08159	CAPO308177
OG0004646	ASTMX09023, ASTMX02418	CAPO304987
OG0004648	ASTMX04919	CAPO306796
OG0004649	ASTMX21812, ASTMX14367	CAPO308035
OG0004651	ASTMX23026, ASTMX10743	CAPO307192
OG0004652	ASTMX08809	CAPO307126
OG0004654	ASTMX14086	CAPO304098
OG0004655	ASTMX07374	CAPO300932
OG0004656	ASTMX23052, ASTMX08149	CAPO306315
OG0004657	ASTMX04352, ASTMX11354	CAPO300965
OG0004658	ASTMX08137	CAPO302853
OG0004659	ASTMX05376	CAPO305571
OG0004663	ASTMX15210	CAPO307060
OG0004664	ASTMX02245	CAPO304024
OG0004668	ASTMX04572	CAPO307032
OG0004670	ASTMX04458	CAPO301141
OG0004671	ASTMX09351	CAPO303199
OG0004672	ASTMX13847	CAPO300788
OG0004673	ASTMX22640, ASTMX13608	CAPO305181
OG0004674	ASTMX13549	CAPO301298
OG0004675	ASTMX22086	CAPO300152
OG0004676	ASTMX09682	CAPO305483
OG0004678	ASTMX10360	CAPO306062
OG0004679	ASTMX03517	CAPO307020
OG0004682	ASTMX13860	CAPO302643
OG0004685	ASTMX05980, ASTMX05981, ASTMX21111	CAPO300514
OG0004687	ASTMX17747	CAPO300850
OG0004690	ASTMX15817, ASTMX19767	CAPO302294
OG0004691	ASTMX08190	CAPO301832
OG0004692	ASTMX19513	CAPO306711
OG0004694	ASTMX10468	CAPO302831
OG0004695	ASTMX08918	CAPO304127
OG0004696	ASTMX08445	CAPO303339
OG0004697	ASTMX08243, ASTMX14868	CAPO308157
OG0004699	ASTMX03526	CAPO305801
OG0004700	ASTMX01878	CAPO305394
OG0004702	ASTMX16136	CAPO306323
OG0004703	ASTMX16339	CAPO302281
OG0004707	ASTMX04666	CAPO307222
OG0004708	ASTMX03531	CAPO302589
OG0004711	ASTMX01167	CAPO307614
OG0004728	ASTMX16601	CAPO306092
OG0004732	ASTMX17824	CAPO307742, CAPO303065
OG0004733	ASTMX03336	CAPO303723
OG0004738	ASTMX15009	CAPO307391
OG0004739	ASTMX01533	CAPO305372
OG0004740	ASTMX01383	CAPO303587
OG0004743	ASTMX22641, ASTMX21462	CAPO305537
OG0004744	ASTMX11067	CAPO307377
OG0004747	ASTMX11118	CAPO305266
OG0004748	ASTMX17862	CAPO300851
OG0004749	ASTMX05672, ASTMX11474	CAPO303738
OG0004752	ASTMX05758	CAPO300189
OG0004753	ASTMX14663, ASTMX14662	CAPO307970
OG0004756	ASTMX00750	CAPO300650
OG0004757	ASTMX09497	CAPO300079
OG0004758	ASTMX02568	CAPO307791
OG0004759	ASTMX04596	CAPO301731
OG0004760	ASTMX06740	CAPO302986
OG0004761	ASTMX19381	CAPO301372
OG0004763	ASTMX00187	CAPO303189
OG0004764	ASTMX11545	CAPO306665
OG0004765	ASTMX06481, ASTMX03980, ASTMX18652	CAPO300145
OG0004766	ASTMX20851	CAPO300107
OG0004767	ASTMX14323	CAPO304258
OG0004768	ASTMX18499, ASTMX04088	CAPO302814
OG0004769	ASTMX03147	CAPO305909
OG0004770	ASTMX03246	CAPO306549
OG0004774	ASTMX13494	CAPO302467
OG0004775	ASTMX12051, ASTMX15019	CAPO308292
OG0004781	ASTMX04349	CAPO302855
OG0004784	ASTMX04221	CAPO300506
OG0004785	ASTMX00088	CAPO301223
OG0004786	ASTMX18911	CAPO306813
OG0004787	ASTMX17803	CAPO300677
OG0004788	ASTMX15199, ASTMX15200	CAPO303606
OG0004792	ASTMX05051, ASTMX07317	CAPO304121, CAPO301355
OG0004793	ASTMX22702, ASTMX02707	CAPO303691
OG0004794	ASTMX01326	CAPO302268
OG0004795	ASTMX05972, ASTMX05970	CAPO306522
OG0004797	ASTMX01374	CAPO308248
OG0004801	ASTMX13146	CAPO301409
OG0004803	ASTMX12168	CAPO304966
OG0004805	ASTMX17184	CAPO301148
OG0004808	ASTMX12766	CAPO300921
OG0004810	ASTMX07139	CAPO307085
OG0004811	ASTMX01063	CAPO304670
OG0004812	ASTMX00611	CAPO300913
OG0004813	ASTMX04314, ASTMX04313, ASTMX15768	CAPO302301
OG0004814	ASTMX17584	CAPO305193
OG0004815	ASTMX08935	CAPO306099
OG0004817	ASTMX12043, ASTMX12042	CAPO300646
OG0004819	ASTMX15293	CAPO303489
OG0004820	ASTMX09906	CAPO301474
OG0004822	ASTMX00033	CAPO303272
OG0004823	ASTMX01742	CAPO301131
OG0004825	ASTMX02968	CAPO303625
OG0004826	ASTMX14076	CAPO302318
OG0004828	ASTMX12673, ASTMX13965	CAPO300795
OG0004829	ASTMX10275	CAPO306677
OG0004830	ASTMX08309	CAPO304259, CAPO301109
OG0004831	ASTMX19674, ASTMX05766, ASTMX15225	CAPO302539
OG0004832	ASTMX09813	CAPO300644
OG0004833	ASTMX21278	CAPO307386, CAPO307385
OG0004835	ASTMX10629, ASTMX19042	CAPO307142
OG0004836	ASTMX11723	CAPO300476
OG0004837	ASTMX20179, ASTMX03053	CAPO306341
OG0004838	ASTMX04291	CAPO300483
OG0004840	ASTMX14200	CAPO301303
OG0004841	ASTMX18590	CAPO301073
OG0004842	ASTMX13856	CAPO307208
OG0004843	ASTMX19279	CAPO302296
OG0004844	ASTMX16456	CAPO308225
OG0004845	ASTMX22764, ASTMX22763	CAPO300244
OG0004846	ASTMX21774	CAPO302634
OG0004849	ASTMX19610	CAPO302897
OG0004851	ASTMX22196, ASTMX05198	CAPO304052
OG0004852	ASTMX16773	CAPO305241
OG0004853	ASTMX16777	CAPO306818
OG0004854	ASTMX16706	CAPO307677
OG0004855	ASTMX15354	CAPO307136
OG0004856	ASTMX03921	CAPO307877
OG0004857	ASTMX13192	CAPO305126
OG0004857	ASTMX13191	CAPO301665
OG0004858	ASTMX07798	CAPO306514
OG0004859	ASTMX13253, ASTMX06675	CAPO305955
OG0004861	ASTMX11133, ASTMX01367	CAPO300721
OG0004863	ASTMX10195	CAPO300215
OG0004864	ASTMX02024	CAPO306175
OG0004869	ASTMX01051	CAPO301505
OG0004873	ASTMX03516	CAPO305056
OG0004874	ASTMX20507, ASTMX20425	CAPO302314
OG0004875	ASTMX18068	CAPO305599
OG0004880	ASTMX15783	CAPO307520
OG0004881	ASTMX15117	CAPO301856
OG0004882	ASTMX07207	CAPO307657
OG0004883	ASTMX07829, ASTMX04973	CAPO304269
OG0004884	ASTMX01376	CAPO306875
OG0004886	ASTMX08550	CAPO304598
OG0004887	ASTMX00826	CAPO303252
OG0004889	ASTMX06905	CAPO302860
OG0004892	ASTMX02468, ASTMX14455	CAPO308266
OG0004893	ASTMX00909	CAPO305797
OG0004894	ASTMX05509, ASTMX03891	CAPO308103
OG0004895	ASTMX03528	CAPO301412
OG0004896	ASTMX11207	CAPO301146, CAPO308332
OG0004897	ASTMX12184	CAPO300624
OG0004898	ASTMX22116	CAPO300846
OG0004899	ASTMX14002	CAPO304701
OG0004900	ASTMX07332	CAPO300509
OG0004901	ASTMX16988, ASTMX15706	CAPO301170
OG0004902	ASTMX11594, ASTMX19515, ASTMX04220	CAPO305853
OG0004903	ASTMX06135	CAPO304775
OG0004904	ASTMX14848, ASTMX14847	CAPO304100
OG0004907	ASTMX16192, ASTMX16193	CAPO307254
OG0004911	ASTMX01411, ASTMX14318	CAPO305750
OG0004913	ASTMX20630, ASTMX05601	CAPO306717
OG0004914	ASTMX09637	CAPO301519
OG0004917	ASTMX11316	CAPO303374
OG0004919	ASTMX14565	CAPO308082
OG0004920	ASTMX06669	CAPO302580
OG0004922	ASTMX06819	CAPO306550
OG0004923	ASTMX04376	CAPO307943
OG0004924	ASTMX08721	CAPO304606
OG0004927	ASTMX05809, ASTMX01409	CAPO304855
OG0004928	ASTMX17494	CAPO304691
OG0004929	ASTMX11232, ASTMX13975	CAPO304111
OG0004932	ASTMX06430, ASTMX01756	CAPO306081, CAPO305804
OG0004934	ASTMX20054	CAPO305066
OG0004935	ASTMX15814	CAPO302835
OG0004936	ASTMX11002, ASTMX17543	CAPO306298
OG0004938	ASTMX20508	CAPO308159
OG0004940	ASTMX13411	CAPO305630
OG0004943	ASTMX21703	CAPO306001
OG0004944	ASTMX00962	CAPO302056
OG0004946	ASTMX01300	CAPO305515
OG0004947	ASTMX07813, ASTMX22832, ASTMX12085	CAPO307579
OG0004948	ASTMX00235	CAPO305331
OG0004949	ASTMX15357	CAPO304026
OG0004950	ASTMX09826	CAPO300642
OG0004952	ASTMX16514, ASTMX08098	CAPO301776
OG0004953	ASTMX04723, ASTMX03271	CAPO306623
OG0004954	ASTMX03794	CAPO303229
OG0004958	ASTMX04055	CAPO302197
OG0004960	ASTMX10884	CAPO300258
OG0004961	ASTMX04879	CAPO305777
OG0004962	ASTMX12564	CAPO301438
OG0004963	ASTMX13193	CAPO303805
OG0004964	ASTMX19113	CAPO302916
OG0004968	ASTMX01701	CAPO307145
OG0004969	ASTMX20329, ASTMX04336	CAPO303678
OG0004970	ASTMX16953	CAPO303748
OG0004971	ASTMX06556, ASTMX14404	CAPO302327
OG0004972	ASTMX19694	CAPO304289
OG0004973	ASTMX08762	CAPO305642
OG0004976	ASTMX04084	CAPO304478
OG0004977	ASTMX07866	CAPO304350
OG0004978	ASTMX01183	CAPO308306
OG0004979	ASTMX02633	CAPO303118
OG0004980	ASTMX04239, ASTMX01545	CAPO300807
OG0004981	ASTMX19679	CAPO306326
OG0004982	ASTMX11187	CAPO301351
OG0004983	ASTMX13162, ASTMX09959	CAPO300176
OG0004985	ASTMX04039, ASTMX00936	CAPO304816
OG0004987	ASTMX20608	CAPO306240
OG0004988	ASTMX10618	CAPO305623
OG0004989	ASTMX09209	CAPO300323
OG0004990	ASTMX18682	CAPO305712
OG0004991	ASTMX07106, ASTMX00790	CAPO302271
OG0004993	ASTMX07792	CAPO302747
OG0004997	ASTMX18859	CAPO300456
OG0004999	ASTMX21997	CAPO302635
OG0005002	ASTMX02942	CAPO305114
OG0005003	ASTMX16662	CAPO303837
OG0005005	ASTMX17666	CAPO303017
OG0005006	ASTMX20275, ASTMX10445	CAPO301015
OG0005007	ASTMX11155, ASTMX07553	CAPO300658
OG0005009	ASTMX06193	CAPO303190
OG0005010	ASTMX01535	CAPO304378
OG0005013	ASTMX13322	CAPO304066
OG0005014	ASTMX05106	CAPO307825
OG0005015	ASTMX09654	CAPO300946
OG0005016	ASTMX05796	CAPO305499
OG0005021	ASTMX07555, ASTMX16936, ASTMX09199, ASTMX06488	CAPO304690
OG0005038	ASTMX22848	CAPO301658
OG0005040	ASTMX21394	CAPO300876
OG0005044	ASTMX14019, ASTMX14371	CAPO307084
OG0005046	ASTMX02595	CAPO304846
OG0005047	ASTMX10208	CAPO305932
OG0005048	ASTMX16675	CAPO300857
OG0005053	ASTMX02927	CAPO302547
OG0005057	ASTMX01204	CAPO303573
OG0005058	ASTMX05172, ASTMX05171	CAPO306731
OG0005059	ASTMX20578	CAPO300063
OG0005061	ASTMX06788	CAPO306602
OG0005062	ASTMX09411	CAPO302106
OG0005064	ASTMX13920, ASTMX00897	CAPO300249
OG0005067	ASTMX18763	CAPO302289
OG0005068	ASTMX16919, ASTMX19933	CAPO306513
OG0005069	ASTMX17496	CAPO300204
OG0005071	ASTMX21213, ASTMX15673, ASTMX17632	CAPO305606
OG0005073	ASTMX03667	CAPO305547
OG0005075	ASTMX16075	CAPO307362
OG0005076	ASTMX00261	CAPO302885
OG0005077	ASTMX05530	CAPO302160
OG0005081	ASTMX02871	CAPO307065
OG0005083	ASTMX15267	CAPO302388
OG0005084	ASTMX14272, ASTMX00601	CAPO307421, CAPO301121
OG0005086	ASTMX09453	CAPO302959
OG0005088	ASTMX02350	CAPO307772
OG0005089	ASTMX00320	CAPO303888
OG0005090	ASTMX12929	CAPO303909
OG0005091	ASTMX01146	CAPO305179
OG0005092	ASTMX04051	CAPO301418
OG0005093	ASTMX10254, ASTMX08147	CAPO303716
OG0005094	ASTMX07243	CAPO303630
OG0005095	ASTMX02584	CAPO301660
OG0005096	ASTMX19910	CAPO301964
OG0005097	ASTMX07724	CAPO304365
OG0005099	ASTMX17671	CAPO305916
OG0005100	ASTMX09835	CAPO306219
OG0005103	ASTMX14378, ASTMX01203	CAPO300625
OG0005104	ASTMX02574	CAPO303053
OG0005106	ASTMX06182	CAPO301403
OG0005107	ASTMX07188	CAPO304194
OG0005108	ASTMX21312	CAPO301196
OG0005109	ASTMX15464	CAPO301209
OG0005111	ASTMX04785	CAPO302727
OG0005113	ASTMX01342	CAPO300389
OG0005114	ASTMX03136, ASTMX08759	CAPO305096
OG0005115	ASTMX14033, ASTMX14337	CAPO304298
OG0005119	ASTMX15110	CAPO304215
OG0005120	ASTMX11663	CAPO304593
OG0005121	ASTMX14569	CAPO301715
OG0005124	ASTMX11128	CAPO305507
OG0005127	ASTMX02286	CAPO307277
OG0005128	ASTMX11050, ASTMX03688	CAPO305144
OG0005130	ASTMX19558	CAPO305368
OG0005132	ASTMX13021, ASTMX03644	CAPO300384
OG0005138	ASTMX13420	CAPO300009
OG0005139	ASTMX09824, ASTMX09825	CAPO302205
OG0005140	ASTMX13245	CAPO300700, CAPO302173
OG0005142	ASTMX18327	CAPO304715
OG0005143	ASTMX11158	CAPO304926
OG0005144	ASTMX02847	CAPO306416
OG0005145	ASTMX20549, ASTMX20548	CAPO302299
OG0005146	ASTMX16525	CAPO303659
OG0005147	ASTMX19494, ASTMX03331	CAPO302069
OG0005149	ASTMX22181	CAPO302171
OG0005150	ASTMX04685, ASTMX04597, ASTMX17294	CAPO301944
OG0005151	ASTMX01693	CAPO302626
OG0005152	ASTMX17467	CAPO307737
OG0005154	ASTMX02669, ASTMX17834	CAPO307643
OG0005155	ASTMX05603, ASTMX12964, ASTMX12965	CAPO304712
OG0005156	ASTMX19860	CAPO305254
OG0005157	ASTMX13223, ASTMX20193	CAPO301711
OG0005158	ASTMX17101, ASTMX16749	CAPO300547
OG0005160	ASTMX09653	CAPO300741
OG0005163	ASTMX03172	CAPO305704
OG0005164	ASTMX08734	CAPO307846
OG0005167	ASTMX19913	CAPO303298
OG0005168	ASTMX01259	CAPO306745
OG0005169	ASTMX04846	CAPO303886
OG0005172	ASTMX06251	CAPO306565
OG0005175	ASTMX22227	CAPO305645
OG0005176	ASTMX23001, ASTMX10613	CAPO300767
OG0005178	ASTMX11220	CAPO300199
OG0005179	ASTMX22758	CAPO306190
OG0005180	ASTMX01614	CAPO308188
OG0005181	ASTMX19497	CAPO300793
OG0005182	ASTMX18969, ASTMX10026	CAPO300394
OG0005183	ASTMX09009	CAPO304256
OG0005184	ASTMX00015	CAPO307619
OG0005185	ASTMX07424	CAPO305409
OG0005187	ASTMX16233	CAPO300108
OG0005188	ASTMX05449, ASTMX05450	CAPO307366, CAPO308331
OG0005192	ASTMX17319	CAPO302320
OG0005193	ASTMX03377	CAPO300973
OG0005194	ASTMX18820, ASTMX20809	CAPO306243
OG0005196	ASTMX00351	CAPO306636
OG0005200	ASTMX14747, ASTMX06789	CAPO307301
OG0005201	ASTMX09265	CAPO300421
OG0005202	ASTMX01441	CAPO300013
OG0005203	ASTMX02783	CAPO304416
OG0005205	ASTMX22828, ASTMX11962	CAPO302576
OG0005206	ASTMX19711	CAPO301965
OG0005208	ASTMX11365	CAPO303001
OG0005209	ASTMX20888	CAPO300492
OG0005210	ASTMX12339	CAPO301315
OG0005212	ASTMX05143	CAPO300331
OG0005214	ASTMX03908	CAPO304556
OG0005216	ASTMX19239	CAPO304567
OG0005217	ASTMX16210, ASTMX16211	CAPO303096, CAPO306650
OG0005221	ASTMX02710	CAPO306723
OG0005222	ASTMX02585	CAPO305567
OG0005223	ASTMX12005	CAPO302922
OG0005224	ASTMX12266	CAPO300521
OG0005228	ASTMX09952	CAPO300902
OG0005229	ASTMX03904	CAPO300950
OG0005230	ASTMX00194	CAPO305306
OG0005231	ASTMX19976	CAPO307526
OG0005233	ASTMX05278	CAPO307259
OG0005234	ASTMX22434	CAPO306586, CAPO305435
OG0005237	ASTMX03931	CAPO300405
OG0005238	ASTMX07794	CAPO307942
OG0005239	ASTMX12889	CAPO305851
OG0005240	ASTMX06424	CAPO302162
OG0005241	ASTMX03193	CAPO301367
OG0005243	ASTMX12679	CAPO302946
OG0005244	ASTMX15820	CAPO301413
OG0005245	ASTMX02634	CAPO305774
OG0005247	ASTMX15805	CAPO305218
OG0005249	ASTMX14339, ASTMX15074	CAPO306769
OG0005250	ASTMX20937, ASTMX20938	CAPO304032
OG0005251	ASTMX11424	CAPO306449
OG0005253	ASTMX15216, ASTMX15217	CAPO307867
OG0005254	ASTMX22805, ASTMX15508	CAPO304356
OG0005255	ASTMX08497	CAPO303838, CAPO300416, CAPO307726
OG0005257	ASTMX18110	CAPO302797
OG0005258	ASTMX09450	CAPO301990
OG0005259	ASTMX09417, ASTMX00937	CAPO303873
OG0005261	ASTMX03799	CAPO305240
OG0005262	ASTMX05707	CAPO301884
OG0005265	ASTMX10582	CAPO305767
OG0005267	ASTMX04206	CAPO300315
OG0005268	ASTMX00234	CAPO302457
OG0005269	ASTMX13957	CAPO303868
OG0005271	ASTMX05819	CAPO303459
OG0005272	ASTMX09393	CAPO300142
OG0005273	ASTMX12139	CAPO302742
OG0005275	ASTMX09473	CAPO301557
OG0005277	ASTMX12888	CAPO302973, CAPO308033
OG0005278	ASTMX07074	CAPO306576, CAPO308328
OG0005279	ASTMX00419	CAPO304182
OG0005280	ASTMX22026	CAPO306635
OG0005285	ASTMX05026	CAPO302006
OG0005287	ASTMX06861, ASTMX20892	CAPO307607
OG0005289	ASTMX19644	CAPO304679
OG0005290	ASTMX02825	CAPO305632
OG0005292	ASTMX00560	CAPO300881
OG0005293	ASTMX11714	CAPO303402
OG0005294	ASTMX06056, ASTMX21746, ASTMX21747	CAPO306913
OG0005295	ASTMX15102, ASTMX08476	CAPO304907
OG0005298	ASTMX10269	CAPO307279
OG0005299	ASTMX18237	CAPO304069
OG0005300	ASTMX15884	CAPO304452
OG0005301	ASTMX22011, ASTMX20565	CAPO307444
OG0005303	ASTMX16315	CAPO304454
OG0005305	ASTMX21922	CAPO301003
OG0005309	ASTMX02733, ASTMX17559	CAPO306631
OG0005312	ASTMX10751	CAPO307454, CAPO303466
OG0005314	ASTMX16432, ASTMX07287	CAPO302074
OG0005315	ASTMX18049	CAPO302427
OG0005316	ASTMX20099	CAPO301704
OG0005317	ASTMX23039, ASTMX00041	CAPO307168
OG0005318	ASTMX08983	CAPO308249
OG0005319	ASTMX06590	CAPO302638
OG0005322	ASTMX02667, ASTMX18301	CAPO308079
OG0005323	ASTMX18846	CAPO307349
OG0005324	ASTMX17566	CAPO303901
OG0005325	ASTMX02689, ASTMX21716	CAPO301092
OG0005326	ASTMX06119, ASTMX11751	CAPO303331
OG0005359	ASTMX16089	CAPO300630
OG0005360	ASTMX11012	CAPO303782
OG0005364	ASTMX16228	CAPO300756
OG0005365	ASTMX22649	CAPO303866
OG0005366	ASTMX09738	CAPO300645
OG0005370	ASTMX01058	CAPO303423
OG0005371	ASTMX08633	CAPO306407
OG0005373	ASTMX21823	CAPO302507
OG0005374	ASTMX10258	CAPO300609
OG0005375	ASTMX14091	CAPO305216
OG0005377	ASTMX12160, ASTMX13200, ASTMX13201	CAPO307926
OG0005378	ASTMX09455	CAPO301284
OG0005379	ASTMX14846	CAPO303714
OG0005380	ASTMX16252	CAPO306791
OG0005381	ASTMX11201	CAPO301325
OG0005384	ASTMX12741, ASTMX08030	CAPO300411
OG0005385	ASTMX04396	CAPO305502
OG0005386	ASTMX16279	CAPO307872
OG0005388	ASTMX02945	CAPO301274
OG0005390	ASTMX06470	CAPO301450
OG0005391	ASTMX06259	CAPO302409
OG0005393	ASTMX20231	CAPO302465
OG0005394	ASTMX20505	CAPO306444
OG0005395	ASTMX07719	CAPO302966
OG0005396	ASTMX07932	CAPO301185
OG0005398	ASTMX14665	CAPO301199
OG0005399	ASTMX05671	CAPO306277
OG0005400	ASTMX07937	CAPO301149
OG0005402	ASTMX14661	CAPO307246
OG0005403	ASTMX00644	CAPO303785
OG0005404	ASTMX09585	CAPO306644
OG0005405	ASTMX21637	CAPO304677
OG0005406	ASTMX11527, ASTMX05740, ASTMX11284	CAPO301050
OG0005408	ASTMX20869	CAPO306656
OG0005409	ASTMX07231	CAPO304722
OG0005410	ASTMX15384	CAPO300140
OG0005412	ASTMX04878	CAPO300143
OG0005413	ASTMX21458	CAPO304093
OG0005414	ASTMX01538	CAPO301252, CAPO301167
OG0005417	ASTMX04990	CAPO302063
OG0005422	ASTMX00525	CAPO303205
OG0005424	ASTMX21474	CAPO305286
OG0005425	ASTMX03048	CAPO300175
OG0005427	ASTMX07383	CAPO301444
OG0005430	ASTMX18791	CAPO302295
OG0005431	ASTMX09720, ASTMX22147	CAPO304591
OG0005433	ASTMX10384	CAPO303786
OG0005434	ASTMX10268	CAPO302858
OG0005435	ASTMX17149	CAPO303045
OG0005437	ASTMX21353	CAPO308137
OG0005438	ASTMX11559	CAPO302494
OG0005439	ASTMX01225	CAPO304206
OG0005440	ASTMX19707	CAPO303719
OG0005442	ASTMX05293	CAPO307582
OG0005443	ASTMX13009, ASTMX14080	CAPO305021
OG0005444	ASTMX06148, ASTMX18751, ASTMX11030	CAPO300488
OG0005446	ASTMX13422	CAPO300144
OG0005450	ASTMX10696	CAPO302868
OG0005451	ASTMX08636	CAPO300480
OG0005454	ASTMX05858	CAPO307132
OG0005455	ASTMX21048, ASTMX14029	CAPO301855
OG0005457	ASTMX03562	CAPO307831
OG0005459	ASTMX07270	CAPO304164
OG0005461	ASTMX16039, ASTMX01431	CAPO307668
OG0005462	ASTMX07344	CAPO306835
OG0005463	ASTMX06228	CAPO303989
OG0005464	ASTMX01955	CAPO307986
OG0005465	ASTMX04578	CAPO300347
OG0005466	ASTMX09405	CAPO300596
OG0005467	ASTMX02495	CAPO305986
OG0005468	ASTMX21236	CAPO306414
OG0005469	ASTMX13280	CAPO301614
OG0005470	ASTMX16610	CAPO300654
OG0005471	ASTMX16198	CAPO300819
OG0005474	ASTMX12678	CAPO304412
OG0005475	ASTMX15460	CAPO300271
OG0005476	ASTMX01980	CAPO305577, CAPO305762
OG0005478	ASTMX06400	CAPO305209
OG0005479	ASTMX17649	CAPO300550
OG0005480	ASTMX00612	CAPO307314
OG0005481	ASTMX10714, ASTMX22614	CAPO306697, CAPO301416
OG0005482	ASTMX04444	CAPO307925
OG0005483	ASTMX06036	CAPO304067
OG0005484	ASTMX19894	CAPO307524
OG0005486	ASTMX18225	CAPO300225
OG0005487	ASTMX16707	CAPO300444
OG0005488	ASTMX05975	CAPO301054
OG0005489	ASTMX15875	CAPO305322
OG0005490	ASTMX15030	CAPO300839
OG0005491	ASTMX07770	CAPO305898
OG0005493	ASTMX08492	CAPO304618
OG0005494	ASTMX11292, ASTMX11293	CAPO308140
OG0005495	ASTMX03482	CAPO305673
OG0005497	ASTMX06595	CAPO305501
