Orthogroup	CAPO3	NEMVE
OG0003927	CAPO304671	NEMVE14203, NEMVE11015, NEMVE11697
OG0003929	CAPO303872	NEMVE15034
OG0003930	CAPO301599	NEMVE11142
OG0003931	CAPO304399	NEMVE05283
OG0003932	CAPO300048, CAPO300047	NEMVE10145, NEMVE17360
OG0003934	CAPO301204	NEMVE10808
OG0003936	CAPO302163	NEMVE07930, NEMVE19837
OG0003938	CAPO305166	NEMVE14790
OG0003939	CAPO303853	NEMVE25295, NEMVE20805, NEMVE20363
OG0003942	CAPO300632	NEMVE22462
OG0003944	CAPO300493	NEMVE25693, NEMVE10205, NEMVE21561
OG0003945	CAPO300812	NEMVE14589
OG0003946	CAPO303843	NEMVE09626
OG0003947	CAPO306325	NEMVE01496, NEMVE12187
OG0003950	CAPO307097	NEMVE04576
OG0003954	CAPO304758	NEMVE08288, NEMVE00930
OG0003955	CAPO304097	NEMVE06429
OG0003959	CAPO304028	NEMVE23777
OG0003961	CAPO303890	NEMVE15127
OG0003965	CAPO302867	NEMVE25502
OG0003966	CAPO301181	NEMVE13810
OG0003969	CAPO304197	NEMVE07890
OG0003971	CAPO301852	NEMVE22272
OG0003972	CAPO308018	NEMVE13775
OG0003972	CAPO305200	NEMVE12907
OG0003973	CAPO307513	NEMVE14779
OG0003998	CAPO305634	NEMVE09129, NEMVE09141, NEMVE00894
OG0003999	CAPO306327	NEMVE21965
OG0004002	CAPO305544	NEMVE11741, NEMVE18518, NEMVE05646
OG0004005	CAPO302213	NEMVE23848
OG0004007	CAPO308280	NEMVE02737
OG0004007	CAPO307105	NEMVE13953
OG0004009	CAPO305072	NEMVE21729
OG0004010	CAPO303524	NEMVE14978, NEMVE12830
OG0004012	CAPO308011	NEMVE12899, NEMVE22318
OG0004014	CAPO303473	NEMVE25034, NEMVE18256
OG0004015	CAPO305112	NEMVE09359
OG0004016	CAPO303609	NEMVE08938, NEMVE13204
OG0004017	CAPO308124	NEMVE14537
OG0004023	CAPO307204	NEMVE10125
OG0004031	CAPO306218	NEMVE09520
OG0004032	CAPO300291	NEMVE11647, NEMVE08726
OG0004033	CAPO304862	NEMVE05049
OG0004035	CAPO301995	NEMVE23476
OG0004037	CAPO306482	NEMVE24489
OG0004038	CAPO307927	NEMVE25168
OG0004041	CAPO306646	NEMVE07183
OG0004042	CAPO302696	NEMVE24907
OG0004044	CAPO300275	NEMVE14670
OG0004047	CAPO304083	NEMVE14207
OG0004048	CAPO304654	NEMVE04894
OG0004050	CAPO308116	NEMVE24654
OG0004053	CAPO301919	NEMVE10589, NEMVE19218
OG0004056	CAPO306031	NEMVE12001, NEMVE17803
OG0004057	CAPO300969, CAPO301492	NEMVE17724
OG0004058	CAPO301904	NEMVE06021
OG0004059	CAPO301877	NEMVE02059, NEMVE10461
OG0004063	CAPO300628	NEMVE10277
OG0004064	CAPO304453	NEMVE23672
OG0004065	CAPO304029	NEMVE13633
OG0004068	CAPO301030	NEMVE14104
OG0004069	CAPO307785	NEMVE10507, NEMVE10503
OG0004070	CAPO302894	NEMVE00018, NEMVE22616
OG0004071	CAPO306388	NEMVE14977
OG0004072	CAPO305194	NEMVE15269
OG0004075	CAPO308024	NEMVE15118
OG0004076	CAPO307967	NEMVE11675, NEMVE01100
OG0004079	CAPO300687	NEMVE25325
OG0004080	CAPO305236	NEMVE06984
OG0004081	CAPO301069	NEMVE22578
OG0004082	CAPO305460	NEMVE11384, NEMVE01381
OG0004083	CAPO304047	NEMVE14362
OG0004084	CAPO300193	NEMVE14693
OG0004085	CAPO307782	NEMVE14248, NEMVE19893, NEMVE17924
OG0004090	CAPO304280	NEMVE14306
OG0004091	CAPO307795	NEMVE14085, NEMVE18417, NEMVE16497, NEMVE21080, NEMVE00934
OG0004092	CAPO301516	NEMVE12115, NEMVE21794
OG0004093	CAPO303612	NEMVE00957
OG0004094	CAPO306112	NEMVE25166
OG0004095	CAPO302216	NEMVE15313
OG0004096	CAPO306070	NEMVE22332
OG0004097	CAPO300790	NEMVE14807, NEMVE22196
OG0004099	CAPO306437	NEMVE08673
OG0004100	CAPO306356	NEMVE13287
OG0004101	CAPO303749, CAPO302702	NEMVE23681
OG0004103	CAPO306700	NEMVE23564
OG0004104	CAPO303684	NEMVE24910, NEMVE24911, NEMVE18049
OG0004105	CAPO308098	NEMVE12111, NEMVE13481
OG0004106	CAPO303386	NEMVE15033
OG0004108	CAPO307282	NEMVE11403
OG0004110	CAPO300855	NEMVE08007, NEMVE20745, NEMVE22977
OG0004113	CAPO305835	NEMVE19649, NEMVE02452
OG0004114	CAPO301854	NEMVE17396
OG0004115	CAPO306386	NEMVE00036, NEMVE17538
OG0004116	CAPO303186	NEMVE02528, NEMVE25696
OG0004118	CAPO306139	NEMVE13160
OG0004119	CAPO303741	NEMVE22499, NEMVE11571, NEMVE11572
OG0004120	CAPO303757	NEMVE24901
OG0004123	CAPO304624	NEMVE17411, NEMVE17410
OG0004124	CAPO302738	NEMVE07304
OG0004125	CAPO304359	NEMVE13816
OG0004127	CAPO306895	NEMVE18642
OG0004130	CAPO307075	NEMVE14705
OG0004131	CAPO301925	NEMVE05458
OG0004133	CAPO305598	NEMVE13985, NEMVE12851
OG0004134	CAPO304433	NEMVE14887
OG0004136	CAPO307338	NEMVE14508
OG0004140	CAPO307995	NEMVE05908
OG0004142	CAPO300440	NEMVE13449
OG0004148	CAPO301152	NEMVE19504
OG0004150	CAPO303497	NEMVE13741
OG0004151	CAPO307015	NEMVE14229
OG0004153	CAPO305022	NEMVE00083
OG0004154	CAPO308154	NEMVE05816
OG0004158	CAPO302219	NEMVE13617
OG0004160	CAPO302118	NEMVE23083
OG0004164	CAPO306879	NEMVE22345, NEMVE25928
OG0004166	CAPO300703	NEMVE11924, NEMVE21562, NEMVE14358
OG0004167	CAPO305574	NEMVE10378
OG0004168	CAPO303881	NEMVE14660
OG0004169	CAPO302967	NEMVE09703
OG0004170	CAPO305320	NEMVE24511, NEMVE04516
OG0004171	CAPO305810	NEMVE13975, NEMVE07139
OG0004174	CAPO303644	NEMVE05860
OG0004176	CAPO304072	NEMVE13135
OG0004179	CAPO304392	NEMVE13848
OG0004181	CAPO304353	NEMVE18763
OG0004183	CAPO301817	NEMVE25375
OG0004184	CAPO302251	NEMVE14561, NEMVE16222, NEMVE06168, NEMVE21069
OG0004186	CAPO307615	NEMVE14257, NEMVE25645
OG0004187	CAPO301572	NEMVE13250
OG0004188	CAPO308209	NEMVE15828
OG0004198	CAPO302636	NEMVE22383
OG0004215	CAPO307025	NEMVE23791
OG0004216	CAPO304745	NEMVE12581, NEMVE11628
OG0004217	CAPO300553	NEMVE07703
OG0004219	CAPO302642	NEMVE22540, NEMVE20986
OG0004222	CAPO307934	NEMVE22431
OG0004223	CAPO308310	NEMVE14495
OG0004226	CAPO301388	NEMVE24092, NEMVE20295
OG0004227	CAPO302252	NEMVE13579
OG0004228	CAPO303492	NEMVE14091
OG0004230	CAPO305821	NEMVE20221, NEMVE15013
OG0004231	CAPO300312	NEMVE25640, NEMVE19289
OG0004232	CAPO301443	NEMVE05374
OG0004235	CAPO306795	NEMVE17389
OG0004236	CAPO301760	NEMVE22021, NEMVE01769, NEMVE21449, NEMVE08213
OG0004237	CAPO301645	NEMVE24212
OG0004239	CAPO304082	NEMVE09798
OG0004240	CAPO301736	NEMVE02594, NEMVE02188
OG0004241	CAPO304693	NEMVE17443
OG0004243	CAPO302349	NEMVE13950
OG0004245	CAPO301120	NEMVE22952
OG0004246	CAPO307710	NEMVE13565
OG0004247	CAPO306324	NEMVE00266, NEMVE19464
OG0004248	CAPO306807	NEMVE20564, NEMVE10713
OG0004249	CAPO302316	NEMVE07696
OG0004250	CAPO305518	NEMVE05051
OG0004252	CAPO305536	NEMVE15040
OG0004254	CAPO304883	NEMVE02453
OG0004257	CAPO305171	NEMVE24614
OG0004258	CAPO301342	NEMVE23518
OG0004259	CAPO301048	NEMVE22430
OG0004261	CAPO305950	NEMVE20799, NEMVE22436
OG0004263	CAPO304844	NEMVE05868
OG0004269	CAPO308233	NEMVE24672, NEMVE11658, NEMVE11660
OG0004270	CAPO303791	NEMVE05372
OG0004271	CAPO303178	NEMVE12955, NEMVE13196
OG0004272	CAPO303743	NEMVE14903
OG0004273	CAPO300380	NEMVE01963
OG0004278	CAPO303739	NEMVE11125
OG0004280	CAPO302169	NEMVE06242
OG0004282	CAPO306035	NEMVE15059
OG0004283	CAPO301216	NEMVE07709, NEMVE00512
OG0004284	CAPO303039	NEMVE10541
OG0004285	CAPO306621	NEMVE13116, NEMVE17912
OG0004286	CAPO300246	NEMVE09457, NEMVE02864, NEMVE09459
OG0004287	CAPO305534	NEMVE10700
OG0004288	CAPO302203	NEMVE18710
OG0004289	CAPO307509	NEMVE18867
OG0004291	CAPO300943, CAPO306696	NEMVE06141
OG0004292	CAPO301407	NEMVE11084
OG0004295	CAPO300437	NEMVE08615
OG0004296	CAPO307058	NEMVE21716
OG0004297	CAPO306140	NEMVE05511
OG0004299	CAPO307863	NEMVE07833
OG0004300	CAPO308218	NEMVE08965
OG0004301	CAPO305855	NEMVE15665
OG0004302	CAPO307149	NEMVE13868
OG0004303	CAPO306261	NEMVE14939, NEMVE00925
OG0004304	CAPO307407	NEMVE02041
OG0004305	CAPO306704	NEMVE07351, NEMVE23119, NEMVE14272
OG0004307	CAPO306787	NEMVE14393
OG0004308	CAPO302385	NEMVE25489, NEMVE20752
OG0004309	CAPO304021	NEMVE21890
OG0004310	CAPO306903	NEMVE21788
OG0004312	CAPO306752	NEMVE14123
OG0004314	CAPO301283	NEMVE10498
OG0004315	CAPO307076	NEMVE18139
OG0004316	CAPO300656	NEMVE13067
OG0004319	CAPO308294	NEMVE06670
OG0004320	CAPO300174	NEMVE20738, NEMVE18734
OG0004321	CAPO306639	NEMVE19590
OG0004322	CAPO307895	NEMVE08718, NEMVE05406
OG0004323	CAPO307483	NEMVE00970
OG0004324	CAPO300240	NEMVE07951
OG0004328	CAPO305261	NEMVE25033
OG0004329	CAPO302035	NEMVE14876
OG0004330	CAPO305393	NEMVE01493
OG0004331	CAPO305384	NEMVE22843, NEMVE02042
OG0004333	CAPO303439	NEMVE26003, NEMVE02002
OG0004335	CAPO302791	NEMVE03938
OG0004338	CAPO300828	NEMVE13087
OG0004344	CAPO307152	NEMVE02635
OG0004345	CAPO306847	NEMVE06527
OG0004347	CAPO307703	NEMVE25932
OG0004348	CAPO306158	NEMVE25252
OG0004349	CAPO308184	NEMVE22471
OG0004350	CAPO300994	NEMVE13828
OG0004351	CAPO307239	NEMVE00918
OG0004352	CAPO300873	NEMVE24736
OG0004353	CAPO306055, CAPO306087	NEMVE13665
OG0004354	CAPO307581	NEMVE20729, NEMVE09507
OG0004355	CAPO303478	NEMVE10193, NEMVE00030, NEMVE10196
OG0004356	CAPO300159	NEMVE00913
OG0004357	CAPO303880	NEMVE08918
OG0004358	CAPO301323	NEMVE08331
OG0004359	CAPO305703	NEMVE11194, NEMVE05627
OG0004360	CAPO301752	NEMVE21274, NEMVE08954
OG0004361	CAPO308302	NEMVE02934
OG0004363	CAPO304580	NEMVE20708, NEMVE04882
OG0004364	CAPO305213	NEMVE22420, NEMVE15837
OG0004365	CAPO305948	NEMVE13126
OG0004366	CAPO307988	NEMVE12546
OG0004368	CAPO306084	NEMVE24990
OG0004369	CAPO305592	NEMVE10451
OG0004370	CAPO302143	NEMVE13399, NEMVE21469
OG0004372	CAPO304892	NEMVE00915, NEMVE20036
OG0004373	CAPO308311	NEMVE14057, NEMVE19923
OG0004374	CAPO306983	NEMVE23199, NEMVE20953, NEMVE13234
OG0004375	CAPO305927	NEMVE13064, NEMVE20939, NEMVE22727
OG0004376	CAPO303203	NEMVE09342
OG0004377	CAPO303614	NEMVE23502
OG0004378	CAPO303140	NEMVE08774
OG0004379	CAPO300162	NEMVE13525
OG0004380	CAPO307847	NEMVE13704
OG0004381	CAPO300684	NEMVE00013, NEMVE20297
OG0004382	CAPO308307	NEMVE12708
OG0004383	CAPO301688	NEMVE23000
OG0004385	CAPO306534	NEMVE05533
OG0004388	CAPO303742	NEMVE20460, NEMVE20103, NEMVE10684, NEMVE09689, NEMVE00636
OG0004389	CAPO302416	NEMVE25116
OG0004390	CAPO300046	NEMVE18831
OG0004391	CAPO305468	NEMVE25027
OG0004392	CAPO303282	NEMVE06757
OG0004394	CAPO305886	NEMVE13031
OG0004396	CAPO300955	NEMVE14513
OG0004398	CAPO307605	NEMVE08807
OG0004399	CAPO301536	NEMVE06137
OG0004400	CAPO304368, CAPO302395	NEMVE09297
OG0004401	CAPO307684	NEMVE15063
OG0004404	CAPO300907	NEMVE14747
OG0004405	CAPO302866	NEMVE21826
OG0004406	CAPO305558	NEMVE07905
OG0004413	CAPO301518	NEMVE00900
OG0004417	CAPO302119	NEMVE05869
OG0004418	CAPO305208	NEMVE17982
OG0004423	CAPO306935	NEMVE08914
OG0004425	CAPO302090	NEMVE23884
OG0004426	CAPO301784	NEMVE14125
OG0004428	CAPO302305	NEMVE20992
OG0004459	CAPO300459	NEMVE07035
OG0004460	CAPO307206	NEMVE18796
OG0004462	CAPO302893	NEMVE13727
OG0004465	CAPO303487	NEMVE21926
OG0004467	CAPO307496	NEMVE02056
OG0004468	CAPO307854	NEMVE08237
OG0004472	CAPO303803	NEMVE00917
OG0004474	CAPO300829	NEMVE07662
OG0004476	CAPO307856	NEMVE06718
OG0004479	CAPO303963	NEMVE01055
OG0004481	CAPO306702	NEMVE25241
OG0004483	CAPO303122	NEMVE22140
OG0004484	CAPO302152	NEMVE13818
OG0004486	CAPO307639	NEMVE14675
OG0004488	CAPO301849	NEMVE08819
OG0004489	CAPO305447	NEMVE22535
OG0004492	CAPO307196	NEMVE13230
OG0004494	CAPO306570	NEMVE01991, NEMVE12026
OG0004495	CAPO306359	NEMVE18943
OG0004496	CAPO303733	NEMVE23787
OG0004497	CAPO307202	NEMVE00899
OG0004498	CAPO305224	NEMVE21495, NEMVE10128
OG0004500	CAPO301850	NEMVE13883
OG0004501	CAPO301840	NEMVE10634
OG0004502	CAPO301779, CAPO300429	NEMVE17968, NEMVE07577
OG0004503	CAPO300332	NEMVE12347, NEMVE05528
OG0004506	CAPO305016	NEMVE15612
OG0004507	CAPO301894	NEMVE21959
OG0004508	CAPO301654	NEMVE13524
OG0004509	CAPO300500	NEMVE14984
OG0004511	CAPO303457	NEMVE23558
OG0004512	CAPO302842	NEMVE05081
OG0004513	CAPO303104	NEMVE22677
OG0004515	CAPO305182	NEMVE16698
OG0004516	CAPO306036, CAPO307859	NEMVE01959
OG0004517	CAPO305332	NEMVE09567
OG0004518	CAPO306412	NEMVE05509
OG0004519	CAPO307914	NEMVE01745
OG0004520	CAPO300090	NEMVE23460
OG0004521	CAPO306692	NEMVE09469, NEMVE25173, NEMVE25174, NEMVE02614
OG0004523	CAPO304989	NEMVE24572
OG0004525	CAPO303518	NEMVE09848
OG0004526	CAPO302498	NEMVE00195
OG0004527	CAPO302077	NEMVE09810
OG0004529	CAPO306628	NEMVE14754
OG0004530	CAPO304739	NEMVE14962
OG0004531	CAPO302345, CAPO307115	NEMVE13941
OG0004532	CAPO300005	NEMVE06307, NEMVE11434
OG0004533	CAPO306022	NEMVE13309, NEMVE20488
OG0004535	CAPO307124	NEMVE14895
OG0004537	CAPO306837	NEMVE06806, NEMVE06793
OG0004540	CAPO307351	NEMVE14340
OG0004541	CAPO307806	NEMVE09057, NEMVE10568
OG0004542	CAPO306706	NEMVE22875
OG0004544	CAPO306563	NEMVE13619
OG0004545	CAPO307212	NEMVE09905
OG0004546	CAPO306808	NEMVE24991
OG0004548	CAPO305113	NEMVE09850, NEMVE24852
OG0004551	CAPO301498	NEMVE05944
OG0004552	CAPO301361, CAPO306759	NEMVE14503
OG0004553	CAPO302768	NEMVE24685
OG0004554	CAPO300747	NEMVE24554, NEMVE20303
OG0004555	CAPO301994	NEMVE05464
OG0004558	CAPO307355	NEMVE07860, NEMVE19747
OG0004559	CAPO303756	NEMVE09979
OG0004561	CAPO304794	NEMVE09729
OG0004563	CAPO303030	NEMVE13109, NEMVE21039
OG0004564	CAPO301873	NEMVE10745
OG0004565	CAPO303409	NEMVE20945, NEMVE09496, NEMVE09490
OG0004569	CAPO303601	NEMVE11455, NEMVE25874
OG0004571	CAPO300305, CAPO300903	NEMVE02107
OG0004572	CAPO302719	NEMVE09747
OG0004573	CAPO305859	NEMVE10987, NEMVE20146
OG0004574	CAPO300276	NEMVE20279, NEMVE11028
OG0004577	CAPO307905	NEMVE25631
OG0004578	CAPO307713	NEMVE22684
OG0004579	CAPO308171	NEMVE14497
OG0004581	CAPO305629	NEMVE20283, NEMVE10061
OG0004582	CAPO304857	NEMVE02471, NEMVE09353
OG0004583	CAPO301319	NEMVE13969
OG0004585	CAPO307959	NEMVE22328
OG0004587	CAPO303576	NEMVE04673
OG0004588	CAPO307046	NEMVE13733, NEMVE18431
OG0004590	CAPO307910	NEMVE25895, NEMVE18908
OG0004592	CAPO307767	NEMVE04397
OG0004593	CAPO306311	NEMVE14593
OG0004595	CAPO305901	NEMVE23888
OG0004596	CAPO301763	NEMVE03724
OG0004596	CAPO300672	NEMVE14349
OG0004599	CAPO306185	NEMVE14260, NEMVE17942
OG0004600	CAPO306391	NEMVE18939, NEMVE11633
OG0004601	CAPO300529	NEMVE24185
OG0004602	CAPO307709	NEMVE14888
OG0004605	CAPO303013	NEMVE13200
OG0004609	CAPO305274	NEMVE13242
OG0004610	CAPO308217	NEMVE14987
OG0004611	CAPO305879, CAPO305850	NEMVE16538
OG0004612	CAPO307176	NEMVE06661
OG0004616	CAPO302661, CAPO307774	NEMVE13537
OG0004619	CAPO306976	NEMVE14883, NEMVE00286
OG0004621	CAPO301592	NEMVE15548
OG0004623	CAPO303271	NEMVE23629, NEMVE12720
OG0004626	CAPO304074	NEMVE14880, NEMVE03566, NEMVE12350
OG0004627	CAPO302578	NEMVE14505
OG0004628	CAPO300844	NEMVE21690
OG0004629	CAPO300874	NEMVE05013
OG0004633	CAPO306431	NEMVE14514, NEMVE14238
OG0004634	CAPO306443	NEMVE04611
OG0004635	CAPO305826	NEMVE12750, NEMVE15016
OG0004638	CAPO300328	NEMVE22582
OG0004639	CAPO304960	NEMVE18292
OG0004640	CAPO305391	NEMVE08804
OG0004641	CAPO301192	NEMVE11881, NEMVE13912, NEMVE08629
OG0004642	CAPO303810	NEMVE16068, NEMVE12541
OG0004643	CAPO303111	NEMVE01855
OG0004644	CAPO308177	NEMVE12396, NEMVE25830
OG0004646	CAPO304987	NEMVE06022
OG0004648	CAPO306796	NEMVE14967
OG0004649	CAPO308035	NEMVE13434
OG0004651	CAPO307192	NEMVE14682
OG0004652	CAPO307126	NEMVE06739
OG0004654	CAPO304098	NEMVE23143
OG0004655	CAPO300932	NEMVE09086, NEMVE00666
OG0004656	CAPO306315	NEMVE08568
OG0004657	CAPO300965	NEMVE07292
OG0004658	CAPO302853	NEMVE00155, NEMVE13379
OG0004659	CAPO305571	NEMVE07785, NEMVE00194, NEMVE11615
OG0004660	CAPO302190	NEMVE15866
OG0004663	CAPO307060	NEMVE13231
OG0004664	CAPO304024	NEMVE19719
OG0004668	CAPO307032	NEMVE07904, NEMVE11886
OG0004669	CAPO301719	NEMVE14751
OG0004670	CAPO301141	NEMVE13348
OG0004671	CAPO303199	NEMVE15017
OG0004672	CAPO300788	NEMVE04927
OG0004673	CAPO305181	NEMVE22141
OG0004674	CAPO301298	NEMVE15105
OG0004675	CAPO300152	NEMVE19531, NEMVE12308
OG0004676	CAPO305483	NEMVE06939
OG0004678	CAPO306062	NEMVE09441
OG0004682	CAPO302643	NEMVE16012
OG0004685	CAPO300514	NEMVE13564, NEMVE20938
OG0004687	CAPO300850	NEMVE11074
OG0004690	CAPO302294	NEMVE07181
OG0004691	CAPO301832	NEMVE07925
OG0004692	CAPO306711	NEMVE09659, NEMVE11678
OG0004694	CAPO302831	NEMVE22054
OG0004695	CAPO304127	NEMVE08241
OG0004696	CAPO303339	NEMVE00069, NEMVE00975
OG0004697	CAPO308157	NEMVE04721
OG0004699	CAPO305801	NEMVE08956
OG0004700	CAPO305394	NEMVE22202
OG0004703	CAPO302281	NEMVE23725
OG0004704	CAPO306423, CAPO306248	NEMVE25098
OG0004707	CAPO307222	NEMVE00940
OG0004708	CAPO302589	NEMVE22362
OG0004711	CAPO307614	NEMVE22209
OG0004728	CAPO306092	NEMVE24238, NEMVE02716
OG0004732	CAPO307742	NEMVE08242
OG0004733	CAPO303723	NEMVE08830
OG0004739	CAPO305372	NEMVE15022
OG0004740	CAPO303587	NEMVE22822, NEMVE13094
OG0004743	CAPO305537	NEMVE21851, NEMVE20722
OG0004744	CAPO307377	NEMVE21304, NEMVE02941, NEMVE24723
OG0004747	CAPO305266	NEMVE09582, NEMVE25622
OG0004748	CAPO300851	NEMVE24482, NEMVE00840
OG0004749	CAPO303738	NEMVE21861
OG0004752	CAPO300189	NEMVE07471
OG0004753	CAPO307970	NEMVE12732, NEMVE14959, NEMVE00501
OG0004756	CAPO300650	NEMVE14252
OG0004757	CAPO302037	NEMVE04352
OG0004757	CAPO300079	NEMVE05633
OG0004758	CAPO307791	NEMVE11732, NEMVE05918
OG0004759	CAPO301731	NEMVE05670
OG0004760	CAPO302986	NEMVE22531
OG0004761	CAPO301372	NEMVE19164, NEMVE25752, NEMVE21450, NEMVE19165, NEMVE25765
OG0004762	CAPO306336	NEMVE23213
OG0004763	CAPO303189	NEMVE14983
OG0004764	CAPO306665	NEMVE10488
OG0004765	CAPO300145	NEMVE21803
OG0004766	CAPO300107	NEMVE23449
OG0004767	CAPO304258	NEMVE13831
OG0004768	CAPO302814	NEMVE14625, NEMVE17029
OG0004769	CAPO305909	NEMVE09060
OG0004770	CAPO306549	NEMVE10973
OG0004774	CAPO302467	NEMVE11891, NEMVE13846, NEMVE08683
OG0004775	CAPO308292	NEMVE21681
OG0004781	CAPO302855	NEMVE08486
OG0004784	CAPO300506	NEMVE09476
OG0004785	CAPO301223	NEMVE14332, NEMVE12269
OG0004786	CAPO306813	NEMVE03480
OG0004787	CAPO300677	NEMVE25138
OG0004788	CAPO303606	NEMVE07288
OG0004792	CAPO304121, CAPO301355	NEMVE22524
OG0004793	CAPO303691	NEMVE16797
OG0004794	CAPO302268	NEMVE09539
OG0004795	CAPO306522	NEMVE17130, NEMVE09760
OG0004797	CAPO308248	NEMVE14389
OG0004798	CAPO306979	NEMVE19963, NEMVE25917
OG0004801	CAPO301409	NEMVE05151, NEMVE02221
OG0004803	CAPO304966	NEMVE09645
OG0004805	CAPO301148	NEMVE06909
OG0004808	CAPO300921	NEMVE23142, NEMVE00017
OG0004810	CAPO307085	NEMVE10886, NEMVE24076
OG0004811	CAPO304670	NEMVE14893
OG0004812	CAPO300913	NEMVE10095, NEMVE10094
OG0004813	CAPO302301	NEMVE13765
OG0004814	CAPO305193	NEMVE22496
OG0004815	CAPO306099	NEMVE17072, NEMVE07438, NEMVE12100
OG0004817	CAPO300646	NEMVE23666
OG0004819	CAPO303489	NEMVE10396, NEMVE20374
OG0004820	CAPO301474	NEMVE22650
OG0004822	CAPO303272	NEMVE13105
OG0004823	CAPO301131	NEMVE07629
OG0004825	CAPO303625	NEMVE15161
OG0004826	CAPO302318	NEMVE14605
OG0004828	CAPO300795	NEMVE25343
OG0004829	CAPO306677	NEMVE15042, NEMVE00163
OG0004830	CAPO304259, CAPO301109	NEMVE17353
OG0004831	CAPO302539	NEMVE07600
OG0004832	CAPO300644	NEMVE21691
OG0004833	CAPO307386, CAPO307385	NEMVE13547
OG0004835	CAPO307142	NEMVE08208
OG0004836	CAPO300476	NEMVE22477
OG0004837	CAPO306341	NEMVE10875
OG0004838	CAPO300483	NEMVE14762
OG0004840	CAPO301303	NEMVE08926
OG0004841	CAPO301073	NEMVE13314
OG0004842	CAPO307208	NEMVE21848
OG0004843	CAPO302296	NEMVE13339, NEMVE11986
OG0004844	CAPO308225	NEMVE18136
OG0004845	CAPO300244	NEMVE20247, NEMVE05747
OG0004846	CAPO302634	NEMVE18109
OG0004849	CAPO302897	NEMVE14210
OG0004850	CAPO302165	NEMVE20542
OG0004851	CAPO304052	NEMVE14191
OG0004852	CAPO305241	NEMVE25433
OG0004853	CAPO306818	NEMVE25313
OG0004854	CAPO307677	NEMVE22394
OG0004855	CAPO307136	NEMVE05574
OG0004856	CAPO307877	NEMVE05569
OG0004857	CAPO305126, CAPO301665	NEMVE06533, NEMVE11870
OG0004858	CAPO306514	NEMVE22404
OG0004859	CAPO305955	NEMVE06338
OG0004861	CAPO300721	NEMVE08645
OG0004863	CAPO300215	NEMVE22313
OG0004864	CAPO306175	NEMVE23293
OG0004869	CAPO301505	NEMVE24127
OG0004873	CAPO305056	NEMVE21911
OG0004874	CAPO302314	NEMVE08254
OG0004875	CAPO305599	NEMVE13402
OG0004879	CAPO304570	NEMVE10578
OG0004880	CAPO307520	NEMVE13009, NEMVE12954
OG0004881	CAPO301856	NEMVE02049
OG0004882	CAPO307657	NEMVE17312, NEMVE12590
OG0004884	CAPO306875	NEMVE02134, NEMVE00624
OG0004886	CAPO304598	NEMVE12702, NEMVE10250
OG0004887	CAPO303252	NEMVE22398
OG0004892	CAPO308266	NEMVE13325
OG0004893	CAPO305797	NEMVE23196
OG0004894	CAPO308103	NEMVE18121, NEMVE21279
OG0004895	CAPO301412	NEMVE23211
OG0004896	CAPO301146, CAPO308332	NEMVE11249
OG0004897	CAPO300624	NEMVE13596
OG0004898	CAPO300846	NEMVE05893, NEMVE21394
OG0004899	CAPO304701	NEMVE22568
OG0004900	CAPO300509	NEMVE15535, NEMVE25162
OG0004901	CAPO301170	NEMVE05379
OG0004902	CAPO305853	NEMVE14740
OG0004903	CAPO304775	NEMVE13217
OG0004904	CAPO304100	NEMVE13083
OG0004906	CAPO303480	NEMVE07063
OG0004907	CAPO307254	NEMVE08605
OG0004911	CAPO305750	NEMVE19493
OG0004913	CAPO306717	NEMVE18631
OG0004914	CAPO301519	NEMVE25557
OG0004917	CAPO303374	NEMVE22754
OG0004919	CAPO308082	NEMVE14165
OG0004920	CAPO302580	NEMVE04726
OG0004922	CAPO306550	NEMVE25720, NEMVE22660
OG0004923	CAPO307943	NEMVE17142, NEMVE12025
OG0004924	CAPO304606	NEMVE08496
OG0004927	CAPO304855	NEMVE07100
OG0004928	CAPO304691	NEMVE25903
OG0004929	CAPO304111	NEMVE23443
OG0004932	CAPO306081, CAPO305804	NEMVE25699
OG0004934	CAPO305066	NEMVE14582, NEMVE06775
OG0004936	CAPO306298	NEMVE16931
OG0004938	CAPO308159	NEMVE07746
OG0004940	CAPO305630	NEMVE03181
OG0004943	CAPO306001	NEMVE18405, NEMVE13055
OG0004944	CAPO302056	NEMVE17558
OG0004946	CAPO305515	NEMVE17881
OG0004948	CAPO305331	NEMVE04863
OG0004949	CAPO304026	NEMVE14010
OG0004950	CAPO300642	NEMVE15135
OG0004952	CAPO301776	NEMVE22987
OG0004953	CAPO306623	NEMVE22872
OG0004954	CAPO303229	NEMVE13769, NEMVE13543
OG0004958	CAPO302197	NEMVE24122
OG0004960	CAPO300258	NEMVE00950
OG0004961	CAPO305777	NEMVE22542
OG0004962	CAPO301438	NEMVE08838
OG0004963	CAPO303805	NEMVE09267
OG0004964	CAPO302916	NEMVE14109
OG0004968	CAPO307145	NEMVE12446
OG0004969	CAPO306497	NEMVE15653
OG0004969	CAPO303678	NEMVE14164, NEMVE21390
OG0004970	CAPO303748	NEMVE24152
OG0004971	CAPO302327	NEMVE14811, NEMVE20816
OG0004972	CAPO304289	NEMVE22512
OG0004973	CAPO305642	NEMVE11344
OG0004976	CAPO304478	NEMVE07826
OG0004977	CAPO304350	NEMVE02192, NEMVE00253
