Orthogroup	CAPO3	LYTVA_ok
OG0001661	CAPO302789	LYTVA_05769
OG0001661	CAPO304920	LYTVA_11532
OG0001663	CAPO301057	LYTVA_27998
OG0001664	CAPO303152	LYTVA_11249, LYTVA_21479
OG0001665	CAPO302331	LYTVA_04604, LYTVA_23642
OG0001672	CAPO301880	LYTVA_03348
OG0001673	CAPO305520	LYTVA_21841
OG0001674	CAPO301357	LYTVA_15682
OG0001675	CAPO307574	LYTVA_02115, LYTVA_09242
OG0001676	CAPO300524	LYTVA_20615
OG0001676	CAPO305992	LYTVA_04952
OG0001677	CAPO307978	LYTVA_22014
OG0001679	CAPO302155, CAPO305784	LYTVA_17378, LYTVA_03795, LYTVA_21415, LYTVA_21417
OG0001680	CAPO304235, CAPO304477	LYTVA_06347
OG0001684	CAPO300563	LYTVA_16936
OG0001685	CAPO307707	LYTVA_01904
OG0001686	CAPO307138	LYTVA_28929
OG0001687	CAPO302907	LYTVA_18610, LYTVA_22058
OG0001688	CAPO300133	LYTVA_10321
OG0001690	CAPO304820	LYTVA_10997, LYTVA_28589
OG0001691	CAPO307420	LYTVA_29941
OG0001704	CAPO304434	LYTVA_03750, LYTVA_28208
OG0001706	CAPO301033	LYTVA_16433
OG0001707	CAPO303836	LYTVA_02742
OG0001708	CAPO303804	LYTVA_08755
OG0001709	CAPO304969	LYTVA_16435
OG0001711	CAPO301872	LYTVA_23582
OG0001713	CAPO308041	LYTVA_19902
OG0001713	CAPO302278	LYTVA_16987
OG0001714	CAPO306669	LYTVA_26980
OG0001718	CAPO301559, CAPO301838	LYTVA_06728
OG0001720	CAPO303957	LYTVA_14326
OG0001721	CAPO302302	LYTVA_12881
OG0001723	CAPO308089	LYTVA_03137
OG0001724	CAPO306474	LYTVA_06501, LYTVA_06496, LYTVA_08423
OG0001724	CAPO305584	LYTVA_23926
OG0001727	CAPO301729	LYTVA_25387, LYTVA_24852
OG0001730	CAPO303469	LYTVA_03839
OG0001732	CAPO304710	LYTVA_22231
OG0001733	CAPO306615	LYTVA_14522, LYTVA_09132
OG0001734	CAPO306594	LYTVA_28271, LYTVA_02792
OG0001735	CAPO301389	LYTVA_17512
OG0001738	CAPO301655	LYTVA_14239, LYTVA_03711
OG0001739	CAPO304154	LYTVA_10491
OG0001743	CAPO306128	LYTVA_09129
OG0001746	CAPO306662	LYTVA_21735
OG0001750	CAPO304954	LYTVA_17680
OG0001755	CAPO300413	LYTVA_17842
OG0001756	CAPO301153	LYTVA_10472, LYTVA_10467
OG0001756	CAPO306605	LYTVA_03013
OG0001769	CAPO300754	LYTVA_02387
OG0001769	CAPO306748	LYTVA_30216
OG0001770	CAPO304551	LYTVA_06471
OG0001772	CAPO303731	LYTVA_23524, LYTVA_22204
OG0001774	CAPO302411	LYTVA_28479
OG0001775	CAPO300385, CAPO303998	LYTVA_06438, LYTVA_21968
OG0001781	CAPO304059	LYTVA_04782
OG0001781	CAPO306335	LYTVA_08353
OG0001782	CAPO302329	LYTVA_16503
OG0001783	CAPO302497	LYTVA_21718, LYTVA_26895
OG0001787	CAPO302384	LYTVA_09866, LYTVA_22457
OG0001789	CAPO303597	LYTVA_21477, LYTVA_15527, LYTVA_15528
OG0001792	CAPO302146	LYTVA_23803
OG0001793	CAPO302934	LYTVA_01173
OG0001793	CAPO300098	LYTVA_03112
OG0001794	CAPO305037	LYTVA_04854, LYTVA_26572, LYTVA_03749, LYTVA_20876, LYTVA_03751
OG0001797	CAPO305230	LYTVA_25216, LYTVA_13349, LYTVA_11627, LYTVA_26034, LYTVA_18970
OG0001799	CAPO307439	LYTVA_13847
OG0001800	CAPO302099, CAPO301494	LYTVA_21818
OG0001801	CAPO301631, CAPO300406, CAPO302328, CAPO300564	LYTVA_16627, LYTVA_24616
OG0001802	CAPO307992	LYTVA_26489, LYTVA_26493, LYTVA_26488, LYTVA_22206, LYTVA_08853, LYTVA_29778
OG0001804	CAPO307706	LYTVA_21220
OG0001805	CAPO301307	LYTVA_23931, LYTVA_16203, LYTVA_10280
OG0001807	CAPO305640	LYTVA_27089
OG0001808	CAPO300354	LYTVA_09711
OG0001809	CAPO307543	LYTVA_24690
OG0001814	CAPO305508	LYTVA_13775
OG0001816	CAPO300431	LYTVA_11847, LYTVA_11846
OG0001818	CAPO302088	LYTVA_09386
OG0001819	CAPO307172	LYTVA_12283, LYTVA_25485
OG0001820	CAPO300515	LYTVA_02599, LYTVA_29524
OG0001822	CAPO301119	LYTVA_22413
OG0001825	CAPO306238	LYTVA_14311, LYTVA_23444
OG0001827	CAPO303060	LYTVA_09251, LYTVA_06825
OG0001830	CAPO300316	LYTVA_22851
OG0001831	CAPO306824	LYTVA_25792
OG0001832	CAPO300612	LYTVA_10011
OG0001834	CAPO301512	LYTVA_25860
OG0001849	CAPO303014	LYTVA_05823, LYTVA_06918
OG0001850	CAPO301689	LYTVA_12037
OG0001851	CAPO303828	LYTVA_22434, LYTVA_22433
OG0001852	CAPO303604	LYTVA_04485
OG0001857	CAPO306766	LYTVA_17991, LYTVA_09748, LYTVA_09742
OG0001859	CAPO304942	LYTVA_15306, LYTVA_24112
OG0001860	CAPO306960	LYTVA_22471
OG0001861	CAPO303333	LYTVA_25197
OG0001864	CAPO300448	LYTVA_05483
OG0001865	CAPO302509	LYTVA_11377
OG0001866	CAPO306683	LYTVA_12972
OG0001867	CAPO302026	LYTVA_13864
OG0001870	CAPO303422	LYTVA_21431
OG0001871	CAPO300664	LYTVA_20738
OG0001873	CAPO305494	LYTVA_12057, LYTVA_19029, LYTVA_27237
OG0001875	CAPO303129	LYTVA_28164, LYTVA_13281
OG0001875	CAPO300770	LYTVA_09408
OG0001877	CAPO305419	LYTVA_14689, LYTVA_10974
OG0001879	CAPO302675	LYTVA_21655
OG0001879	CAPO304068	LYTVA_21726
OG0001882	CAPO302587	LYTVA_22489
OG0001883	CAPO304395	LYTVA_08476
OG0001886	CAPO301013	LYTVA_13389
OG0001888	CAPO307373	LYTVA_14493
OG0001894	CAPO305070	LYTVA_28553
OG0001895	CAPO300178	LYTVA_09898, LYTVA_04308
OG0001898	CAPO303887	LYTVA_24127, LYTVA_29545
OG0001900	CAPO306468, CAPO308362	LYTVA_08676, LYTVA_14560, LYTVA_06350, LYTVA_13466, LYTVA_06292, LYTVA_14546, LYTVA_07011, LYTVA_10831
OG0001901	CAPO302174	LYTVA_03922
OG0001903	CAPO301651	LYTVA_26671
OG0001913	CAPO308270	LYTVA_08539, LYTVA_15655
OG0001914	CAPO308187	LYTVA_24515, LYTVA_11723, LYTVA_13970
OG0001915	CAPO305922	LYTVA_29625
OG0001916	CAPO304398	LYTVA_10483, LYTVA_30134
OG0001917	CAPO303937	LYTVA_02307
OG0001923	CAPO300364	LYTVA_02896, LYTVA_06842
OG0001926	CAPO308203	LYTVA_19317
OG0001927	CAPO303832	LYTVA_10827
OG0001928	CAPO303627	LYTVA_13719
OG0001930	CAPO301567	LYTVA_22217
OG0001931	CAPO306905	LYTVA_22996
OG0001932	CAPO304653	LYTVA_19885
OG0001937	CAPO301986	LYTVA_27995, LYTVA_28001
OG0001939	CAPO304703	LYTVA_20390
OG0001940	CAPO307447	LYTVA_10392
OG0001941	CAPO303660	LYTVA_16404
OG0001943	CAPO304272	LYTVA_09619
OG0001945	CAPO302125, CAPO302413	LYTVA_02199
OG0001948	CAPO307548	LYTVA_24023
OG0001949	CAPO303945	LYTVA_11745
OG0001951	CAPO305792	LYTVA_24979
OG0001952	CAPO301278	LYTVA_02568
OG0001953	CAPO306993	LYTVA_23643
OG0001956	CAPO302405	LYTVA_21159
OG0001957	CAPO307027	LYTVA_19757, LYTVA_05894
OG0001961	CAPO301591	LYTVA_04984
OG0001963	CAPO304559	LYTVA_25808
OG0001964	CAPO306144	LYTVA_11887
OG0001965	CAPO305377	LYTVA_04012
OG0001966	CAPO308069	LYTVA_29337
OG0001968	CAPO303436	LYTVA_11013, LYTVA_26170, LYTVA_25074, LYTVA_14019
OG0001969	CAPO301897	LYTVA_26700, LYTVA_02053
OG0001972	CAPO302726	LYTVA_12401
OG0001985	CAPO307425	LYTVA_25021
OG0001988	CAPO301454	LYTVA_13692, LYTVA_16970
OG0001989	CAPO303699	LYTVA_17294, LYTVA_22567, LYTVA_03449
OG0001992	CAPO301694	LYTVA_21528
OG0001997	CAPO301018	LYTVA_23462
OG0001998	CAPO304168	LYTVA_28153
OG0001999	CAPO303159	LYTVA_25071, LYTVA_17089
OG0002000	CAPO305912	LYTVA_09917, LYTVA_20812, LYTVA_00535
OG0002001	CAPO301730, CAPO305766	LYTVA_06621
OG0002003	CAPO306645	LYTVA_27403
OG0002004	CAPO305661, CAPO300359	LYTVA_20371, LYTVA_00708
OG0002006	CAPO302881	LYTVA_30202, LYTVA_24696, LYTVA_00947
OG0002007	CAPO301764	LYTVA_00300
OG0002008	CAPO308237	LYTVA_11348, LYTVA_17615
OG0002009	CAPO305521	LYTVA_25414
OG0002010	CAPO303286	LYTVA_26220
OG0002011	CAPO305222	LYTVA_00131
OG0002014	CAPO305309	LYTVA_01257
OG0002015	CAPO304377	LYTVA_23511, LYTVA_03784
OG0002016	CAPO300736, CAPO303360	LYTVA_04456
OG0002019	CAPO303943, CAPO301189	LYTVA_24565, LYTVA_19176, LYTVA_29439
OG0002020	CAPO301809, CAPO306607	LYTVA_20481
OG0002024	CAPO300776	LYTVA_29507
OG0002025	CAPO301502	LYTVA_24851
OG0002026	CAPO307889, CAPO306582	LYTVA_00656, LYTVA_03670
OG0002027	CAPO307021	LYTVA_07659
OG0002029	CAPO303181	LYTVA_21393
OG0002030	CAPO301675	LYTVA_21124
OG0002030	CAPO303987	LYTVA_03110
OG0002031	CAPO300135	LYTVA_03393, LYTVA_03117
OG0002032	CAPO304689	LYTVA_25138
OG0002034	CAPO306318	LYTVA_14638, LYTVA_17465
OG0002042	CAPO300525	LYTVA_09497
OG0002058	CAPO300289	LYTVA_29397, LYTVA_12717, LYTVA_28075, LYTVA_09629
OG0002061	CAPO307339	LYTVA_21428
OG0002062	CAPO301382	LYTVA_29599
OG0002066	CAPO300576	LYTVA_04370
OG0002067	CAPO302721	LYTVA_08828
OG0002068	CAPO303650	LYTVA_21994
OG0002069	CAPO306402	LYTVA_18095, LYTVA_10776
OG0002073	CAPO302333	LYTVA_26326
OG0002076	CAPO303117	LYTVA_20709
OG0002078	CAPO302217	LYTVA_27383, LYTVA_06878, LYTVA_05678
OG0002080	CAPO307474, CAPO307552	LYTVA_01538, LYTVA_26517
OG0002081	CAPO300584	LYTVA_05029, LYTVA_05500, LYTVA_05032
OG0002084	CAPO300150	LYTVA_00594
OG0002087	CAPO306536	LYTVA_13703, LYTVA_16316, LYTVA_02024
OG0002093	CAPO304254	LYTVA_06495, LYTVA_22821, LYTVA_20195
OG0002094	CAPO303399	LYTVA_25874, LYTVA_02272
OG0002097	CAPO302111	LYTVA_25591
OG0002099	CAPO306675	LYTVA_17183
OG0002101	CAPO307803	LYTVA_13887, LYTVA_28735
OG0002108	CAPO303834	LYTVA_01699
OG0002122	CAPO300191	LYTVA_11582, LYTVA_06978, LYTVA_04489
OG0002123	CAPO303373	LYTVA_03805
OG0002124	CAPO300980	LYTVA_06106
OG0002129	CAPO305068	LYTVA_14014
OG0002130	CAPO301943	LYTVA_25553
OG0002131	CAPO302159	LYTVA_29216, LYTVA_05431
OG0002135	CAPO300616, CAPO300802	LYTVA_12995, LYTVA_29373
OG0002136	CAPO300292	LYTVA_03624
OG0002137	CAPO306593	LYTVA_23578, LYTVA_27219, LYTVA_00323
OG0002138	CAPO304101	LYTVA_18624, LYTVA_18618
OG0002140	CAPO300489	LYTVA_17903, LYTVA_07080, LYTVA_05385
OG0002141	CAPO300491	LYTVA_27475, LYTVA_21058
OG0002144	CAPO308205	LYTVA_10170
OG0002145	CAPO305963	LYTVA_25747, LYTVA_12284
OG0002146	CAPO303694	LYTVA_00027
OG0002148	CAPO301311	LYTVA_19940, LYTVA_19729
OG0002150	CAPO305991	LYTVA_05712
OG0002151	CAPO300513	LYTVA_10951, LYTVA_15395, LYTVA_15390
OG0002152	CAPO305214	LYTVA_27158, LYTVA_09044
OG0002156	CAPO307789	LYTVA_15609, LYTVA_11872, LYTVA_12702
OG0002158	CAPO300426	LYTVA_18224, LYTVA_06861
OG0002160	CAPO306354	LYTVA_18232
OG0002165	CAPO306860	LYTVA_22362
OG0002166	CAPO300536	LYTVA_06860, LYTVA_27019
OG0002169	CAPO305188, CAPO305186	LYTVA_19343, LYTVA_09425
OG0002170	CAPO306065	LYTVA_21536, LYTVA_00414
OG0002171	CAPO300657	LYTVA_15359
OG0002172	CAPO300117	LYTVA_22818, LYTVA_18030
OG0002173	CAPO300163	LYTVA_24516, LYTVA_23801
OG0002177	CAPO303715	LYTVA_27696
OG0002179	CAPO301344	LYTVA_24663
OG0002182	CAPO300304	LYTVA_28987
OG0002184	CAPO302808	LYTVA_09182, LYTVA_03835
OG0002185	CAPO306894	LYTVA_13990
OG0002187	CAPO303260	LYTVA_23104
OG0002188	CAPO307308	LYTVA_26546
OG0002189	CAPO302919, CAPO302901	LYTVA_28734, LYTVA_13891
OG0002190	CAPO305794	LYTVA_15057
OG0002191	CAPO306349	LYTVA_16682, LYTVA_16310
OG0002193	CAPO307827, CAPO303661	LYTVA_23878
OG0002194	CAPO306073	LYTVA_22585, LYTVA_18931
OG0002216	CAPO308083	LYTVA_29111, LYTVA_20156, LYTVA_15318, LYTVA_08313, LYTVA_03027
OG0002217	CAPO303403	LYTVA_24396
OG0002222	CAPO300961	LYTVA_17080
OG0002224	CAPO304952	LYTVA_28937, LYTVA_24337
OG0002224	CAPO304640	LYTVA_20299
OG0002225	CAPO301769	LYTVA_07379
OG0002227	CAPO307820, CAPO307799	LYTVA_28012
OG0002228	CAPO301630, CAPO300068	LYTVA_13148
OG0002229	CAPO308040	LYTVA_05653
OG0002237	CAPO306506	LYTVA_29077
OG0002239	CAPO303809	LYTVA_24268
OG0002239	CAPO301966	LYTVA_02728, LYTVA_24845
OG0002240	CAPO306707	LYTVA_07262, LYTVA_13376
OG0002243	CAPO301335, CAPO300484	LYTVA_18791, LYTVA_26266
OG0002244	CAPO303840	LYTVA_15294
OG0002245	CAPO302737	LYTVA_15377
OG0002246	CAPO301929	LYTVA_01846
OG0002251	CAPO302537	LYTVA_20483
OG0002255	CAPO301475, CAPO302337	LYTVA_07529, LYTVA_20537
OG0002257	CAPO303721	LYTVA_20175
OG0002258	CAPO302229	LYTVA_11086
OG0002261	CAPO303559	LYTVA_24946
OG0002263	CAPO304694	LYTVA_25866
OG0002264	CAPO304810	LYTVA_10571, LYTVA_20438
OG0002264	CAPO305220	LYTVA_10569
OG0002266	CAPO307392	LYTVA_15212
OG0002270	CAPO302042	LYTVA_11425
OG0002272	CAPO301905	LYTVA_11721
OG0002282	CAPO300014	LYTVA_16722
OG0002284	CAPO304167	LYTVA_25872
OG0002285	CAPO305012	LYTVA_07269
OG0002287	CAPO306430	LYTVA_08797
OG0002288	CAPO306855	LYTVA_14290
OG0002292	CAPO301471	LYTVA_14951
OG0002294	CAPO300522	LYTVA_13465
OG0002312	CAPO305339	LYTVA_12025, LYTVA_26175
OG0002316	CAPO302192	LYTVA_10500
OG0002317	CAPO301129	LYTVA_01452
OG0002318	CAPO302292	LYTVA_19919, LYTVA_16601
OG0002321	CAPO300390	LYTVA_29675
OG0002322	CAPO300979	LYTVA_02660
OG0002323	CAPO308299	LYTVA_12247
OG0002324	CAPO301866	LYTVA_04784, LYTVA_18196
OG0002325	CAPO300458	LYTVA_25143
OG0002326	CAPO302239	LYTVA_23144
OG0002327	CAPO302954	LYTVA_13830
OG0002330	CAPO300172	LYTVA_00746
OG0002331	CAPO302246	LYTVA_28456
OG0002332	CAPO300761	LYTVA_15960
OG0002337	CAPO307155	LYTVA_22161, LYTVA_19703
OG0002340	CAPO307906	LYTVA_26872
OG0002343	CAPO303889	LYTVA_02395
OG0002344	CAPO307434	LYTVA_11170
OG0002346	CAPO307106	LYTVA_02392
OG0002354	CAPO306383	LYTVA_01631, LYTVA_29247
OG0002356	CAPO305051	LYTVA_15548
OG0002357	CAPO302341	LYTVA_22139
OG0002358	CAPO307788	LYTVA_02933, LYTVA_25182
OG0002359	CAPO302128	LYTVA_09109, LYTVA_22971, LYTVA_17719
OG0002361	CAPO304727	LYTVA_05317, LYTVA_09958
OG0002362	CAPO301902	LYTVA_07780
OG0002363	CAPO302980	LYTVA_24435, LYTVA_22514, LYTVA_29113
OG0002364	CAPO306488	LYTVA_00477
OG0002367	CAPO304316	LYTVA_25642
OG0002368	CAPO301447	LYTVA_29543
OG0002369	CAPO301279	LYTVA_27387, LYTVA_07441
OG0002370	CAPO303015	LYTVA_25287, LYTVA_29432
OG0002371	CAPO304426	LYTVA_25400
OG0002372	CAPO303041	LYTVA_28415, LYTVA_14995
OG0002374	CAPO302309	LYTVA_09672
OG0002375	CAPO305178, CAPO300285	LYTVA_09763, LYTVA_28258, LYTVA_15054
OG0002376	CAPO304863	LYTVA_08623
OG0002377	CAPO301847	LYTVA_21348
OG0002379	CAPO301214	LYTVA_23460
OG0002396	CAPO302410	LYTVA_23895
OG0002398	CAPO306938	LYTVA_08374
OG0002405	CAPO300119	LYTVA_22750, LYTVA_00963
OG0002406	CAPO304138	LYTVA_16025
OG0002407	CAPO301366	LYTVA_05902, LYTVA_09107
OG0002409	CAPO301533	LYTVA_26911
OG0002410	CAPO305170	LYTVA_07702
OG0002411	CAPO305052	LYTVA_05420
OG0002413	CAPO307797	LYTVA_03837, LYTVA_28770
OG0002413	CAPO304716	LYTVA_16733
OG0002414	CAPO304631	LYTVA_25326, LYTVA_07578
OG0002415	CAPO304905	LYTVA_19723
OG0002417	CAPO307671	LYTVA_15966, LYTVA_13356, LYTVA_24728, LYTVA_19204, LYTVA_28963, LYTVA_18942
OG0002418	CAPO303802	LYTVA_05152
OG0002419	CAPO303825	LYTVA_27453, LYTVA_24823
OG0002422	CAPO302014	LYTVA_25109, LYTVA_03043
OG0002425	CAPO304491	LYTVA_02861, LYTVA_04112
OG0002426	CAPO303294	LYTVA_04606
OG0002429	CAPO305260	LYTVA_00348
OG0002433	CAPO302444	LYTVA_18440, LYTVA_02521
OG0002435	CAPO304613	LYTVA_28515
OG0002436	CAPO307054	LYTVA_16842
OG0002437	CAPO303352	LYTVA_15251
OG0002439	CAPO302565	LYTVA_25319
OG0002441	CAPO304429	LYTVA_03213
OG0002442	CAPO300535	LYTVA_29246
OG0002443	CAPO301424	LYTVA_18888
OG0002445	CAPO304782	LYTVA_13339
OG0002446	CAPO303707	LYTVA_23950
OG0002448	CAPO308204	LYTVA_28130
OG0002453	CAPO305834	LYTVA_16565
OG0002454	CAPO305157	LYTVA_24519
OG0002476	CAPO307617	LYTVA_18571, LYTVA_29232
OG0002484	CAPO305360	LYTVA_10602
OG0002486	CAPO303598	LYTVA_12364
OG0002492	CAPO305743	LYTVA_04881, LYTVA_20142, LYTVA_20143
OG0002494	CAPO307620	LYTVA_08528, LYTVA_06135
OG0002495	CAPO306559	LYTVA_15838
OG0002496	CAPO300997	LYTVA_22706
OG0002497	CAPO301629	LYTVA_20099, LYTVA_19407, LYTVA_09946
OG0002499	CAPO308309	LYTVA_01816, LYTVA_19380, LYTVA_19376
OG0002500	CAPO305159	LYTVA_12795, LYTVA_02797
OG0002501	CAPO305150	LYTVA_00679
OG0002502	CAPO304947	LYTVA_10650, LYTVA_26587, LYTVA_20831, LYTVA_07010
OG0002503	CAPO301024	LYTVA_01746
OG0002505	CAPO302692	LYTVA_15145
OG0002506	CAPO301029	LYTVA_27085
OG0002507	CAPO303215	LYTVA_16175
OG0002509	CAPO305905, CAPO306732	LYTVA_12179, LYTVA_25437
OG0002510	CAPO305793	LYTVA_28382, LYTVA_12781
OG0002511	CAPO303146	LYTVA_00911
OG0002518	CAPO304200	LYTVA_09891
OG0002519	CAPO302874	LYTVA_16385
OG0002523	CAPO301008	LYTVA_00333
OG0002526	CAPO303145	LYTVA_27159
OG0002527	CAPO306066	LYTVA_12191
OG0002528	CAPO301891	LYTVA_05185
OG0002531	CAPO304673	LYTVA_02490
OG0002532	CAPO307265	LYTVA_10842
OG0002533	CAPO302353	LYTVA_10911
OG0002534	CAPO302248	LYTVA_28779
OG0002539	CAPO305908	LYTVA_03780, LYTVA_22809, LYTVA_22808
OG0002542	CAPO300062	LYTVA_22878
OG0002543	CAPO306889, CAPO301493	LYTVA_05546, LYTVA_29378
OG0002548	CAPO303502	LYTVA_15314
OG0002555	CAPO301095	LYTVA_03125
OG0002557	CAPO302757	LYTVA_11893
OG0002558	CAPO301820	LYTVA_13215
OG0002559	CAPO306363	LYTVA_29204
OG0002561	CAPO306761	LYTVA_06324
OG0002562	CAPO305283	LYTVA_23408
OG0002563	CAPO307417	LYTVA_28180
OG0002564	CAPO307297	LYTVA_01413
OG0002566	CAPO303827	LYTVA_29203
OG0002567	CAPO304319	LYTVA_24506, LYTVA_23645, LYTVA_10741
OG0002569	CAPO306658	LYTVA_26769
OG0002570	CAPO307215	LYTVA_08742, LYTVA_21570
OG0002587	CAPO300512	LYTVA_01204
OG0002589	CAPO302447	LYTVA_21773
OG0002592	CAPO300278	LYTVA_23598, LYTVA_03295, LYTVA_21866
OG0002594	CAPO304177	LYTVA_09902
OG0002598	CAPO300566	LYTVA_19110
OG0002599	CAPO303706	LYTVA_04514
OG0002600	CAPO305861	LYTVA_24902
OG0002601	CAPO300675	LYTVA_13096, LYTVA_21392
OG0002602	CAPO303637	LYTVA_25365
OG0002603	CAPO302609	LYTVA_08075, LYTVA_08072, LYTVA_13249
OG0002605	CAPO303522	LYTVA_01282
OG0002608	CAPO303192	LYTVA_13159
OG0002609	CAPO304999	LYTVA_01416
OG0002610	CAPO307043	LYTVA_11229
OG0002611	CAPO302425	LYTVA_04155
OG0002620	CAPO300598	LYTVA_00427
OG0002621	CAPO305708, CAPO305709, CAPO305858	LYTVA_12838, LYTVA_23317
OG0002624	CAPO307642	LYTVA_03682
OG0002629	CAPO306781	LYTVA_00974
OG0002630	CAPO300618	LYTVA_23635
OG0002631	CAPO302228	LYTVA_01421, LYTVA_05487, LYTVA_25207, LYTVA_21771
OG0002632	CAPO301605	LYTVA_05249
OG0002633	CAPO301845	LYTVA_24405
OG0002634	CAPO303763	LYTVA_07550, LYTVA_15801
OG0002636	CAPO302443	LYTVA_13092, LYTVA_12071
OG0002638	CAPO302461, CAPO301720	LYTVA_23794, LYTVA_24615
OG0002642	CAPO302887	LYTVA_25328
OG0002643	CAPO305403	LYTVA_22934
OG0002644	CAPO300686	LYTVA_00752
OG0002645	CAPO302012	LYTVA_24176, LYTVA_23649, LYTVA_19152
OG0002646	CAPO300302	LYTVA_13560, LYTVA_13618
OG0002651	CAPO307502	LYTVA_11913, LYTVA_10914
OG0002652	CAPO305413	LYTVA_14696, LYTVA_00100
OG0002656	CAPO301386	LYTVA_17513
OG0002657	CAPO301921	LYTVA_21608
OG0002659	CAPO302308	LYTVA_20057
OG0002661	CAPO300165	LYTVA_14026, LYTVA_08616, LYTVA_11094, LYTVA_08264
OG0002662	CAPO307949	LYTVA_25032, LYTVA_29138
OG0002663	CAPO308163	LYTVA_04732
OG0002665	CAPO307055	LYTVA_28316
OG0002666	CAPO308350	LYTVA_04715
OG0002668	CAPO301754	LYTVA_18089, LYTVA_00341
OG0002669	CAPO301762	LYTVA_07024, LYTVA_27272
OG0002672	CAPO307527	LYTVA_27785
OG0002677	CAPO303005	LYTVA_05849
OG0002682	CAPO301064	LYTVA_22194
OG0002705	CAPO303959	LYTVA_29948
OG0002706	CAPO306125	LYTVA_18828, LYTVA_18829, LYTVA_18105
OG0002708	CAPO306708	LYTVA_06941
OG0002710	CAPO301641	LYTVA_03429, LYTVA_24271
OG0002716	CAPO302306	LYTVA_24542, LYTVA_06979
OG0002717	CAPO307873	LYTVA_09780
OG0002718	CAPO306705	LYTVA_17119, LYTVA_10644, LYTVA_22419
OG0002720	CAPO304077	LYTVA_16984, LYTVA_04741
OG0002722	CAPO300697	LYTVA_27149
OG0002726	CAPO303092	LYTVA_12627
OG0002728	CAPO304582	LYTVA_17577, LYTVA_17564, LYTVA_17578
OG0002730	CAPO300185	LYTVA_25085, LYTVA_25902
OG0002731	CAPO304916	LYTVA_14020
OG0002732	CAPO305751	LYTVA_28855
OG0002736	CAPO302364	LYTVA_21231
OG0002739	CAPO303462	LYTVA_03350, LYTVA_16185
OG0002741	CAPO305001	LYTVA_08147
OG0002743	CAPO305659	LYTVA_20017, LYTVA_29489
OG0002744	CAPO307532	LYTVA_13350, LYTVA_17646
OG0002745	CAPO302960	LYTVA_23293
OG0002746	CAPO301404	LYTVA_01662
OG0002747	CAPO308121	LYTVA_07301, LYTVA_06613
OG0002749	CAPO305516	LYTVA_13617
OG0002750	CAPO305820	LYTVA_11674
OG0002751	CAPO300590	LYTVA_09851
OG0002752	CAPO306571	LYTVA_13590, LYTVA_16228
OG0002755	CAPO303504	LYTVA_22169, LYTVA_22170, LYTVA_22722
OG0002756	CAPO302206	LYTVA_16840
OG0002757	CAPO301022	LYTVA_12178, LYTVA_25439
OG0002758	CAPO302892, CAPO307678	LYTVA_20249
OG0002760	CAPO306120	LYTVA_26292, LYTVA_13642
OG0002764	CAPO300451	LYTVA_12077
OG0002765	CAPO307679	LYTVA_13397, LYTVA_07528
OG0002766	CAPO300475	LYTVA_02144, LYTVA_02143, LYTVA_11825
OG0002767	CAPO302818	LYTVA_15615
OG0002770	CAPO300723	LYTVA_16373, LYTVA_09840
OG0002771	CAPO307480	LYTVA_30010
OG0002772	CAPO301657	LYTVA_07041, LYTVA_20067
OG0002773	CAPO300783	LYTVA_17377
OG0002774	CAPO301900	LYTVA_02098, LYTVA_29513
OG0002776	CAPO300785	LYTVA_03062
OG0002777	CAPO303340	LYTVA_15704
OG0002779	CAPO306710	LYTVA_13462, LYTVA_13292
OG0002780	CAPO306806	LYTVA_15420, LYTVA_07675
OG0002782	CAPO301842	LYTVA_01104
OG0002785	CAPO300520	LYTVA_29142
OG0002788	CAPO304831	LYTVA_12524, LYTVA_24529
OG0002790	CAPO302263	LYTVA_12236
OG0002793	CAPO305498	LYTVA_11186
OG0002799	CAPO301814	LYTVA_23324
OG0002815	CAPO305247	LYTVA_29630, LYTVA_08058
OG0002816	CAPO300822	LYTVA_20661
OG0002817	CAPO305631	LYTVA_20180
OG0002818	CAPO300344	LYTVA_21907
OG0002822	CAPO300505	LYTVA_29897, LYTVA_29899
OG0002824	CAPO304804	LYTVA_03461
OG0002825	CAPO303958	LYTVA_02222
OG0002826	CAPO305161	LYTVA_08491
OG0002827	CAPO302357	LYTVA_10087
OG0002828	CAPO302033	LYTVA_14096
OG0002831	CAPO303454	LYTVA_17877, LYTVA_02081
OG0002833	CAPO302961	LYTVA_05904, LYTVA_21505
OG0002835	CAPO306542	LYTVA_03279
OG0002836	CAPO301463	LYTVA_12076
OG0002837	CAPO304096	LYTVA_04424
OG0002839	CAPO302420	LYTVA_09274
OG0002841	CAPO302293	LYTVA_19615
OG0002842	CAPO300353	LYTVA_15541, LYTVA_05573
OG0002843	CAPO300339	LYTVA_17224, LYTVA_25426
OG0002844	CAPO306381, CAPO305443	LYTVA_02450
OG0002845	CAPO305717	LYTVA_22312
OG0002847	CAPO307024	LYTVA_05132
OG0002848	CAPO306888	LYTVA_10965
OG0002850	CAPO305439	LYTVA_06458, LYTVA_21372
OG0002851	CAPO304239	LYTVA_07801
OG0002858	CAPO302020	LYTVA_16979
OG0002860	CAPO304305	LYTVA_06421, LYTVA_06422
OG0002864	CAPO303007	LYTVA_14853
OG0002865	CAPO302058	LYTVA_14700
OG0002866	CAPO307089	LYTVA_01160
OG0002868	CAPO307730	LYTVA_00591, LYTVA_06070
