Orthogroup	CAPO3	HUMAN
OG0003381	CAPO300841	HUMAN06188
OG0003382	CAPO302262	HUMAN19968, HUMAN01608
OG0003383	CAPO305778	HUMAN12827, HUMAN18154, HUMAN18153
OG0003384	CAPO306617	HUMAN03513, HUMAN27736
OG0003386	CAPO300917	HUMAN05900, HUMAN05902, HUMAN05903
OG0003388	CAPO302657, CAPO304459, CAPO302957	HUMAN03392
OG0003391	CAPO301846	HUMAN08974, HUMAN08975, HUMAN08976
OG0003392	CAPO304278	HUMAN13559, HUMAN10151
OG0003393	CAPO304102	HUMAN04338
OG0003419	CAPO301040	HUMAN02012
OG0003421	CAPO300028	HUMAN23071
OG0003422	CAPO300121	HUMAN07007, HUMAN07008
OG0003424	CAPO307323	HUMAN10759, HUMAN10760
OG0003425	CAPO304371	HUMAN23668, HUMAN23669
OG0003426	CAPO301532	HUMAN04822, HUMAN04821
OG0003428	CAPO300586	HUMAN22929
OG0003429	CAPO307638	HUMAN24947
OG0003430	CAPO305848	HUMAN15764, HUMAN02017
OG0003431	CAPO308284	HUMAN06475, HUMAN02186
OG0003434	CAPO303572	HUMAN20686
OG0003435	CAPO300552	HUMAN08411
OG0003443	CAPO306901, CAPO306924	HUMAN25588, HUMAN08555
OG0003447	CAPO304621, CAPO305856	HUMAN26881
OG0003448	CAPO305307	HUMAN28046, HUMAN15205, HUMAN28047
OG0003449	CAPO304421	HUMAN27781
OG0003450	CAPO304313	HUMAN12088, HUMAN12087, HUMAN12089
OG0003451	CAPO302760	HUMAN21236
OG0003453	CAPO304718	HUMAN07081, HUMAN07082
OG0003454	CAPO305798	HUMAN12804, HUMAN12803, HUMAN02907
OG0003455	CAPO300221	HUMAN20526, HUMAN01754
OG0003456	CAPO305023	HUMAN13016, HUMAN25940
OG0003457	CAPO307022	HUMAN27789, HUMAN16567
OG0003458	CAPO301287	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212
OG0003459	CAPO304210	HUMAN16899, HUMAN08550
OG0003461	CAPO304469	HUMAN24927, HUMAN24928
OG0003462	CAPO306452	HUMAN14650, HUMAN14651, HUMAN14649
OG0003464	CAPO306136	HUMAN25957
OG0003465	CAPO307530	HUMAN29422, HUMAN29421
OG0003467	CAPO306150	HUMAN28399
OG0003471	CAPO304216	HUMAN16952, HUMAN16950, HUMAN16951, HUMAN16953
OG0003475	CAPO307501	HUMAN21366
OG0003476	CAPO306987	HUMAN02837
OG0003477	CAPO308122	HUMAN25241
OG0003478	CAPO300139	HUMAN08716, HUMAN08715
OG0003479	CAPO302288	HUMAN02334, HUMAN20427
OG0003480	CAPO303582	HUMAN13707, HUMAN13705
OG0003483	CAPO305509	HUMAN02672
OG0003486	CAPO304249	HUMAN25368
OG0003487	CAPO300925	HUMAN01641, HUMAN01639
OG0003489	CAPO305291	HUMAN00472, HUMAN25219
OG0003491	CAPO304911	HUMAN18345, HUMAN07660
OG0003492	CAPO306303	HUMAN17154, HUMAN03405
OG0003493	CAPO306533	HUMAN01078
OG0003497	CAPO305660	HUMAN05604
OG0003498	CAPO306898	HUMAN22332, HUMAN22333
OG0003499	CAPO301160	HUMAN15248, HUMAN15247, HUMAN15246
OG0003500	CAPO304927	HUMAN17492, HUMAN09263
OG0003501	CAPO303209	HUMAN14260, HUMAN14259, HUMAN14258
OG0003502	CAPO306906	HUMAN26410, HUMAN26411
OG0003503	CAPO307158	HUMAN13541
OG0003504	CAPO304351	HUMAN13209, HUMAN13210
OG0003505	CAPO305207	HUMAN11145
OG0003506	CAPO302826	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460
OG0003507	CAPO303307	HUMAN14251, HUMAN00947, HUMAN14250
OG0003508	CAPO307911	HUMAN20681, HUMAN17821
OG0003509	CAPO305689	HUMAN11891
OG0003511	CAPO307348, CAPO308352	HUMAN23502
OG0003512	CAPO303631, CAPO302677, CAPO302168	HUMAN07246, HUMAN07245
OG0003515	CAPO307211	HUMAN07599, HUMAN22879
OG0003518	CAPO307641	HUMAN14108
OG0003519	CAPO307608	HUMAN20557, HUMAN20556, HUMAN20554
OG0003522	CAPO306659	HUMAN25338
OG0003523	CAPO304976	HUMAN21871, HUMAN21873
OG0003525	CAPO305089	HUMAN07937
OG0003528	CAPO306484	HUMAN07458
OG0003531	CAPO300308	HUMAN09342, HUMAN04724
OG0003532	CAPO303744	HUMAN17410
OG0003533	CAPO301327	HUMAN21080, HUMAN21079
OG0003537	CAPO301555	HUMAN22131, HUMAN22130
OG0003538	CAPO301093	HUMAN03691
OG0003539	CAPO300449	HUMAN27654
OG0003541	CAPO300603	HUMAN11651, HUMAN11648
OG0003543	CAPO301989	HUMAN15202, HUMAN28052
OG0003544	CAPO300418	HUMAN00617, HUMAN00616
OG0003546	CAPO303583	HUMAN29089, HUMAN02169
OG0003547	CAPO308031	HUMAN03917
OG0003550	CAPO300137	HUMAN26578, HUMAN17867
OG0003551	CAPO308286	HUMAN29004, HUMAN14799, HUMAN29003
OG0003552	CAPO307114	HUMAN01497
OG0003554	CAPO301001	HUMAN03429
OG0003556	CAPO302339	HUMAN19312
OG0003557	CAPO306086	HUMAN27746, HUMAN27748, HUMAN03307
OG0003561	CAPO301198	HUMAN25470, HUMAN07496
OG0003562	CAPO303388	HUMAN18584, HUMAN18585, HUMAN28168
OG0003563	CAPO300808, CAPO301102	HUMAN10685
OG0003564	CAPO300720	HUMAN17366, HUMAN24302
OG0003566	CAPO300164	HUMAN04196, HUMAN24973
OG0003567	CAPO307296	HUMAN10488
OG0003568	CAPO303992	HUMAN07271, HUMAN07272
OG0003569	CAPO306390	HUMAN07054, HUMAN02397
OG0003570	CAPO305849	HUMAN02027, HUMAN02024, HUMAN02025, HUMAN02026
OG0003573	CAPO300904	HUMAN10776, HUMAN10871, HUMAN10813, HUMAN10775
OG0003577	CAPO306764	HUMAN29012
OG0003578	CAPO307426	HUMAN20028, HUMAN20029
OG0003579	CAPO300766	HUMAN26278, HUMAN22725, HUMAN26279
OG0003581	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177	HUMAN04085
OG0003582	CAPO302819	HUMAN29836, HUMAN02330
OG0003599	CAPO301420	HUMAN13888, HUMAN13887
OG0003600	CAPO305414	HUMAN15217
OG0003603	CAPO304465, CAPO303258	HUMAN13248, HUMAN13249
OG0003607	CAPO301867	HUMAN02686
OG0003610	CAPO302401	HUMAN16758, HUMAN16759
OG0003611	CAPO306320	HUMAN24173
OG0003612	CAPO304993	HUMAN24816
OG0003613	CAPO305029	HUMAN20927, HUMAN11439
OG0003617	CAPO306844, CAPO301490	HUMAN21414
OG0003618	CAPO302109	HUMAN27888, HUMAN27890
OG0003619	CAPO304837	HUMAN30124, HUMAN23959
OG0003620	CAPO306673	HUMAN00039, HUMAN00038, HUMAN00040, HUMAN00037
OG0003621	CAPO302199	HUMAN05310, HUMAN05311
OG0003622	CAPO305075	HUMAN18690
OG0003624	CAPO303633	HUMAN28864
OG0003630	CAPO308012	HUMAN10764, HUMAN10786
OG0003631	CAPO303610	HUMAN24131
OG0003633	CAPO300056	HUMAN05293
OG0003635	CAPO308133	HUMAN30608, HUMAN30607
OG0003638	CAPO305555	HUMAN08782
OG0003640	CAPO301244	HUMAN13431, HUMAN17671
OG0003641	CAPO300746	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226
OG0003644	CAPO304835	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284
OG0003645	CAPO307108	HUMAN12127, HUMAN12130, HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128
OG0003646	CAPO304914	HUMAN09524
OG0003648	CAPO302617	HUMAN16787, HUMAN16788, HUMAN16789
OG0003649	CAPO301930	HUMAN14411
OG0003650	CAPO306633	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277
OG0003651	CAPO305370	HUMAN18587, HUMAN27840
OG0003652	CAPO300427	HUMAN05434, HUMAN25517
OG0003655	CAPO303553	HUMAN25720, HUMAN07525
OG0003656	CAPO301350	HUMAN09498, HUMAN09499, HUMAN01632
OG0003657	CAPO305783	HUMAN17897
OG0003658	CAPO303162	HUMAN26110, HUMAN26109
OG0003661	CAPO300815	HUMAN06668
OG0003664	CAPO305504	HUMAN12052
OG0003666	CAPO300690	HUMAN29133, HUMAN02252
OG0003667	CAPO303859	HUMAN19771
OG0003668	CAPO300260	HUMAN30167, HUMAN09900, HUMAN09899
OG0003669	CAPO305883	HUMAN29028
OG0003671	CAPO308173	HUMAN03501, HUMAN24226
OG0003672	CAPO300582	HUMAN12138
OG0003676	CAPO304948	HUMAN29262
OG0003677	CAPO300011	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514
OG0003679	CAPO304696	HUMAN21403, HUMAN02922
OG0003680	CAPO300884	HUMAN06616, HUMAN18004, HUMAN18005
OG0003682	CAPO302793	HUMAN02555
OG0003682	CAPO301860	HUMAN02554
OG0003684	CAPO302734	HUMAN14029, HUMAN14028
OG0003685	CAPO305996	HUMAN28658, HUMAN09512
OG0003686	CAPO302144	HUMAN11096
OG0003687	CAPO301501	HUMAN06582, HUMAN12545, HUMAN17984
OG0003688	CAPO307252	HUMAN00391, HUMAN00390
OG0003689	CAPO301215	HUMAN12564, HUMAN17888
OG0003690	CAPO307478	HUMAN08255, HUMAN08254, HUMAN08253
OG0003693	CAPO302269	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038
OG0003694	CAPO307654	HUMAN01597
OG0003695	CAPO303363	HUMAN29320, HUMAN28471
OG0003696	CAPO304903	HUMAN26795
OG0003697	CAPO307718	HUMAN13631
OG0003698	CAPO306302	HUMAN03524, HUMAN27578
OG0003700	CAPO304411	HUMAN10461, HUMAN13432, HUMAN13433
OG0003703	CAPO305764	HUMAN04604, HUMAN09417, HUMAN09419, HUMAN09418
OG0003704	CAPO308213	HUMAN14829, HUMAN01005
OG0003710	CAPO301647	HUMAN29654, HUMAN22687
OG0003712	CAPO300556	HUMAN20248, HUMAN10482
OG0003713	CAPO306178	HUMAN02247, HUMAN02248
OG0003716	CAPO303976	HUMAN21975
OG0003717	CAPO306282	HUMAN00711, HUMAN24583
OG0003718	CAPO307310	HUMAN18082
OG0003719	CAPO300227	HUMAN01524
OG0003720	CAPO300371	HUMAN02239, HUMAN24894
OG0003721	CAPO300976, CAPO300975	HUMAN08875, HUMAN04841
OG0003722	CAPO300031	HUMAN01183, HUMAN29299
OG0003724	CAPO308007	HUMAN00259
OG0003724	CAPO307589	HUMAN00260
OG0003729	CAPO307394	HUMAN17750
OG0003730	CAPO305074	HUMAN03774
OG0003731	CAPO304053	HUMAN14612, HUMAN14611
OG0003732	CAPO306498	HUMAN17458
OG0003733	CAPO305671	HUMAN28575
OG0003734	CAPO305564	HUMAN29356, HUMAN29355
OG0003735	CAPO308150	HUMAN05438, HUMAN05437
OG0003738	CAPO304238	HUMAN12341
OG0003739	CAPO300467	HUMAN17673
OG0003740	CAPO307238	HUMAN04216, HUMAN04217
OG0003741	CAPO305770	HUMAN15538
OG0003742	CAPO303080	HUMAN26023, HUMAN06690, HUMAN06689
OG0003743	CAPO302360	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085
OG0003744	CAPO306491	HUMAN29944, HUMAN20993, HUMAN20992
OG0003745	CAPO307585	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744
OG0003749	CAPO306992	HUMAN06179
OG0003750	CAPO304840	HUMAN18942, HUMAN18943
OG0003752	CAPO306304	HUMAN28947, HUMAN09871
OG0003754	CAPO305643	HUMAN04680, HUMAN06799
OG0003755	CAPO300113	HUMAN13092
OG0003756	CAPO307901	HUMAN11263
OG0003758	CAPO308214	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528
OG0003759	CAPO307476	HUMAN11801, HUMAN24876
OG0003760	CAPO304944	HUMAN13770, HUMAN13772, HUMAN13771, HUMAN16625, HUMAN16624
OG0003761	CAPO301690	HUMAN09889, HUMAN28585
OG0003762	CAPO303010	HUMAN13397, HUMAN10438, HUMAN10436, HUMAN10437, HUMAN10440
OG0003764	CAPO300879	HUMAN13587, HUMAN13588
OG0003767	CAPO301363	HUMAN28071, HUMAN28072
OG0003769	CAPO305668	HUMAN08202
OG0003770	CAPO300865, CAPO305387	HUMAN05135, HUMAN05134
OG0003771	CAPO300755	HUMAN13368, HUMAN13367, HUMAN20264, HUMAN13369
OG0003773	CAPO301706	HUMAN10264, HUMAN12965
OG0003776	CAPO306521	HUMAN19372, HUMAN19371
OG0003778	CAPO302558	HUMAN16925, HUMAN19684, HUMAN19685
OG0003779	CAPO304919	HUMAN11974
OG0003781	CAPO307368	HUMAN22177, HUMAN03631, HUMAN03630, HUMAN03632
OG0003798	CAPO300229	HUMAN17950, HUMAN06536
OG0003803	CAPO307540	HUMAN02236
OG0003806	CAPO304817	HUMAN10280
OG0003807	CAPO308021	HUMAN10606, HUMAN10605
OG0003808	CAPO308095	HUMAN00688, HUMAN00686
OG0003809	CAPO306197	HUMAN22691
OG0003811	CAPO302863	HUMAN22421, HUMAN22419
OG0003812	CAPO300349	HUMAN29819
OG0003813	CAPO305053	HUMAN22627, HUMAN18665
OG0003818	CAPO306945	HUMAN07697
OG0003820	CAPO302724	HUMAN28538, HUMAN28537
OG0003823	CAPO305304	HUMAN18565, HUMAN16630, HUMAN16629, HUMAN28229
OG0003824	CAPO300109	HUMAN27737
OG0003826	CAPO303948	HUMAN11781
OG0003827	CAPO302156	HUMAN01147
OG0003828	CAPO304442	HUMAN29062
OG0003829	CAPO304825	HUMAN01266
OG0003831	CAPO301320	HUMAN22335
OG0003833	CAPO305448	HUMAN27613
OG0003834	CAPO307203	HUMAN14036, HUMAN11315
OG0003835	CAPO300102	HUMAN16694
OG0003836	CAPO301610	HUMAN22326, HUMAN24116
OG0003837	CAPO304430	HUMAN13331
OG0003838	CAPO304061, CAPO304064	HUMAN07732, HUMAN07731, HUMAN22348
OG0003839	CAPO300238, CAPO301543, CAPO307066	HUMAN02039
OG0003840	CAPO300299	HUMAN09600, HUMAN01591, HUMAN09601
OG0003843	CAPO301582	HUMAN17036
OG0003844	CAPO306235	HUMAN28532
OG0003845	CAPO302000	HUMAN13124
OG0003846	CAPO300905	HUMAN27511, HUMAN17115, HUMAN27512, HUMAN17116
OG0003847	CAPO301495	HUMAN12497
OG0003848	CAPO305229, CAPO305228	HUMAN02199
OG0003850	CAPO306458	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535
OG0003851	CAPO301154	HUMAN02980, HUMAN02979
OG0003852	CAPO302241	HUMAN10038, HUMAN10035, HUMAN23688, HUMAN10036
OG0003853	CAPO308238	HUMAN25110, HUMAN25109
OG0003854	CAPO306385	HUMAN15026, HUMAN15025, HUMAN15024, HUMAN15023, HUMAN10092, HUMAN10091
OG0003855	CAPO304198	HUMAN01644, HUMAN01643
OG0003856	CAPO308004	HUMAN20705
OG0003857	CAPO302185	HUMAN10555
OG0003858	CAPO300728	HUMAN25115
OG0003859	CAPO306990	HUMAN16756, HUMAN16757, HUMAN16755
OG0003860	CAPO303899	HUMAN02815, HUMAN02817, HUMAN02816, HUMAN02814
OG0003861	CAPO302754	HUMAN19469
OG0003863	CAPO300200	HUMAN03803, HUMAN03804
OG0003864	CAPO300087	HUMAN15578, HUMAN15577
OG0003865	CAPO304904	HUMAN21906, HUMAN06498
OG0003866	CAPO302683	HUMAN29685, HUMAN05999, HUMAN29686
OG0003867	CAPO301767	HUMAN26780
OG0003868	CAPO306848	HUMAN14809, HUMAN02201
OG0003869	CAPO307094	HUMAN12692
OG0003870	CAPO305132	HUMAN16081, HUMAN16083, HUMAN16082
OG0003872	CAPO300319	HUMAN19735
OG0003873	CAPO305775	HUMAN02732
OG0003875	CAPO303382	HUMAN04342
OG0003876	CAPO307728	HUMAN28953, HUMAN28954
OG0003878	CAPO308329	HUMAN01357, HUMAN01358
OG0003881	CAPO303685	HUMAN00160
OG0003886	CAPO304109	HUMAN12711, HUMAN02704
OG0003887	CAPO307036	HUMAN01579
OG0003888	CAPO302764	HUMAN19589, HUMAN19338
OG0003890	CAPO304707	HUMAN17103, HUMAN24051
OG0003892	CAPO307708	HUMAN02849, HUMAN02848
OG0003893	CAPO300022	HUMAN17502
OG0003894	CAPO302778	HUMAN29298
OG0003897	CAPO303759	HUMAN18373, HUMAN18372
OG0003898	CAPO307893, CAPO307749, CAPO306069	HUMAN21809, HUMAN21810
OG0003899	CAPO300674	HUMAN28708, HUMAN28709
OG0003900	CAPO301714	HUMAN04893, HUMAN04894, HUMAN04892
OG0003901	CAPO301256	HUMAN25158, HUMAN00514
OG0003903	CAPO305736	HUMAN22257
OG0003904	CAPO305947	HUMAN14015, HUMAN09983, HUMAN09982, HUMAN09984
OG0003906	CAPO301369	HUMAN14951
OG0003908	CAPO301425	HUMAN22926
OG0003908	CAPO308216	HUMAN06953, HUMAN06952, HUMAN06951
OG0003909	CAPO301220	HUMAN16634
OG0003910	CAPO302786	HUMAN25500, HUMAN00726, HUMAN00725
OG0003911	CAPO305312	HUMAN18914, HUMAN18913
OG0003912	CAPO307896	HUMAN18812, HUMAN11530, HUMAN11531
OG0003913	CAPO306587	HUMAN22057
OG0003914	CAPO301224	HUMAN09921, HUMAN09922
OG0003915	CAPO304633	HUMAN07885, HUMAN30288
OG0003917	CAPO306797	HUMAN17384
OG0003920	CAPO301554	HUMAN00591, HUMAN00592
OG0003921	CAPO300430	HUMAN27803
OG0003922	CAPO304241	HUMAN21903, HUMAN21904
OG0003924	CAPO302790	HUMAN28661, HUMAN01820
OG0003925	CAPO301662	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565
OG0003926	CAPO303036	HUMAN00418
OG0003927	CAPO304671	HUMAN07340, HUMAN07339
OG0003929	CAPO303872	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587
OG0003930	CAPO301599	HUMAN06981, HUMAN06983
OG0003931	CAPO304399	HUMAN10525, HUMAN10524, HUMAN29902
OG0003934	CAPO301204	HUMAN16284
OG0003936	CAPO302163	HUMAN11264
OG0003938	CAPO305166	HUMAN16018
OG0003939	CAPO303853	HUMAN02684
OG0003942	CAPO300632	HUMAN25725
OG0003944	CAPO300493	HUMAN21868
OG0003945	CAPO300812	HUMAN05797, HUMAN05796, HUMAN24950
OG0003946	CAPO303843	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	CAPO306325	HUMAN22108, HUMAN27709
OG0003950	CAPO307097	HUMAN03842, HUMAN03843
OG0003954	CAPO304758	HUMAN28199, HUMAN16670
OG0003955	CAPO304097	HUMAN23068
OG0003959	CAPO304028	HUMAN29359
OG0003961	CAPO303890	HUMAN00898
OG0003965	CAPO302867	HUMAN00594, HUMAN00595, HUMAN00593
OG0003966	CAPO301181	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471
OG0003969	CAPO304197	HUMAN08409
OG0003971	CAPO301852	HUMAN29506
OG0003972	CAPO308018	HUMAN19162
OG0003973	CAPO307513	HUMAN08329, HUMAN18737
OG0003998	CAPO305634	HUMAN17020
OG0003999	CAPO306327	HUMAN27197, HUMAN27199, HUMAN27198
OG0004000	CAPO302913	HUMAN20817
OG0004002	CAPO305544	HUMAN02677
OG0004005	CAPO305860	HUMAN16559
OG0004005	CAPO302213	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004007	CAPO308280	HUMAN28701
OG0004007	CAPO307105	HUMAN01069, HUMAN23295
OG0004009	CAPO305072	HUMAN22781, HUMAN03273
OG0004010	CAPO303524	HUMAN23360
OG0004012	CAPO308011	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	CAPO303473	HUMAN18181
OG0004015	CAPO305112	HUMAN01156
OG0004016	CAPO303609	HUMAN06482
OG0004017	CAPO308124	HUMAN10876
OG0004023	CAPO307204	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242
OG0004027	CAPO301145	HUMAN06638, HUMAN12722
OG0004031	CAPO306218	HUMAN15780
OG0004032	CAPO300291	HUMAN30274, HUMAN07906
OG0004033	CAPO304862	HUMAN02667
OG0004035	CAPO301995	HUMAN18569
OG0004037	CAPO306482	HUMAN18538, HUMAN18540
OG0004038	CAPO307927	HUMAN14761, HUMAN14760
OG0004041	CAPO306646	HUMAN18706
OG0004042	CAPO302696	HUMAN04449
OG0004044	CAPO300275	HUMAN20694
OG0004047	CAPO304083	HUMAN13570
OG0004048	CAPO304654	HUMAN22101, HUMAN22100
OG0004050	CAPO308116	HUMAN20375
OG0004053	CAPO301919	HUMAN04048, HUMAN29957, HUMAN28825, HUMAN01839
OG0004054	CAPO308277	HUMAN08335, HUMAN15782
OG0004056	CAPO306031	HUMAN23551, HUMAN21186
OG0004058	CAPO301904	HUMAN16633, HUMAN16632
OG0004059	CAPO301877	HUMAN15830, HUMAN15829
OG0004063	CAPO300628	HUMAN07941, HUMAN07942
OG0004064	CAPO304453	HUMAN18276, HUMAN18275
OG0004065	CAPO304029	HUMAN00215, HUMAN00216
OG0004067	CAPO301812	HUMAN18034
OG0004068	CAPO301030	HUMAN30035, HUMAN30649, HUMAN30612
OG0004069	CAPO307785	HUMAN28854, HUMAN09465, HUMAN09466
OG0004070	CAPO302894	HUMAN25913, HUMAN25912
OG0004071	CAPO306388	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079
OG0004072	CAPO305194	HUMAN13160
OG0004075	CAPO308024	HUMAN10663
OG0004076	CAPO307967	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162
OG0004079	CAPO300687	HUMAN22873
OG0004080	CAPO305236	HUMAN18253, HUMAN27257
OG0004081	CAPO301069	HUMAN18386
OG0004082	CAPO305460	HUMAN18511
OG0004083	CAPO304047	HUMAN08562
OG0004085	CAPO307782	HUMAN07816
OG0004090	CAPO304280	HUMAN06601
OG0004091	CAPO307795	HUMAN28496
OG0004092	CAPO301516	HUMAN26216, HUMAN12524
OG0004093	CAPO303612	HUMAN27002
OG0004094	CAPO306112	HUMAN29054
OG0004095	CAPO302216	HUMAN04244, HUMAN04243
OG0004096	CAPO306070	HUMAN02141
OG0004097	CAPO300790	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360
OG0004099	CAPO306437	HUMAN16085, HUMAN20170
OG0004100	CAPO306356	HUMAN06958
OG0004101	CAPO303749, CAPO302702	HUMAN12860
OG0004103	CAPO306700	HUMAN19037
OG0004104	CAPO303684	HUMAN14010
OG0004105	CAPO308098	HUMAN28120
OG0004106	CAPO303386	HUMAN00170, HUMAN00171, HUMAN00169
OG0004108	CAPO307282	HUMAN03070, HUMAN03126
OG0004110	CAPO300855	HUMAN23820, HUMAN03249
OG0004112	CAPO304610	HUMAN01822, HUMAN01821
OG0004113	CAPO305835	HUMAN20537
OG0004114	CAPO301854	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	CAPO306386	HUMAN21493
OG0004116	CAPO303186	HUMAN05608, HUMAN05607
OG0004118	CAPO306139	HUMAN26960, HUMAN26961
OG0004119	CAPO303741	HUMAN15237, HUMAN15236
OG0004120	CAPO303757	HUMAN03333
OG0004123	CAPO304624	HUMAN05602, HUMAN05601, HUMAN05600
OG0004124	CAPO302738	HUMAN19130, HUMAN27894
OG0004125	CAPO304359	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506, HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503
OG0004127	CAPO306895	HUMAN27924, HUMAN27923
OG0004130	CAPO307075	HUMAN01818
OG0004131	CAPO301925	HUMAN19907, HUMAN19906
OG0004133	CAPO305598	HUMAN18302, HUMAN07684
OG0004134	CAPO304433	HUMAN22443
OG0004136	CAPO307338	HUMAN02426, HUMAN02427
OG0004140	CAPO307995	HUMAN11430, HUMAN11431, HUMAN11429, HUMAN11428
OG0004142	CAPO300440	HUMAN14999
OG0004144	CAPO302917	HUMAN20558, HUMAN21379
OG0004148	CAPO301152	HUMAN12377
OG0004150	CAPO303497	HUMAN20664
OG0004151	CAPO307015	HUMAN11355, HUMAN11356
OG0004153	CAPO305022	HUMAN24084, HUMAN24083
OG0004154	CAPO308154	HUMAN16602
OG0004156	CAPO307556	HUMAN21442
OG0004158	CAPO302219	HUMAN17542, HUMAN27299
OG0004160	CAPO302118	HUMAN00868
OG0004164	CAPO306879	HUMAN03236, HUMAN23812, HUMAN23813
OG0004166	CAPO300703	HUMAN27687
OG0004167	CAPO305574	HUMAN04738, HUMAN04739
OG0004168	CAPO303881	HUMAN11718
OG0004169	CAPO302967	HUMAN13644
OG0004170	CAPO305320	HUMAN15967
OG0004171	CAPO305810	HUMAN15518
OG0004174	CAPO303644	HUMAN28907, HUMAN28908, HUMAN28909, HUMAN28911
OG0004176	CAPO304072	HUMAN22859, HUMAN22860
OG0004179	CAPO304392	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169
OG0004181	CAPO304353	HUMAN22409
OG0004182	CAPO305817	HUMAN19435
OG0004183	CAPO301817	HUMAN07292, HUMAN07291
OG0004184	CAPO302251	HUMAN02697
OG0004186	CAPO307615	HUMAN08997, HUMAN08995, HUMAN02715
OG0004187	CAPO301572	HUMAN11528, HUMAN08193, HUMAN08194
OG0004188	CAPO308209	HUMAN08423, HUMAN08422
OG0004198	CAPO302636	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752
OG0004215	CAPO307025	HUMAN12295, HUMAN12294, HUMAN12293
OG0004216	CAPO304745	HUMAN20287, HUMAN20288
OG0004217	CAPO300553	HUMAN22836
OG0004219	CAPO302642	HUMAN17843, HUMAN17842
OG0004222	CAPO307934	HUMAN08455
OG0004223	CAPO308310	HUMAN05025, HUMAN05023
OG0004226	CAPO301388	HUMAN08493
OG0004227	CAPO302252	HUMAN00825
OG0004228	CAPO303492	HUMAN27429
OG0004230	CAPO305821	HUMAN05582, HUMAN05583, HUMAN05581
OG0004231	CAPO300312	HUMAN13253
OG0004232	CAPO301443	HUMAN22434
OG0004235	CAPO306795	HUMAN12116, HUMAN12117
OG0004236	CAPO301760	HUMAN16992
OG0004237	CAPO301645	HUMAN22943
OG0004239	CAPO304082	HUMAN18995
OG0004240	CAPO301736	HUMAN18709, HUMAN04795
OG0004240	CAPO306948	HUMAN18710
OG0004241	CAPO304693	HUMAN07668
OG0004243	CAPO302349	HUMAN12837
OG0004245	CAPO301120	HUMAN03723, HUMAN03722, HUMAN07043
OG0004246	CAPO307710	HUMAN12879, HUMAN12881
OG0004247	CAPO306324	HUMAN05733
OG0004248	CAPO306807	HUMAN18975
OG0004249	CAPO302316	HUMAN22547, HUMAN22545, HUMAN22548, HUMAN22546
OG0004252	CAPO305536	HUMAN25401, HUMAN25402, HUMAN25400
OG0004254	CAPO304883	HUMAN27698
OG0004257	CAPO305171	HUMAN17628
OG0004258	CAPO301342	HUMAN19337, HUMAN19336, HUMAN19590
OG0004259	CAPO301048	HUMAN09749
OG0004261	CAPO305950	HUMAN13774
OG0004263	CAPO304844	HUMAN17547, HUMAN17546
OG0004269	CAPO308233	HUMAN03614, HUMAN03613
OG0004270	CAPO303791	HUMAN01652
OG0004271	CAPO303178	HUMAN26827
OG0004272	CAPO303743	HUMAN23571
OG0004273	CAPO300380	HUMAN12115, HUMAN12114
OG0004278	CAPO303739	HUMAN28639
OG0004280	CAPO302169	HUMAN13148
OG0004282	CAPO306035	HUMAN00466
OG0004283	CAPO301216	HUMAN22365
OG0004284	CAPO303039	HUMAN22289
OG0004285	CAPO306621	HUMAN24318, HUMAN24317, HUMAN24319
OG0004286	CAPO300246	HUMAN26392
OG0004287	CAPO305534	HUMAN08350
OG0004288	CAPO302203	HUMAN23255
OG0004289	CAPO307509	HUMAN08406
OG0004291	CAPO306696	HUMAN02664
