Orthogroup	CAPO3	HUMAN
OG0006993	CAPO305954	HUMAN18314, HUMAN18313
OG0006994	CAPO306564	HUMAN17956
OG0006995	CAPO306435	HUMAN20603
OG0006997	CAPO304873	HUMAN20334, HUMAN20333, HUMAN20332
OG0006998	CAPO301390	HUMAN13149
OG0006999	CAPO303913	HUMAN28121
OG0007001	CAPO305444	HUMAN06080
OG0007002	CAPO304225	HUMAN29202
OG0007003	CAPO302304	HUMAN15197
OG0007005	CAPO303654	HUMAN26374
OG0007007	CAPO302408	HUMAN05696, HUMAN05695
OG0007009	CAPO305960	HUMAN28810
OG0007010	CAPO301780	HUMAN22418
OG0007011	CAPO301128	HUMAN05430
OG0007012	CAPO304946	HUMAN22710
OG0007013	CAPO303300	HUMAN12055
OG0007015	CAPO305278	HUMAN19068
OG0007016	CAPO304972	HUMAN11135
OG0007017	CAPO301345	HUMAN26658
OG0007018	CAPO300889	HUMAN24153
OG0007019	CAPO304408	HUMAN13523, HUMAN13524
OG0007020	CAPO303562, CAPO308296	HUMAN17277, HUMAN17276
OG0007021	CAPO306622	HUMAN07675, HUMAN07676
OG0007022	CAPO303253	HUMAN17994
OG0007024	CAPO302054	HUMAN26989
OG0007025	CAPO302785	HUMAN13355, HUMAN13354
OG0007026	CAPO304159	HUMAN04469
OG0007029	CAPO302104	HUMAN02371
OG0007030	CAPO303845	HUMAN23013, HUMAN23012
OG0007032	CAPO304830	HUMAN19463
OG0007033	CAPO305180	HUMAN18746
OG0007034	CAPO306932	HUMAN06574, HUMAN06572, HUMAN06573
OG0007038	CAPO302068	HUMAN01446
OG0007040	CAPO306537	HUMAN30265
OG0007042	CAPO307996	HUMAN26067
OG0007043	CAPO305780	HUMAN03790
OG0007044	CAPO307221	HUMAN05262, HUMAN22902
OG0007045	CAPO305958	HUMAN00605
OG0007046	CAPO305591	HUMAN25422, HUMAN25421
OG0007047	CAPO305693	HUMAN24736
OG0007048	CAPO302164	HUMAN26613, HUMAN26612
OG0007049	CAPO305031	HUMAN11321, HUMAN11320
OG0007050	CAPO307898	HUMAN22442
OG0007055	CAPO304778	HUMAN19997
OG0007057	CAPO304630	HUMAN03899
OG0007058	CAPO301734, CAPO304572	HUMAN05676
OG0007059	CAPO303590, CAPO303318	HUMAN03647
OG0007061	CAPO305340	HUMAN03639
OG0007062	CAPO302545	HUMAN21701
OG0007063	CAPO308261	HUMAN15926
OG0007065	CAPO301537	HUMAN04174, HUMAN04175
OG0007068	CAPO307887	HUMAN22802, HUMAN22803
OG0007069	CAPO307200	HUMAN08305
OG0007071	CAPO301761	HUMAN01176
OG0007072	CAPO306160	HUMAN15242
OG0007073	CAPO302936	HUMAN18294
OG0007074	CAPO306910	HUMAN21855
OG0007076	CAPO300474	HUMAN06733
OG0007081	CAPO305760	HUMAN12784, HUMAN12785
OG0007084	CAPO307673	HUMAN28379
OG0007086	CAPO306079	HUMAN06730
OG0007089	CAPO300706	HUMAN05186, HUMAN05187
OG0007090	CAPO300368	HUMAN01309
OG0007091	CAPO304945	HUMAN00782
OG0007092	CAPO304498, CAPO305528	HUMAN08546
OG0007093	CAPO308175	HUMAN11063
OG0007094	CAPO301835	HUMAN08444
OG0007095	CAPO304293	HUMAN16273
OG0007097	CAPO302515	HUMAN07307, HUMAN07306, HUMAN07305
OG0007098	CAPO301993	HUMAN11106
OG0007099	CAPO304218	HUMAN02624
OG0007100	CAPO302645	HUMAN25052, HUMAN25051
OG0007105	CAPO303780	HUMAN17174
OG0007106	CAPO302226	HUMAN21445
OG0007112	CAPO303793	HUMAN09877
OG0007114	CAPO305243	HUMAN20779
OG0007118	CAPO306502	HUMAN25504
OG0007119	CAPO303656	HUMAN01099
OG0007121	CAPO305337	HUMAN25079
OG0007122	CAPO302728	HUMAN00210, HUMAN00211
OG0007124	CAPO307876	HUMAN17400, HUMAN17402, HUMAN17399
OG0007127	CAPO305077	HUMAN26224
OG0007128	CAPO303539	HUMAN13992, HUMAN13994
OG0007130	CAPO302224	HUMAN06959
OG0007131	CAPO304315	HUMAN23398
OG0007132	CAPO301608	HUMAN28401, HUMAN28402
OG0007133	CAPO305338	HUMAN23555
OG0007134	CAPO302517	HUMAN03574, HUMAN03575
OG0007137	CAPO303287	HUMAN15907
OG0007138	CAPO307436	HUMAN02269
OG0007139	CAPO302325	HUMAN24643
OG0007141	CAPO306130	HUMAN20130
OG0007143	CAPO307276	HUMAN16614
OG0007144	CAPO301797	HUMAN02639
OG0007145	CAPO305008	HUMAN13652
OG0007146	CAPO306800	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379
OG0007147	CAPO305032	HUMAN21018
OG0007150	CAPO304704	HUMAN11018
OG0007151	CAPO304299	HUMAN05431
OG0007154	CAPO302715	HUMAN08481
OG0007158	CAPO303011	HUMAN19159, HUMAN19160, HUMAN22170
OG0007160	CAPO301230	HUMAN10993
OG0007162	CAPO305815	HUMAN15310, HUMAN15307, HUMAN15308, HUMAN15309
OG0007163	CAPO306908	HUMAN01780
OG0007165	CAPO300764	HUMAN05594, HUMAN05595
OG0007166	CAPO301841	HUMAN04674, HUMAN04671, HUMAN04673
OG0007168	CAPO304836	HUMAN19655, HUMAN19656
OG0007173	CAPO305749, CAPO300679	HUMAN05355, HUMAN05354
OG0007174	CAPO304732	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951
OG0007175	CAPO300929	HUMAN04157
OG0007176	CAPO305825	HUMAN15324, HUMAN15323
OG0007178	CAPO306843	HUMAN02113
OG0007180	CAPO300869	HUMAN15073
OG0007181	CAPO302549	HUMAN30517
OG0007182	CAPO302258	HUMAN11844
OG0007183	CAPO303453	HUMAN25330
OG0007184	CAPO304626	HUMAN28058, HUMAN28057, HUMAN28055
OG0007186	CAPO306272	HUMAN12868
OG0007191	CAPO307327	HUMAN23393, HUMAN23394
OG0007192	CAPO307148	HUMAN17983
OG0007199	CAPO300510	HUMAN28098, HUMAN28097, HUMAN28099
OG0007201	CAPO305686	HUMAN24731, HUMAN24730
OG0007204	CAPO305874	HUMAN01107, HUMAN14619
OG0007208	CAPO306253	HUMAN28457
OG0007213	CAPO300546	HUMAN10182, HUMAN10184, HUMAN10183, HUMAN10180, HUMAN10181
OG0007248	CAPO305807	HUMAN13700
OG0007251	CAPO307515	HUMAN14332
OG0007254	CAPO300342	HUMAN02644
OG0007258	CAPO301895	HUMAN14003
OG0007261	CAPO306348	HUMAN28587
OG0007266	CAPO305560	HUMAN20046
OG0007269	CAPO305691	HUMAN16581, HUMAN16580, HUMAN16579
OG0007272	CAPO303817, CAPO303673	HUMAN00327
OG0007273	CAPO305134	HUMAN16012
OG0007276	CAPO301595	HUMAN28796
OG0007279	CAPO302557	HUMAN11856
OG0007281	CAPO304423	HUMAN25958
OG0007282	CAPO300960	HUMAN07231
OG0007283	CAPO304757	HUMAN12155
OG0007291	CAPO307621	HUMAN18973
OG0007292	CAPO302024	HUMAN15636
OG0007293	CAPO301970	HUMAN28207
OG0007297	CAPO305876	HUMAN29826, HUMAN29827
OG0007299	CAPO308254	HUMAN27718, HUMAN27719
OG0007300	CAPO301046	HUMAN26544
OG0007301	CAPO301996	HUMAN23169, HUMAN23170
OG0007302	CAPO307174	HUMAN09166
OG0007303	CAPO302064	HUMAN18735
OG0007304	CAPO306505	HUMAN16563, HUMAN16562, HUMAN16564
OG0007305	CAPO303443	HUMAN02006
OG0007307	CAPO304518, CAPO304185	HUMAN17065, HUMAN17066
OG0007309	CAPO300726	HUMAN17011
OG0007314	CAPO307151	HUMAN02534
OG0007317	CAPO306655	HUMAN17014
OG0007319	CAPO300742	HUMAN19188
OG0007320	CAPO300324	HUMAN09645
OG0007321	CAPO307651	HUMAN04956, HUMAN04955
OG0007322	CAPO301300	HUMAN29064
OG0007325	CAPO305675	HUMAN11525
OG0007326	CAPO304342	HUMAN09593
OG0007329	CAPO306408	HUMAN24733
OG0007330	CAPO300366	HUMAN05264
OG0007335	CAPO304929	HUMAN08862
OG0007336	CAPO304895	HUMAN00761
OG0007339	CAPO300192	HUMAN26218, HUMAN26219
OG0007341	CAPO300898	HUMAN25872
OG0007342	CAPO300397	HUMAN28838
OG0007343	CAPO305744	HUMAN14176, HUMAN14177
OG0007347	CAPO302872	HUMAN20415
OG0007348	CAPO307161	HUMAN07622, HUMAN07623
OG0007352	CAPO306052	HUMAN04641
OG0007353	CAPO302025	HUMAN11061, HUMAN11060
OG0007354	CAPO303485	HUMAN23192
OG0007355	CAPO307111	HUMAN28384
OG0007356	CAPO306331	HUMAN24980
OG0007357	CAPO304967	HUMAN11281
OG0007358	CAPO304741	HUMAN23692
OG0007361	CAPO305039	HUMAN01585, HUMAN01584
OG0007363	CAPO304834	HUMAN07700
OG0007364	CAPO303075	HUMAN20228
OG0007365	CAPO306500	HUMAN01007
OG0007366	CAPO305485	HUMAN15080, HUMAN15079
OG0007367	CAPO305088	HUMAN00909
OG0007368	CAPO305250	HUMAN04400
OG0007369	CAPO301140	HUMAN18172
OG0007369	CAPO300391	HUMAN18171
OG0007371	CAPO305453	HUMAN03496
OG0007372	CAPO307960	HUMAN15886
OG0007373	CAPO301099	HUMAN25169
OG0007376	CAPO302556	HUMAN27825, HUMAN27824, HUMAN27826
OG0007377	CAPO306927	HUMAN02116, HUMAN02117
OG0007378	CAPO307557	HUMAN11793, HUMAN11794, HUMAN11795
OG0007379	CAPO305130	HUMAN08973, HUMAN08972
OG0007380	CAPO300141	HUMAN13807
OG0007381	CAPO303646	HUMAN13546
OG0007382	CAPO305525	HUMAN19380
OG0007385	CAPO304120	HUMAN04317
OG0007387	CAPO304030	HUMAN29057
OG0007388	CAPO306166	HUMAN22118
OG0007391	CAPO304827	HUMAN05345
OG0007392	CAPO303501	HUMAN28583
OG0007393	CAPO301859	HUMAN08660
OG0007395	CAPO302788	HUMAN13460
OG0007396	CAPO302581	HUMAN11000
OG0007397	CAPO300434	HUMAN00870
OG0007399	CAPO306050	HUMAN16123
OG0007401	CAPO302124	HUMAN05484, HUMAN30125, HUMAN05483
OG0007402	CAPO306401	HUMAN10240, HUMAN10238
OG0007405	CAPO303800	HUMAN20387
OG0007407	CAPO306953	HUMAN03483
OG0007408	CAPO303491	HUMAN28141, HUMAN28142
OG0007409	CAPO305402	HUMAN25552
OG0007411	CAPO300699	HUMAN23662, HUMAN23663
OG0007412	CAPO302107	HUMAN17545
OG0007413	CAPO305882	HUMAN20818
OG0007414	CAPO300363	HUMAN01057
OG0007415	CAPO307758, CAPO301270	HUMAN12759
OG0007417	CAPO303652	HUMAN07346
OG0007418	CAPO300947	HUMAN13111, HUMAN13110
OG0007421	CAPO301566	HUMAN06697
OG0007422	CAPO301771	HUMAN08465
OG0007424	CAPO304349	HUMAN10237
OG0007425	CAPO303896	HUMAN06193
OG0007428	CAPO301768	HUMAN20678
OG0007431	CAPO304150	HUMAN26226
OG0007432	CAPO307504	HUMAN05575, HUMAN05574
OG0007433	CAPO307042	HUMAN04271
OG0007437	CAPO302606	HUMAN17137
OG0007439	CAPO300813	HUMAN16947
OG0007440	CAPO302516	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419
OG0007441	CAPO304615	HUMAN13782
OG0007442	CAPO308291	HUMAN00969
OG0007446	CAPO303088	HUMAN07376
OG0007447	CAPO301482	HUMAN22922
OG0007451	CAPO303173	HUMAN08166
OG0007455	CAPO303919	HUMAN29667
OG0007456	CAPO301020	HUMAN07199
OG0007457	CAPO302854	HUMAN09838
OG0007458	CAPO300350	HUMAN28978
OG0007459	CAPO304746	HUMAN16778
OG0007462	CAPO300088	HUMAN19637, HUMAN19636
OG0007463	CAPO300212	HUMAN06999
OG0007466	CAPO300471	HUMAN09405
OG0007470	CAPO304669	HUMAN00938, HUMAN00332, HUMAN00937
OG0007471	CAPO307438	HUMAN07932
OG0007472	CAPO302245	HUMAN23723
OG0007473	CAPO303433	HUMAN18188, HUMAN18186, HUMAN18187
OG0007476	CAPO303558	HUMAN14444
OG0007478	CAPO301266	HUMAN19940
OG0007480	CAPO306792	HUMAN03711
OG0007482	CAPO307266	HUMAN01581
OG0007483	CAPO300503	HUMAN25804
OG0007484	CAPO302421	HUMAN15505
OG0007488	CAPO308146	HUMAN24932
OG0007490	CAPO303421	HUMAN18581, HUMAN18580
OG0007491	CAPO304949	HUMAN10273
OG0007494	CAPO300105	HUMAN16086
OG0007496	CAPO306996	HUMAN21064
OG0007498	CAPO306301	HUMAN28184
OG0007499	CAPO302974	HUMAN04823
OG0007503	CAPO308251	HUMAN03266, HUMAN03263, HUMAN03264, HUMAN03265
OG0007508	CAPO306367	HUMAN29445
OG0007509	CAPO301428	HUMAN12458
OG0007510	CAPO303897	HUMAN00670, HUMAN00669
OG0007513	CAPO308263	HUMAN02838
OG0007515	CAPO300264	HUMAN25910
OG0007518	CAPO304172	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938
OG0007519	CAPO307472	HUMAN15216, HUMAN15215
OG0007524	CAPO306111	HUMAN26701, HUMAN30360
OG0007525	CAPO300836	HUMAN01310
OG0007527	CAPO306220	HUMAN14056, HUMAN14057
OG0007529	CAPO307735	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629
OG0007531	CAPO301562	HUMAN23525, HUMAN23527, HUMAN23526
OG0007541	CAPO301788	HUMAN02477
OG0007546	CAPO301193	HUMAN20275
OG0007550	CAPO301421, CAPO302720, CAPO300311, CAPO304075	HUMAN14033, HUMAN11371
OG0007582	CAPO305253	HUMAN23412, HUMAN23413, HUMAN23411
OG0007586	CAPO305648	HUMAN28828
OG0007588	CAPO306467	HUMAN05802, HUMAN05800
OG0007591	CAPO302671	HUMAN12931
OG0007594	CAPO307951	HUMAN28778, HUMAN28779, HUMAN28780
OG0007597	CAPO302699	HUMAN07406
OG0007601	CAPO303119	HUMAN12973
OG0007602	CAPO307324	HUMAN00917
OG0007603	CAPO301881	HUMAN11097
OG0007604	CAPO302471	HUMAN11462, HUMAN11463
OG0007606	CAPO303879	HUMAN16824, HUMAN16823
OG0007607	CAPO304420	HUMAN00121
OG0007611	CAPO300602	HUMAN08580
OG0007613	CAPO304725	HUMAN14918, HUMAN14919, HUMAN14917
OG0007614	CAPO307463	HUMAN11569, HUMAN11570, HUMAN11567
OG0007615	CAPO302208	HUMAN17636
OG0007616	CAPO305524	HUMAN16740
OG0007617	CAPO306965	HUMAN28528
OG0007619	CAPO307079	HUMAN21829
OG0007621	CAPO302700	HUMAN01027, HUMAN06000
OG0007622	CAPO304123	HUMAN21098
OG0007624	CAPO306507	HUMAN00744
OG0007629	CAPO306379	HUMAN23337
OG0007633	CAPO303133	HUMAN13873
OG0007634	CAPO301291	HUMAN22721
OG0007640	CAPO305938	HUMAN14964, HUMAN14963
OG0007646	CAPO303345	HUMAN29544
OG0007648	CAPO303467	HUMAN29977, HUMAN29976
OG0007649	CAPO300338	HUMAN01321
OG0007653	CAPO304087	HUMAN17027, HUMAN17025, HUMAN17026
OG0007656	CAPO306133	HUMAN02869
OG0007657	CAPO302526	HUMAN04204
OG0007660	CAPO308074	HUMAN02075
OG0007663	CAPO303269	HUMAN19568
OG0007666	CAPO302483	HUMAN10319
OG0007673	CAPO306691	HUMAN30108, HUMAN00583
OG0007674	CAPO307516	HUMAN08286
OG0007676	CAPO301687	HUMAN24899
OG0007677	CAPO302393	HUMAN29231, HUMAN29232
OG0007680	CAPO301892	HUMAN17909
OG0007685	CAPO307242	HUMAN18793
OG0007686	CAPO307006	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599
OG0007687	CAPO301616	HUMAN20268
OG0007690	CAPO306330	HUMAN27678
OG0007691	CAPO306763	HUMAN27822
OG0007692	CAPO304764	HUMAN02061
OG0007694	CAPO300777	HUMAN20746
OG0007698	CAPO302218	HUMAN29272
OG0007704	CAPO307102	HUMAN21558, HUMAN21556
OG0007708	CAPO302223	HUMAN06488
OG0007709	CAPO305895	HUMAN23750, HUMAN01625
OG0007712	CAPO301491	HUMAN03420
OG0007713	CAPO305624	HUMAN06586
OG0007714	CAPO301857	HUMAN30023
OG0007721	CAPO303794	HUMAN03623
OG0007722	CAPO300661	HUMAN03285
OG0007728	CAPO300608	HUMAN27883
OG0007729	CAPO302375	HUMAN11128, HUMAN11127
OG0007732	CAPO302232	HUMAN24163, HUMAN24162
OG0007739	CAPO306247	HUMAN01347
OG0007741	CAPO305702	HUMAN02503
OG0007744	CAPO302276	HUMAN26813, HUMAN26814
OG0007749	CAPO303871	HUMAN26822
OG0007751	CAPO306625	HUMAN17117, HUMAN17120
OG0007752	CAPO303736	HUMAN05362
OG0007754	CAPO307268	HUMAN21523
OG0007757	CAPO305840	HUMAN01101
OG0007758	CAPO302132	HUMAN29935
OG0007759	CAPO304951	HUMAN01276
OG0007760	CAPO305618, CAPO303194	HUMAN19195
OG0007765	CAPO302630	HUMAN26181, HUMAN26182
OG0007766	CAPO305894	HUMAN10522
OG0007767	CAPO304549	HUMAN17614
OG0007768	CAPO305420	HUMAN11819, HUMAN11818
OG0007769	CAPO301827	HUMAN10250
OG0007770	CAPO306211	HUMAN07204, HUMAN07203, HUMAN07205
OG0007771	CAPO302978	HUMAN06957
OG0007772	CAPO304662	HUMAN21301
OG0007773	CAPO302396	HUMAN22030
OG0007776	CAPO303389	HUMAN13908, HUMAN13907, HUMAN13906
OG0007781	CAPO301676	HUMAN02870
OG0007782	CAPO301686	HUMAN10939
OG0007783	CAPO302092	HUMAN10560
OG0007784	CAPO307704	HUMAN12802
OG0007786	CAPO302428	HUMAN18705
OG0007789	CAPO305782	HUMAN10825, HUMAN10824
OG0007791	CAPO305711	HUMAN00111
OG0007793	CAPO308075	HUMAN01140, HUMAN01141, HUMAN01142
OG0007794	CAPO300123	HUMAN07379, HUMAN07378
OG0007801	CAPO304268	HUMAN12139, HUMAN12140, HUMAN12141
OG0007802	CAPO304335, CAPO304333	HUMAN16301
OG0007803	CAPO301792	HUMAN17024
OG0007804	CAPO302116	HUMAN27359
OG0007807	CAPO300823	HUMAN03444
OG0007810	CAPO306480	HUMAN20972
OG0007811	CAPO303448	HUMAN21891
OG0007813	CAPO300842	HUMAN02512
OG0007816	CAPO300570	HUMAN00100, HUMAN00099
OG0007820	CAPO308148	HUMAN11761
OG0007823	CAPO300300	HUMAN03449
OG0007825	CAPO304573	HUMAN14274
OG0007827	CAPO305582	HUMAN16930, HUMAN16931, HUMAN16929
OG0007829	CAPO305400	HUMAN11339
OG0007830	CAPO300733	HUMAN01001
OG0007831	CAPO306309	HUMAN27771
OG0007832	CAPO301843	HUMAN08812
OG0007833	CAPO303972	HUMAN19927, HUMAN19926
OG0007835	CAPO300924	HUMAN23278
OG0007836	CAPO305319	HUMAN30213
OG0007838	CAPO305759	HUMAN19928
OG0007840	CAPO301709	HUMAN27820
OG0007849	CAPO306245	HUMAN08686
OG0007850	CAPO308200	HUMAN19514
OG0007852	CAPO305092	HUMAN20987
OG0007854	CAPO300573	HUMAN25144, HUMAN25143
OG0007858	CAPO306180	HUMAN27701, HUMAN27702
OG0007859	CAPO304922	HUMAN17826
OG0007866	CAPO307919	HUMAN13545, HUMAN13544
OG0007908	CAPO305292	HUMAN27841
OG0007913	CAPO303796	HUMAN09685
OG0007917	CAPO301739	HUMAN07728, HUMAN07729, HUMAN07730
OG0007918	CAPO306768	HUMAN24900, HUMAN24901
OG0007926	CAPO306159	HUMAN09355, HUMAN09356
OG0007929	CAPO305925	HUMAN14119, HUMAN14120
OG0007934	CAPO306627, CAPO304422	HUMAN21422
OG0007936	CAPO302586	HUMAN25545, HUMAN25542, HUMAN25541
OG0007941	CAPO303397	HUMAN10746, HUMAN10745
OG0007943	CAPO303432	HUMAN05448
OG0007948	CAPO300847	HUMAN11837
OG0007952	CAPO304443	HUMAN21513
OG0007957	CAPO307185	HUMAN12395
OG0007958	CAPO307613	HUMAN10130
OG0007962	CAPO304291	HUMAN23916
OG0007966	CAPO300853	HUMAN23684
OG0007967	CAPO303649	HUMAN14599, HUMAN14598, HUMAN14597
OG0007968	CAPO302503	HUMAN03235
OG0007971	CAPO306113	HUMAN20515
OG0007973	CAPO303148	HUMAN18842, HUMAN18843
OG0007974	CAPO308066	HUMAN21538
OG0007975	CAPO300899	HUMAN00102, HUMAN00101
OG0007978	CAPO300419	HUMAN26591, HUMAN26590
OG0007979	CAPO301049	HUMAN28431
OG0007982	CAPO306558	HUMAN24581
OG0007983	CAPO304535, CAPO302820	HUMAN02648, HUMAN02647, HUMAN02649
OG0007984	CAPO304783	HUMAN11790
OG0007986	CAPO301210	HUMAN23732
OG0007988	CAPO307013	HUMAN08136
OG0007990	CAPO302135	HUMAN28217, HUMAN28218, HUMAN28216
OG0007991	CAPO303503	HUMAN09310
OG0007994	CAPO307783	HUMAN25068
OG0007996	CAPO301705	HUMAN05904
OG0007997	CAPO302071	HUMAN25806
OG0007999	CAPO305183	HUMAN13157
OG0008000	CAPO303381	HUMAN16710
OG0008002	CAPO306531	HUMAN24480
OG0008006	CAPO303383	HUMAN30122
OG0008008	CAPO306044	HUMAN25914
OG0008011	CAPO308001	HUMAN20883
OG0008012	CAPO301194	HUMAN12766
OG0008013	CAPO300786	HUMAN02948, HUMAN02949, HUMAN02950
OG0008016	CAPO307694	HUMAN17122
OG0008017	CAPO306337	HUMAN29822
OG0008018	CAPO303249	HUMAN03518
OG0008020	CAPO300340	HUMAN25874
OG0008025	CAPO300183	HUMAN25944
OG0008027	CAPO300126	HUMAN09297, HUMAN09295
OG0008028	CAPO308036	HUMAN13789, HUMAN13788
OG0008030	CAPO303940	HUMAN20023
OG0008031	CAPO301663	HUMAN10154
OG0008033	CAPO305641	HUMAN17141
OG0008033	CAPO307763	HUMAN17142
OG0008038	CAPO303434	HUMAN21043
OG0008041	CAPO304528	HUMAN27061
OG0008045	CAPO304124	HUMAN26584, HUMAN26585, HUMAN26582, HUMAN26580, HUMAN26583, HUMAN26581, HUMAN26586
OG0008046	CAPO303942	HUMAN28416, HUMAN28418
OG0008049	CAPO303430	HUMAN26750
OG0008050	CAPO301839	HUMAN23560, HUMAN23558, HUMAN23559
OG0008051	CAPO306666	HUMAN10716
OG0008053	CAPO307475	HUMAN26036
OG0008055	CAPO304973	HUMAN06710
OG0008056	CAPO305715	HUMAN29996
OG0008060	CAPO301527	HUMAN01458
OG0008062	CAPO307985	HUMAN09476
OG0008069	CAPO302773	HUMAN14189
OG0008071	CAPO303085	HUMAN01032
OG0008072	CAPO304116	HUMAN00396, HUMAN00395
OG0008075	CAPO304938	HUMAN29868
OG0008077	CAPO303807	HUMAN26662, HUMAN26661
OG0008079	CAPO305873	HUMAN27934
OG0008083	CAPO305526	HUMAN08783
OG0008085	CAPO306772, CAPO306778	HUMAN02875
OG0008088	CAPO303270	HUMAN08520, HUMAN08522, HUMAN08521
OG0008091	CAPO301577	HUMAN07361, HUMAN07360
OG0008094	CAPO302837	HUMAN11989
OG0008098	CAPO301911	HUMAN17004, HUMAN17003
OG0008100	CAPO303437	HUMAN00523
OG0008103	CAPO302032	HUMAN04801, HUMAN04800
OG0008104	CAPO303964	HUMAN03550, HUMAN03549, HUMAN03551
OG0008105	CAPO301825	HUMAN16819
OG0008106	CAPO300930	HUMAN20536, HUMAN20534
OG0008109	CAPO302029	HUMAN11770, HUMAN11769, HUMAN11771
OG0008110	CAPO307398	HUMAN17613
OG0008111	CAPO300295	HUMAN09690
OG0008113	CAPO306004	HUMAN14020
OG0008117	CAPO307273	HUMAN01737
OG0008120	CAPO306854	HUMAN00765
OG0008125	CAPO301486	HUMAN24198, HUMAN24197
OG0008126	CAPO301598	HUMAN01802
OG0008136	CAPO306527	HUMAN19121
OG0008143	CAPO303100	HUMAN23788, HUMAN23787
OG0008201	CAPO303869	HUMAN21455
OG0008202	CAPO303070	HUMAN02093
OG0008203	CAPO300798	HUMAN23819
OG0008204	CAPO303341	HUMAN11260
OG0008206	CAPO300194	HUMAN02339
OG0008208	CAPO301623	HUMAN20538
OG0008219	CAPO303960	HUMAN27873
OG0008230	CAPO302415	HUMAN08125
OG0008234	CAPO303355	HUMAN13620, HUMAN13618, HUMAN13619
OG0008238	CAPO301578	HUMAN16279
OG0008239	CAPO300821	HUMAN03298, HUMAN03297
OG0008244	CAPO305920	HUMAN10161
OG0008247	CAPO301105	HUMAN03620
OG0008249	CAPO305940	HUMAN14662
OG0008251	CAPO306974	HUMAN23749
OG0008252	CAPO301636	HUMAN23703
OG0008254	CAPO307977	HUMAN01824
OG0008256	CAPO302660	HUMAN16605, HUMAN16606
OG0008260	CAPO300752	HUMAN28949
OG0008263	CAPO305878	HUMAN04927
OG0008266	CAPO300538	HUMAN09367
OG0008267	CAPO305434	HUMAN06220, HUMAN06219
OG0008268	CAPO307500	HUMAN29112
OG0008269	CAPO301506	HUMAN21396
OG0008270	CAPO300872	HUMAN00750
OG0008271	CAPO300716	HUMAN14372
OG0008272	CAPO308267	HUMAN04358
OG0008273	CAPO300883	HUMAN11962, HUMAN11961
OG0008281	CAPO304839	HUMAN04744
OG0008283	CAPO300148	HUMAN07219
OG0008295	CAPO301876	HUMAN16821
OG0008297	CAPO301044	HUMAN19984, HUMAN19986, HUMAN19987, HUMAN19988
OG0008299	CAPO302513	HUMAN13022, HUMAN13020, HUMAN13021, HUMAN13019
OG0008304	CAPO304565	HUMAN07647, HUMAN07648
OG0008305	CAPO307576	HUMAN18437, HUMAN18436
OG0008307	CAPO301267	HUMAN06155
OG0008308	CAPO301770	HUMAN21349
OG0008309	CAPO301941	HUMAN02301, HUMAN02300, HUMAN02302
OG0008313	CAPO305984	HUMAN13284, HUMAN13283, HUMAN13285
OG0008318	CAPO308255	HUMAN08273
OG0008323	CAPO307881	HUMAN28595
OG0008325	CAPO305284	HUMAN11481, HUMAN11480
OG0008327	CAPO305580	HUMAN26707
OG0008335	CAPO303407	HUMAN14533
OG0008336	CAPO301347	HUMAN26835
OG0008337	CAPO300735	HUMAN21224, HUMAN21223
OG0008339	CAPO307257	HUMAN25678
OG0008341	CAPO301643	HUMAN08398
OG0008343	CAPO302270	HUMAN17178
OG0008345	CAPO301947	HUMAN09403
OG0008346	CAPO307261	HUMAN16797
OG0008348	CAPO303902	HUMAN18638
OG0008349	CAPO301052	HUMAN03709, HUMAN30461, HUMAN30460
OG0008350	CAPO306988	HUMAN25937
OG0008351	CAPO307792	HUMAN12466
OG0008354	CAPO304881	HUMAN11991
OG0008358	CAPO306438	HUMAN11319
OG0008367	CAPO303697	HUMAN03243
OG0008369	CAPO301896	HUMAN11855
OG0008381	CAPO307305	HUMAN17143
OG0008386	CAPO306554	HUMAN13311, HUMAN13310
OG0008400	CAPO300651	HUMAN14762
OG0008401	CAPO304023	HUMAN02443
OG0008403	CAPO300621	HUMAN00738
OG0008404	CAPO307542	HUMAN29395, HUMAN29394
OG0008406	CAPO304896	HUMAN00912
OG0008416	CAPO300816	HUMAN08501
OG0008419	CAPO302047	HUMAN16915, HUMAN16916
OG0008422	CAPO301678	HUMAN04849
OG0008424	CAPO300325	HUMAN23340
OG0008427	CAPO300837	HUMAN25438
OG0008432	CAPO301824	HUMAN21308
OG0008437	CAPO305258	HUMAN05070, HUMAN05068, HUMAN05069
OG0008444	CAPO305551	HUMAN04905, HUMAN04906
OG0008448	CAPO302399	HUMAN08260, HUMAN08263, HUMAN08262, HUMAN08261
OG0008515	CAPO307779, CAPO305410	HUMAN28063
OG0008516	CAPO306989	HUMAN09260, HUMAN09259
OG0008524	CAPO305854	HUMAN10821
OG0008532	CAPO305346	HUMAN04907
OG0008533	CAPO306433	HUMAN25516
OG0008538	CAPO308019	HUMAN23914
OG0008540	CAPO306008	HUMAN01647
OG0008542	CAPO303728	HUMAN14337, HUMAN14336
