transcript_id	gene_id
rna-XM_035841507.1	LOC118430563
rna-XM_035841509.1	LOC118430563
rna-XM_035841506.1	LOC118430563
rna-XM_035841508.1	LOC118430563
rna-XM_035841505.1	LOC118430563
rna-XM_035840772.1	LOC118430064
rna-XM_035841484.1	LOC118430549
rna-XM_035841776.1	LOC118430759
rna-XM_035840773.1	LOC118430065
rna-XM_035840774.1	LOC118430066
rna-XM_035841513.1	LOC118430565
rna-XM_035841512.1	LOC118430564
rna-XM_035840775.1	LOC118430067
rna-XM_035841264.1	LOC118430411
rna-XM_035842104.1	LOC118431031
rna-XM_035840777.1	LOC118430068
rna-XM_035840778.1	LOC118430069
rna-XM_035840779.1	LOC118430070
rna-XM_035841672.1	LOC118430684
rna-XM_035840780.1	LOC118430071
rna-XM_035841323.1	LOC118430448
rna-XM_035841321.1	LOC118430447
rna-XM_035841320.1	LOC118430447
rna-XM_035840781.1	LOC118430072
rna-XM_035840782.1	LOC118430073
rna-XM_035840505.1	LOC118429877
rna-XM_035840503.1	LOC118429877
rna-XM_035840504.1	LOC118429877
rna-XM_035840506.1	LOC118429878
rna-XM_035840507.1	LOC118429880
rna-XM_035840783.1	LOC118430074
rna-XM_035840784.1	LOC118430076
rna-XM_035840622.1	LOC118429974
rna-XM_035840621.1	LOC118429974
rna-XM_035840785.1	LOC118430077
rna-XM_035841644.1	LOC118430657
rna-XM_035840786.1	LOC118430078
rna-XM_035841723.1	LOC118430719
rna-XM_035841724.1	LOC118430720
rna-XM_035841429.1	LOC118430516
rna-XM_035841431.1	LOC118430519
rna-XM_035842171.1	LOC118431088
rna-XM_035840788.1	LOC118430079
rna-XM_035841016.1	LOC118430286
rna-XM_035841017.1	LOC118430286
rna-XM_035841855.1	LOC118430824
rna-XM_035841558.1	LOC118430591
rna-XM_035841797.1	LOC118430774
rna-XM_035841578.1	LOC118430603
rna-XM_035841598.1	LOC118430619
rna-XM_035841550.1	LOC118430583
rna-XM_035841634.1	LOC118430651
rna-XM_035841769.1	LOC118430751
rna-XM_035841766.1	LOC118430750
rna-XM_035841767.1	LOC118430750
rna-XM_035841768.1	LOC118430750
rna-XM_035840789.1	LOC118430080
rna-XM_035841770.1	LOC118430753
rna-XM_035840790.1	LOC118430081
rna-XM_035842264.1	LOC118431146
rna-XM_035840687.1	LOC118430005
rna-XM_035840791.1	LOC118430082
rna-XM_035842018.1	LOC118430985
rna-XM_035842020.1	LOC118430985
rna-XM_035842019.1	LOC118430985
rna-XM_035840792.1	LOC118430083
rna-XM_035841695.1	LOC118430702
rna-XM_035840793.1	LOC118430084
rna-XM_035842091.1	LOC118431020
rna-XM_035841604.1	LOC118430625
rna-XM_035841673.1	LOC118430685
rna-XM_035840499.1	LOC118429874
rna-XM_035841044.1	LOC118430300
rna-XM_035841040.1	LOC118430298
rna-XM_035841042.1	LOC118430298
rna-XM_035841043.1	LOC118430298
rna-XM_035841041.1	LOC118430298
rna-XM_035842256.1	LOC118431138
rna-XM_035841272.1	LOC118430413
rna-XM_035841271.1	LOC118430413
rna-XM_035840732.1	LOC118430031
rna-XM_035840734.1	LOC118430031
rna-XM_035840733.1	LOC118430031
rna-XM_035842263.1	LOC118431144
rna-XM_035840989.1	LOC118430265
rna-XM_035840988.1	LOC118430264
rna-XM_035841385.1	LOC118430482
rna-XM_035841386.1	LOC118430483
rna-XM_035841537.1	LOC118430579
rna-XM_035841541.1	LOC118430579
rna-XM_035841540.1	LOC118430579
rna-XM_035841542.1	LOC118430579
rna-XM_035841547.1	LOC118430579
rna-XM_035841539.1	LOC118430579
rna-XM_035841543.1	LOC118430579
rna-XM_035841538.1	LOC118430579
rna-XM_035841544.1	LOC118430579
rna-XM_035841545.1	LOC118430579
rna-XM_035841546.1	LOC118430579
rna-XM_035841266.1	LOC118430412
rna-XM_035841269.1	LOC118430412
rna-XM_035841270.1	LOC118430412
rna-XM_035841268.1	LOC118430412
rna-XM_035841267.1	LOC118430412
rna-XM_035841553.1	LOC118430586
rna-XM_035841554.1	LOC118430587
rna-XM_035842055.1	LOC118431006
rna-XM_035840794.1	LOC118430085
rna-XM_035842246.1	LOC118431131
rna-XM_035842244.1	LOC118431130
rna-XM_035842245.1	LOC118431130
rna-XM_035840796.1	LOC118430086
rna-XM_035842248.1	LOC118431132
rna-XM_035842247.1	LOC118431132
rna-XM_035841686.1	LOC118430692
rna-XM_035842271.1	LOC118431154
rna-XM_035841486.1	LOC118430552
rna-XM_035842160.1	LOC118431076
rna-XM_035842161.1	LOC118431076
rna-XM_035842159.1	LOC118431076
rna-XM_035840797.1	LOC118430087
rna-XM_035841559.1	LOC118430592
rna-XM_035842240.1	LOC118431123
rna-XM_035842239.1	LOC118431122
rna-XM_035842226.1	LOC118431112
rna-XM_035842231.1	LOC118431116
rna-XM_035840798.1	LOC118430088
rna-XM_035840799.1	LOC118430089
rna-XM_035842235.1	LOC118431118
rna-XM_035842234.1	LOC118431118
rna-XM_035842233.1	LOC118431118
rna-XM_035842232.1	LOC118431117
rna-XM_035840800.1	LOC118430090
rna-XM_035842238.1	LOC118431120
rna-XM_035840801.1	LOC118430091
rna-XM_035842219.1	LOC118431106
rna-XM_035842224.1	LOC118431111
rna-XM_035842225.1	LOC118431111
rna-XM_035842243.1	LOC118431125
rna-XM_035842241.1	LOC118431124
rna-XM_035842242.1	LOC118431124
rna-XM_035842217.1	LOC118431104
rna-XM_035840802.1	LOC118430092
rna-XM_035840803.1	LOC118430094
rna-XM_035840804.1	LOC118430095
rna-XM_035842223.1	LOC118431110
rna-XM_035842222.1	LOC118431108
rna-XM_035842191.1	LOC118431093
rna-XM_035842178.1	LOC118431093
rna-XM_035842180.1	LOC118431093
rna-XM_035842183.1	LOC118431093
rna-XM_035842184.1	LOC118431093
rna-XM_035842187.1	LOC118431093
rna-XM_035842190.1	LOC118431093
rna-XM_035842182.1	LOC118431093
rna-XM_035842179.1	LOC118431093
rna-XM_035842189.1	LOC118431093
rna-XM_035842185.1	LOC118431093
rna-XM_035842193.1	LOC118431093
rna-XM_035842194.1	LOC118431093
rna-XM_035842195.1	LOC118431093
rna-XM_035842196.1	LOC118431093
rna-XM_035842188.1	LOC118431093
rna-XM_035842186.1	LOC118431093
rna-XM_035842197.1	LOC118431093
rna-XM_035842192.1	LOC118431093
rna-XM_035842198.1	LOC118431093
rna-XM_035842199.1	LOC118431095
rna-XM_035842208.1	LOC118431099
rna-XM_035842212.1	LOC118431099
rna-XM_035842209.1	LOC118431099
rna-XM_035842210.1	LOC118431099
rna-XM_035842213.1	LOC118431099
rna-XM_035840805.1	LOC118430096
rna-XM_035842207.1	LOC118431098
rna-XM_035842204.1	LOC118431098
rna-XM_035842206.1	LOC118431098
rna-XM_035842202.1	LOC118431098
rna-XM_035842201.1	LOC118431098
rna-XM_035842203.1	LOC118431098
rna-XM_035840807.1	LOC118430097
rna-XM_035840808.1	LOC118430098
rna-XM_035842229.1	LOC118431113
rna-XM_035842228.1	LOC118431113
rna-XM_035842227.1	LOC118431113
rna-XM_035840809.1	LOC118430099
rna-XM_035842236.1	LOC118431119
rna-XM_035842237.1	LOC118431119
rna-XM_035842220.1	LOC118431107
rna-XM_035842221.1	LOC118431107
rna-XM_035842230.1	LOC118431114
rna-XM_035840810.1	LOC118430100
rna-XM_035842214.1	LOC118431101
rna-XM_035840811.1	LOC118430101
rna-XM_035842215.1	LOC118431102
rna-XM_035842216.1	LOC118431102
rna-XM_035842200.1	LOC118431096
rna-XM_035842174.1	LOC118431091
rna-XM_035842175.1	LOC118431091
rna-XM_035842176.1	LOC118431091
rna-XM_035842177.1	LOC118431091
rna-XM_035842218.1	LOC118431105
rna-XM_035841632.1	LOC118430650
rna-XM_035841461.1	LOC118430533
rna-XM_035841460.1	LOC118430533
rna-XM_035841458.1	LOC118430533
rna-XM_035841462.1	LOC118430533
rna-XM_035841459.1	LOC118430533
rna-XM_035841463.1	LOC118430533
rna-XM_035841468.1	LOC118430537
rna-XM_035841471.1	LOC118430537
rna-XM_035841469.1	LOC118430537
rna-XM_035841464.1	LOC118430534
rna-XM_035841466.1	LOC118430535
rna-XM_035841465.1	LOC118430535
rna-XM_035841467.1	LOC118430535
rna-XM_035841472.1	LOC118430538
rna-XM_035841305.1	LOC118430437
rna-XM_035841302.1	LOC118430434
rna-XM_035841303.1	LOC118430434
rna-XM_035841304.1	LOC118430436
rna-XM_035841301.1	LOC118430433
rna-XM_035841300.1	LOC118430433
rna-XM_035841859.1	LOC118430829
rna-XM_035841860.1	LOC118430829
rna-XM_035841862.1	LOC118430829
rna-XM_035842326.1	LOC118431194
rna-XM_035842327.1	LOC118431195
rna-XM_035842323.1	LOC118431191
rna-XM_035842322.1	LOC118431191
rna-XM_035842324.1	LOC118431191
rna-XM_035842325.1	LOC118431193
rna-XM_035841428.1	LOC118430515
rna-XM_035840649.1	LOC118429990
rna-XM_035840653.1	LOC118429990
rna-XM_035840652.1	LOC118429990
rna-XM_035840650.1	LOC118429990
rna-XM_035840651.1	LOC118429990
rna-XM_035840654.1	LOC118429990
rna-XM_035840655.1	LOC118429990
rna-XM_035840675.1	LOC118429997
rna-XM_035840674.1	LOC118429997
rna-XM_035840648.1	LOC118429989
rna-XM_035840812.1	LOC118430102
rna-XM_035840664.1	LOC118429992
rna-XM_035840660.1	LOC118429992
rna-XM_035840658.1	LOC118429992
rna-XM_035840662.1	LOC118429992
rna-XM_035840657.1	LOC118429992
rna-XM_035840667.1	LOC118429992
rna-XM_035840663.1	LOC118429992
rna-XM_035840659.1	LOC118429992
rna-XM_035840666.1	LOC118429992
rna-XM_035840665.1	LOC118429992
rna-XM_035840661.1	LOC118429992
rna-XM_035840673.1	LOC118429996
rna-XM_035840813.1	LOC118430103
rna-XM_035840668.1	LOC118429994
rna-XM_035840669.1	LOC118429994
rna-XM_035840670.1	LOC118429995
rna-XM_035840677.1	LOC118429999
rna-XM_035840678.1	LOC118430000
rna-XM_035840682.1	LOC118430003
rna-XM_035840814.1	LOC118430105
rna-XM_035840676.1	LOC118429998
rna-XM_035840679.1	LOC118430001
rna-XM_035840680.1	LOC118430001
rna-XM_035840681.1	LOC118430001
rna-XM_035840708.1	LOC118430017
rna-XM_035840705.1	LOC118430017
rna-XM_035840706.1	LOC118430017
rna-XM_035840707.1	LOC118430017
rna-XM_035840710.1	LOC118430017
rna-XM_035841998.1	LOC118430967
rna-XM_035840633.1	LOC118429980
rna-XM_035840632.1	LOC118429980
rna-XM_035840630.1	LOC118429980
rna-XM_035840631.1	LOC118429980
rna-XM_035840629.1	LOC118429980
rna-XM_035840628.1	LOC118429980
rna-XM_035840627.1	LOC118429980
rna-XM_035840626.1	LOC118429980
rna-XM_035840635.1	LOC118429980
rna-XM_035840639.1	LOC118429980
rna-XM_035840636.1	LOC118429980
rna-XM_035840638.1	LOC118429980
rna-XM_035840637.1	LOC118429980
rna-XM_035841335.1	LOC118430461
rna-XM_035841336.1	LOC118430461
rna-XM_035840686.1	LOC118430004
rna-XM_035840683.1	LOC118430004
rna-XM_035840685.1	LOC118430004
rna-XM_035841765.1	LOC118430749
rna-XM_035840815.1	LOC118430106
rna-XM_035841737.1	LOC118430732
rna-XM_035841736.1	LOC118430732
rna-XM_035841531.1	LOC118430574
rna-XM_035841530.1	LOC118430574
rna-XM_035841528.1	LOC118430574
rna-XM_035841529.1	LOC118430574
rna-XM_035841525.1	LOC118430574
rna-XM_035841527.1	LOC118430574
rna-XM_035841526.1	LOC118430574
rna-XM_035841532.1	LOC118430574
rna-XM_035841794.1	LOC118430772
rna-XM_035840436.1	LOC118429836
rna-XM_035841716.1	LOC118430711
rna-XM_035841536.1	LOC118430578
rna-XM_035841795.1	LOC118430773
rna-XM_035841733.1	LOC118430729
rna-XM_035840816.1	LOC118430107
rna-XM_035842147.1	LOC118431065
rna-XM_035842145.1	LOC118431065
rna-XM_035842146.1	LOC118431065
rna-XM_035841597.1	LOC118430618
rna-XM_035840690.1	LOC118430010
rna-XM_035840692.1	LOC118430010
rna-XM_035840697.1	LOC118430013
rna-XM_035840696.1	LOC118430013
rna-XM_035840694.1	LOC118430012
rna-XM_035840695.1	LOC118430012
rna-XM_035840693.1	LOC118430011
rna-XM_035841667.1	LOC118430678
rna-XM_035842165.1	LOC118431079
rna-XM_035842135.1	LOC118431056
rna-XM_035840725.1	LOC118430024
rna-XM_035840726.1	LOC118430025
rna-XM_035840724.1	LOC118430023
rna-XM_035842136.1	LOC118431057
rna-XM_035841273.1	LOC118430414
rna-XM_035841276.1	LOC118430416
rna-XM_035841275.1	LOC118430415
rna-XM_035840818.1	LOC118430108
rna-XM_035841709.1	LOC118430708
rna-XM_035841708.1	LOC118430708
rna-XM_035841707.1	LOC118430708
rna-XM_035841706.1	LOC118430708
rna-XM_035841712.1	LOC118430708
rna-XM_035841710.1	LOC118430708
rna-XM_035841704.1	LOC118430708
rna-XM_035840819.1	LOC118430109
rna-XM_035840820.1	LOC118430110
rna-XM_035840728.1	LOC118430026
rna-XM_035840727.1	LOC118430026
rna-XM_035840731.1	LOC118430030
rna-XM_035840729.1	LOC118430027
rna-XM_035840730.1	LOC118430028
rna-XM_035840821.1	LOC118430111
rna-XM_035841813.1	LOC118430791
rna-XM_035840822.1	LOC118430112
rna-XM_035841814.1	LOC118430792
rna-XM_035840823.1	LOC118430113
rna-XM_035841670.1	LOC118430680
rna-XM_035841669.1	LOC118430680
rna-XM_035840647.1	LOC118429988
rna-XM_035842044.1	LOC118430998
rna-XM_035840824.1	LOC118430114
rna-XM_035842049.1	LOC118431001
rna-XM_035842046.1	LOC118431000
rna-XM_035842048.1	LOC118431000
rna-XM_035842047.1	LOC118431000
rna-XM_035842050.1	LOC118431002
rna-XM_035842051.1	LOC118431002
rna-XM_035842105.1	LOC118431032
rna-XM_035842106.1	LOC118431032
rna-XM_035842258.1	LOC118431141
rna-XM_035842257.1	LOC118431141
rna-XM_035841636.1	LOC118430653
rna-XM_035841637.1	LOC118430653
rna-XM_035841452.1	LOC118430528
rna-XM_035841451.1	LOC118430527
rna-XM_035841436.1	LOC118430523
rna-XM_035841437.1	LOC118430523
rna-XM_035841438.1	LOC118430523
rna-XM_035841439.1	LOC118430524
rna-XM_035841440.1	LOC118430524
rna-XM_035841445.1	LOC118430526
rna-XM_035841450.1	LOC118430526
rna-XM_035841446.1	LOC118430526
rna-XM_035841449.1	LOC118430526
rna-XM_035841447.1	LOC118430526
rna-XM_035841448.1	LOC118430526
rna-XM_035841441.1	LOC118430525
rna-XM_035841444.1	LOC118430525
rna-XM_035841442.1	LOC118430525
rna-XM_035842291.1	LOC118431173
rna-XM_035842265.1	LOC118431147
rna-XM_035840825.1	LOC118430116
rna-XM_035840826.1	LOC118430117
rna-XM_035841764.1	LOC118430748
rna-XM_035841491.1	LOC118430555
rna-XM_035841591.1	LOC118430616
rna-XM_035841588.1	LOC118430614
rna-XM_035841589.1	LOC118430615
rna-XM_035840827.1	LOC118430118
rna-XM_035842151.1	LOC118431068
rna-XM_035842150.1	LOC118431068
rna-XM_035842152.1	LOC118431071
rna-XM_035842154.1	LOC118431071
rna-XM_035842153.1	LOC118431071
rna-XM_035842266.1	LOC118431148
rna-XM_035842267.1	LOC118431148
rna-XM_035840830.1	LOC118430119
rna-XM_035840831.1	LOC118430120
rna-XM_035840832.1	LOC118430121
rna-XM_035840833.1	LOC118430122
rna-XM_035841984.1	LOC118430954
rna-XM_035840834.1	LOC118430123
rna-XM_035841772.1	LOC118430755
rna-XM_035840644.1	LOC118429985
rna-XM_035840835.1	LOC118430124
rna-XM_035840642.1	LOC118429984
rna-XM_035840645.1	LOC118429986
rna-XM_035840836.1	LOC118430125
rna-XM_035841281.1	LOC118430420
rna-XM_035841280.1	LOC118430419
rna-XM_035841279.1	LOC118430419
rna-XM_035840623.1	LOC118429976
rna-XM_035842292.1	LOC118431175
rna-XM_035842293.1	LOC118431176
rna-XM_035841973.1	LOC118430944
rna-XM_035840837.1	LOC118430127
rna-XM_035841577.1	LOC118430602
rna-XM_035840838.1	LOC118430128
rna-XM_035841576.1	LOC118430601
rna-XM_035842000.1	LOC118430969
rna-XM_035841341.1	LOC118430464
rna-XM_035841338.1	LOC118430464
rna-XM_035841342.1	LOC118430464
rna-XM_035841339.1	LOC118430464
rna-XM_035841343.1	LOC118430464
rna-XM_035841344.1	LOC118430465
rna-XM_035841387.1	LOC118430484
rna-XM_035841824.1	LOC118430801
rna-XM_035842134.1	LOC118431054
rna-XM_035842119.1	LOC118431041
rna-XM_035842120.1	LOC118431041
rna-XM_035842122.1	LOC118431042
rna-XM_035842111.1	LOC118431038
rna-XM_035842113.1	LOC118431038
rna-XM_035842117.1	LOC118431040
rna-XM_035842116.1	LOC118431040
rna-XM_035842118.1	LOC118431040
rna-XM_035842115.1	LOC118431040
rna-XM_035842114.1	LOC118431039
rna-XM_035842005.1	LOC118430972
rna-XM_035842004.1	LOC118430972
rna-XM_035842003.1	LOC118430971
rna-XM_035840839.1	LOC118430129
rna-XM_035841185.1	LOC118430347
rna-XM_035841088.1	LOC118430316
rna-XM_035841089.1	LOC118430316
rna-XM_035841086.1	LOC118430316
rna-XM_035841087.1	LOC118430316
rna-XM_035841085.1	LOC118430316
rna-XM_035841244.1	LOC118430390
rna-XM_035841219.1	LOC118430371
rna-XM_035841220.1	LOC118430371
rna-XM_035841221.1	LOC118430371
rna-XM_035841188.1	LOC118430350
rna-XM_035841215.1	LOC118430367
rna-XM_035840840.1	LOC118430130
rna-XM_035841167.1	LOC118430338
rna-XM_035841168.1	LOC118430338
rna-XM_035841178.1	LOC118430344
rna-XM_035841177.1	LOC118430344
rna-XM_035841180.1	LOC118430344
rna-XM_035841179.1	LOC118430344
rna-XM_035841182.1	LOC118430344
rna-XM_035841054.1	LOC118430304
rna-XM_035841056.1	LOC118430304
rna-XM_035841077.1	LOC118430311
rna-XM_035841078.1	LOC118430311
rna-XM_035841080.1	LOC118430311
rna-XM_035841079.1	LOC118430311
rna-XM_035841096.1	LOC118430323
rna-XM_035841217.1	LOC118430369
rna-XM_035841218.1	LOC118430369
rna-XM_035841208.1	LOC118430364
rna-XM_035841176.1	LOC118430342
rna-XM_035841148.1	LOC118430328
rna-XM_035841147.1	LOC118430328
rna-XM_035841153.1	LOC118430328
rna-XM_035841155.1	LOC118430328
rna-XM_035841154.1	LOC118430328
rna-XM_035841149.1	LOC118430328
rna-XM_035841152.1	LOC118430328
rna-XM_035841156.1	LOC118430328
rna-XM_035841102.1	LOC118430328
rna-XM_035841103.1	LOC118430328
rna-XM_035841110.1	LOC118430328
rna-XM_035841125.1	LOC118430328
rna-XM_035841120.1	LOC118430328
rna-XM_035841137.1	LOC118430328
rna-XM_035841136.1	LOC118430328
rna-XM_035841118.1	LOC118430328
rna-XM_035841106.1	LOC118430328
rna-XM_035841145.1	LOC118430328
rna-XM_035841126.1	LOC118430328
rna-XM_035841121.1	LOC118430328
rna-XM_035841114.1	LOC118430328
rna-XM_035841107.1	LOC118430328
rna-XM_035841108.1	LOC118430328
rna-XM_035841117.1	LOC118430328
rna-XM_035841119.1	LOC118430328
rna-XM_035841116.1	LOC118430328
rna-XM_035841129.1	LOC118430328
rna-XM_035841130.1	LOC118430328
rna-XM_035841124.1	LOC118430328
rna-XM_035841122.1	LOC118430328
rna-XM_035841135.1	LOC118430328
rna-XM_035841115.1	LOC118430328
rna-XM_035841140.1	LOC118430328
rna-XM_035841141.1	LOC118430328
rna-XM_035841142.1	LOC118430328
rna-XM_035841131.1	LOC118430328
rna-XM_035841132.1	LOC118430328
rna-XM_035841113.1	LOC118430328
rna-XM_035841143.1	LOC118430328
rna-XM_035841144.1	LOC118430328
rna-XM_035841127.1	LOC118430328
rna-XM_035841134.1	LOC118430328
rna-XM_035841111.1	LOC118430328
rna-XM_035841105.1	LOC118430328
rna-XM_035841133.1	LOC118430328
rna-XM_035841128.1	LOC118430328
rna-XM_035841138.1	LOC118430328
rna-XM_035841109.1	LOC118430328
rna-XM_035841104.1	LOC118430328
rna-XM_035841146.1	LOC118430328
rna-XM_035841082.1	LOC118430313
rna-XM_035841064.1	LOC118430308
rna-XM_035841075.1	LOC118430308
rna-XM_035841070.1	LOC118430308
rna-XM_035841068.1	LOC118430308
rna-XM_035841066.1	LOC118430308
rna-XM_035841065.1	LOC118430308
rna-XM_035841072.1	LOC118430308
rna-XM_035841067.1	LOC118430308
rna-XM_035841069.1	LOC118430308
rna-XM_035841062.1	LOC118430308
rna-XM_035841063.1	LOC118430308
rna-XM_035841061.1	LOC118430308
rna-XM_035841073.1	LOC118430308
rna-XM_035841071.1	LOC118430308
rna-XM_035841251.1	LOC118430394
rna-XM_035841196.1	LOC118430355
rna-XM_035841101.1	LOC118430327
rna-XM_035841100.1	LOC118430327
rna-XM_035841099.1	LOC118430327
rna-XM_035841245.1	LOC118430391
rna-XM_035841246.1	LOC118430391
rna-XM_035840841.1	LOC118430131
rna-XM_035841046.1	LOC118430301
rna-XM_035841236.1	LOC118430382
rna-XM_035840842.1	LOC118430132
rna-XM_035840843.1	LOC118430133
rna-XM_035841231.1	LOC118430380
rna-XM_035841159.1	LOC118430332
rna-XM_035841095.1	LOC118430322
rna-XM_035841198.1	LOC118430356
rna-XM_035841092.1	LOC118430320
rna-XM_035841091.1	LOC118430319
rna-XM_035841048.1	LOC118430302
rna-XM_035841047.1	LOC118430302
rna-XM_035841192.1	LOC118430353
rna-XM_035841253.1	LOC118430396
rna-XM_035841224.1	LOC118430373
rna-XM_035841097.1	LOC118430324
rna-XM_035841098.1	LOC118430324
rna-XM_035840844.1	LOC118430135
rna-XM_035840845.1	LOC118430136
rna-XM_035841158.1	LOC118430331
rna-XM_035841157.1	LOC118430331
rna-XM_035841184.1	LOC118430346
rna-XM_035841173.1	LOC118430339
rna-XM_035841172.1	LOC118430339
rna-XM_035841171.1	LOC118430339
rna-XM_035841170.1	LOC118430339
rna-XM_035841083.1	LOC118430315
rna-XM_035841084.1	LOC118430315
rna-XM_035841058.1	LOC118430306
rna-XM_035841059.1	LOC118430306
rna-XM_035841187.1	LOC118430349
rna-XM_035840846.1	LOC118430137
rna-XM_035840848.1	LOC118430138
rna-XM_035841190.1	LOC118430351
rna-XM_035841057.1	LOC118430305
rna-XM_035841183.1	LOC118430345
rna-XM_035841175.1	LOC118430341
rna-XM_035841093.1	LOC118430321
rna-XM_035841094.1	LOC118430321
rna-XM_035841242.1	LOC118430388
rna-XM_035840849.1	LOC118430139
rna-XM_035841228.1	LOC118430376
rna-XM_035841174.1	LOC118430340
rna-XM_035841241.1	LOC118430387
rna-XM_035841162.1	LOC118430334
rna-XM_035841166.1	LOC118430337
rna-XM_035841240.1	LOC118430386
rna-XM_035841243.1	LOC118430389
rna-XM_035841223.1	LOC118430372
rna-XM_035841216.1	LOC118430368
rna-XM_035841247.1	LOC118430393
rna-XM_035841248.1	LOC118430393
rna-XM_035841249.1	LOC118430393
rna-XM_035840850.1	LOC118430140
rna-XM_035840851.1	LOC118430141
rna-XM_035841200.1	LOC118430357
rna-XM_035841199.1	LOC118430357
rna-XM_035841225.1	LOC118430374
rna-XM_035841163.1	LOC118430335
rna-XM_035840852.1	LOC118430142
rna-XM_035840853.1	LOC118430143
rna-XM_035841060.1	LOC118430307
rna-XM_035841160.1	LOC118430333
rna-XM_035840854.1	LOC118430144
rna-XM_035841235.1	LOC118430381
rna-XM_035841232.1	LOC118430381
rna-XM_035841233.1	LOC118430381
rna-XM_035841193.1	LOC118430354
rna-XM_035841194.1	LOC118430354
rna-XM_035841195.1	LOC118430354
rna-XM_035841237.1	LOC118430383
rna-XM_035841203.1	LOC118430360
rna-XM_035841204.1	LOC118430360
rna-XM_035841239.1	LOC118430384
rna-XM_035841238.1	LOC118430384
rna-XM_035841049.1	LOC118430303
rna-XM_035841051.1	LOC118430303
rna-XM_035841052.1	LOC118430303
rna-XM_035841050.1	LOC118430303
rna-XM_035841053.1	LOC118430303
rna-XM_035841081.1	LOC118430312
rna-XM_035840855.1	LOC118430146
rna-XM_035841207.1	LOC118430363
rna-XM_035841206.1	LOC118430361
rna-XM_035841205.1	LOC118430361
rna-XM_035841090.1	LOC118430317
rna-XM_035841226.1	LOC118430375
rna-XM_035841227.1	LOC118430375
rna-XM_035841076.1	LOC118430310
rna-XM_035840856.1	LOC118430147
rna-XM_035841164.1	LOC118430336
rna-XM_035841165.1	LOC118430336
rna-XM_035841210.1	LOC118430365
rna-XM_035841213.1	LOC118430366
rna-XM_035841214.1	LOC118430366
rna-XM_035841211.1	LOC118430366
rna-XM_035841212.1	LOC118430366
rna-XM_035841191.1	LOC118430352
rna-XM_035841202.1	LOC118430359
rna-XM_035841186.1	LOC118430348
rna-XM_035841230.1	LOC118430378
rna-XM_035841201.1	LOC118430358
rna-XM_035841252.1	LOC118430395
rna-XM_035841229.1	LOC118430377
rna-XM_035840857.1	LOC118430148
rna-XM_035841677.1	LOC118430687
rna-XM_035841676.1	LOC118430687
rna-XM_035840447.1	LOC118429839
rna-XM_035840444.1	LOC118429838
rna-XM_035840440.1	LOC118429838
rna-XM_035840439.1	LOC118429838
rna-XM_035840442.1	LOC118429838
rna-XM_035840443.1	LOC118429838
rna-XM_035840441.1	LOC118429838
rna-XM_035840445.1	LOC118429838
rna-XM_035840446.1	LOC118429838
rna-XM_035841424.1	LOC118430510
rna-XM_035841423.1	LOC118430510
rna-XM_035842096.1	LOC118431025
rna-XM_035842097.1	LOC118431026
rna-XM_035842168.1	LOC118431083
rna-XM_035842169.1	LOC118431084
rna-XM_035840859.1	LOC118430149
rna-XM_035842002.1	LOC118430970
rna-XM_035841656.1	LOC118430669
rna-XM_035841654.1	LOC118430668
rna-XM_035841657.1	LOC118430670
rna-XM_035841658.1	LOC118430671
rna-XM_035841659.1	LOC118430672
rna-XM_035841660.1	LOC118430673
rna-XM_035841778.1	LOC118430760
rna-XM_035841777.1	LOC118430760
rna-XM_035841779.1	LOC118430760
rna-XM_035841781.1	LOC118430761
rna-XM_035841641.1	LOC118430655
rna-XM_035841731.1	LOC118430728
rna-XM_035841575.1	LOC118430600
rna-XM_035841573.1	LOC118430600
rna-XM_035841574.1	LOC118430600
rna-XM_035840860.1	LOC118430150
rna-XM_035840861.1	LOC118430151
rna-XM_035840862.1	LOC118430152
rna-XM_035840481.1	LOC118429853
rna-XM_035840455.1	LOC118429842
rna-XM_035840454.1	LOC118429842
rna-XM_035840456.1	LOC118429842
rna-XM_035840458.1	LOC118429842
rna-XM_035840471.1	LOC118429849
rna-XM_035840472.1	LOC118429849
rna-XM_035840473.1	LOC118429850
rna-XM_035840450.1	LOC118429840
rna-XM_035840449.1	LOC118429840
rna-XM_035840451.1	LOC118429840
rna-XM_035840452.1	LOC118429840
rna-XM_035840482.1	LOC118429854
rna-XM_035840453.1	LOC118429841
rna-XM_035840474.1	LOC118429851
rna-XM_035840475.1	LOC118429851
rna-XM_035840476.1	LOC118429851
rna-XM_035840477.1	LOC118429851
rna-XM_035840478.1	LOC118429851
rna-XM_035840480.1	LOC118429851
rna-XM_035840863.1	LOC118430153
rna-XM_035840470.1	LOC118429848
rna-XM_035840469.1	LOC118429847
rna-XM_035840468.1	LOC118429847
rna-XM_035840464.1	LOC118429845
rna-XM_035840463.1	LOC118429845
rna-XM_035840467.1	LOC118429846
rna-XM_035840465.1	LOC118429846
rna-XM_035840462.1	LOC118429844
rna-XM_035840461.1	LOC118429843
rna-XM_035840459.1	LOC118429843
rna-XM_035840460.1	LOC118429843
rna-XM_035840483.1	LOC118429855
rna-XM_035840864.1	LOC118430154
rna-XM_035842288.1	LOC118431170
rna-XM_035842289.1	LOC118431170
rna-XM_035842290.1	LOC118431171
rna-XM_035840865.1	LOC118430155
rna-XM_035841631.1	LOC118430648
rna-XM_035840866.1	LOC118430157
rna-XM_035840867.1	LOC118430158
