Orthogroup	ORYLA	XENTR
OG0006518	ORYLA19034	XENTR09393
OG0006519	ORYLA11456	XENTR05535
OG0006520	ORYLA04037	XENTR13195
OG0006523	ORYLA03670	XENTR02071
OG0006524	ORYLA14673	XENTR02379
OG0006526	ORYLA19079	XENTR18522
OG0006527	ORYLA16408	XENTR17417
OG0006528	ORYLA08757	XENTR04191
OG0006530	ORYLA06110	XENTR16908
OG0006532	ORYLA12770	XENTR09832
OG0006536	ORYLA00277	XENTR11449
OG0006537	ORYLA18614	XENTR01017
OG0006538	ORYLA12235	XENTR03139
OG0006540	ORYLA04334	XENTR11917
OG0006542	ORYLA04038	XENTR13194
OG0006543	ORYLA05121	XENTR05755
OG0006545	ORYLA01750	XENTR06549
OG0006549	ORYLA10840	XENTR02344
OG0006550	ORYLA11254	XENTR00769, XENTR00770
OG0006551	ORYLA09374	XENTR18892
OG0006552	ORYLA02423	XENTR05835
OG0006553	ORYLA00553	XENTR01394
OG0006554	ORYLA02770	XENTR10302
OG0006555	ORYLA08557	XENTR04187
OG0006556	ORYLA10590	XENTR16928
OG0006557	ORYLA17641	XENTR04539
OG0006559	ORYLA13088	XENTR13926
OG0006559	ORYLA02615	XENTR04712
OG0006560	ORYLA11992	XENTR12102
OG0006561	ORYLA11401	XENTR09007
OG0006562	ORYLA02977	XENTR12591, XENTR12589
OG0006563	ORYLA12120	XENTR14698
OG0006564	ORYLA03066	XENTR07133
OG0006565	ORYLA19532	XENTR05991
OG0006565	ORYLA14158	XENTR11310
OG0006566	ORYLA16816	XENTR07371
OG0006567	ORYLA14215	XENTR02458
OG0006568	ORYLA00111	XENTR09608
OG0006569	ORYLA04751	XENTR00615
OG0006570	ORYLA02088	XENTR12937
OG0006571	ORYLA18093	XENTR05803
OG0006573	ORYLA04375	XENTR10805
OG0006574	ORYLA13477	XENTR04351
OG0006577	ORYLA04095	XENTR14469
OG0006578	ORYLA02514	XENTR12631, XENTR12630
OG0006579	ORYLA07356	XENTR13945
OG0006580	ORYLA18562	XENTR13958, XENTR13959
OG0006581	ORYLA14939	XENTR10059
OG0006583	ORYLA11606	XENTR16033
OG0006584	ORYLA05604	XENTR02296
OG0006585	ORYLA04761	XENTR12780
OG0006586	ORYLA14580	XENTR00497
OG0006587	ORYLA03374	XENTR11980
OG0006588	ORYLA16204	XENTR06817
OG0006589	ORYLA19520	XENTR01351
OG0006590	ORYLA15302	XENTR14263
OG0006591	ORYLA05510	XENTR11790
OG0006592	ORYLA15483	XENTR01236
OG0006593	ORYLA07057	XENTR12622
OG0006594	ORYLA07714	XENTR18025
OG0006595	ORYLA08079	XENTR09437
OG0006597	ORYLA00971	XENTR00700
OG0006598	ORYLA17695	XENTR14326
OG0006599	ORYLA17550	XENTR02707
OG0006599	ORYLA17318	XENTR16196
OG0006600	ORYLA20055, ORYLA20054	XENTR13734, XENTR13733
OG0006601	ORYLA10284	XENTR18766, XENTR06297, XENTR01087
OG0006602	ORYLA00714	XENTR15212
OG0006603	ORYLA15058	XENTR10213
OG0006604	ORYLA03264	XENTR09447, XENTR09446
OG0006606	ORYLA15309	XENTR05954
OG0006607	ORYLA05978	XENTR13594
OG0006609	ORYLA09197	XENTR06296
OG0006610	ORYLA00548	XENTR07341
OG0006611	ORYLA16098	XENTR05216
OG0006612	ORYLA12921	XENTR11538
OG0006614	ORYLA10829	XENTR18989
OG0006615	ORYLA01747	XENTR06546
OG0006616	ORYLA06592	XENTR09627
OG0006617	ORYLA08547	XENTR08021, XENTR08020
OG0006619	ORYLA06288	XENTR02127, XENTR02126
OG0006620	ORYLA10618	XENTR12760
OG0006620	ORYLA11720	XENTR03634
OG0006621	ORYLA04538	XENTR16711
OG0006622	ORYLA04282	XENTR12562
OG0006623	ORYLA14630	XENTR09849
OG0006624	ORYLA06131, ORYLA06132	XENTR01731
OG0006625	ORYLA12231	XENTR04207
OG0006626	ORYLA17629	XENTR04565
OG0006627	ORYLA17509	XENTR17718
OG0006628	ORYLA12154	XENTR02668
OG0006630	ORYLA12196	XENTR08125
OG0006632	ORYLA01518	XENTR10907
OG0006633	ORYLA06549	XENTR02142
OG0006635	ORYLA17870	XENTR01982
OG0006636	ORYLA05802	XENTR11494
OG0006637	ORYLA08373	XENTR05016
OG0006639	ORYLA00861, ORYLA00862, ORYLA07297	XENTR08672
OG0006640	ORYLA07344	XENTR12743
OG0006641	ORYLA10252	XENTR03024
OG0006642	ORYLA04894	XENTR08911
OG0006645	ORYLA05680	XENTR13154
OG0006646	ORYLA12692, ORYLA12691	XENTR01407
OG0006648	ORYLA20356	XENTR07885
OG0006649	ORYLA16663	XENTR10760
OG0006651	ORYLA04105	XENTR12537
OG0006652	ORYLA10471	XENTR11689
OG0006653	ORYLA06299	XENTR09964
OG0006654	ORYLA11524	XENTR14617
OG0006655	ORYLA17342	XENTR05829
OG0006657	ORYLA17971	XENTR10304
OG0006658	ORYLA11434	XENTR09594
OG0006660	ORYLA13850	XENTR07050
OG0006661	ORYLA04185	XENTR11919
OG0006662	ORYLA14512	XENTR02635
OG0006663	ORYLA03621	XENTR03207
OG0006664	ORYLA09332	XENTR06837
OG0006666	ORYLA20165	XENTR04836
OG0006667	ORYLA06327	XENTR11957
OG0006668	ORYLA08545	XENTR10580
OG0006669	ORYLA02526	XENTR13698
OG0006672	ORYLA10362	XENTR10612
OG0006673	ORYLA17788	XENTR06476
OG0006675	ORYLA11228	XENTR11950
OG0006676	ORYLA19082, ORYLA20332, ORYLA20330	XENTR05976
OG0006677	ORYLA05809	XENTR13655, XENTR13654
OG0006678	ORYLA16789	XENTR13719
OG0006680	ORYLA13976	XENTR02487
OG0006681	ORYLA11715	XENTR03638
OG0006683	ORYLA15512	XENTR10018
OG0006684	ORYLA11012	XENTR16293
OG0006685	ORYLA11878	XENTR18985
OG0006685	ORYLA08944	XENTR04488
OG0006686	ORYLA18912	XENTR06782
OG0006687	ORYLA05969	XENTR12769
OG0006688	ORYLA07474	XENTR13607
OG0006689	ORYLA14988	XENTR01441
OG0006690	ORYLA15449	XENTR13317
OG0006691	ORYLA08252	XENTR10862
OG0006692	ORYLA18541	XENTR13963
OG0006693	ORYLA00439	XENTR12746
OG0006694	ORYLA11331	XENTR04108
OG0006695	ORYLA03032	XENTR13948
OG0006696	ORYLA04969	XENTR00610
OG0006697	ORYLA08123	XENTR10497
OG0006698	ORYLA05714	XENTR05149
OG0006703	ORYLA09239	XENTR04634
OG0006705	ORYLA13053	XENTR00293
OG0006706	ORYLA06274	XENTR07780
OG0006707	ORYLA15902	XENTR16134
OG0006708	ORYLA06046	XENTR18874
OG0006709	ORYLA09857	XENTR05409
OG0006710	ORYLA07507	XENTR18018
OG0006711	ORYLA12230	XENTR08893
OG0006712	ORYLA16175	XENTR03007
OG0006713	ORYLA10516, ORYLA11956	XENTR08986
OG0006714	ORYLA03957, ORYLA01323	XENTR08721
OG0006715	ORYLA16203	XENTR13166
OG0006716	ORYLA07108	XENTR13038
OG0006717	ORYLA01078	XENTR17648
OG0006718	ORYLA05056	XENTR09540
OG0006719	ORYLA00231	XENTR09126
OG0006720	ORYLA13526	XENTR09067
OG0006721	ORYLA06875	XENTR08095
OG0006723	ORYLA15389	XENTR16854
OG0006724	ORYLA18498	XENTR10084
OG0006725	ORYLA13855	XENTR07038
OG0006726	ORYLA18866	XENTR09612
OG0006727	ORYLA11933	XENTR05898
OG0006729	ORYLA17444	XENTR02778
OG0006730	ORYLA15663	XENTR07699
OG0006731	ORYLA05562	XENTR14502
OG0006732	ORYLA18287	XENTR17486
OG0006733	ORYLA01038	XENTR12805
OG0006734	ORYLA19310	XENTR17831
OG0006735	ORYLA14353	XENTR05221
OG0006737	ORYLA08275	XENTR00969
OG0006738	ORYLA19668	XENTR19225, XENTR19226
OG0006739	ORYLA19509	XENTR07449
OG0006741	ORYLA14536	XENTR08382
OG0006742	ORYLA00302	XENTR05493
OG0006745	ORYLA13304	XENTR09899
OG0006747	ORYLA10130	XENTR03834
OG0006747	ORYLA03049	XENTR12326
OG0006748	ORYLA06901	XENTR03274
OG0006749	ORYLA16853	XENTR01774
OG0006750	ORYLA11676	XENTR07602
OG0006752	ORYLA04133	XENTR02646
OG0006753	ORYLA10479	XENTR11694
OG0006754	ORYLA05668	XENTR18420
OG0006755	ORYLA08778	XENTR10590
OG0006756	ORYLA08007	XENTR18274
OG0006757	ORYLA05170	XENTR12333
OG0006759	ORYLA11258	XENTR11512
OG0006760	ORYLA13106, ORYLA13107	XENTR04753, XENTR04751, XENTR04752
OG0006761	ORYLA00833	XENTR01047
OG0006762	ORYLA08143, ORYLA05165	XENTR06563
OG0006763	ORYLA02127	XENTR16927
OG0006763	ORYLA05928, ORYLA16452	XENTR12254
OG0006764	ORYLA01520	XENTR01594
OG0006765	ORYLA12661	XENTR09754
OG0006766	ORYLA04462	XENTR12590, XENTR12592
OG0006768	ORYLA05533	XENTR17405
OG0006769	ORYLA19703	XENTR18589
OG0006770	ORYLA12620	XENTR10049
OG0006771	ORYLA15857	XENTR13494, XENTR13493
OG0006772	ORYLA00394	XENTR06880, XENTR06881
OG0006775	ORYLA07771	XENTR01837
OG0006776	ORYLA16494	XENTR07592
OG0006777	ORYLA12364	XENTR14289
OG0006780	ORYLA10161	XENTR12106
OG0006784	ORYLA05674	XENTR17962
OG0006786	ORYLA00466	XENTR12195
OG0006786	ORYLA06681, ORYLA09929	XENTR00897
OG0006786	ORYLA01453	XENTR09259
OG0006787	ORYLA05621, ORYLA05622	XENTR03340
OG0006787	ORYLA08245	XENTR10845
OG0006788	ORYLA07553	XENTR00683
OG0006788	ORYLA11546	XENTR17528
OG0006789	ORYLA11626, ORYLA11633	XENTR10656, XENTR18516, XENTR10655, XENTR07614
OG0006790	ORYLA16797, ORYLA06926, ORYLA06927, ORYLA07451, ORYLA16798, ORYLA08762, ORYLA15045, ORYLA18872, ORYLA03749	XENTR16444, XENTR01582
OG0006791	ORYLA01324	XENTR09543, XENTR08719
OG0006792	ORYLA11646	XENTR11656
OG0006794	ORYLA04111	XENTR01501
OG0006794	ORYLA03298, ORYLA03295, ORYLA03428	XENTR02640
OG0006795	ORYLA06379, ORYLA06126	XENTR14602, XENTR14603
OG0006796	ORYLA14619, ORYLA12348	XENTR15198
OG0006826	ORYLA07190	XENTR13782
OG0006827	ORYLA19112	XENTR00081
OG0006828	ORYLA19553	XENTR08258
OG0006829	ORYLA20486	XENTR09763
OG0006830	ORYLA04099	XENTR13305
OG0006831	ORYLA05295	XENTR14217
OG0006832	ORYLA10081	XENTR10958
OG0006833	ORYLA12166	XENTR00457
OG0006837	ORYLA03273	XENTR02650
OG0006838	ORYLA16929	XENTR01852
OG0006842	ORYLA00868	XENTR10401
OG0006843	ORYLA18591	XENTR17465
OG0006844	ORYLA12172	XENTR08527
OG0006845	ORYLA04346	XENTR11640
OG0006846	ORYLA10163	XENTR12109
OG0006848	ORYLA03872	XENTR07526
OG0006849	ORYLA04862	XENTR01645
OG0006850	ORYLA00398, ORYLA00397	XENTR05570
OG0006851	ORYLA08359	XENTR13145
OG0006852	ORYLA11028	XENTR01320
OG0006853	ORYLA19226	XENTR15554
OG0006856	ORYLA07978	XENTR01007
OG0006857	ORYLA09522	XENTR02316
OG0006860	ORYLA12394	XENTR10215
OG0006861	ORYLA10051	XENTR04183
OG0006862	ORYLA10430	XENTR13534
OG0006863	ORYLA09121	XENTR12976
OG0006864	ORYLA16704, ORYLA00881	XENTR01809
OG0006865	ORYLA08635	XENTR09213
OG0006866	ORYLA06893, ORYLA16133	XENTR17686
OG0006869	ORYLA15879	XENTR02833
OG0006870	ORYLA09718	XENTR10263
OG0006871	ORYLA13504	XENTR07430
OG0006872	ORYLA15278, ORYLA15279	XENTR03744
OG0006873	ORYLA17413	XENTR13913
OG0006874	ORYLA14058	XENTR14555
OG0006875	ORYLA04531	XENTR10450
OG0006876	ORYLA13231	XENTR00090
OG0006877	ORYLA14665	XENTR05237
OG0006878	ORYLA06366	XENTR12365
OG0006879	ORYLA11007	XENTR17009
OG0006880	ORYLA14486	XENTR02819
OG0006882	ORYLA12470	XENTR10988
OG0006886	ORYLA01362	XENTR00696
OG0006887	ORYLA18327	XENTR13961
OG0006888	ORYLA13676	XENTR02537
OG0006889	ORYLA15285	XENTR05963
OG0006890	ORYLA05057	XENTR09541
OG0006891	ORYLA12282	XENTR15690
OG0006892	ORYLA18584	XENTR00113
OG0006893	ORYLA00800	XENTR17439
OG0006894	ORYLA19918	XENTR13122
OG0006895	ORYLA08207	XENTR11833
OG0006896	ORYLA07408	XENTR12639
OG0006897	ORYLA17654	XENTR14076
OG0006898	ORYLA15253	XENTR07636
OG0006899	ORYLA01888, ORYLA07590	XENTR12237
OG0006900	ORYLA10711	XENTR09605
OG0006901	ORYLA19363	XENTR00120
OG0006903	ORYLA05646	XENTR15633
OG0006903	ORYLA07893, ORYLA16398	XENTR06864
OG0006904	ORYLA10752	XENTR03460
OG0006905	ORYLA14337	XENTR19260
OG0006906	ORYLA04358	XENTR10195
OG0006907	ORYLA11869	XENTR18404
OG0006908	ORYLA04532	XENTR03672
OG0006909	ORYLA20226	XENTR18357
OG0006911	ORYLA01075	XENTR17645
OG0006912	ORYLA13590	XENTR03948
OG0006913	ORYLA06363	XENTR04002
OG0006914	ORYLA19783	XENTR15248
OG0006917	ORYLA18342	XENTR03266
OG0006918	ORYLA05445	XENTR10731, XENTR10730
OG0006919	ORYLA19417	XENTR12172
OG0006920	ORYLA09599	XENTR10785
OG0006923	ORYLA02242	XENTR05461
OG0006924	ORYLA19320	XENTR06768
OG0006925	ORYLA10136	XENTR03837
OG0006926	ORYLA02117	XENTR12859
OG0006927	ORYLA06863	XENTR10634
OG0006929	ORYLA05323	XENTR05894
OG0006930	ORYLA17500, ORYLA17499	XENTR05716
OG0006931	ORYLA11673	XENTR12285
OG0006932	ORYLA16938	XENTR01275
OG0006934	ORYLA09930	XENTR15092
OG0006935	ORYLA10774	XENTR08699
OG0006936	ORYLA12502	XENTR08928
OG0006937	ORYLA09224	XENTR04504
OG0006938	ORYLA13900	XENTR16149
OG0006939	ORYLA10635	XENTR12765
OG0006940	ORYLA07819	XENTR01692
OG0006942	ORYLA01085	XENTR09478
OG0006943	ORYLA11269	XENTR15386
OG0006944	ORYLA15875	XENTR07046
OG0006945	ORYLA19364	XENTR00117
OG0006946	ORYLA02739	XENTR16824, XENTR16825
OG0006948	ORYLA05268	XENTR04780
OG0006949	ORYLA14891	XENTR11256
OG0006951	ORYLA01790	XENTR14803
OG0006952	ORYLA02149	XENTR05143
OG0006953	ORYLA04011	XENTR09448
OG0006954	ORYLA10656	XENTR03844
OG0006955	ORYLA11271	XENTR06398
OG0006957	ORYLA01524	XENTR08977
OG0006959	ORYLA07529	XENTR17553
OG0006960	ORYLA20075	XENTR16241
OG0006962	ORYLA14243	XENTR09246
OG0006964	ORYLA06047	XENTR09387
OG0006967	ORYLA07736	XENTR03908
OG0006968	ORYLA07011	XENTR15434
OG0006969	ORYLA00904	XENTR16751
OG0006970	ORYLA01120	XENTR14271, XENTR14272
OG0006971	ORYLA17898	XENTR01201
OG0006972	ORYLA15222	XENTR19251
OG0006973	ORYLA11601	XENTR09146
OG0006974	ORYLA03114	XENTR12649
OG0006975	ORYLA05959	XENTR12996
OG0006976	ORYLA11643	XENTR01210
OG0006977	ORYLA14070	XENTR11302
OG0006978	ORYLA17389, ORYLA17388	XENTR16961
OG0006979	ORYLA18967	XENTR01458
OG0006980	ORYLA18420	XENTR06239
OG0006981	ORYLA15231	XENTR16320
OG0006982	ORYLA08562, ORYLA08563	XENTR11312
OG0006984	ORYLA15233, ORYLA12089	XENTR13708
OG0006984	ORYLA14709	XENTR02353
OG0006987	ORYLA18444	XENTR01282, XENTR01281
OG0006988	ORYLA16944	XENTR12330
OG0006989	ORYLA09680	XENTR04170
OG0006990	ORYLA12859	XENTR08922
OG0006991	ORYLA19862	XENTR17838
OG0006993	ORYLA03063	XENTR09372
OG0006994	ORYLA19038	XENTR00114
OG0006996	ORYLA04870	XENTR01652
OG0006997	ORYLA10925	XENTR17546, XENTR17545
OG0006998	ORYLA07905	XENTR06955
OG0006999	ORYLA05329	XENTR00236
OG0007000	ORYLA17381	XENTR01902, XENTR01901
OG0007001	ORYLA10882	XENTR17344, XENTR17343
OG0007002	ORYLA19238	XENTR06832
OG0007003	ORYLA15348, ORYLA12075	XENTR16048
OG0007005	ORYLA03067	XENTR07132
OG0007006	ORYLA09127, ORYLA04167	XENTR12975
OG0007008	ORYLA20301	XENTR18543
OG0007009	ORYLA17311	XENTR09577
OG0007010	ORYLA12802	XENTR05499
OG0007011	ORYLA03574	XENTR05787
OG0007012	ORYLA07702	XENTR03267
OG0007013	ORYLA08186	XENTR09137
OG0007015	ORYLA15619	XENTR02491
OG0007016	ORYLA20315	XENTR00478
OG0007017	ORYLA00928	XENTR16539
OG0007018	ORYLA01330	XENTR13179
OG0007021	ORYLA09538	XENTR08839
OG0007022	ORYLA14380	XENTR16029
OG0007023	ORYLA13776	XENTR07024
OG0007025	ORYLA19770	XENTR13731
OG0007026	ORYLA15372	XENTR18056
OG0007027	ORYLA15909	XENTR19169, XENTR11118
OG0007028	ORYLA06937	XENTR00104
OG0007029	ORYLA14229	XENTR07776
OG0007030	ORYLA00487	XENTR05657
OG0007031	ORYLA12964	XENTR07790
OG0007032	ORYLA18196	XENTR17468
OG0007033	ORYLA11802	XENTR16190
OG0007034	ORYLA13978	XENTR05241
OG0007035	ORYLA03436	XENTR06046
OG0007036	ORYLA01654	XENTR17676
OG0007037	ORYLA09849	XENTR05417
OG0007038	ORYLA15687	XENTR01237
OG0007039	ORYLA10444	XENTR03063
OG0007040	ORYLA15293	XENTR16157
OG0007041	ORYLA12169, ORYLA14638	XENTR01415
OG0007042	ORYLA05629	XENTR03360
OG0007044	ORYLA19075	XENTR08465, XENTR13827
OG0007046	ORYLA10686	XENTR09390
OG0007047	ORYLA02086	XENTR12940
OG0007048	ORYLA16978	XENTR12714
OG0007049	ORYLA12565	XENTR10205
OG0007050	ORYLA20452	XENTR10229
OG0007052	ORYLA15339	XENTR10707
OG0007052	ORYLA19989	XENTR18218
OG0007053	ORYLA16394	XENTR06867
OG0007055	ORYLA17619	XENTR04557
OG0007058	ORYLA03722	XENTR13895
OG0007059	ORYLA07836	XENTR01903
OG0007060	ORYLA05548	XENTR06697
OG0007061	ORYLA00894	XENTR12828
OG0007062	ORYLA03640	XENTR03101
OG0007063	ORYLA05804	XENTR05680
OG0007064	ORYLA20409	XENTR16371
OG0007065	ORYLA14600	XENTR04111
OG0007066	ORYLA02140	XENTR18528, XENTR05764
OG0007068	ORYLA07348	XENTR04871
OG0007069	ORYLA10663	XENTR06666
OG0007070	ORYLA06946	XENTR08595
OG0007071	ORYLA10456	XENTR07783
OG0007072	ORYLA12666	XENTR07265
OG0007073	ORYLA03515	XENTR08573
OG0007074	ORYLA06899	XENTR03247
OG0007075	ORYLA17760	XENTR02206
OG0007076	ORYLA11263	XENTR15551
OG0007077	ORYLA12778	XENTR02860, XENTR01951
OG0007078	ORYLA06143	XENTR01751
OG0007080	ORYLA11474	XENTR05164
OG0007081	ORYLA16483	XENTR06924
OG0007082	ORYLA19534	XENTR16647
OG0007083	ORYLA02087	XENTR12941
OG0007084	ORYLA18994	XENTR15425
OG0007086	ORYLA15347	XENTR15548
OG0007088	ORYLA06446	XENTR13069
OG0007090	ORYLA12938	XENTR04663
OG0007091	ORYLA10611	XENTR16106
OG0007092	ORYLA11433	XENTR09595
OG0007093	ORYLA12432	XENTR09556
OG0007094	ORYLA10462	XENTR03856
OG0007095	ORYLA05795	XENTR11185
OG0007096	ORYLA13346, ORYLA06995	XENTR15677
OG0007097	ORYLA17535	XENTR10319
OG0007098	ORYLA15262	XENTR00462
OG0007099	ORYLA00040	XENTR01909
OG0007100	ORYLA13677	XENTR02538
OG0007102	ORYLA09553	XENTR10584
OG0007103	ORYLA08342	XENTR09292
OG0007104	ORYLA03154	XENTR08818
OG0007105	ORYLA07523	XENTR17989, XENTR17988
OG0007106	ORYLA13818	XENTR02834
OG0007107	ORYLA00560	XENTR15605
OG0007108	ORYLA04528	XENTR11156
OG0007111	ORYLA11279	XENTR16348
OG0007112	ORYLA19964	XENTR05305
OG0007113	ORYLA15522, ORYLA13775	XENTR07047
OG0007114	ORYLA05387, ORYLA02077	XENTR17139
OG0007115	ORYLA05459	XENTR10736
OG0007116	ORYLA17044	XENTR07013
OG0007117	ORYLA11159	XENTR15556
OG0007118	ORYLA18746	XENTR11167
OG0007119	ORYLA13244	XENTR00359
OG0007120	ORYLA02860	XENTR11017
OG0007122	ORYLA15640	XENTR13022
OG0007123	ORYLA07878	XENTR09569
OG0007124	ORYLA09552	XENTR10585
OG0007125	ORYLA13532	XENTR13558
OG0007126	ORYLA11848	XENTR05105
OG0007127	ORYLA05546	XENTR03372
OG0007128	ORYLA02979	XENTR05067
OG0007129	ORYLA04646	XENTR12453
OG0007130	ORYLA18855	XENTR10790
OG0007131	ORYLA17663	XENTR04760
OG0007132	ORYLA02165	XENTR18457
OG0007133	ORYLA18527	XENTR06849
OG0007134	ORYLA00740	XENTR14638
OG0007135	ORYLA12420	XENTR14139
OG0007136	ORYLA14799	XENTR11242
OG0007137	ORYLA06230	XENTR16364
OG0007139	ORYLA20254	XENTR18713
OG0007140	ORYLA10308	XENTR14828
OG0007140	ORYLA00270	XENTR13212
OG0007141	ORYLA17064	XENTR04779
OG0007143	ORYLA10676	XENTR13932
OG0007145	ORYLA07062	XENTR04506
OG0007147	ORYLA14416	XENTR17348
OG0007148	ORYLA17738	XENTR15137
OG0007150	ORYLA12660	XENTR09755
OG0007151	ORYLA03573	XENTR05788
OG0007153	ORYLA04856	XENTR08905
OG0007154	ORYLA10421	XENTR03882
OG0007158	ORYLA02201	XENTR08364
OG0007159	ORYLA13649	XENTR09164
OG0007161	ORYLA15162	XENTR15126
OG0007162	ORYLA13655	XENTR17539
OG0007164	ORYLA09721, ORYLA12288	XENTR00655
OG0007165	ORYLA03664	XENTR02602
OG0007166	ORYLA12340, ORYLA12341	XENTR10142
OG0007168	ORYLA09683	XENTR01098
OG0007169	ORYLA01808	XENTR01753
OG0007171	ORYLA05245	XENTR07480
OG0007173	ORYLA00375	XENTR13485
OG0007174	ORYLA15845	XENTR18531, XENTR02471
OG0007175	ORYLA12365	XENTR08705, XENTR08706
OG0007176	ORYLA05563	XENTR14504
OG0007177	ORYLA10550	XENTR13081
OG0007178	ORYLA13591	XENTR03949
OG0007179	ORYLA09261, ORYLA09260	XENTR10416
OG0007181	ORYLA15718	XENTR10462
OG0007182	ORYLA12514	XENTR01510
OG0007183	ORYLA05418	XENTR04220
OG0007185	ORYLA00068	XENTR07399
OG0007186	ORYLA08238	XENTR13974
OG0007187	ORYLA14366	XENTR07115
OG0007188	ORYLA19593	XENTR08812
OG0007189	ORYLA00633	XENTR03901
OG0007190	ORYLA02310	XENTR01938
OG0007191	ORYLA17462	XENTR04764
OG0007192	ORYLA09692	XENTR00135
OG0007193	ORYLA07734, ORYLA16990	XENTR04773
OG0007193	ORYLA16522	XENTR15321
OG0007195	ORYLA17219	XENTR00526
OG0007199	ORYLA05345, ORYLA01726	XENTR00223
OG0007200	ORYLA08097	XENTR08147
OG0007201	ORYLA12849, ORYLA12850	XENTR08891
OG0007203	ORYLA11589	XENTR17211
OG0007204	ORYLA13239	XENTR00365
OG0007204	ORYLA16562, ORYLA16561	XENTR13207
OG0007205	ORYLA16572	XENTR04932
OG0007205	ORYLA13452, ORYLA06637	XENTR09932
OG0007205	ORYLA17843	XENTR16486
OG0007206	ORYLA11283	XENTR00287, XENTR11502
OG0007207	ORYLA18413, ORYLA16369, ORYLA16366, ORYLA16367, ORYLA16368	XENTR15852, XENTR15853, XENTR16511, XENTR16512, XENTR18398, XENTR16513, XENTR16514, XENTR16515, XENTR15851
OG0007209	ORYLA00656, ORYLA00655	XENTR18958, XENTR11763
OG0007210	ORYLA05937, ORYLA02020, ORYLA05936, ORYLA02022, ORYLA05938	XENTR15235
OG0007212	ORYLA06596	XENTR09369
OG0007212	ORYLA13122, ORYLA13123	XENTR18062
OG0007214	ORYLA14774	XENTR18678
OG0007227	ORYLA20378	XENTR17294
OG0007248	ORYLA06298	XENTR09965, XENTR09966
OG0007250	ORYLA08747	XENTR15090, XENTR15089
OG0007251	ORYLA06850	XENTR16778
OG0007253	ORYLA08898	XENTR15675
OG0007253	ORYLA12436	XENTR06641
OG0007254	ORYLA11846	XENTR16036
OG0007256	ORYLA18423	XENTR05599
OG0007258	ORYLA02983	XENTR05062
OG0007261	ORYLA00423	XENTR14144
OG0007264	ORYLA15263	XENTR00464, XENTR00463
OG0007266	ORYLA19225	XENTR14040
OG0007267	ORYLA14269	XENTR00329
OG0007268	ORYLA09609	XENTR07436
OG0007269	ORYLA10696	XENTR08034, XENTR06073
OG0007270	ORYLA04915, ORYLA04916	XENTR00919
OG0007271	ORYLA06700	XENTR06576
OG0007272	ORYLA19327	XENTR18622
OG0007273	ORYLA17133	XENTR11486
OG0007274	ORYLA01401	XENTR14808
OG0007275	ORYLA10992	XENTR10112
OG0007276	ORYLA17414	XENTR17394
OG0007279	ORYLA04478	XENTR03525
OG0007280	ORYLA06789	XENTR04651
OG0007281	ORYLA16781	XENTR00958
OG0007282	ORYLA17269	XENTR10935
OG0007283	ORYLA16980	XENTR07330
OG0007284	ORYLA05432	XENTR07884
OG0007284	ORYLA09535	XENTR03693
OG0007285	ORYLA05317	XENTR05890
OG0007286	ORYLA19380	XENTR12572
OG0007288	ORYLA20472	XENTR04861
OG0007289	ORYLA03622	XENTR01683
OG0007290	ORYLA20279	XENTR07276
OG0007291	ORYLA15418	XENTR02444
OG0007292	ORYLA05899	XENTR16459
OG0007293	ORYLA02154	XENTR15743
OG0007294	ORYLA09264	XENTR14997
OG0007295	ORYLA01411	XENTR04865
OG0007296	ORYLA12441	XENTR00485
OG0007298	ORYLA00430	XENTR05560
OG0007299	ORYLA17998	XENTR02278
OG0007300	ORYLA02105	XENTR05357
OG0007302	ORYLA13509, ORYLA19833	XENTR00417
OG0007303	ORYLA18273	XENTR14363
OG0007304	ORYLA11541	XENTR08025
OG0007306	ORYLA04055	XENTR11408
OG0007307	ORYLA04750	XENTR00613
OG0007308	ORYLA01818, ORYLA05605	XENTR02295
OG0007309	ORYLA00123	XENTR13050
OG0007310	ORYLA09847	XENTR13427
OG0007312	ORYLA16909	XENTR01859
OG0007314	ORYLA11660	XENTR14853
OG0007316	ORYLA07711	XENTR04896
OG0007317	ORYLA04703	XENTR13051
OG0007318	ORYLA14192	XENTR08377
OG0007319	ORYLA13973	XENTR16805
OG0007320	ORYLA19939	XENTR11235
OG0007321	ORYLA01035	XENTR12796
OG0007325	ORYLA12467	XENTR07774
OG0007326	ORYLA14944	XENTR05294
OG0007329	ORYLA05886	XENTR12936
OG0007330	ORYLA03139	XENTR08463
OG0007331	ORYLA11072	XENTR00732
OG0007333	ORYLA13227, ORYLA09947	XENTR12288
OG0007334	ORYLA02101	XENTR18884
OG0007335	ORYLA11672	XENTR07715
OG0007336	ORYLA05981	XENTR19188, XENTR12086
OG0007337	ORYLA11944	XENTR18440, XENTR09152
OG0007339	ORYLA08865	XENTR03376
OG0007340	ORYLA01911	XENTR11750
OG0007341	ORYLA12520	XENTR00193
OG0007342	ORYLA17313	XENTR05724
OG0007343	ORYLA13486	XENTR09826
OG0007344	ORYLA18957	XENTR15343
OG0007345	ORYLA19599	XENTR05583
OG0007347	ORYLA13816	XENTR11224
OG0007348	ORYLA12246	XENTR09214
OG0007351	ORYLA06166	XENTR03181
OG0007353	ORYLA12576	XENTR09557
OG0007354	ORYLA09048	XENTR00406
OG0007356	ORYLA13760	XENTR01249
