Orthogroup	ORYLA	SCHMD
OG0003532	ORYLA09550	SCHMD04373
OG0003533	ORYLA20154	SCHMD29432, SCHMD23787
OG0003534	ORYLA04728	SCHMD19910
OG0003539	ORYLA00317	SCHMD18718, SCHMD20290
OG0003543	ORYLA17038, ORYLA06025	SCHMD01295, SCHMD04172
OG0003544	ORYLA05956	SCHMD22197, SCHMD21841
OG0003545	ORYLA16290, ORYLA00780, ORYLA16888	SCHMD18885, SCHMD15544
OG0003548	ORYLA07339, ORYLA19601	SCHMD25865, SCHMD23815
OG0003550	ORYLA06826, ORYLA09869	SCHMD01327
OG0003551	ORYLA17122, ORYLA02512, ORYLA02511	SCHMD07949
OG0003552	ORYLA06559, ORYLA12973	SCHMD10623, SCHMD08451
OG0003554	ORYLA02272, ORYLA04649	SCHMD11710, SCHMD08877
OG0003555	ORYLA08290	SCHMD03932
OG0003556	ORYLA11308, ORYLA15858, ORYLA16060	SCHMD03452
OG0003557	ORYLA17940, ORYLA05103	SCHMD08732
OG0003558	ORYLA12673	SCHMD04257
OG0003561	ORYLA11603, ORYLA09116	SCHMD07358
OG0003562	ORYLA16057, ORYLA05508	SCHMD00923
OG0003563	ORYLA08166	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	ORYLA02602, ORYLA17999, ORYLA01509	SCHMD19445, SCHMD14913
OG0003566	ORYLA12377	SCHMD26756, SCHMD15301
OG0003567	ORYLA16922	SCHMD15008, SCHMD04442
OG0003568	ORYLA17899	SCHMD15819
OG0003570	ORYLA06235, ORYLA06236	SCHMD08962
OG0003571	ORYLA05684, ORYLA15032	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	ORYLA18884	SCHMD03521
OG0003577	ORYLA05673	SCHMD10649
OG0003579	ORYLA07706	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	ORYLA13955	SCHMD12451, SCHMD16671
OG0003585	ORYLA11777, ORYLA05515, ORYLA06296, ORYLA15519, ORYLA16072	SCHMD02146
OG0003587	ORYLA19429	SCHMD10089, SCHMD10088, SCHMD06291, SCHMD04719
OG0003598	ORYLA13193, ORYLA02886	SCHMD21244
OG0003599	ORYLA07506	SCHMD21154
OG0003600	ORYLA20278	SCHMD02224
OG0003604	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897	SCHMD03287
OG0003607	ORYLA08341	SCHMD18996, SCHMD19067
OG0003610	ORYLA11705	SCHMD10025, SCHMD05007
OG0003611	ORYLA01222	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	ORYLA05697	SCHMD05840
OG0003613	ORYLA14322, ORYLA13861	SCHMD04176
OG0003615	ORYLA07166	SCHMD13214
OG0003617	ORYLA20096	SCHMD19266, SCHMD24604, SCHMD19682
OG0003618	ORYLA09085	SCHMD03820
OG0003619	ORYLA00995	SCHMD13518, SCHMD08597
OG0003620	ORYLA16131	SCHMD10079, SCHMD29362
OG0003622	ORYLA11687	SCHMD21579, SCHMD21578, SCHMD23632
OG0003624	ORYLA13908	SCHMD09571, SCHMD22651
OG0003626	ORYLA06029	SCHMD06623
OG0003627	ORYLA12845, ORYLA04550	SCHMD19934, SCHMD24898
OG0003629	ORYLA03343	SCHMD03651
OG0003630	ORYLA07936	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	ORYLA18266	SCHMD10913
OG0003632	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834	SCHMD28869
OG0003635	ORYLA01451	SCHMD09927
OG0003636	ORYLA05265	SCHMD16813
OG0003638	ORYLA11662	SCHMD08904, SCHMD12994
OG0003640	ORYLA16900, ORYLA07985, ORYLA08704	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	ORYLA19217, ORYLA19218	SCHMD03638
OG0003646	ORYLA12425	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	ORYLA18090, ORYLA02365	SCHMD03661, SCHMD03659
OG0003649	ORYLA12909	SCHMD11461
OG0003651	ORYLA15506	SCHMD19273, SCHMD24605
OG0003652	ORYLA04563, ORYLA03095	SCHMD11274
OG0003653	ORYLA01638, ORYLA07485	SCHMD17511, SCHMD11246
OG0003654	ORYLA09093	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	ORYLA11608, ORYLA09516	SCHMD09541
OG0003657	ORYLA04683, ORYLA09891	SCHMD25752, SCHMD28011
OG0003658	ORYLA01831	SCHMD29667
OG0003659	ORYLA19260	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003659	ORYLA13374	SCHMD11909, SCHMD17602, SCHMD12731
OG0003661	ORYLA13934	SCHMD11070
OG0003666	ORYLA02489, ORYLA13220, ORYLA06808	SCHMD02137
OG0003668	ORYLA12159, ORYLA14882	SCHMD16966
OG0003669	ORYLA00310	SCHMD19438
OG0003671	ORYLA19913, ORYLA05071, ORYLA03950	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	ORYLA07781	SCHMD06465, SCHMD13496
OG0003674	ORYLA00233	SCHMD19493, SCHMD21241
OG0003675	ORYLA05527	SCHMD10344, SCHMD10343
OG0003676	ORYLA18000	SCHMD09933
OG0003678	ORYLA19111, ORYLA18850	SCHMD18909
OG0003679	ORYLA09435, ORYLA09221	SCHMD14973
OG0003682	ORYLA05336, ORYLA11752	SCHMD00097
OG0003683	ORYLA02323	SCHMD08791
OG0003685	ORYLA17287, ORYLA17288, ORYLA12611	SCHMD02813
OG0003687	ORYLA16099, ORYLA09689	SCHMD06543
OG0003688	ORYLA15391	SCHMD02218
OG0003692	ORYLA17765, ORYLA17766	SCHMD07452
OG0003694	ORYLA05766	SCHMD01774
OG0003695	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445	SCHMD02002
OG0003696	ORYLA14696	SCHMD10456, SCHMD19979
OG0003698	ORYLA05043, ORYLA17728	SCHMD04070, SCHMD04069
OG0003701	ORYLA09740	SCHMD15850
OG0003703	ORYLA07914, ORYLA19118, ORYLA07915	SCHMD03850
OG0003705	ORYLA01951	SCHMD16984
OG0003706	ORYLA06085	SCHMD03464, SCHMD03465
OG0003707	ORYLA17496	SCHMD01318, SCHMD20493
OG0003708	ORYLA10235	SCHMD13127
OG0003710	ORYLA04163, ORYLA08822	SCHMD01072
OG0003712	ORYLA16996, ORYLA19025	SCHMD07204, SCHMD01556
OG0003713	ORYLA13219, ORYLA06802	SCHMD09387
OG0003716	ORYLA13136	SCHMD16362
OG0003717	ORYLA02048	SCHMD02266
OG0003718	ORYLA08634	SCHMD19427, SCHMD27978
OG0003720	ORYLA06376, ORYLA01596	SCHMD23149, SCHMD11812
OG0003721	ORYLA10476, ORYLA01061	SCHMD06738
OG0003722	ORYLA06277, ORYLA02448	SCHMD13809
OG0003724	ORYLA20221	SCHMD11616
OG0003725	ORYLA13642, ORYLA17118	SCHMD27474, SCHMD20596
OG0003726	ORYLA05127	SCHMD25016
OG0003729	ORYLA08395	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003731	ORYLA00028	SCHMD22514
OG0003732	ORYLA09566	SCHMD03760
OG0003734	ORYLA02449	SCHMD00609
OG0003736	ORYLA15256	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	ORYLA18023, ORYLA13650	SCHMD26875, SCHMD23789
OG0003739	ORYLA10021	SCHMD03999
OG0003740	ORYLA14622	SCHMD13948, SCHMD17686
OG0003741	ORYLA06173	SCHMD28597, SCHMD28496
OG0003742	ORYLA06086, ORYLA02085, ORYLA16192	SCHMD03803
OG0003743	ORYLA02655, ORYLA17586	SCHMD05330, SCHMD03268
OG0003744	ORYLA15613, ORYLA13913	SCHMD04258
OG0003746	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028	SCHMD20571
OG0003749	ORYLA15075, ORYLA11168	SCHMD12963
OG0003750	ORYLA15854	SCHMD10740, SCHMD21692
OG0003751	ORYLA12972	SCHMD29178, SCHMD29232
OG0003755	ORYLA03647, ORYLA04416	SCHMD24630
OG0003756	ORYLA15160	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	ORYLA03079	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	ORYLA15779	SCHMD10568
OG0003759	ORYLA16410, ORYLA01905, ORYLA01906	SCHMD02168
OG0003763	ORYLA04822	SCHMD15410
OG0003764	ORYLA16406	SCHMD03437
OG0003766	ORYLA14216	SCHMD22112, SCHMD16522
OG0003767	ORYLA05360	SCHMD06286
OG0003771	ORYLA19264, ORYLA17030	SCHMD05134
OG0003776	ORYLA18575	SCHMD01854
OG0003777	ORYLA09626, ORYLA20067	SCHMD09329, SCHMD03918
OG0003778	ORYLA11149, ORYLA15322	SCHMD06996
OG0003779	ORYLA16409	SCHMD15868, SCHMD25797
OG0003794	ORYLA16150, ORYLA01739, ORYLA20381, ORYLA15350, ORYLA12748	SCHMD05999
OG0003795	ORYLA20210	SCHMD22731
OG0003798	ORYLA19738, ORYLA13919	SCHMD13971, SCHMD04164
OG0003803	ORYLA02753, ORYLA02752, ORYLA12969	SCHMD27722, SCHMD27442
OG0003806	ORYLA16763	SCHMD21156
OG0003808	ORYLA01934	SCHMD27875, SCHMD11284
OG0003811	ORYLA12803	SCHMD22928, SCHMD13669
OG0003812	ORYLA19278	SCHMD04985
OG0003813	ORYLA18042, ORYLA17950	SCHMD01244
OG0003817	ORYLA06447	SCHMD04758
OG0003818	ORYLA04078	SCHMD10822, SCHMD17278
OG0003821	ORYLA13685, ORYLA15681, ORYLA13807	SCHMD10138
OG0003826	ORYLA04385	SCHMD20348
OG0003828	ORYLA02923	SCHMD01189, SCHMD27415
OG0003831	ORYLA00352	SCHMD17115
OG0003833	ORYLA08551	SCHMD28965
OG0003834	ORYLA06974, ORYLA12844, ORYLA15270	SCHMD01451
OG0003837	ORYLA16787	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	ORYLA09504, ORYLA00494	SCHMD05207
OG0003839	ORYLA06804	SCHMD05702, SCHMD10139
OG0003840	ORYLA19338	SCHMD12844, SCHMD26426
OG0003841	ORYLA02082	SCHMD14946
OG0003844	ORYLA00410	SCHMD09963
OG0003845	ORYLA04421	SCHMD00835
OG0003846	ORYLA04676	SCHMD06517
OG0003849	ORYLA14884, ORYLA02815, ORYLA12162	SCHMD10843
OG0003850	ORYLA05996	SCHMD24952, SCHMD16801
OG0003852	ORYLA12702	SCHMD13486
OG0003853	ORYLA18272	SCHMD14514, SCHMD07343
OG0003856	ORYLA17087	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	ORYLA19469, ORYLA19468	SCHMD05301
OG0003863	ORYLA04629, ORYLA17758	SCHMD02612
OG0003865	ORYLA09778, ORYLA13923, ORYLA15980	SCHMD10111
OG0003866	ORYLA08827	SCHMD07937, SCHMD00211
OG0003868	ORYLA19824, ORYLA12769	SCHMD15677
OG0003869	ORYLA08057	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	ORYLA09605	SCHMD01263
OG0003872	ORYLA17934, ORYLA17933	SCHMD13742, SCHMD13511
OG0003875	ORYLA14787	SCHMD00813, SCHMD07245, SCHMD07243
OG0003876	ORYLA05675	SCHMD06770
OG0003877	ORYLA13505	SCHMD08239
OG0003878	ORYLA11114, ORYLA15672, ORYLA14414	SCHMD04321
OG0003881	ORYLA19792, ORYLA19793	SCHMD06054, SCHMD03369
OG0003882	ORYLA10836, ORYLA15325	SCHMD13622
OG0003883	ORYLA07337, ORYLA07336	SCHMD24582
OG0003884	ORYLA12146	SCHMD04417
OG0003885	ORYLA05118	SCHMD09959
OG0003886	ORYLA07850	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	ORYLA06119	SCHMD20058, SCHMD18207
OG0003888	ORYLA09457	SCHMD05192
OG0003892	ORYLA10862	SCHMD07588
OG0003894	ORYLA17746	SCHMD11863
OG0003896	ORYLA00246, ORYLA16803, ORYLA16688	SCHMD28716
OG0003897	ORYLA06606	SCHMD20071
OG0003903	ORYLA00503	SCHMD29162
OG0003904	ORYLA12590	SCHMD00688
OG0003905	ORYLA18767, ORYLA20350	SCHMD06967, SCHMD06965
OG0003906	ORYLA19253, ORYLA19252	SCHMD03168
OG0003908	ORYLA00464	SCHMD10777, SCHMD26725
OG0003908	ORYLA11218	SCHMD03608
OG0003909	ORYLA11744	SCHMD13155, SCHMD19547, SCHMD15096
OG0003910	ORYLA01842	SCHMD16210, SCHMD14670
OG0003911	ORYLA18945	SCHMD20892
OG0003912	ORYLA15466, ORYLA12465	SCHMD04955
OG0003914	ORYLA18672, ORYLA18673	SCHMD00070
OG0003917	ORYLA13507	SCHMD02873
OG0003918	ORYLA01197, ORYLA19012	SCHMD00222
OG0003920	ORYLA01688	SCHMD03027
OG0003921	ORYLA07105	SCHMD06689
OG0003923	ORYLA10036	SCHMD25596, SCHMD09715
OG0003925	ORYLA05435	SCHMD25912, SCHMD09602
OG0003926	ORYLA14433	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003928	ORYLA07130	SCHMD11506
OG0003930	ORYLA15221	SCHMD03275
OG0003931	ORYLA07756	SCHMD03615
OG0003933	ORYLA14136, ORYLA10946	SCHMD23983
OG0003934	ORYLA18259, ORYLA18258	SCHMD00793
OG0003936	ORYLA15161	SCHMD01877
OG0003938	ORYLA10357	SCHMD19197
OG0003939	ORYLA08294	SCHMD05579
OG0003940	ORYLA12099	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003944	ORYLA06722	SCHMD10666
OG0003945	ORYLA14999, ORYLA20189	SCHMD04737
OG0003946	ORYLA00695, ORYLA00840	SCHMD19360, SCHMD00465
OG0003947	ORYLA17372	SCHMD06484
OG0003949	ORYLA13984	SCHMD24366, SCHMD04246
OG0003950	ORYLA12030	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	ORYLA15529	SCHMD04397
OG0003953	ORYLA04609, ORYLA04608	SCHMD22038
OG0003954	ORYLA05547, ORYLA11360	SCHMD06088
OG0003955	ORYLA00673	SCHMD06589
OG0003956	ORYLA13069	SCHMD07488
OG0003958	ORYLA01353, ORYLA17566, ORYLA02785	SCHMD13631, SCHMD28091
OG0003961	ORYLA06267	SCHMD04675
OG0003965	ORYLA10358	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	ORYLA08670, ORYLA09958, ORYLA06246	SCHMD20971, SCHMD24367
OG0003969	ORYLA12575	SCHMD08592
OG0003972	ORYLA15470	SCHMD13668
OG0003973	ORYLA18600, ORYLA00775	SCHMD06454
OG0003978	ORYLA14729, ORYLA05034, ORYLA02781	SCHMD29717, SCHMD28667, SCHMD05632
OG0003998	ORYLA00128	SCHMD17536, SCHMD17537
OG0004000	ORYLA06063	SCHMD05012
OG0004004	ORYLA15181	SCHMD03888
OG0004007	ORYLA12862, ORYLA02441	SCHMD27653
OG0004009	ORYLA07186, ORYLA18510, ORYLA05182	SCHMD12539
OG0004010	ORYLA12744	SCHMD11857
OG0004012	ORYLA03859, ORYLA03860	SCHMD08012, SCHMD16333
OG0004014	ORYLA09781	SCHMD17730, SCHMD16988, SCHMD25573
OG0004015	ORYLA13080	SCHMD06396
OG0004017	ORYLA16378	SCHMD27630
OG0004020	ORYLA03618	SCHMD29535, SCHMD26610
OG0004021	ORYLA04388, ORYLA04386, ORYLA04387	SCHMD12686
OG0004023	ORYLA19712	SCHMD07791
OG0004025	ORYLA17302	SCHMD25773
OG0004027	ORYLA15966	SCHMD07935
OG0004028	ORYLA19451	SCHMD03770
OG0004029	ORYLA05168	SCHMD25820
OG0004030	ORYLA07997	SCHMD13881
OG0004032	ORYLA00963, ORYLA09486	SCHMD08571
OG0004033	ORYLA00102, ORYLA05233	SCHMD06585
OG0004035	ORYLA13967, ORYLA19169	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	ORYLA03934, ORYLA07549, ORYLA01986	SCHMD07559, SCHMD09846
OG0004037	ORYLA12889	SCHMD06653
OG0004038	ORYLA19827	SCHMD08999, SCHMD03883
OG0004039	ORYLA05413	SCHMD22311
OG0004042	ORYLA12519	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	ORYLA11374	SCHMD00046
OG0004044	ORYLA06709	SCHMD16907
OG0004047	ORYLA00724, ORYLA16680	SCHMD07813
OG0004051	ORYLA12291, ORYLA09890	SCHMD05269, SCHMD18831
OG0004052	ORYLA13663	SCHMD01378
OG0004053	ORYLA02143	SCHMD09663
OG0004054	ORYLA20246	SCHMD03170
OG0004056	ORYLA15361, ORYLA13016	SCHMD06405
OG0004059	ORYLA09700	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	ORYLA05319	SCHMD16682, SCHMD21120, SCHMD16351
OG0004064	ORYLA20087	SCHMD03370
OG0004065	ORYLA15637	SCHMD04935
OG0004067	ORYLA00948	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004069	ORYLA17225	SCHMD07928
OG0004071	ORYLA19319	SCHMD06667
OG0004072	ORYLA07888	SCHMD07982
OG0004076	ORYLA01649, ORYLA01648	SCHMD19802
OG0004078	ORYLA04957, ORYLA04956	SCHMD08036
OG0004079	ORYLA20439, ORYLA00169	SCHMD22313, SCHMD19146
OG0004080	ORYLA10289, ORYLA07044	SCHMD18517
OG0004081	ORYLA06891	SCHMD03804
OG0004083	ORYLA10118	SCHMD05538
OG0004084	ORYLA10620, ORYLA11716	SCHMD13360
OG0004085	ORYLA12276	SCHMD20233
OG0004090	ORYLA13744	SCHMD19142
OG0004091	ORYLA17298	SCHMD20986, SCHMD10374
OG0004092	ORYLA16447	SCHMD01973
OG0004094	ORYLA18005	SCHMD10011
OG0004096	ORYLA06633, ORYLA13446	SCHMD01632
OG0004097	ORYLA00951	SCHMD00017
OG0004099	ORYLA05808, ORYLA07729	SCHMD07433
OG0004100	ORYLA14757	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	ORYLA00034	SCHMD01669
OG0004102	ORYLA08051, ORYLA05259	SCHMD16352, SCHMD13995
OG0004103	ORYLA16172	SCHMD06708, SCHMD03618
OG0004105	ORYLA05328	SCHMD08794, SCHMD16310
OG0004107	ORYLA03667	SCHMD18686, SCHMD18424, SCHMD04486
OG0004108	ORYLA05030	SCHMD06834
OG0004110	ORYLA03874, ORYLA05290	SCHMD03573
OG0004112	ORYLA01550	SCHMD04301
OG0004113	ORYLA15528	SCHMD09954, SCHMD11157
OG0004114	ORYLA04348	SCHMD11428
OG0004115	ORYLA06190	SCHMD08639
OG0004116	ORYLA04207	SCHMD22991, SCHMD19169
OG0004118	ORYLA11077	SCHMD14153, SCHMD16717
OG0004119	ORYLA12671	SCHMD24339, SCHMD11856
OG0004120	ORYLA04987	SCHMD02931
OG0004121	ORYLA15655, ORYLA03797, ORYLA06814	SCHMD00644
OG0004123	ORYLA19290	SCHMD24840
OG0004124	ORYLA15467, ORYLA09082	SCHMD09788
OG0004125	ORYLA00144	SCHMD03017
OG0004126	ORYLA03650	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004127	ORYLA09061	SCHMD14115
OG0004128	ORYLA13697, ORYLA04740	SCHMD29366
OG0004130	ORYLA05755, ORYLA05756	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	ORYLA03520, ORYLA09449	SCHMD08788
OG0004136	ORYLA15892	SCHMD21074, SCHMD14863
OG0004137	ORYLA19715	SCHMD09676
OG0004138	ORYLA08801	SCHMD22519, SCHMD21342
OG0004139	ORYLA10225, ORYLA13368	SCHMD27028, SCHMD23843
OG0004140	ORYLA15266	SCHMD01399
OG0004142	ORYLA19228	SCHMD08558
OG0004144	ORYLA06031, ORYLA09444	SCHMD02257, SCHMD25096, SCHMD15057
OG0004147	ORYLA09999, ORYLA08535	SCHMD09010
OG0004148	ORYLA08231, ORYLA19465	SCHMD06808
OG0004150	ORYLA18859	SCHMD13651, SCHMD25175
OG0004153	ORYLA01191	SCHMD07819, SCHMD03631
OG0004154	ORYLA10398	SCHMD06235
OG0004157	ORYLA20243, ORYLA16041	SCHMD05878
OG0004158	ORYLA08591, ORYLA09357, ORYLA08876	SCHMD07419
OG0004161	ORYLA08743	SCHMD08136
OG0004166	ORYLA15487	SCHMD16044
OG0004167	ORYLA01065	SCHMD10205
OG0004168	ORYLA03465	SCHMD09579
OG0004169	ORYLA16635	SCHMD20780
OG0004171	ORYLA03005	SCHMD02047, SCHMD02605, SCHMD02048
OG0004176	ORYLA20490	SCHMD15010
OG0004178	ORYLA20267, ORYLA16161	SCHMD09644, SCHMD15102
OG0004179	ORYLA15111, ORYLA16660, ORYLA08320	SCHMD00790
OG0004181	ORYLA00305	SCHMD09842
OG0004186	ORYLA10541	SCHMD22129
OG0004188	ORYLA18782	SCHMD11027
OG0004190	ORYLA16767	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153
OG0004198	ORYLA05752, ORYLA01549	SCHMD18242
OG0004215	ORYLA03688	SCHMD23456, SCHMD09930
OG0004216	ORYLA11137	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004217	ORYLA00162	SCHMD15443
OG0004219	ORYLA09856	SCHMD02021
OG0004222	ORYLA10143	SCHMD02604
OG0004223	ORYLA01529	SCHMD04451
OG0004227	ORYLA15581	SCHMD11794, SCHMD14206
OG0004228	ORYLA10619, ORYLA11717	SCHMD22945
OG0004229	ORYLA04904, ORYLA01162	SCHMD20367, SCHMD19492
OG0004230	ORYLA03779	SCHMD12329, SCHMD13516
OG0004231	ORYLA17203	SCHMD18343, SCHMD20951
OG0004232	ORYLA18836	SCHMD02245
OG0004233	ORYLA13892, ORYLA03624	SCHMD23521
OG0004235	ORYLA18461, ORYLA18460	SCHMD00900
OG0004236	ORYLA18284	SCHMD13419, SCHMD19318
OG0004239	ORYLA15565	SCHMD04162
OG0004241	ORYLA09540, ORYLA09541	SCHMD20634, SCHMD15365
OG0004243	ORYLA08230, ORYLA19467	SCHMD02806
OG0004247	ORYLA04151	SCHMD10596
OG0004249	ORYLA02545	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	ORYLA10123, ORYLA05194	SCHMD12623
OG0004251	ORYLA13407, ORYLA06357	SCHMD08633
OG0004252	ORYLA11763	SCHMD02811
OG0004253	ORYLA03451	SCHMD09205
OG0004254	ORYLA02332	SCHMD07480
OG0004255	ORYLA14321	SCHMD00865
OG0004257	ORYLA13796	SCHMD08129
OG0004258	ORYLA08400	SCHMD13122
OG0004259	ORYLA14900, ORYLA14901	SCHMD18232
OG0004260	ORYLA14804	SCHMD23376
OG0004261	ORYLA02160	SCHMD16623
OG0004262	ORYLA11314	SCHMD16537
OG0004265	ORYLA13288	SCHMD14398
OG0004268	ORYLA18618	SCHMD24258, SCHMD19847
OG0004269	ORYLA00762	SCHMD06048
OG0004270	ORYLA01546, ORYLA05748	SCHMD06231
OG0004273	ORYLA05805	SCHMD15470
OG0004276	ORYLA05549	SCHMD07052, SCHMD07053, SCHMD07051
OG0004278	ORYLA02821	SCHMD07808
OG0004285	ORYLA01291	SCHMD08317, SCHMD00052
OG0004287	ORYLA10346	SCHMD02791
OG0004289	ORYLA11614	SCHMD10655
OG0004291	ORYLA05148	SCHMD11768, SCHMD11769
OG0004292	ORYLA04782	SCHMD02072
OG0004294	ORYLA12360, ORYLA15730	SCHMD06402
OG0004295	ORYLA13614	SCHMD05169
OG0004296	ORYLA18165, ORYLA02795	SCHMD13298
OG0004297	ORYLA01594	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236
OG0004301	ORYLA01175	SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	ORYLA07918	SCHMD10637, SCHMD22462
OG0004304	ORYLA02764	SCHMD17338
OG0004307	ORYLA16647	SCHMD20615
OG0004308	ORYLA01248	SCHMD08570
OG0004309	ORYLA08360	SCHMD11977, SCHMD17117
OG0004310	ORYLA02009, ORYLA12810	SCHMD15088
OG0004312	ORYLA08934	SCHMD10505
OG0004316	ORYLA13055	SCHMD07217
OG0004317	ORYLA02343, ORYLA17544, ORYLA03466	SCHMD03544
OG0004318	ORYLA08308	SCHMD07900
OG0004321	ORYLA08343	SCHMD00773, SCHMD22413
OG0004322	ORYLA02168	SCHMD06269, SCHMD13954
OG0004324	ORYLA16074, ORYLA20239	SCHMD07700
OG0004327	ORYLA03590	SCHMD11268
OG0004328	ORYLA14212	SCHMD18966, SCHMD09751
OG0004329	ORYLA17380	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963
OG0004330	ORYLA19620	SCHMD03763
OG0004331	ORYLA10128	SCHMD28298, SCHMD09132
OG0004335	ORYLA07228	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277
OG0004338	ORYLA03022	SCHMD11859, SCHMD21650, SCHMD20028
OG0004347	ORYLA03450, ORYLA03449	SCHMD25637, SCHMD11463
OG0004348	ORYLA09480	SCHMD00729
OG0004350	ORYLA19055	SCHMD16920, SCHMD07665
OG0004351	ORYLA05855	SCHMD12829
OG0004352	ORYLA05883	SCHMD11224
OG0004353	ORYLA05853	SCHMD21824, SCHMD16507
OG0004354	ORYLA19813	SCHMD15589
OG0004356	ORYLA03524	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886
OG0004358	ORYLA15910	SCHMD26102, SCHMD07557
OG0004359	ORYLA14419, ORYLA14312	SCHMD05503
OG0004360	ORYLA07053	SCHMD05210
OG0004362	ORYLA16460	SCHMD14598, SCHMD12685
OG0004364	ORYLA10803	SCHMD10178, SCHMD08238, SCHMD20097
OG0004365	ORYLA14910	SCHMD14299
OG0004367	ORYLA05252	SCHMD09384
OG0004368	ORYLA13581, ORYLA13582, ORYLA01592	SCHMD06787, SCHMD28933
OG0004369	ORYLA16298	SCHMD13900
OG0004370	ORYLA04218	SCHMD05486
OG0004373	ORYLA13428	SCHMD15692
OG0004374	ORYLA13060	SCHMD08647
OG0004376	ORYLA03453, ORYLA03982, ORYLA17266, ORYLA17265	SCHMD24005, SCHMD12717
OG0004378	ORYLA03486	SCHMD13186, SCHMD15248
OG0004379	ORYLA16844, ORYLA11000	SCHMD09241
OG0004380	ORYLA14741, ORYLA14742, ORYLA11001	SCHMD09830
OG0004381	ORYLA01629	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447
OG0004382	ORYLA02422	SCHMD20602, SCHMD02352
OG0004390	ORYLA06508	SCHMD22900
OG0004392	ORYLA05276	SCHMD01600
OG0004393	ORYLA00736, ORYLA05065, ORYLA07310	SCHMD23967, SCHMD19706
OG0004395	ORYLA11236	SCHMD13388
OG0004397	ORYLA12670, ORYLA06982, ORYLA12927	SCHMD22336
OG0004398	ORYLA19042	SCHMD28590, SCHMD27345, SCHMD13804
OG0004399	ORYLA15917, ORYLA10934	SCHMD04230
OG0004401	ORYLA16391	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157
OG0004403	ORYLA12131	SCHMD15173, SCHMD28843
OG0004404	ORYLA18290, ORYLA18289	SCHMD02644, SCHMD04995
OG0004405	ORYLA00290	SCHMD05548, SCHMD03220
OG0004407	ORYLA10493	SCHMD00293
OG0004409	ORYLA11017, ORYLA14719	SCHMD04463
OG0004415	ORYLA02106	SCHMD23101
OG0004417	ORYLA06644	SCHMD11303
OG0004418	ORYLA14094, ORYLA17533	SCHMD18151, SCHMD12683
OG0004420	ORYLA15597, ORYLA13498	SCHMD21338, SCHMD16051, SCHMD25182
