Orthogroup	ORYLA	SCHMD
OG0002719	ORYLA09202	SCHMD16509
OG0002720	ORYLA14256	SCHMD27297, SCHMD16790, SCHMD09815, SCHMD28659, SCHMD28945
OG0002721	ORYLA05835, ORYLA16328, ORYLA00562	SCHMD13472
OG0002726	ORYLA07332, ORYLA08157	SCHMD29542
OG0002728	ORYLA03244	SCHMD12425
OG0002729	ORYLA09551	SCHMD13495, SCHMD04166
OG0002731	ORYLA18153, ORYLA02872	SCHMD12439, SCHMD19462
OG0002739	ORYLA12804	SCHMD21270, SCHMD28406
OG0002740	ORYLA20028, ORYLA00750, ORYLA01841	SCHMD03938, SCHMD03830
OG0002743	ORYLA19035, ORYLA09902	SCHMD05725, SCHMD09090
OG0002745	ORYLA00687	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971
OG0002747	ORYLA19242	SCHMD01124
OG0002748	ORYLA07083	SCHMD27806, SCHMD28304, SCHMD10142
OG0002749	ORYLA09355, ORYLA08642	SCHMD29352
OG0002750	ORYLA03923	SCHMD18505, SCHMD23730
OG0002751	ORYLA17875	SCHMD16908
OG0002754	ORYLA18568	SCHMD11733, SCHMD20272
OG0002755	ORYLA19322	SCHMD05796
OG0002757	ORYLA00322, ORYLA00321	SCHMD00910
OG0002758	ORYLA03351, ORYLA04510, ORYLA17536	SCHMD01248, SCHMD01249
OG0002760	ORYLA10884	SCHMD04520
OG0002761	ORYLA17179	SCHMD02431
OG0002763	ORYLA08239	SCHMD26631, SCHMD10773, SCHMD10775, SCHMD10774, SCHMD10776
OG0002764	ORYLA15656, ORYLA06813, ORYLA03798	SCHMD03065
OG0002765	ORYLA05581, ORYLA15145, ORYLA12027	SCHMD01507
OG0002766	ORYLA10349	SCHMD07474
OG0002771	ORYLA12518	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030
OG0002772	ORYLA12777	SCHMD09831, SCHMD01102, SCHMD01105
OG0002773	ORYLA19216	SCHMD12006, SCHMD03314, SCHMD03038
OG0002774	ORYLA13210, ORYLA12404, ORYLA19635	SCHMD14518
OG0002775	ORYLA10242, ORYLA10244, ORYLA08215	SCHMD12139, SCHMD09183
OG0002776	ORYLA01308	SCHMD19737, SCHMD20919
OG0002777	ORYLA14740, ORYLA10885	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289
OG0002779	ORYLA20250	SCHMD06581, SCHMD06580
OG0002781	ORYLA16475, ORYLA16109, ORYLA19361	SCHMD04051, SCHMD00686
OG0002782	ORYLA04664, ORYLA18620	SCHMD12067, SCHMD08222
OG0002785	ORYLA06284, ORYLA17343, ORYLA02417	SCHMD03564, SCHMD02646
OG0002787	ORYLA20316	SCHMD04800
OG0002788	ORYLA14654	SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830
OG0002790	ORYLA03569	SCHMD24450
OG0002791	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124	SCHMD13195, SCHMD14197, SCHMD04469
OG0002793	ORYLA07270	SCHMD23816, SCHMD22461
OG0002799	ORYLA04398, ORYLA16295	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012
OG0002811	ORYLA14627	SCHMD13086, SCHMD29340, SCHMD29646, SCHMD08191, SCHMD16875, SCHMD16853, SCHMD26757, SCHMD25669, SCHMD08190
OG0002814	ORYLA04993, ORYLA08092, ORYLA04148	SCHMD14700
OG0002815	ORYLA05986, ORYLA10370, ORYLA11417	SCHMD12858
OG0002817	ORYLA10713, ORYLA11993	SCHMD08770
OG0002818	ORYLA15484, ORYLA15048	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943
OG0002821	ORYLA13169, ORYLA06382	SCHMD04704
OG0002822	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807	SCHMD08888, SCHMD21214, SCHMD14939
OG0002824	ORYLA09339, ORYLA06204	SCHMD22484, SCHMD22922
OG0002825	ORYLA11065, ORYLA12342	SCHMD04002
OG0002826	ORYLA11355	SCHMD04456
OG0002827	ORYLA11598	SCHMD08735
OG0002830	ORYLA11471, ORYLA10187	SCHMD21823, SCHMD23359
OG0002831	ORYLA15327	SCHMD14362, SCHMD15514
OG0002833	ORYLA08022	SCHMD16770
OG0002836	ORYLA19854, ORYLA03764	SCHMD15161, SCHMD12971, SCHMD15160
OG0002837	ORYLA09113, ORYLA07584, ORYLA12792	SCHMD08534
OG0002838	ORYLA05289, ORYLA00320	SCHMD00590
OG0002839	ORYLA05647	SCHMD02377
OG0002840	ORYLA12723, ORYLA13362	SCHMD06520, SCHMD05010, SCHMD06519, SCHMD06521
OG0002841	ORYLA15081, ORYLA11075	SCHMD26941, SCHMD29004
OG0002842	ORYLA02771, ORYLA13461	SCHMD00997, SCHMD05266
OG0002843	ORYLA17609	SCHMD17688, SCHMD03006, SCHMD24577
OG0002844	ORYLA20136	SCHMD03897
OG0002845	ORYLA12140	SCHMD02505
OG0002848	ORYLA08986	SCHMD05152
OG0002850	ORYLA03637	SCHMD05521
OG0002851	ORYLA04060, ORYLA10594, ORYLA03173	SCHMD04076
OG0002858	ORYLA01755, ORYLA12296	SCHMD18586, SCHMD18130, SCHMD16715
OG0002861	ORYLA12105	SCHMD05292
OG0002863	ORYLA17400	SCHMD14028
OG0002869	ORYLA13866, ORYLA16223	SCHMD20711, SCHMD17627, SCHMD26969, SCHMD17626
OG0002870	ORYLA10371	SCHMD16201, SCHMD23491
OG0002872	ORYLA02121	SCHMD23217, SCHMD09189, SCHMD11269, SCHMD06673
OG0002876	ORYLA08640, ORYLA04839	SCHMD10099
OG0002881	ORYLA19373, ORYLA20134	SCHMD10893, SCHMD01364
OG0002884	ORYLA20174	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342
OG0002885	ORYLA02584	SCHMD09734, SCHMD10047
OG0002888	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234	SCHMD09489
OG0002889	ORYLA14307, ORYLA10855	SCHMD01004
OG0002891	ORYLA16619, ORYLA00864	SCHMD13844
OG0002892	ORYLA16578, ORYLA12974, ORYLA17244, ORYLA02493	SCHMD14032
OG0002894	ORYLA04778, ORYLA10079, ORYLA05303	SCHMD25475
OG0002895	ORYLA11053, ORYLA14341	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	ORYLA09565, ORYLA09164	SCHMD17000
OG0002897	ORYLA08407	SCHMD13842
OG0002899	ORYLA05880, ORYLA13052	SCHMD08092
OG0002900	ORYLA14973, ORYLA02100	SCHMD25381
OG0002901	ORYLA11557	SCHMD19466
OG0002906	ORYLA19340, ORYLA14581	SCHMD03479, SCHMD03480, SCHMD20887
OG0002907	ORYLA02959, ORYLA14978	SCHMD11864, SCHMD21839
OG0002908	ORYLA16113	SCHMD03347
OG0002909	ORYLA15541, ORYLA10906	SCHMD13692
OG0002911	ORYLA05286, ORYLA17637	SCHMD08308
OG0002912	ORYLA12570	SCHMD11036
OG0002913	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405
OG0002915	ORYLA15159, ORYLA06424	SCHMD09665
OG0002916	ORYLA12904, ORYLA02397	SCHMD27668, SCHMD21453, SCHMD23088
OG0002920	ORYLA12554, ORYLA06438	SCHMD27472, SCHMD00048, SCHMD14640
OG0002921	ORYLA16247	SCHMD09397
OG0002926	ORYLA02418, ORYLA12816	SCHMD25907, SCHMD13775, SCHMD16726
OG0002927	ORYLA05678	SCHMD02868
OG0002944	ORYLA11503, ORYLA15960, ORYLA09073	SCHMD08008
OG0002948	ORYLA20132, ORYLA04220	SCHMD06278, SCHMD06277
OG0002949	ORYLA05800	SCHMD00986
OG0002950	ORYLA16937	SCHMD12895
OG0002952	ORYLA04612	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002955	ORYLA10112	SCHMD15457, SCHMD12505
OG0002956	ORYLA13006, ORYLA06858	SCHMD03331
OG0002957	ORYLA09640	SCHMD14494, SCHMD11703
OG0002959	ORYLA10475	SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	ORYLA01661, ORYLA05586	SCHMD03221
OG0002961	ORYLA11825	SCHMD25347, SCHMD24832
OG0002962	ORYLA19692, ORYLA16540	SCHMD02732
OG0002964	ORYLA17126, ORYLA00048, ORYLA16902	SCHMD23539
OG0002965	ORYLA05185	SCHMD08707
OG0002966	ORYLA02492	SCHMD19835
OG0002967	ORYLA03303, ORYLA04206	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307
OG0002968	ORYLA02038	SCHMD17924
OG0002969	ORYLA07908	SCHMD08827
OG0002973	ORYLA14521, ORYLA18854	SCHMD02061, SCHMD03023
OG0002974	ORYLA05639, ORYLA12657	SCHMD05224
OG0002976	ORYLA17659	SCHMD04973
OG0002977	ORYLA03469	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002978	ORYLA01067, ORYLA11348, ORYLA10261	SCHMD21481, SCHMD17387
OG0002979	ORYLA09415, ORYLA08555	SCHMD00206
OG0002982	ORYLA05260	SCHMD01104
OG0002983	ORYLA13535	SCHMD18805
OG0002985	ORYLA16699, ORYLA00625	SCHMD03398, SCHMD14369
OG0002987	ORYLA15486, ORYLA01526	SCHMD01543
OG0002987	ORYLA00907	SCHMD13405
OG0002989	ORYLA15869	SCHMD09813, SCHMD01483
OG0002990	ORYLA04627	SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	ORYLA04672	SCHMD22608, SCHMD20729
OG0002992	ORYLA09196, ORYLA15747	SCHMD05236
OG0002994	ORYLA02194	SCHMD00361
OG0002998	ORYLA14765, ORYLA16031	SCHMD04878
OG0003001	ORYLA09863, ORYLA06603	SCHMD16355, SCHMD17156
OG0003004	ORYLA10597, ORYLA03379	SCHMD18300, SCHMD21092
OG0003005	ORYLA05246	SCHMD05203
OG0003006	ORYLA16962	SCHMD08276, SCHMD27162
OG0003007	ORYLA13640, ORYLA00272	SCHMD03434
OG0003008	ORYLA06672, ORYLA13325	SCHMD18648, SCHMD23992
OG0003010	ORYLA08264	SCHMD10225
OG0003011	ORYLA00062, ORYLA17088	SCHMD06741
OG0003012	ORYLA13725, ORYLA14487	SCHMD08169, SCHMD01210
OG0003013	ORYLA09697, ORYLA05595	SCHMD06284
OG0003014	ORYLA11816, ORYLA12535	SCHMD10015, SCHMD02414
OG0003016	ORYLA00344, ORYLA19566	SCHMD10022
OG0003017	ORYLA19080	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003019	ORYLA11447	SCHMD22688
OG0003022	ORYLA00946, ORYLA00947	SCHMD11673
OG0003023	ORYLA03235, ORYLA02285, ORYLA17780	SCHMD00132
OG0003024	ORYLA12540	SCHMD16962, SCHMD09220
OG0003025	ORYLA16836, ORYLA06771	SCHMD12824
OG0003026	ORYLA00734	SCHMD02853, SCHMD01047
OG0003027	ORYLA17665, ORYLA15116	SCHMD26555, SCHMD23346
OG0003028	ORYLA02137	SCHMD00803
OG0003029	ORYLA02221, ORYLA15312	SCHMD17380
OG0003030	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608	SCHMD14026, SCHMD14334
OG0003031	ORYLA16489, ORYLA08839	SCHMD01560
OG0003033	ORYLA09580	SCHMD17975
OG0003034	ORYLA00457, ORYLA04562, ORYLA04561	SCHMD06420
OG0003036	ORYLA06888, ORYLA13097	SCHMD00743, SCHMD00746, SCHMD00745
OG0003038	ORYLA03300, ORYLA05385	SCHMD04323, SCHMD17801, SCHMD23638
OG0003039	ORYLA02299	SCHMD24951
OG0003043	ORYLA13460	SCHMD01921
OG0003044	ORYLA04573	SCHMD18036
OG0003046	ORYLA15260, ORYLA06310	SCHMD02191, SCHMD02192
OG0003048	ORYLA15156, ORYLA08890	SCHMD04259
OG0003049	ORYLA17432, ORYLA12852, ORYLA06667	SCHMD02944
OG0003050	ORYLA00454, ORYLA19968	SCHMD05940
OG0003054	ORYLA12266, ORYLA09573	SCHMD07639
OG0003055	ORYLA07154, ORYLA12922, ORYLA13644	SCHMD02492, SCHMD02453
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	SCHMD03911
OG0003061	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382	SCHMD13185, SCHMD19875
OG0003063	ORYLA10950	SCHMD09452
OG0003065	ORYLA05920, ORYLA02018	SCHMD16054, SCHMD23447, SCHMD19297
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	SCHMD16401
OG0003067	ORYLA17416	SCHMD13476
OG0003072	ORYLA13683, ORYLA10914	SCHMD06901
OG0003073	ORYLA04415, ORYLA14154	SCHMD17057, SCHMD08456, SCHMD10911
OG0003074	ORYLA16081, ORYLA01721, ORYLA05339	SCHMD05044
OG0003077	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743	SCHMD16605, SCHMD02690
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	SCHMD21039, SCHMD16217
OG0003086	ORYLA08071	SCHMD08828
OG0003101	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863	SCHMD08248
OG0003106	ORYLA14898	SCHMD02719, SCHMD29463
OG0003107	ORYLA15014, ORYLA12389	SCHMD24066, SCHMD27003
OG0003109	ORYLA16315	SCHMD11746
OG0003110	ORYLA09478	SCHMD04241
OG0003111	ORYLA00857	SCHMD13595
OG0003112	ORYLA05183	SCHMD20838
OG0003113	ORYLA10065	SCHMD11799
OG0003114	ORYLA07363	SCHMD14023, SCHMD11723, SCHMD15288
OG0003116	ORYLA20434	SCHMD08507
OG0003119	ORYLA09125, ORYLA04168, ORYLA20444	SCHMD29008, SCHMD21161
OG0003121	ORYLA14892, ORYLA13008	SCHMD12838, SCHMD29810, SCHMD26257
OG0003122	ORYLA04700, ORYLA10184	SCHMD20810, SCHMD20273
OG0003124	ORYLA02774	SCHMD00285, SCHMD25581
OG0003126	ORYLA02613	SCHMD01239
OG0003127	ORYLA10091	SCHMD11421
OG0003128	ORYLA00377	SCHMD19584
OG0003130	ORYLA03739	SCHMD04681
OG0003133	ORYLA15165	SCHMD01412
OG0003135	ORYLA03082	SCHMD19428, SCHMD16137
OG0003136	ORYLA03448, ORYLA10254	SCHMD12621, SCHMD24106, SCHMD11040
OG0003141	ORYLA20129, ORYLA01871, ORYLA05831	SCHMD00202
OG0003144	ORYLA12539, ORYLA04082	SCHMD02154
OG0003147	ORYLA20499	SCHMD17526
OG0003148	ORYLA19776	SCHMD04778
OG0003150	ORYLA01440, ORYLA09448	SCHMD20966
OG0003151	ORYLA09212, ORYLA15558, ORYLA14255	SCHMD12480, SCHMD14456
OG0003152	ORYLA16325, ORYLA08299, ORYLA16852	SCHMD15231, SCHMD19429
OG0003153	ORYLA18339	SCHMD06720, SCHMD06721
OG0003157	ORYLA04495	SCHMD06691
OG0003158	ORYLA15706	SCHMD18825, SCHMD11523, SCHMD13092
OG0003160	ORYLA05070, ORYLA19915	SCHMD15101, SCHMD28838
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	SCHMD03472
OG0003162	ORYLA11824, ORYLA10738, ORYLA03513	SCHMD16228, SCHMD15451
OG0003164	ORYLA20487, ORYLA00816	SCHMD01405
OG0003165	ORYLA08595, ORYLA10561	SCHMD04066
OG0003167	ORYLA16879, ORYLA03605	SCHMD26384, SCHMD25102, SCHMD24478
OG0003169	ORYLA09698	SCHMD10405
OG0003171	ORYLA06807	SCHMD06378
OG0003172	ORYLA09854	SCHMD01375
OG0003178	ORYLA03270	SCHMD14461
OG0003180	ORYLA03985	SCHMD22560
OG0003181	ORYLA00243	SCHMD00970
OG0003182	ORYLA06751	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003188	ORYLA12586, ORYLA14947	SCHMD17520
OG0003189	ORYLA04108	SCHMD02678
OG0003191	ORYLA18538, ORYLA15754	SCHMD03926
OG0003193	ORYLA12245, ORYLA09712	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003195	ORYLA16742	SCHMD01797
OG0003196	ORYLA06022	SCHMD11447
OG0003197	ORYLA18639	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656
OG0003199	ORYLA15714	SCHMD20498, SCHMD26450
OG0003202	ORYLA02354	SCHMD03218, SCHMD21658
OG0003203	ORYLA02126, ORYLA16448	SCHMD02943, SCHMD25430
OG0003206	ORYLA16318	SCHMD29612
OG0003207	ORYLA14484, ORYLA19094	SCHMD06863, SCHMD04604
OG0003210	ORYLA02461, ORYLA06655	SCHMD23858, SCHMD23874
OG0003212	ORYLA15489, ORYLA10940	SCHMD20324, SCHMD18634
OG0003213	ORYLA06531	SCHMD10626, SCHMD25655
OG0003214	ORYLA09799	SCHMD18471
OG0003215	ORYLA00108, ORYLA19619	SCHMD06939
OG0003217	ORYLA13146, ORYLA02509	SCHMD03371, SCHMD00338
OG0003218	ORYLA19022	SCHMD20285
OG0003220	ORYLA01985, ORYLA05947	SCHMD14282
OG0003221	ORYLA02164, ORYLA02047	SCHMD16909, SCHMD22653
OG0003222	ORYLA15011, ORYLA12395, ORYLA09003	SCHMD08631
OG0003223	ORYLA15511	SCHMD08068
OG0003226	ORYLA12048	SCHMD02518, SCHMD13794
OG0003228	ORYLA10708	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003229	ORYLA07923, ORYLA01487	SCHMD00545
OG0003230	ORYLA08114	SCHMD09623
OG0003231	ORYLA20228	SCHMD04328
OG0003235	ORYLA20268	SCHMD15802
OG0003238	ORYLA12178	SCHMD09383
OG0003250	ORYLA11719, ORYLA16208	SCHMD02359
OG0003251	ORYLA05486, ORYLA12659	SCHMD10064, SCHMD14392
OG0003253	ORYLA14109, ORYLA17719, ORYLA12706	SCHMD08495
OG0003254	ORYLA01055	SCHMD01611
OG0003255	ORYLA01639	SCHMD16797
OG0003257	ORYLA11994, ORYLA10700	SCHMD14887, SCHMD01601
OG0003258	ORYLA13111	SCHMD22229, SCHMD24400
OG0003260	ORYLA13208, ORYLA02958	SCHMD03972
OG0003262	ORYLA04363, ORYLA17978	SCHMD19208
OG0003264	ORYLA08989, ORYLA06289	SCHMD03771
OG0003265	ORYLA14054, ORYLA11239	SCHMD14800
OG0003267	ORYLA17915, ORYLA19756	SCHMD03991
OG0003268	ORYLA01958, ORYLA01959	SCHMD03636
OG0003269	ORYLA07800, ORYLA16726	SCHMD04531
OG0003273	ORYLA04340	SCHMD06523
OG0003275	ORYLA09029, ORYLA13943	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	SCHMD27731, SCHMD11904
OG0003279	ORYLA01238	SCHMD08045
OG0003283	ORYLA19093	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	ORYLA18705	SCHMD07514, SCHMD15662
OG0003286	ORYLA16774	SCHMD09721
OG0003287	ORYLA15508, ORYLA11362	SCHMD14605
OG0003288	ORYLA04254	SCHMD09311, SCHMD11762
OG0003289	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726	SCHMD16616
OG0003291	ORYLA04004	SCHMD09949
OG0003293	ORYLA14350	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003296	ORYLA18095, ORYLA02301	SCHMD02838
OG0003297	ORYLA16817	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003299	ORYLA12913	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046
OG0003301	ORYLA12501	SCHMD13976, SCHMD15564
OG0003302	ORYLA01208	SCHMD01831
OG0003303	ORYLA13616	SCHMD01441
OG0003305	ORYLA02939, ORYLA18010	SCHMD12414
OG0003306	ORYLA15915	SCHMD03757
OG0003308	ORYLA02810, ORYLA10199	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950
OG0003309	ORYLA09280, ORYLA20068, ORYLA08534	SCHMD01407
OG0003310	ORYLA19305	SCHMD07083
OG0003311	ORYLA01367, ORYLA08826, ORYLA06226	SCHMD07066, SCHMD10347
OG0003315	ORYLA05353, ORYLA05352	SCHMD25575
OG0003315	ORYLA05355	SCHMD08661
OG0003316	ORYLA06489	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003318	ORYLA14596, ORYLA15728	SCHMD12981
OG0003325	ORYLA08076, ORYLA04984	SCHMD09735
OG0003328	ORYLA06738	SCHMD28972
OG0003329	ORYLA17667, ORYLA02366	SCHMD18095, SCHMD22699
OG0003330	ORYLA14948	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183
OG0003335	ORYLA10536	SCHMD19779
OG0003337	ORYLA20124	SCHMD01222
OG0003338	ORYLA13363, ORYLA17314	SCHMD07031
OG0003340	ORYLA05123, ORYLA01941	SCHMD08266
OG0003341	ORYLA00218	SCHMD00617
OG0003343	ORYLA03249	SCHMD22696
OG0003344	ORYLA11978	SCHMD12946, SCHMD01887
OG0003347	ORYLA09885, ORYLA04679	SCHMD05565, SCHMD05566
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	SCHMD04642, SCHMD00847
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	SCHMD00933
OG0003356	ORYLA00555, ORYLA16745	SCHMD07762
OG0003357	ORYLA01325	SCHMD05234
OG0003358	ORYLA14258	SCHMD00069
OG0003359	ORYLA11531	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	ORYLA10113	SCHMD04932
OG0003361	ORYLA10105, ORYLA03006	SCHMD21246, SCHMD23595, SCHMD19820
OG0003366	ORYLA19482	SCHMD14890
OG0003370	ORYLA02169, ORYLA05635	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676
OG0003372	ORYLA13263, ORYLA19929	SCHMD20234
OG0003373	ORYLA11155, ORYLA15306	SCHMD21509, SCHMD21699
OG0003374	ORYLA05369	SCHMD04840
OG0003375	ORYLA17409	SCHMD08102
OG0003378	ORYLA16361, ORYLA12071	SCHMD07045
OG0003380	ORYLA02294, ORYLA17353	SCHMD05800
OG0003381	ORYLA10983, ORYLA12366	SCHMD19752
OG0003382	ORYLA06657, ORYLA06055	SCHMD05894
OG0003384	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121	SCHMD08925
OG0003385	ORYLA16115	SCHMD09120
OG0003386	ORYLA06516, ORYLA12917	SCHMD08232
OG0003388	ORYLA19757, ORYLA04964	SCHMD09453, SCHMD01066, SCHMD01067
OG0003391	ORYLA10703	SCHMD15661, SCHMD24921, SCHMD27033
OG0003392	ORYLA00140, ORYLA00535	SCHMD20046
OG0003419	ORYLA07674	SCHMD02792
OG0003421	ORYLA20432	SCHMD25644, SCHMD14414
OG0003422	ORYLA11143	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	ORYLA19551, ORYLA19552	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	ORYLA01060	SCHMD11714
OG0003430	ORYLA04134, ORYLA05926	SCHMD03690
OG0003431	ORYLA13930, ORYLA13647	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	ORYLA08873	SCHMD05639, SCHMD06055
OG0003435	ORYLA11612, ORYLA10262	SCHMD22101, SCHMD18693
OG0003439	ORYLA08660	SCHMD00949
OG0003443	ORYLA08295, ORYLA10121	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	ORYLA12477, ORYLA15139	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	ORYLA02950	SCHMD02071
OG0003449	ORYLA08945	SCHMD06404
OG0003450	ORYLA06472	SCHMD01589
OG0003451	ORYLA09529	SCHMD08838
OG0003454	ORYLA16419, ORYLA05702, ORYLA07880	SCHMD10872, SCHMD17895
OG0003455	ORYLA15928	SCHMD27744, SCHMD09301
OG0003456	ORYLA16281	SCHMD08769
OG0003462	ORYLA16610	SCHMD28411
OG0003463	ORYLA18517, ORYLA11792, ORYLA03505	SCHMD00720, SCHMD00721
OG0003464	ORYLA07795	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	ORYLA17241	SCHMD04832
OG0003466	ORYLA08173, ORYLA02600, ORYLA01193	SCHMD14345
OG0003467	ORYLA02217	SCHMD08398
OG0003468	ORYLA10155	SCHMD28745, SCHMD18984
OG0003474	ORYLA11709	SCHMD18226
OG0003475	ORYLA09037	SCHMD11005
OG0003476	ORYLA10956	SCHMD14696
OG0003477	ORYLA05136	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	ORYLA10473	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248	SCHMD07504, SCHMD03144
OG0003483	ORYLA05235	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	ORYLA02978, ORYLA12427	SCHMD18619, SCHMD27864, SCHMD25667
OG0003486	ORYLA11922	SCHMD07957
OG0003487	ORYLA01531	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	ORYLA09086	SCHMD09112, SCHMD22268
OG0003489	ORYLA10608, ORYLA05128	SCHMD27620
OG0003490	ORYLA09588	SCHMD10202
OG0003491	ORYLA01435, ORYLA03786, ORYLA08768	SCHMD07566
OG0003492	ORYLA19071	SCHMD17580
OG0003496	ORYLA03579	SCHMD27149, SCHMD21580, SCHMD24551
OG0003497	ORYLA03780	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	ORYLA00351	SCHMD19260
OG0003501	ORYLA13017	SCHMD02847, SCHMD02846
OG0003502	ORYLA03987	SCHMD05683
OG0003503	ORYLA08311	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003504	ORYLA00809	SCHMD16696, SCHMD18314
OG0003505	ORYLA15188	SCHMD08229, SCHMD08228
OG0003508	ORYLA09159, ORYLA06715, ORYLA09838	SCHMD00810
OG0003509	ORYLA07419	SCHMD12054
OG0003510	ORYLA05653, ORYLA02192, ORYLA12402	SCHMD06295
OG0003511	ORYLA17668	SCHMD10744
OG0003513	ORYLA19681, ORYLA05692	SCHMD25986, SCHMD27084
OG0003515	ORYLA00165	SCHMD16232, SCHMD28533
OG0003518	ORYLA02219	SCHMD05084
OG0003519	ORYLA06032	SCHMD04577
OG0003520	ORYLA10150	SCHMD04339
OG0003522	ORYLA11321, ORYLA10376	SCHMD02972
OG0003523	ORYLA06822	SCHMD11220, SCHMD11219
OG0003524	ORYLA14492	SCHMD06675
OG0003525	ORYLA06258	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	ORYLA03109	SCHMD19091, SCHMD14510
OG0003528	ORYLA09598	SCHMD21896, SCHMD26214
OG0003530	ORYLA08384, ORYLA09655	SCHMD08166
OG0003531	ORYLA10765, ORYLA01076	SCHMD02486
