Orthogroup	AMPFI_ok	NEMVE
OG0006934	AMPFI_13627	NEMVE24344
OG0006935	AMPFI_06775	NEMVE13070
OG0006936	AMPFI_01142	NEMVE03459, NEMVE10607
OG0006937	AMPFI_14568	NEMVE21757
OG0006940	AMPFI_16402	NEMVE13137
OG0006942	AMPFI_07605	NEMVE13642
OG0006943	AMPFI_06307	NEMVE05334
OG0006944	AMPFI_05110	NEMVE06196
OG0006945	AMPFI_01614	NEMVE08899
OG0006946	AMPFI_00482	NEMVE14167
OG0006948	AMPFI_07078	NEMVE13841, NEMVE20539
OG0006949	AMPFI_13736	NEMVE22705
OG0006950	AMPFI_20484, AMPFI_20854, AMPFI_20029, AMPFI_22072, AMPFI_02672	NEMVE16672
OG0006951	AMPFI_18733	NEMVE22939
OG0006952	AMPFI_09145	NEMVE05912
OG0006953	AMPFI_16258	NEMVE17873
OG0006954	AMPFI_10356	NEMVE22116
OG0006955	AMPFI_17685	NEMVE06612
OG0006957	AMPFI_21241	NEMVE04985
OG0006959	AMPFI_13745	NEMVE12151
OG0006960	AMPFI_10218	NEMVE13244
OG0006961	AMPFI_02178	NEMVE16865
OG0006962	AMPFI_08199	NEMVE14216
OG0006963	AMPFI_18793	NEMVE16834
OG0006964	AMPFI_13035	NEMVE09836
OG0006965	AMPFI_15612	NEMVE21735, NEMVE20767
OG0006966	AMPFI_08312	NEMVE24481
OG0006967	AMPFI_20325	NEMVE19421
OG0006968	AMPFI_08216	NEMVE00056
OG0006969	AMPFI_09726	NEMVE15089
OG0006970	AMPFI_06662	NEMVE23188
OG0006971	AMPFI_14130	NEMVE23702, NEMVE20470
OG0006972	AMPFI_11218	NEMVE13779
OG0006973	AMPFI_05114	NEMVE21823
OG0006975	AMPFI_12753	NEMVE13294
OG0006976	AMPFI_11995	NEMVE05707
OG0006977	AMPFI_09374	NEMVE15122
OG0006978	AMPFI_24207	NEMVE08429, NEMVE20677
OG0006979	AMPFI_14493	NEMVE07666
OG0006980	AMPFI_12230	NEMVE14898
OG0006981	AMPFI_00245	NEMVE02175
OG0006982	AMPFI_11090	NEMVE06872
OG0006983	AMPFI_14172	NEMVE25267
OG0006985	AMPFI_14367	NEMVE04709
OG0006988	AMPFI_24904, AMPFI_02202	NEMVE05095
OG0006989	AMPFI_03226	NEMVE14102
OG0006990	AMPFI_11887	NEMVE23992
OG0006991	AMPFI_07612	NEMVE25869
OG0006992	AMPFI_02683, AMPFI_21431	NEMVE06904
OG0006993	AMPFI_01326	NEMVE25888
OG0006994	AMPFI_02391	NEMVE06963
OG0006995	AMPFI_12939	NEMVE10340
OG0006996	AMPFI_05652	NEMVE23296
OG0006997	AMPFI_06778	NEMVE23283
OG0006998	AMPFI_23858	NEMVE20185, NEMVE21505
OG0006999	AMPFI_03627	NEMVE22370, NEMVE03933
OG0007000	AMPFI_00549	NEMVE24962
OG0007001	AMPFI_09798	NEMVE01106, NEMVE12371
OG0007003	AMPFI_06800	NEMVE18273
OG0007004	AMPFI_01008, AMPFI_23377	NEMVE25041
OG0007005	AMPFI_13442	NEMVE06529
OG0007006	AMPFI_19647	NEMVE25078
OG0007007	AMPFI_23823	NEMVE06743
OG0007008	AMPFI_13646	NEMVE08423
OG0007009	AMPFI_00275	NEMVE17080
OG0007010	AMPFI_17159	NEMVE07154
OG0007011	AMPFI_21944	NEMVE14439
OG0007012	AMPFI_17251	NEMVE08741
OG0007013	AMPFI_07544, AMPFI_03127	NEMVE23027, NEMVE20235
OG0007014	AMPFI_10606	NEMVE07869
OG0007015	AMPFI_13502	NEMVE01530
OG0007016	AMPFI_09621	NEMVE14954
OG0007017	AMPFI_12056	NEMVE09597
OG0007021	AMPFI_10039	NEMVE19842, NEMVE16021
OG0007022	AMPFI_18990	NEMVE13989
OG0007023	AMPFI_09160	NEMVE19206
OG0007024	AMPFI_08761	NEMVE22348
OG0007025	AMPFI_15749	NEMVE24902
OG0007026	AMPFI_14789	NEMVE10600
OG0007027	AMPFI_21576	NEMVE14622
OG0007028	AMPFI_00486	NEMVE14345
OG0007030	AMPFI_10233	NEMVE25363
OG0007031	AMPFI_05582, AMPFI_09873	NEMVE10005
OG0007032	AMPFI_19209	NEMVE08495
OG0007033	AMPFI_06964	NEMVE13356
OG0007034	AMPFI_03185	NEMVE13497
OG0007035	AMPFI_25418	NEMVE14476
OG0007036	AMPFI_06158	NEMVE22685
OG0007037	AMPFI_06018	NEMVE13503
OG0007038	AMPFI_15334	NEMVE05760
OG0007039	AMPFI_14288	NEMVE09028, NEMVE00545
OG0007040	AMPFI_05605	NEMVE13790
OG0007041	AMPFI_08097	NEMVE25405, NEMVE18865
OG0007042	AMPFI_23647	NEMVE18027
OG0007043	AMPFI_14086	NEMVE05818
OG0007044	AMPFI_12621	NEMVE13670
OG0007045	AMPFI_05641	NEMVE11946, NEMVE11342
OG0007047	AMPFI_21115	NEMVE23774
OG0007048	AMPFI_11198	NEMVE22617
OG0007050	AMPFI_12891	NEMVE01542
OG0007052	AMPFI_08379	NEMVE08596
OG0007053	AMPFI_11530	NEMVE21766
OG0007054	AMPFI_12728	NEMVE10860
OG0007055	AMPFI_18150	NEMVE15080
OG0007056	AMPFI_07442	NEMVE14420
OG0007058	AMPFI_14253	NEMVE17442
OG0007059	AMPFI_06026	NEMVE21382, NEMVE22940
OG0007060	AMPFI_13317, AMPFI_02194	NEMVE23768
OG0007061	AMPFI_25901	NEMVE02935
OG0007062	AMPFI_13658	NEMVE24553
OG0007063	AMPFI_08500	NEMVE09723
OG0007064	AMPFI_05178	NEMVE07349
OG0007065	AMPFI_15568	NEMVE22963
OG0007066	AMPFI_12944	NEMVE22679
OG0007067	AMPFI_07752, AMPFI_17461, AMPFI_14923, AMPFI_03368	NEMVE22891
OG0007068	AMPFI_09888	NEMVE19134
OG0007073	AMPFI_14976	NEMVE14833
OG0007074	AMPFI_09163	NEMVE25050
OG0007075	AMPFI_05630	NEMVE25698
OG0007076	AMPFI_19099	NEMVE07000, NEMVE20249
OG0007077	AMPFI_06540	NEMVE15227
OG0007078	AMPFI_09494	NEMVE19867
OG0007079	AMPFI_20822	NEMVE25540
OG0007082	AMPFI_24447	NEMVE02341
OG0007083	AMPFI_02939	NEMVE23773
OG0007084	AMPFI_05390	NEMVE22005
OG0007085	AMPFI_17499	NEMVE25338
OG0007086	AMPFI_12116	NEMVE14980, NEMVE19924
OG0007087	AMPFI_15665	NEMVE07751
OG0007088	AMPFI_22367	NEMVE05070
OG0007089	AMPFI_13513	NEMVE11263
OG0007090	AMPFI_05362	NEMVE05876
OG0007091	AMPFI_22286	NEMVE13797
OG0007092	AMPFI_07515	NEMVE07545
OG0007093	AMPFI_19322	NEMVE13401
OG0007094	AMPFI_10492	NEMVE07935
OG0007095	AMPFI_16541	NEMVE15027
OG0007096	AMPFI_20333	NEMVE05490
OG0007098	AMPFI_24023	NEMVE13689
OG0007099	AMPFI_04664	NEMVE24293, NEMVE20476
OG0007100	AMPFI_06660	NEMVE06130
OG0007102	AMPFI_14013	NEMVE05323
OG0007103	AMPFI_21498	NEMVE05668, NEMVE15842
OG0007104	AMPFI_00278	NEMVE06182
OG0007105	AMPFI_10480, AMPFI_06051	NEMVE17115
OG0007106	AMPFI_22589	NEMVE14945
OG0007107	AMPFI_08605	NEMVE05263
OG0007108	AMPFI_22334	NEMVE13433
OG0007109	AMPFI_09930	NEMVE14175, NEMVE20323
OG0007111	AMPFI_09811	NEMVE25144
OG0007112	AMPFI_09312	NEMVE10814
OG0007113	AMPFI_08709	NEMVE10653
OG0007114	AMPFI_23838	NEMVE09146
OG0007117	AMPFI_14953	NEMVE22757
OG0007118	AMPFI_07879	NEMVE02206
OG0007119	AMPFI_10991	NEMVE02886, NEMVE13562
OG0007120	AMPFI_11091	NEMVE06186
OG0007121	AMPFI_08250	NEMVE25193
OG0007122	AMPFI_25128	NEMVE14233
OG0007124	AMPFI_04084	NEMVE10468
OG0007125	AMPFI_03320	NEMVE11876, NEMVE10855
OG0007126	AMPFI_13809	NEMVE22756
OG0007127	AMPFI_09006	NEMVE13588
OG0007128	AMPFI_01076	NEMVE13615
OG0007130	AMPFI_08690	NEMVE25495, NEMVE21143
OG0007131	AMPFI_14883	NEMVE23758, NEMVE12360
OG0007132	AMPFI_25506	NEMVE06535, NEMVE12522
OG0007133	AMPFI_06167	NEMVE11996, NEMVE06036
OG0007134	AMPFI_10320	NEMVE13156
OG0007135	AMPFI_02205	NEMVE14282
OG0007136	AMPFI_04222	NEMVE08828
OG0007137	AMPFI_10272	NEMVE14801
OG0007138	AMPFI_06496	NEMVE09440, NEMVE12478
OG0007139	AMPFI_14817	NEMVE09713
OG0007141	AMPFI_14042	NEMVE14565
OG0007142	AMPFI_06263	NEMVE16109
OG0007143	AMPFI_09839	NEMVE20919
OG0007145	AMPFI_08849	NEMVE19580
OG0007146	AMPFI_12949	NEMVE18006
OG0007147	AMPFI_22368	NEMVE13817
OG0007148	AMPFI_25183	NEMVE22073
OG0007150	AMPFI_10416	NEMVE11424
OG0007151	AMPFI_12479	NEMVE22467
OG0007152	AMPFI_12822	NEMVE25856
OG0007153	AMPFI_10515	NEMVE18215
OG0007154	AMPFI_08537	NEMVE23811
OG0007158	AMPFI_01386	NEMVE25894
OG0007159	AMPFI_12078	NEMVE15742
OG0007159	AMPFI_07632	NEMVE05524
OG0007161	AMPFI_04059	NEMVE21945
OG0007162	AMPFI_05976, AMPFI_04588	NEMVE16258
OG0007163	AMPFI_04704	NEMVE16742
OG0007164	AMPFI_05277	NEMVE18934
OG0007165	AMPFI_05563	NEMVE14929
OG0007166	AMPFI_06034	NEMVE07634
OG0007170	AMPFI_08687	NEMVE22134
OG0007171	AMPFI_09280	NEMVE22675
OG0007173	AMPFI_11286	NEMVE10079
OG0007174	AMPFI_12330	NEMVE07400
OG0007175	AMPFI_12406	NEMVE21931
OG0007176	AMPFI_12425	NEMVE05885
OG0007177	AMPFI_13268	NEMVE06930
OG0007178	AMPFI_13363, AMPFI_21866	NEMVE09946
OG0007179	AMPFI_13626	NEMVE24920
OG0007180	AMPFI_14122	NEMVE22211
OG0007181	AMPFI_14166	NEMVE22672, NEMVE11674
OG0007182	AMPFI_15692	NEMVE25249
OG0007183	AMPFI_16520	NEMVE01494, NEMVE21223
OG0007184	AMPFI_16722	NEMVE13898
OG0007186	AMPFI_19328	NEMVE16937
OG0007187	AMPFI_19456	NEMVE13089
OG0007188	AMPFI_21843	NEMVE21925
OG0007189	AMPFI_22512	NEMVE08515
OG0007190	AMPFI_24195	NEMVE09045
OG0007191	AMPFI_24799	NEMVE04826
OG0007192	AMPFI_25475	NEMVE12614
OG0007248	AMPFI_02393	NEMVE05909
OG0007249	AMPFI_06403	NEMVE19970
OG0007249	AMPFI_25356	NEMVE03114
OG0007250	AMPFI_10124	NEMVE23608
OG0007251	AMPFI_04951	NEMVE08156
OG0007251	AMPFI_04952	NEMVE08153
OG0007252	AMPFI_12202	NEMVE24745
OG0007253	AMPFI_12580	NEMVE01126
OG0007254	AMPFI_03097	NEMVE23140
OG0007255	AMPFI_06254	NEMVE06734
OG0007256	AMPFI_04723	NEMVE11220, NEMVE11514
OG0007258	AMPFI_02300	NEMVE00047, NEMVE14648
OG0007261	AMPFI_01118	NEMVE06464, NEMVE10739
OG0007264	AMPFI_12650	NEMVE15060
OG0007265	AMPFI_18007, AMPFI_18722	NEMVE21288
OG0007266	AMPFI_02574	NEMVE00843
OG0007267	AMPFI_05350	NEMVE18408
OG0007268	AMPFI_22023, AMPFI_24233	NEMVE08006
OG0007270	AMPFI_06380	NEMVE23267
OG0007271	AMPFI_25295	NEMVE14749
OG0007272	AMPFI_21889	NEMVE17086
OG0007273	AMPFI_24018	NEMVE22414
OG0007274	AMPFI_24727	NEMVE12604, NEMVE24366
OG0007275	AMPFI_14292	NEMVE14669
OG0007277	AMPFI_06777	NEMVE02383
OG0007278	AMPFI_05435, AMPFI_06091	NEMVE03386
OG0007279	AMPFI_07724	NEMVE24542
OG0007280	AMPFI_17221	NEMVE14013
OG0007281	AMPFI_11311	NEMVE23664
OG0007282	AMPFI_07925	NEMVE13645
OG0007286	AMPFI_11812	NEMVE05488, NEMVE09092
OG0007288	AMPFI_04627	NEMVE08146
OG0007289	AMPFI_05664	NEMVE10504
OG0007290	AMPFI_07769	NEMVE17402
OG0007291	AMPFI_04272	NEMVE14746
OG0007292	AMPFI_18565	NEMVE08212
OG0007293	AMPFI_23712, AMPFI_17486	NEMVE13245
OG0007294	AMPFI_01601	NEMVE05938
OG0007295	AMPFI_18465, AMPFI_00420	NEMVE19179
OG0007296	AMPFI_21978, AMPFI_15132	NEMVE13425
OG0007297	AMPFI_11278	NEMVE05122
OG0007299	AMPFI_06986	NEMVE17700
OG0007300	AMPFI_02267	NEMVE10414
OG0007301	AMPFI_14618	NEMVE05910
OG0007302	AMPFI_13834	NEMVE24421
OG0007303	AMPFI_15376	NEMVE21168, NEMVE21934
OG0007304	AMPFI_07174	NEMVE19345
OG0007305	AMPFI_08996	NEMVE18637
OG0007306	AMPFI_19687	NEMVE18933
OG0007307	AMPFI_18569	NEMVE15849
OG0007309	AMPFI_09734	NEMVE20201
OG0007310	AMPFI_09474	NEMVE06728
OG0007312	AMPFI_11642	NEMVE23732
OG0007313	AMPFI_13337	NEMVE13991, NEMVE11990
OG0007314	AMPFI_08563	NEMVE14601
OG0007316	AMPFI_21053	NEMVE13237
OG0007317	AMPFI_13235	NEMVE07571
OG0007318	AMPFI_05681	NEMVE13190
OG0007319	AMPFI_11125	NEMVE13526
OG0007320	AMPFI_19558	NEMVE13887
OG0007321	AMPFI_01984	NEMVE14743
OG0007322	AMPFI_04756	NEMVE13884
OG0007323	AMPFI_24238	NEMVE15965
OG0007324	AMPFI_01024	NEMVE00166
OG0007324	AMPFI_02090, AMPFI_21183	NEMVE05288
OG0007325	AMPFI_25190	NEMVE14080
OG0007326	AMPFI_19062	NEMVE02450
OG0007327	AMPFI_11971	NEMVE09633
OG0007328	AMPFI_20228, AMPFI_02514, AMPFI_01087	NEMVE25409
OG0007331	AMPFI_10290	NEMVE17405, NEMVE06097
OG0007333	AMPFI_02783	NEMVE18252
OG0007334	AMPFI_06086	NEMVE09677
OG0007335	AMPFI_05409	NEMVE10469
OG0007336	AMPFI_05851	NEMVE22461
OG0007338	AMPFI_07122	NEMVE08790
OG0007339	AMPFI_12449	NEMVE04953
OG0007340	AMPFI_03881	NEMVE06786
OG0007341	AMPFI_06512	NEMVE14964
OG0007342	AMPFI_08350	NEMVE14032
OG0007343	AMPFI_04790	NEMVE06113
OG0007344	AMPFI_06969	NEMVE17645
OG0007347	AMPFI_11094	NEMVE05928
OG0007348	AMPFI_10154	NEMVE25081
OG0007349	AMPFI_19903	NEMVE24138
OG0007351	AMPFI_21356	NEMVE15176
OG0007352	AMPFI_19904	NEMVE22263
OG0007353	AMPFI_14327	NEMVE09891
OG0007354	AMPFI_23026	NEMVE12447, NEMVE22312
OG0007355	AMPFI_06243	NEMVE26015, NEMVE24494
OG0007356	AMPFI_15329	NEMVE22435
OG0007357	AMPFI_23489	NEMVE03442
OG0007358	AMPFI_23864	NEMVE22472
OG0007360	AMPFI_24219	NEMVE13667
OG0007361	AMPFI_08736	NEMVE21896
OG0007363	AMPFI_24644	NEMVE07823
OG0007364	AMPFI_00831	NEMVE14072
OG0007365	AMPFI_10820	NEMVE02500
OG0007366	AMPFI_01644	NEMVE10651
OG0007367	AMPFI_03186	NEMVE14913
OG0007368	AMPFI_05315	NEMVE21985
OG0007369	AMPFI_08810	NEMVE09186, NEMVE04959
OG0007370	AMPFI_20725	NEMVE24854
OG0007371	AMPFI_13954	NEMVE22865
OG0007372	AMPFI_01454, AMPFI_02415	NEMVE14160
OG0007373	AMPFI_05783	NEMVE22902
OG0007374	AMPFI_07609	NEMVE10037
OG0007376	AMPFI_15486	NEMVE14158
OG0007377	AMPFI_08955	NEMVE01324
OG0007381	AMPFI_10840	NEMVE23101
OG0007382	AMPFI_25953	NEMVE14758
OG0007383	AMPFI_16611, AMPFI_18717	NEMVE20839
OG0007383	AMPFI_21885, AMPFI_23253, AMPFI_16796	NEMVE06365
OG0007385	AMPFI_07229	NEMVE14990
OG0007386	AMPFI_25435	NEMVE13865, NEMVE00269
OG0007387	AMPFI_11442	NEMVE23956
OG0007388	AMPFI_16247	NEMVE05194
OG0007389	AMPFI_10459	NEMVE25345
OG0007390	AMPFI_01290	NEMVE24823
OG0007391	AMPFI_08550	NEMVE08201
OG0007392	AMPFI_24606	NEMVE13961
OG0007393	AMPFI_14008	NEMVE00582, NEMVE21768
OG0007394	AMPFI_10682, AMPFI_09708, AMPFI_08528	NEMVE22615
OG0007395	AMPFI_12394	NEMVE17435
OG0007396	AMPFI_10617	NEMVE15920
OG0007397	AMPFI_04544, AMPFI_10460	NEMVE09462
OG0007402	AMPFI_14251	NEMVE14824
OG0007403	AMPFI_02383	NEMVE18192
OG0007404	AMPFI_11178	NEMVE24746
OG0007405	AMPFI_04156	NEMVE13995
OG0007407	AMPFI_20546	NEMVE14797
OG0007408	AMPFI_23579	NEMVE08149
OG0007409	AMPFI_17481	NEMVE13321
OG0007411	AMPFI_00518	NEMVE14384
OG0007412	AMPFI_15596	NEMVE08446
OG0007413	AMPFI_14750	NEMVE22933
OG0007415	AMPFI_18327	NEMVE22466
OG0007416	AMPFI_22034	NEMVE04678
OG0007417	AMPFI_08601	NEMVE08802
OG0007418	AMPFI_13366	NEMVE25117
OG0007419	AMPFI_12181	NEMVE14407
OG0007421	AMPFI_19420	NEMVE01648
OG0007422	AMPFI_24325	NEMVE06450
OG0007423	AMPFI_08143, AMPFI_08142	NEMVE09572
OG0007424	AMPFI_10824	NEMVE07064
OG0007425	AMPFI_14232	NEMVE01463
OG0007426	AMPFI_23197, AMPFI_25775	NEMVE25299
OG0007427	AMPFI_17613	NEMVE11584, NEMVE11585
OG0007430	AMPFI_02496	NEMVE21972
OG0007431	AMPFI_01452	NEMVE22905
OG0007432	AMPFI_09473	NEMVE23141
OG0007433	AMPFI_09338	NEMVE14283, NEMVE02780
OG0007434	AMPFI_07734	NEMVE21333
OG0007435	AMPFI_06149	NEMVE14771, NEMVE22934
OG0007436	AMPFI_21859	NEMVE08293
OG0007437	AMPFI_03238	NEMVE06897
OG0007438	AMPFI_02752	NEMVE24737
OG0007439	AMPFI_07825	NEMVE02374, NEMVE20588
OG0007440	AMPFI_17627	NEMVE21710
OG0007441	AMPFI_21710	NEMVE10398
OG0007442	AMPFI_22918	NEMVE22223
OG0007443	AMPFI_17572	NEMVE25371
OG0007445	AMPFI_02455	NEMVE24684
OG0007446	AMPFI_14384	NEMVE14884
OG0007447	AMPFI_24495, AMPFI_24542	NEMVE15214
OG0007449	AMPFI_15241	NEMVE18234, NEMVE18235
OG0007450	AMPFI_00124	NEMVE01821
OG0007450	AMPFI_03276	NEMVE07887
OG0007451	AMPFI_04715	NEMVE09386
OG0007452	AMPFI_05136	NEMVE00170, NEMVE13609
OG0007454	AMPFI_23985	NEMVE14909
OG0007455	AMPFI_08081	NEMVE14702
OG0007456	AMPFI_18549	NEMVE06082
OG0007457	AMPFI_16421	NEMVE19632, NEMVE25342
OG0007460	AMPFI_05013	NEMVE14451
OG0007463	AMPFI_05572	NEMVE20726, NEMVE22590
OG0007464	AMPFI_11011	NEMVE24267
OG0007464	AMPFI_18554, AMPFI_06587	NEMVE24268
OG0007466	AMPFI_09132, AMPFI_06016	NEMVE22832
OG0007467	AMPFI_21229, AMPFI_20924	NEMVE21131
OG0007471	AMPFI_06645	NEMVE23466
OG0007472	AMPFI_21193	NEMVE14194
OG0007474	AMPFI_11355	NEMVE18991
OG0007475	AMPFI_10402	NEMVE10836
OG0007476	AMPFI_06079	NEMVE15012
OG0007477	AMPFI_00594	NEMVE05313
OG0007480	AMPFI_11100	NEMVE13266
OG0007481	AMPFI_08197	NEMVE22561
OG0007482	AMPFI_12660	NEMVE13581
OG0007483	AMPFI_06915	NEMVE08075
OG0007484	AMPFI_08380	NEMVE06907
OG0007485	AMPFI_03903	NEMVE25477
OG0007487	AMPFI_00419	NEMVE19514
OG0007488	AMPFI_18912	NEMVE24850
OG0007489	AMPFI_14429	NEMVE13290
OG0007490	AMPFI_00198	NEMVE24955
OG0007491	AMPFI_00418	NEMVE15400
OG0007492	AMPFI_11698	NEMVE12352
OG0007494	AMPFI_08548	NEMVE13649
OG0007495	AMPFI_14548	NEMVE14337
OG0007496	AMPFI_15377, AMPFI_22065	NEMVE05960
OG0007498	AMPFI_10772	NEMVE11016, NEMVE12879
OG0007499	AMPFI_00937	NEMVE18098
OG0007500	AMPFI_01923	NEMVE22504
OG0007501	AMPFI_03524	NEMVE15355
OG0007503	AMPFI_04163	NEMVE11611
OG0007504	AMPFI_05486	NEMVE23039
OG0007506	AMPFI_07798	NEMVE22395
OG0007507	AMPFI_07868	NEMVE25891
OG0007508	AMPFI_08862	NEMVE14963
OG0007509	AMPFI_10436	NEMVE17668
OG0007510	AMPFI_11681	NEMVE05795
OG0007513	AMPFI_13277, AMPFI_13278	NEMVE25913
OG0007515	AMPFI_14037	NEMVE25353
OG0007517	AMPFI_14076	NEMVE22057
OG0007518	AMPFI_14635	NEMVE14498
OG0007519	AMPFI_15083	NEMVE13604
OG0007522	AMPFI_16088	NEMVE14092
OG0007523	AMPFI_16441	NEMVE01504, NEMVE01506, NEMVE00945, NEMVE02093, NEMVE24256
OG0007524	AMPFI_18839	NEMVE19720
OG0007525	AMPFI_20078	NEMVE25128
OG0007527	AMPFI_21425	NEMVE24239
OG0007528	AMPFI_22110	NEMVE16685, NEMVE16684
OG0007530	AMPFI_25201	NEMVE07437, NEMVE00246, NEMVE11358, NEMVE20662, NEMVE00250, NEMVE11216, NEMVE10538, NEMVE11259, NEMVE10425, NEMVE00248, NEMVE09104, NEMVE10631, NEMVE11327, NEMVE13033, NEMVE17406, NEMVE10473, NEMVE10475, NEMVE10478, NEMVE11844, NEMVE02568
OG0007531	AMPFI_25413	NEMVE14641
OG0007582	AMPFI_07988	NEMVE25110
OG0007583	AMPFI_19749	NEMVE05002
OG0007586	AMPFI_15087	NEMVE21958
OG0007587	AMPFI_00261	NEMVE05439
OG0007589	AMPFI_10679	NEMVE00133, NEMVE16108
OG0007591	AMPFI_24174	NEMVE14305
OG0007593	AMPFI_14751	NEMVE08761
OG0007594	AMPFI_04092	NEMVE13798, NEMVE12256
OG0007595	AMPFI_11668	NEMVE13188
OG0007597	AMPFI_14347	NEMVE02017
OG0007600	AMPFI_18346	NEMVE25474
OG0007601	AMPFI_14517	NEMVE20762, NEMVE06284, NEMVE12569
OG0007602	AMPFI_15464, AMPFI_15463	NEMVE08220
OG0007603	AMPFI_04653	NEMVE09888, NEMVE25916
OG0007604	AMPFI_25405	NEMVE15922
OG0007605	AMPFI_17249, AMPFI_05461	NEMVE22713
OG0007606	AMPFI_06131	NEMVE07882
OG0007607	AMPFI_12626	NEMVE14803
OG0007609	AMPFI_08364	NEMVE14141
OG0007610	AMPFI_13414	NEMVE13618
OG0007614	AMPFI_22950	NEMVE25043
OG0007615	AMPFI_05411	NEMVE13394
OG0007616	AMPFI_13986	NEMVE22755
OG0007618	AMPFI_13803	NEMVE05717
OG0007619	AMPFI_16350	NEMVE22719
OG0007621	AMPFI_20447	NEMVE15854
OG0007622	AMPFI_09130	NEMVE14178
OG0007623	AMPFI_23186, AMPFI_17907	NEMVE25451
OG0007624	AMPFI_07608	NEMVE01610
OG0007625	AMPFI_23297	NEMVE03404
OG0007626	AMPFI_01785	NEMVE09273
OG0007628	AMPFI_14690	NEMVE07362
OG0007629	AMPFI_19195	NEMVE03312, NEMVE13373
OG0007633	AMPFI_10277	NEMVE04946
OG0007634	AMPFI_24876	NEMVE23401
OG0007637	AMPFI_01310, AMPFI_21962, AMPFI_14482	NEMVE16744, NEMVE06908
OG0007639	AMPFI_05197	NEMVE06099
OG0007640	AMPFI_07158	NEMVE08959
OG0007643	AMPFI_13773	NEMVE25518, NEMVE22109, NEMVE16341
OG0007645	AMPFI_12316	NEMVE06297
OG0007646	AMPFI_00470	NEMVE11980, NEMVE25514
OG0007647	AMPFI_15259	NEMVE17951
OG0007648	AMPFI_08367	NEMVE07012
OG0007649	AMPFI_10613	NEMVE22367
OG0007650	AMPFI_12826	NEMVE08861
OG0007651	AMPFI_11377	NEMVE06271
OG0007653	AMPFI_03820	NEMVE20290
OG0007654	AMPFI_07064	NEMVE25572
OG0007656	AMPFI_11443	NEMVE00479, NEMVE05622
OG0007657	AMPFI_05533	NEMVE09719
OG0007659	AMPFI_14250	NEMVE15005
OG0007660	AMPFI_07720	NEMVE06829
OG0007661	AMPFI_01272	NEMVE23648
OG0007663	AMPFI_17931	NEMVE03506
OG0007664	AMPFI_14515	NEMVE08366, NEMVE09875
OG0007666	AMPFI_04437	NEMVE06300
OG0007667	AMPFI_05812	NEMVE21308
OG0007669	AMPFI_13323	NEMVE09329
OG0007670	AMPFI_09118, AMPFI_09117	NEMVE00374, NEMVE13235
OG0007672	AMPFI_19180, AMPFI_24992, AMPFI_00350	NEMVE01018
OG0007674	AMPFI_06402	NEMVE09137
OG0007675	AMPFI_08686	NEMVE14230
OG0007676	AMPFI_06266	NEMVE09075
OG0007679	AMPFI_08337	NEMVE14614
OG0007680	AMPFI_01145	NEMVE09957
OG0007681	AMPFI_12529	NEMVE11266, NEMVE04177
OG0007683	AMPFI_15620, AMPFI_16411, AMPFI_25023, AMPFI_23797, AMPFI_22961	NEMVE05155, NEMVE09112
OG0007684	AMPFI_09234	NEMVE07913
OG0007685	AMPFI_23757	NEMVE22475
OG0007687	AMPFI_13078	NEMVE15064
OG0007688	AMPFI_14112	NEMVE23866
OG0007689	AMPFI_21023	NEMVE15533, NEMVE25163
OG0007690	AMPFI_08721	NEMVE09407
OG0007691	AMPFI_15919	NEMVE14856, NEMVE10823, NEMVE19790, NEMVE14812
OG0007692	AMPFI_21014	NEMVE24948
OG0007694	AMPFI_02877	NEMVE14461
OG0007695	AMPFI_00441	NEMVE15957
OG0007696	AMPFI_11231	NEMVE13808
OG0007697	AMPFI_14474	NEMVE22701
OG0007698	AMPFI_04766, AMPFI_01671	NEMVE19391
OG0007699	AMPFI_07823	NEMVE10978, NEMVE16384, NEMVE08207, NEMVE06627
OG0007700	AMPFI_08021	NEMVE06383, NEMVE20983
OG0007701	AMPFI_11708	NEMVE23722
OG0007702	AMPFI_25722	NEMVE22678
OG0007703	AMPFI_06898	NEMVE22465
OG0007704	AMPFI_24990, AMPFI_16227	NEMVE13360
OG0007705	AMPFI_02466	NEMVE23373
OG0007708	AMPFI_09437	NEMVE14576
OG0007711	AMPFI_08437	NEMVE03458
OG0007711	AMPFI_00864	NEMVE16976
OG0007712	AMPFI_01298	NEMVE16922
OG0007713	AMPFI_02051	NEMVE10952
OG0007714	AMPFI_13479	NEMVE04698
OG0007715	AMPFI_12304	NEMVE14423
OG0007716	AMPFI_01726, AMPFI_25648	NEMVE24083
OG0007717	AMPFI_00651	NEMVE14630
OG0007718	AMPFI_02217	NEMVE14642
OG0007720	AMPFI_06156	NEMVE18653, NEMVE20099
OG0007721	AMPFI_10872	NEMVE16202
OG0007725	AMPFI_01230, AMPFI_19190, AMPFI_10640	NEMVE08931
OG0007727	AMPFI_08743, AMPFI_25397	NEMVE22125
OG0007729	AMPFI_21591	NEMVE05917
OG0007730	AMPFI_10603	NEMVE22534
OG0007731	AMPFI_03813, AMPFI_15081	NEMVE09241
OG0007733	AMPFI_22944	NEMVE13390
OG0007734	AMPFI_02524	NEMVE01827
OG0007735	AMPFI_05439	NEMVE13740
OG0007737	AMPFI_24812, AMPFI_23652, AMPFI_16739	NEMVE19984
OG0007740	AMPFI_07084	NEMVE07649
