Orthogroup	AMPFI_ok	CAEEL
OG0005692	AMPFI_24376	CAEEL02905
OG0005696	AMPFI_09377	CAEEL12982
OG0005698	AMPFI_00397	CAEEL01389
OG0005701	AMPFI_09363	CAEEL20630, CAEEL20628
OG0005702	AMPFI_22449	CAEEL15894, CAEEL18106
OG0005703	AMPFI_19719	CAEEL09229
OG0005704	AMPFI_06960	CAEEL18454
OG0005707	AMPFI_01312	CAEEL01062
OG0005712	AMPFI_00923	CAEEL10147
OG0005715	AMPFI_24802	CAEEL06260
OG0005719	AMPFI_09072	CAEEL05019
OG0005721	AMPFI_11307	CAEEL02751
OG0005723	AMPFI_12510	CAEEL12411
OG0005726	AMPFI_01096	CAEEL02137
OG0005728	AMPFI_22569, AMPFI_01425	CAEEL00225
OG0005729	AMPFI_16465	CAEEL01552
OG0005730	AMPFI_02417	CAEEL20471
OG0005731	AMPFI_06208, AMPFI_05549	CAEEL09042
OG0005732	AMPFI_10475	CAEEL07314
OG0005733	AMPFI_17309	CAEEL11874
OG0005734	AMPFI_20477	CAEEL05372
OG0005737	AMPFI_09768	CAEEL00178
OG0005738	AMPFI_15740	CAEEL19157
OG0005744	AMPFI_14891	CAEEL10825, CAEEL00882
OG0005746	AMPFI_00745, AMPFI_01314, AMPFI_03522	CAEEL04218
OG0005747	AMPFI_06608	CAEEL11656
OG0005748	AMPFI_05048	CAEEL05688
OG0005749	AMPFI_06019	CAEEL14477
OG0005750	AMPFI_08396	CAEEL02930
OG0005758	AMPFI_09198	CAEEL07383, CAEEL07219
OG0005759	AMPFI_12317	CAEEL04976
OG0005760	AMPFI_16205	CAEEL11990
OG0005761	AMPFI_08071	CAEEL02084
OG0005764	AMPFI_08279	CAEEL00440
OG0005766	AMPFI_17046	CAEEL03004
OG0005771	AMPFI_01299	CAEEL18103
OG0005774	AMPFI_05603	CAEEL07710
OG0005775	AMPFI_07449	CAEEL08185
OG0005776	AMPFI_25608	CAEEL08611, CAEEL02852
OG0005779	AMPFI_11915	CAEEL11742
OG0005781	AMPFI_12686	CAEEL16564
OG0005782	AMPFI_00061	CAEEL14669
OG0005783	AMPFI_15287, AMPFI_15288	CAEEL15350
OG0005784	AMPFI_12391	CAEEL06573
OG0005786	AMPFI_10439	CAEEL10727
OG0005788	AMPFI_12930	CAEEL10819
OG0005789	AMPFI_10549	CAEEL03291
OG0005790	AMPFI_05866	CAEEL02850
OG0005792	AMPFI_01360	CAEEL16683
OG0005793	AMPFI_00669	CAEEL01631
OG0005794	AMPFI_12426	CAEEL07859
OG0005796	AMPFI_06497	CAEEL03619
OG0005797	AMPFI_05925	CAEEL01710
OG0005798	AMPFI_20521	CAEEL07896
OG0005799	AMPFI_06285	CAEEL16039
OG0005802	AMPFI_06847	CAEEL08747
OG0005803	AMPFI_15963	CAEEL05218
OG0005804	AMPFI_18167	CAEEL00293
OG0005805	AMPFI_10030, AMPFI_05120	CAEEL07935
OG0005807	AMPFI_06203	CAEEL00886
OG0005811	AMPFI_11672	CAEEL09170
OG0005812	AMPFI_07294	CAEEL15514
OG0005813	AMPFI_11130	CAEEL04957
OG0005814	AMPFI_10557	CAEEL05572
OG0005815	AMPFI_08919	CAEEL08558
OG0005816	AMPFI_11791	CAEEL07974
OG0005817	AMPFI_13154	CAEEL09003
OG0005818	AMPFI_12530	CAEEL06548
OG0005819	AMPFI_11841	CAEEL05194
OG0005821	AMPFI_10420	CAEEL06500
OG0005822	AMPFI_19839	CAEEL08544
OG0005823	AMPFI_09872	CAEEL11398
OG0005824	AMPFI_21619	CAEEL01511
OG0005826	AMPFI_11203	CAEEL11564
OG0005827	AMPFI_07624	CAEEL15915
OG0005832	AMPFI_09133	CAEEL01641
OG0005833	AMPFI_15825	CAEEL14838
OG0005834	AMPFI_16427	CAEEL18574
OG0005835	AMPFI_07548	CAEEL06739, CAEEL08580
OG0005836	AMPFI_04323	CAEEL15554
OG0005837	AMPFI_24762	CAEEL01073
OG0005840	AMPFI_05520	CAEEL06791
OG0005843	AMPFI_14005	CAEEL06200
OG0005845	AMPFI_17578	CAEEL04187
OG0005846	AMPFI_07676	CAEEL06779
OG0005847	AMPFI_23539, AMPFI_22660, AMPFI_00017	CAEEL00400
OG0005848	AMPFI_06719	CAEEL00240
OG0005849	AMPFI_11348	CAEEL07640
OG0005850	AMPFI_24439, AMPFI_20033	CAEEL07059
OG0005851	AMPFI_25319	CAEEL19454, CAEEL03023
OG0005853	AMPFI_08346	CAEEL05937
OG0005854	AMPFI_08661	CAEEL10962
OG0005857	AMPFI_12043	CAEEL08143
OG0005858	AMPFI_25602	CAEEL08865
OG0005859	AMPFI_10389	CAEEL09237
OG0005860	AMPFI_25002	CAEEL11464
OG0005861	AMPFI_12088	CAEEL07847
OG0005863	AMPFI_11911	CAEEL02059
OG0005864	AMPFI_07558	CAEEL03066
OG0005865	AMPFI_18702	CAEEL10526
OG0005866	AMPFI_06903	CAEEL03116
OG0005867	AMPFI_11525, AMPFI_01370	CAEEL20688
OG0005867	AMPFI_25626	CAEEL06505
OG0005869	AMPFI_12200	CAEEL01472
OG0005870	AMPFI_13611	CAEEL18863
OG0005871	AMPFI_06117	CAEEL07046
OG0005872	AMPFI_23480, AMPFI_01540	CAEEL18764
OG0005874	AMPFI_20641	CAEEL06734
OG0005875	AMPFI_06350	CAEEL11121
OG0005876	AMPFI_24444	CAEEL12583
OG0005877	AMPFI_23009	CAEEL03535
OG0005878	AMPFI_08841	CAEEL00506
OG0005879	AMPFI_22803	CAEEL05884
OG0005880	AMPFI_10332	CAEEL09863
OG0005883	AMPFI_03130, AMPFI_22012	CAEEL06255
OG0005884	AMPFI_03308, AMPFI_02965, AMPFI_15918	CAEEL16531
OG0005886	AMPFI_23551	CAEEL01824
OG0005888	AMPFI_02169	CAEEL00435
OG0005889	AMPFI_10713	CAEEL02553
OG0005890	AMPFI_10248	CAEEL06540
OG0005892	AMPFI_08156	CAEEL01618
OG0005893	AMPFI_07366	CAEEL11380
OG0005895	AMPFI_16693	CAEEL06441
OG0005897	AMPFI_15099	CAEEL01303
OG0005899	AMPFI_20021	CAEEL11728
OG0005903	AMPFI_10045	CAEEL02733
OG0005904	AMPFI_15256	CAEEL18351
OG0005909	AMPFI_13997	CAEEL09260
OG0005914	AMPFI_14453	CAEEL12252
OG0005918	AMPFI_06552, AMPFI_24827	CAEEL07911
OG0005919	AMPFI_14223	CAEEL15775
OG0005921	AMPFI_15068	CAEEL07408
OG0005922	AMPFI_21840	CAEEL15520
OG0005924	AMPFI_01732	CAEEL10631
OG0005925	AMPFI_18037	CAEEL18159
OG0005928	AMPFI_11498	CAEEL04878
OG0005929	AMPFI_10207	CAEEL05898
OG0005930	AMPFI_13946	CAEEL00275
OG0005931	AMPFI_25311	CAEEL09476
OG0005932	AMPFI_07308	CAEEL11316
OG0005933	AMPFI_09258	CAEEL14434
OG0005936	AMPFI_10646	CAEEL07303
OG0005937	AMPFI_18365	CAEEL10539
OG0005938	AMPFI_10894	CAEEL06000, CAEEL09583
OG0005940	AMPFI_15882	CAEEL04134
OG0005941	AMPFI_19410	CAEEL08713
OG0005943	AMPFI_06122	CAEEL02014
OG0005946	AMPFI_02248	CAEEL11452, CAEEL11968
OG0005947	AMPFI_07847	CAEEL19240
OG0005949	AMPFI_00381	CAEEL12005
OG0005950	AMPFI_08191	CAEEL02721
OG0005952	AMPFI_08552	CAEEL08042
OG0005953	AMPFI_23074	CAEEL01826
OG0005957	AMPFI_13292	CAEEL13678, CAEEL02860
OG0005960	AMPFI_21562	CAEEL18529, CAEEL16584
OG0005963	AMPFI_09480	CAEEL02429, CAEEL11102
OG0005965	AMPFI_25841	CAEEL17925
OG0005966	AMPFI_00202	CAEEL05490
OG0005967	AMPFI_07645	CAEEL08429
OG0005968	AMPFI_02265	CAEEL01646
OG0005969	AMPFI_05971	CAEEL01577
OG0005970	AMPFI_08520	CAEEL16383
OG0005973	AMPFI_24156	CAEEL13364
OG0005974	AMPFI_23260	CAEEL11184
OG0005975	AMPFI_05524	CAEEL05822
OG0005976	AMPFI_12033, AMPFI_00199	CAEEL15581
OG0005977	AMPFI_22794	CAEEL04186
OG0005978	AMPFI_25985	CAEEL08320
OG0005980	AMPFI_09676	CAEEL05471
OG0005982	AMPFI_06280	CAEEL04709
OG0005984	AMPFI_24385	CAEEL06514, CAEEL07173
OG0005987	AMPFI_21081	CAEEL05677
OG0005989	AMPFI_00165	CAEEL14108
OG0005991	AMPFI_01649, AMPFI_15124, AMPFI_01419	CAEEL07604
OG0005992	AMPFI_01888	CAEEL01122
OG0005993	AMPFI_06032	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	AMPFI_08072	CAEEL09469
OG0005997	AMPFI_09215	CAEEL11505, CAEEL13118
OG0005998	AMPFI_10189	CAEEL12651
OG0005999	AMPFI_12507	CAEEL06284
OG0006000	AMPFI_13395	CAEEL06731
OG0006003	AMPFI_14194	CAEEL12475
OG0006004	AMPFI_14518	CAEEL01451
OG0006005	AMPFI_15191	CAEEL08818
OG0006008	AMPFI_15988	CAEEL11432
OG0006009	AMPFI_16082	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	AMPFI_16750	CAEEL07462
OG0006011	AMPFI_19165	CAEEL06588
OG0006013	AMPFI_23141	CAEEL11082
OG0006059	AMPFI_19289, AMPFI_07653	CAEEL09710
OG0006060	AMPFI_26009	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082
OG0006062	AMPFI_15800	CAEEL08027
OG0006063	AMPFI_10125	CAEEL09563
OG0006064	AMPFI_10479	CAEEL11646
OG0006066	AMPFI_19701	CAEEL07776
OG0006069	AMPFI_24819	CAEEL08597
OG0006072	AMPFI_25885	CAEEL09063
OG0006073	AMPFI_18545	CAEEL15279
OG0006074	AMPFI_01066	CAEEL15694
OG0006075	AMPFI_10508	CAEEL05481
OG0006083	AMPFI_02840	CAEEL10880
OG0006085	AMPFI_12724	CAEEL07121
OG0006086	AMPFI_20798	CAEEL05357
OG0006087	AMPFI_17531	CAEEL10339
OG0006090	AMPFI_09756	CAEEL06249
OG0006095	AMPFI_05328	CAEEL03714
OG0006096	AMPFI_15060	CAEEL08930
OG0006098	AMPFI_22804, AMPFI_18314	CAEEL17792
OG0006101	AMPFI_24203	CAEEL04363
OG0006102	AMPFI_22372	CAEEL01860
OG0006104	AMPFI_13805	CAEEL15552
OG0006106	AMPFI_21458	CAEEL09939
OG0006108	AMPFI_05510	CAEEL07908
OG0006110	AMPFI_15361, AMPFI_22999	CAEEL15606
OG0006111	AMPFI_08928	CAEEL06592
OG0006113	AMPFI_22280	CAEEL00297
OG0006116	AMPFI_12560	CAEEL14600
OG0006117	AMPFI_07331	CAEEL15839
OG0006118	AMPFI_03921, AMPFI_01625	CAEEL05175
OG0006120	AMPFI_09581	CAEEL19875
OG0006121	AMPFI_08623	CAEEL01535
OG0006124	AMPFI_07050	CAEEL00683
OG0006125	AMPFI_03499	CAEEL12098
OG0006126	AMPFI_09361	CAEEL09062
OG0006127	AMPFI_02019	CAEEL08699
OG0006128	AMPFI_13981	CAEEL01734
OG0006129	AMPFI_05212	CAEEL15436
OG0006130	AMPFI_25932	CAEEL19047
OG0006131	AMPFI_13673, AMPFI_13674	CAEEL08997
OG0006134	AMPFI_06352	CAEEL05080
OG0006137	AMPFI_23575	CAEEL01021
OG0006140	AMPFI_08309	CAEEL06530
OG0006141	AMPFI_05969	CAEEL00813
OG0006144	AMPFI_07884	CAEEL13019
OG0006144	AMPFI_06238	CAEEL12775
OG0006145	AMPFI_23447, AMPFI_19918	CAEEL00765, CAEEL00923
OG0006147	AMPFI_23905	CAEEL11314
OG0006148	AMPFI_08258	CAEEL05997
OG0006152	AMPFI_08291, AMPFI_08292	CAEEL01636
OG0006156	AMPFI_00402	CAEEL13825
OG0006160	AMPFI_03617, AMPFI_14878	CAEEL08936
OG0006163	AMPFI_25469	CAEEL00653
OG0006164	AMPFI_12889	CAEEL01158
OG0006165	AMPFI_06300	CAEEL15774
OG0006168	AMPFI_05556	CAEEL05152
OG0006169	AMPFI_11768	CAEEL08537
OG0006176	AMPFI_10520	CAEEL05930
OG0006177	AMPFI_05594, AMPFI_04013	CAEEL04212
OG0006180	AMPFI_00899	CAEEL09925
OG0006181	AMPFI_03759	CAEEL14722
OG0006182	AMPFI_12280	CAEEL06387
OG0006183	AMPFI_24216	CAEEL19366
OG0006185	AMPFI_09297	CAEEL01692
OG0006187	AMPFI_06260	CAEEL00902
OG0006188	AMPFI_07880	CAEEL02058
OG0006191	AMPFI_21306	CAEEL06280, CAEEL06279
OG0006192	AMPFI_12685	CAEEL01776
OG0006194	AMPFI_15870	CAEEL20600
OG0006195	AMPFI_22865	CAEEL08079
OG0006196	AMPFI_02836	CAEEL06224, CAEEL06189
OG0006200	AMPFI_25110	CAEEL11329
OG0006202	AMPFI_12051	CAEEL07568
OG0006208	AMPFI_00556	CAEEL00204
OG0006209	AMPFI_16406, AMPFI_04793	CAEEL11287
OG0006210	AMPFI_09052	CAEEL00160
OG0006213	AMPFI_05568	CAEEL01145
OG0006214	AMPFI_01488	CAEEL12120
OG0006216	AMPFI_10203	CAEEL16326
OG0006217	AMPFI_17673	CAEEL05235
OG0006220	AMPFI_07819	CAEEL08309
OG0006224	AMPFI_06836	CAEEL11548
OG0006225	AMPFI_21632	CAEEL13901
OG0006226	AMPFI_06544	CAEEL02716
OG0006229	AMPFI_12998	CAEEL06963
OG0006230	AMPFI_23278	CAEEL08542
OG0006231	AMPFI_07940	CAEEL20582
OG0006232	AMPFI_18260	CAEEL07512, CAEEL07511
OG0006234	AMPFI_04221	CAEEL05918
OG0006235	AMPFI_04700	CAEEL04462
OG0006237	AMPFI_22763, AMPFI_25948	CAEEL04160
OG0006239	AMPFI_24438	CAEEL01539
OG0006240	AMPFI_03635	CAEEL08852
OG0006245	AMPFI_05666	CAEEL00941
OG0006248	AMPFI_12231	CAEEL05883
OG0006249	AMPFI_02549	CAEEL10060
OG0006254	AMPFI_10561	CAEEL11539
OG0006257	AMPFI_16037	CAEEL15240
OG0006259	AMPFI_08846	CAEEL09792
OG0006260	AMPFI_09166	CAEEL09587
OG0006262	AMPFI_21311	CAEEL01377
OG0006263	AMPFI_15958	CAEEL09474
OG0006264	AMPFI_18486	CAEEL11589
OG0006265	AMPFI_21920	CAEEL01463
OG0006267	AMPFI_25546	CAEEL09521
OG0006268	AMPFI_22965	CAEEL09373, CAEEL09395
OG0006269	AMPFI_11603	CAEEL11344
OG0006270	AMPFI_11518, AMPFI_11517	CAEEL01876
OG0006271	AMPFI_05497	CAEEL08264
OG0006275	AMPFI_11056	CAEEL01989
OG0006277	AMPFI_05401	CAEEL08057
OG0006279	AMPFI_12209	CAEEL00237
OG0006280	AMPFI_13354	CAEEL17987
OG0006281	AMPFI_08305	CAEEL04765
OG0006283	AMPFI_09857	CAEEL00881
OG0006284	AMPFI_13248, AMPFI_15640	CAEEL08923
OG0006285	AMPFI_09442	CAEEL04794
OG0006286	AMPFI_00384	CAEEL00158
OG0006289	AMPFI_07047	CAEEL07964
OG0006290	AMPFI_15621	CAEEL04712
OG0006291	AMPFI_03057	CAEEL00609
OG0006293	AMPFI_20336	CAEEL07928
OG0006294	AMPFI_08840	CAEEL14462
OG0006295	AMPFI_12168	CAEEL09568
OG0006297	AMPFI_13743, AMPFI_03538	CAEEL11872
OG0006301	AMPFI_05956	CAEEL17598
OG0006307	AMPFI_07621	CAEEL06264
OG0006309	AMPFI_22246	CAEEL05232
OG0006311	AMPFI_05300	CAEEL17612
OG0006313	AMPFI_08699	CAEEL05123
OG0006315	AMPFI_12726	CAEEL15905
OG0006319	AMPFI_18169	CAEEL13894
OG0006322	AMPFI_18871	CAEEL09507
OG0006323	AMPFI_09840	CAEEL02251
OG0006326	AMPFI_18484	CAEEL15323
OG0006330	AMPFI_04855	CAEEL06542
OG0006331	AMPFI_14220	CAEEL13794
OG0006332	AMPFI_14914	CAEEL10865
OG0006334	AMPFI_25859	CAEEL08411, CAEEL18378
OG0006335	AMPFI_07444	CAEEL04124, CAEEL00475
OG0006339	AMPFI_08797	CAEEL08069
OG0006340	AMPFI_12532	CAEEL11454
OG0006341	AMPFI_15945	CAEEL06023
OG0006343	AMPFI_00277, AMPFI_00654, AMPFI_19184	CAEEL05583, CAEEL02498
OG0006344	AMPFI_17205	CAEEL14876
OG0006345	AMPFI_19089, AMPFI_21303	CAEEL06549
OG0006346	AMPFI_06366	CAEEL05783
OG0006347	AMPFI_08973	CAEEL07567
OG0006350	AMPFI_24714	CAEEL07674
OG0006352	AMPFI_00995	CAEEL02603
OG0006353	AMPFI_06451	CAEEL19140, CAEEL05676
OG0006354	AMPFI_07811	CAEEL18116
OG0006355	AMPFI_04748	CAEEL16514
OG0006356	AMPFI_22053, AMPFI_17402, AMPFI_25376	CAEEL07675
OG0006360	AMPFI_21111	CAEEL05277
OG0006361	AMPFI_13719	CAEEL09060
OG0006362	AMPFI_21721	CAEEL00998
OG0006363	AMPFI_07540	CAEEL00971
OG0006365	AMPFI_25333	CAEEL12631
OG0006370	AMPFI_02001	CAEEL05220
OG0006372	AMPFI_02843	CAEEL09848
OG0006375	AMPFI_05100	CAEEL00741
OG0006376	AMPFI_06042	CAEEL15051
OG0006377	AMPFI_06121	CAEEL09247
OG0006378	AMPFI_06173	CAEEL04747
OG0006381	AMPFI_07193	CAEEL09800
OG0006385	AMPFI_10081	CAEEL17878
OG0006386	AMPFI_10106	CAEEL02065
OG0006387	AMPFI_10442	CAEEL00319
OG0006389	AMPFI_10944	CAEEL07348
OG0006390	AMPFI_11153	CAEEL13360
OG0006391	AMPFI_19852	CAEEL16380, CAEEL11908
OG0006392	AMPFI_11646	CAEEL07571
OG0006393	AMPFI_13332	CAEEL14337
OG0006395	AMPFI_13661	CAEEL11636
OG0006402	AMPFI_21913	CAEEL14843
OG0006442	AMPFI_02612	CAEEL03041
OG0006443	AMPFI_07202	CAEEL07304
OG0006448	AMPFI_06560	CAEEL07841
OG0006454	AMPFI_05834	CAEEL06995
OG0006457	AMPFI_21736	CAEEL05605
OG0006459	AMPFI_24708	CAEEL00244
OG0006460	AMPFI_05880	CAEEL10630
OG0006461	AMPFI_09416	CAEEL11863
OG0006462	AMPFI_25276	CAEEL05709
OG0006464	AMPFI_20431	CAEEL01413
OG0006465	AMPFI_08854	CAEEL10921
OG0006467	AMPFI_07080	CAEEL02861
OG0006468	AMPFI_25686	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	AMPFI_15114	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006473	AMPFI_17095	CAEEL02240
OG0006474	AMPFI_10985	CAEEL07206
OG0006475	AMPFI_07654	CAEEL07548
OG0006476	AMPFI_06528	CAEEL12092
OG0006478	AMPFI_19049	CAEEL06158
OG0006479	AMPFI_06142	CAEEL05626
OG0006480	AMPFI_11426	CAEEL10265, CAEEL10266
OG0006481	AMPFI_25723	CAEEL19099, CAEEL01638
OG0006482	AMPFI_24557	CAEEL10834
OG0006485	AMPFI_08915	CAEEL14223
OG0006488	AMPFI_11034	CAEEL17648
OG0006490	AMPFI_17883	CAEEL11637
OG0006491	AMPFI_11842	CAEEL13015
OG0006496	AMPFI_10689	CAEEL08493
OG0006497	AMPFI_06696	CAEEL06461
OG0006498	AMPFI_12161	CAEEL02503
OG0006499	AMPFI_10067	CAEEL20101
OG0006501	AMPFI_25980	CAEEL16016
OG0006503	AMPFI_14175	CAEEL07188
OG0006505	AMPFI_09747	CAEEL06783
OG0006506	AMPFI_20331	CAEEL03029
OG0006509	AMPFI_18650	CAEEL00006, CAEEL15373
OG0006511	AMPFI_09796	CAEEL02676
OG0006512	AMPFI_15002	CAEEL07313
OG0006514	AMPFI_21552	CAEEL07858
OG0006515	AMPFI_23080	CAEEL02554
OG0006516	AMPFI_09518	CAEEL15132
OG0006517	AMPFI_09029	CAEEL01423
OG0006520	AMPFI_20008	CAEEL13792
OG0006523	AMPFI_01535	CAEEL15760
OG0006525	AMPFI_11251	CAEEL11800
OG0006528	AMPFI_10398	CAEEL14466
OG0006532	AMPFI_11984	CAEEL05678
OG0006533	AMPFI_06493	CAEEL19649
OG0006536	AMPFI_12044	CAEEL05174
OG0006538	AMPFI_02030	CAEEL07903, CAEEL04060
OG0006540	AMPFI_19290	CAEEL19898
OG0006542	AMPFI_14637	CAEEL04749
OG0006543	AMPFI_06101	CAEEL05304
OG0006544	AMPFI_06224	CAEEL02597
OG0006545	AMPFI_13489	CAEEL08394
OG0006546	AMPFI_15044	CAEEL16446
OG0006547	AMPFI_12172	CAEEL09736
OG0006550	AMPFI_17946, AMPFI_17947	CAEEL02186
OG0006552	AMPFI_07606	CAEEL02725
OG0006553	AMPFI_10454	CAEEL06508
OG0006554	AMPFI_04096	CAEEL09071
OG0006556	AMPFI_03232	CAEEL00553
OG0006557	AMPFI_04071	CAEEL07597
OG0006560	AMPFI_19755	CAEEL14360
OG0006565	AMPFI_11901	CAEEL12176
OG0006567	AMPFI_03510	CAEEL15749
OG0006568	AMPFI_09823	CAEEL01944
OG0006569	AMPFI_04736	CAEEL03290
OG0006570	AMPFI_06506	CAEEL15966
OG0006571	AMPFI_23157	CAEEL05447
OG0006572	AMPFI_16777	CAEEL09940, CAEEL09371
OG0006573	AMPFI_04218	CAEEL05442
OG0006574	AMPFI_19066	CAEEL01738
OG0006577	AMPFI_00642	CAEEL15281
OG0006578	AMPFI_06349	CAEEL00045
OG0006579	AMPFI_03149	CAEEL07922
OG0006583	AMPFI_07167	CAEEL01627
OG0006584	AMPFI_02572	CAEEL05880
OG0006587	AMPFI_08526	CAEEL17957
OG0006588	AMPFI_22279	CAEEL11640
OG0006589	AMPFI_07432	CAEEL10276
OG0006590	AMPFI_10661	CAEEL15655
OG0006591	AMPFI_09907	CAEEL01066
OG0006594	AMPFI_22653	CAEEL00833
OG0006595	AMPFI_07066	CAEEL10661
OG0006596	AMPFI_14571	CAEEL00560
OG0006597	AMPFI_14301	CAEEL10448
OG0006598	AMPFI_19501	CAEEL03295
OG0006602	AMPFI_07168	CAEEL16562
OG0006603	AMPFI_06187	CAEEL00624
OG0006604	AMPFI_05937	CAEEL07198
OG0006606	AMPFI_17025, AMPFI_02730	CAEEL07376
OG0006607	AMPFI_08824	CAEEL01560
OG0006608	AMPFI_09810	CAEEL05698
OG0006609	AMPFI_06978	CAEEL02187
OG0006610	AMPFI_09328	CAEEL11386
OG0006611	AMPFI_21041	CAEEL07953
OG0006613	AMPFI_15015	CAEEL01845
OG0006614	AMPFI_10524	CAEEL05124
OG0006615	AMPFI_13199	CAEEL09131
OG0006618	AMPFI_00492	CAEEL00041
OG0006622	AMPFI_08817	CAEEL05834
OG0006624	AMPFI_06811	CAEEL07631
OG0006626	AMPFI_23212	CAEEL07560
OG0006627	AMPFI_12667	CAEEL11375
OG0006628	AMPFI_17508, AMPFI_03133, AMPFI_00854	CAEEL07329
OG0006630	AMPFI_10137	CAEEL11696
OG0006631	AMPFI_11411	CAEEL00720
OG0006633	AMPFI_25785	CAEEL00427
OG0006634	AMPFI_08119, AMPFI_16357	CAEEL07770
OG0006636	AMPFI_04565	CAEEL07724
OG0006637	AMPFI_14025	CAEEL12125
OG0006645	AMPFI_10382	CAEEL17855
OG0006646	AMPFI_19853	CAEEL15891
OG0006647	AMPFI_05250	CAEEL07174
OG0006649	AMPFI_16709	CAEEL13032
OG0006651	AMPFI_14545, AMPFI_14544	CAEEL09522
OG0006655	AMPFI_20781	CAEEL00324
OG0006658	AMPFI_09511	CAEEL00269
OG0006660	AMPFI_18652	CAEEL09560, CAEEL09561
OG0006662	AMPFI_03231	CAEEL12773
OG0006663	AMPFI_07743	CAEEL08458
OG0006664	AMPFI_18050	CAEEL01906
OG0006666	AMPFI_11045	CAEEL05999
OG0006667	AMPFI_18059	CAEEL01250
OG0006668	AMPFI_07313	CAEEL06992
OG0006669	AMPFI_09179	CAEEL08205
OG0006670	AMPFI_14097	CAEEL05160
OG0006673	AMPFI_14877	CAEEL00769
OG0006675	AMPFI_15480	CAEEL09407, CAEEL09408, CAEEL18361
OG0006678	AMPFI_06249	CAEEL12368
OG0006680	AMPFI_12617, AMPFI_10970	CAEEL09390
OG0006681	AMPFI_05590	CAEEL05335
OG0006683	AMPFI_03467	CAEEL00441
OG0006684	AMPFI_01015	CAEEL11224
OG0006686	AMPFI_25558	CAEEL20085
OG0006690	AMPFI_14968	CAEEL11346
OG0006691	AMPFI_12858	CAEEL07500
OG0006692	AMPFI_02498	CAEEL00770
OG0006693	AMPFI_12142	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	AMPFI_03151	CAEEL01422
OG0006695	AMPFI_05886	CAEEL17851
OG0006702	AMPFI_17003	CAEEL08311
OG0006703	AMPFI_07514	CAEEL00186
OG0006705	AMPFI_16029	CAEEL04478
OG0006706	AMPFI_13283	CAEEL11633
OG0006709	AMPFI_21329	CAEEL07440
OG0006710	AMPFI_20886	CAEEL07165
OG0006712	AMPFI_05255	CAEEL01534
OG0006714	AMPFI_13991	CAEEL06631
OG0006717	AMPFI_01802	CAEEL00315
OG0006720	AMPFI_03343	CAEEL09628
OG0006722	AMPFI_10729	CAEEL04109
OG0006723	AMPFI_25498	CAEEL07804
OG0006726	AMPFI_06499	CAEEL18959
OG0006727	AMPFI_01585	CAEEL10628
OG0006730	AMPFI_06679	CAEEL07386, CAEEL18705
OG0006732	AMPFI_18470	CAEEL07406
OG0006736	AMPFI_11074	CAEEL01882
OG0006737	AMPFI_01450	CAEEL18816
OG0006741	AMPFI_00461	CAEEL11903
OG0006742	AMPFI_07896	CAEEL06688, CAEEL06689
OG0006748	AMPFI_03340	CAEEL02500
OG0006749	AMPFI_18893	CAEEL08028
OG0006750	AMPFI_04945	CAEEL02998
OG0006752	AMPFI_05789, AMPFI_17541	CAEEL12417
OG0006753	AMPFI_06164	CAEEL06421
OG0006754	AMPFI_06462	CAEEL15551
OG0006755	AMPFI_06654	CAEEL08754
OG0006757	AMPFI_07042	CAEEL05691
OG0006758	AMPFI_07316	CAEEL05308
OG0006760	AMPFI_09555	CAEEL14472
OG0006763	AMPFI_11719	CAEEL12476
OG0006765	AMPFI_12141	CAEEL01561
OG0006766	AMPFI_12392	CAEEL04604
OG0006768	AMPFI_13299	CAEEL07976
OG0006769	AMPFI_14038	CAEEL00344
OG0006772	AMPFI_18299	CAEEL06744, CAEEL20464
OG0006774	AMPFI_18778	CAEEL01586
OG0006777	AMPFI_20964	CAEEL17985
OG0006780	AMPFI_24381	CAEEL03293
OG0006826	AMPFI_21636	CAEEL07305
OG0006828	AMPFI_19655	CAEEL01547
OG0006830	AMPFI_10183	CAEEL01610
OG0006832	AMPFI_00483	CAEEL18365
OG0006833	AMPFI_09046	CAEEL01607
OG0006835	AMPFI_05723	CAEEL10984
OG0006838	AMPFI_03070, AMPFI_10507	CAEEL04815
OG0006842	AMPFI_06417	CAEEL01401
OG0006843	AMPFI_16202, AMPFI_16995	CAEEL01030
OG0006844	AMPFI_10399	CAEEL01019
OG0006845	AMPFI_09743	CAEEL16127
OG0006846	AMPFI_03085	CAEEL15729
OG0006849	AMPFI_06284	CAEEL06259
OG0006851	AMPFI_17600	CAEEL12983
OG0006853	AMPFI_20366	CAEEL10839
OG0006860	AMPFI_10618	CAEEL08670
OG0006864	AMPFI_14090	CAEEL08583
OG0006867	AMPFI_12490	CAEEL15109
OG0006868	AMPFI_19450, AMPFI_19523, AMPFI_12981, AMPFI_25399, AMPFI_17882	CAEEL07835
OG0006870	AMPFI_05126	CAEEL08613
OG0006875	AMPFI_24435, AMPFI_14505	CAEEL10848
OG0006876	AMPFI_08220	CAEEL04447
OG0006878	AMPFI_10223	CAEEL06314
