Orthogroup	STRPU_ok	HUMAN
OG0002828	STRPU_03094	HUMAN05585
OG0002829	STRPU_02137, STRPU_09175	HUMAN25974
OG0002830	STRPU_21809, STRPU_21810	HUMAN08623, HUMAN25064, HUMAN15889
OG0002831	STRPU_11759	HUMAN27006
OG0002832	STRPU_07633	HUMAN27816, HUMAN27817, HUMAN27815
OG0002833	STRPU_08236	HUMAN10332
OG0002834	STRPU_10581, STRPU_10576, STRPU_10585	HUMAN01804, HUMAN23676, HUMAN23675
OG0002835	STRPU_24399	HUMAN00763, HUMAN25369
OG0002836	STRPU_11034, STRPU_00372	HUMAN00315, HUMAN18388, HUMAN00314
OG0002837	STRPU_05330	HUMAN07500, HUMAN22403
OG0002838	STRPU_04914, STRPU_04557, STRPU_11393	HUMAN27777, HUMAN27775, HUMAN27776, HUMAN27773
OG0002839	STRPU_25051	HUMAN20812
OG0002840	STRPU_25341	HUMAN15229, HUMAN28337
OG0002841	STRPU_23168, STRPU_22818, STRPU_01977	HUMAN26964
OG0002842	STRPU_18957, STRPU_18970	HUMAN27767, HUMAN27768
OG0002843	STRPU_03092	HUMAN07115, HUMAN07114
OG0002844	STRPU_22625	HUMAN20871
OG0002845	STRPU_00988, STRPU_23454	HUMAN09735
OG0002846	STRPU_05895	HUMAN22857
OG0002849	STRPU_23108, STRPU_23096	HUMAN09535, HUMAN01645
OG0002850	STRPU_00386, STRPU_11047	HUMAN21706, HUMAN00050, HUMAN00051
OG0002851	STRPU_17907	HUMAN19430, HUMAN25764
OG0002853	STRPU_26926	HUMAN23247, HUMAN23248, HUMAN14359
OG0002854	STRPU_20356	HUMAN02130
OG0002855	STRPU_17098, STRPU_17094	HUMAN05441
OG0002856	STRPU_27018	HUMAN15088, HUMAN01744, HUMAN01745
OG0002858	STRPU_25912	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174
OG0002859	STRPU_08061	HUMAN27799, HUMAN27798, HUMAN27796, HUMAN27797
OG0002860	STRPU_08076, STRPU_08077	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175
OG0002861	STRPU_12452	HUMAN04368, HUMAN04367
OG0002862	STRPU_17983	HUMAN05203, HUMAN25316
OG0002863	STRPU_19342	HUMAN23260, HUMAN23259, HUMAN23258
OG0002864	STRPU_23792, STRPU_23790	HUMAN14276, HUMAN12823, HUMAN09490
OG0002865	STRPU_25424	HUMAN28403
OG0002866	STRPU_11829	HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626
OG0002868	STRPU_18427, STRPU_18466	HUMAN00784, HUMAN23304
OG0002869	STRPU_10919, STRPU_10920	HUMAN21791, HUMAN00096
OG0002870	STRPU_16894	HUMAN25356
OG0002871	STRPU_12832	HUMAN04354
OG0002872	STRPU_25418	HUMAN28405, HUMAN28404
OG0002873	STRPU_08691, STRPU_08690	HUMAN10502
OG0002874	STRPU_22380	HUMAN20545, HUMAN06940
OG0002875	STRPU_21831	HUMAN02510
OG0002876	STRPU_15672, STRPU_15655	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758
OG0002877	STRPU_27251	HUMAN14970
OG0002878	STRPU_25517, STRPU_25518	HUMAN11292
OG0002879	STRPU_18050	HUMAN21345, HUMAN00643
OG0002880	STRPU_00592, STRPU_07561	HUMAN25485
OG0002882	STRPU_14630, STRPU_14612, STRPU_15532	HUMAN07153
OG0002883	STRPU_24957	HUMAN03204
OG0002884	STRPU_24464	HUMAN25023, HUMAN20289
OG0002887	STRPU_00454, STRPU_19036	HUMAN28482
OG0002888	STRPU_08989	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024
OG0002889	STRPU_22675	HUMAN30528, HUMAN07038
OG0002890	STRPU_25509	HUMAN24548, HUMAN24546, HUMAN24549, HUMAN24547
OG0002891	STRPU_18851	HUMAN14847, HUMAN14848, HUMAN25521
OG0002892	STRPU_19576	HUMAN14882, HUMAN14883, HUMAN01495, HUMAN29426
OG0002893	STRPU_06956, STRPU_06938	HUMAN07626
OG0002894	STRPU_21472	HUMAN18791, HUMAN08388, HUMAN18790
OG0002895	STRPU_26434	HUMAN05785, HUMAN02351
OG0002896	STRPU_06711	HUMAN17455, HUMAN21544
OG0002897	STRPU_23652, STRPU_23677	HUMAN17714
OG0002898	STRPU_20982, STRPU_21604, STRPU_21600	HUMAN23051, HUMAN23050, HUMAN23049
OG0002899	STRPU_10901	HUMAN05885, HUMAN21832
OG0002900	STRPU_27158	HUMAN10029, HUMAN01530
OG0002901	STRPU_17220	HUMAN25701, HUMAN25704, HUMAN25703
OG0002902	STRPU_02085, STRPU_09116	HUMAN10680, HUMAN10681
OG0002902	STRPU_07082	HUMAN10682
OG0002904	STRPU_23554, STRPU_23550	HUMAN23670
OG0002905	STRPU_10819	HUMAN00008, HUMAN21782, HUMAN00007
OG0002906	STRPU_25699, STRPU_25717, STRPU_25719	HUMAN11397
OG0002907	STRPU_27080	HUMAN23627, HUMAN10077
OG0002909	STRPU_22399	HUMAN20938, HUMAN26836, HUMAN26837
OG0002910	STRPU_12097, STRPU_00039, STRPU_12098	HUMAN06997
OG0002911	STRPU_09561	HUMAN03713, HUMAN03712, HUMAN27704
OG0002912	STRPU_24675	HUMAN15219
OG0002913	STRPU_13354	HUMAN02967, HUMAN02966, HUMAN30354
OG0002915	STRPU_25487	HUMAN11256, HUMAN11257, HUMAN24540
OG0002916	STRPU_19092	HUMAN14289, HUMAN23418
OG0002917	STRPU_06220, STRPU_06199	HUMAN18334
OG0002919	STRPU_26361	HUMAN01747, HUMAN10056, HUMAN10057, HUMAN15052
OG0002921	STRPU_14716	HUMAN10838, HUMAN10837
OG0002922	STRPU_09603	HUMAN03714, HUMAN27706, HUMAN27705
OG0002923	STRPU_25958, STRPU_00219	HUMAN11494, HUMAN28009, HUMAN18863, HUMAN18862
OG0002924	STRPU_23427, STRPU_01010	HUMAN09680, HUMAN13938, HUMAN09681
OG0002925	STRPU_25066	HUMAN28134
OG0002926	STRPU_26962	HUMAN23488, HUMAN15077
OG0002927	STRPU_24156	HUMAN28958, HUMAN28957
OG0002944	STRPU_24181	HUMAN25196, HUMAN22813, HUMAN27905
OG0002945	STRPU_09100, STRPU_02071	HUMAN13182
OG0002947	STRPU_01950, STRPU_22791, STRPU_22790, STRPU_01949	HUMAN24582
OG0002948	STRPU_10465, STRPU_10463, STRPU_10464, STRPU_10466, STRPU_10462	HUMAN00328, HUMAN11994, HUMAN11995
OG0002949	STRPU_09008	HUMAN16285, HUMAN16286
OG0002950	STRPU_01410, STRPU_08755	HUMAN12148, HUMAN12147
OG0002952	STRPU_05886	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129
OG0002953	STRPU_01982, STRPU_22822	HUMAN20502, HUMAN20503
OG0002954	STRPU_12371	HUMAN04343
OG0002955	STRPU_21881	HUMAN08814
OG0002956	STRPU_26736	HUMAN14225, HUMAN13975, HUMAN13973
OG0002957	STRPU_06043	HUMAN07640, HUMAN07639
OG0002959	STRPU_21480	HUMAN02575, HUMAN08717
OG0002960	STRPU_19700, STRPU_19616	HUMAN24799, HUMAN24800, HUMAN24798
OG0002961	STRPU_24844	HUMAN08642, HUMAN08644, HUMAN08643, HUMAN08641
OG0002962	STRPU_08505	HUMAN10441
OG0002964	STRPU_08258	HUMAN12170, HUMAN12171, HUMAN13401
OG0002965	STRPU_04332, STRPU_04305	HUMAN03579
OG0002966	STRPU_20155	HUMAN29424, HUMAN29425, HUMAN02172
OG0002967	STRPU_03989, STRPU_03996	HUMAN05610
OG0002968	STRPU_19889, STRPU_19862	HUMAN24820
OG0002968	STRPU_17604	HUMAN00733
OG0002969	STRPU_13535	HUMAN12532
OG0002971	STRPU_07433	HUMAN28136, HUMAN18579, HUMAN00748, HUMAN25555
OG0002973	STRPU_23244	HUMAN20383, HUMAN21067
OG0002974	STRPU_26267, STRPU_26293	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022
OG0002976	STRPU_27347	HUMAN23538
OG0002977	STRPU_15051	HUMAN12250
OG0002978	STRPU_21839	HUMAN04799, HUMAN18676, HUMAN08410
OG0002979	STRPU_17973	HUMAN25790
OG0002981	STRPU_26025	HUMAN02146
OG0002982	STRPU_17079	HUMAN03720, HUMAN03721
OG0002983	STRPU_17106, STRPU_17121	HUMAN25834, HUMAN02094
OG0002984	STRPU_09124, STRPU_02096	HUMAN16272
OG0002985	STRPU_04999	HUMAN10424
OG0002986	STRPU_22413	HUMAN01423, HUMAN26871
OG0002987	STRPU_10336	HUMAN26273, HUMAN24326
OG0002988	STRPU_13938	HUMAN19631, HUMAN19632, HUMAN19630
OG0002989	STRPU_22387	HUMAN21053
OG0002990	STRPU_09780	HUMAN03798, HUMAN22156, HUMAN24023
OG0002991	STRPU_04324, STRPU_04294	HUMAN03582
OG0002992	STRPU_22805, STRPU_01964	HUMAN27320, HUMAN06343, HUMAN06339
OG0002994	STRPU_25932	HUMAN24550
OG0002996	STRPU_22653	HUMAN28890
OG0002997	STRPU_19304, STRPU_01837	HUMAN00852
OG0002998	STRPU_06160	HUMAN07028, HUMAN07029, HUMAN21010
OG0003002	STRPU_13545	HUMAN18280, HUMAN18279
OG0003003	STRPU_08037	HUMAN00511, HUMAN25192
OG0003005	STRPU_21610	HUMAN25078
OG0003006	STRPU_02186, STRPU_09223	HUMAN10234, HUMAN10235
OG0003007	STRPU_18848	HUMAN28566, HUMAN28563, HUMAN28565, HUMAN00984, HUMAN14640
OG0003008	STRPU_20043, STRPU_20044	HUMAN02043, HUMAN02044
OG0003009	STRPU_03103	HUMAN01904, HUMAN01903, HUMAN15651
OG0003010	STRPU_02659, STRPU_25901	HUMAN03814
OG0003010	STRPU_02660	HUMAN03815
OG0003011	STRPU_04936	HUMAN27032, HUMAN10458
OG0003012	STRPU_22688	HUMAN21461
OG0003013	STRPU_13639, STRPU_02425	HUMAN17977
OG0003014	STRPU_24788	HUMAN27437
OG0003016	STRPU_05410	HUMAN22316, HUMAN05184
OG0003017	STRPU_12917	HUMAN14074
OG0003018	STRPU_05028	HUMAN03994
OG0003021	STRPU_10596	HUMAN11904, HUMAN11905
OG0003022	STRPU_06578, STRPU_06521	HUMAN21669, HUMAN30014
OG0003023	STRPU_15003, STRPU_15005	HUMAN20012
OG0003025	STRPU_07785	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190
OG0003026	STRPU_19625, STRPU_19624, STRPU_19690, STRPU_19689, STRPU_19626	HUMAN13454
OG0003027	STRPU_24061	HUMAN12410, HUMAN10065
OG0003028	STRPU_07523	HUMAN00807, HUMAN00806, HUMAN00805
OG0003029	STRPU_26298, STRPU_26272	HUMAN14110
OG0003030	STRPU_16810	HUMAN01274, HUMAN01273, HUMAN14654
OG0003031	STRPU_25010	HUMAN12704, HUMAN27203
OG0003032	STRPU_09936	HUMAN22162, HUMAN24026, HUMAN03796
OG0003033	STRPU_18122	HUMAN21249, HUMAN21248
OG0003034	STRPU_05717, STRPU_05724	HUMAN22892, HUMAN05432
OG0003035	STRPU_23425, STRPU_01012	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573
OG0003036	STRPU_20310	HUMAN01346
OG0003037	STRPU_10149, STRPU_10086	HUMAN07328
OG0003038	STRPU_03176, STRPU_00268	HUMAN19517, HUMAN15534
OG0003041	STRPU_24063	HUMAN28108
OG0003043	STRPU_04974	HUMAN11992
OG0003044	STRPU_02536, STRPU_15154	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834
OG0003045	STRPU_02416, STRPU_13648	HUMAN26142
OG0003046	STRPU_24271, STRPU_24903	HUMAN11214, HUMAN23145
OG0003048	STRPU_25876	HUMAN14031, HUMAN14032
OG0003049	STRPU_18711	HUMAN28913, HUMAN01126
OG0003051	STRPU_09302, STRPU_05961	HUMAN18305, HUMAN18306, HUMAN07678
OG0003052	STRPU_15287, STRPU_09987, STRPU_09966	HUMAN03629, HUMAN03628
OG0003053	STRPU_19330	HUMAN29024, HUMAN29025
OG0003054	STRPU_06124	HUMAN07888, HUMAN07887
OG0003055	STRPU_00401, STRPU_19285	HUMAN14798
OG0003057	STRPU_17293	HUMAN05372, HUMAN05370
OG0003058	STRPU_24724	HUMAN25573, HUMAN13691, HUMAN18992
OG0003059	STRPU_21505	HUMAN17041
OG0003060	STRPU_18962, STRPU_18976	HUMAN14856, HUMAN01188, HUMAN14329, HUMAN14857
OG0003061	STRPU_21307	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886
OG0003062	STRPU_25347	HUMAN13816, HUMAN13815, HUMAN13812, HUMAN13813, HUMAN13814, HUMAN13811, HUMAN19243, HUMAN19244, HUMAN20731
OG0003063	STRPU_23254	HUMAN07039
OG0003064	STRPU_22511	HUMAN14490
OG0003065	STRPU_01676, STRPU_02689	HUMAN15663, HUMAN15662
OG0003066	STRPU_01624, STRPU_11963	HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057
OG0003067	STRPU_09682	HUMAN27679
OG0003069	STRPU_00921, STRPU_08896	HUMAN01858
OG0003071	STRPU_05785	HUMAN17216
OG0003072	STRPU_23989	HUMAN01387, HUMAN26957
OG0003073	STRPU_14167	HUMAN13091
OG0003074	STRPU_25415	HUMAN19155, HUMAN13753
OG0003075	STRPU_04945	HUMAN07516
OG0003077	STRPU_08797	HUMAN10152, HUMAN13195
OG0003078	STRPU_20765	HUMAN08671, HUMAN08670, HUMAN16981, HUMAN16979, HUMAN16980, HUMAN16977, HUMAN16982, HUMAN08669
OG0003079	STRPU_26570	HUMAN28617, HUMAN14136
OG0003084	STRPU_05898, STRPU_27410, STRPU_27412, STRPU_27413, STRPU_27411, STRPU_27414, STRPU_26950, STRPU_05897	HUMAN07477, HUMAN29981
OG0003101	STRPU_24565	HUMAN00608, HUMAN27861, HUMAN19271
OG0003103	STRPU_08503	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562
OG0003104	STRPU_16886	HUMAN29466, HUMAN29467, HUMAN02051
OG0003105	STRPU_27399	HUMAN29008
OG0003106	STRPU_26456	HUMAN09821
OG0003107	STRPU_25358	HUMAN11467, HUMAN11466
OG0003108	STRPU_12185	HUMAN06800
OG0003109	STRPU_08990	HUMAN13399, HUMAN13398
OG0003110	STRPU_06774, STRPU_06764	HUMAN28424
OG0003111	STRPU_19102, STRPU_25827	HUMAN14710
OG0003113	STRPU_07108	HUMAN16708
OG0003114	STRPU_20444	HUMAN04985, HUMAN04984
OG0003115	STRPU_26735	HUMAN09937, HUMAN13967, HUMAN01842
OG0003118	STRPU_23100	HUMAN06305, HUMAN17674, HUMAN17675
OG0003120	STRPU_04182	HUMAN03127
OG0003121	STRPU_26433	HUMAN09673, HUMAN14356, HUMAN26950
OG0003122	STRPU_20719	HUMAN08549
OG0003123	STRPU_25862, STRPU_25863	HUMAN20628, HUMAN11101, HUMAN11102
OG0003124	STRPU_15080	HUMAN07397
OG0003125	STRPU_02899	HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968
OG0003127	STRPU_20645	HUMAN08591, HUMAN08592
OG0003128	STRPU_14558	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013
OG0003130	STRPU_14819	HUMAN13117
OG0003131	STRPU_15359	HUMAN07183
OG0003132	STRPU_24874	HUMAN28059
OG0003133	STRPU_00227, STRPU_25968	HUMAN11357
OG0003135	STRPU_20819	HUMAN15787
OG0003136	STRPU_20970	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835
OG0003137	STRPU_26289, STRPU_26313, STRPU_26314, STRPU_26290	HUMAN15220, HUMAN15221, HUMAN15222
OG0003138	STRPU_11161	HUMAN18543
OG0003140	STRPU_27000	HUMAN23718, HUMAN09636, HUMAN09635
OG0003141	STRPU_11150	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937
OG0003142	STRPU_26955	HUMAN23584, HUMAN23583, HUMAN01534
OG0003144	STRPU_17154	HUMAN19445
OG0003145	STRPU_19761	HUMAN01270
OG0003146	STRPU_24899	HUMAN28091, HUMAN16761
OG0003147	STRPU_09368	HUMAN17255
OG0003148	STRPU_21583	HUMAN16838, HUMAN05694, HUMAN05693
OG0003149	STRPU_27156, STRPU_27155, STRPU_27224, STRPU_27225	HUMAN01810
OG0003150	STRPU_06198, STRPU_06219	HUMAN07681, HUMAN30374, HUMAN07680
OG0003151	STRPU_25230	HUMAN08206
OG0003152	STRPU_09091, STRPU_02064	HUMAN12025, HUMAN12215, HUMAN12216
OG0003153	STRPU_25878	HUMAN19216, HUMAN19215
OG0003154	STRPU_18558	HUMAN01026
OG0003156	STRPU_17108, STRPU_17123	HUMAN19466
OG0003157	STRPU_05197	HUMAN05273, HUMAN05272
OG0003158	STRPU_24600	HUMAN18128, HUMAN03028
OG0003158	STRPU_24607	HUMAN18129
OG0003159	STRPU_04177	HUMAN27504, HUMAN03044
OG0003160	STRPU_10206	HUMAN03497
OG0003161	STRPU_20589	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532
OG0003162	STRPU_10286	HUMAN08502, HUMAN18293
OG0003163	STRPU_26676	HUMAN09879, HUMAN14441
OG0003164	STRPU_05342	HUMAN30072, HUMAN27461
OG0003165	STRPU_06042	HUMAN25662, HUMAN00646, HUMAN00647
OG0003166	STRPU_06374	HUMAN07796, HUMAN07794, HUMAN07795
OG0003167	STRPU_14469, STRPU_14473	HUMAN10863, HUMAN13086
OG0003168	STRPU_00314, STRPU_08598	HUMAN12150, HUMAN12151, HUMAN20202, HUMAN12152
OG0003169	STRPU_18714	HUMAN17978
OG0003171	STRPU_20111, STRPU_20089	HUMAN02114
OG0003172	STRPU_13537	HUMAN01490
OG0003173	STRPU_14274, STRPU_14290	HUMAN05016, HUMAN07347
OG0003174	STRPU_05745	HUMAN23922, HUMAN23921
OG0003175	STRPU_24658	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591
OG0003176	STRPU_25686, STRPU_25705	HUMAN11334
OG0003177	STRPU_09383, STRPU_01573	HUMAN22137
OG0003178	STRPU_21387	HUMAN15504, HUMAN08420, HUMAN08421
OG0003179	STRPU_04747	HUMAN22541
OG0003181	STRPU_08188	HUMAN12376
OG0003182	STRPU_25667	HUMAN08117, HUMAN08118
OG0003183	STRPU_23390	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584
OG0003185	STRPU_11828	HUMAN04154, HUMAN06198
OG0003187	STRPU_18755	HUMAN14927
OG0003188	STRPU_27340	HUMAN09855, HUMAN23332
OG0003189	STRPU_17091	HUMAN19512, HUMAN19511
OG0003190	STRPU_22540, STRPU_14018, STRPU_13852	HUMAN23026
OG0003191	STRPU_02638, STRPU_24024	HUMAN06605
OG0003192	STRPU_24110, STRPU_24115	HUMAN18075
OG0003193	STRPU_06138	HUMAN07624
OG0003195	STRPU_08798	HUMAN13197, HUMAN13198
OG0003196	STRPU_25955, STRPU_00216, STRPU_09693, STRPU_09736	HUMAN10463, HUMAN10462
OG0003197	STRPU_06595	HUMAN17605, HUMAN17604
OG0003199	STRPU_22302	HUMAN30572
OG0003200	STRPU_07570	HUMAN27357
OG0003202	STRPU_04422	HUMAN05056, HUMAN05057, HUMAN22610
OG0003203	STRPU_22174, STRPU_22167	HUMAN20643, HUMAN12521
OG0003204	STRPU_05884	HUMAN13014
OG0003205	STRPU_26398	HUMAN14145, HUMAN23338
OG0003206	STRPU_05811	HUMAN10329, HUMAN10330
OG0003207	STRPU_23438, STRPU_00999	HUMAN20855, HUMAN26777
OG0003210	STRPU_20307	HUMAN29324, HUMAN02072
OG0003211	STRPU_23623	HUMAN20350, HUMAN20349
OG0003212	STRPU_23992	HUMAN24989, HUMAN20352, HUMAN20354
OG0003213	STRPU_27409	HUMAN14321, HUMAN14319, HUMAN14322
OG0003214	STRPU_02469, STRPU_13596	HUMAN06365, HUMAN17740
OG0003215	STRPU_21290	HUMAN02681, HUMAN08405
OG0003216	STRPU_02088, STRPU_09119, STRPU_08679	HUMAN13617
OG0003217	STRPU_18366	HUMAN14937, HUMAN29000
OG0003218	STRPU_05952	HUMAN30583
OG0003219	STRPU_05483	HUMAN22950, HUMAN22949
OG0003220	STRPU_17156	HUMAN29636, HUMAN00810
OG0003221	STRPU_24811	HUMAN24556, HUMAN00790
OG0003222	STRPU_25242	HUMAN08168, HUMAN11392, HUMAN27932
OG0003223	STRPU_08794	HUMAN19114
OG0003224	STRPU_22186	HUMAN17997, HUMAN06652
OG0003225	STRPU_03637, STRPU_03655	HUMAN05599
OG0003226	STRPU_01640, STRPU_11976	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466
OG0003227	STRPU_09523	HUMAN10018
OG0003228	STRPU_21707, STRPU_21643	HUMAN08956
OG0003229	STRPU_00535, STRPU_15976	HUMAN03467, HUMAN07147
OG0003230	STRPU_09762, STRPU_09718	HUMAN03745
OG0003231	STRPU_07607	HUMAN19297, HUMAN19298
OG0003232	STRPU_21304, STRPU_21303	HUMAN25067, HUMAN04720
OG0003233	STRPU_15780, STRPU_15778, STRPU_03423	HUMAN22608
OG0003234	STRPU_08533	HUMAN23993
OG0003235	STRPU_22687	HUMAN30554, HUMAN30553, HUMAN30552
OG0003236	STRPU_22602	HUMAN13936, HUMAN13328, HUMAN13329, HUMAN13327, HUMAN13937
OG0003237	STRPU_08190	HUMAN21613, HUMAN26700, HUMAN21612
OG0003238	STRPU_01914, STRPU_22758	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443
OG0003240	STRPU_22517	HUMAN09441, HUMAN09440
OG0003250	STRPU_07632	HUMAN26282, HUMAN18827, HUMAN18826
OG0003251	STRPU_26207	HUMAN23183, HUMAN11019
OG0003252	STRPU_20878	HUMAN08538, HUMAN08539
OG0003253	STRPU_26823	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814
OG0003254	STRPU_21153	HUMAN04752
OG0003255	STRPU_22937	HUMAN28201, HUMAN28200, HUMAN28203
OG0003257	STRPU_20833, STRPU_20870	HUMAN09015
OG0003258	STRPU_11232, STRPU_11270	HUMAN18355, HUMAN18354
OG0003259	STRPU_04547	HUMAN17219
OG0003260	STRPU_18760	HUMAN17383, HUMAN28859
OG0003261	STRPU_24777	HUMAN18317
OG0003262	STRPU_14217	HUMAN13063, HUMAN19967
OG0003263	STRPU_08829	HUMAN15937, HUMAN15936
OG0003264	STRPU_07699, STRPU_07685	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197
OG0003265	STRPU_23170	HUMAN21031, HUMAN02854
OG0003266	STRPU_03311	HUMAN19360, HUMAN05507, HUMAN05506
OG0003267	STRPU_04175	HUMAN03394
OG0003268	STRPU_26201	HUMAN28145
OG0003269	STRPU_08663	HUMAN10676, HUMAN10677
OG0003270	STRPU_23005, STRPU_00880	HUMAN06226
OG0003272	STRPU_05318	HUMAN30233, HUMAN22920
OG0003273	STRPU_21049	HUMAN04928
OG0003275	STRPU_25632	HUMAN28409, HUMAN18996
OG0003276	STRPU_20467	HUMAN04947, HUMAN25137, HUMAN25136
OG0003277	STRPU_22845	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861
OG0003278	STRPU_20470	HUMAN02507
OG0003279	STRPU_05246	HUMAN23996, HUMAN22367, HUMAN22366
OG0003280	STRPU_03524, STRPU_03588	HUMAN15335
OG0003282	STRPU_09679	HUMAN23854, HUMAN23855, HUMAN23856
OG0003283	STRPU_23176	HUMAN26779
OG0003284	STRPU_24634	HUMAN18141
OG0003286	STRPU_08482	HUMAN26600, HUMAN26601
OG0003287	STRPU_16133, STRPU_16118	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672
OG0003288	STRPU_05660	HUMAN30308
OG0003289	STRPU_25492	HUMAN14064, HUMAN10999
OG0003290	STRPU_19995	HUMAN01175
OG0003291	STRPU_14374	HUMAN12326
OG0003293	STRPU_22259	HUMAN06629
OG0003294	STRPU_05613, STRPU_05555	HUMAN22430
OG0003295	STRPU_10117, STRPU_10043, STRPU_00141	HUMAN03174
OG0003296	STRPU_00434, STRPU_14195	HUMAN07526, HUMAN19789
OG0003297	STRPU_08868, STRPU_00953	HUMAN12990, HUMAN12991
OG0003298	STRPU_05740	HUMAN18763, HUMAN30220
OG0003301	STRPU_16244, STRPU_16205	HUMAN05757, HUMAN03223
OG0003302	STRPU_04486	HUMAN24407, HUMAN24404, HUMAN24408, HUMAN24406, HUMAN24405
OG0003304	STRPU_02452	HUMAN26514, HUMAN12786
OG0003306	STRPU_23936, STRPU_23962	HUMAN21480
OG0003307	STRPU_04904	HUMAN22643, HUMAN24109
OG0003311	STRPU_24433	HUMAN30093, HUMAN29682
OG0003313	STRPU_16509, STRPU_16508, STRPU_16510, STRPU_07431, STRPU_12609, STRPU_07430, STRPU_07429, STRPU_07428	HUMAN08162
OG0003314	STRPU_05142, STRPU_05067	HUMAN17421, HUMAN22423, HUMAN17422
OG0003315	STRPU_24567	HUMAN28080
OG0003316	STRPU_00352, STRPU_11013	HUMAN17611
OG0003317	STRPU_09007	HUMAN13511
OG0003318	STRPU_23527	HUMAN20325, HUMAN29926
OG0003319	STRPU_07210	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791
OG0003320	STRPU_09402, STRPU_01555	HUMAN27571, HUMAN27570
OG0003321	STRPU_25433	HUMAN18919
OG0003323	STRPU_09684, STRPU_09685	HUMAN29496, HUMAN29498, HUMAN29495
OG0003324	STRPU_08869, STRPU_00952	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785
OG0003325	STRPU_04053	HUMAN03339
OG0003326	STRPU_09393, STRPU_01566	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623
OG0003327	STRPU_19769, STRPU_00800	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278
OG0003329	STRPU_27327, STRPU_27328	HUMAN23501
OG0003330	STRPU_27339	HUMAN09858, HUMAN09857, HUMAN09856
OG0003331	STRPU_15371	HUMAN13106, HUMAN11828
OG0003332	STRPU_07786	HUMAN00604
OG0003333	STRPU_01214, STRPU_12086	HUMAN20311, HUMAN20312
OG0003335	STRPU_20823	HUMAN09257
OG0003336	STRPU_20291	HUMAN02064, HUMAN29174
OG0003337	STRPU_11218, STRPU_11255	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060
OG0003340	STRPU_24554	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467
OG0003341	STRPU_21771	HUMAN17043
OG0003343	STRPU_15384	HUMAN12267
OG0003344	STRPU_07542, STRPU_00574	HUMAN16583
OG0003347	STRPU_01607, STRPU_13589	HUMAN17887
OG0003348	STRPU_24382	HUMAN02924, HUMAN17738
OG0003349	STRPU_04798, STRPU_04805	HUMAN22753, HUMAN03238
OG0003350	STRPU_06152	HUMAN18346, HUMAN30083, HUMAN07649
OG0003351	STRPU_00711, STRPU_22727	HUMAN26798
OG0003351	STRPU_21720, STRPU_21655	HUMAN21338
OG0003352	STRPU_23063, STRPU_00649	HUMAN18052, HUMAN26022
OG0003353	STRPU_23410, STRPU_01027	HUMAN26966, HUMAN26965
OG0003354	STRPU_22433	HUMAN12576, HUMAN12575, HUMAN12574
OG0003355	STRPU_04134	HUMAN03083, HUMAN22632, HUMAN03097
OG0003356	STRPU_08703, STRPU_01469	HUMAN10721, HUMAN13177
OG0003358	STRPU_01921, STRPU_22765	HUMAN20527
OG0003359	STRPU_12338	HUMAN02577
OG0003360	STRPU_12153, STRPU_12119	HUMAN08804
OG0003361	STRPU_21285	HUMAN09313, HUMAN10724
OG0003362	STRPU_05653	HUMAN07540, HUMAN07541, HUMAN07539
