Orthogroup	STRPU_ok	YEAST
OG0006001	STRPU_11854	YEAST02335
OG0006003	STRPU_18482, STRPU_18440	YEAST05889
OG0006005	STRPU_05718, STRPU_05711	YEAST05024
OG0006011	STRPU_14553	YEAST02553
OG0006059	STRPU_25899	YEAST03490
OG0006063	STRPU_04770	YEAST00475
OG0006064	STRPU_04263, STRPU_04227	YEAST03138
OG0006065	STRPU_27214	YEAST06018
OG0006069	STRPU_08343	YEAST00670
OG0006071	STRPU_01540, STRPU_09419	YEAST02732
OG0006072	STRPU_26992	YEAST03317
OG0006073	STRPU_21503, STRPU_21493	YEAST06328
OG0006074	STRPU_20544	YEAST00045
OG0006079	STRPU_26784, STRPU_26778	YEAST05794
OG0006084	STRPU_15313	YEAST02308
OG0006087	STRPU_25843	YEAST02260
OG0006090	STRPU_20596	YEAST03852
OG0006095	STRPU_19701, STRPU_19615	YEAST03334
OG0006096	STRPU_15273	YEAST03331
OG0006098	STRPU_26067	YEAST06192
OG0006103	STRPU_17544	YEAST01110
OG0006104	STRPU_09062	YEAST03697
OG0006106	STRPU_18581, STRPU_18628	YEAST00295
OG0006113	STRPU_26203	YEAST06164
OG0006114	STRPU_10300	YEAST05960
OG0006115	STRPU_17330, STRPU_17321	YEAST01346
OG0006116	STRPU_21121	YEAST05770
OG0006117	STRPU_09000	YEAST05899
OG0006122	STRPU_09227, STRPU_02191	YEAST05199
OG0006127	STRPU_25576	YEAST04711
OG0006134	STRPU_26266	YEAST00416
OG0006135	STRPU_10423	YEAST00161
OG0006136	STRPU_24568	YEAST05740
OG0006140	STRPU_11468	YEAST05182
OG0006141	STRPU_27062	YEAST02626
OG0006144	STRPU_21054	YEAST04770
OG0006145	STRPU_11062	YEAST01394
OG0006147	STRPU_23340	YEAST05179
OG0006149	STRPU_21724, STRPU_21659	YEAST05979
OG0006152	STRPU_07362	YEAST03796
OG0006155	STRPU_22606	YEAST04800
OG0006156	STRPU_06250	YEAST00437
OG0006157	STRPU_05938, STRPU_06887	YEAST02465
OG0006159	STRPU_23270	YEAST06098
OG0006160	STRPU_22733	YEAST01548
OG0006161	STRPU_22151	YEAST04301
OG0006168	STRPU_19350	YEAST01411
OG0006169	STRPU_05382	YEAST02933
OG0006176	STRPU_15757	YEAST03164
OG0006177	STRPU_16507	YEAST01871, YEAST01295
OG0006180	STRPU_25318	YEAST00504
OG0006181	STRPU_21607	YEAST02419
OG0006185	STRPU_07916, STRPU_07945	YEAST05986
OG0006186	STRPU_17796	YEAST01010
OG0006188	STRPU_18817	YEAST05311
OG0006189	STRPU_08831, STRPU_08835	YEAST00844, YEAST06269
OG0006191	STRPU_27211, STRPU_27195	YEAST02336
OG0006192	STRPU_13558	YEAST06153
OG0006196	STRPU_06766	YEAST03954
OG0006199	STRPU_18385	YEAST06121
OG0006200	STRPU_04371	YEAST05079
OG0006202	STRPU_26076	YEAST00362
OG0006204	STRPU_14341	YEAST02271
OG0006209	STRPU_27174, STRPU_04024	YEAST04555
OG0006210	STRPU_25590	YEAST00201
OG0006213	STRPU_24169	YEAST03554
OG0006214	STRPU_01311, STRPU_11636	YEAST04089
OG0006216	STRPU_08291	YEAST01089
OG0006217	STRPU_00330, STRPU_10993	YEAST00809
OG0006224	STRPU_10868	YEAST02751, YEAST03048
OG0006225	STRPU_20911, STRPU_20910	YEAST04875
OG0006227	STRPU_09462	YEAST00128
OG0006229	STRPU_05866	YEAST00143
OG0006230	STRPU_23107, STRPU_23110	YEAST03869
OG0006233	STRPU_13467	YEAST04247
OG0006237	STRPU_10564	YEAST02126
OG0006240	STRPU_19611, STRPU_19704	YEAST04649
OG0006245	STRPU_13947	YEAST05732
OG0006247	STRPU_27023	YEAST04977
OG0006249	STRPU_06207, STRPU_06179	YEAST00821
OG0006250	STRPU_10406	YEAST05424
OG0006251	STRPU_14982, STRPU_14951	YEAST04963
OG0006255	STRPU_09306	YEAST03350
OG0006258	STRPU_22243	YEAST05637
OG0006259	STRPU_24286	YEAST05672
OG0006260	STRPU_23807, STRPU_23840	YEAST04100
OG0006263	STRPU_26005	YEAST02521
OG0006269	STRPU_23532	YEAST03069
OG0006271	STRPU_18098, STRPU_01786	YEAST00375
OG0006275	STRPU_12142, STRPU_12107	YEAST06102
OG0006277	STRPU_14370	YEAST02811
OG0006279	STRPU_16950, STRPU_02016	YEAST04402
OG0006280	STRPU_20964	YEAST04541
OG0006281	STRPU_11014, STRPU_00353	YEAST04979
OG0006282	STRPU_01932, STRPU_22773	YEAST01445
OG0006283	STRPU_22252	YEAST00229
OG0006284	STRPU_21728, STRPU_21666	YEAST04213
OG0006288	STRPU_14900	YEAST02860
OG0006289	STRPU_22296	YEAST06209
OG0006293	STRPU_14168	YEAST05380
OG0006294	STRPU_21748, STRPU_21683	YEAST04000
OG0006295	STRPU_14216	YEAST05360
OG0006302	STRPU_27009	YEAST01852
OG0006306	STRPU_15639	YEAST00230
OG0006311	STRPU_11654	YEAST01145
OG0006313	STRPU_07370	YEAST02392
OG0006315	STRPU_21474	YEAST00489
OG0006317	STRPU_10725	YEAST02082
OG0006319	STRPU_10938	YEAST01135
OG0006320	STRPU_22674	YEAST04478
OG0006322	STRPU_00885, STRPU_23011	YEAST00815
OG0006329	STRPU_10024	YEAST01245
OG0006332	STRPU_12324, STRPU_10717	YEAST06042
OG0006334	STRPU_19104	YEAST00864
OG0006335	STRPU_23723	YEAST02588
OG0006339	STRPU_15481	YEAST06286
OG0006340	STRPU_04236, STRPU_04198	YEAST00922, YEAST05387
OG0006341	STRPU_18283, STRPU_01173	YEAST01452
OG0006344	STRPU_22520	YEAST01465
OG0006347	STRPU_13365, STRPU_13385	YEAST03436
OG0006349	STRPU_18761, STRPU_18762	YEAST05233
OG0006350	STRPU_08881, STRPU_00940	YEAST00452
OG0006357	STRPU_10912, STRPU_10702	YEAST02650
OG0006360	STRPU_11561	YEAST01556
OG0006362	STRPU_18132	YEAST05722
OG0006370	STRPU_19241	YEAST02350
OG0006372	STRPU_17261	YEAST05423
OG0006375	STRPU_01472, STRPU_08700	YEAST05198
OG0006377	STRPU_26959	YEAST04974
OG0006378	STRPU_09953, STRPU_09976	YEAST01924
OG0006381	STRPU_22693	YEAST01058
OG0006382	STRPU_21384	YEAST03313
OG0006385	STRPU_21175	YEAST04806
OG0006387	STRPU_17511	YEAST05324
OG0006389	STRPU_17172, STRPU_17167	YEAST02409
OG0006390	STRPU_21914	YEAST00339
OG0006392	STRPU_17229	YEAST01246
OG0006395	STRPU_07573	YEAST03605
OG0006396	STRPU_19134	YEAST02453
OG0006398	STRPU_18220, STRPU_01275	YEAST04420, YEAST03553
OG0006407	STRPU_03639, STRPU_03657	YEAST02250
OG0006447	STRPU_19468	YEAST03459
OG0006448	STRPU_13247	YEAST00505, YEAST04285
OG0006449	STRPU_24008	YEAST02458
OG0006456	STRPU_12981	YEAST06224
OG0006459	STRPU_26656	YEAST00972, YEAST00245
OG0006461	STRPU_22710, STRPU_00693	YEAST05346
OG0006462	STRPU_09115, STRPU_02084	YEAST01838
OG0006464	STRPU_06886	YEAST05965
OG0006465	STRPU_21220	YEAST01875
OG0006470	STRPU_09449, STRPU_01513	YEAST01306
OG0006474	STRPU_14515	YEAST03988
OG0006475	STRPU_02451, STRPU_13611	YEAST06223, YEAST00349
OG0006476	STRPU_05356	YEAST00315
OG0006479	STRPU_10820	YEAST05669
OG0006481	STRPU_03450	YEAST06165
OG0006488	STRPU_21848	YEAST02614
OG0006498	STRPU_05287	YEAST02291
OG0006503	STRPU_06604	YEAST06053
OG0006504	STRPU_14410	YEAST02866
OG0006507	STRPU_22570	YEAST02914
OG0006509	STRPU_10367	YEAST02252
OG0006511	STRPU_00229, STRPU_25971	YEAST01899
OG0006512	STRPU_21460	YEAST04169
OG0006514	STRPU_05328	YEAST05820
OG0006515	STRPU_21616	YEAST03195
OG0006516	STRPU_21000	YEAST02248
OG0006520	STRPU_04978	YEAST05914
OG0006523	STRPU_21580	YEAST04170
OG0006528	STRPU_25024	YEAST02276
OG0006532	STRPU_18757	YEAST05019
OG0006533	STRPU_02314, STRPU_18116	YEAST00790
OG0006536	STRPU_09828	YEAST05130
OG0006538	STRPU_25056	YEAST02168
OG0006543	STRPU_24071	YEAST03219
OG0006544	STRPU_25609	YEAST06160
OG0006550	STRPU_23342	YEAST05541
OG0006552	STRPU_26952	YEAST02016
OG0006553	STRPU_08086	YEAST05825
OG0006554	STRPU_14643	YEAST04136
OG0006561	STRPU_20587	YEAST00874
OG0006564	STRPU_14809	YEAST05934
OG0006568	STRPU_08066	YEAST03560
OG0006569	STRPU_21109	YEAST02940
OG0006571	STRPU_26805	YEAST00795
OG0006574	STRPU_26558	YEAST06163
OG0006577	STRPU_19110	YEAST03945
OG0006578	STRPU_09315	YEAST00813
OG0006580	STRPU_24020	YEAST04957
OG0006582	STRPU_27033, STRPU_26817	YEAST04615
OG0006584	STRPU_13851	YEAST01846
OG0006589	STRPU_23251	YEAST04474
OG0006594	STRPU_14656	YEAST00464
OG0006595	STRPU_04349	YEAST05577
OG0006596	STRPU_26147	YEAST03312
OG0006597	STRPU_05370	YEAST01876
OG0006598	STRPU_27035	YEAST02580
OG0006602	STRPU_16001, STRPU_15987	YEAST06259
OG0006603	STRPU_25457	YEAST05721
OG0006604	STRPU_15381	YEAST01597
OG0006607	STRPU_00854, STRPU_14066	YEAST05258
OG0006609	STRPU_02383, STRPU_13693	YEAST04231
OG0006610	STRPU_08550	YEAST04593
OG0006611	STRPU_13531	YEAST02395
OG0006613	STRPU_00899, STRPU_23025	YEAST00490
OG0006615	STRPU_13873, STRPU_13881, STRPU_13874	YEAST02695
OG0006617	STRPU_16066	YEAST01373
OG0006619	STRPU_07564, STRPU_07569, STRPU_00595	YEAST03691
OG0006622	STRPU_06660	YEAST04382
OG0006625	STRPU_00444, STRPU_02374	YEAST05905
OG0006627	STRPU_17425	YEAST01553
OG0006630	STRPU_23183	YEAST05584
OG0006631	STRPU_25117	YEAST01419, YEAST04493
OG0006633	STRPU_07751	YEAST05580
OG0006636	STRPU_02074, STRPU_09103	YEAST06190
OG0006637	STRPU_09068, STRPU_02044	YEAST06011
OG0006651	STRPU_17251	YEAST03308
OG0006655	STRPU_26342	YEAST04609
OG0006658	STRPU_07917, STRPU_07946	YEAST03323
OG0006662	STRPU_03424	YEAST02707
OG0006663	STRPU_14390	YEAST04538
OG0006664	STRPU_20210	YEAST04769
OG0006667	STRPU_23811, STRPU_03706, STRPU_23845	YEAST03011
OG0006668	STRPU_05689	YEAST00040
OG0006669	STRPU_18180	YEAST05379
OG0006678	STRPU_08345	YEAST03428
OG0006681	STRPU_16624	YEAST02774
OG0006688	STRPU_25259	YEAST02298
OG0006690	STRPU_23730	YEAST00986
OG0006691	STRPU_13569, STRPU_01588	YEAST06141
OG0006692	STRPU_24141	YEAST04243
OG0006694	STRPU_17221	YEAST04074
OG0006703	STRPU_07739	YEAST04919
OG0006704	STRPU_14516	YEAST02241
OG0006706	STRPU_19558	YEAST01312
OG0006707	STRPU_00777, STRPU_19793	YEAST04448
OG0006712	STRPU_25296	YEAST01297
OG0006716	STRPU_12323, STRPU_10718	YEAST01688
OG0006717	STRPU_21004	YEAST03273, YEAST00511
OG0006722	STRPU_18749	YEAST05928
OG0006725	STRPU_23338	YEAST05141
OG0006726	STRPU_07687, STRPU_07700	YEAST01310
OG0006728	STRPU_02468, STRPU_13597	YEAST01819
OG0006730	STRPU_11531	YEAST06066
OG0006732	STRPU_22092	YEAST05092
OG0006736	STRPU_26075	YEAST03708, YEAST02845
OG0006738	STRPU_13647	YEAST03786
OG0006741	STRPU_22289	YEAST00908
OG0006752	STRPU_03141	YEAST01605
OG0006753	STRPU_21351	YEAST06210
OG0006754	STRPU_25256	YEAST05223, YEAST00660
OG0006755	STRPU_05751	YEAST03743
OG0006757	STRPU_21092	YEAST02585
OG0006758	STRPU_16693, STRPU_16666	YEAST00132
OG0006766	STRPU_02986, STRPU_06955, STRPU_06937	YEAST01711
OG0006769	STRPU_12966	YEAST04955
OG0006772	STRPU_09775, STRPU_09732	YEAST05602
OG0006775	STRPU_08762, STRPU_01401	YEAST01095
OG0006776	STRPU_02465, STRPU_13600	YEAST02455
OG0006777	STRPU_21177	YEAST05242
OG0006826	STRPU_05449	YEAST03748
OG0006830	STRPU_15278	YEAST02320
OG0006838	STRPU_08275	YEAST01244
OG0006843	STRPU_26234	YEAST03855
OG0006846	STRPU_21562	YEAST04146
OG0006853	STRPU_22284	YEAST03500
OG0006860	STRPU_25395	YEAST03798
OG0006867	STRPU_20626	YEAST03341
OG0006869	STRPU_23709	YEAST01706
OG0006874	STRPU_00070, STRPU_08961	YEAST03449
OG0006876	STRPU_18689	YEAST00384
OG0006880	STRPU_20211	YEAST04631
OG0006881	STRPU_05245	YEAST01049
OG0006887	STRPU_02379, STRPU_13697	YEAST01983
OG0006888	STRPU_24426	YEAST00485
OG0006890	STRPU_10389	YEAST02034
OG0006891	STRPU_02239, STRPU_15565	YEAST00187
OG0006892	STRPU_13969	YEAST04820
OG0006894	STRPU_08715, STRPU_01459	YEAST01360
OG0006897	STRPU_27425	YEAST00856
OG0006901	STRPU_13971	YEAST05480
OG0006906	STRPU_15338	YEAST00746
OG0006918	STRPU_07106	YEAST05610
OG0006924	STRPU_18317, STRPU_01130	YEAST04308
OG0006927	STRPU_16519	YEAST00921
OG0006934	STRPU_06012	YEAST02053
OG0006935	STRPU_01515, STRPU_09444, STRPU_00104	YEAST02014
OG0006936	STRPU_09697, STRPU_09740	YEAST06114
OG0006937	STRPU_12967	YEAST05537
OG0006938	STRPU_22292	YEAST02536
OG0006939	STRPU_07451, STRPU_07443	YEAST01033
OG0006940	STRPU_22437	YEAST05163
OG0006942	STRPU_20945	YEAST00190
OG0006943	STRPU_22648	YEAST02583
OG0006949	STRPU_23783	YEAST00975, YEAST00256
OG0006952	STRPU_26196	YEAST02831
OG0006953	STRPU_13466	YEAST02903, YEAST04751, YEAST05739
OG0006959	STRPU_02959, STRPU_02945	YEAST01865
OG0006964	STRPU_17888	YEAST05995
OG0006966	STRPU_05944	YEAST02544
OG0006967	STRPU_08109, STRPU_08122	YEAST06235
OG0006968	STRPU_10225	YEAST03972
OG0006969	STRPU_10221	YEAST01604
OG0006971	STRPU_14388	YEAST00044
OG0006973	STRPU_17936	YEAST03793
OG0006975	STRPU_17207	YEAST02322
OG0006977	STRPU_22692	YEAST06248
OG0006978	STRPU_26927	YEAST00696
OG0006980	STRPU_11247, STRPU_11286	YEAST02173
OG0006985	STRPU_23875, STRPU_23837	YEAST03215
OG0006989	STRPU_01490, STRPU_13757	YEAST04914
OG0006991	STRPU_07950, STRPU_07959	YEAST05066
OG0006992	STRPU_09753, STRPU_09709	YEAST04657
OG0006994	STRPU_02630, STRPU_24034	YEAST05554
OG0006995	STRPU_25036	YEAST06048
OG0006997	STRPU_13193	YEAST00664
OG0006998	STRPU_14121	YEAST02509
OG0006999	STRPU_14022	YEAST03874
OG0007003	STRPU_26168	YEAST01840
OG0007005	STRPU_14730	YEAST03907
OG0007009	STRPU_22226	YEAST05645
OG0007010	STRPU_05041, STRPU_05116	YEAST01652
OG0007012	STRPU_04694	YEAST05361
OG0007013	STRPU_08358	YEAST05971
OG0007015	STRPU_25403	YEAST03053
OG0007016	STRPU_25267	YEAST05307
OG0007020	STRPU_09538	YEAST00663
OG0007024	STRPU_22752, STRPU_01907	YEAST01864
OG0007028	STRPU_02611, STRPU_24049	YEAST06312
OG0007029	STRPU_01326, STRPU_11623	YEAST05619
OG0007030	STRPU_04457	YEAST05712
OG0007033	STRPU_21131	YEAST04002
OG0007036	STRPU_19860, STRPU_19887	YEAST04799
OG0007043	STRPU_09509	YEAST02072, YEAST01064
OG0007045	STRPU_16902	YEAST01113
OG0007046	STRPU_16899, STRPU_16897	YEAST04826
OG0007049	STRPU_10988, STRPU_00326	YEAST05930
OG0007050	STRPU_10271	YEAST05668
OG0007053	STRPU_22506	YEAST05898
OG0007055	STRPU_15602, STRPU_02206	YEAST02593
OG0007061	STRPU_09653	YEAST03247
OG0007063	STRPU_08411, STRPU_00013	YEAST04650
OG0007071	STRPU_23265	YEAST02162
OG0007073	STRPU_10918	YEAST03946
OG0007075	STRPU_23271	YEAST00811
OG0007084	STRPU_25218	YEAST05527
OG0007089	STRPU_06357	YEAST04132
OG0007092	STRPU_21370	YEAST01811
OG0007093	STRPU_18560	YEAST01923
OG0007095	STRPU_09292	YEAST02581
OG0007097	STRPU_02900	YEAST01699
OG0007098	STRPU_25857	YEAST03783
OG0007106	STRPU_22698	YEAST00202
OG0007112	STRPU_27151	YEAST05597
OG0007114	STRPU_25483	YEAST03493
OG0007118	STRPU_18011	YEAST01120
OG0007119	STRPU_19183	YEAST05459
OG0007120	STRPU_19111	YEAST04248
OG0007121	STRPU_21424	YEAST05746
OG0007124	STRPU_05024	YEAST04818
OG0007127	STRPU_23141	YEAST04415
OG0007130	STRPU_22007	YEAST05158
OG0007131	STRPU_18830	YEAST05874
OG0007132	STRPU_07611	YEAST06078
OG0007137	STRPU_09289	YEAST00797
OG0007138	STRPU_01187, STRPU_19956	YEAST04319
OG0007139	STRPU_24547	YEAST05259
OG0007143	STRPU_07151	YEAST02636
OG0007144	STRPU_20757	YEAST04135
OG0007150	STRPU_26019	YEAST00900
OG0007154	STRPU_21145	YEAST01439
OG0007164	STRPU_18028	YEAST05557
OG0007165	STRPU_02913	YEAST04228, YEAST02514
OG0007166	STRPU_05956	YEAST05384
OG0007168	STRPU_00447, STRPU_13699	YEAST02929
OG0007182	STRPU_06115	YEAST00042
OG0007184	STRPU_24371	YEAST01512
OG0007186	STRPU_24966	YEAST00761
OG0007192	STRPU_13230, STRPU_13214	YEAST00860
OG0007201	STRPU_17619, STRPU_02302	YEAST01721
OG0007249	STRPU_04960	YEAST00344
OG0007254	STRPU_11452	YEAST00328
OG0007258	STRPU_27109	YEAST02867
OG0007264	STRPU_26261, STRPU_26263	YEAST04093
OG0007269	STRPU_24818	YEAST04522
OG0007274	STRPU_23308	YEAST04165, YEAST05634
OG0007276	STRPU_26763, STRPU_26749	YEAST02007
OG0007279	STRPU_15002	YEAST02363
OG0007282	STRPU_02557, STRPU_14767	YEAST04912
OG0007288	STRPU_04090	YEAST02949
OG0007292	STRPU_03997, STRPU_03991	YEAST05159
OG0007303	STRPU_21782	YEAST05207
OG0007307	STRPU_21523	YEAST05606
OG0007313	STRPU_20007	YEAST02047
OG0007317	STRPU_07547, STRPU_00579	YEAST04084
OG0007321	STRPU_21053	YEAST05016
OG0007322	STRPU_19439	YEAST01090
OG0007325	STRPU_25926	YEAST03249
OG0007330	STRPU_05861	YEAST00633
OG0007332	STRPU_05295	YEAST02451
OG0007335	STRPU_20669	YEAST06084
OG0007336	STRPU_18133	YEAST03606
OG0007341	STRPU_19846	YEAST00183
OG0007342	STRPU_20395	YEAST03859
OG0007343	STRPU_18619	YEAST00383
OG0007347	STRPU_10302	YEAST02066
OG0007349	STRPU_14564	YEAST01492
OG0007354	STRPU_22260	YEAST03378
OG0007355	STRPU_15597, STRPU_02210	YEAST02682
OG0007361	STRPU_27148	YEAST02394
OG0007363	STRPU_05741	YEAST05519
OG0007364	STRPU_05709	YEAST01959
OG0007367	STRPU_18783	YEAST01013
OG0007371	STRPU_09928	YEAST04970
OG0007376	STRPU_07617	YEAST02976
OG0007379	STRPU_21812	YEAST00967
OG0007380	STRPU_26202	YEAST00785, YEAST00666
OG0007382	STRPU_22220	YEAST01108
OG0007387	STRPU_20146	YEAST06326
OG0007393	STRPU_21066	YEAST01116
OG0007394	STRPU_21854	YEAST05998
OG0007395	STRPU_08491	YEAST00603
OG0007397	STRPU_19337	YEAST03512
OG0007399	STRPU_17778	YEAST02279
OG0007408	STRPU_24473	YEAST03401
OG0007409	STRPU_24311	YEAST05329
OG0007411	STRPU_22952	YEAST04399
OG0007412	STRPU_17752	YEAST04822
OG0007414	STRPU_18143	YEAST01970
OG0007415	STRPU_25101	YEAST01948
OG0007417	STRPU_14291, STRPU_14275	YEAST04175
OG0007419	STRPU_08298	YEAST02667
OG0007421	STRPU_24065	YEAST00762
OG0007424	STRPU_08374	YEAST05463
OG0007425	STRPU_05795	YEAST06135
OG0007427	STRPU_09854	YEAST00763
OG0007428	STRPU_13290, STRPU_13297	YEAST01536
OG0007431	STRPU_23142	YEAST00610
OG0007439	STRPU_24469	YEAST01063
OG0007442	STRPU_18182	YEAST03687
OG0007446	STRPU_14393	YEAST04647
OG0007451	STRPU_09686	YEAST02017
OG0007454	STRPU_06713	YEAST01359
OG0007456	STRPU_01080, STRPU_24220	YEAST00931
OG0007458	STRPU_18410, STRPU_18444	YEAST02196
OG0007460	STRPU_21588	YEAST04891
OG0007463	STRPU_12572	YEAST00394
OG0007466	STRPU_02650, STRPU_16172, STRPU_02649, STRPU_16171	YEAST00806
OG0007473	STRPU_13248	YEAST03408
OG0007478	STRPU_18941, STRPU_15341	YEAST02470
OG0007482	STRPU_10921	YEAST05783
OG0007483	STRPU_26428	YEAST01187
OG0007484	STRPU_20892, STRPU_20855	YEAST00517
OG0007488	STRPU_04869	YEAST04193
OG0007491	STRPU_09776	YEAST05032
OG0007495	STRPU_25133	YEAST04536
OG0007498	STRPU_07477	YEAST00593
OG0007499	STRPU_20843, STRPU_20842, STRPU_20880	YEAST03994
OG0007504	STRPU_09266	YEAST02642
OG0007508	STRPU_19349	YEAST05759
OG0007509	STRPU_18472, STRPU_18429	YEAST03229
OG0007528	STRPU_20344	YEAST02438
OG0007531	STRPU_26815	YEAST05725
OG0007591	STRPU_24089	YEAST02623
OG0007597	STRPU_16840	YEAST05244
OG0007605	STRPU_21432, STRPU_21431	YEAST04509
OG0007615	STRPU_22841	YEAST05127
OG0007618	STRPU_17660, STRPU_02260	YEAST02486
OG0007619	STRPU_11082	YEAST04342
OG0007622	STRPU_23712	YEAST01282
OG0007624	STRPU_17423	YEAST03901
OG0007645	STRPU_08498	YEAST05586
OG0007646	STRPU_05885	YEAST05572
OG0007648	STRPU_25029	YEAST03775
OG0007656	STRPU_22735	YEAST02935
OG0007657	STRPU_11676	YEAST01213
OG0007663	STRPU_16698, STRPU_16669	YEAST01133
OG0007673	STRPU_07544, STRPU_00576	YEAST04892
OG0007676	STRPU_20181	YEAST01965
OG0007685	STRPU_21750, STRPU_21685	YEAST00976
OG0007690	STRPU_09461	YEAST00054
OG0007692	STRPU_08445	YEAST05386
OG0007698	STRPU_26351	YEAST04526
OG0007701	STRPU_02521, STRPU_15139	YEAST04394
OG0007703	STRPU_04278	YEAST03290
OG0007704	STRPU_24663	YEAST01687
OG0007712	STRPU_10119, STRPU_10045	YEAST02916
OG0007722	STRPU_27029	YEAST06130
OG0007727	STRPU_02375, STRPU_00445	YEAST01129
OG0007739	STRPU_02301, STRPU_17620	YEAST04408
OG0007744	STRPU_23575	YEAST04303
OG0007749	STRPU_22396	YEAST02144
OG0007751	STRPU_10275	YEAST03046
OG0007754	STRPU_10555	YEAST03550
OG0007758	STRPU_22297	YEAST04336
OG0007760	STRPU_07851	YEAST02821
OG0007766	STRPU_09268	YEAST03772, YEAST02908
OG0007767	STRPU_10899	YEAST03177
OG0007769	STRPU_08985	YEAST02589
OG0007772	STRPU_06020	YEAST05211
OG0007773	STRPU_06714	YEAST05609
OG0007783	STRPU_08382	YEAST03579
OG0007784	STRPU_13640, STRPU_02424	YEAST01170
OG0007786	STRPU_21038	YEAST01347
OG0007787	STRPU_21930	YEAST03458
OG0007801	STRPU_08682	YEAST02556, YEAST00332
OG0007803	STRPU_20812	YEAST00818
OG0007810	STRPU_23899	YEAST06278
OG0007811	STRPU_03731	YEAST05686
OG0007816	STRPU_11279, STRPU_11241	YEAST00605
OG0007823	STRPU_10202	YEAST03887
OG0007825	STRPU_22030	YEAST05054
OG0007827	STRPU_21248	YEAST01279
OG0007829	STRPU_24523	YEAST02649
OG0007830	STRPU_23024, STRPU_00898	YEAST03594
OG0007831	STRPU_09308	YEAST03693
OG0007838	STRPU_14725	YEAST04312
OG0007840	STRPU_07497	YEAST02829
OG0007843	STRPU_04967	YEAST04794
OG0007848	STRPU_17665, STRPU_02256	YEAST03711
OG0007849	STRPU_21446	YEAST01915
OG0007850	STRPU_11144	YEAST01418
OG0007854	STRPU_17077	YEAST01377
OG0007858	STRPU_10385	YEAST03196
OG0007866	STRPU_08484	YEAST06036
OG0007912	STRPU_15412	YEAST04725
OG0007918	STRPU_14375	YEAST04092
OG0007941	STRPU_07421	YEAST03892
OG0007942	STRPU_18585, STRPU_18624	YEAST03545
OG0007943	STRPU_17782	YEAST03288
OG0007947	STRPU_08214	YEAST02420
OG0007958	STRPU_23999	YEAST01011
OG0007971	STRPU_24401	YEAST03990
OG0007975	STRPU_10654, STRPU_10646	YEAST01243
OG0007976	STRPU_08167	YEAST02259
OG0007978	STRPU_00914, STRPU_23038	YEAST01491
OG0007982	STRPU_14540, STRPU_14543, STRPU_14544	YEAST03186
OG0007986	STRPU_27161	YEAST01263
OG0007991	STRPU_21578	YEAST02341
OG0007993	STRPU_20903, STRPU_20866	YEAST00089
OG0007995	STRPU_26083	YEAST03463
OG0007996	STRPU_14493	YEAST04079
OG0007998	STRPU_25023, STRPU_02658	YEAST00688
OG0008008	STRPU_09006	YEAST02355
OG0008020	STRPU_20510	YEAST05433
OG0008030	STRPU_15321	YEAST00039
OG0008031	STRPU_05008	YEAST04719
OG0008038	STRPU_23474	YEAST05601
OG0008042	STRPU_14118, STRPU_13227, STRPU_13211	YEAST04557, YEAST00839
OG0008045	STRPU_23375	YEAST01345
OG0008053	STRPU_12802	YEAST05804
OG0008055	STRPU_22383	YEAST05224
OG0008056	STRPU_23986	YEAST04542
OG0008069	STRPU_18561	YEAST00959
OG0008072	STRPU_10971	YEAST00552
OG0008074	STRPU_15529	YEAST05664
OG0008079	STRPU_10602	YEAST03108
OG0008085	STRPU_22984	YEAST04107
OG0008091	STRPU_14230, STRPU_14237	YEAST06200
OG0008100	STRPU_11576, STRPU_01365	YEAST03959
OG0008103	STRPU_21002	YEAST05352
OG0008104	STRPU_10201	YEAST06240
OG0008105	STRPU_20958	YEAST03324
OG0008110	STRPU_10554	YEAST00121
OG0008111	STRPU_26446	YEAST06004, YEAST05693
OG0008115	STRPU_21414	YEAST05684, YEAST06009
OG0008122	STRPU_08465	YEAST01663
OG0008127	STRPU_05706	YEAST05342
OG0008136	STRPU_25668	YEAST02756
OG0008196	STRPU_26395	YEAST03623
OG0008201	STRPU_22376	YEAST01163
OG0008202	STRPU_17834	YEAST06186
OG0008208	STRPU_23576	YEAST04341
OG0008219	STRPU_08830	YEAST05754
OG0008244	STRPU_08801	YEAST04999
OG0008251	STRPU_23045	YEAST01472
OG0008254	STRPU_27154	YEAST04740
OG0008267	STRPU_23302	YEAST02722
OG0008273	STRPU_11363	YEAST00628
OG0008275	STRPU_17151	YEAST05358
OG0008281	STRPU_20708	YEAST01387
OG0008307	STRPU_14474	YEAST01285
OG0008323	STRPU_06817	YEAST05718
OG0008332	STRPU_10364, STRPU_10363, STRPU_10362, STRPU_10361	YEAST03366
OG0008339	STRPU_24301	YEAST03286
OG0008346	STRPU_21445	YEAST01382
OG0008348	STRPU_20322	YEAST03383
OG0008401	STRPU_21916	YEAST02115
OG0008403	STRPU_01793, STRPU_18104	YEAST01318
OG0008404	STRPU_19488	YEAST02842
OG0008416	STRPU_26315	YEAST05168
OG0008432	STRPU_05661	YEAST01317
OG0008524	STRPU_14658	YEAST02216
OG0008533	STRPU_17230	YEAST00770
OG0008540	STRPU_22614	YEAST02219
OG0008542	STRPU_27159	YEAST00506
OG0008546	STRPU_25412	YEAST03499
OG0008582	STRPU_12911	YEAST04883
OG0008601	STRPU_05526, STRPU_05588	YEAST03150
