Orthogroup	STRPU_ok	YEAST
OG0002638	STRPU_12855, STRPU_12843, STRPU_12856	YEAST00919, YEAST04703
OG0002643	STRPU_24098, STRPU_03500	YEAST01938
OG0002644	STRPU_05208	YEAST00724
OG0002645	STRPU_22722, STRPU_00705	YEAST01436
OG0002646	STRPU_16405	YEAST01946
OG0002651	STRPU_21640, STRPU_00294	YEAST02868
OG0002652	STRPU_25607	YEAST04937
OG0002656	STRPU_13628, STRPU_02436	YEAST05701
OG0002659	STRPU_24553	YEAST06290
OG0002666	STRPU_08318	YEAST02507
OG0002668	STRPU_00218, STRPU_25957	YEAST02324
OG0002677	STRPU_08818	YEAST05210
OG0002683	STRPU_18999	YEAST03676
OG0002705	STRPU_19215, STRPU_19210	YEAST00553
OG0002713	STRPU_06718	YEAST00413, YEAST06057
OG0002715	STRPU_22385	YEAST01174, YEAST04131
OG0002717	STRPU_05918	YEAST02430
OG0002718	STRPU_11194, STRPU_11192	YEAST03380, YEAST03502
OG0002720	STRPU_25908	YEAST01914
OG0002722	STRPU_20668	YEAST04059
OG0002726	STRPU_04170	YEAST02958
OG0002729	STRPU_04189, STRPU_05017	YEAST01155
OG0002737	STRPU_22219	YEAST02827
OG0002739	STRPU_05782	YEAST01877
OG0002740	STRPU_07027	YEAST01658
OG0002742	STRPU_04623, STRPU_04645	YEAST03713
OG0002743	STRPU_13731, STRPU_13730, STRPU_13561	YEAST01824, YEAST03362
OG0002745	STRPU_02101, STRPU_09128	YEAST04244
OG0002746	STRPU_02712	YEAST04902, YEAST05332
OG0002747	STRPU_19987	YEAST05617
OG0002749	STRPU_03742	YEAST02810
OG0002750	STRPU_05890, STRPU_05883, STRPU_05889	YEAST04952
OG0002752	STRPU_05098, STRPU_05177	YEAST03686
OG0002753	STRPU_23629	YEAST03742
OG0002754	STRPU_19146	YEAST03620
OG0002756	STRPU_22617, STRPU_15483	YEAST04058
OG0002758	STRPU_14770, STRPU_02553	YEAST04409
OG0002760	STRPU_21963, STRPU_02056, STRPU_09083	YEAST01927
OG0002761	STRPU_22391	YEAST03261
OG0002763	STRPU_02576, STRPU_13132	YEAST00260
OG0002764	STRPU_00371, STRPU_11033	YEAST00423
OG0002765	STRPU_25983	YEAST01667, YEAST05523
OG0002766	STRPU_16287, STRPU_20947	YEAST05357
OG0002767	STRPU_05363	YEAST04591
OG0002771	STRPU_21371	YEAST02043
OG0002772	STRPU_18998	YEAST03384
OG0002773	STRPU_06531, STRPU_06568	YEAST03677
OG0002774	STRPU_27389	YEAST03575
OG0002781	STRPU_13462	YEAST05450
OG0002782	STRPU_21282	YEAST02121
OG0002785	STRPU_18431, STRPU_18474	YEAST06106, YEAST01228
OG0002788	STRPU_11931, STRPU_11886	YEAST02578, YEAST01232
OG0002789	STRPU_05799, STRPU_05797, STRPU_05802, STRPU_05801, STRPU_05798, STRPU_05800, STRPU_05796	YEAST05269
OG0002793	STRPU_22931	YEAST01371
OG0002799	STRPU_15407	YEAST01461
OG0002817	STRPU_20552	YEAST01189, YEAST04922
OG0002824	STRPU_22435	YEAST02137
OG0002826	STRPU_21882	YEAST00174
OG0002827	STRPU_17647, STRPU_02276, STRPU_02275	YEAST05976
OG0002828	STRPU_03094	YEAST00227, YEAST00963
OG0002831	STRPU_11759	YEAST03282
OG0002835	STRPU_24399	YEAST02656
OG0002837	STRPU_05330	YEAST01987, YEAST00157
OG0002839	STRPU_25051	YEAST03148
OG0002843	STRPU_03092	YEAST04737
OG0002844	STRPU_22625	YEAST05563
OG0002847	STRPU_15551, STRPU_02248	YEAST02294
OG0002851	STRPU_17907	YEAST04951
OG0002855	STRPU_17098, STRPU_17094	YEAST00137
OG0002860	STRPU_08076, STRPU_08077	YEAST02712
OG0002866	STRPU_11829	YEAST01136
OG0002876	STRPU_15672, STRPU_15655	YEAST02348
OG0002877	STRPU_27251	YEAST04537
OG0002883	STRPU_24957	YEAST03027
OG0002891	STRPU_18851	YEAST03205
OG0002893	STRPU_06956, STRPU_06938	YEAST03653
OG0002894	STRPU_21472	YEAST00906
OG0002895	STRPU_26434	YEAST01471, YEAST05353, YEAST05456
OG0002897	STRPU_23652, STRPU_23677	YEAST06308
OG0002899	STRPU_10901	YEAST00283
OG0002900	STRPU_22201, STRPU_27158	YEAST05306
OG0002907	STRPU_27080	YEAST02061
OG0002910	STRPU_12097, STRPU_00039, STRPU_12098	YEAST00223
OG0002915	STRPU_25487	YEAST02264
OG0002917	STRPU_06220, STRPU_06199	YEAST03703
OG0002921	STRPU_14716	YEAST06254
OG0002922	STRPU_09603	YEAST01261
OG0002947	STRPU_01950, STRPU_22791, STRPU_22790, STRPU_01949	YEAST00232
OG0002948	STRPU_10465, STRPU_10463, STRPU_10464, STRPU_10466, STRPU_10462	YEAST03584
OG0002949	STRPU_09008	YEAST00419, YEAST06063
OG0002952	STRPU_05886	YEAST05257
OG0002953	STRPU_01982, STRPU_22822	YEAST03034
OG0002957	STRPU_06043	YEAST03253
OG0002960	STRPU_19700, STRPU_19616	YEAST05502
OG0002965	STRPU_04332, STRPU_04305	YEAST03804
OG0002966	STRPU_20155	YEAST06059
OG0002968	STRPU_19889, STRPU_19862, STRPU_17604	YEAST00199
OG0002969	STRPU_13535	YEAST00655
OG0002982	STRPU_17079	YEAST02471
OG0002984	STRPU_09124, STRPU_02096	YEAST00961, YEAST01144
OG0002985	STRPU_04999	YEAST02147
OG0002987	STRPU_10336	YEAST02970, YEAST00081, YEAST02488
OG0002991	STRPU_04324, STRPU_04294	YEAST03345, YEAST01842
OG0002997	STRPU_19304, STRPU_01837, STRPU_06052	YEAST02374
OG0003001	STRPU_24021	YEAST01497
OG0003006	STRPU_02186, STRPU_09223	YEAST00899
OG0003010	STRPU_02659, STRPU_25901, STRPU_02660	YEAST03035
OG0003012	STRPU_22688	YEAST04512
OG0003016	STRPU_05410	YEAST04810
OG0003017	STRPU_12917	YEAST02213
OG0003018	STRPU_05028	YEAST01635, YEAST01949
OG0003020	STRPU_10822, STRPU_10821	YEAST04851
OG0003027	STRPU_24061	YEAST05498
OG0003028	STRPU_07523	YEAST05822
OG0003029	STRPU_26298, STRPU_26272	YEAST04523
OG0003033	STRPU_18122	YEAST02457, YEAST02640
OG0003039	STRPU_26340	YEAST00055
OG0003043	STRPU_04974	YEAST02551
OG0003046	STRPU_24271, STRPU_24903	YEAST01632
OG0003054	STRPU_06124	YEAST04909, YEAST05341
OG0003056	STRPU_17530	YEAST02257
OG0003059	STRPU_21505	YEAST02832, YEAST03675
OG0003063	STRPU_23254	YEAST00204
OG0003066	STRPU_01624, STRPU_11963	YEAST00969
OG0003067	STRPU_09682	YEAST03159
OG0003072	STRPU_23989	YEAST05076
OG0003073	STRPU_14167, STRPU_26986	YEAST00167
OG0003079	STRPU_26570	YEAST01019
OG0003101	STRPU_24565	YEAST01357
OG0003104	STRPU_16886	YEAST00861
OG0003105	STRPU_27399	YEAST04282
OG0003106	STRPU_26456	YEAST03619
OG0003107	STRPU_25358	YEAST00029
OG0003108	STRPU_12185	YEAST00796
OG0003110	STRPU_06774, STRPU_06764	YEAST02197
OG0003114	STRPU_20444	YEAST00453, YEAST02426
OG0003119	STRPU_03214, STRPU_03229, STRPU_02657	YEAST00778
OG0003121	STRPU_26433	YEAST03190
OG0003131	STRPU_15359	YEAST04435, YEAST04350
OG0003135	STRPU_20819	YEAST02069
OG0003138	STRPU_11161	YEAST01790, YEAST00784
OG0003145	STRPU_19760, STRPU_19761	YEAST06012
OG0003147	STRPU_09368	YEAST03729
OG0003151	STRPU_25230	YEAST03910
OG0003153	STRPU_25878	YEAST05438
OG0003154	STRPU_18558	YEAST00694
OG0003157	STRPU_05197	YEAST01203
OG0003164	STRPU_05342	YEAST05549, YEAST04492
OG0003169	STRPU_18714	YEAST04410
OG0003172	STRPU_13537	YEAST06030
OG0003174	STRPU_05745	YEAST06178
OG0003178	STRPU_21387	YEAST05823
OG0003179	STRPU_04747	YEAST00905
OG0003182	STRPU_25667	YEAST05565
OG0003189	STRPU_17091	YEAST00820
OG0003190	STRPU_22540, STRPU_14018, STRPU_13852	YEAST02550
OG0003191	STRPU_02638, STRPU_24024	YEAST01068
OG0003193	STRPU_06138	YEAST02494
OG0003197	STRPU_06595	YEAST06274
OG0003199	STRPU_22302	YEAST04961
OG0003207	STRPU_23438, STRPU_00999	YEAST04056
OG0003212	STRPU_23992	YEAST05531
OG0003214	STRPU_02469, STRPU_13596	YEAST03701
OG0003215	STRPU_21290	YEAST04373
OG0003218	STRPU_05952	YEAST04068
OG0003219	STRPU_05483	YEAST01656
OG0003220	STRPU_17156	YEAST03417, YEAST00186
OG0003221	STRPU_24811	YEAST05064
OG0003223	STRPU_08794	YEAST04472
OG0003228	STRPU_21707, STRPU_21643	YEAST06187
OG0003230	STRPU_09762, STRPU_09718	YEAST05487
OG0003234	STRPU_08533	YEAST00760
OG0003235	STRPU_22687	YEAST06282
OG0003251	STRPU_26207	YEAST05338, YEAST04904
OG0003254	STRPU_21153	YEAST03911
OG0003257	STRPU_20833, STRPU_20870	YEAST02741
OG0003263	STRPU_08829	YEAST05333
OG0003264	STRPU_07699, STRPU_07685	YEAST03398
OG0003266	STRPU_03311	YEAST05585
OG0003267	STRPU_04175	YEAST02516
OG0003270	STRPU_23005, STRPU_00880	YEAST01372, YEAST05351, YEAST01476
OG0003277	STRPU_22845	YEAST03706
OG0003283	STRPU_23176	YEAST02779
OG0003284	STRPU_24635, STRPU_24634	YEAST02184
OG0003287	STRPU_16133, STRPU_16118	YEAST00166
OG0003288	STRPU_05660	YEAST05062
OG0003290	STRPU_19995	YEAST06325
OG0003293	STRPU_22259	YEAST04930
OG0003295	STRPU_10117, STRPU_10043, STRPU_00141	YEAST06127
OG0003300	STRPU_08671, STRPU_01641, STRPU_11977, STRPU_07721, STRPU_12287	YEAST03316
OG0003301	STRPU_16244, STRPU_16205	YEAST03267
OG0003302	STRPU_04486	YEAST04633
OG0003303	STRPU_21624	YEAST05878
OG0003304	STRPU_02452	YEAST01018
OG0003316	STRPU_00352, STRPU_11013	YEAST04887
OG0003317	STRPU_09007	YEAST03051
OG0003318	STRPU_23527	YEAST02158
OG0003332	STRPU_07786	YEAST02945, YEAST00447
OG0003335	STRPU_20823	YEAST01260
OG0003340	STRPU_24554	YEAST04972
OG0003341	STRPU_21771	YEAST00990
OG0003343	STRPU_15384	YEAST04356, YEAST06258
OG0003344	STRPU_07542, STRPU_00574	YEAST04764
OG0003345	STRPU_03274, STRPU_03496, STRPU_03234, STRPU_03275	YEAST02133
OG0003348	STRPU_24382	YEAST02844
OG0003349	STRPU_04798, STRPU_04805	YEAST00235, YEAST04798
OG0003356	STRPU_08703, STRPU_01469	YEAST02937
OG0003357	STRPU_09879	YEAST04240, YEAST02522
OG0003364	STRPU_12256	YEAST00730
OG0003366	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478	YEAST05276, YEAST03075
OG0003373	STRPU_11782, STRPU_11541, STRPU_11733	YEAST03755
OG0003374	STRPU_16743, STRPU_01716	YEAST03627
OG0003375	STRPU_27269, STRPU_27284	YEAST03722
OG0003377	STRPU_12932	YEAST03340
OG0003380	STRPU_14745	YEAST00529
OG0003381	STRPU_12349	YEAST03447, YEAST01380
OG0003382	STRPU_00632, STRPU_12505	YEAST01627
OG0003386	STRPU_10904	YEAST02725
OG0003425	STRPU_27213	YEAST05084
OG0003426	STRPU_21596	YEAST05251
OG0003428	STRPU_04993	YEAST04550, YEAST01154
OG0003429	STRPU_11803	YEAST05921
OG0003430	STRPU_03710	YEAST04732
OG0003434	STRPU_22971	YEAST02689
OG0003435	STRPU_20684	YEAST05483
OG0003441	STRPU_23175	YEAST05981
OG0003443	STRPU_21532	YEAST06032
OG0003454	STRPU_13689, STRPU_02387	YEAST04088
OG0003458	STRPU_07419	YEAST00169
OG0003461	STRPU_12813	YEAST05752, YEAST04759
OG0003463	STRPU_21459	YEAST02371
OG0003464	STRPU_08415	YEAST05120
OG0003465	STRPU_19515	YEAST02874
OG0003467	STRPU_04467, STRPU_04466	YEAST01278
OG0003477	STRPU_07450, STRPU_07441	YEAST03665
OG0003483	STRPU_04672	YEAST06074
OG0003487	STRPU_10374	YEAST03066
OG0003491	STRPU_06727	YEAST03514
OG0003493	STRPU_19324	YEAST01076
OG0003497	STRPU_03308	YEAST00758
OG0003498	STRPU_24846	YEAST05680
OG0003500	STRPU_02909, STRPU_21217	YEAST03303, YEAST02683
OG0003501	STRPU_18507	YEAST01421
OG0003502	STRPU_14905	YEAST02519
OG0003503	STRPU_09082, STRPU_02055	YEAST00400
OG0003505	STRPU_26126	YEAST00697
OG0003509	STRPU_10961	YEAST02850
OG0003515	STRPU_05774	YEAST00923
OG0003518	STRPU_26026	YEAST04809
OG0003523	STRPU_11145	YEAST05393
OG0003531	STRPU_20597	YEAST00465
OG0003532	STRPU_10739	YEAST05810
OG0003539	STRPU_22523	YEAST03774
OG0003541	STRPU_25471	YEAST01314
OG0003543	STRPU_16716	YEAST01290
OG0003544	STRPU_07440, STRPU_07449	YEAST00251
OG0003550	STRPU_01035, STRPU_23404	YEAST06166
OG0003551	STRPU_18972, STRPU_18959	YEAST01826
OG0003552	STRPU_20147	YEAST04163
OG0003556	STRPU_08012	YEAST05216
OG0003560	STRPU_20500	YEAST02357, YEAST05925
OG0003561	STRPU_17360, STRPU_17346	YEAST06100
OG0003562	STRPU_24859	YEAST00960
OG0003565	STRPU_15924, STRPU_00493, STRPU_08942, STRPU_12900	YEAST03392
OG0003567	STRPU_02062, STRPU_09090	YEAST04838
OG0003568	STRPU_14841	YEAST04328
OG0003570	STRPU_02794	YEAST03562, YEAST04635
OG0003571	STRPU_26236	YEAST05553
OG0003573	STRPU_14812	YEAST00597
OG0003578	STRPU_14245	YEAST05031
OG0003579	STRPU_04470	YEAST05446
OG0003582	STRPU_22683	YEAST03174
OG0003598	STRPU_00768, STRPU_19800	YEAST00803
OG0003599	STRPU_26822	YEAST04133
OG0003603	STRPU_08310	YEAST03529
OG0003610	STRPU_01053, STRPU_24252	YEAST02573
OG0003611	STRPU_09452, STRPU_01510	YEAST01054
OG0003612	STRPU_18968, STRPU_18969, STRPU_18956	YEAST00808
OG0003613	STRPU_12108, STRPU_12143	YEAST02366
OG0003615	STRPU_19046	YEAST01638
OG0003617	STRPU_13092, STRPU_13104	YEAST01843
OG0003618	STRPU_08027, STRPU_02032	YEAST00747
OG0003619	STRPU_05456	YEAST04756
OG0003624	STRPU_23504	YEAST00147
OG0003630	STRPU_14988, STRPU_14958	YEAST04845
OG0003632	STRPU_11322	YEAST02125
OG0003638	STRPU_21025	YEAST00956
OG0003641	STRPU_00224, STRPU_25964	YEAST04061, YEAST01158
OG0003643	STRPU_23157	YEAST03144
OG0003644	STRPU_19783, STRPU_00787	YEAST01545
OG0003645	STRPU_05770	YEAST05809, YEAST05493
OG0003646	STRPU_26839	YEAST02349
OG0003647	STRPU_27138	YEAST04352, YEAST04433
OG0003649	STRPU_26514	YEAST00203
OG0003650	STRPU_07527	YEAST00737, YEAST04997
OG0003659	STRPU_24909	YEAST00140
OG0003661	STRPU_23064, STRPU_00650	YEAST02758
OG0003664	STRPU_08332	YEAST03791
OG0003668	STRPU_26719	YEAST06168
OG0003669	STRPU_19296, STRPU_01851	YEAST02813
OG0003672	STRPU_08809	YEAST03137
OG0003676	STRPU_13154, STRPU_13134	YEAST03110
OG0003678	STRPU_19225	YEAST02330
OG0003679	STRPU_24398	YEAST03223
OG0003682	STRPU_20705	YEAST00571
OG0003687	STRPU_13921, STRPU_13934	YEAST02527, YEAST04246
OG0003688	STRPU_11389	YEAST01333, YEAST05362, YEAST00376
OG0003689	STRPU_01600, STRPU_13582	YEAST04232
OG0003690	STRPU_21873	YEAST01162
OG0003692	STRPU_01575, STRPU_09381	YEAST00692
OG0003693	STRPU_22769, STRPU_01926	YEAST05304
OG0003694	STRPU_00897, STRPU_23023	YEAST01453
OG0003696	STRPU_23695, STRPU_23693	YEAST05704
OG0003697	STRPU_00014, STRPU_08308	YEAST04962
OG0003698	STRPU_09884	YEAST03764, YEAST03185
OG0003703	STRPU_12263	YEAST00683
OG0003710	STRPU_17764	YEAST02077
OG0003712	STRPU_02201, STRPU_09234, STRPU_09233, STRPU_02200	YEAST02114
OG0003713	STRPU_07731	YEAST01549, YEAST03807
OG0003716	STRPU_11467	YEAST02390
OG0003718	STRPU_24139	YEAST05772
OG0003719	STRPU_26767, STRPU_26753	YEAST06338
OG0003721	STRPU_21833	YEAST04960
OG0003724	STRPU_11103, STRPU_11128	YEAST02365, YEAST06120
OG0003729	STRPU_24047, STRPU_02614	YEAST01543
OG0003731	STRPU_20490	YEAST04486
OG0003733	STRPU_18985	YEAST03492
OG0003734	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129	YEAST02809, YEAST03842
OG0003735	STRPU_17084	YEAST06115
OG0003738	STRPU_08163	YEAST05605
OG0003740	STRPU_12532	YEAST01029
OG0003741	STRPU_02688, STRPU_01677	YEAST01379
OG0003743	STRPU_18134	YEAST06008, YEAST05688
OG0003744	STRPU_22977	YEAST01207
OG0003745	STRPU_14449, STRPU_14432	YEAST02618
OG0003749	STRPU_12317	YEAST04441
OG0003750	STRPU_03777	YEAST00149
OG0003756	STRPU_25349, STRPU_25348	YEAST01878
OG0003758	STRPU_21990, STRPU_21988	YEAST06133
OG0003759	STRPU_10861, STRPU_10841	YEAST03315
OG0003766	STRPU_25294	YEAST03336
OG0003767	STRPU_07021	YEAST01933, YEAST01650
OG0003769	STRPU_26020, STRPU_26021	YEAST01999
OG0003770	STRPU_05109, STRPU_05036, STRPU_05110, STRPU_05108, STRPU_05035	YEAST01234, YEAST03860
OG0003778	STRPU_11538	YEAST05796
OG0003779	STRPU_06113	YEAST04431
OG0003806	STRPU_00975, STRPU_08841	YEAST02367
OG0003807	STRPU_08093	YEAST04265, YEAST03128
OG0003808	STRPU_24251, STRPU_01054	YEAST01201
OG0003811	STRPU_05891	YEAST00417
OG0003812	STRPU_11207	YEAST00287
OG0003813	STRPU_04220, STRPU_04255	YEAST00254
OG0003818	STRPU_05558, STRPU_05616	YEAST04318
OG0003824	STRPU_09421, STRPU_01538	YEAST01468
OG0003828	STRPU_20403	YEAST02448
OG0003829	STRPU_20384	YEAST02032, YEAST01031
OG0003831	STRPU_05243	YEAST03010, YEAST05137, YEAST02344
OG0003834	STRPU_26294, STRPU_26268	YEAST06322
OG0003837	STRPU_08087	YEAST02586
OG0003838	STRPU_05727	YEAST03413
OG0003839	STRPU_19903	YEAST01736
OG0003844	STRPU_27219	YEAST06054
OG0003846	STRPU_10200	YEAST00356
OG0003848	STRPU_19765	YEAST01654
OG0003850	STRPU_17743	YEAST00228
OG0003851	STRPU_22235	YEAST06169
OG0003852	STRPU_22104	YEAST03296
OG0003853	STRPU_21495, STRPU_21486	YEAST06251
OG0003855	STRPU_24429	YEAST04936
OG0003856	STRPU_09243	YEAST03934, YEAST02710
OG0003858	STRPU_20968	YEAST01401
OG0003860	STRPU_24611	YEAST01412
OG0003866	STRPU_17669, STRPU_02253	YEAST01895
OG0003867	STRPU_10594	YEAST03558
OG0003868	STRPU_19663, STRPU_19655	YEAST01448
OG0003869	STRPU_00857, STRPU_14063	YEAST02771
OG0003875	STRPU_12470	YEAST05070
OG0003876	STRPU_18481, STRPU_18439	YEAST02423
OG0003877	STRPU_06336	YEAST04860, YEAST05867, YEAST03825
OG0003879	STRPU_26896	YEAST00463
OG0003881	STRPU_23870, STRPU_23833	YEAST03851
OG0003882	STRPU_25867	YEAST03663
OG0003886	STRPU_25179	YEAST06023
OG0003887	STRPU_15393, STRPU_04757	YEAST00028
OG0003893	STRPU_20997, STRPU_20996	YEAST05028
OG0003897	STRPU_10680, STRPU_00559	YEAST01270
OG0003899	STRPU_24703, STRPU_24689	YEAST04954
OG0003904	STRPU_23136	YEAST01732
OG0003907	STRPU_05704, STRPU_03722, STRPU_10190, STRPU_17845	YEAST02999, YEAST02288
OG0003908	STRPU_23887	YEAST06330
OG0003910	STRPU_16982	YEAST03780
OG0003911	STRPU_24667	YEAST00032
OG0003913	STRPU_18325, STRPU_01122	YEAST03258
OG0003918	STRPU_04601	YEAST00058
OG0003921	STRPU_24499	YEAST06181
OG0003926	STRPU_10755	YEAST04138
OG0003929	STRPU_25575	YEAST04489, YEAST01422
OG0003930	STRPU_11790	YEAST03969
OG0003931	STRPU_08493	YEAST01142
OG0003934	STRPU_24564	YEAST00084
OG0003938	STRPU_17909	YEAST01566, YEAST05133
OG0003939	STRPU_18436, STRPU_18437, STRPU_18479	YEAST03211
OG0003944	STRPU_26716	YEAST01186
OG0003946	STRPU_09832	YEAST03220
OG0003947	STRPU_09926	YEAST06266, YEAST05428
OG0003949	STRPU_12187	YEAST01888
OG0003950	STRPU_12188	YEAST01409
OG0003954	STRPU_07256, STRPU_07231	YEAST02764
OG0003955	STRPU_05331	YEAST03951
OG0003959	STRPU_20127	YEAST02778
OG0003961	STRPU_24706	YEAST01991
OG0003967	STRPU_08909, STRPU_00918	YEAST05935
OG0003969	STRPU_21355	YEAST02146
OG0003971	STRPU_03433	YEAST00520
OG0003972	STRPU_25335	YEAST06331
OG0003973	STRPU_21229, STRPU_21231	YEAST06329
OG0003999	STRPU_01968, STRPU_22810	YEAST05604
OG0004000	STRPU_24949	YEAST06060
OG0004005	STRPU_16657, STRPU_16683	YEAST06216
OG0004007	STRPU_19148	YEAST01456
OG0004012	STRPU_09870	YEAST00755
OG0004017	STRPU_14536	YEAST03019
OG0004023	STRPU_25909	YEAST04349
OG0004027	STRPU_13511	YEAST03587
OG0004032	STRPU_06807	YEAST02562
OG0004033	STRPU_21510	YEAST02572
OG0004035	STRPU_25661	YEAST02134
OG0004037	STRPU_06495	YEAST03371
OG0004042	STRPU_16694, STRPU_16667	YEAST05578
OG0004044	STRPU_24535	YEAST05367
OG0004047	STRPU_08496	YEAST02496
OG0004051	STRPU_22150	YEAST01772
OG0004052	STRPU_23378	YEAST03705
OG0004054	STRPU_20700	YEAST05576
OG0004056	STRPU_23719	YEAST05698
OG0004057	STRPU_11804	YEAST05620
OG0004059	STRPU_21348	YEAST00030
OG0004065	STRPU_11423	YEAST00772
OG0004067	STRPU_06102	YEAST02665
OG0004068	STRPU_17877	YEAST03461
OG0004071	STRPU_20340	YEAST02893
OG0004072	STRPU_14126, STRPU_14112	YEAST02440
OG0004075	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420	YEAST02332
OG0004076	STRPU_00594, STRPU_07563	YEAST05461
OG0004079	STRPU_05743	YEAST04385
OG0004080	STRPU_13277	YEAST00812
OG0004082	STRPU_24384	YEAST00063, YEAST05409
OG0004090	STRPU_24163	YEAST02301, YEAST02021
OG0004091	STRPU_19319	YEAST04715
OG0004092	STRPU_13303	YEAST03564, YEAST06307
OG0004096	STRPU_20338	YEAST00160
OG0004097	STRPU_11558	YEAST05039
OG0004101	STRPU_24073	YEAST03547, YEAST02901
OG0004102	STRPU_09962, STRPU_09983	YEAST05787
OG0004103	STRPU_24486, STRPU_24316	YEAST05061
OG0004105	STRPU_24009	YEAST01700, YEAST01565
OG0004110	STRPU_02810	YEAST02825
OG0004113	STRPU_23577	YEAST02059
OG0004115	STRPU_00175, STRPU_10848, STRPU_10829	YEAST00325
OG0004116	STRPU_03821, STRPU_03835	YEAST00481
OG0004118	STRPU_01975, STRPU_22816	YEAST01855
OG0004119	STRPU_25283	YEAST02170
OG0004120	STRPU_04036	YEAST01953
OG0004123	STRPU_24495	YEAST04761
OG0004124	STRPU_07572	YEAST01139
OG0004127	STRPU_00575, STRPU_07543	YEAST06097
OG0004130	STRPU_16002	YEAST03149
OG0004134	STRPU_10399	YEAST05611
OG0004136	STRPU_18932	YEAST01084
OG0004142	STRPU_22286	YEAST05774
OG0004148	STRPU_13669, STRPU_02401	YEAST00867
OG0004150	STRPU_17897	YEAST04690
OG0004151	STRPU_25469	YEAST04284
OG0004153	STRPU_04733, STRPU_04726	YEAST05958, YEAST04386, YEAST00290
OG0004154	STRPU_23784	YEAST05587
OG0004158	STRPU_24023, STRPU_02639	YEAST03379
OG0004161	STRPU_24354	YEAST04124
OG0004162	STRPU_08075	YEAST04517
OG0004164	STRPU_04686	YEAST05923
OG0004166	STRPU_09733, STRPU_09689	YEAST00189
OG0004168	STRPU_14329	YEAST03028
OG0004169	STRPU_08900, STRPU_00919, STRPU_08901, STRPU_08902	YEAST05813
OG0004170	STRPU_12942, STRPU_12955	YEAST05906
OG0004171	STRPU_16148	YEAST04501
OG0004179	STRPU_08384	YEAST01050
OG0004181	STRPU_05420, STRPU_05421	YEAST03406
OG0004182	STRPU_17424	YEAST03699
OG0004184	STRPU_08996	YEAST00127
OG0004186	STRPU_21395	YEAST04981
OG0004188	STRPU_16239, STRPU_16200, STRPU_10934	YEAST02761
OG0004198	STRPU_22505	YEAST02869, YEAST03548
OG0004215	STRPU_14765, STRPU_02559	YEAST04590
OG0004217	STRPU_04965	YEAST01257
OG0004219	STRPU_24948	YEAST00912
OG0004222	STRPU_21148	YEAST05826
OG0004230	STRPU_03309	YEAST02220
OG0004232	STRPU_10212	YEAST05931
OG0004236	STRPU_20693	YEAST05432
OG0004237	STRPU_05856	YEAST04445, YEAST04344
OG0004239	STRPU_20308	YEAST05144
OG0004243	STRPU_25021	YEAST00306
OG0004245	STRPU_09672	YEAST00859
OG0004248	STRPU_11280, STRPU_11242, STRPU_11281	YEAST03678
OG0004249	STRPU_05688	YEAST02740
OG0004250	STRPU_20579	YEAST05543
OG0004252	STRPU_06470, STRPU_06473	YEAST05178
OG0004254	STRPU_04154	YEAST03900
OG0004258	STRPU_05921	YEAST00665
OG0004259	STRPU_27359	YEAST03730
OG0004261	STRPU_25985	YEAST02564
OG0004262	STRPU_21542	YEAST02368
OG0004268	STRPU_04469	YEAST00496
OG0004269	STRPU_09465, STRPU_09466	YEAST04758
OG0004273	STRPU_08464	YEAST02547
OG0004278	STRPU_26571	YEAST00243
OG0004280	STRPU_16617	YEAST05895
OG0004282	STRPU_24365	YEAST02575, YEAST06242
OG0004283	STRPU_05367	YEAST04184
OG0004287	STRPU_20550	YEAST01708
OG0004289	STRPU_20972	YEAST05719
OG0004291	STRPU_21078	YEAST00852
OG0004292	STRPU_18201	YEAST02537
OG0004295	STRPU_18784	YEAST05946
OG0004297	STRPU_20036	YEAST01463
OG0004300	STRPU_21999	YEAST05309
OG0004301	STRPU_02519, STRPU_15137	YEAST03850
OG0004302	STRPU_14723	YEAST05203
OG0004303	STRPU_06629	YEAST02492
OG0004304	STRPU_10222	YEAST02425, YEAST05929
OG0004305	STRPU_10897, STRPU_10895	YEAST02123
OG0004307	STRPU_08356	YEAST04592
OG0004308	STRPU_17528	YEAST04835
OG0004309	STRPU_11289	YEAST05924
OG0004310	STRPU_22930	YEAST05001
OG0004312	STRPU_26183	YEAST03330
OG0004314	STRPU_19410	YEAST00500
OG0004324	STRPU_24904	YEAST04322
OG0004330	STRPU_21871	YEAST06277
OG0004331	STRPU_21658, STRPU_21723	YEAST06230
OG0004333	STRPU_24897	YEAST01391
OG0004335	STRPU_05371	YEAST01057
OG0004337	STRPU_01557, STRPU_09403, STRPU_01558, STRPU_01556, STRPU_09401, STRPU_09400	YEAST05652
OG0004338	STRPU_05398	YEAST05023
OG0004344	STRPU_22062	YEAST02441
OG0004345	STRPU_19863, STRPU_19890	YEAST04894
OG0004347	STRPU_02516, STRPU_15134	YEAST04515
OG0004348	STRPU_06508	YEAST03956
OG0004350	STRPU_16900	YEAST04742
OG0004351	STRPU_10892	YEAST04167
OG0004353	STRPU_10473	YEAST05143
OG0004356	STRPU_16141, STRPU_16134	YEAST02877
OG0004357	STRPU_07481	YEAST02304
OG0004358	STRPU_23362	YEAST01304
