Orthogroup	STRPU_ok	AENJA_ok
OG0004237	STRPU_05856	AENJA_07147
OG0004239	STRPU_20308	AENJA_02668
OG0004240	STRPU_20696	AENJA_03070
OG0004241	STRPU_06100	AENJA_03118
OG0004242	STRPU_27250	AENJA_03219
OG0004243	STRPU_25021	AENJA_03297
OG0004244	STRPU_22838	AENJA_03379
OG0004245	STRPU_09672	AENJA_03416
OG0004246	STRPU_22152	AENJA_03476
OG0004248	STRPU_11280, STRPU_11242, STRPU_11281	AENJA_03763
OG0004249	STRPU_05688	AENJA_03888
OG0004250	STRPU_20579	AENJA_04014
OG0004251	STRPU_01202, STRPU_19972, STRPU_19973	AENJA_20691
OG0004252	STRPU_06470, STRPU_06473	AENJA_04057
OG0004253	STRPU_14726	AENJA_04321
OG0004254	STRPU_04154	AENJA_04427, AENJA_09254
OG0004255	STRPU_11353	AENJA_21176, AENJA_04555
OG0004257	STRPU_15432	AENJA_04594
OG0004258	STRPU_05921	AENJA_15676, AENJA_04921
OG0004259	STRPU_27359	AENJA_05091
OG0004260	STRPU_22106	AENJA_05573
OG0004261	STRPU_25985	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004262	STRPU_21542	AENJA_05767
OG0004263	STRPU_13850	AENJA_05819
OG0004264	STRPU_04270	AENJA_05851
OG0004265	STRPU_26380	AENJA_06209
OG0004266	STRPU_15217, STRPU_15164, STRPU_15165	AENJA_06218
OG0004267	STRPU_12036	AENJA_06337
OG0004268	STRPU_04469	AENJA_06438
OG0004269	STRPU_09465, STRPU_09466	AENJA_06472
OG0004270	STRPU_27064	AENJA_06731
OG0004271	STRPU_21998	AENJA_06979
OG0004272	STRPU_26435	AENJA_06984
OG0004273	STRPU_08464	AENJA_07053
OG0004274	STRPU_25495	AENJA_07138
OG0004275	STRPU_16562, STRPU_16544	AENJA_07307
OG0004276	STRPU_25263	AENJA_07382
OG0004277	STRPU_17561, STRPU_17589	AENJA_07626
OG0004278	STRPU_26571	AENJA_08435
OG0004279	STRPU_19399	AENJA_17815
OG0004280	STRPU_16617	AENJA_07853
OG0004281	STRPU_03363	AENJA_07872, AENJA_20214
OG0004282	STRPU_24365	AENJA_07918
OG0004283	STRPU_05367	AENJA_19675
OG0004284	STRPU_10181	AENJA_07958
OG0004285	STRPU_09806	AENJA_08157
OG0004286	STRPU_16779, STRPU_01753, STRPU_16776	AENJA_08421
OG0004287	STRPU_20550	AENJA_08479
OG0004288	STRPU_25897	AENJA_08494, AENJA_09224
OG0004289	STRPU_20972	AENJA_08571
OG0004290	STRPU_25362	AENJA_08634
OG0004291	STRPU_21078	AENJA_08666
OG0004292	STRPU_18201	AENJA_08709, AENJA_21597
OG0004294	STRPU_11546	AENJA_08948
OG0004295	STRPU_18784	AENJA_08995
OG0004296	STRPU_04115	AENJA_22026, AENJA_09137
OG0004297	STRPU_20036	AENJA_09281
OG0004298	STRPU_00904, STRPU_23030	AENJA_09310
OG0004299	STRPU_05475	AENJA_09313, AENJA_25545
OG0004300	STRPU_21999	AENJA_09414
OG0004301	STRPU_02519, STRPU_15137	AENJA_09948
OG0004302	STRPU_14723	AENJA_09951, AENJA_11814
OG0004303	STRPU_06629	AENJA_10102
OG0004304	STRPU_10222	AENJA_10126
OG0004305	STRPU_10897, STRPU_10895	AENJA_10671
OG0004306	STRPU_00569, STRPU_07534	AENJA_10728
OG0004307	STRPU_08356	AENJA_10811
OG0004308	STRPU_17528	AENJA_10896
OG0004309	STRPU_11289	AENJA_10914
OG0004310	STRPU_22930	AENJA_11180, AENJA_23448
OG0004311	STRPU_26858	AENJA_14028, AENJA_11212
OG0004312	STRPU_26183	AENJA_11219
OG0004313	STRPU_14247	AENJA_11398, AENJA_11396, AENJA_11397
OG0004314	STRPU_19410	AENJA_11558
OG0004315	STRPU_09779	AENJA_11716
OG0004316	STRPU_16713	AENJA_11759
OG0004317	STRPU_14184	AENJA_11806
OG0004318	STRPU_08553	AENJA_11868
OG0004319	STRPU_11528	AENJA_12058
OG0004320	STRPU_06054	AENJA_12116
OG0004321	STRPU_04553	AENJA_12158
OG0004322	STRPU_07127	AENJA_12404, AENJA_12403
OG0004323	STRPU_17053, STRPU_17057	AENJA_16766, AENJA_12482
OG0004324	STRPU_24904	AENJA_12557
OG0004325	STRPU_13245	AENJA_12596
OG0004327	STRPU_24331	AENJA_12793
OG0004327	STRPU_05772	AENJA_24731
OG0004328	STRPU_24297	AENJA_12798
OG0004329	STRPU_09615	AENJA_13104, AENJA_13109
OG0004330	STRPU_21871	AENJA_13252
OG0004331	STRPU_21658, STRPU_21723	AENJA_13331
OG0004332	STRPU_03284, STRPU_03249	AENJA_13463
OG0004333	STRPU_24897	AENJA_13634
OG0004334	STRPU_18166, STRPU_18150	AENJA_13654
OG0004336	STRPU_25732	AENJA_13746
OG0004337	STRPU_09403, STRPU_01558, STRPU_01556, STRPU_09401, STRPU_09400	AENJA_13913
OG0004338	STRPU_05398	AENJA_14330
OG0004339	STRPU_14320	AENJA_14443
OG0004340	STRPU_08486	AENJA_14856
OG0004341	STRPU_09085, STRPU_02058	AENJA_15047
OG0004341	STRPU_02059, STRPU_09086	AENJA_15048
OG0004342	STRPU_05762	AENJA_15096
OG0004343	STRPU_05384	AENJA_15517
OG0004344	STRPU_22062	AENJA_15963
OG0004345	STRPU_19863, STRPU_19890	AENJA_16155
OG0004346	STRPU_16739, STRPU_01711, STRPU_15791, STRPU_15792, STRPU_16173, STRPU_02651	AENJA_16250, AENJA_16249
OG0004347	STRPU_02516, STRPU_15134	AENJA_16598
OG0004348	STRPU_06508	AENJA_16800
OG0004349	STRPU_23509	AENJA_16835
OG0004350	STRPU_16900	AENJA_16841
OG0004351	STRPU_10892	AENJA_16867
OG0004352	STRPU_10734	AENJA_16982
OG0004353	STRPU_10473	AENJA_17017
OG0004354	STRPU_03448	AENJA_17022
OG0004355	STRPU_24976	AENJA_17231
OG0004356	STRPU_16141, STRPU_16134	AENJA_17320
OG0004357	STRPU_07481	AENJA_17547
OG0004358	STRPU_23362	AENJA_18672, AENJA_18047
OG0004359	STRPU_23834, STRPU_23872	AENJA_18134
OG0004360	STRPU_24625	AENJA_18596
OG0004361	STRPU_12471	AENJA_18689
OG0004362	STRPU_01645, STRPU_11982	AENJA_19062
OG0004363	STRPU_03832, STRPU_04504	AENJA_19075
OG0004364	STRPU_21818	AENJA_19146
OG0004365	STRPU_21985	AENJA_19212
OG0004366	STRPU_25733	AENJA_19317
OG0004367	STRPU_21494, STRPU_21485	AENJA_19374
OG0004368	STRPU_19467	AENJA_19702
OG0004369	STRPU_19645, STRPU_19675	AENJA_19753
OG0004370	STRPU_06731	AENJA_19903
OG0004372	STRPU_18914	AENJA_20327
OG0004372	STRPU_18917, STRPU_18878, STRPU_18916	AENJA_23131, AENJA_23132
OG0004373	STRPU_18651	AENJA_20328
OG0004374	STRPU_14956, STRPU_14987	AENJA_20422
OG0004375	STRPU_21903	AENJA_20974
OG0004376	STRPU_14838	AENJA_21249
OG0004377	STRPU_13587, STRPU_01605	AENJA_21485
OG0004378	STRPU_14220	AENJA_21608
OG0004379	STRPU_12632	AENJA_21681
OG0004380	STRPU_04047	AENJA_21685
OG0004381	STRPU_27030	AENJA_21950
OG0004382	STRPU_26803	AENJA_22037
OG0004383	STRPU_20811	AENJA_22354
OG0004384	STRPU_21328	AENJA_22523
OG0004385	STRPU_20019	AENJA_22615
OG0004386	STRPU_15588, STRPU_02218	AENJA_22871
OG0004387	STRPU_03713, STRPU_03716	AENJA_23176
OG0004389	STRPU_18432, STRPU_18475	AENJA_23497
OG0004390	STRPU_20364	AENJA_23655
OG0004391	STRPU_04771	AENJA_23704
OG0004392	STRPU_04849	AENJA_23712
OG0004393	STRPU_10284	AENJA_23907
OG0004395	STRPU_23960, STRPU_23934	AENJA_24372
OG0004396	STRPU_10960	AENJA_24530
OG0004397	STRPU_25491	AENJA_25166
OG0004398	STRPU_14743	AENJA_25317
OG0004399	STRPU_23354	AENJA_25524
OG0004400	STRPU_24835	AENJA_25584
OG0004401	STRPU_22184	AENJA_25597
OG0004402	STRPU_05533, STRPU_05593	AENJA_25980
OG0004403	STRPU_22439	AENJA_26375
OG0004404	STRPU_03631	AENJA_26407
OG0004405	STRPU_09173, STRPU_02136	AENJA_26485
OG0004406	STRPU_20717	AENJA_26544
OG0004407	STRPU_21160, STRPU_21168, STRPU_21169	AENJA_26601
OG0004408	STRPU_06859, STRPU_06855	AENJA_26831
OG0004457	STRPU_25739	AENJA_00005
OG0004458	STRPU_01994, STRPU_16944, STRPU_16959, STRPU_16957, STRPU_02009, STRPU_02007, STRPU_16965, STRPU_18047, STRPU_01757	AENJA_07436, AENJA_01179, AENJA_00059
OG0004459	STRPU_09571	AENJA_00105
OG0004460	STRPU_26151	AENJA_10602, AENJA_00174
OG0004461	STRPU_16622	AENJA_00187
OG0004462	STRPU_06172	AENJA_00195
OG0004463	STRPU_15084	AENJA_00263
OG0004465	STRPU_07028	AENJA_00361
OG0004467	STRPU_15008	AENJA_00451
OG0004468	STRPU_15279	AENJA_00461
OG0004471	STRPU_23984	AENJA_00776
OG0004472	STRPU_10341	AENJA_00868
OG0004473	STRPU_17247	AENJA_00871
OG0004473	STRPU_17245, STRPU_17246	AENJA_00870
OG0004474	STRPU_11443	AENJA_00922
OG0004475	STRPU_02128	AENJA_03139, AENJA_01045
OG0004476	STRPU_05459	AENJA_01930
OG0004477	STRPU_26944	AENJA_01958
OG0004478	STRPU_25354	AENJA_02085
OG0004479	STRPU_25490	AENJA_02206
OG0004480	STRPU_03305	AENJA_02219
OG0004482	STRPU_22933, STRPU_22934	AENJA_02336
OG0004483	STRPU_22442	AENJA_02340
OG0004484	STRPU_11038, STRPU_00376	AENJA_02375
OG0004485	STRPU_02839	AENJA_23178
OG0004486	STRPU_25549, STRPU_00815	AENJA_02721
OG0004487	STRPU_05739	AENJA_02764
OG0004488	STRPU_26430	AENJA_03056
OG0004489	STRPU_01983, STRPU_22823	AENJA_03089
OG0004490	STRPU_10416	AENJA_03148
OG0004491	STRPU_26194	AENJA_03169, AENJA_03168
OG0004492	STRPU_14985, STRPU_14954	AENJA_03264
OG0004493	STRPU_17332, STRPU_17354, STRPU_17317	AENJA_03367
OG0004494	STRPU_08650	AENJA_03427
OG0004495	STRPU_20165, STRPU_20159	AENJA_03794
OG0004497	STRPU_25842	AENJA_03976
OG0004498	STRPU_25250	AENJA_04040
OG0004499	STRPU_21553	AENJA_04167
OG0004500	STRPU_07478	AENJA_04178
OG0004501	STRPU_16986	AENJA_11831, AENJA_04286
OG0004502	STRPU_06181, STRPU_06211, STRPU_06212, STRPU_06185, STRPU_06182	AENJA_04449
OG0004503	STRPU_05123, STRPU_05048	AENJA_04529, AENJA_23467
OG0004505	STRPU_24031, STRPU_02633	AENJA_22550
OG0004506	STRPU_09238	AENJA_04842
OG0004507	STRPU_26831	AENJA_04865
OG0004508	STRPU_12775, STRPU_02362	AENJA_05015
OG0004509	STRPU_20073, STRPU_19808, STRPU_00760	AENJA_05239
OG0004510	STRPU_05336	AENJA_05329
OG0004511	STRPU_25065	AENJA_05552
OG0004512	STRPU_21468	AENJA_05863
OG0004513	STRPU_24975	AENJA_06212
OG0004514	STRPU_14566	AENJA_06216
OG0004515	STRPU_09715, STRPU_09759	AENJA_06345
OG0004516	STRPU_15095	AENJA_06493
OG0004517	STRPU_08537	AENJA_06724
OG0004518	STRPU_20077, STRPU_20104	AENJA_06827
OG0004519	STRPU_23291	AENJA_06969
OG0004520	STRPU_06769	AENJA_07201
OG0004521	STRPU_15629, STRPU_15616	AENJA_07309
OG0004522	STRPU_08002	AENJA_07491
OG0004523	STRPU_26732	AENJA_07641
OG0004524	STRPU_18681	AENJA_07752
OG0004525	STRPU_08186	AENJA_07831
OG0004526	STRPU_19898, STRPU_19872	AENJA_23914, AENJA_07835
OG0004527	STRPU_08149	AENJA_07903
OG0004529	STRPU_24902	AENJA_07944
OG0004530	STRPU_05253, STRPU_05269	AENJA_07969
OG0004531	STRPU_05466	AENJA_08201
OG0004532	STRPU_09265	AENJA_08236
OG0004533	STRPU_22451	AENJA_08347
OG0004534	STRPU_04976	AENJA_08393
OG0004535	STRPU_20971	AENJA_08570
OG0004537	STRPU_20100, STRPU_20122	AENJA_08657
OG0004538	STRPU_21077	AENJA_08665
OG0004539	STRPU_00731, STRPU_20735	AENJA_08729
OG0004540	STRPU_24633	AENJA_08799
OG0004541	STRPU_16941, STRPU_16932, STRPU_11408, STRPU_11409	AENJA_08939
OG0004542	STRPU_12852, STRPU_12862	AENJA_09105
OG0004543	STRPU_22430	AENJA_09120
OG0004544	STRPU_22295	AENJA_09219
OG0004545	STRPU_18557	AENJA_09222, AENJA_25205, AENJA_22344
OG0004547	STRPU_23159	AENJA_17725
OG0004548	STRPU_20408	AENJA_09557
OG0004549	STRPU_12502, STRPU_00638	AENJA_10884
OG0004550	STRPU_11539	AENJA_10990
OG0004551	STRPU_13302	AENJA_14630
OG0004552	STRPU_06150	AENJA_11123
OG0004553	STRPU_17878	AENJA_11290
OG0004554	STRPU_16784	AENJA_11434
OG0004555	STRPU_25721	AENJA_11497
OG0004556	STRPU_15459	AENJA_11553
OG0004557	STRPU_13516	AENJA_11598
OG0004558	STRPU_00553, STRPU_10690	AENJA_11692
OG0004559	STRPU_01434, STRPU_08736	AENJA_11902
OG0004560	STRPU_06539, STRPU_06561	AENJA_11928
OG0004561	STRPU_06803	AENJA_12022
OG0004562	STRPU_22689, STRPU_23600, STRPU_23601, STRPU_23602, STRPU_23603, STRPU_23599	AENJA_12172
OG0004562	STRPU_23295	AENJA_12171
OG0004563	STRPU_12094	AENJA_12215
OG0004564	STRPU_20730, STRPU_00727	AENJA_12530
OG0004565	STRPU_21813	AENJA_12612
OG0004566	STRPU_07797	AENJA_12676
OG0004567	STRPU_24575	AENJA_12797
OG0004568	STRPU_20635	AENJA_12890
OG0004569	STRPU_15605, STRPU_02203	AENJA_12953
OG0004570	STRPU_21345	AENJA_13253
OG0004571	STRPU_00500, STRPU_15931	AENJA_13264
OG0004572	STRPU_25507	AENJA_13346, AENJA_19525
OG0004573	STRPU_15071	AENJA_13416
OG0004574	STRPU_12120, STRPU_12154	AENJA_13790
OG0004575	STRPU_26840, STRPU_07603, STRPU_15920, STRPU_05431, STRPU_08811	AENJA_20717, AENJA_13882, AENJA_18997
OG0004576	STRPU_09627	AENJA_13910
OG0004577	STRPU_26190	AENJA_13927
OG0004578	STRPU_19395	AENJA_13961
OG0004579	STRPU_22367	AENJA_14039
OG0004580	STRPU_11267, STRPU_11229	AENJA_14065, AENJA_17936
OG0004581	STRPU_06299, STRPU_06345	AENJA_14240
OG0004582	STRPU_18765	AENJA_14257
OG0004583	STRPU_07152	AENJA_14685
OG0004584	STRPU_16995	AENJA_14870
OG0004585	STRPU_25453	AENJA_14884
OG0004587	STRPU_05894	AENJA_15222, AENJA_17865
OG0004588	STRPU_15207, STRPU_15264	AENJA_15364
OG0004589	STRPU_14409	AENJA_15580
OG0004590	STRPU_02506, STRPU_15126	AENJA_15587
OG0004591	STRPU_02185, STRPU_09222	AENJA_15650
OG0004592	STRPU_16297, STRPU_16316	AENJA_16014
OG0004593	STRPU_09569	AENJA_16066
OG0004594	STRPU_01638, STRPU_11974	AENJA_16146
OG0004595	STRPU_22021	AENJA_16184
OG0004596	STRPU_15859, STRPU_15814, STRPU_15861	AENJA_26048
OG0004596	STRPU_15860	AENJA_16300
OG0004597	STRPU_20493	AENJA_16315
OG0004598	STRPU_01725	AENJA_21173
OG0004598	STRPU_24226	AENJA_16377
OG0004599	STRPU_22193	AENJA_16431
OG0004600	STRPU_19612, STRPU_19703, STRPU_19613	AENJA_16453
OG0004601	STRPU_20311	AENJA_16456
OG0004602	STRPU_02109, STRPU_09139	AENJA_16684
OG0004603	STRPU_08936	AENJA_16691
OG0004604	STRPU_22140, STRPU_04143	AENJA_16761, AENJA_16759, AENJA_16758
OG0004604	STRPU_20511, STRPU_20527	AENJA_16760
OG0004605	STRPU_08470	AENJA_16792
OG0004606	STRPU_24552	AENJA_17079
OG0004607	STRPU_15057	AENJA_17110
OG0004608	STRPU_21130	AENJA_17422
OG0004609	STRPU_14843	AENJA_17443
OG0004610	STRPU_26960	AENJA_17485
OG0004611	STRPU_19068	AENJA_17567
OG0004612	STRPU_22551	AENJA_17697
OG0004613	STRPU_23508	AENJA_17756
OG0004614	STRPU_21766, STRPU_21702	AENJA_17767
OG0004615	STRPU_19902	AENJA_17805
OG0004616	STRPU_24959	AENJA_17897
OG0004617	STRPU_11791	AENJA_17898
OG0004618	STRPU_05168, STRPU_05089	AENJA_17899
OG0004619	STRPU_13721	AENJA_18030
OG0004621	STRPU_23746	AENJA_18130
OG0004622	STRPU_25019	AENJA_18238
OG0004623	STRPU_15918	AENJA_18259
OG0004624	STRPU_01216	AENJA_18455
OG0004625	STRPU_14762, STRPU_14761, STRPU_02562	AENJA_18748
OG0004626	STRPU_26240, STRPU_02827	AENJA_18829
OG0004627	STRPU_06756, STRPU_06778	AENJA_19058
OG0004628	STRPU_22771, STRPU_01930	AENJA_19220
OG0004629	STRPU_19582	AENJA_19229
OG0004630	STRPU_17376	AENJA_19296
OG0004631	STRPU_19286, STRPU_00400	AENJA_19307
OG0004632	STRPU_22256	AENJA_19345
OG0004633	STRPU_10593	AENJA_19396
OG0004634	STRPU_11068	AENJA_19399
OG0004635	STRPU_03202	AENJA_19421
OG0004636	STRPU_10388, STRPU_24487, STRPU_09632, STRPU_09633	AENJA_19426, AENJA_24337, AENJA_24339
OG0004637	STRPU_25858, STRPU_25859	AENJA_19514
OG0004638	STRPU_20070	AENJA_19695
OG0004639	STRPU_19843	AENJA_19701
OG0004640	STRPU_07528	AENJA_20049
OG0004641	STRPU_02602, STRPU_19925	AENJA_20072
OG0004642	STRPU_25278	AENJA_20253
OG0004643	STRPU_06998, STRPU_06982	AENJA_20590
OG0004644	STRPU_20458	AENJA_20785
OG0004645	STRPU_05013	AENJA_20920
OG0004646	STRPU_26956	AENJA_20935
OG0004647	STRPU_26907	AENJA_21162
OG0004648	STRPU_26366	AENJA_21464
OG0004649	STRPU_14306	AENJA_21530
OG0004650	STRPU_25012	AENJA_21566
OG0004651	STRPU_15638	AENJA_21665
OG0004652	STRPU_07001, STRPU_06984	AENJA_21741
OG0004654	STRPU_01730, STRPU_16755	AENJA_21881
OG0004655	STRPU_12453	AENJA_21945
OG0004656	STRPU_27342, STRPU_27341	AENJA_22399
OG0004657	STRPU_10556	AENJA_22627
OG0004658	STRPU_17373	AENJA_22666
OG0004659	STRPU_23697	AENJA_22731
OG0004660	STRPU_17218	AENJA_22903
OG0004661	STRPU_26509, STRPU_26506	AENJA_23009
OG0004662	STRPU_21060, STRPU_20817	AENJA_23022
OG0004663	STRPU_15121, STRPU_02502	AENJA_23128
OG0004664	STRPU_06426	AENJA_23247
OG0004665	STRPU_13736	AENJA_23350
OG0004666	STRPU_26004	AENJA_23667
OG0004667	STRPU_22632	AENJA_23857
OG0004669	STRPU_00267, STRPU_03175	AENJA_23970
OG0004670	STRPU_24120, STRPU_24116, STRPU_24111	AENJA_23983
OG0004671	STRPU_14675	AENJA_24032
OG0004672	STRPU_25247	AENJA_24195
OG0004673	STRPU_13830	AENJA_24385
OG0004674	STRPU_19075	AENJA_24465
OG0004675	STRPU_08042	AENJA_24642
OG0004676	STRPU_21235	AENJA_24878
OG0004677	STRPU_21463	AENJA_24896
OG0004678	STRPU_19781, STRPU_00789	AENJA_25081
OG0004679	STRPU_14727	AENJA_25314
OG0004680	STRPU_21774	AENJA_25330
OG0004681	STRPU_15387	AENJA_25549
OG0004682	STRPU_01134, STRPU_18312	AENJA_25603
OG0004683	STRPU_21453	AENJA_25906
OG0004684	STRPU_20897, STRPU_20861	AENJA_25907
OG0004685	STRPU_14434, STRPU_14451	AENJA_26252
OG0004686	STRPU_13483	AENJA_26610
OG0004687	STRPU_23891	AENJA_26633
OG0004688	STRPU_23968, STRPU_23943	AENJA_26638
OG0004690	STRPU_22103	AENJA_26765
OG0004691	STRPU_21357	AENJA_26781
OG0004692	STRPU_21508	AENJA_26783
OG0004728	STRPU_25586	AENJA_00010
OG0004729	STRPU_14752	AENJA_00229
OG0004730	STRPU_27294	AENJA_00270
OG0004731	STRPU_08026, STRPU_02031	AENJA_00435
OG0004732	STRPU_15291, STRPU_15304	AENJA_00454
OG0004733	STRPU_26994	AENJA_00482
OG0004735	STRPU_15708	AENJA_00527
OG0004736	STRPU_05869	AENJA_00579
OG0004738	STRPU_09010	AENJA_00974
OG0004739	STRPU_08689	AENJA_00833
OG0004740	STRPU_20673	AENJA_00889
OG0004744	STRPU_00309, STRPU_08592	AENJA_01048
OG0004746	STRPU_12221	AENJA_01964
OG0004747	STRPU_26212	AENJA_02204
OG0004748	STRPU_26332	AENJA_25929, AENJA_25930, AENJA_02212
OG0004750	STRPU_24143	AENJA_02329
OG0004751	STRPU_21709, STRPU_21645	AENJA_03078, AENJA_02331
OG0004752	STRPU_12476	AENJA_02350
OG0004753	STRPU_10592	AENJA_02412
OG0004754	STRPU_08649	AENJA_02418
OG0004755	STRPU_05953	AENJA_02461
OG0004756	STRPU_24829	AENJA_02560
OG0004757	STRPU_24845	AENJA_02653
OG0004758	STRPU_25553, STRPU_00818	AENJA_02719
OG0004759	STRPU_21118	AENJA_02782
OG0004760	STRPU_09566	AENJA_02947
OG0004761	STRPU_21976	AENJA_03060
OG0004762	STRPU_11440	AENJA_15891
OG0004762	STRPU_14746	AENJA_03398
OG0004763	STRPU_03310	AENJA_03524
OG0004764	STRPU_00681, STRPU_18946	AENJA_03553
OG0004765	STRPU_19109	AENJA_03642
OG0004766	STRPU_03594, STRPU_03529	AENJA_03824
OG0004767	STRPU_08127	AENJA_03880
OG0004768	STRPU_05242	AENJA_03887
OG0004769	STRPU_20357	AENJA_04019
OG0004770	STRPU_17911	AENJA_04020
OG0004771	STRPU_12956, STRPU_12940	AENJA_04031
OG0004772	STRPU_02086, STRPU_09117	AENJA_04226
OG0004774	STRPU_08367	AENJA_04499
OG0004775	STRPU_13816	AENJA_04683, AENJA_14667
OG0004776	STRPU_14818	AENJA_04694
OG0004777	STRPU_06447	AENJA_04780
OG0004778	STRPU_02258, STRPU_17663, STRPU_20351, STRPU_20244, STRPU_06192, STRPU_16466, STRPU_18147, STRPU_26473, STRPU_26834, STRPU_02872, STRPU_03190, STRPU_20243, STRPU_06193, STRPU_15213, STRPU_16463	AENJA_25387, AENJA_15331, AENJA_16962, AENJA_04906
OG0004779	STRPU_06354	AENJA_19733, AENJA_05191
OG0004780	STRPU_25445	AENJA_05301
OG0004781	STRPU_05641, STRPU_05581	AENJA_05336
OG0004782	STRPU_25238	AENJA_05376
OG0004783	STRPU_22195	AENJA_05756
OG0004784	STRPU_08821	AENJA_05766
OG0004785	STRPU_13970	AENJA_05817
OG0004786	STRPU_13760, STRPU_01488	AENJA_05823
OG0004787	STRPU_11506	AENJA_05829
OG0004788	STRPU_05189	AENJA_05904
OG0004789	STRPU_23243	AENJA_06213
OG0004790	STRPU_14311	AENJA_06220
OG0004791	STRPU_03487	AENJA_06248
OG0004792	STRPU_00418, STRPU_14208	AENJA_06378
OG0004793	STRPU_09856	AENJA_06468
OG0004794	STRPU_07548, STRPU_00580	AENJA_06550
OG0004796	STRPU_07533	AENJA_06612
OG0004797	STRPU_07568, STRPU_07565	AENJA_06655
OG0004798	STRPU_20998	AENJA_06749
OG0004799	STRPU_01628, STRPU_11967	AENJA_06797
OG0004800	STRPU_13486	AENJA_18628, AENJA_06886
OG0004801	STRPU_08247	AENJA_07057, AENJA_07060
OG0004802	STRPU_00811, STRPU_25545	AENJA_07061
OG0004803	STRPU_06802	AENJA_07208
OG0004804	STRPU_09186, STRPU_02155	AENJA_07395
OG0004805	STRPU_06445, STRPU_06446	AENJA_07591
OG0004806	STRPU_21794	AENJA_07769
OG0004807	STRPU_10776	AENJA_14345, AENJA_07814
OG0004808	STRPU_10771	AENJA_07815
OG0004809	STRPU_20191	AENJA_07834
OG0004810	STRPU_23365	AENJA_07988
OG0004811	STRPU_26197	AENJA_07997
OG0004812	STRPU_25055	AENJA_08047
OG0004813	STRPU_07605	AENJA_08093
OG0004814	STRPU_13183	AENJA_08117
OG0004815	STRPU_10030	AENJA_08187
OG0004816	STRPU_12652	AENJA_08251
OG0004817	STRPU_23099	AENJA_08281
OG0004818	STRPU_03489	AENJA_08517
OG0004819	STRPU_24434	AENJA_08530
OG0004820	STRPU_18016	AENJA_08918
OG0004821	STRPU_22372	AENJA_09028
OG0004822	STRPU_21965	AENJA_09116
OG0004823	STRPU_23656, STRPU_23680	AENJA_09117
OG0004824	STRPU_12598	AENJA_09143
OG0004825	STRPU_20038	AENJA_09280
OG0004826	STRPU_20907	AENJA_09359
OG0004828	STRPU_04477	AENJA_09627
OG0004829	STRPU_22610	AENJA_09743
OG0004830	STRPU_26860	AENJA_09877
OG0004831	STRPU_17723	AENJA_09893
OG0004832	STRPU_02261, STRPU_17659	AENJA_09922
OG0004833	STRPU_04546	AENJA_09996
OG0004834	STRPU_07000, STRPU_06983	AENJA_10100
OG0004835	STRPU_14491	AENJA_10287
OG0004836	STRPU_14324	AENJA_10309
OG0004837	STRPU_23151	AENJA_10362
OG0004838	STRPU_07707	AENJA_10479
OG0004839	STRPU_18899, STRPU_07667	AENJA_10621
OG0004840	STRPU_19684, STRPU_19632	AENJA_10771
OG0004841	STRPU_26329	AENJA_10828
OG0004842	STRPU_26129	AENJA_10831
OG0004844	STRPU_09908	AENJA_11067
OG0004845	STRPU_16339, STRPU_16370	AENJA_11102
OG0004846	STRPU_26677	AENJA_11191
OG0004847	STRPU_06161	AENJA_11225
OG0004849	STRPU_17746	AENJA_11321
OG0004850	STRPU_03694	AENJA_11412
OG0004851	STRPU_27358	AENJA_11448
OG0004852	STRPU_20129	AENJA_11559
OG0004853	STRPU_19996	AENJA_11561
OG0004854	STRPU_05257, STRPU_05273	AENJA_11701
OG0004855	STRPU_05316	AENJA_11702
OG0004856	STRPU_05076, STRPU_05153	AENJA_11708
OG0004857	STRPU_15270, STRPU_15272	AENJA_11918
OG0004858	STRPU_14635, STRPU_14617	AENJA_12040
OG0004859	STRPU_14015	AENJA_12107
OG0004860	STRPU_18523	AENJA_12135
OG0004861	STRPU_20601	AENJA_12181
OG0004862	STRPU_02221, STRPU_15584	AENJA_23842, AENJA_20260, AENJA_12269, AENJA_12268
OG0004863	STRPU_12571	AENJA_12291
OG0004864	STRPU_22370	AENJA_12322
OG0004865	STRPU_15150, STRPU_02532	AENJA_12376
OG0004866	STRPU_24876	AENJA_12555
OG0004867	STRPU_21286	AENJA_12713
OG0004868	STRPU_21525	AENJA_12819
OG0004869	STRPU_13410	AENJA_12936
OG0004870	STRPU_09707, STRPU_09751	AENJA_12972
OG0004871	STRPU_14906	AENJA_13199
OG0004872	STRPU_25588	AENJA_13238
OG0004873	STRPU_10601	AENJA_13320
OG0004874	STRPU_25254	AENJA_13351
OG0004875	STRPU_19031, STRPU_00459	AENJA_13517
OG0004876	STRPU_12404, STRPU_09199, STRPU_18922, STRPU_16393, STRPU_06724, STRPU_18141, STRPU_03216, STRPU_02529, STRPU_16257, STRPU_21534, STRPU_16487, STRPU_03035, STRPU_26975, STRPU_23592, STRPU_10683, STRPU_02490, STRPU_23535, STRPU_19123, STRPU_11550, STRPU_15851, STRPU_26622, STRPU_01276, STRPU_06081, STRPU_00234, STRPU_18125, STRPU_19122, STRPU_18145, STRPU_12140	AENJA_13651
OG0004877	STRPU_05767	AENJA_13821
OG0004879	STRPU_06939, STRPU_06958	AENJA_13901
OG0004880	STRPU_08112, STRPU_08125	AENJA_14006
