Orthogroup	STRPU_ok	CAPO3
OG0002527	STRPU_20128	CAPO306066
OG0002528	STRPU_09781	CAPO301891
OG0002529	STRPU_06614	CAPO301231, CAPO301232
OG0002531	STRPU_21816	CAPO304673
OG0002532	STRPU_08489	CAPO307265
OG0002533	STRPU_14961, STRPU_14991	CAPO302353
OG0002534	STRPU_13252	CAPO302248
OG0002539	STRPU_01382, STRPU_11565	CAPO305908
OG0002542	STRPU_02464, STRPU_13601	CAPO300062
OG0002543	STRPU_15054	CAPO306889, CAPO301493
OG0002548	STRPU_26333	CAPO303502
OG0002555	STRPU_20832, STRPU_20869	CAPO301095
OG0002557	STRPU_25407	CAPO302757
OG0002558	STRPU_21365, STRPU_21364	CAPO301820
OG0002559	STRPU_24313	CAPO306363
OG0002561	STRPU_20465, STRPU_20515, STRPU_20545, STRPU_20520	CAPO306761
OG0002562	STRPU_19181	CAPO305283
OG0002563	STRPU_05413	CAPO307417
OG0002564	STRPU_08467	CAPO307297
OG0002565	STRPU_10373	CAPO302611
OG0002566	STRPU_24312	CAPO303827
OG0002567	STRPU_22654, STRPU_22655	CAPO304319
OG0002569	STRPU_03925	CAPO306658
OG0002570	STRPU_26462	CAPO307215
OG0002574	STRPU_20737, STRPU_00733	CAPO307488
OG0002587	STRPU_25738	CAPO300512
OG0002589	STRPU_14289, STRPU_14273, STRPU_05215	CAPO302447
OG0002592	STRPU_01523, STRPU_09437	CAPO300278
OG0002594	STRPU_26054	CAPO304177
OG0002598	STRPU_18497	CAPO300566
OG0002599	STRPU_23341	CAPO303706
OG0002600	STRPU_04205, STRPU_04245	CAPO305861
OG0002601	STRPU_21528, STRPU_08560, STRPU_21183	CAPO300675
OG0002602	STRPU_09236	CAPO303637
OG0002603	STRPU_18321, STRPU_18764, STRPU_08454	CAPO302609
OG0002605	STRPU_19114	CAPO303522
OG0002608	STRPU_12429	CAPO303192
OG0002609	STRPU_26812	CAPO304999
OG0002610	STRPU_25580	CAPO307043
OG0002611	STRPU_24642	CAPO302425
OG0002617	STRPU_05735	CAPO307606
OG0002618	STRPU_08357	CAPO307902
OG0002620	STRPU_20225	CAPO300598
OG0002621	STRPU_07219, STRPU_07125	CAPO305708, CAPO305709, CAPO305858
OG0002624	STRPU_25392	CAPO307642
OG0002629	STRPU_24885	CAPO306781
OG0002630	STRPU_24825	CAPO300618
OG0002631	STRPU_01021, STRPU_23415, STRPU_21984, STRPU_18037, STRPU_01022	CAPO302228
OG0002632	STRPU_26761, STRPU_26747	CAPO301605
OG0002633	STRPU_20983	CAPO301845
OG0002634	STRPU_27233, STRPU_27232	CAPO303763
OG0002636	STRPU_08552	CAPO302443
OG0002638	STRPU_12855, STRPU_12843, STRPU_12856	CAPO302461, CAPO301720
OG0002642	STRPU_13594, STRPU_02471	CAPO302887
OG0002643	STRPU_24098, STRPU_03500	CAPO305403
OG0002644	STRPU_05208	CAPO300686
OG0002645	STRPU_22722, STRPU_00705	CAPO302012
OG0002646	STRPU_16405	CAPO300302
OG0002651	STRPU_21640, STRPU_00294	CAPO307502
OG0002652	STRPU_25607	CAPO305413
OG0002656	STRPU_13628, STRPU_02436	CAPO301386
OG0002657	STRPU_13835	CAPO301921
OG0002659	STRPU_24553	CAPO302308
OG0002661	STRPU_00634, STRPU_12504	CAPO300165
OG0002662	STRPU_08796	CAPO307949
OG0002663	STRPU_06640	CAPO308163
OG0002665	STRPU_14899	CAPO307055
OG0002666	STRPU_08318	CAPO308350
OG0002668	STRPU_00218, STRPU_25957	CAPO301754
OG0002669	STRPU_21184	CAPO301762
OG0002672	STRPU_08057	CAPO307527
OG0002677	STRPU_08818	CAPO303005
OG0002682	STRPU_18260, STRPU_18249, STRPU_18278, STRPU_01178, STRPU_18275, STRPU_18269, STRPU_18272, STRPU_18246, STRPU_18251, STRPU_01181, STRPU_18256	CAPO301064
OG0002705	STRPU_19215, STRPU_19210	CAPO303959
OG0002706	STRPU_08180	CAPO306125
OG0002708	STRPU_17906	CAPO306708
OG0002710	STRPU_26520, STRPU_27060	CAPO301641
OG0002713	STRPU_06718	CAPO306909
OG0002715	STRPU_22385	CAPO303783
OG0002716	STRPU_26166	CAPO302306
OG0002717	STRPU_05918	CAPO307873
OG0002718	STRPU_11194, STRPU_11192	CAPO306705
OG0002720	STRPU_25908	CAPO304077
OG0002722	STRPU_20668	CAPO300697
OG0002726	STRPU_04170	CAPO303092
OG0002728	STRPU_14150, STRPU_00149	CAPO304582
OG0002730	STRPU_17045, STRPU_17044, STRPU_01809	CAPO300185
OG0002731	STRPU_20144	CAPO304916
OG0002732	STRPU_09513	CAPO305751
OG0002736	STRPU_17138, STRPU_17137	CAPO302364
OG0002739	STRPU_05782	CAPO303462
OG0002740	STRPU_07027	CAPO303044
OG0002741	STRPU_26498	CAPO305001
OG0002743	STRPU_13731, STRPU_13730, STRPU_13561	CAPO305659
OG0002744	STRPU_20203	CAPO307532
OG0002745	STRPU_02101, STRPU_09128	CAPO302960
OG0002746	STRPU_02712	CAPO301404
OG0002747	STRPU_19987	CAPO308121
OG0002749	STRPU_03742	CAPO305516
OG0002750	STRPU_05883, STRPU_05889	CAPO305820
OG0002751	STRPU_16672, STRPU_16703	CAPO300590
OG0002752	STRPU_05098, STRPU_05177	CAPO306571
OG0002753	STRPU_23629	CAPO301419
OG0002755	STRPU_19300, STRPU_01846	CAPO303504
OG0002756	STRPU_22617, STRPU_15483	CAPO302206
OG0002757	STRPU_16016	CAPO301022
OG0002758	STRPU_14770, STRPU_02553	CAPO302892, CAPO307678
OG0002760	STRPU_21963, STRPU_02056, STRPU_09083	CAPO306120
OG0002764	STRPU_00371, STRPU_11033	CAPO300451
OG0002765	STRPU_25983	CAPO307679
OG0002766	STRPU_16287, STRPU_20947	CAPO300475
OG0002767	STRPU_05363	CAPO302818
OG0002770	STRPU_09918	CAPO300723
OG0002771	STRPU_21371	CAPO307480
OG0002772	STRPU_18998	CAPO301657
OG0002773	STRPU_06531, STRPU_06568	CAPO300783
OG0002774	STRPU_27389	CAPO301900
OG0002776	STRPU_04138	CAPO300785
OG0002777	STRPU_01234, STRPU_12064	CAPO303340
OG0002779	STRPU_11214, STRPU_11213, STRPU_11251, STRPU_11212	CAPO306710
OG0002780	STRPU_08346	CAPO306806
OG0002782	STRPU_21282	CAPO301842
OG0002785	STRPU_18431, STRPU_18474	CAPO300520
OG0002787	STRPU_26221	CAPO307667
OG0002788	STRPU_11931, STRPU_11886	CAPO304831
OG0002790	STRPU_05011	CAPO302263
OG0002799	STRPU_15407	CAPO301814
OG0002814	STRPU_04449	CAPO300792
OG0002815	STRPU_17937	CAPO305247
OG0002816	STRPU_00414, STRPU_19273	CAPO300822
OG0002817	STRPU_20552	CAPO305631
OG0002818	STRPU_23661, STRPU_23635	CAPO300344
OG0002821	STRPU_18790	CAPO300805, CAPO300806
OG0002822	STRPU_08836, STRPU_00981	CAPO300505
OG0002824	STRPU_22435	CAPO304804
OG0002825	STRPU_12448	CAPO303958
OG0002826	STRPU_21882	CAPO305161
OG0002827	STRPU_17647, STRPU_02276, STRPU_02275	CAPO302357
OG0002828	STRPU_03094	CAPO302033
OG0002831	STRPU_11759	CAPO303454
OG0002833	STRPU_08236	CAPO302961
OG0002835	STRPU_24399	CAPO306542
OG0002836	STRPU_11034, STRPU_00372	CAPO301463
OG0002837	STRPU_05330	CAPO304096
OG0002838	STRPU_04914, STRPU_04557, STRPU_11393	CAPO305478
OG0002839	STRPU_25051	CAPO302420
OG0002841	STRPU_23168, STRPU_22818, STRPU_01977	CAPO302293
OG0002842	STRPU_18957, STRPU_18970	CAPO300353
OG0002843	STRPU_03092	CAPO300339
OG0002844	STRPU_22625	CAPO306381, CAPO305443
OG0002845	STRPU_00988, STRPU_23454	CAPO305717
OG0002847	STRPU_15551, STRPU_02248	CAPO307024
OG0002848	STRPU_07604	CAPO306888
OG0002850	STRPU_00386, STRPU_11047	CAPO305439
OG0002851	STRPU_17907	CAPO304239
OG0002858	STRPU_25912	CAPO302020
OG0002860	STRPU_08076, STRPU_08077	CAPO304305
OG0002864	STRPU_23792, STRPU_23790	CAPO303007
OG0002865	STRPU_25424	CAPO302058
OG0002866	STRPU_11829	CAPO307089
OG0002868	STRPU_18427, STRPU_18466	CAPO307730
OG0002870	STRPU_16894, STRPU_16896	CAPO303935
OG0002873	STRPU_08691, STRPU_08690	CAPO302439
OG0002875	STRPU_21831	CAPO302434
OG0002876	STRPU_15672, STRPU_15655	CAPO302622
OG0002877	STRPU_27251	CAPO303139
OG0002878	STRPU_25517, STRPU_25518	CAPO304014
OG0002884	STRPU_24464	CAPO306804
OG0002888	STRPU_08987, STRPU_08989	CAPO302979
OG0002890	STRPU_25509	CAPO307147
OG0002891	STRPU_18851	CAPO305115
OG0002894	STRPU_21472	CAPO307506
OG0002895	STRPU_26434	CAPO306767, CAPO303745
OG0002896	STRPU_06711	CAPO301218
OG0002897	STRPU_23652, STRPU_23677	CAPO306671
OG0002899	STRPU_10901	CAPO306014
OG0002900	STRPU_27158	CAPO303795
OG0002902	STRPU_02085, STRPU_09116, STRPU_07082	CAPO300125
OG0002907	STRPU_27080	CAPO303347
OG0002908	STRPU_14008, STRPU_26306, STRPU_26279	CAPO301293
OG0002909	STRPU_22399	CAPO302801
OG0002911	STRPU_09561	CAPO306312
OG0002913	STRPU_13354	CAPO307505
OG0002914	STRPU_07220	CAPO304158
OG0002915	STRPU_25487	CAPO307623
OG0002916	STRPU_19092	CAPO307991
OG0002917	STRPU_06220, STRPU_06199	CAPO304597
OG0002921	STRPU_14716	CAPO307445
OG0002922	STRPU_09603	CAPO305731
OG0002923	STRPU_25958, STRPU_00219	CAPO307207
OG0002926	STRPU_26962	CAPO301908
OG0002927	STRPU_24156	CAPO307647
OG0002944	STRPU_24181	CAPO306630
OG0002945	STRPU_09100, STRPU_02071	CAPO307786
OG0002947	STRPU_01950, STRPU_22791, STRPU_22790, STRPU_01949	CAPO306510
OG0002948	STRPU_10465, STRPU_10463, STRPU_10464, STRPU_10466, STRPU_10462	CAPO303072
OG0002949	STRPU_09008	CAPO305527, CAPO304499
OG0002950	STRPU_01410, STRPU_08755	CAPO302322
OG0002952	STRPU_05886	CAPO304062, CAPO304063
OG0002953	STRPU_01982, STRPU_22822	CAPO305937
OG0002954	STRPU_12371	CAPO303510
OG0002955	STRPU_21881	CAPO305617
OG0002957	STRPU_06043	CAPO303846
OG0002959	STRPU_21480	CAPO305557
OG0002960	STRPU_19700, STRPU_19616	CAPO301301
OG0002961	STRPU_24844	CAPO306313
OG0002962	STRPU_08505	CAPO302937
OG0002965	STRPU_04332, STRPU_04305	CAPO304902
OG0002968	STRPU_17604	CAPO306161
OG0002969	STRPU_13535	CAPO301408
OG0002973	STRPU_23244	CAPO301405
OG0002974	STRPU_26267, STRPU_26293	CAPO300358
OG0002976	STRPU_27347	CAPO304649
OG0002977	STRPU_15051	CAPO306762
OG0002979	STRPU_17977, STRPU_17973	CAPO300623
OG0002981	STRPU_26025	CAPO305421
OG0002982	STRPU_17079	CAPO306469
OG0002983	STRPU_17106, STRPU_17121	CAPO302346
OG0002985	STRPU_04999	CAPO300589
OG0002987	STRPU_10336	CAPO306603
OG0002988	STRPU_13938	CAPO300003
OG0002990	STRPU_09780	CAPO304869
OG0002991	STRPU_04324, STRPU_04294	CAPO300778
OG0002992	STRPU_22805, STRPU_01964	CAPO307180
OG0002994	STRPU_01340, STRPU_11608, STRPU_25932	CAPO307303
OG0002997	STRPU_19304, STRPU_01837, STRPU_06052	CAPO307685
OG0002998	STRPU_06160	CAPO302958
OG0003001	STRPU_24021	CAPO302423
OG0003002	STRPU_13545	CAPO304848
OG0003005	STRPU_18621	CAPO302131
OG0003005	STRPU_21610	CAPO302452, CAPO300516
OG0003006	STRPU_02186, STRPU_09223	CAPO302605
OG0003010	STRPU_02659, STRPU_25901	CAPO303642
OG0003012	STRPU_22688	CAPO302272
OG0003014	STRPU_24788	CAPO304419
OG0003016	STRPU_05410	CAPO301025
OG0003017	STRPU_12917	CAPO303755
OG0003018	STRPU_05028	CAPO301697
OG0003019	STRPU_27351	CAPO307689
OG0003020	STRPU_10822, STRPU_10821	CAPO306543, CAPO306821
OG0003022	STRPU_06578, STRPU_06521	CAPO308155
OG0003025	STRPU_07785	CAPO306077
OG0003026	STRPU_19625, STRPU_19624, STRPU_19690, STRPU_19689, STRPU_19626	CAPO304742
OG0003027	STRPU_24061	CAPO302145
OG0003028	STRPU_07523	CAPO307794
OG0003029	STRPU_26298, STRPU_26272	CAPO301992
OG0003030	STRPU_16810	CAPO304737
OG0003033	STRPU_18122	CAPO300181
OG0003034	STRPU_05717, STRPU_05724	CAPO300214, CAPO307271
OG0003037	STRPU_10149, STRPU_10086, STRPU_10087, STRPU_10150	CAPO305626
OG0003038	STRPU_03176, STRPU_00268	CAPO300861
OG0003041	STRPU_24063	CAPO306033
OG0003042	STRPU_13359	CAPO301480
OG0003043	STRPU_04974	CAPO304921
OG0003044	STRPU_02536, STRPU_15154	CAPO300082
OG0003046	STRPU_24271, STRPU_24903	CAPO302851
OG0003048	STRPU_25876	CAPO300169
OG0003049	STRPU_18711	CAPO300501, CAPO307086, CAPO305726
OG0003053	STRPU_19330	CAPO305034
OG0003054	STRPU_06124	CAPO305605
OG0003055	STRPU_00401, STRPU_19285	CAPO307832
OG0003056	STRPU_17530	CAPO300334
OG0003058	STRPU_24724	CAPO305219
OG0003059	STRPU_21505	CAPO307928
OG0003060	STRPU_18962, STRPU_18976	CAPO300265
OG0003063	STRPU_23254	CAPO306091
OG0003064	STRPU_22511	CAPO303600
OG0003065	STRPU_01676, STRPU_02689	CAPO305486
OG0003067	STRPU_09682	CAPO301062
OG0003071	STRPU_05785	CAPO303765
OG0003072	STRPU_23989	CAPO300719
OG0003073	STRPU_14167, STRPU_26986	CAPO300571
OG0003074	STRPU_25415	CAPO305232
OG0003079	STRPU_26570	CAPO303732
OG0003103	STRPU_08503	CAPO300058
OG0003104	STRPU_16886	CAPO300208
OG0003106	STRPU_26456	CAPO300222
OG0003107	STRPU_25358	CAPO305408
OG0003108	STRPU_12185	CAPO307100
OG0003110	STRPU_06774, STRPU_06764	CAPO302380
OG0003111	STRPU_19102, STRPU_25827	CAPO305398
OG0003112	STRPU_04029	CAPO305044
OG0003113	STRPU_07108	CAPO303380
OG0003114	STRPU_20444	CAPO305811
OG0003115	STRPU_26735	CAPO305328
OG0003116	STRPU_05781, STRPU_16286, STRPU_16285	CAPO304220
OG0003119	STRPU_02657	CAPO301756
OG0003120	STRPU_04182, STRPU_04074	CAPO301313
OG0003121	STRPU_26433	CAPO300078
OG0003122	STRPU_20719	CAPO305152
OG0003124	STRPU_15080	CAPO307110
OG0003125	STRPU_02899	CAPO308199
OG0003128	STRPU_14558	CAPO300639
OG0003130	STRPU_14819	CAPO308112
OG0003131	STRPU_15359	CAPO301104
OG0003135	STRPU_20819	CAPO304970
OG0003136	STRPU_20970	CAPO303233
OG0003138	STRPU_11161	CAPO307798
OG0003141	STRPU_11150	CAPO300915
OG0003144	STRPU_17154	CAPO304802
OG0003145	STRPU_19760, STRPU_19761	CAPO301669
OG0003146	STRPU_24899	CAPO304953
OG0003147	STRPU_09368	CAPO305754
OG0003149	STRPU_27156, STRPU_27155, STRPU_27224, STRPU_27225	CAPO303321
OG0003150	STRPU_06198, STRPU_06219	CAPO304553
OG0003151	STRPU_25230	CAPO302311
OG0003152	STRPU_09091, STRPU_02064	CAPO306395
OG0003153	STRPU_25878	CAPO305242
OG0003154	STRPU_18558	CAPO308152
OG0003157	STRPU_05197	CAPO300659
OG0003158	STRPU_24600, STRPU_24607	CAPO304754
OG0003159	STRPU_04177	CAPO307514
OG0003160	STRPU_10206	CAPO305734
OG0003161	STRPU_20589	CAPO307952, CAPO307190, CAPO305141
OG0003162	STRPU_10286	CAPO303406
OG0003163	STRPU_26676	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	STRPU_05342	CAPO302879
OG0003165	STRPU_06042	CAPO302597
OG0003166	STRPU_06374	CAPO306562
OG0003169	STRPU_18714	CAPO302137
OG0003172	STRPU_13537	CAPO306984
OG0003174	STRPU_05745	CAPO306817
OG0003175	STRPU_24658	CAPO306274
OG0003176	STRPU_25686, STRPU_25705	CAPO307890
OG0003177	STRPU_09383, STRPU_01573	CAPO305441
OG0003178	STRPU_21387	CAPO303283
OG0003179	STRPU_04747	CAPO300801
OG0003181	STRPU_08188	CAPO304354
OG0003182	STRPU_25667	CAPO308003
OG0003184	STRPU_04863	CAPO303123
OG0003185	STRPU_11828	CAPO301951
OG0003187	STRPU_18755	CAPO303479
OG0003189	STRPU_17091	CAPO303157
OG0003190	STRPU_22540, STRPU_14018, STRPU_13852	CAPO303910
OG0003191	STRPU_02638, STRPU_24024	CAPO306279
OG0003192	STRPU_24110, STRPU_24115	CAPO301014
OG0003193	STRPU_06138	CAPO301211
OG0003194	STRPU_19971, STRPU_01201, STRPU_19969, STRPU_06685, STRPU_19785, STRPU_00785	CAPO301882
OG0003196	STRPU_25955, STRPU_00216, STRPU_09693, STRPU_09736	CAPO306231
OG0003198	STRPU_10958, STRPU_10959	CAPO304417
OG0003199	STRPU_22302	CAPO305890
OG0003200	STRPU_07566, STRPU_07567, STRPU_07570	CAPO301026
OG0003202	STRPU_04422	CAPO307016
OG0003203	STRPU_22174, STRPU_22167	CAPO305085
OG0003206	STRPU_05811	CAPO306250
OG0003207	STRPU_23438, STRPU_00999	CAPO301521
OG0003210	STRPU_20307	CAPO303247
OG0003211	STRPU_23623	CAPO307771
OG0003212	STRPU_23992	CAPO300076
OG0003214	STRPU_02469, STRPU_13596	CAPO305438
OG0003215	STRPU_21290	CAPO305646
OG0003217	STRPU_18366	CAPO304366
OG0003218	STRPU_05952	CAPO308113
OG0003219	STRPU_05483	CAPO306660
OG0003220	STRPU_17156	CAPO304799
OG0003221	STRPU_24811	CAPO300283
OG0003223	STRPU_08794	CAPO307650
OG0003225	STRPU_03637, STRPU_03655	CAPO303179
OG0003227	STRPU_09523	CAPO306597
OG0003228	STRPU_21707, STRPU_21643	CAPO305495
OG0003230	STRPU_09762, STRPU_09718	CAPO301507
OG0003231	STRPU_07608, STRPU_07607	CAPO301890
OG0003235	STRPU_22687	CAPO301047
OG0003238	STRPU_01914, STRPU_22758	CAPO305586
OG0003240	STRPU_22517	CAPO303081
OG0003251	STRPU_26207	CAPO307251
OG0003252	STRPU_20878	CAPO305303
OG0003254	STRPU_21153	CAPO307938
OG0003255	STRPU_22937	CAPO301338
OG0003257	STRPU_20833, STRPU_20870	CAPO303231
OG0003263	STRPU_08829	CAPO303458
OG0003264	STRPU_07699, STRPU_07685	CAPO306409
OG0003266	STRPU_03311	CAPO303168
OG0003267	STRPU_04175	CAPO300914
OG0003268	STRPU_26201	CAPO301821
OG0003269	STRPU_08663	CAPO304139
OG0003272	STRPU_05318	CAPO300665
OG0003273	STRPU_21049	CAPO307851
OG0003277	STRPU_22845	CAPO306142
OG0003278	STRPU_20470	CAPO306634
OG0003279	STRPU_05246	CAPO306251
OG0003282	STRPU_09679	CAPO305239
OG0003283	STRPU_23176	CAPO304400
OG0003284	STRPU_24635, STRPU_24634	CAPO302648
OG0003287	STRPU_16133, STRPU_16118	CAPO306546
OG0003288	STRPU_05660	CAPO307866
OG0003290	STRPU_19995	CAPO307662, CAPO300441
OG0003291	STRPU_14374	CAPO306657
OG0003293	STRPU_22259	CAPO300956
OG0003294	STRPU_05613, STRPU_05555	CAPO303988
OG0003296	STRPU_00434, STRPU_14195	CAPO301282
OG0003297	STRPU_08868, STRPU_00953	CAPO307941
OG0003298	STRPU_05740	CAPO306456
OG0003300	STRPU_08671, STRPU_01641, STRPU_11977, STRPU_07721, STRPU_12287	CAPO307904
OG0003301	STRPU_16244, STRPU_16205	CAPO300201
OG0003302	STRPU_04486	CAPO303848
OG0003306	STRPU_23936, STRPU_23962	CAPO303291
OG0003309	STRPU_24871	CAPO301499
OG0003315	STRPU_24567	CAPO301649
OG0003316	STRPU_00352, STRPU_11013	CAPO300235
OG0003317	STRPU_09007	CAPO304285
OG0003318	STRPU_23527	CAPO302830
OG0003320	STRPU_09402, STRPU_01555	CAPO303640
OG0003323	STRPU_09684, STRPU_09685	CAPO304122
OG0003324	STRPU_08869, STRPU_00952	CAPO308312
OG0003325	STRPU_04053	CAPO300972, CAPO304961
OG0003326	STRPU_09393, STRPU_01566	CAPO308259
OG0003329	STRPU_27328	CAPO303336
OG0003331	STRPU_15371	CAPO303947
OG0003332	STRPU_07786	CAPO307894
OG0003333	STRPU_01214, STRPU_12086	CAPO307836
OG0003334	STRPU_03431, STRPU_22058	CAPO305710
OG0003335	STRPU_20823	CAPO302255
OG0003340	STRPU_24554	CAPO305389
OG0003341	STRPU_21771	CAPO301683
OG0003345	STRPU_03496, STRPU_03234, STRPU_03275	CAPO302682
OG0003348	STRPU_24382	CAPO308059, CAPO308052
OG0003349	STRPU_04798, STRPU_04805	CAPO300780
OG0003353	STRPU_23410, STRPU_01027	CAPO304897
OG0003354	STRPU_22433	CAPO300396
OG0003355	STRPU_04134	CAPO308186
OG0003356	STRPU_08703, STRPU_01469	CAPO306224
OG0003357	STRPU_09879	CAPO307953
OG0003358	STRPU_01921, STRPU_22765	CAPO307281
OG0003359	STRPU_12338	CAPO303262, CAPO304527
OG0003360	STRPU_12153, STRPU_12119	CAPO301722
OG0003361	STRPU_21285	CAPO301802
OG0003362	STRPU_05653	CAPO306572
OG0003364	STRPU_12256	CAPO301569
OG0003365	STRPU_24219, STRPU_01081	CAPO301538
OG0003366	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478	CAPO302011
OG0003368	STRPU_09309	CAPO307793
OG0003369	STRPU_04619	CAPO305084
OG0003370	STRPU_24791	CAPO302725
OG0003373	STRPU_11782, STRPU_11541, STRPU_11733	CAPO301869
OG0003374	STRPU_16743, STRPU_01716	CAPO305683
OG0003375	STRPU_27269, STRPU_27284	CAPO301633, CAPO305837
OG0003376	STRPU_09336	CAPO306560
OG0003377	STRPU_12932	CAPO301205
OG0003378	STRPU_12591	CAPO305510
OG0003379	STRPU_24222, STRPU_24221, STRPU_01079	CAPO301575
OG0003380	STRPU_14745	CAPO301115
OG0003382	STRPU_00632, STRPU_12505	CAPO302262
OG0003383	STRPU_23796	CAPO305778
OG0003384	STRPU_01561, STRPU_09397	CAPO306617
OG0003386	STRPU_10904	CAPO300917
OG0003388	STRPU_04625, STRPU_04647	CAPO302657, CAPO304459, CAPO302957
OG0003391	STRPU_21082	CAPO301846
OG0003392	STRPU_08299	CAPO304278
OG0003393	STRPU_17374	CAPO304102
OG0003419	STRPU_03427	CAPO301040
OG0003421	STRPU_05462	CAPO300028
OG0003422	STRPU_12647	CAPO300121
OG0003424	STRPU_08669	CAPO307323
OG0003425	STRPU_27213	CAPO304371
OG0003426	STRPU_21596	CAPO301532
OG0003428	STRPU_04993	CAPO300586
OG0003429	STRPU_11803	CAPO307638
OG0003430	STRPU_03710	CAPO305848
OG0003431	STRPU_13834	CAPO308284
OG0003434	STRPU_22971	CAPO303572
OG0003435	STRPU_20684	CAPO300552
OG0003438	STRPU_12768, STRPU_02356, STRPU_15490	CAPO304548, CAPO305602, CAPO302554
OG0003443	STRPU_21532	CAPO306901, CAPO306924
OG0003447	STRPU_23990	CAPO304621, CAPO305856
OG0003448	STRPU_25380	CAPO305307
OG0003449	STRPU_08216, STRPU_08220, STRPU_08215	CAPO304421
OG0003450	STRPU_04502	CAPO304313
OG0003451	STRPU_18049	CAPO302760
OG0003453	STRPU_15285	CAPO304718
OG0003454	STRPU_13689, STRPU_02387	CAPO305798
OG0003455	STRPU_21218	CAPO300221
OG0003456	STRPU_08652	CAPO305023
OG0003457	STRPU_25059	CAPO307022
OG0003458	STRPU_07419	CAPO301287
OG0003459	STRPU_21409	CAPO304210
OG0003461	STRPU_12813	CAPO304469
OG0003462	STRPU_01190, STRPU_19960	CAPO306452
OG0003464	STRPU_08415	CAPO306136
OG0003465	STRPU_19515	CAPO307530
OG0003467	STRPU_04467, STRPU_04466	CAPO306150
OG0003471	STRPU_21792	CAPO304216
OG0003475	STRPU_18099, STRPU_01787	CAPO307501
OG0003476	STRPU_22836	CAPO306987
OG0003477	STRPU_07450, STRPU_07441	CAPO308122
OG0003478	STRPU_20938	CAPO300139
OG0003479	STRPU_01940, STRPU_22782	CAPO302288
OG0003480	STRPU_25605	CAPO303582
OG0003483	STRPU_04672	CAPO305509
OG0003486	STRPU_17601	CAPO304249
OG0003487	STRPU_10374	CAPO300925
OG0003489	STRPU_24792	CAPO305291
OG0003491	STRPU_06727	CAPO304911
OG0003492	STRPU_04886	CAPO306303
OG0003493	STRPU_19324	CAPO306533
OG0003497	STRPU_03308	CAPO305660
OG0003498	STRPU_24846	CAPO306898
OG0003499	STRPU_05492	CAPO301160
OG0003500	STRPU_02909, STRPU_21217	CAPO304927
OG0003501	STRPU_18507	CAPO303209
OG0003502	STRPU_14905	CAPO306906
OG0003503	STRPU_09082, STRPU_02055	CAPO307158
OG0003504	STRPU_08880, STRPU_00941	CAPO304351
OG0003505	STRPU_26126	CAPO305207
OG0003506	STRPU_05341	CAPO302826
OG0003507	STRPU_19336	CAPO303307
OG0003508	STRPU_13552	CAPO307911
OG0003509	STRPU_10961	CAPO305689
OG0003511	STRPU_26830	CAPO307348, CAPO308352
OG0003512	STRPU_14597	CAPO303631, CAPO302677, CAPO302168
OG0003515	STRPU_05774	CAPO307211
OG0003518	STRPU_26026	CAPO307641
OG0003519	STRPU_13946	CAPO307608
OG0003522	STRPU_08126, STRPU_08113	CAPO306659
OG0003523	STRPU_11145	CAPO304976
OG0003525	STRPU_22611	CAPO305089
OG0003528	STRPU_17490, STRPU_17491, STRPU_17489	CAPO306484
OG0003531	STRPU_20597	CAPO300308
OG0003532	STRPU_10739	CAPO303744
OG0003533	STRPU_22386	CAPO301327
OG0003537	STRPU_09412, STRPU_01545	CAPO301555
OG0003538	STRPU_05821	CAPO301093
OG0003539	STRPU_22523	CAPO300449
OG0003541	STRPU_25471	CAPO300603
OG0003543	STRPU_16716	CAPO301989
OG0003544	STRPU_07440, STRPU_07449	CAPO300418
OG0003546	STRPU_19646, STRPU_19647, STRPU_19674	CAPO303583
OG0003547	STRPU_12469	CAPO308031
OG0003550	STRPU_01035, STRPU_23404	CAPO300137
OG0003551	STRPU_18972, STRPU_18959	CAPO308286
OG0003552	STRPU_20147	CAPO307114
OG0003554	STRPU_09335	CAPO301001
OG0003556	STRPU_08012	CAPO302339
OG0003557	STRPU_20157	CAPO306086
OG0003561	STRPU_17360, STRPU_17346	CAPO301198
OG0003562	STRPU_24859	CAPO303388
OG0003563	STRPU_01477, STRPU_08694	CAPO300808, CAPO301102
OG0003564	STRPU_09624	CAPO300720
OG0003566	STRPU_11918, STRPU_11878	CAPO300164
OG0003567	STRPU_02062, STRPU_09090	CAPO307296
OG0003568	STRPU_14841	CAPO303992
OG0003569	STRPU_23349	CAPO306390
OG0003570	STRPU_02794	CAPO305849
OG0003573	STRPU_14812	CAPO300904
OG0003577	STRPU_22045	CAPO306764
OG0003578	STRPU_14245	CAPO307426
OG0003579	STRPU_04470	CAPO300766
OG0003582	STRPU_22683	CAPO302819
OG0003599	STRPU_26822	CAPO301420
OG0003600	STRPU_25452	CAPO305414
OG0003607	STRPU_21163, STRPU_21155, STRPU_21154	CAPO301867
