Orthogroup	STRPU_ok	CAPO3
OG0003803	STRPU_20204	CAPO307540
OG0003806	STRPU_00975, STRPU_08841	CAPO304817
OG0003807	STRPU_08093	CAPO308021
OG0003808	STRPU_24251, STRPU_01054	CAPO308095
OG0003809	STRPU_04114	CAPO306197
OG0003811	STRPU_05891	CAPO302863
OG0003812	STRPU_11207	CAPO300349
OG0003813	STRPU_04220, STRPU_04255	CAPO305053
OG0003818	STRPU_05558, STRPU_05616	CAPO306945
OG0003820	STRPU_27077	CAPO302724
OG0003823	STRPU_24666	CAPO305304
OG0003824	STRPU_09421, STRPU_01538	CAPO300109
OG0003826	STRPU_14827	CAPO303948
OG0003827	STRPU_19325	CAPO302156
OG0003828	STRPU_20403	CAPO304442
OG0003829	STRPU_20384	CAPO304825
OG0003831	STRPU_05243	CAPO301320
OG0003833	STRPU_05825, STRPU_05285	CAPO305448
OG0003834	STRPU_26294, STRPU_26268	CAPO307203
OG0003835	STRPU_24475	CAPO300102
OG0003836	STRPU_05030	CAPO301610
OG0003837	STRPU_08087	CAPO304430
OG0003838	STRPU_05727	CAPO304061, CAPO304064
OG0003839	STRPU_19903	CAPO300238, CAPO301543, CAPO307066
OG0003840	STRPU_26799	CAPO300299
OG0003843	STRPU_21504	CAPO301582
OG0003844	STRPU_27219	CAPO306235
OG0003845	STRPU_14394	CAPO302000
OG0003846	STRPU_10200	CAPO300905
OG0003847	STRPU_19484	CAPO300400
OG0003848	STRPU_19765	CAPO305229, CAPO305228
OG0003850	STRPU_17743	CAPO306458
OG0003851	STRPU_22235	CAPO301154
OG0003852	STRPU_22104	CAPO302241
OG0003853	STRPU_21495, STRPU_21486	CAPO308238
OG0003854	STRPU_26673	CAPO306385
OG0003855	STRPU_24429	CAPO304198
OG0003856	STRPU_09243	CAPO308004
OG0003857	STRPU_09242	CAPO302185
OG0003858	STRPU_20968	CAPO300728
OG0003859	STRPU_23995	CAPO306990
OG0003860	STRPU_24611	CAPO303899
OG0003861	STRPU_17125, STRPU_17109	CAPO302754
OG0003863	STRPU_10014	CAPO300200
OG0003864	STRPU_21449	CAPO300087
OG0003865	STRPU_25046	CAPO304904
OG0003866	STRPU_17669, STRPU_02253	CAPO302683
OG0003867	STRPU_10594	CAPO301767
OG0003868	STRPU_19663, STRPU_19655	CAPO306848
OG0003869	STRPU_00857, STRPU_14063	CAPO307094
OG0003870	STRPU_12851, STRPU_12861	CAPO305132
OG0003871	STRPU_08000	CAPO304658
OG0003872	STRPU_14352	CAPO300319
OG0003873	STRPU_11352	CAPO305775
OG0003875	STRPU_12470	CAPO303382
OG0003876	STRPU_18481, STRPU_18439	CAPO307728
OG0003878	STRPU_22393	CAPO308329
OG0003881	STRPU_23870, STRPU_23833	CAPO303685
OG0003886	STRPU_25179	CAPO304109
OG0003887	STRPU_04757	CAPO307036
OG0003888	STRPU_17913	CAPO302764
OG0003890	STRPU_16231, STRPU_16184, STRPU_16192, STRPU_16233	CAPO304707
OG0003892	STRPU_01952, STRPU_22793	CAPO307708
OG0003893	STRPU_20997, STRPU_20996	CAPO300022
OG0003894	STRPU_20332	CAPO302778
OG0003897	STRPU_10680, STRPU_00559	CAPO303759
OG0003898	STRPU_06593	CAPO307893, CAPO307749, CAPO306069
OG0003899	STRPU_24703, STRPU_24689	CAPO300674
OG0003900	STRPU_20822	CAPO301714
OG0003901	STRPU_03089, STRPU_03088	CAPO301256
OG0003903	STRPU_09773, STRPU_09730	CAPO305736
OG0003904	STRPU_23136	CAPO305947
OG0003906	STRPU_26939	CAPO301369
OG0003908	STRPU_23887	CAPO308216
OG0003909	STRPU_26189	CAPO301220
OG0003910	STRPU_16982	CAPO302786
OG0003911	STRPU_24667	CAPO305312
OG0003912	STRPU_26148	CAPO307896
OG0003913	STRPU_18325, STRPU_01122	CAPO306587
OG0003914	STRPU_23090	CAPO301224
OG0003915	STRPU_06949	CAPO304633
OG0003917	STRPU_04930	CAPO306797
OG0003920	STRPU_17479	CAPO301554
OG0003921	STRPU_24499	CAPO300430
OG0003922	STRPU_13161, STRPU_13140	CAPO304241
OG0003924	STRPU_22928, STRPU_22927	CAPO302790
OG0003925	STRPU_11004, STRPU_00344	CAPO301662
OG0003926	STRPU_10755	CAPO303036
OG0003927	STRPU_14530	CAPO304671
OG0003929	STRPU_25575	CAPO303872
OG0003930	STRPU_11790	CAPO301599
OG0003931	STRPU_08493	CAPO304399
OG0003932	STRPU_13334, STRPU_15755	CAPO300048, CAPO300047
OG0003934	STRPU_24564	CAPO301204
OG0003936	STRPU_26066	CAPO302163
OG0003938	STRPU_17909	CAPO305166
OG0003939	STRPU_18436, STRPU_18437, STRPU_18479	CAPO303853
OG0003942	STRPU_10724	CAPO300632
OG0003944	STRPU_26716	CAPO300493
OG0003945	STRPU_12909	CAPO300812
OG0003946	STRPU_09832	CAPO303843
OG0003947	STRPU_09926	CAPO306325
OG0003950	STRPU_12188	CAPO307097
OG0003954	STRPU_07256, STRPU_07231	CAPO304758
OG0003955	STRPU_05331	CAPO304097
OG0003959	STRPU_20127	CAPO304028
OG0003961	STRPU_24706	CAPO303890
OG0003965	STRPU_01083, STRPU_24217	CAPO302867
OG0003966	STRPU_17582, STRPU_17569	CAPO301181
OG0003969	STRPU_21355	CAPO304197
OG0003971	STRPU_03433	CAPO301852
OG0003972	STRPU_25335	CAPO308018
OG0003973	STRPU_21229, STRPU_21231	CAPO307513
OG0003998	STRPU_20556	CAPO305634
OG0003999	STRPU_01968, STRPU_22810	CAPO306327
OG0004000	STRPU_24949	CAPO302913
OG0004002	STRPU_21325	CAPO305544
OG0004005	STRPU_16657, STRPU_16683	CAPO302213
OG0004007	STRPU_19148	CAPO307105
OG0004009	STRPU_04637, STRPU_04668	CAPO305072
OG0004010	STRPU_18499	CAPO303524
OG0004012	STRPU_09870	CAPO308011
OG0004014	STRPU_01097, STRPU_24202	CAPO303473
OG0004015	STRPU_18380	CAPO305112
OG0004016	STRPU_16841	CAPO303609
OG0004017	STRPU_14536	CAPO308124
OG0004023	STRPU_25909	CAPO307204
OG0004027	STRPU_13511	CAPO301145
OG0004031	STRPU_21388	CAPO306218
OG0004032	STRPU_06807	CAPO300291
OG0004033	STRPU_21510	CAPO304862
OG0004035	STRPU_25661	CAPO301995
OG0004037	STRPU_06495	CAPO306482
OG0004038	STRPU_06801	CAPO307927
OG0004041	STRPU_21042	CAPO306646
OG0004042	STRPU_16694, STRPU_16667	CAPO302696
OG0004044	STRPU_24535	CAPO300275
OG0004047	STRPU_08496	CAPO304083
OG0004048	STRPU_10205	CAPO304654
OG0004050	STRPU_22597	CAPO308116
OG0004053	STRPU_26759, STRPU_26744	CAPO301919
OG0004054	STRPU_20700	CAPO308277
OG0004056	STRPU_23719	CAPO306031
OG0004058	STRPU_26518	CAPO301904
OG0004059	STRPU_21348	CAPO301877
OG0004063	STRPU_17709	CAPO300628
OG0004064	STRPU_24939	CAPO304453
OG0004065	STRPU_11423	CAPO304029
OG0004067	STRPU_06102	CAPO301812
OG0004068	STRPU_17877	CAPO301030
OG0004069	STRPU_23907	CAPO307785
OG0004070	STRPU_08271	CAPO302894
OG0004071	STRPU_20340	CAPO306388
OG0004072	STRPU_14126, STRPU_14112	CAPO305194
OG0004075	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420	CAPO308024
OG0004076	STRPU_00594, STRPU_07563	CAPO307967
OG0004079	STRPU_05743	CAPO300687
OG0004080	STRPU_13277	CAPO305236
OG0004081	STRPU_06127	CAPO301069
OG0004082	STRPU_24384	CAPO305460
OG0004083	STRPU_21744, STRPU_21680	CAPO304047
OG0004084	STRPU_18900, STRPU_07666, STRPU_18901	CAPO300193
OG0004085	STRPU_06109	CAPO307782
OG0004090	STRPU_24163	CAPO304280
OG0004091	STRPU_19319	CAPO307795
OG0004092	STRPU_13303	CAPO301516
OG0004093	STRPU_09708, STRPU_09752	CAPO303612
OG0004094	STRPU_20262	CAPO306112
OG0004095	STRPU_12681, STRPU_12680	CAPO302216
OG0004096	STRPU_20338	CAPO306070
OG0004097	STRPU_11558	CAPO300790
OG0004099	STRPU_08317	CAPO306437
OG0004100	STRPU_23805	CAPO306356
OG0004101	STRPU_24073	CAPO303749, CAPO302702
OG0004103	STRPU_24486, STRPU_24316	CAPO306700
OG0004104	STRPU_26985	CAPO303684
OG0004105	STRPU_24009	CAPO308098
OG0004106	STRPU_11447	CAPO303386
OG0004108	STRPU_08375, STRPU_08376	CAPO307282
OG0004110	STRPU_02810	CAPO300855
OG0004112	STRPU_27382, STRPU_27383	CAPO304610
OG0004113	STRPU_23577	CAPO305835
OG0004114	STRPU_20826	CAPO301854
OG0004115	STRPU_00175, STRPU_10848, STRPU_10829	CAPO306386
OG0004116	STRPU_03821, STRPU_03835	CAPO303186
OG0004118	STRPU_01975, STRPU_22816	CAPO306139
OG0004119	STRPU_25283	CAPO303741
OG0004120	STRPU_04036	CAPO303757
OG0004123	STRPU_24495	CAPO304624
OG0004124	STRPU_07572	CAPO302738
OG0004125	STRPU_08132	CAPO304359
OG0004127	STRPU_00575, STRPU_07543	CAPO306895
OG0004130	STRPU_16002	CAPO307075
OG0004131	STRPU_14462, STRPU_14463	CAPO301925
OG0004133	STRPU_07007	CAPO305598
OG0004134	STRPU_10399	CAPO304433
OG0004136	STRPU_18932	CAPO307338
OG0004140	STRPU_25703, STRPU_25684	CAPO307995
OG0004142	STRPU_22286	CAPO300440
OG0004144	STRPU_13998	CAPO302917
OG0004148	STRPU_13669, STRPU_02401	CAPO301152
OG0004150	STRPU_17897	CAPO303497
OG0004151	STRPU_25469	CAPO307015
OG0004153	STRPU_04733, STRPU_04726	CAPO305022
OG0004154	STRPU_23784	CAPO308154
OG0004156	STRPU_23130	CAPO307556
OG0004158	STRPU_24023, STRPU_02639	CAPO302219
OG0004160	STRPU_19074	CAPO302118
OG0004164	STRPU_04686	CAPO306879
OG0004166	STRPU_09733, STRPU_09689	CAPO300703
OG0004167	STRPU_21156, STRPU_21164	CAPO305574
OG0004168	STRPU_14329	CAPO303881
OG0004169	STRPU_08900, STRPU_00919	CAPO302967
OG0004170	STRPU_12942, STRPU_12955	CAPO305320
OG0004171	STRPU_16148	CAPO305810
OG0004174	STRPU_18461, STRPU_18420	CAPO303644
OG0004176	STRPU_05147, STRPU_05071	CAPO304072
OG0004179	STRPU_08384	CAPO304392
OG0004181	STRPU_05420, STRPU_05421	CAPO304353
OG0004182	STRPU_17424	CAPO305817
OG0004183	STRPU_20295	CAPO301817
OG0004184	STRPU_08996	CAPO302251
OG0004186	STRPU_21395	CAPO307615
OG0004187	STRPU_26055	CAPO301572
OG0004188	STRPU_16239, STRPU_16200, STRPU_10934	CAPO308209
OG0004198	STRPU_22505	CAPO302636
OG0004215	STRPU_14765, STRPU_02559	CAPO307025
OG0004216	STRPU_26208	CAPO304745
OG0004217	STRPU_04965	CAPO300553
OG0004219	STRPU_24948	CAPO302642
OG0004222	STRPU_21148	CAPO307934
OG0004223	STRPU_24406	CAPO308310
OG0004226	STRPU_13717	CAPO301388
OG0004227	STRPU_11362	CAPO302252
OG0004228	STRPU_12983	CAPO303492
OG0004230	STRPU_03309	CAPO305821
OG0004231	STRPU_26733	CAPO300312
OG0004232	STRPU_10212	CAPO301443
OG0004235	STRPU_02171, STRPU_09204, STRPU_02170, STRPU_09201, STRPU_02169, STRPU_09197, STRPU_09202	CAPO306795
OG0004236	STRPU_20693	CAPO301760
OG0004237	STRPU_05856	CAPO301645
OG0004239	STRPU_20308	CAPO304082
OG0004240	STRPU_20696	CAPO301736, CAPO306948
OG0004241	STRPU_06100	CAPO304693
OG0004243	STRPU_25021	CAPO302349
OG0004245	STRPU_09672	CAPO301120
OG0004246	STRPU_22152	CAPO307710
OG0004247	STRPU_03726	CAPO306324
OG0004248	STRPU_11280, STRPU_11242, STRPU_11281	CAPO306807
OG0004249	STRPU_05688	CAPO302316
OG0004250	STRPU_20579	CAPO305518
OG0004252	STRPU_06470, STRPU_06473	CAPO305536
OG0004254	STRPU_04154	CAPO304883
OG0004257	STRPU_15432	CAPO305171
OG0004258	STRPU_05921	CAPO301342
OG0004259	STRPU_27359	CAPO301048
OG0004261	STRPU_25985	CAPO305950
OG0004263	STRPU_13850	CAPO304844
OG0004269	STRPU_09465, STRPU_09466	CAPO308233
OG0004270	STRPU_27064	CAPO303791
OG0004271	STRPU_21998	CAPO303178
OG0004272	STRPU_26435	CAPO303743
OG0004278	STRPU_26571	CAPO303739
OG0004280	STRPU_16617	CAPO302169
OG0004282	STRPU_24365	CAPO306035
OG0004283	STRPU_05367	CAPO301216
OG0004284	STRPU_10181	CAPO303039
OG0004285	STRPU_09806	CAPO306621
OG0004286	STRPU_16779, STRPU_01753, STRPU_16776, STRPU_16778	CAPO300246
OG0004287	STRPU_20550	CAPO305534
OG0004288	STRPU_25897	CAPO302203
OG0004289	STRPU_20972	CAPO307509
OG0004291	STRPU_21078	CAPO306696
OG0004292	STRPU_18201	CAPO301407
OG0004295	STRPU_18784	CAPO300437
OG0004296	STRPU_04115	CAPO307058
OG0004297	STRPU_20036	CAPO306140
OG0004299	STRPU_05475	CAPO307863
OG0004300	STRPU_21999	CAPO308218
OG0004301	STRPU_02519, STRPU_15137	CAPO305855
OG0004302	STRPU_14723	CAPO307149
OG0004303	STRPU_06629	CAPO306261
OG0004304	STRPU_10222	CAPO307407
OG0004305	STRPU_10897, STRPU_10895	CAPO306704
OG0004307	STRPU_08356	CAPO306787
OG0004308	STRPU_17528	CAPO302385
OG0004309	STRPU_11289	CAPO304021
OG0004310	STRPU_22930	CAPO306903
OG0004312	STRPU_26183	CAPO306752
OG0004314	STRPU_19410	CAPO301283
OG0004315	STRPU_09779	CAPO307076
OG0004316	STRPU_16713	CAPO300656
OG0004319	STRPU_11528	CAPO308294
OG0004320	STRPU_06054	CAPO300174
OG0004321	STRPU_04553	CAPO306639
OG0004322	STRPU_07127	CAPO307895
OG0004323	STRPU_17059, STRPU_17055, STRPU_17053, STRPU_17057	CAPO307483
OG0004324	STRPU_24904	CAPO300240
OG0004328	STRPU_24297	CAPO305261
OG0004329	STRPU_09615	CAPO302035
OG0004330	STRPU_21871	CAPO305393
OG0004331	STRPU_21658, STRPU_21723	CAPO305384
OG0004333	STRPU_24897	CAPO303439
OG0004335	STRPU_05371	CAPO302791
OG0004337	STRPU_01557, STRPU_09403, STRPU_01558, STRPU_01556, STRPU_09401, STRPU_09400	CAPO300958
OG0004338	STRPU_05398	CAPO300828
OG0004344	STRPU_22062	CAPO307152
OG0004345	STRPU_19863, STRPU_19890	CAPO306847
OG0004347	STRPU_02516, STRPU_15134	CAPO307703
OG0004348	STRPU_06508	CAPO306158
OG0004349	STRPU_23509	CAPO308184
OG0004350	STRPU_16900	CAPO300994
OG0004351	STRPU_10892	CAPO307239
OG0004352	STRPU_10734	CAPO300873
OG0004353	STRPU_10473	CAPO306055, CAPO306087
OG0004354	STRPU_03448	CAPO307581
OG0004355	STRPU_24976	CAPO303478
OG0004356	STRPU_16141, STRPU_16134	CAPO300159
OG0004357	STRPU_07481	CAPO303880
OG0004358	STRPU_23362	CAPO301323
OG0004359	STRPU_23834, STRPU_23872	CAPO305703
OG0004360	STRPU_24625	CAPO301752
OG0004361	STRPU_12471	CAPO308302
OG0004363	STRPU_03832, STRPU_04504	CAPO304580
OG0004364	STRPU_21818	CAPO305213
OG0004365	STRPU_21985	CAPO305948
OG0004368	STRPU_19467	CAPO306084
OG0004369	STRPU_19645, STRPU_19675	CAPO305592
OG0004370	STRPU_06731	CAPO302143
OG0004372	STRPU_18914, STRPU_18915, STRPU_18879, STRPU_18917, STRPU_18878, STRPU_18916	CAPO304892
OG0004373	STRPU_18651	CAPO308311
OG0004374	STRPU_14956, STRPU_14987	CAPO306983
OG0004375	STRPU_21903	CAPO305927
OG0004376	STRPU_14838	CAPO303203
OG0004377	STRPU_13587, STRPU_01605	CAPO303614
OG0004378	STRPU_14220	CAPO303140
OG0004379	STRPU_12632	CAPO300162
OG0004380	STRPU_04047	CAPO307847
OG0004381	STRPU_27030	CAPO300684
OG0004382	STRPU_26803	CAPO308307
OG0004383	STRPU_20811	CAPO301688
OG0004385	STRPU_20019	CAPO306534
OG0004388	STRPU_07888	CAPO303742
OG0004389	STRPU_18432, STRPU_18475	CAPO302416
OG0004390	STRPU_20364	CAPO300046
OG0004391	STRPU_04771	CAPO305468
OG0004392	STRPU_04849	CAPO303282
OG0004394	STRPU_05865	CAPO305886
OG0004396	STRPU_10960	CAPO300955
OG0004398	STRPU_14743	CAPO307605
OG0004399	STRPU_23354	CAPO301536
OG0004400	STRPU_24835	CAPO304368, CAPO302395
OG0004401	STRPU_00105, STRPU_22184	CAPO307684
OG0004404	STRPU_03631	CAPO300907
OG0004405	STRPU_09173, STRPU_02136	CAPO302866
OG0004406	STRPU_20717	CAPO305558
OG0004413	STRPU_23910	CAPO301518
OG0004417	STRPU_19276, STRPU_00411	CAPO302119
OG0004418	STRPU_12510, STRPU_12484	CAPO305208
OG0004421	STRPU_23460, STRPU_00982	CAPO303320
OG0004423	STRPU_07349, STRPU_07348, STRPU_07901, STRPU_07902, STRPU_07928	CAPO306935
OG0004425	STRPU_24641	CAPO302090
OG0004426	STRPU_20530, STRPU_20532	CAPO301784
OG0004459	STRPU_09571	CAPO300459
OG0004460	STRPU_26151	CAPO307206
OG0004461	STRPU_16622	CAPO305355
OG0004462	STRPU_06172	CAPO302893
OG0004465	STRPU_07028	CAPO303487, CAPO307912
OG0004467	STRPU_15008	CAPO307496
OG0004468	STRPU_15279	CAPO307854
OG0004472	STRPU_10341	CAPO303803
OG0004474	STRPU_11443	CAPO300829
OG0004476	STRPU_05459	CAPO307856
OG0004479	STRPU_25490	CAPO303963
OG0004481	STRPU_27176	CAPO306702
OG0004483	STRPU_22442	CAPO303122
OG0004484	STRPU_11038, STRPU_00376	CAPO302152
OG0004486	STRPU_25549, STRPU_00815	CAPO307639
OG0004488	STRPU_26430	CAPO301849
OG0004489	STRPU_01983, STRPU_22823	CAPO305447
OG0004492	STRPU_14985, STRPU_14954	CAPO307196
OG0004494	STRPU_08650	CAPO306570
OG0004495	STRPU_20165, STRPU_20159	CAPO306359
OG0004496	STRPU_19920	CAPO303733
OG0004497	STRPU_25842	CAPO307202
OG0004498	STRPU_25250	CAPO305224
OG0004500	STRPU_07478	CAPO301850
OG0004501	STRPU_16986	CAPO301840
OG0004502	STRPU_06181, STRPU_06211, STRPU_06212, STRPU_06185, STRPU_06182	CAPO301779, CAPO300429
OG0004503	STRPU_05123, STRPU_05048	CAPO300332
OG0004506	STRPU_09238	CAPO305016
OG0004507	STRPU_26831	CAPO301894
OG0004508	STRPU_12775, STRPU_02362	CAPO301654
OG0004509	STRPU_20073, STRPU_19808, STRPU_00760	CAPO300500
OG0004511	STRPU_25065	CAPO303457
OG0004512	STRPU_21468	CAPO302842
OG0004513	STRPU_24975	CAPO303104
OG0004515	STRPU_09715, STRPU_09759	CAPO305182
OG0004516	STRPU_15095	CAPO306036, CAPO307859
OG0004517	STRPU_08537	CAPO305332
OG0004518	STRPU_20077, STRPU_20104	CAPO306412
OG0004519	STRPU_23291	CAPO307914
OG0004520	STRPU_06769	CAPO300090
OG0004521	STRPU_15629, STRPU_15616	CAPO306692
OG0004523	STRPU_26732	CAPO304989
OG0004525	STRPU_08186	CAPO303518
OG0004526	STRPU_19898, STRPU_19872	CAPO302498
OG0004527	STRPU_08149	CAPO302077
OG0004529	STRPU_24902	CAPO306628
OG0004530	STRPU_05253, STRPU_05269	CAPO304739
OG0004531	STRPU_05381, STRPU_05466	CAPO302345, CAPO307115
OG0004532	STRPU_09265	CAPO300005
OG0004533	STRPU_22451	CAPO306022
OG0004535	STRPU_20971	CAPO307124
OG0004537	STRPU_12968, STRPU_20100, STRPU_20122	CAPO306837
OG0004540	STRPU_24629, STRPU_24633	CAPO307351
OG0004541	STRPU_16941, STRPU_16932, STRPU_11408, STRPU_11409	CAPO307806
OG0004542	STRPU_12852, STRPU_12862	CAPO306706
OG0004544	STRPU_22295	CAPO306563
OG0004545	STRPU_18557	CAPO307212
OG0004546	STRPU_20037	CAPO306808
OG0004547	STRPU_23159	CAPO304852
OG0004548	STRPU_20408	CAPO305113
OG0004551	STRPU_13302	CAPO301498
OG0004552	STRPU_06150	CAPO301361, CAPO306759
OG0004553	STRPU_17878	CAPO302768
OG0004554	STRPU_16784	CAPO300747
OG0004555	STRPU_25721	CAPO301994
OG0004556	STRPU_15459	CAPO305616
OG0004558	STRPU_00553, STRPU_10690	CAPO307355
OG0004559	STRPU_01434, STRPU_08736	CAPO303756
OG0004561	STRPU_06803	CAPO304794
OG0004563	STRPU_12094	CAPO303030
OG0004564	STRPU_20730, STRPU_00727	CAPO301873
OG0004565	STRPU_21813	CAPO303409
OG0004569	STRPU_15605, STRPU_02203	CAPO303601
OG0004572	STRPU_25507, STRPU_08793	CAPO302719
OG0004573	STRPU_15071	CAPO305859
OG0004574	STRPU_12120, STRPU_12154	CAPO300276
OG0004577	STRPU_26190	CAPO307905
OG0004578	STRPU_19395	CAPO307713
OG0004579	STRPU_22367	CAPO308171
OG0004581	STRPU_06299, STRPU_06345	CAPO305629
OG0004582	STRPU_18765	CAPO304857
OG0004583	STRPU_07152	CAPO301319
OG0004585	STRPU_25453	CAPO307959
OG0004587	STRPU_05894	CAPO303576
OG0004588	STRPU_15207, STRPU_15264	CAPO307046
OG0004590	STRPU_02506, STRPU_15126	CAPO307910
OG0004592	STRPU_16297, STRPU_16316	CAPO307767
OG0004593	STRPU_09569	CAPO306311
OG0004595	STRPU_22021	CAPO305901
OG0004596	STRPU_15814, STRPU_15861	CAPO301763
OG0004596	STRPU_15860	CAPO300672
OG0004599	STRPU_22193	CAPO306185
OG0004600	STRPU_19612, STRPU_19703, STRPU_19613	CAPO306391
OG0004601	STRPU_20311	CAPO300529
OG0004602	STRPU_02109, STRPU_09139	CAPO307709
OG0004605	STRPU_08470	CAPO303013
OG0004609	STRPU_14843	CAPO305274
OG0004610	STRPU_26960	CAPO308217
OG0004611	STRPU_19068	CAPO305879, CAPO305850
OG0004612	STRPU_22551	CAPO307176
OG0004616	STRPU_24959	CAPO302661, CAPO307774
OG0004619	STRPU_13721	CAPO306976
OG0004621	STRPU_23746	CAPO301592
OG0004623	STRPU_15918	CAPO303271
OG0004626	STRPU_26240, STRPU_02827	CAPO304074
OG0004627	STRPU_06756, STRPU_06778	CAPO302578
OG0004628	STRPU_22771, STRPU_01930	CAPO300844
OG0004629	STRPU_19582	CAPO300874
OG0004630	STRPU_17376	CAPO300032
OG0004633	STRPU_10593	CAPO306431
OG0004634	STRPU_11068	CAPO306443
OG0004635	STRPU_03202	CAPO305826
OG0004638	STRPU_20070	CAPO300328
OG0004639	STRPU_19843	CAPO304960
OG0004640	STRPU_07528	CAPO305391
OG0004641	STRPU_02602, STRPU_19925	CAPO301192
OG0004642	STRPU_25278	CAPO303810
OG0004643	STRPU_06998, STRPU_06982	CAPO303111
OG0004644	STRPU_20458	CAPO308177
OG0004646	STRPU_26956	CAPO304987
OG0004648	STRPU_26366	CAPO306796
OG0004649	STRPU_14306	CAPO308035
OG0004651	STRPU_15638	CAPO307192
OG0004652	STRPU_07001, STRPU_06984	CAPO307126
OG0004654	STRPU_01730, STRPU_16755	CAPO304098
OG0004655	STRPU_12453	CAPO300932
OG0004656	STRPU_27342, STRPU_27341	CAPO306315
OG0004657	STRPU_10556	CAPO300965
OG0004658	STRPU_17373	CAPO302853
OG0004659	STRPU_23697	CAPO305571
OG0004663	STRPU_15121, STRPU_02502	CAPO307060
OG0004668	STRPU_20801	CAPO307032
OG0004669	STRPU_00267, STRPU_03175	CAPO301719
OG0004670	STRPU_24120, STRPU_24116, STRPU_24111	CAPO301141
OG0004671	STRPU_14675	CAPO303199
OG0004672	STRPU_25247	CAPO300788
OG0004673	STRPU_13830	CAPO305181
OG0004674	STRPU_19075	CAPO301298
OG0004675	STRPU_08042	CAPO300152
OG0004676	STRPU_21235	CAPO305483
OG0004678	STRPU_19781, STRPU_00789	CAPO306062
OG0004679	STRPU_14727	CAPO307020
OG0004682	STRPU_01134, STRPU_18312	CAPO302643
OG0004685	STRPU_14434, STRPU_14451	CAPO300514
OG0004687	STRPU_23891	CAPO300850
OG0004690	STRPU_22103	CAPO302294
OG0004691	STRPU_21357	CAPO301832
OG0004692	STRPU_21508	CAPO306711
OG0004694	STRPU_08867, STRPU_00954	CAPO302831
OG0004695	STRPU_07856, STRPU_07854	CAPO304127
OG0004696	STRPU_04321, STRPU_04291	CAPO303339
OG0004697	STRPU_05810	CAPO308157
OG0004699	STRPU_14477	CAPO305801
OG0004700	STRPU_08419	CAPO305394
OG0004702	STRPU_23035, STRPU_00911, STRPU_00910, STRPU_23034	CAPO306323
OG0004703	STRPU_14615, STRPU_14633	CAPO302281
OG0004707	STRPU_00067	CAPO302039
OG0004707	STRPU_05595, STRPU_05535	CAPO307222
OG0004708	STRPU_14404	CAPO302589
OG0004711	STRPU_15942, STRPU_00504	CAPO307614
OG0004728	STRPU_25586	CAPO306092
OG0004732	STRPU_15291, STRPU_15304	CAPO303065
OG0004733	STRPU_26994	CAPO303723
OG0004738	STRPU_09010	CAPO307391
OG0004739	STRPU_08689	CAPO305372
OG0004740	STRPU_20673	CAPO303587
OG0004743	STRPU_13380, STRPU_13403	CAPO305537
OG0004744	STRPU_00309, STRPU_08592	CAPO307377
OG0004747	STRPU_26212	CAPO305266
OG0004748	STRPU_26332	CAPO300851
OG0004749	STRPU_26258	CAPO303738
OG0004752	STRPU_12476	CAPO300189
OG0004753	STRPU_10592	CAPO307970
OG0004756	STRPU_24829	CAPO300650
OG0004757	STRPU_24845	CAPO300079
OG0004758	STRPU_25553, STRPU_00818	CAPO307791
OG0004759	STRPU_21118	CAPO301731
OG0004760	STRPU_09566	CAPO302986
OG0004761	STRPU_21976	CAPO301372
OG0004762	STRPU_11440, STRPU_14746	CAPO306336
OG0004763	STRPU_03310	CAPO303189
OG0004764	STRPU_00681, STRPU_18946	CAPO306665
OG0004765	STRPU_19109	CAPO300145
OG0004766	STRPU_03594, STRPU_03529	CAPO300107
OG0004767	STRPU_08127	CAPO304258
OG0004768	STRPU_05242	CAPO302814
OG0004769	STRPU_20357	CAPO305909
OG0004770	STRPU_17911	CAPO306549
OG0004771	STRPU_12549, STRPU_12956, STRPU_12940	CAPO306141
OG0004774	STRPU_08367	CAPO302467
OG0004775	STRPU_13816	CAPO308292
OG0004781	STRPU_05641, STRPU_05581	CAPO302855
OG0004784	STRPU_08821	CAPO300506
OG0004785	STRPU_13970	CAPO301223
OG0004786	STRPU_13760, STRPU_01488	CAPO306813
OG0004787	STRPU_11506	CAPO300677
OG0004788	STRPU_05189, STRPU_05187	CAPO303606
OG0004792	STRPU_00418, STRPU_14208	CAPO304121, CAPO301355
OG0004793	STRPU_09856	CAPO303691
OG0004794	STRPU_07548, STRPU_00580	CAPO302268
OG0004795	STRPU_15105, STRPU_02482	CAPO306522
OG0004797	STRPU_07568, STRPU_07565	CAPO308248
OG0004798	STRPU_20998	CAPO306979
OG0004801	STRPU_08247	CAPO301409
OG0004803	STRPU_06802	CAPO304966
OG0004805	STRPU_06445, STRPU_06446	CAPO301148
OG0004808	STRPU_10771	CAPO300921
OG0004810	STRPU_23365	CAPO307085
OG0004811	STRPU_26197	CAPO304670
OG0004812	STRPU_25055	CAPO300913
OG0004813	STRPU_07605	CAPO302301
OG0004814	STRPU_13183	CAPO305193
OG0004815	STRPU_10030, STRPU_10029	CAPO306099
OG0004817	STRPU_23099	CAPO300646
OG0004819	STRPU_24434	CAPO303489
OG0004820	STRPU_18016	CAPO301474
OG0004822	STRPU_21965	CAPO303272
OG0004823	STRPU_23656, STRPU_23680	CAPO301131
