Orthogroup	HELIO_ok	SCHMD
OG0005632	HELIO_12577	SCHMD14616, SCHMD19534
OG0005633	HELIO_11732	SCHMD07099
OG0005634	HELIO_11013	SCHMD20586
OG0005636	HELIO_12502	SCHMD19328, SCHMD18481
OG0005637	HELIO_10696	SCHMD23112
OG0005642	HELIO_06278	SCHMD13411
OG0005644	HELIO_10313	SCHMD04718
OG0005645	HELIO_00410	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665
OG0005649	HELIO_12421	SCHMD08195, SCHMD22964
OG0005652	HELIO_07272	SCHMD16380, SCHMD06971
OG0005656	HELIO_10016	SCHMD27371
OG0005685	HELIO_03325	SCHMD11471
OG0005690	HELIO_03413	SCHMD02487
OG0005691	HELIO_05597	SCHMD26506
OG0005692	HELIO_03208	SCHMD02679
OG0005696	HELIO_12573	SCHMD00584
OG0005697	HELIO_11701	SCHMD05678
OG0005701	HELIO_11001	SCHMD02012
OG0005702	HELIO_05411	SCHMD14141
OG0005703	HELIO_03523	SCHMD17404
OG0005704	HELIO_09401	SCHMD11470
OG0005707	HELIO_03290	SCHMD05853
OG0005712	HELIO_06457	SCHMD07067
OG0005714	HELIO_00649	SCHMD01804
OG0005715	HELIO_11531	SCHMD12420, SCHMD17206
OG0005718	HELIO_09514	SCHMD10737
OG0005720	HELIO_03445	SCHMD22971
OG0005721	HELIO_02065	SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	HELIO_04765	SCHMD06963
OG0005724	HELIO_10899	SCHMD16415, SCHMD22314
OG0005727	HELIO_10669	SCHMD10634, SCHMD08590
OG0005728	HELIO_08124	SCHMD03714
OG0005729	HELIO_01495	SCHMD24969
OG0005732	HELIO_01353	SCHMD17368, SCHMD29400, SCHMD29134
OG0005733	HELIO_02700	SCHMD03723
OG0005734	HELIO_09780	SCHMD02857
OG0005737	HELIO_11981	SCHMD03849
OG0005740	HELIO_02179	SCHMD24212, SCHMD05560
OG0005744	HELIO_11935	SCHMD03440, SCHMD17406
OG0005745	HELIO_09269	SCHMD00316, SCHMD12070
OG0005746	HELIO_04588	SCHMD18087
OG0005748	HELIO_12092	SCHMD10607
OG0005749	HELIO_04648	SCHMD01444, SCHMD00011
OG0005750	HELIO_05593	SCHMD13471, SCHMD16445
OG0005754	HELIO_12470	SCHMD05803
OG0005755	HELIO_06702	SCHMD12048
OG0005757	HELIO_08858, HELIO_03870	SCHMD07565
OG0005758	HELIO_02931	SCHMD02273
OG0005761	HELIO_02584	SCHMD17717
OG0005762	HELIO_00886	SCHMD02446
OG0005763	HELIO_09742	SCHMD07552
OG0005764	HELIO_09831	SCHMD24702
OG0005765	HELIO_09886	SCHMD18072, SCHMD07191
OG0005770	HELIO_05210	SCHMD08433, SCHMD15883
OG0005771	HELIO_02570	SCHMD04988
OG0005774	HELIO_11617	SCHMD08709
OG0005775	HELIO_09395	SCHMD29828
OG0005776	HELIO_03223	SCHMD03919
OG0005779	HELIO_00910	SCHMD09046
OG0005781	HELIO_07995	SCHMD12803, SCHMD19512, SCHMD12804
OG0005788	HELIO_02485	SCHMD17492
OG0005789	HELIO_11720	SCHMD07616, SCHMD07618
OG0005790	HELIO_02506	SCHMD05737, SCHMD05738
OG0005791	HELIO_06108	SCHMD25739
OG0005793	HELIO_06902	SCHMD01801
OG0005795	HELIO_01529	SCHMD13893
OG0005796	HELIO_06502	SCHMD07390
OG0005797	HELIO_06182	SCHMD07039
OG0005799	HELIO_04889	SCHMD10267
OG0005800	HELIO_10961	SCHMD00983
OG0005802	HELIO_06888	SCHMD00774
OG0005803	HELIO_12301	SCHMD20737
OG0005804	HELIO_12765	SCHMD08064, SCHMD11360
OG0005806	HELIO_09787	SCHMD15358
OG0005809	HELIO_08836, HELIO_08838	SCHMD00240
OG0005811	HELIO_00291	SCHMD09652
OG0005814	HELIO_01064	SCHMD01776
OG0005816	HELIO_10894	SCHMD28319
OG0005817	HELIO_02390	SCHMD05597, SCHMD01856
OG0005818	HELIO_03468	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	HELIO_01957	SCHMD08649
OG0005824	HELIO_03469	SCHMD01009
OG0005828	HELIO_07094	SCHMD21164, SCHMD18882
OG0005829	HELIO_05165	SCHMD10491
OG0005831	HELIO_05610	SCHMD04560
OG0005835	HELIO_06665	SCHMD06972
OG0005836	HELIO_12625	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	HELIO_02604	SCHMD28753
OG0005840	HELIO_01446	SCHMD07247
OG0005842	HELIO_10018	SCHMD15622
OG0005843	HELIO_09916	SCHMD06491
OG0005845	HELIO_01881	SCHMD05449
OG0005847	HELIO_06346	SCHMD14907
OG0005848	HELIO_00072	SCHMD10194, SCHMD07261
OG0005849	HELIO_05794	SCHMD07252
OG0005850	HELIO_12393	SCHMD04093
OG0005851	HELIO_02591	SCHMD25831, SCHMD26851
OG0005852	HELIO_02791	SCHMD02557
OG0005853	HELIO_03426	SCHMD29663, SCHMD04997
OG0005854	HELIO_00521	SCHMD19253, SCHMD17372
OG0005858	HELIO_09711	SCHMD20485
OG0005860	HELIO_01705	SCHMD03591
OG0005863	HELIO_07574	SCHMD02497
OG0005864	HELIO_00995	SCHMD10925
OG0005865	HELIO_12295	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	HELIO_11279, HELIO_11280	SCHMD03734
OG0005869	HELIO_12207	SCHMD26507, SCHMD23591
OG0005870	HELIO_12581	SCHMD09476
OG0005871	HELIO_03511	SCHMD00778
OG0005874	HELIO_08275	SCHMD05420
OG0005875	HELIO_09385	SCHMD00264
OG0005876	HELIO_07615	SCHMD17997, SCHMD16591
OG0005877	HELIO_03600	SCHMD25314
OG0005880	HELIO_00646	SCHMD29444, SCHMD13249, SCHMD04126
OG0005882	HELIO_02750	SCHMD00272, SCHMD00273
OG0005883	HELIO_09836	SCHMD01141
OG0005886	HELIO_05390	SCHMD18383
OG0005887	HELIO_06315	SCHMD01687
OG0005888	HELIO_06386	SCHMD13482
OG0005889	HELIO_01483	SCHMD11972
OG0005890	HELIO_09731	SCHMD09184, SCHMD12140
OG0005891	HELIO_08277	SCHMD26926
OG0005892	HELIO_06081	SCHMD08931, SCHMD12929
OG0005895	HELIO_00588	SCHMD12191
OG0005897	HELIO_01641	SCHMD08042
OG0005899	HELIO_09792	SCHMD12882, SCHMD12880
OG0005900	HELIO_07976	SCHMD03686
OG0005903	HELIO_06437	SCHMD00050
OG0005909	HELIO_02854	SCHMD20781
OG0005910	HELIO_00707, HELIO_00706	SCHMD09520, SCHMD06408
OG0005913	HELIO_00322, HELIO_08669	SCHMD08000
OG0005918	HELIO_10555	SCHMD16076, SCHMD19461
OG0005919	HELIO_03998	SCHMD24140, SCHMD26763
OG0005921	HELIO_02652	SCHMD20283
OG0005923	HELIO_07917, HELIO_07918	SCHMD07170
OG0005924	HELIO_09463	SCHMD07545
OG0005926	HELIO_08901, HELIO_08900	SCHMD04836
OG0005927	HELIO_07794	SCHMD05874
OG0005928	HELIO_05155	SCHMD22733, SCHMD16359
OG0005929	HELIO_10781	SCHMD10353
OG0005930	HELIO_02271	SCHMD12780
OG0005933	HELIO_09168	SCHMD09471
OG0005935	HELIO_01568	SCHMD06109
OG0005936	HELIO_01257	SCHMD24148, SCHMD16917
OG0005937	HELIO_06991	SCHMD13453
OG0005939	HELIO_01056	SCHMD09857
OG0005940	HELIO_09380	SCHMD20079
OG0005942	HELIO_03899	SCHMD23166
OG0005946	HELIO_03144	SCHMD17764, SCHMD14112
OG0005947	HELIO_01190	SCHMD04554
OG0005948	HELIO_09928	SCHMD05630
OG0005949	HELIO_07740	SCHMD04688
OG0005950	HELIO_02777	SCHMD24842
OG0005952	HELIO_03293	SCHMD14057
OG0005955	HELIO_01137	SCHMD28997
OG0005956	HELIO_09591	SCHMD02817
OG0005959	HELIO_10342	SCHMD19013
OG0005963	HELIO_05798	SCHMD01826
OG0005965	HELIO_01531	SCHMD08437
OG0005966	HELIO_10744	SCHMD21323, SCHMD27755
OG0005967	HELIO_10887	SCHMD05472
OG0005969	HELIO_02845	SCHMD09557
OG0005970	HELIO_06792	SCHMD01213
OG0005971	HELIO_08644	SCHMD02682
OG0005973	HELIO_11893	SCHMD13962
OG0005974	HELIO_12424	SCHMD07776
OG0005977	HELIO_12506	SCHMD05711
OG0005978	HELIO_06345	SCHMD07295, SCHMD07297
OG0005979	HELIO_12104	SCHMD12835, SCHMD02124
OG0005982	HELIO_12070	SCHMD25871, SCHMD22233
OG0005986	HELIO_00701	SCHMD08044
OG0005987	HELIO_01948	SCHMD00944
OG0005989	HELIO_12608	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	HELIO_05394	SCHMD11427, SCHMD18715
OG0005994	HELIO_12563	SCHMD29551, SCHMD27858
OG0005995	HELIO_07095	SCHMD08037
OG0005998	HELIO_10227	SCHMD02380, SCHMD09950
OG0006000	HELIO_10172	SCHMD01538
OG0006001	HELIO_08674	SCHMD09796
OG0006002	HELIO_10959	SCHMD03942
OG0006003	HELIO_11170	SCHMD28801, SCHMD05202
OG0006005	HELIO_07237	SCHMD22182, SCHMD08878
OG0006009	HELIO_12081	SCHMD19529
OG0006010	HELIO_07331	SCHMD15502
OG0006062	HELIO_08726	SCHMD24107
OG0006063	HELIO_11989	SCHMD23310, SCHMD03030
OG0006064	HELIO_02594	SCHMD10442
OG0006065	HELIO_08296	SCHMD02636
OG0006066	HELIO_00574	SCHMD10156
OG0006069	HELIO_07213	SCHMD05080
OG0006070	HELIO_02550	SCHMD12482, SCHMD20456
OG0006074	HELIO_00468	SCHMD10253
OG0006075	HELIO_11114	SCHMD09391
OG0006079	HELIO_05348	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	HELIO_02517	SCHMD03767, SCHMD03768
OG0006083	HELIO_09907	SCHMD05588
OG0006084	HELIO_04599	SCHMD04050
OG0006085	HELIO_06045	SCHMD06820, SCHMD25134
OG0006087	HELIO_02406	SCHMD02837
OG0006094	HELIO_07261	SCHMD22247
OG0006095	HELIO_05960	SCHMD01933
OG0006097	HELIO_00948	SCHMD02082
OG0006098	HELIO_12451	SCHMD03761
OG0006099	HELIO_02548	SCHMD01333, SCHMD00446
OG0006100	HELIO_06033	SCHMD13497
OG0006101	HELIO_04181	SCHMD20998, SCHMD13053
OG0006102	HELIO_02161	SCHMD05671
OG0006104	HELIO_11790	SCHMD02621
OG0006106	HELIO_01676	SCHMD07924
OG0006108	HELIO_02395	SCHMD01135
OG0006111	HELIO_09546	SCHMD08002
OG0006112	HELIO_00153	SCHMD08098
OG0006113	HELIO_01033, HELIO_06282	SCHMD19939, SCHMD12223
OG0006115	HELIO_09653	SCHMD11076, SCHMD17247
OG0006116	HELIO_06321, HELIO_06170	SCHMD23071, SCHMD20841
OG0006118	HELIO_11336	SCHMD01132
OG0006119	HELIO_01320	SCHMD11970
OG0006120	HELIO_01402	SCHMD01574
OG0006121	HELIO_03902	SCHMD07418
OG0006123	HELIO_05780	SCHMD01986
OG0006124	HELIO_04516	SCHMD06412
OG0006125	HELIO_04092	SCHMD18618
OG0006127	HELIO_09878	SCHMD21305
OG0006128	HELIO_05999	SCHMD10897
OG0006129	HELIO_10684	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	HELIO_11258	SCHMD03678
OG0006136	HELIO_01347	SCHMD24287, SCHMD09864
OG0006137	HELIO_11623	SCHMD12111, SCHMD06962
OG0006144	HELIO_01610	SCHMD00428, SCHMD04861
OG0006145	HELIO_02039	SCHMD01605
OG0006146	HELIO_11581	SCHMD09246
OG0006148	HELIO_03796	SCHMD13560, SCHMD22230
OG0006152	HELIO_02838, HELIO_02839	SCHMD06866
OG0006153	HELIO_10903	SCHMD01641
OG0006155	HELIO_09019	SCHMD16795, SCHMD26962
OG0006156	HELIO_01157	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	HELIO_03424	SCHMD08900
OG0006159	HELIO_01135	SCHMD22266
OG0006163	HELIO_10622	SCHMD15384
OG0006164	HELIO_00503	SCHMD06001
OG0006165	HELIO_10096	SCHMD04333
OG0006167	HELIO_09583	SCHMD07995
OG0006168	HELIO_04374	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	HELIO_01683	SCHMD23567
OG0006171	HELIO_08769	SCHMD11398
OG0006172	HELIO_09368	SCHMD10620, SCHMD16388
OG0006180	HELIO_05100	SCHMD14399, SCHMD04884
OG0006181	HELIO_02483	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	HELIO_10717	SCHMD11899
OG0006184	HELIO_07281	SCHMD09309
OG0006185	HELIO_10309	SCHMD16220, SCHMD19381
OG0006186	HELIO_07896	SCHMD00394
OG0006187	HELIO_10624	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	HELIO_02600	SCHMD05423
OG0006189	HELIO_09819	SCHMD01559
OG0006191	HELIO_05111	SCHMD07313
OG0006192	HELIO_02484	SCHMD08338, SCHMD08339
OG0006199	HELIO_07696	SCHMD04415, SCHMD04413
OG0006202	HELIO_07913	SCHMD08868
OG0006204	HELIO_06341	SCHMD16863
OG0006205	HELIO_06982	SCHMD14314
OG0006215	HELIO_03247	SCHMD09656
OG0006216	HELIO_01427	SCHMD09510
OG0006217	HELIO_08745	SCHMD21927, SCHMD16840
OG0006219	HELIO_11309	SCHMD06440
OG0006220	HELIO_03835	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	HELIO_08499	SCHMD00700
OG0006222	HELIO_02089	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999
OG0006224	HELIO_11003	SCHMD00469
OG0006226	HELIO_08615, HELIO_07283	SCHMD17067, SCHMD16763
OG0006227	HELIO_02965	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	HELIO_08595	SCHMD17318, SCHMD23866
OG0006230	HELIO_04171	SCHMD02493
OG0006232	HELIO_02413	SCHMD02032
OG0006233	HELIO_12645	SCHMD06980
OG0006234	HELIO_02209	SCHMD13683, SCHMD14118
OG0006235	HELIO_04447	SCHMD04538
OG0006239	HELIO_12453	SCHMD01406
OG0006240	HELIO_10169	SCHMD29814
OG0006246	HELIO_03207	SCHMD00484
OG0006247	HELIO_12325	SCHMD22174
OG0006248	HELIO_02578	SCHMD12206, SCHMD10060
OG0006249	HELIO_03685	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	HELIO_04452	SCHMD16390
OG0006252	HELIO_07441	SCHMD16745, SCHMD16993
OG0006253	HELIO_09861, HELIO_09860	SCHMD09135
OG0006254	HELIO_03235	SCHMD04705, SCHMD29411
OG0006258	HELIO_02104	SCHMD05887
OG0006259	HELIO_08011	SCHMD06837
OG0006260	HELIO_02690	SCHMD09985, SCHMD17439
OG0006261	HELIO_01281	SCHMD24384
OG0006263	HELIO_01869	SCHMD00121
OG0006268	HELIO_11361	SCHMD06847
OG0006269	HELIO_01840	SCHMD04607
OG0006271	HELIO_08830	SCHMD07857
OG0006275	HELIO_03477	SCHMD29462, SCHMD24813, SCHMD16649
OG0006279	HELIO_03686	SCHMD04231
OG0006280	HELIO_04297	SCHMD15524, SCHMD19210
OG0006282	HELIO_02370	SCHMD08230
OG0006283	HELIO_12120	SCHMD06325
OG0006284	HELIO_12533	SCHMD20607, SCHMD19598
OG0006285	HELIO_00662	SCHMD01607, SCHMD01606
OG0006286	HELIO_12161	SCHMD01297, SCHMD01298
OG0006287	HELIO_11429	SCHMD02772, SCHMD02771
OG0006289	HELIO_05726	SCHMD08039
OG0006290	HELIO_11929	SCHMD00955
OG0006291	HELIO_02126	SCHMD09043
OG0006293	HELIO_02797	SCHMD16297
OG0006294	HELIO_01836	SCHMD15450, SCHMD16229
OG0006295	HELIO_06735	SCHMD02966
OG0006297	HELIO_03473	SCHMD09759
OG0006298	HELIO_07555	SCHMD01046, SCHMD24624
OG0006301	HELIO_02503	SCHMD09923
OG0006304	HELIO_02086	SCHMD06368
OG0006305	HELIO_00440	SCHMD12627
OG0006306	HELIO_02884	SCHMD12510, SCHMD15396
OG0006310	HELIO_09882	SCHMD12354
OG0006311	HELIO_07328	SCHMD23312
OG0006315	HELIO_08491	SCHMD05407
OG0006316	HELIO_11024	SCHMD26139, SCHMD20052
OG0006319	HELIO_05167	SCHMD10541, SCHMD13166
OG0006321	HELIO_02693	SCHMD08365
OG0006322	HELIO_05302	SCHMD10221
OG0006323	HELIO_03381	SCHMD04105
OG0006325	HELIO_12476	SCHMD16004
OG0006327	HELIO_04051	SCHMD15773
OG0006329	HELIO_06141	SCHMD08342
OG0006330	HELIO_02203	SCHMD08411
OG0006331	HELIO_06448	SCHMD09182, SCHMD12138
OG0006332	HELIO_10634	SCHMD14581
OG0006334	HELIO_03962	SCHMD05752, SCHMD05753
OG0006335	HELIO_08944	SCHMD11650, SCHMD08469
OG0006337	HELIO_01227	SCHMD11989
OG0006340	HELIO_10564	SCHMD19432
OG0006341	HELIO_02596	SCHMD05125
OG0006344	HELIO_02682	SCHMD21084, SCHMD09358
OG0006349	HELIO_11196	SCHMD05182
OG0006351	HELIO_01111	SCHMD06816
OG0006352	HELIO_12264	SCHMD07373
OG0006353	HELIO_08847	SCHMD10639
OG0006360	HELIO_03201	SCHMD08060
OG0006362	HELIO_00933	SCHMD03337
OG0006363	HELIO_03249	SCHMD19238
OG0006364	HELIO_11661	SCHMD06510, SCHMD06511
OG0006365	HELIO_02059	SCHMD14860
OG0006370	HELIO_08191	SCHMD28920
OG0006372	HELIO_12026	SCHMD07447
OG0006375	HELIO_08503	SCHMD00652
OG0006376	HELIO_08120	SCHMD06608
OG0006377	HELIO_08767	SCHMD10116
OG0006378	HELIO_10749	SCHMD10668, SCHMD11255
OG0006379	HELIO_11177	SCHMD18267
OG0006381	HELIO_05870	SCHMD24227, SCHMD16114
OG0006383	HELIO_00800	SCHMD26033, SCHMD18774
OG0006386	HELIO_08108	SCHMD13835, SCHMD19804
OG0006387	HELIO_04976	SCHMD14692
OG0006392	HELIO_11026	SCHMD15116, SCHMD12579
OG0006395	HELIO_02881	SCHMD08199
OG0006401	HELIO_05695	SCHMD19581, SCHMD26470
OG0006402	HELIO_12228, HELIO_12229	SCHMD13826, SCHMD09114
OG0006408	HELIO_00982	SCHMD11225
OG0006414	HELIO_01013	SCHMD18742
OG0006442	HELIO_11335	SCHMD29787, SCHMD29760
OG0006443	HELIO_11958	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	HELIO_04101	SCHMD18654
OG0006452	HELIO_08481	SCHMD23102, SCHMD15046
OG0006454	HELIO_03255	SCHMD07698, SCHMD07699
OG0006456	HELIO_08853	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	HELIO_00878	SCHMD16313
OG0006459	HELIO_04320	SCHMD21368
OG0006461	HELIO_01776	SCHMD19693, SCHMD11861
OG0006462	HELIO_05402	SCHMD07729
OG0006463	HELIO_12258	SCHMD07130
OG0006464	HELIO_03458	SCHMD12787, SCHMD19777
OG0006465	HELIO_10993	SCHMD28077, SCHMD07507
OG0006469	HELIO_10978	SCHMD02780
OG0006470	HELIO_01090	SCHMD16861
OG0006472	HELIO_04238	SCHMD23852, SCHMD12162
OG0006474	HELIO_12383	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	HELIO_08214	SCHMD12763
OG0006476	HELIO_04991	SCHMD29103, SCHMD25388
OG0006478	HELIO_06607	SCHMD01744
OG0006479	HELIO_06008	SCHMD20030
OG0006480	HELIO_11368	SCHMD01088
OG0006481	HELIO_00988	SCHMD02855
OG0006482	HELIO_08203	SCHMD06492
OG0006486	HELIO_03923	SCHMD12934, SCHMD02395
OG0006488	HELIO_02453	SCHMD29514, SCHMD21588
OG0006490	HELIO_10388	SCHMD00433
OG0006494	HELIO_00627	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	HELIO_04534	SCHMD05406
OG0006503	HELIO_12395	SCHMD07908
OG0006504	HELIO_04078	SCHMD04702, SCHMD29580
OG0006505	HELIO_12638	SCHMD08554, SCHMD08796
OG0006507	HELIO_12124	SCHMD22063
OG0006509	HELIO_08979	SCHMD13705
OG0006512	HELIO_00915, HELIO_00916	SCHMD12217, SCHMD11205
OG0006514	HELIO_03646	SCHMD08264
OG0006515	HELIO_10337	SCHMD03249
OG0006517	HELIO_01010	SCHMD00950
OG0006518	HELIO_06694	SCHMD03959
OG0006519	HELIO_01604	SCHMD25528
OG0006520	HELIO_01054	SCHMD00155
OG0006523	HELIO_02795	SCHMD12246, SCHMD13301
OG0006525	HELIO_00865	SCHMD21904
OG0006526	HELIO_03425	SCHMD14233
OG0006527	HELIO_03298	SCHMD10447, SCHMD13054
OG0006528	HELIO_12157	SCHMD09670
OG0006532	HELIO_12414	SCHMD27245
OG0006533	HELIO_10267	SCHMD18625
OG0006536	HELIO_01245	SCHMD28548
OG0006537	HELIO_02770	SCHMD07012
OG0006538	HELIO_00835	SCHMD09434
OG0006540	HELIO_06514	SCHMD24252, SCHMD19265
OG0006543	HELIO_04460	SCHMD05909
OG0006544	HELIO_03354	SCHMD05488
OG0006545	HELIO_10212	SCHMD08819
OG0006546	HELIO_01839	SCHMD22666, SCHMD26503
OG0006547	HELIO_04168	SCHMD01454
OG0006549	HELIO_06344	SCHMD07432
OG0006550	HELIO_11646	SCHMD05608
OG0006552	HELIO_05537	SCHMD16090
OG0006553	HELIO_09294	SCHMD03817
OG0006554	HELIO_11137	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	HELIO_07036	SCHMD10898, SCHMD08118
OG0006561	HELIO_01583	SCHMD07629
OG0006563	HELIO_05170, HELIO_04601	SCHMD08352
OG0006564	HELIO_04895	SCHMD15011
OG0006567	HELIO_00971	SCHMD25728, SCHMD21897
OG0006570	HELIO_06228	SCHMD12205, SCHMD05328
OG0006571	HELIO_02921	SCHMD00180, SCHMD27487
OG0006573	HELIO_06358	SCHMD10554
OG0006574	HELIO_08922	SCHMD18201
OG0006579	HELIO_05914	SCHMD11335, SCHMD14843
OG0006583	HELIO_06969	SCHMD08738
OG0006586	HELIO_01946	SCHMD14590
OG0006588	HELIO_01448	SCHMD29130
OG0006590	HELIO_01741	SCHMD02740
OG0006593	HELIO_11602	SCHMD08560
OG0006595	HELIO_09575	SCHMD08252
OG0006596	HELIO_09364	SCHMD05657
OG0006597	HELIO_00477	SCHMD04098
OG0006598	HELIO_08458	SCHMD23134
OG0006599	HELIO_03613	SCHMD28680
OG0006600	HELIO_03138	SCHMD12543, SCHMD20580
OG0006604	HELIO_08860	SCHMD12610
OG0006606	HELIO_06615	SCHMD11990
OG0006607	HELIO_00321	SCHMD00025
OG0006608	HELIO_12351	SCHMD21063
OG0006610	HELIO_11565	SCHMD10412
OG0006614	HELIO_08065	SCHMD05476
OG0006615	HELIO_05092	SCHMD02189
OG0006616	HELIO_08234	SCHMD12397
OG0006619	HELIO_09123	SCHMD14686
OG0006621	HELIO_09053	SCHMD06932
OG0006622	HELIO_02210	SCHMD16418, SCHMD16456
OG0006623	HELIO_11233	SCHMD00154
OG0006624	HELIO_10116	SCHMD28658, SCHMD27359
OG0006626	HELIO_05961	SCHMD05850
OG0006628	HELIO_02588	SCHMD10378
OG0006630	HELIO_10586	SCHMD02436
OG0006631	HELIO_00442	SCHMD24627, SCHMD24745
OG0006632	HELIO_10046	SCHMD11914, SCHMD18633
OG0006633	HELIO_03206	SCHMD06460
OG0006636	HELIO_12004	SCHMD09363
OG0006640	HELIO_02481	SCHMD09877
OG0006646	HELIO_00489	SCHMD10329
OG0006647	HELIO_09459	SCHMD12770, SCHMD12371
OG0006648	HELIO_06638	SCHMD13489, SCHMD23341
OG0006651	HELIO_02310	SCHMD07289, SCHMD06082
OG0006653	HELIO_09990	SCHMD04276, SCHMD04275
OG0006656	HELIO_11349	SCHMD15425
OG0006659	HELIO_12103	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915
OG0006662	HELIO_09320	SCHMD11088, SCHMD02344
OG0006663	HELIO_02313	SCHMD05461
OG0006664	HELIO_02701	SCHMD01212
OG0006666	HELIO_12248	SCHMD00843
OG0006668	HELIO_07541	SCHMD00035
OG0006669	HELIO_11899	SCHMD15456
OG0006670	HELIO_08029	SCHMD06283
OG0006671	HELIO_05864	SCHMD02649
OG0006673	HELIO_06392	SCHMD11139, SCHMD01947
OG0006674	HELIO_04135	SCHMD28901
OG0006675	HELIO_08924	SCHMD10065, SCHMD21124
OG0006677	HELIO_09774	SCHMD28844
OG0006678	HELIO_02277	SCHMD02351
OG0006680	HELIO_02680	SCHMD07321, SCHMD04365
OG0006682	HELIO_10432	SCHMD13232
OG0006683	HELIO_02924	SCHMD12055
OG0006684	HELIO_06154	SCHMD03196
OG0006686	HELIO_12341	SCHMD05511
OG0006688	HELIO_03127	SCHMD02782
OG0006689	HELIO_05938	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	HELIO_02191	SCHMD02600
OG0006691	HELIO_03575	SCHMD14621
OG0006692	HELIO_11578	SCHMD15336
OG0006694	HELIO_03880	SCHMD05629
OG0006695	HELIO_08328	SCHMD06025
OG0006697	HELIO_01191	SCHMD19994, SCHMD13817, SCHMD29045
OG0006698	HELIO_12446	SCHMD12118
OG0006700	HELIO_12057	SCHMD29051, SCHMD15433, SCHMD27357
OG0006703	HELIO_06495	SCHMD00739
OG0006704	HELIO_06847	SCHMD28226
OG0006705	HELIO_06835	SCHMD14770, SCHMD13114
OG0006706	HELIO_11342	SCHMD12854
OG0006707	HELIO_00394	SCHMD19389
OG0006709	HELIO_01142	SCHMD06005
OG0006712	HELIO_03348	SCHMD13757
OG0006713	HELIO_11450	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006717	HELIO_09109	SCHMD09869
OG0006718	HELIO_05927	SCHMD28286
OG0006720	HELIO_08931	SCHMD15330, SCHMD18737
OG0006721	HELIO_02607	SCHMD06116
OG0006722	HELIO_08515	SCHMD18971, SCHMD24284
OG0006725	HELIO_03001	SCHMD15226
OG0006726	HELIO_09973	SCHMD22403
OG0006727	HELIO_02122	SCHMD01781
OG0006728	HELIO_02827	SCHMD09693
OG0006730	HELIO_09404	SCHMD15242
OG0006733	HELIO_07160	SCHMD02938
OG0006734	HELIO_03231	SCHMD13149, SCHMD15306
OG0006735	HELIO_00738	SCHMD23549, SCHMD18150, SCHMD22619
OG0006737	HELIO_04436	SCHMD05655
OG0006741	HELIO_09739	SCHMD21104, SCHMD16448
OG0006742	HELIO_04731	SCHMD14364
OG0006743	HELIO_10221	SCHMD06609
OG0006749	HELIO_12329	SCHMD17570, SCHMD17569
OG0006750	HELIO_07144	SCHMD04443, SCHMD17273, SCHMD07663
OG0006752	HELIO_01665	SCHMD12442
OG0006753	HELIO_09521	SCHMD08285
OG0006755	HELIO_08486	SCHMD10228
OG0006757	HELIO_11315	SCHMD08426
OG0006758	HELIO_10590	SCHMD05008, SCHMD10024
OG0006761	HELIO_08292	SCHMD13526
OG0006764	HELIO_03493	SCHMD22289
OG0006768	HELIO_12787	SCHMD03977
OG0006772	HELIO_05481	SCHMD01476
OG0006776	HELIO_12504	SCHMD10792
OG0006777	HELIO_07723	SCHMD08214
OG0006780	HELIO_01407	SCHMD13525, SCHMD14457
OG0006826	HELIO_00390	SCHMD05426
OG0006829	HELIO_07838	SCHMD18846
OG0006830	HELIO_02103	SCHMD01740
OG0006833	HELIO_05301	SCHMD25705, SCHMD22029
OG0006843	HELIO_07672	SCHMD10166
OG0006844	HELIO_02360	SCHMD10998
OG0006846	HELIO_02303	SCHMD24471
OG0006847	HELIO_04305	SCHMD10920
OG0006848	HELIO_10864	SCHMD15273, SCHMD24879
OG0006851	HELIO_01136	SCHMD13891, SCHMD10310
OG0006853	HELIO_02737	SCHMD21179
