Orthogroup	HELIO_ok	AENJA_ok
OG0006652	HELIO_01175	AENJA_18766
OG0006653	HELIO_09990	AENJA_18823
OG0006654	HELIO_02769	AENJA_18933
OG0006656	HELIO_11349	AENJA_19052
OG0006657	HELIO_07908	AENJA_19172
OG0006659	HELIO_12103	AENJA_19263
OG0006660	HELIO_11761	AENJA_19330
OG0006661	HELIO_06626	AENJA_19414
OG0006662	HELIO_09320	AENJA_19418
OG0006663	HELIO_02313	AENJA_19913
OG0006664	HELIO_02701	AENJA_20021
OG0006665	HELIO_04364	AENJA_20275
OG0006666	HELIO_12248	AENJA_20282
OG0006668	HELIO_07541	AENJA_20635
OG0006669	HELIO_11899	AENJA_20657
OG0006670	HELIO_08029	AENJA_20698
OG0006671	HELIO_05864	AENJA_23400
OG0006673	HELIO_06392	AENJA_21048
OG0006674	HELIO_04135	AENJA_21094
OG0006675	HELIO_08924	AENJA_21328
OG0006676	HELIO_10377	AENJA_21402
OG0006677	HELIO_09774	AENJA_21488
OG0006678	HELIO_02277	AENJA_21492
OG0006679	HELIO_02358	AENJA_21515
OG0006680	HELIO_02680	AENJA_21658
OG0006681	HELIO_12263	AENJA_21662
OG0006682	HELIO_10433	AENJA_21769
OG0006683	HELIO_02924	AENJA_21886
OG0006684	HELIO_06154	AENJA_21920
OG0006686	HELIO_12341	AENJA_21966
OG0006687	HELIO_11277	AENJA_24383
OG0006688	HELIO_03127	AENJA_22121
OG0006689	HELIO_05938	AENJA_22172
OG0006690	HELIO_02191	AENJA_22269
OG0006691	HELIO_03575	AENJA_22371
OG0006692	HELIO_11578	AENJA_22551
OG0006694	HELIO_03880	AENJA_22901
OG0006695	HELIO_08328	AENJA_23014
OG0006696	HELIO_07111	AENJA_23027
OG0006697	HELIO_01191	AENJA_23078
OG0006698	HELIO_12446	AENJA_23158
OG0006699	HELIO_11479	AENJA_23190
OG0006700	HELIO_12057	AENJA_23253
OG0006703	HELIO_06495	AENJA_23320
OG0006705	HELIO_06835	AENJA_23398
OG0006706	HELIO_11342	AENJA_23532
OG0006707	HELIO_00394	AENJA_23660
OG0006709	HELIO_01142	AENJA_23753
OG0006710	HELIO_06551	AENJA_23788
OG0006711	HELIO_05604	AENJA_23790
OG0006712	HELIO_03348	AENJA_24048
OG0006713	HELIO_11450	AENJA_24077
OG0006714	HELIO_11043	AENJA_24177
OG0006715	HELIO_03316	AENJA_24364
OG0006716	HELIO_06298	AENJA_24408
OG0006717	HELIO_09109	AENJA_24478
OG0006718	HELIO_05927	AENJA_24834
OG0006719	HELIO_09746	AENJA_24866
OG0006720	HELIO_08931	AENJA_24982
OG0006721	HELIO_02607	AENJA_25013
OG0006722	HELIO_08515	AENJA_25021
OG0006724	HELIO_00952	AENJA_25107
OG0006725	HELIO_03001	AENJA_25269
OG0006726	HELIO_09973	AENJA_25361
OG0006727	HELIO_02122	AENJA_25527
OG0006728	HELIO_02827	AENJA_25577
OG0006730	HELIO_09404	AENJA_25804
OG0006732	HELIO_09714	AENJA_25873
OG0006733	HELIO_07160	AENJA_25909
OG0006734	HELIO_03231	AENJA_25913
OG0006735	HELIO_00738	AENJA_25987
OG0006737	HELIO_04436	AENJA_26062
OG0006738	HELIO_04208	AENJA_26156
OG0006739	HELIO_08662	AENJA_26247
OG0006740	HELIO_01063	AENJA_26597
OG0006741	HELIO_09739	AENJA_26632
OG0006742	HELIO_04731	AENJA_26658
OG0006824	HELIO_05300, HELIO_06194, HELIO_11865	AENJA_00046
OG0006826	HELIO_00390	AENJA_00120
OG0006827	HELIO_07804	AENJA_00301, AENJA_11922
OG0006828	HELIO_02011	AENJA_00320
OG0006829	HELIO_07838	AENJA_26235, AENJA_00398
OG0006830	HELIO_02103	AENJA_00399
OG0006831	HELIO_02840	AENJA_00400
OG0006832	HELIO_01148	AENJA_00488
OG0006833	HELIO_05301	AENJA_00518
OG0006834	HELIO_09834, HELIO_02971, HELIO_12610	AENJA_00545
OG0006835	HELIO_11599	AENJA_00593
OG0006837	HELIO_03233	AENJA_00699
OG0006839	HELIO_11165	AENJA_01100
OG0006843	HELIO_07672	AENJA_01195
OG0006844	HELIO_02360	AENJA_01201
OG0006845	HELIO_05531	AENJA_01223
OG0006846	HELIO_02303	AENJA_01258
OG0006847	HELIO_04305	AENJA_01266
OG0006848	HELIO_10864	AENJA_01367
OG0006849	HELIO_05945	AENJA_01449
OG0006851	HELIO_01136	AENJA_01650
OG0006852	HELIO_02486, HELIO_04562	AENJA_01730
OG0006853	HELIO_02737	AENJA_01775, AENJA_26577
OG0006855	HELIO_11139	AENJA_26023, AENJA_07528, AENJA_24965, AENJA_21430, AENJA_04293, AENJA_13402, AENJA_01902, AENJA_18647
OG0006856	HELIO_07178	AENJA_02009
OG0006857	HELIO_10880	AENJA_02010
OG0006858	HELIO_07365	AENJA_02107
OG0006860	HELIO_05728	AENJA_02208
OG0006861	HELIO_03418	AENJA_02330, AENJA_02328
OG0006862	HELIO_06074	AENJA_02464, AENJA_02470
OG0006863	HELIO_10528	AENJA_17740, AENJA_02587
OG0006864	HELIO_07403	AENJA_02623
OG0006865	HELIO_03278, HELIO_03277	AENJA_02658
OG0006867	HELIO_00909	AENJA_02777
OG0006869	HELIO_10982	AENJA_02815
OG0006870	HELIO_07470	AENJA_03121
OG0006871	HELIO_03606	AENJA_03164, AENJA_23051, AENJA_23057, AENJA_10645, AENJA_03165
OG0006872	HELIO_07875	AENJA_03174
OG0006873	HELIO_02802	AENJA_03258
OG0006874	HELIO_08686	AENJA_03384
OG0006875	HELIO_10647	AENJA_03390
OG0006876	HELIO_12562	AENJA_23472
OG0006877	HELIO_09562	AENJA_03567
OG0006878	HELIO_02141	AENJA_03646
OG0006879	HELIO_10499	AENJA_03657
OG0006880	HELIO_05383	AENJA_03927
OG0006881	HELIO_09282, HELIO_09283	AENJA_03938
OG0006882	HELIO_00837	AENJA_03982
OG0006883	HELIO_10209	AENJA_03999
OG0006884	HELIO_08370	AENJA_04002
OG0006885	HELIO_07678	AENJA_04224
OG0006886	HELIO_01710	AENJA_04283
OG0006887	HELIO_00170	AENJA_04451
OG0006888	HELIO_11291	AENJA_04455
OG0006889	HELIO_07081	AENJA_04547
OG0006890	HELIO_01755	AENJA_04581
OG0006891	HELIO_06848	AENJA_04660
OG0006892	HELIO_10025	AENJA_04736
OG0006893	HELIO_02287	AENJA_04839
OG0006894	HELIO_01525	AENJA_04847
OG0006895	HELIO_00885	AENJA_05148
OG0006896	HELIO_11058, HELIO_11057	AENJA_05202
OG0006897	HELIO_06557	AENJA_05372
OG0006899	HELIO_06042	AENJA_05621
OG0006900	HELIO_06595	AENJA_05663
OG0006901	HELIO_03815	AENJA_05820
OG0006902	HELIO_01197	AENJA_05960
OG0006903	HELIO_08134	AENJA_06050
OG0006904	HELIO_03416	AENJA_06127
OG0006905	HELIO_02801	AENJA_06173
OG0006906	HELIO_04811	AENJA_06221
OG0006907	HELIO_02666	AENJA_06242
OG0006908	HELIO_08017	AENJA_06381
OG0006909	HELIO_01498	AENJA_06589
OG0006911	HELIO_04412	AENJA_06830
OG0006912	HELIO_01132	AENJA_16892
OG0006914	HELIO_07176	AENJA_06926
OG0006915	HELIO_09309	AENJA_07017
OG0006916	HELIO_11109	AENJA_07034
OG0006917	HELIO_00862	AENJA_07239
OG0006918	HELIO_00387	AENJA_07427
OG0006919	HELIO_12526	AENJA_07467
OG0006921	HELIO_03601	AENJA_07572
OG0006924	HELIO_10197	AENJA_07755
OG0006925	HELIO_06577	AENJA_07849
OG0006926	HELIO_01892	AENJA_07851
OG0006927	HELIO_01236	AENJA_07880
OG0006928	HELIO_10461	AENJA_07919
OG0006929	HELIO_05023	AENJA_08001
OG0006931	HELIO_10024	AENJA_08049
OG0006932	HELIO_03552	AENJA_08083
OG0006933	HELIO_07703, HELIO_07830	AENJA_08100, AENJA_22723, AENJA_22727
OG0006934	HELIO_02300	AENJA_08104
OG0006935	HELIO_02305	AENJA_08143
OG0006936	HELIO_01325	AENJA_08149
OG0006937	HELIO_10195	AENJA_08252
OG0006939	HELIO_09910	AENJA_08295
OG0006940	HELIO_02426	AENJA_08348
OG0006941	HELIO_00376	AENJA_08383
OG0006941	HELIO_00193	AENJA_11105
OG0006943	HELIO_00593	AENJA_08418
OG0006944	HELIO_10544	AENJA_08469
OG0006946	HELIO_08697	AENJA_08651
OG0006949	HELIO_00053	AENJA_08970
OG0006950	HELIO_05600, HELIO_10183, HELIO_00396	AENJA_09183
OG0006951	HELIO_06091	AENJA_09267
OG0006954	HELIO_00977	AENJA_09387
OG0006955	HELIO_06102	AENJA_09421
OG0006956	HELIO_03837	AENJA_09488
OG0006957	HELIO_09843	AENJA_09490
OG0006958	HELIO_03705	AENJA_09561
OG0006959	HELIO_03367	AENJA_09576
OG0006960	HELIO_11955	AENJA_09586
OG0006962	HELIO_04139	AENJA_09772
OG0006964	HELIO_05324	AENJA_09897
OG0006965	HELIO_01499	AENJA_09992
OG0006966	HELIO_00843	AENJA_10045
OG0006967	HELIO_03858	AENJA_10081
OG0006968	HELIO_10124	AENJA_10127
OG0006969	HELIO_04692	AENJA_10132
OG0006970	HELIO_03853	AENJA_10289
OG0006971	HELIO_04205	AENJA_10382
OG0006972	HELIO_12289	AENJA_10603
OG0006973	HELIO_05811	AENJA_10893
OG0006975	HELIO_00766	AENJA_11111
OG0006976	HELIO_09447	AENJA_11156
OG0006977	HELIO_03745	AENJA_11169
OG0006979	HELIO_08949	AENJA_11435
OG0006980	HELIO_06927	AENJA_11690
OG0006981	HELIO_10873	AENJA_11704
OG0006982	HELIO_09182	AENJA_11710
OG0006983	HELIO_09699	AENJA_11791
OG0006985	HELIO_08249	AENJA_12194
OG0006988	HELIO_01745, HELIO_10587	AENJA_12529
OG0006989	HELIO_01925	AENJA_12558
OG0006990	HELIO_06240	AENJA_12603
OG0006991	HELIO_08801	AENJA_12675
OG0006992	HELIO_03687	AENJA_16070
OG0006993	HELIO_04356	AENJA_12848
OG0006994	HELIO_10742	AENJA_12854
OG0006995	HELIO_00974	AENJA_12859
OG0006997	HELIO_04050	AENJA_12913
OG0006998	HELIO_01286	AENJA_12939
OG0006999	HELIO_01742	AENJA_12940
OG0007000	HELIO_00263	AENJA_13108
OG0007001	HELIO_09912	AENJA_13134
OG0007002	HELIO_00186	AENJA_13189
OG0007003	HELIO_03021	AENJA_13349
OG0007004	HELIO_03743	AENJA_13352
OG0007006	HELIO_05841	AENJA_13467
OG0007007	HELIO_04354	AENJA_13468
OG0007008	HELIO_04065	AENJA_25860, AENJA_13633
OG0007009	HELIO_10006	AENJA_13674
OG0007010	HELIO_01679	AENJA_13687
OG0007011	HELIO_12793	AENJA_13688
OG0007012	HELIO_04259	AENJA_13835
OG0007013	HELIO_10913	AENJA_13842
OG0007014	HELIO_00547	AENJA_13912
OG0007015	HELIO_01841	AENJA_13940
OG0007016	HELIO_09219	AENJA_14164
OG0007018	HELIO_07831	AENJA_14287
OG0007020	HELIO_10783	AENJA_14431
OG0007022	HELIO_00686	AENJA_14634
OG0007023	HELIO_05749	AENJA_14641
OG0007024	HELIO_03505	AENJA_14840
OG0007025	HELIO_12627	AENJA_14969
OG0007026	HELIO_11609, HELIO_11608	AENJA_15107
OG0007028	HELIO_09657	AENJA_15287
OG0007030	HELIO_05278	AENJA_15706
OG0007031	HELIO_11089	AENJA_15746
OG0007032	HELIO_10519	AENJA_15768
OG0007033	HELIO_06756	AENJA_15780
OG0007034	HELIO_05240	AENJA_15916
OG0007035	HELIO_05074	AENJA_15945
OG0007036	HELIO_08854	AENJA_15980
OG0007037	HELIO_03215	AENJA_16026
OG0007038	HELIO_07154	AENJA_16109
OG0007039	HELIO_03673	AENJA_16125
OG0007040	HELIO_09696	AENJA_16156
OG0007041	HELIO_00355	AENJA_16190
OG0007042	HELIO_08465	AENJA_16299
OG0007043	HELIO_10787	AENJA_16342
OG0007044	HELIO_03336	AENJA_16556
OG0007045	HELIO_03028	AENJA_16721
OG0007046	HELIO_06285	AENJA_16840
OG0007047	HELIO_01873	AENJA_16899
OG0007048	HELIO_01435	AENJA_16937
OG0007049	HELIO_01113	AENJA_17013
OG0007050	HELIO_10158	AENJA_17182
OG0007052	HELIO_03698	AENJA_17326
OG0007053	HELIO_01740	AENJA_17379
OG0007054	HELIO_03935	AENJA_17391, AENJA_19911
OG0007055	HELIO_05430	AENJA_17474
OG0007056	HELIO_04173	AENJA_17650
OG0007058	HELIO_12181	AENJA_17757
OG0007059	HELIO_11121	AENJA_17918
OG0007060	HELIO_03894	AENJA_18050
OG0007061	HELIO_03172	AENJA_18086
OG0007062	HELIO_03299	AENJA_18177
OG0007063	HELIO_02537	AENJA_18189
OG0007064	HELIO_02033	AENJA_18220
OG0007066	HELIO_08282	AENJA_18310
OG0007067	HELIO_06171	AENJA_18344
OG0007068	HELIO_11494	AENJA_18386
OG0007069	HELIO_10927	AENJA_18431
OG0007070	HELIO_05878	AENJA_18751
OG0007071	HELIO_10140	AENJA_20432
OG0007072	HELIO_09568	AENJA_18830
OG0007073	HELIO_12235	AENJA_18861
OG0007074	HELIO_10084	AENJA_19061
OG0007075	HELIO_12580	AENJA_19073
OG0007076	HELIO_04699	AENJA_19406
OG0007077	HELIO_03036	AENJA_19554
OG0007078	HELIO_12420	AENJA_19777
OG0007079	HELIO_12708	AENJA_19825
OG0007080	HELIO_10930	AENJA_19826
OG0007081	HELIO_01321	AENJA_19829
OG0007082	HELIO_01470	AENJA_19832
OG0007083	HELIO_01256	AENJA_20083
OG0007084	HELIO_06919	AENJA_20378
OG0007085	HELIO_09227, HELIO_06691, HELIO_06359	AENJA_20429
OG0007086	HELIO_09327	AENJA_20436
OG0007087	HELIO_06229	AENJA_20498
OG0007088	HELIO_10934	AENJA_20551
OG0007089	HELIO_01728	AENJA_20594
OG0007090	HELIO_02778	AENJA_20659
OG0007091	HELIO_05646	AENJA_23355, AENJA_20692
OG0007093	HELIO_04228	AENJA_20890
OG0007094	HELIO_03665	AENJA_20950
OG0007095	HELIO_05715	AENJA_21007
OG0007096	HELIO_05063	AENJA_21049
OG0007098	HELIO_07500	AENJA_21303
OG0007099	HELIO_11777	AENJA_21375
OG0007100	HELIO_02603	AENJA_21409
OG0007103	HELIO_04990	AENJA_21675
OG0007104	HELIO_08624	AENJA_21723
OG0007105	HELIO_06453	AENJA_21751
OG0007106	HELIO_08071	AENJA_21772
OG0007107	HELIO_08096	AENJA_21819
OG0007108	HELIO_10721	AENJA_21851
OG0007109	HELIO_10230	AENJA_22004
OG0007110	HELIO_08670	AENJA_22165
OG0007111	HELIO_07676	AENJA_22302
OG0007112	HELIO_05754	AENJA_22684
OG0007113	HELIO_02963	AENJA_22726
OG0007114	HELIO_02430	AENJA_22816
OG0007116	HELIO_09537	AENJA_22885
OG0007117	HELIO_10452	AENJA_23028
OG0007118	HELIO_00216	AENJA_23161
OG0007119	HELIO_03351	AENJA_23375
OG0007120	HELIO_08636	AENJA_23378
OG0007121	HELIO_08982	AENJA_23568
OG0007122	HELIO_01530	AENJA_23581
OG0007124	HELIO_03243	AENJA_23735
OG0007126	HELIO_07784	AENJA_24234
OG0007127	HELIO_02372	AENJA_24302
OG0007128	HELIO_07471	AENJA_24308
OG0007129	HELIO_01993	AENJA_24361
OG0007130	HELIO_08635, HELIO_08634	AENJA_24363
OG0007131	HELIO_04431	AENJA_24469
OG0007132	HELIO_12686	AENJA_24649
OG0007133	HELIO_05837	AENJA_24825
OG0007134	HELIO_02796	AENJA_24826
OG0007135	HELIO_03512	AENJA_25007
OG0007136	HELIO_11083	AENJA_25014
OG0007137	HELIO_01264	AENJA_25069
OG0007138	HELIO_11268	AENJA_25134
OG0007139	HELIO_03311	AENJA_25183
OG0007140	HELIO_09262	AENJA_25250
OG0007141	HELIO_02202	AENJA_25287
OG0007142	HELIO_09138	AENJA_25343
OG0007143	HELIO_02069	AENJA_25363
OG0007144	HELIO_02773	AENJA_25491
OG0007145	HELIO_02042	AENJA_25560
OG0007146	HELIO_08477	AENJA_25582
OG0007148	HELIO_11799	AENJA_25762
OG0007151	HELIO_01847	AENJA_26211
OG0007152	HELIO_07347	AENJA_26373
OG0007153	HELIO_04064	AENJA_26504
OG0007154	HELIO_05052	AENJA_26509
OG0007155	HELIO_12399	AENJA_26726
OG0007248	HELIO_03566	AENJA_00004
OG0007250	HELIO_11796	AENJA_00139
OG0007251	HELIO_11645	AENJA_00324
OG0007252	HELIO_11869	AENJA_00397
OG0007253	HELIO_05519	AENJA_00767
OG0007254	HELIO_04453	AENJA_00931
OG0007255	HELIO_05330	AENJA_00979
OG0007256	HELIO_08417	AENJA_01044
OG0007258	HELIO_08742	AENJA_01436, AENJA_11453
OG0007260	HELIO_06588	AENJA_01550
OG0007261	HELIO_02263	AENJA_01593
OG0007264	HELIO_05781	AENJA_02217
OG0007266	HELIO_07853	AENJA_08462, AENJA_02257
OG0007267	HELIO_10107	AENJA_02284
OG0007269	HELIO_06147	AENJA_02569
OG0007270	HELIO_02939	AENJA_02688
OG0007271	HELIO_05682	AENJA_02740
OG0007272	HELIO_10735	AENJA_02756
OG0007273	HELIO_09450	AENJA_02792
OG0007275	HELIO_03674	AENJA_02862
OG0007276	HELIO_06599	AENJA_02931
OG0007277	HELIO_09947	AENJA_03125, AENJA_24804
OG0007278	HELIO_08519	AENJA_03209
OG0007279	HELIO_03749	AENJA_03339
OG0007280	HELIO_00512	AENJA_03407
OG0007281	HELIO_07427	AENJA_03420
OG0007282	HELIO_12150	AENJA_03431
OG0007283	HELIO_09223	AENJA_03462
OG0007285	HELIO_10648, HELIO_10649	AENJA_03475
OG0007286	HELIO_00622	AENJA_18798, AENJA_10022, AENJA_03618
OG0007288	HELIO_09454	AENJA_03747
OG0007289	HELIO_09914	AENJA_03836
OG0007290	HELIO_02482	AENJA_03954
OG0007291	HELIO_12578	AENJA_03983
OG0007292	HELIO_01083	AENJA_04105
OG0007293	HELIO_01509, HELIO_01508	AENJA_04149
OG0007295	HELIO_00595	AENJA_04369
OG0007296	HELIO_03612	AENJA_04461
OG0007297	HELIO_08956	AENJA_04494
OG0007298	HELIO_08869	AENJA_04527
OG0007299	HELIO_08694	AENJA_04574
OG0007300	HELIO_02004	AENJA_04647
OG0007301	HELIO_00411	AENJA_04686
OG0007302	HELIO_02030	AENJA_04963
OG0007304	HELIO_12205	AENJA_05122
OG0007305	HELIO_03112	AENJA_05241
OG0007307	HELIO_05717	AENJA_05325
OG0007308	HELIO_09689	AENJA_07715
OG0007309	HELIO_10219	AENJA_05768
OG0007310	HELIO_05771	AENJA_05858
OG0007312	HELIO_09830	AENJA_05894
OG0007313	HELIO_04919	AENJA_10867, AENJA_06071
OG0007314	HELIO_12687	AENJA_06139
OG0007315	HELIO_08447	AENJA_24540
OG0007315	HELIO_05947	AENJA_10374, AENJA_06256, AENJA_24544
OG0007316	HELIO_07362	AENJA_06485, AENJA_20879
OG0007317	HELIO_09791	AENJA_06549
OG0007318	HELIO_03980	AENJA_06588
OG0007319	HELIO_07489	AENJA_06656
OG0007320	HELIO_09747	AENJA_06780
OG0007321	HELIO_04170	AENJA_06818
OG0007322	HELIO_07072	AENJA_06900
OG0007324	HELIO_12544, HELIO_06541	AENJA_07021
OG0007325	HELIO_09200	AENJA_07023
OG0007326	HELIO_09034	AENJA_07134
OG0007327	HELIO_05229	AENJA_07205
OG0007328	HELIO_09442	AENJA_07462
OG0007329	HELIO_09969	AENJA_07623
OG0007330	HELIO_04133	AENJA_07724
OG0007331	HELIO_08039	AENJA_07941
OG0007332	HELIO_04769	AENJA_07980
OG0007333	HELIO_07199	AENJA_08327
OG0007334	HELIO_03472	AENJA_10683
OG0007335	HELIO_11949	AENJA_08730
OG0007336	HELIO_06667	AENJA_08744
OG0007337	HELIO_10954	AENJA_08756
OG0007338	HELIO_10759	AENJA_08801
OG0007339	HELIO_09640	AENJA_08839
OG0007340	HELIO_03582	AENJA_08960
OG0007341	HELIO_11684	AENJA_08963
OG0007343	HELIO_03412	AENJA_09011
OG0007344	HELIO_08609	AENJA_18427
OG0007345	HELIO_06260	AENJA_09249
OG0007346	HELIO_02976	AENJA_09296
OG0007347	HELIO_09177	AENJA_09485
OG0007348	HELIO_09120	AENJA_09604
OG0007349	HELIO_06468	AENJA_09661
OG0007350	HELIO_12583	AENJA_09700
OG0007351	HELIO_08688	AENJA_09717
OG0007352	HELIO_08083	AENJA_09848
OG0007353	HELIO_01295	AENJA_10075
OG0007354	HELIO_02659	AENJA_10138
OG0007355	HELIO_04351	AENJA_10292, AENJA_10291
OG0007356	HELIO_07064	AENJA_10363
OG0007357	HELIO_06223	AENJA_10365
OG0007358	HELIO_03013	AENJA_10512
OG0007359	HELIO_11166	AENJA_10652
OG0007360	HELIO_05459	AENJA_10766
OG0007361	HELIO_01627	AENJA_10793
OG0007363	HELIO_01853	AENJA_10957
OG0007364	HELIO_03012	AENJA_10959
OG0007365	HELIO_09060	AENJA_10977
OG0007366	HELIO_05623	AENJA_11206
OG0007367	HELIO_11916	AENJA_11272
OG0007368	HELIO_09902	AENJA_11301
OG0007369	HELIO_07842	AENJA_11422
OG0007370	HELIO_02554	AENJA_11425
OG0007371	HELIO_02928	AENJA_11627
OG0007372	HELIO_05741	AENJA_11631
OG0007373	HELIO_10252	AENJA_11675
OG0007375	HELIO_06007	AENJA_11754
OG0007377	HELIO_08244	AENJA_11839
OG0007378	HELIO_05336	AENJA_11927
OG0007379	HELIO_03559	AENJA_12106
OG0007380	HELIO_02244, HELIO_04235	AENJA_12373
OG0007381	HELIO_07625	AENJA_12457
OG0007383	HELIO_08619, HELIO_08621	AENJA_12505
OG0007384	HELIO_05152	AENJA_12685, AENJA_24990
OG0007385	HELIO_03304	AENJA_12739
OG0007386	HELIO_09551	AENJA_12898
OG0007387	HELIO_09254	AENJA_12902
OG0007388	HELIO_11355	AENJA_13027
OG0007389	HELIO_03631	AENJA_13187
OG0007390	HELIO_04593	AENJA_13202
OG0007391	HELIO_09468	AENJA_13207
OG0007392	HELIO_06732	AENJA_13312
OG0007395	HELIO_10203	AENJA_13363
OG0007396	HELIO_00896	AENJA_13626
OG0007397	HELIO_06855	AENJA_13692
OG0007398	HELIO_03797	AENJA_13960
OG0007399	HELIO_10834	AENJA_14225
OG0007400	HELIO_02129	AENJA_14239
OG0007402	HELIO_00636	AENJA_14648
OG0007403	HELIO_01171	AENJA_14745
OG0007404	HELIO_08307	AENJA_15171
OG0007405	HELIO_03624	AENJA_15366
OG0007406	HELIO_00793	AENJA_15368
OG0007408	HELIO_09431	AENJA_15439
OG0007409	HELIO_06116	AENJA_15440
OG0007410	HELIO_07916	AENJA_15452
OG0007411	HELIO_05076	AENJA_15681
OG0007412	HELIO_02238	AENJA_15771
OG0007413	HELIO_09705	AENJA_15882
OG0007414	HELIO_08640	AENJA_16065
OG0007415	HELIO_02421	AENJA_16254
OG0007416	HELIO_02849	AENJA_16466
OG0007417	HELIO_08832	AENJA_16596
OG0007418	HELIO_11504	AENJA_20071, AENJA_16895
OG0007419	HELIO_03480	AENJA_16935
OG0007420	HELIO_09281	AENJA_16980
OG0007421	HELIO_09011	AENJA_17319
OG0007422	HELIO_02252	AENJA_17772
OG0007423	HELIO_11673	AENJA_17845
OG0007424	HELIO_07951	AENJA_17849
OG0007425	HELIO_11448	AENJA_17864
OG0007426	HELIO_05054	AENJA_17973
OG0007427	HELIO_07421	AENJA_18085
OG0007428	HELIO_08646	AENJA_18355
OG0007429	HELIO_00502, HELIO_04959	AENJA_19005
OG0007430	HELIO_03736	AENJA_19078
OG0007432	HELIO_05478	AENJA_19403, AENJA_19402
OG0007433	HELIO_09161	AENJA_19654
OG0007434	HELIO_06087	AENJA_19687
OG0007435	HELIO_03578	AENJA_19773
OG0007436	HELIO_09859	AENJA_19801
OG0007437	HELIO_01196	AENJA_19860
OG0007438	HELIO_06570	AENJA_20029
OG0007439	HELIO_07267	AENJA_20396
OG0007440	HELIO_03640	AENJA_20434
OG0007441	HELIO_06686	AENJA_20556
OG0007442	HELIO_05360	AENJA_20655
OG0007443	HELIO_11491	AENJA_20689
OG0007445	HELIO_06761	AENJA_20821
OG0007446	HELIO_07395	AENJA_20884
OG0007447	HELIO_12442	AENJA_20921
OG0007448	HELIO_10085	AENJA_20930
OG0007449	HELIO_12368	AENJA_21306
OG0007451	HELIO_04606	AENJA_21528
OG0007452	HELIO_07764	AENJA_21651
OG0007453	HELIO_07039, HELIO_06244	AENJA_21726
OG0007454	HELIO_11972	AENJA_21740
OG0007455	HELIO_12355	AENJA_21828
OG0007456	HELIO_09549	AENJA_21979
OG0007458	HELIO_09868	AENJA_22067
OG0007459	HELIO_01507	AENJA_22258
OG0007460	HELIO_08692	AENJA_22264
OG0007461	HELIO_01865	AENJA_22317
OG0007463	HELIO_00691	AENJA_22661
OG0007464	HELIO_11577	AENJA_22697
OG0007465	HELIO_12224	AENJA_22699
OG0007466	HELIO_11051	AENJA_22881
OG0007467	HELIO_08827	AENJA_23010
OG0007468	HELIO_07899, HELIO_07898, HELIO_07900	AENJA_23214
OG0007469	HELIO_07789	AENJA_23278
OG0007471	HELIO_09730	AENJA_23384
OG0007472	HELIO_11248	AENJA_23719
OG0007474	HELIO_11271	AENJA_23962
OG0007475	HELIO_09366	AENJA_23966
OG0007476	HELIO_04585	AENJA_24225
OG0007477	HELIO_10040	AENJA_24292
OG0007478	HELIO_04114	AENJA_24685
OG0007479	HELIO_09941	AENJA_24748
OG0007480	HELIO_07958	AENJA_24812
OG0007481	HELIO_12489	AENJA_24944
OG0007482	HELIO_12170	AENJA_25120
OG0007483	HELIO_09027	AENJA_25192
OG0007484	HELIO_06327	AENJA_25231
OG0007485	HELIO_11680	AENJA_25331
OG0007486	HELIO_11596	AENJA_25437
OG0007487	HELIO_02561	AENJA_25922
OG0007488	HELIO_09301	AENJA_26049
OG0007490	HELIO_03991	AENJA_26187
OG0007491	HELIO_08829	AENJA_26237
OG0007492	HELIO_02672	AENJA_26511
OG0007494	HELIO_12427	AENJA_26703
OG0007495	HELIO_09614	AENJA_26715
OG0007496	HELIO_05033	AENJA_26719
OG0007497	HELIO_04536	AENJA_26773
OG0007498	HELIO_11706	AENJA_26807
OG0007582	HELIO_04559	AENJA_00047
OG0007583	HELIO_07177	AENJA_00226
OG0007584	HELIO_07569	AENJA_25290, AENJA_00242
OG0007586	HELIO_01877	AENJA_00380
OG0007587	HELIO_10037	AENJA_00432
OG0007588	HELIO_09210	AENJA_00505
OG0007589	HELIO_07736	AENJA_00571
OG0007591	HELIO_10985	AENJA_01019
OG0007594	HELIO_06012	AENJA_01198
OG0007595	HELIO_10971	AENJA_01322
OG0007596	HELIO_01608	AENJA_01443
OG0007597	HELIO_09185	AENJA_01698
OG0007598	HELIO_02686	AENJA_01726
OG0007600	HELIO_09160	AENJA_01841
OG0007601	HELIO_11037	AENJA_02054
OG0007602	HELIO_07630	AENJA_02165
OG0007603	HELIO_01392	AENJA_02214
OG0007604	HELIO_03238	AENJA_02267
OG0007605	HELIO_08599	AENJA_02353
OG0007606	HELIO_07848	AENJA_02354
OG0007607	HELIO_03875	AENJA_02368
OG0007609	HELIO_10263	AENJA_02689
OG0007610	HELIO_03990	AENJA_02817
OG0007611	HELIO_01122	AENJA_03132
OG0007612	HELIO_09265	AENJA_03149
OG0007614	HELIO_12418	AENJA_03537, AENJA_03213
OG0007616	HELIO_00580	AENJA_03409
OG0007617	HELIO_01514	AENJA_03469, AENJA_22388
OG0007618	HELIO_11433	AENJA_03470
OG0007619	HELIO_00818	AENJA_03762
OG0007622	HELIO_08743	AENJA_03944
OG0007623	HELIO_00485	AENJA_08941
OG0007624	HELIO_03334	AENJA_04295
OG0007625	HELIO_10143	AENJA_04665
OG0007626	HELIO_06920	AENJA_04777
