Orthogroup	HELIO_ok	YEAST
OG0003733	HELIO_03136	YEAST03492
OG0003734	HELIO_06093	YEAST02809, YEAST03842
OG0003735	HELIO_01294	YEAST06115
OG0003738	HELIO_10176	YEAST05605
OG0003740	HELIO_05574	YEAST01029
OG0003741	HELIO_02790	YEAST01379
OG0003743	HELIO_02787	YEAST06008, YEAST05688
OG0003744	HELIO_04674	YEAST01207
OG0003745	HELIO_09559	YEAST02618
OG0003749	HELIO_02988	YEAST04441
OG0003750	HELIO_02076	YEAST00149
OG0003758	HELIO_04986	YEAST06133
OG0003759	HELIO_08276	YEAST03315
OG0003767	HELIO_03825	YEAST01933, YEAST01650
OG0003769	HELIO_09666	YEAST01999
OG0003770	HELIO_06598	YEAST01234, YEAST03860
OG0003778	HELIO_12734	YEAST05796
OG0003779	HELIO_09039	YEAST04431
OG0003806	HELIO_00384	YEAST02367
OG0003807	HELIO_07147	YEAST04265, YEAST03128
OG0003808	HELIO_04304	YEAST01201
OG0003811	HELIO_07404	YEAST00417
OG0003812	HELIO_07959	YEAST00287
OG0003813	HELIO_02391	YEAST00254
OG0003818	HELIO_04533	YEAST04318
OG0003824	HELIO_02077	YEAST01468
OG0003828	HELIO_03989	YEAST02448
OG0003829	HELIO_04115	YEAST02032, YEAST01031
OG0003831	HELIO_00414	YEAST03010, YEAST05137, YEAST02344
OG0003834	HELIO_10627	YEAST06322
OG0003837	HELIO_01037	YEAST02586
OG0003838	HELIO_09299	YEAST03413
OG0003839	HELIO_00548	YEAST01736
OG0003844	HELIO_00051	YEAST06054
OG0003846	HELIO_07722	YEAST00356
OG0003848	HELIO_02520	YEAST01654
OG0003850	HELIO_01423	YEAST00228
OG0003851	HELIO_06451	YEAST06169
OG0003852	HELIO_11600	YEAST03296
OG0003853	HELIO_12441	YEAST06251
OG0003855	HELIO_07181	YEAST04936
OG0003856	HELIO_05722	YEAST03934, YEAST02710
OG0003858	HELIO_08687	YEAST01401
OG0003860	HELIO_03691	YEAST01412
OG0003866	HELIO_03099	YEAST01895
OG0003867	HELIO_01829	YEAST03558
OG0003868	HELIO_08898	YEAST01448
OG0003869	HELIO_08492	YEAST02771
OG0003875	HELIO_08274, HELIO_08273	YEAST05070
OG0003876	HELIO_02667	YEAST02423
OG0003877	HELIO_08344	YEAST04860, YEAST05867, YEAST03825
OG0003879	HELIO_05565	YEAST00463
OG0003881	HELIO_07709	YEAST03851
OG0003882	HELIO_05979	YEAST03663
OG0003886	HELIO_06325	YEAST06023
OG0003887	HELIO_07770	YEAST00028
OG0003893	HELIO_05290	YEAST05028
OG0003897	HELIO_07895	YEAST01270
OG0003899	HELIO_00617	YEAST04954
OG0003904	HELIO_03811	YEAST01732
OG0003907	HELIO_06149, HELIO_04626	YEAST02999, YEAST02288
OG0003911	HELIO_02034	YEAST00032
OG0003913	HELIO_06151	YEAST03258
OG0003918	HELIO_12096	YEAST00058
OG0003921	HELIO_11518	YEAST06181
OG0003926	HELIO_01471	YEAST04138
OG0003929	HELIO_09096	YEAST04489, YEAST01422
OG0003930	HELIO_03284	YEAST03969
OG0003931	HELIO_04058	YEAST01142
OG0003934	HELIO_00565	YEAST00084
OG0003938	HELIO_03125	YEAST01566, YEAST05133
OG0003939	HELIO_10160	YEAST03211
OG0003944	HELIO_01693	YEAST01186
OG0003946	HELIO_10205	YEAST03220
OG0003947	HELIO_08689	YEAST06266, YEAST05428
OG0003949	HELIO_10884	YEAST01888
OG0003950	HELIO_06986	YEAST01409
OG0003954	HELIO_06270	YEAST02764
OG0003955	HELIO_02651	YEAST03951
OG0003959	HELIO_12450	YEAST02778
OG0003961	HELIO_06293	YEAST01991
OG0003967	HELIO_01824	YEAST05935
OG0003969	HELIO_08398	YEAST02146
OG0003971	HELIO_09511	YEAST00520
OG0003972	HELIO_01757	YEAST06331
OG0003973	HELIO_12484	YEAST06329
OG0003999	HELIO_02420	YEAST05604
OG0004000	HELIO_09085	YEAST06060
OG0004005	HELIO_02225	YEAST06216
OG0004007	HELIO_06360	YEAST01456
OG0004017	HELIO_04459	YEAST03019
OG0004023	HELIO_00840	YEAST04349
OG0004027	HELIO_11552	YEAST03587
OG0004032	HELIO_06753	YEAST02562
OG0004035	HELIO_09748	YEAST02134
OG0004037	HELIO_05087	YEAST03371
OG0004042	HELIO_09649	YEAST05578
OG0004044	HELIO_01126	YEAST05367
OG0004047	HELIO_11567	YEAST02496
OG0004051	HELIO_01563	YEAST01772
OG0004052	HELIO_04471	YEAST03705
OG0004054	HELIO_06113	YEAST05576
OG0004056	HELIO_06474	YEAST05698
OG0004057	HELIO_08994	YEAST05620
OG0004059	HELIO_11889	YEAST00030
OG0004065	HELIO_02317	YEAST00772
OG0004067	HELIO_11851	YEAST02665
OG0004068	HELIO_04572	YEAST03461
OG0004075	HELIO_12102, HELIO_07242	YEAST02332
OG0004079	HELIO_11417	YEAST04385
OG0004080	HELIO_12370	YEAST00812
OG0004082	HELIO_03318, HELIO_03319	YEAST00063, YEAST05409
OG0004090	HELIO_00003	YEAST02301, YEAST02021
OG0004091	HELIO_07817	YEAST04715
OG0004092	HELIO_00826	YEAST03564, YEAST06307
OG0004096	HELIO_09267	YEAST00160
OG0004097	HELIO_00420	YEAST05039
OG0004101	HELIO_10904	YEAST03547, YEAST02901
OG0004102	HELIO_11193	YEAST05787
OG0004103	HELIO_08288, HELIO_12649	YEAST05061
OG0004105	HELIO_07467	YEAST01700, YEAST01565
OG0004113	HELIO_04150, HELIO_08443	YEAST02059
OG0004115	HELIO_08676	YEAST00325
OG0004116	HELIO_11516	YEAST00481
OG0004118	HELIO_03448	YEAST01855
OG0004119	HELIO_04014	YEAST02170
OG0004120	HELIO_04260	YEAST01953
OG0004123	HELIO_10333	YEAST04761
OG0004124	HELIO_09543	YEAST01139
OG0004127	HELIO_08267	YEAST06097
OG0004130	HELIO_11752	YEAST03149
OG0004134	HELIO_03479	YEAST05611
OG0004136	HELIO_06715	YEAST01084
OG0004142	HELIO_03819	YEAST05774
OG0004148	HELIO_00788	YEAST00867
OG0004150	HELIO_10914	YEAST04690
OG0004151	HELIO_03120	YEAST04284
OG0004153	HELIO_03342	YEAST05958, YEAST04386, YEAST00290
OG0004154	HELIO_11120	YEAST05587
OG0004158	HELIO_08947	YEAST03379
OG0004161	HELIO_08593	YEAST04124
OG0004162	HELIO_03885	YEAST04517
OG0004164	HELIO_04076	YEAST05923
OG0004166	HELIO_06402	YEAST00189
OG0004168	HELIO_10439, HELIO_10438	YEAST03028
OG0004169	HELIO_10123	YEAST05813
OG0004170	HELIO_02685	YEAST05906
OG0004171	HELIO_01888	YEAST04501
OG0004179	HELIO_02899	YEAST01050
OG0004181	HELIO_03220	YEAST03406
OG0004182	HELIO_10355, HELIO_10354	YEAST03699
OG0004184	HELIO_02910	YEAST00127
OG0004186	HELIO_03712	YEAST04981
OG0004188	HELIO_05848	YEAST02761
OG0004215	HELIO_12650	YEAST04590
OG0004217	HELIO_12612	YEAST01257
OG0004219	HELIO_03890	YEAST00912
OG0004222	HELIO_01516	YEAST05826
OG0004230	HELIO_03067	YEAST02220
OG0004232	HELIO_08424	YEAST05931
OG0004236	HELIO_09356	YEAST05432
OG0004237	HELIO_00276	YEAST04445, YEAST04344
OG0004239	HELIO_10562	YEAST05144
OG0004243	HELIO_08298	YEAST00306
OG0004245	HELIO_07870	YEAST00859
OG0004248	HELIO_05247, HELIO_06414	YEAST03678
OG0004249	HELIO_00455, HELIO_00454	YEAST02740
OG0004250	HELIO_10569	YEAST05543
OG0004252	HELIO_01174	YEAST05178
OG0004254	HELIO_03429	YEAST03900
OG0004258	HELIO_08732	YEAST00665
OG0004259	HELIO_07775	YEAST03730
OG0004261	HELIO_00002	YEAST02564
OG0004262	HELIO_03447	YEAST02368
OG0004268	HELIO_09066	YEAST00496
OG0004269	HELIO_06762	YEAST04758
OG0004273	HELIO_01145	YEAST02547
OG0004278	HELIO_12691	YEAST00243
OG0004280	HELIO_01147	YEAST05895
OG0004282	HELIO_05309	YEAST02575, YEAST06242
OG0004283	HELIO_02458, HELIO_02459	YEAST04184
OG0004287	HELIO_08219, HELIO_08218	YEAST01708
OG0004289	HELIO_05881	YEAST05719
OG0004291	HELIO_06310	YEAST00852
OG0004292	HELIO_01648	YEAST02537
OG0004295	HELIO_07746	YEAST05946
OG0004300	HELIO_03164, HELIO_05762, HELIO_03166	YEAST05309
OG0004301	HELIO_02301	YEAST03850
OG0004302	HELIO_11348	YEAST05203
OG0004303	HELIO_05977	YEAST02492
OG0004304	HELIO_10121	YEAST02425, YEAST05929
OG0004305	HELIO_02999	YEAST02123
OG0004307	HELIO_06021	YEAST04592
OG0004308	HELIO_02621	YEAST04835
OG0004309	HELIO_02544, HELIO_11686	YEAST05924
OG0004310	HELIO_05755	YEAST05001
OG0004312	HELIO_09858	YEAST03330
OG0004314	HELIO_11288	YEAST00500
OG0004324	HELIO_06380	YEAST04322
OG0004331	HELIO_04862	YEAST06230
OG0004333	HELIO_03394	YEAST01391
OG0004335	HELIO_10063	YEAST01057
OG0004337	HELIO_09677	YEAST05652
OG0004338	HELIO_02735	YEAST05023
OG0004344	HELIO_05104	YEAST02441
OG0004345	HELIO_11483	YEAST04894
OG0004348	HELIO_02969	YEAST03956
OG0004350	HELIO_09167	YEAST04742
OG0004351	HELIO_03403, HELIO_03402	YEAST04167
OG0004353	HELIO_05842	YEAST05143
OG0004356	HELIO_08069	YEAST02877
OG0004357	HELIO_08001	YEAST02304
OG0004359	HELIO_12437	YEAST01873
OG0004364	HELIO_04246	YEAST00647
OG0004366	HELIO_12347	YEAST01097
OG0004369	HELIO_12496	YEAST04013
OG0004370	HELIO_03960	YEAST02378
OG0004374	HELIO_04430	YEAST00556
OG0004377	HELIO_08549	YEAST05181
OG0004378	HELIO_09047	YEAST03291
OG0004379	HELIO_02169	YEAST02180, YEAST04152
OG0004380	HELIO_02081	YEAST04825
OG0004382	HELIO_05962	YEAST03218
OG0004394	HELIO_11388	YEAST00619
OG0004396	HELIO_05800	YEAST01668
OG0004400	HELIO_06143	YEAST03238, YEAST03731
OG0004401	HELIO_00357	YEAST04219
OG0004402	HELIO_12319	YEAST05942
OG0004404	HELIO_00365	YEAST00833, YEAST00883
OG0004417	HELIO_12409	YEAST03358
OG0004460	HELIO_11544	YEAST06162
OG0004462	HELIO_10916	YEAST03397
OG0004468	HELIO_01285	YEAST04439
OG0004472	HELIO_06484	YEAST06199
OG0004479	HELIO_09869	YEAST00474
OG0004486	HELIO_09931	YEAST00968
OG0004489	HELIO_04543	YEAST03700
OG0004490	HELIO_01426	YEAST02887
OG0004494	HELIO_01937	YEAST03738
OG0004495	HELIO_05252	YEAST00946
OG0004498	HELIO_05086	YEAST02716
OG0004500	HELIO_00985	YEAST04651
OG0004503	HELIO_11512	YEAST02385
OG0004505	HELIO_05492	YEAST01701
OG0004506	HELIO_06458	YEAST06061
OG0004507	HELIO_11682	YEAST04994
OG0004512	HELIO_09740, HELIO_09741	YEAST01510
OG0004513	HELIO_06065	YEAST04235
OG0004515	HELIO_07915	YEAST05737
OG0004519	HELIO_02070	YEAST01596
OG0004520	HELIO_02470	YEAST06001, YEAST05696
OG0004525	HELIO_11194	YEAST03937
OG0004526	HELIO_09082	YEAST02603
OG0004529	HELIO_04437	YEAST03981
OG0004538	HELIO_08825	YEAST02750
OG0004541	HELIO_11072, HELIO_07529, HELIO_10987	YEAST02645, YEAST03788, YEAST04781
OG0004542	HELIO_06841	YEAST04816, YEAST04623
OG0004545	HELIO_12540	YEAST02071
OG0004551	HELIO_10162, HELIO_05424	YEAST00426
OG0004554	HELIO_08526	YEAST05640, YEAST04172
OG0004559	HELIO_05624	YEAST04428
OG0004563	HELIO_10963	YEAST04325
OG0004566	HELIO_12744	YEAST02192
OG0004567	HELIO_07623	YEAST05747
OG0004571	HELIO_02695	YEAST02127
OG0004573	HELIO_11161	YEAST00677
OG0004577	HELIO_01659	YEAST02283
OG0004579	HELIO_04280	YEAST00134
OG0004581	HELIO_05498	YEAST03583, YEAST04618
OG0004582	HELIO_08565	YEAST04377
OG0004583	HELIO_00209	YEAST05833
OG0004584	HELIO_11293	YEAST03457
OG0004585	HELIO_05321	YEAST01153
OG0004590	HELIO_05349	YEAST03622, YEAST00886
OG0004593	HELIO_00714	YEAST01231
OG0004606	HELIO_10022	YEAST05926
OG0004609	HELIO_00052	YEAST05326
OG0004610	HELIO_00082	YEAST04487, YEAST01427
OG0004611	HELIO_04196	YEAST04613
OG0004612	HELIO_01397	YEAST02359
OG0004616	HELIO_01195	YEAST00250, YEAST02830
OG0004619	HELIO_09992	YEAST03531
OG0004621	HELIO_04659	YEAST00178
OG0004623	HELIO_06064, HELIO_06434	YEAST04421
OG0004626	HELIO_09727	YEAST00427
OG0004630	HELIO_07827	YEAST01322, YEAST02951
OG0004633	HELIO_01232	YEAST03510
OG0004634	HELIO_03114	YEAST00262, YEAST00249
OG0004639	HELIO_02889	YEAST02924
OG0004648	HELIO_00369	YEAST04721, YEAST05892
OG0004649	HELIO_03519	YEAST02284
OG0004651	HELIO_01360	YEAST01146
OG0004655	HELIO_05420	YEAST01640
OG0004656	HELIO_07103	YEAST04281
OG0004657	HELIO_01936	YEAST00473
OG0004658	HELIO_07890	YEAST04140
OG0004659	HELIO_03428	YEAST02251
OG0004660	HELIO_10181	YEAST06221, YEAST00721
OG0004663	HELIO_11837	YEAST01161
OG0004664	HELIO_11551	YEAST05162
OG0004668	HELIO_08315	YEAST01610
OG0004669	HELIO_09536	YEAST00949
OG0004670	HELIO_02134	YEAST03416
OG0004671	HELIO_07461	YEAST02606
OG0004674	HELIO_03310	YEAST05448
OG0004675	HELIO_01458	YEAST05072, YEAST02983
OG0004676	HELIO_00427	YEAST05785, YEAST00056, YEAST02694
OG0004678	HELIO_04212	YEAST02777, YEAST04846
OG0004682	HELIO_10128	YEAST02876
OG0004683	HELIO_11352	YEAST00676
OG0004684	HELIO_03586	YEAST05643
OG0004685	HELIO_10246, HELIO_10245	YEAST04200
OG0004687	HELIO_08862	YEAST00982
OG0004691	HELIO_08399	YEAST00819
OG0004699	HELIO_08731	YEAST05453
OG0004702	HELIO_04400	YEAST03387
OG0004703	HELIO_04914	YEAST00841
OG0004705	HELIO_04709	YEAST05591
OG0004708	HELIO_11900	YEAST04540
OG0004711	HELIO_02943	YEAST03281
OG0004728	HELIO_00269	YEAST04662, YEAST00882
OG0004733	HELIO_10171	YEAST06337
OG0004735	HELIO_02328, HELIO_02327	YEAST04508
OG0004739	HELIO_02404	YEAST01817
OG0004740	HELIO_09419	YEAST04029
OG0004743	HELIO_00353	YEAST04299
OG0004747	HELIO_00610	YEAST01134
OG0004748	HELIO_03593	YEAST03942
OG0004749	HELIO_03717	YEAST05904
OG0004753	HELIO_01929	YEAST04746
OG0004755	HELIO_02844	YEAST03690
OG0004756	HELIO_08574	YEAST03704
OG0004759	HELIO_02858	YEAST02912
OG0004760	HELIO_03633	YEAST01847
OG0004764	HELIO_05384	YEAST04443, YEAST04345
OG0004765	HELIO_12222	YEAST02487
OG0004766	HELIO_04193	YEAST01053
OG0004769	HELIO_01733	YEAST06228
OG0004770	HELIO_04370	YEAST03432
OG0004774	HELIO_10117	YEAST06062
OG0004786	HELIO_09763	YEAST01015
OG0004787	HELIO_11880	YEAST02164
OG0004792	HELIO_00048	YEAST02299
OG0004795	HELIO_04401	YEAST02163
OG0004797	HELIO_09940	YEAST00371
OG0004805	HELIO_08364	YEAST03570
OG0004808	HELIO_09802	YEAST02354
OG0004811	HELIO_06670	YEAST01683
OG0004814	HELIO_10146	YEAST05710
OG0004816	HELIO_09964	YEAST04664
OG0004819	HELIO_07897	YEAST00279
OG0004820	HELIO_06487	YEAST05404
OG0004822	HELIO_06062	YEAST03199
OG0004836	HELIO_02324	YEAST00658
OG0004840	HELIO_02085	YEAST01399
OG0004841	HELIO_02585	YEAST01375
OG0004842	HELIO_11832	YEAST05083
OG0004843	HELIO_00834	YEAST03163
OG0004844	HELIO_10522	YEAST01571
OG0004848	HELIO_00069	YEAST02387
OG0004849	HELIO_05423	YEAST06335
OG0004850	HELIO_00704	YEAST05082, YEAST02977
OG0004851	HELIO_09616	YEAST02907
OG0004854	HELIO_03818	YEAST00889, YEAST04304
OG0004855	HELIO_02533	YEAST03252
OG0004856	HELIO_07832	YEAST05973
OG0004858	HELIO_00650	YEAST04268
OG0004863	HELIO_03006	YEAST00862
OG0004864	HELIO_00612	YEAST00264
OG0004874	HELIO_08597	YEAST04564
OG0004875	HELIO_06367	YEAST02491
OG0004877	HELIO_07852	YEAST05247
OG0004879	HELIO_00955	YEAST01311
OG0004880	HELIO_05730	YEAST06046
OG0004881	HELIO_09700	YEAST00141
OG0004886	HELIO_12663	YEAST05077
OG0004887	HELIO_07078	YEAST05734
OG0004893	HELIO_09946	YEAST04667
OG0004896	HELIO_06128	YEAST06193
OG0004898	HELIO_03240	YEAST01269
OG0004902	HELIO_00778	YEAST00933
OG0004903	HELIO_11087	YEAST03539
OG0004906	HELIO_11147	YEAST02770
OG0004911	HELIO_07544	YEAST04765
OG0004913	HELIO_03203	YEAST01636
OG0004914	HELIO_01774	YEAST03369
OG0004917	HELIO_12189	YEAST00244
OG0004922	HELIO_01685	YEAST03302
OG0004924	HELIO_01952	YEAST03555, YEAST03277
OG0004928	HELIO_07307	YEAST00311
OG0004932	HELIO_07987	YEAST04654
OG0004935	HELIO_10326	YEAST02167
OG0004940	HELIO_00273	YEAST05107, YEAST05559
OG0004941	HELIO_05073	YEAST03194
OG0004947	HELIO_05661	YEAST05164
OG0004948	HELIO_02547	YEAST02275
OG0004949	HELIO_02589	YEAST04201
OG0004952	HELIO_07510	YEAST02477
OG0004954	HELIO_00661	YEAST06058
OG0004962	HELIO_08746	YEAST04400
OG0004963	HELIO_03790	YEAST04940
OG0004964	HELIO_08341	YEAST04104
OG0004968	HELIO_02336	YEAST03489
OG0004969	HELIO_09351	YEAST02591
OG0004971	HELIO_11333	YEAST05364
OG0004972	HELIO_04464	YEAST03511
OG0004975	HELIO_10270	YEAST00144, YEAST01994
OG0004976	HELIO_01915	YEAST05983
OG0004977	HELIO_09387	YEAST06017
OG0004979	HELIO_00535	YEAST06027
OG0004980	HELIO_11727	YEAST05221
OG0004981	HELIO_00009	YEAST03914, YEAST04639
OG0004982	HELIO_02000	YEAST03625
OG0004985	HELIO_04047	YEAST03498
OG0004988	HELIO_09379	YEAST05990
OG0004989	HELIO_10003	YEAST04576
OG0004990	HELIO_07049	YEAST04419
OG0004992	HELIO_08240	YEAST05627
OG0004996	HELIO_07732	YEAST04793
OG0004997	HELIO_02145	YEAST01342
OG0005002	HELIO_00270	YEAST05414
OG0005003	HELIO_12173	YEAST02467, YEAST00216
OG0005006	HELIO_11768	YEAST06096
OG0005014	HELIO_08846	YEAST02538
OG0005015	HELIO_00171	YEAST01649, YEAST01932
OG0005038	HELIO_08881	YEAST02861
OG0005040	HELIO_03252	YEAST04778
OG0005047	HELIO_00479	YEAST01837
OG0005053	HELIO_06875	YEAST00680
OG0005055	HELIO_10170	YEAST02159
OG0005059	HELIO_07564	YEAST03737
OG0005067	HELIO_09151	YEAST06051
OG0005069	HELIO_00608	YEAST03130
OG0005073	HELIO_01773	YEAST00873
OG0005076	HELIO_03009, HELIO_03970	YEAST04563
OG0005081	HELIO_10431	YEAST03124
OG0005083	HELIO_09753	YEAST00678, YEAST05235
OG0005084	HELIO_04922	YEAST03782
OG0005086	HELIO_12467	YEAST00205
OG0005087	HELIO_03767	YEAST00816
OG0005088	HELIO_03847	YEAST05769, YEAST03125
OG0005089	HELIO_03232	YEAST04644
OG0005090	HELIO_07695	YEAST00338
OG0005093	HELIO_11993	YEAST01810
OG0005095	HELIO_02872	YEAST04437
OG0005096	HELIO_05731	YEAST00667
OG0005097	HELIO_03002	YEAST05071
OG0005099	HELIO_10118	YEAST01396
OG0005100	HELIO_05545	YEAST02389
OG0005104	HELIO_08531	YEAST05248
OG0005106	HELIO_00174	YEAST06065, YEAST00421
OG0005109	HELIO_06364	YEAST05204, YEAST00612
OG0005111	HELIO_00407	YEAST06212, YEAST04032
OG0005114	HELIO_08371	YEAST02131
OG0005121	HELIO_07490	YEAST02052
OG0005124	HELIO_09426	YEAST04099
OG0005130	HELIO_07663	YEAST03863
OG0005139	HELIO_08484, HELIO_08485	YEAST04015
OG0005142	HELIO_08045	YEAST03890
OG0005143	HELIO_09545	YEAST00443
OG0005144	HELIO_08022	YEAST04065
OG0005146	HELIO_10854	YEAST02971
OG0005149	HELIO_11654	YEAST03025, YEAST02738
OG0005151	HELIO_08645	YEAST03382
OG0005152	HELIO_00544	YEAST00847
OG0005157	HELIO_00904	YEAST02981
OG0005160	HELIO_01025	YEAST06113
OG0005164	HELIO_11468	YEAST06283
OG0005168	HELIO_01751	YEAST06272
OG0005169	HELIO_04343	YEAST00459
OG0005175	HELIO_00780	YEAST05445
OG0005176	HELIO_10190	YEAST00218
OG0005178	HELIO_00616	YEAST04497
OG0005179	HELIO_06111	YEAST05659
OG0005183	HELIO_02806	YEAST05308
OG0005184	HELIO_00770	YEAST00492
OG0005187	HELIO_07825	YEAST05234
OG0005188	HELIO_01778	YEAST01554
OG0005191	HELIO_04472, HELIO_12152	YEAST00993
OG0005192	HELIO_00944	YEAST05720
OG0005194	HELIO_07040	YEAST04086
OG0005196	HELIO_04481	YEAST01388
OG0005198	HELIO_04715	YEAST00327
OG0005200	HELIO_05628	YEAST01016
OG0005201	HELIO_00986	YEAST00082
OG0005203	HELIO_10134	YEAST02207
OG0005204	HELIO_02257	YEAST01178
OG0005205	HELIO_09166	YEAST01046
OG0005208	HELIO_08730	YEAST01429
OG0005212	HELIO_11385	YEAST06147
OG0005220	HELIO_11906	YEAST04357
OG0005221	HELIO_12033	YEAST03209
OG0005222	HELIO_11738	YEAST05518
OG0005224	HELIO_12119	YEAST06324
OG0005227	HELIO_04033	YEAST05529
OG0005228	HELIO_05235	YEAST05916
OG0005229	HELIO_05105	YEAST04766
OG0005231	HELIO_08456, HELIO_03312	YEAST02681
OG0005233	HELIO_11325	YEAST00564
OG0005237	HELIO_12667	YEAST05398
OG0005238	HELIO_08810	YEAST00351
OG0005239	HELIO_01800	YEAST04499
OG0005240	HELIO_07718	YEAST03058
OG0005247	HELIO_03585	YEAST06314
OG0005249	HELIO_09091	YEAST03446
OG0005251	HELIO_03357, HELIO_08572	YEAST00934
OG0005254	HELIO_11756	YEAST00814
OG0005259	HELIO_05855	YEAST04276
OG0005261	HELIO_01034	YEAST01831
OG0005262	HELIO_01811	YEAST05458
OG0005264	HELIO_03632	YEAST03506
OG0005267	HELIO_12160	YEAST03513
OG0005269	HELIO_01373	YEAST03314
OG0005273	HELIO_05543	YEAST04916
OG0005275	HELIO_00836	YEAST03695
OG0005277	HELIO_11392	YEAST04186
OG0005279	HELIO_10579	YEAST05219
OG0005280	HELIO_08673	YEAST00305
OG0005281	HELIO_12345	YEAST05694
OG0005285	HELIO_08821	YEAST03115
OG0005289	HELIO_02712	YEAST03438
OG0005292	HELIO_09153	YEAST01718
OG0005293	HELIO_02688	YEAST03033
OG0005294	HELIO_02763	YEAST01981
OG0005298	HELIO_05115	YEAST03696
OG0005299	HELIO_01167	YEAST00788
OG0005300	HELIO_08983	YEAST04941
OG0005304	HELIO_10382	YEAST05397
OG0005309	HELIO_11500	YEAST03670
OG0005312	HELIO_02639, HELIO_04406	YEAST05201, YEAST04689
OG0005314	HELIO_05050	YEAST05231, YEAST01835
OG0005316	HELIO_01782	YEAST02690
OG0005317	HELIO_03663	YEAST03232
OG0005318	HELIO_12485	YEAST02932
OG0005323	HELIO_11320	YEAST01809
OG0005324	HELIO_04253	YEAST02894
OG0005326	HELIO_11652	YEAST02113
OG0005360	HELIO_02653	YEAST05037
OG0005365	HELIO_00310	YEAST00555
OG0005366	HELIO_04540	YEAST05488
OG0005370	HELIO_01028	YEAST06092
OG0005371	HELIO_08495	YEAST06170
OG0005373	HELIO_09089	YEAST05422
OG0005374	HELIO_10087	YEAST05714
OG0005375	HELIO_01790	YEAST03962
OG0005390	HELIO_07360	YEAST03532
OG0005391	HELIO_09908	YEAST02166
OG0005393	HELIO_10078	YEAST04280
OG0005394	HELIO_01932	YEAST00853
OG0005396	HELIO_03256	YEAST05100
OG0005399	HELIO_05950	YEAST03052
OG0005402	HELIO_11168	YEAST00454, YEAST00455
OG0005403	HELIO_09292	YEAST03894
OG0005406	HELIO_10339	YEAST00801
OG0005409	HELIO_00987	YEAST01305
OG0005413	HELIO_09672	YEAST00212
OG0005417	HELIO_02576	YEAST02517
OG0005422	HELIO_04622, HELIO_02941	YEAST00744
OG0005430	HELIO_10193	YEAST02046
OG0005432	HELIO_03463	YEAST00083
OG0005433	HELIO_07260	YEAST00126
OG0005435	HELIO_09064	YEAST02973
OG0005437	HELIO_05520	YEAST04554
OG0005438	HELIO_05940	YEAST03985
OG0005439	HELIO_07098	YEAST00480, YEAST02388
OG0005446	HELIO_07330	YEAST02856
OG0005448	HELIO_11633	YEAST00061
OG0005451	HELIO_06353	YEAST02174
OG0005455	HELIO_12494	YEAST01906
OG0005464	HELIO_12674	YEAST03289
OG0005465	HELIO_07862	YEAST02925
OG0005466	HELIO_09523	YEAST04413
OG0005468	HELIO_08530	YEAST03549
OG0005469	HELIO_04725	YEAST03750
OG0005470	HELIO_10445	YEAST05805
OG0005474	HELIO_10650	YEAST05625
OG0005476	HELIO_11936	YEAST00929
OG0005479	HELIO_12634	YEAST06140
OG0005484	HELIO_01473	YEAST05993
OG0005488	HELIO_02338	YEAST02834
OG0005489	HELIO_00008	YEAST02006
OG0005490	HELIO_09891	YEAST02289
OG0005493	HELIO_04632	YEAST03669
OG0005495	HELIO_03871	YEAST04982
OG0005498	HELIO_05149, HELIO_03772	YEAST02944
OG0005499	HELIO_10102	YEAST00316
OG0005504	HELIO_01863	YEAST02859
OG0005508	HELIO_03029	YEAST05735
OG0005514	HELIO_01597	YEAST00756
OG0005524	HELIO_11281	YEAST04752
OG0005527	HELIO_11676	YEAST05177
OG0005533	HELIO_08785	YEAST05670
OG0005535	HELIO_12073	YEAST03305
OG0005537	HELIO_02860	YEAST00932
OG0005539	HELIO_03565	YEAST01881
OG0005545	HELIO_06185	YEAST06273
OG0005554	HELIO_12200	YEAST01003
OG0005556	HELIO_05299	YEAST01807
OG0005559	HELIO_07651	YEAST02680
OG0005560	HELIO_12588	YEAST01996
OG0005562	HELIO_11203	YEAST02317
OG0005563	HELIO_12594	YEAST03552
OG0005564	HELIO_01761	YEAST02525
OG0005566	HELIO_11917	YEAST02934
OG0005569	HELIO_06580	YEAST01288
OG0005570	HELIO_06433	YEAST05155
OG0005572	HELIO_02918	YEAST04844
OG0005573	HELIO_05439	YEAST00059
OG0005575	HELIO_01578	YEAST02256
OG0005580	HELIO_08762, HELIO_08763	YEAST03612
OG0005582	HELIO_11627, HELIO_11626	YEAST06134
OG0005590	HELIO_05815	YEAST05462
OG0005592	HELIO_01301	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	HELIO_02380	YEAST04980
OG0005595	HELIO_05119	YEAST01803
OG0005597	HELIO_05212	YEAST02753
OG0005598	HELIO_03089	YEAST01870
OG0005599	HELIO_03289	YEAST01798
OG0005600	HELIO_04745	YEAST00206
OG0005604	HELIO_08231	YEAST03276
OG0005605	HELIO_00585	YEAST01083
OG0005613	HELIO_01777	YEAST02714
OG0005617	HELIO_03588	YEAST02068
OG0005618	HELIO_03025	YEAST04830
OG0005620	HELIO_09238	YEAST04915
OG0005622	HELIO_07879	YEAST05142
OG0005623	HELIO_02211	YEAST01590
OG0005626	HELIO_02428	YEAST02896
OG0005632	HELIO_12577	YEAST01025
OG0005636	HELIO_12502	YEAST04250, YEAST02533
