Orthogroup	OWEFU	XENTR
OG0006878	OFUSG13546.1.p1	XENTR12365
OG0006880	OFUSG26215.1.p1	XENTR02819
OG0006882	OFUSG05203.1.p1	XENTR10988
OG0006884	OFUSG01760.1.p1, OFUSG01760.2.p1	XENTR07604
OG0006885	OFUSG10131.1.p1	XENTR04782
OG0006886	OFUSG01889.1.p1	XENTR00696
OG0006887	OFUSG04466.1.p1	XENTR13961
OG0006888	OFUSG13161.1.p1	XENTR02537
OG0006890	OFUSG06585.1.p1	XENTR09541
OG0006891	OFUSG24176.1.p1	XENTR15690
OG0006892	OFUSG15808.1.p1	XENTR00113
OG0006893	OFUSG09968.1.p1	XENTR17439
OG0006894	OFUSG18389.1.p1	XENTR13122
OG0006895	OFUSG21761.1.p1	XENTR11833
OG0006896	OFUSG17847.1.p1	XENTR12639
OG0006897	OFUSG09082.1.p1	XENTR14076
OG0006898	OFUSG20735.1.p1	XENTR07636
OG0006899	OFUSG26219.2.p1, OFUSG26219.1.p1	XENTR12237
OG0006900	OFUSG00348.1.p1	XENTR09605
OG0006902	OFUSG00931.1.p1	XENTR02201
OG0006904	OFUSG01695.1.p2	XENTR03460
OG0006905	OFUSG04975.1.p1, OFUSG04976.2.p1, OFUSG04976.1.p1	XENTR19260
OG0006906	OFUSG15448.1.p1	XENTR10195
OG0006907	OFUSG13562.1.p1	XENTR18404
OG0006908	OFUSG15397.1.p1	XENTR03672
OG0006909	OFUSG06834.1.p1	XENTR18357
OG0006911	OFUSG26598.1.p1, OFUSG26593.1.p1	XENTR17645
OG0006912	OFUSG25692.1.p1	XENTR03948
OG0006913	OFUSG08028.1.p1	XENTR04002
OG0006914	OFUSG09464.1.p1	XENTR15248
OG0006915	OFUSG20354.1.p1	XENTR05683
OG0006916	OFUSG09124.1.p1	XENTR18036
OG0006918	OFUSG26318.1.p1	XENTR10731, XENTR10730
OG0006919	OFUSG19194.1.p1	XENTR12172
OG0006921	OFUSG23584.1.p1	XENTR10556
OG0006923	OFUSG00467.1.p1	XENTR05461
OG0006924	OFUSG17158.1.p1	XENTR06768
OG0006925	OFUSG07572.1.p1, OFUSG07572.2.p1	XENTR03837
OG0006926	OFUSG17276.1.p1	XENTR12859
OG0006927	OFUSG07179.1.p1	XENTR10634
OG0006928	OFUSG23551.1.p1	XENTR10691
OG0006930	OFUSG00936.1.p1	XENTR05716
OG0006931	OFUSG23547.1.p1	XENTR12285
OG0006932	OFUSG10417.1.p1	XENTR01275
OG0006934	OFUSG14725.1.p1	XENTR15092
OG0006935	OFUSG15458.1.p1	XENTR08699
OG0006936	OFUSG06570.1.p1	XENTR08928
OG0006937	OFUSG26075.1.p1	XENTR04504
OG0006938	OFUSG12471.1.p1	XENTR16149
OG0006939	OFUSG17603.1.p1	XENTR12765
OG0006940	OFUSG13186.1.p1	XENTR01692
OG0006942	OFUSG11727.1.p1, OFUSG11727.2.p1	XENTR09478
OG0006943	OFUSG08404.1.p1	XENTR15386
OG0006944	OFUSG05635.1.p1	XENTR07046
OG0006945	OFUSG24270.1.p1	XENTR00117
OG0006946	OFUSG07877.1.p1	XENTR16824, XENTR16825
OG0006948	OFUSG18459.1.p1	XENTR04780
OG0006949	OFUSG15878.1.p1	XENTR11256
OG0006951	OFUSG15980.1.p1, OFUSG15980.2.p1	XENTR14803
OG0006952	OFUSG20628.1.p1	XENTR05143
OG0006953	OFUSG00884.1.p1	XENTR09448
OG0006954	OFUSG25075.1.p1	XENTR03844
OG0006957	OFUSG05470.1.p1	XENTR08977
OG0006958	OFUSG07736.1.p1	XENTR07775
OG0006959	OFUSG09250.1.p1	XENTR17553
OG0006960	OFUSG10847.2.p1, OFUSG10847.1.p1	XENTR16241
OG0006962	OFUSG20929.1.p1	XENTR09246
OG0006964	OFUSG00362.1.p1	XENTR09387
OG0006966	OFUSG24778.1.p1	XENTR09367
OG0006967	OFUSG10677.1.p1	XENTR03908
OG0006968	OFUSG23129.1.p1	XENTR15434
OG0006969	OFUSG19497.1.p1	XENTR16749, XENTR16750, XENTR16751
OG0006970	OFUSG24014.1.p1	XENTR14271, XENTR14272
OG0006971	OFUSG22447.1.p1	XENTR01201
OG0006972	OFUSG20620.2.p1, OFUSG20620.1.p1	XENTR19251
OG0006973	OFUSG00129.1.p1	XENTR09146
OG0006974	OFUSG07891.1.p1	XENTR12649, XENTR05529
OG0006975	OFUSG00620.1.p1	XENTR12996
OG0006976	OFUSG00399.1.p1	XENTR01210
OG0006977	OFUSG18645.1.p1	XENTR11302
OG0006979	OFUSG07394.1.p1	XENTR01458
OG0006980	OFUSG21476.1.p1	XENTR06239
OG0006981	OFUSG07719.2.p1, OFUSG07719.3.p1, OFUSG07719.1.p1	XENTR16320
OG0006982	OFUSG06527.1.p1	XENTR11312
OG0006984	OFUSG07203.1.p1, OFUSG07204.1.p1	XENTR13708, XENTR02353
OG0006985	OFUSG07556.1.p1	XENTR11227
OG0006987	OFUSG25536.1.p1	XENTR01282, XENTR01281
OG0006988	OFUSG26800.1.p1	XENTR12330
OG0006989	OFUSG04394.1.p1	XENTR04170
OG0006990	OFUSG10161.1.p1	XENTR08922
OG0006991	OFUSG17185.1.p1	XENTR17838
OG0006993	OFUSG14670.1.p1, OFUSG14670.2.p1	XENTR09372
OG0006994	OFUSG16405.1.p1	XENTR00114
OG0006996	OFUSG25256.1.p1, OFUSG25256.2.p1	XENTR01652
OG0006997	OFUSG06281.1.p1	XENTR17546, XENTR17545
OG0006998	OFUSG16627.1.p1	XENTR06955
OG0006999	OFUSG13743.1.p1	XENTR00236
OG0007000	OFUSG06445.1.p1, OFUSG06445.2.p1	XENTR01902, XENTR01901
OG0007001	OFUSG00420.1.p1	XENTR17344, XENTR17343
OG0007002	OFUSG07702.1.p1	XENTR06832
OG0007003	OFUSG18628.1.p1	XENTR16048
OG0007005	OFUSG24056.1.p1	XENTR07132
OG0007006	OFUSG09513.1.p1	XENTR12975
OG0007008	OFUSG09347.1.p1	XENTR18543
OG0007009	OFUSG04231.1.p1	XENTR09577
OG0007010	OFUSG04162.1.p1, OFUSG02296.1.p1	XENTR05499
OG0007011	OFUSG02616.1.p1	XENTR05787
OG0007012	OFUSG18164.1.p1	XENTR03267
OG0007013	OFUSG17828.1.p1	XENTR09137
OG0007014	OFUSG06966.1.p1	XENTR08855
OG0007015	OFUSG20280.1.p1	XENTR02491
OG0007016	OFUSG23182.2.p1, OFUSG23182.1.p1	XENTR00478
OG0007017	OFUSG24635.1.p1	XENTR16539
OG0007018	OFUSG17974.1.p1	XENTR13179
OG0007019	OFUSG18149.1.p1	XENTR13839
OG0007020	OFUSG18698.1.p1	XENTR09770
OG0007021	OFUSG14112.1.p1	XENTR08839
OG0007022	OFUSG16190.1.p1	XENTR16029
OG0007023	OFUSG06199.1.p1	XENTR07024
OG0007025	OFUSG07910.1.p1	XENTR13731
OG0007026	OFUSG07544.1.p1	XENTR18056
OG0007027	OFUSG05641.1.p1, OFUSG05641.2.p1	XENTR19169, XENTR11118
OG0007028	OFUSG13370.1.p1	XENTR00104
OG0007029	OFUSG00068.1.p1	XENTR07776
OG0007031	OFUSG21245.2.p1, OFUSG21245.1.p1	XENTR07790
OG0007032	OFUSG15967.1.p1	XENTR17468
OG0007033	OFUSG12337.1.p1	XENTR16190
OG0007034	OFUSG15969.1.p1	XENTR05241
OG0007035	OFUSG19610.1.p1	XENTR06046
OG0007036	OFUSG25686.1.p1	XENTR17676, XENTR17677
OG0007037	OFUSG15937.1.p1, OFUSG15937.2.p1	XENTR05417
OG0007038	OFUSG18813.1.p1	XENTR01237
OG0007039	OFUSG21947.1.p1	XENTR03063
OG0007040	OFUSG07700.1.p1	XENTR16157
OG0007041	OFUSG16729.2.p1, OFUSG16729.1.p1	XENTR01415
OG0007042	OFUSG04668.1.p1	XENTR03360
OG0007043	OFUSG06723.1.p1	XENTR02003
OG0007045	OFUSG00867.1.p1	XENTR05481
OG0007046	OFUSG01801.1.p1	XENTR09390
OG0007047	OFUSG25608.1.p1	XENTR12940
OG0007048	OFUSG17875.1.p1	XENTR12714
OG0007049	OFUSG13313.1.p1	XENTR10205
OG0007050	OFUSG05674.1.p1	XENTR10229
OG0007053	OFUSG21516.1.p1	XENTR06867
OG0007054	OFUSG15022.1.p1	XENTR17771
OG0007055	OFUSG15353.1.p1	XENTR04557
OG0007056	OFUSG24154.1.p1	XENTR04936
OG0007058	OFUSG08816.1.p1	XENTR13895
OG0007059	OFUSG06271.1.p1	XENTR01903
OG0007060	OFUSG01914.1.p1, OFUSG01914.2.p1	XENTR06697
OG0007061	OFUSG06485.1.p1	XENTR12828
OG0007062	OFUSG21319.1.p1	XENTR03101
OG0007063	OFUSG10493.1.p1	XENTR05680
OG0007064	OFUSG03352.1.p1	XENTR16371
OG0007065	OFUSG07963.1.p1	XENTR04111
OG0007066	OFUSG14815.1.p1	XENTR18528, XENTR05764
OG0007068	OFUSG17951.1.p1	XENTR04871
OG0007069	OFUSG17864.1.p1	XENTR06666
OG0007071	OFUSG12865.1.p1	XENTR07783
OG0007072	OFUSG20497.1.p1	XENTR07265
OG0007073	OFUSG17728.1.p1	XENTR08573
OG0007074	OFUSG17382.1.p1	XENTR03247
OG0007075	OFUSG18111.1.p1	XENTR02206
OG0007076	OFUSG21424.1.p1	XENTR15551
OG0007077	OFUSG03074.1.p1, OFUSG03074.2.p1	XENTR02860, XENTR01951
OG0007078	OFUSG24579.1.p1, OFUSG24582.1.p1	XENTR01751
OG0007079	OFUSG23538.1.p1	XENTR16725
OG0007080	OFUSG26258.1.p1	XENTR05164
OG0007081	OFUSG21477.1.p1	XENTR06924
OG0007083	OFUSG25609.1.p1, OFUSG25609.2.p1	XENTR12941
OG0007084	OFUSG23130.1.p1	XENTR15425
OG0007085	OFUSG07005.1.p1	XENTR03719
OG0007086	OFUSG06679.1.p1, OFUSG06679.2.p1, OFUSG06679.3.p1	XENTR15548
OG0007087	OFUSG26516.1.p1	XENTR10659
OG0007088	OFUSG17574.1.p1	XENTR13069
OG0007090	OFUSG13138.1.p1	XENTR04663
OG0007091	OFUSG13179.1.p1	XENTR16106
OG0007092	OFUSG12355.1.p1	XENTR09595
OG0007093	OFUSG13021.1.p1	XENTR09556
OG0007094	OFUSG21965.1.p1	XENTR03856
OG0007095	OFUSG18269.1.p1	XENTR11185
OG0007096	OFUSG05022.1.p1	XENTR15677
OG0007097	OFUSG08779.1.p1	XENTR10319
OG0007098	OFUSG20568.1.p1	XENTR00462
OG0007099	OFUSG11706.1.p1	XENTR01909
OG0007100	OFUSG19539.1.p1	XENTR02538
OG0007102	OFUSG02403.1.p1	XENTR10584
OG0007103	OFUSG18537.1.p1	XENTR09292
OG0007104	OFUSG14180.1.p1	XENTR08818, XENTR11925
OG0007105	OFUSG24155.1.p1	XENTR17989, XENTR17988
OG0007106	OFUSG18964.1.p1	XENTR02834
OG0007108	OFUSG22296.1.p1	XENTR11156
OG0007109	OFUSG00752.1.p1	XENTR17008
OG0007111	OFUSG20801.1.p1	XENTR16348
OG0007112	OFUSG19617.1.p1	XENTR05305
OG0007113	OFUSG06597.1.p1	XENTR07047
OG0007114	OFUSG20430.1.p1	XENTR17139
OG0007115	OFUSG11124.1.p1	XENTR10736
OG0007116	OFUSG10614.1.p1	XENTR07013
OG0007117	OFUSG05699.1.p1	XENTR15556
OG0007118	OFUSG00366.1.p1	XENTR11167
OG0007119	OFUSG23664.1.p1	XENTR00359
OG0007120	OFUSG21210.1.p1	XENTR11017
OG0007122	OFUSG12932.1.p1	XENTR13022
OG0007123	OFUSG06078.1.p1, OFUSG06079.1.p1, OFUSG06079.2.p1	XENTR09569
OG0007124	OFUSG02914.1.p1	XENTR10585
OG0007125	OFUSG08572.1.p1, OFUSG08572.2.p1	XENTR13558
OG0007126	OFUSG12192.1.p1	XENTR05105
OG0007127	OFUSG21273.1.p1	XENTR03372
OG0007128	OFUSG16640.1.p1	XENTR05067
OG0007129	OFUSG06978.1.p1	XENTR12454, XENTR12453
OG0007130	OFUSG06200.1.p1	XENTR10790
OG0007131	OFUSG23463.1.p1	XENTR04760
OG0007133	OFUSG09267.1.p1	XENTR06849
OG0007134	OFUSG05978.1.p1	XENTR14638
OG0007135	OFUSG04246.1.p1	XENTR14139
OG0007136	OFUSG19905.1.p1	XENTR11242
OG0007137	OFUSG10871.1.p1	XENTR16364
OG0007138	OFUSG08302.1.p1	XENTR01287
OG0007139	OFUSG12636.1.p1	XENTR18713
OG0007141	OFUSG11137.1.p1	XENTR04779
OG0007143	OFUSG17545.1.p1	XENTR13932
OG0007144	OFUSG21801.1.p1	XENTR05104
OG0007145	OFUSG20934.1.p1	XENTR04506
OG0007147	OFUSG13469.1.p1	XENTR17348
OG0007148	OFUSG19136.1.p1	XENTR15137
OG0007150	OFUSG05344.1.p1	XENTR09755
OG0007151	OFUSG02774.1.p1	XENTR05788
OG0007153	OFUSG11582.2.p1, OFUSG11582.1.p1	XENTR08905
OG0007154	OFUSG08565.1.p1	XENTR03882
OG0007158	OFUSG04790.1.p1	XENTR08364
OG0007159	OFUSG08420.1.p1	XENTR09164
OG0007160	OFUSG05249.1.p1	XENTR00523
OG0007161	OFUSG05396.1.p1	XENTR12550, XENTR15126
OG0007164	OFUSG06600.1.p1	XENTR00655
OG0007171	OFUSG12524.1.p1	XENTR07480
OG0007173	OFUSG04330.1.p1	XENTR13485
OG0007174	OFUSG04748.2.p1, OFUSG04748.1.p1	XENTR18531, XENTR02471
OG0007175	OFUSG07608.1.p1	XENTR08705, XENTR08706
OG0007176	OFUSG26974.1.p1	XENTR14504
OG0007177	OFUSG25028.1.p1	XENTR13081
OG0007178	OFUSG08058.1.p1	XENTR03949
OG0007179	OFUSG13214.1.p1	XENTR10416
OG0007181	OFUSG05668.1.p1	XENTR10462
OG0007182	OFUSG13896.2.p1, OFUSG13896.1.p1	XENTR01510
OG0007183	OFUSG00271.1.p1	XENTR04220
OG0007185	OFUSG26363.1.p1	XENTR07399
OG0007186	OFUSG03968.1.p1	XENTR13974
OG0007187	OFUSG13325.1.p1, OFUSG13325.2.p1, OFUSG13325.3.p1	XENTR07115
OG0007188	OFUSG16212.1.p1	XENTR08812
OG0007189	OFUSG09971.1.p1, OFUSG09971.2.p1	XENTR03901
OG0007190	OFUSG17858.1.p1	XENTR01938
OG0007191	OFUSG13466.1.p1	XENTR04764
OG0007192	OFUSG04047.1.p1	XENTR00135
OG0007201	OFUSG17829.1.p1	XENTR08891
OG0007204	OFUSG17521.1.p1	XENTR00365, XENTR13207
OG0007211	OFUSG19396.1.p1	XENTR16389
OG0007213	OFUSG18498.1.p1	XENTR01769, XENTR01768
OG0007248	OFUSG05380.1.p1	XENTR09965, XENTR09966
OG0007250	OFUSG06871.1.p1	XENTR15090, XENTR15089
OG0007251	OFUSG19641.1.p1	XENTR16778
OG0007253	OFUSG20806.1.p1	XENTR15675, XENTR06641
OG0007254	OFUSG26478.1.p1	XENTR16036
OG0007255	OFUSG19857.2.p1, OFUSG19857.1.p1	XENTR03356, XENTR03355
OG0007256	OFUSG10664.2.p1, OFUSG10664.1.p1, OFUSG10664.4.p1, OFUSG10664.3.p1	XENTR05599
OG0007258	OFUSG20033.1.p1	XENTR05062
OG0007261	OFUSG13481.1.p1	XENTR14144
OG0007264	OFUSG22910.1.p1	XENTR00464, XENTR00463
OG0007266	OFUSG18654.1.p1, OFUSG18654.2.p1	XENTR14040
OG0007267	OFUSG17347.1.p1	XENTR00329
OG0007268	OFUSG07744.1.p1	XENTR07436
OG0007269	OFUSG17107.1.p1, OFUSG16940.1.p1	XENTR08034, XENTR06073
OG0007270	OFUSG03691.1.p1	XENTR00919
OG0007271	OFUSG10232.1.p1	XENTR06576
OG0007272	OFUSG17273.1.p1	XENTR18622
OG0007273	OFUSG01106.1.p1	XENTR11486
OG0007274	OFUSG19415.1.p1	XENTR14808
OG0007275	OFUSG05642.1.p1	XENTR10112
OG0007276	OFUSG09515.1.p1	XENTR17394
OG0007280	OFUSG21322.1.p1	XENTR04651
OG0007281	OFUSG10005.1.p1	XENTR00958
OG0007282	OFUSG14906.1.p1	XENTR10935
OG0007283	OFUSG00968.1.p1	XENTR07330
OG0007285	OFUSG00450.1.p1, OFUSG00449.1.p1	XENTR05890
OG0007286	OFUSG12715.1.p1	XENTR12572
OG0007288	OFUSG11110.1.p1	XENTR04861
OG0007289	OFUSG26003.1.p1	XENTR01683
OG0007290	OFUSG04836.1.p1	XENTR07276
OG0007291	OFUSG20575.1.p1	XENTR02444
OG0007292	OFUSG09326.1.p1	XENTR16459
OG0007293	OFUSG16859.1.p1	XENTR15743
OG0007294	OFUSG17062.1.p1	XENTR14997
OG0007295	OFUSG17861.2.p1, OFUSG17861.1.p1	XENTR04865
OG0007296	OFUSG07471.1.p1	XENTR00485
OG0007297	OFUSG17821.1.p1	XENTR19091
OG0007298	OFUSG02733.1.p1	XENTR05560
OG0007299	OFUSG09792.1.p1	XENTR02278
OG0007300	OFUSG15976.1.p1	XENTR05357
OG0007301	OFUSG04824.1.p1	XENTR16260
OG0007302	OFUSG02825.1.p1	XENTR00417
OG0007303	OFUSG11757.1.p1	XENTR14363
OG0007304	OFUSG04479.1.p1	XENTR08025
OG0007305	OFUSG08566.1.p1	XENTR16934
OG0007306	OFUSG00027.1.p1, OFUSG00027.2.p1	XENTR11408
OG0007307	OFUSG15381.1.p1	XENTR00613
OG0007308	OFUSG26870.1.p1	XENTR02295
OG0007309	OFUSG12546.1.p1, OFUSG12545.1.p1	XENTR13050
OG0007310	OFUSG04200.1.p1, OFUSG04200.2.p1	XENTR13427
OG0007312	OFUSG18290.1.p1	XENTR01859
OG0007314	OFUSG11556.1.p1	XENTR14853
OG0007316	OFUSG15327.1.p1	XENTR04896
OG0007317	OFUSG23619.1.p1	XENTR13051
OG0007318	OFUSG06457.1.p1	XENTR08377
OG0007319	OFUSG21180.1.p1	XENTR16805
OG0007320	OFUSG09270.1.p1	XENTR11235
OG0007321	OFUSG11477.1.p1	XENTR12796
OG0007323	OFUSG09943.1.p1	XENTR08193, XENTR08194
OG0007325	OFUSG20353.1.p1	XENTR07774
OG0007326	OFUSG16635.1.p1	XENTR05294
OG0007329	OFUSG25701.1.p1	XENTR12936
OG0007330	OFUSG03047.1.p1	XENTR08463
OG0007331	OFUSG13160.1.p1	XENTR00732
OG0007333	OFUSG14787.1.p1	XENTR12288
OG0007334	OFUSG04651.1.p1	XENTR18884
OG0007335	OFUSG12346.1.p1	XENTR07715
OG0007336	OFUSG01140.1.p1	XENTR19188, XENTR12086
OG0007337	OFUSG08247.1.p1	XENTR18440, XENTR09152
OG0007338	OFUSG00512.1.p1	XENTR13663
OG0007339	OFUSG16021.1.p1	XENTR03376
OG0007340	OFUSG07490.1.p1, OFUSG07490.2.p1	XENTR11750
OG0007341	OFUSG08079.1.p1	XENTR00193
OG0007342	OFUSG21114.1.p1	XENTR05724
OG0007343	OFUSG23516.1.p1	XENTR09826
OG0007344	OFUSG11551.1.p1	XENTR15343
OG0007345	OFUSG10938.1.p1	XENTR05583, XENTR13476
OG0007347	OFUSG12292.1.p1	XENTR11224
OG0007348	OFUSG24927.1.p1, OFUSG24927.2.p1	XENTR09214
OG0007351	OFUSG23667.1.p1	XENTR03181
OG0007353	OFUSG23180.1.p1	XENTR09557
OG0007354	OFUSG17364.1.p1	XENTR00406
OG0007356	OFUSG25027.1.p1	XENTR01249
OG0007357	OFUSG12168.1.p1	XENTR15128
OG0007358	OFUSG09680.1.p1	XENTR00577, XENTR00576
OG0007359	OFUSG05437.1.p1	XENTR02146
OG0007360	OFUSG25473.1.p1	XENTR00103
OG0007361	OFUSG09488.1.p1	XENTR11435
OG0007363	OFUSG02740.1.p1	XENTR10822
OG0007364	OFUSG01952.1.p1	XENTR05632
OG0007365	OFUSG13323.1.p1	XENTR00063
OG0007366	OFUSG08778.1.p1	XENTR08103
OG0007367	OFUSG17700.1.p1	XENTR00303
OG0007368	OFUSG07565.1.p1	XENTR04464
OG0007369	OFUSG16560.1.p1	XENTR01060
OG0007370	OFUSG23988.1.p1	XENTR06534
OG0007371	OFUSG05965.1.p1	XENTR13383
OG0007372	OFUSG02717.1.p1	XENTR12651
OG0007373	OFUSG16818.1.p1	XENTR03573
OG0007374	OFUSG19004.1.p1	XENTR06461
OG0007377	OFUSG25397.1.p1	XENTR03953
OG0007378	OFUSG24752.1.p1	XENTR11537
OG0007379	OFUSG25215.1.p1	XENTR13530
OG0007380	OFUSG02808.1.p1	XENTR17613
OG0007381	OFUSG11065.1.p1	XENTR10253
OG0007384	OFUSG00236.2.p1, OFUSG00236.1.p1	XENTR07600
OG0007385	OFUSG26112.1.p1	XENTR11824
OG0007386	OFUSG21256.1.p1	XENTR18391
OG0007387	OFUSG08047.1.p1, OFUSG08047.2.p1	XENTR14518
OG0007388	OFUSG17284.1.p1	XENTR17197
OG0007389	OFUSG07228.1.p1	XENTR06158
OG0007390	OFUSG18344.1.p1	XENTR18596
OG0007391	OFUSG15504.1.p1	XENTR01526
OG0007392	OFUSG13438.1.p1, OFUSG13438.3.p1, OFUSG13438.2.p1	XENTR04287
OG0007393	OFUSG12565.1.p1	XENTR11702
OG0007394	OFUSG13494.1.p1	XENTR12646
OG0007395	OFUSG10757.1.p1	XENTR07594
OG0007396	OFUSG22886.1.p1	XENTR00514
OG0007397	OFUSG13056.1.p1	XENTR00313
OG0007399	OFUSG01818.1.p1	XENTR04879
OG0007400	OFUSG14809.1.p1	XENTR06104, XENTR06105
OG0007401	OFUSG10106.1.p1	XENTR17065
OG0007403	OFUSG19277.1.p1	XENTR09758
OG0007405	OFUSG22414.1.p1	XENTR12887
OG0007406	OFUSG15025.1.p1	XENTR00832
OG0007407	OFUSG18627.1.p1	XENTR07577
OG0007408	OFUSG16878.1.p1	XENTR11855
OG0007409	OFUSG16872.1.p1	XENTR03019
OG0007410	OFUSG11037.1.p1	XENTR05602
OG0007411	OFUSG04653.1.p1	XENTR19232
OG0007412	OFUSG01834.1.p1	XENTR19082
OG0007413	OFUSG16703.1.p1	XENTR16851
OG0007415	OFUSG04618.1.p1	XENTR06922
OG0007418	OFUSG15358.1.p1	XENTR04049
OG0007419	OFUSG18337.1.p1	XENTR11330
OG0007420	OFUSG12850.1.p1, OFUSG12850.2.p1	XENTR09238
OG0007421	OFUSG07551.1.p1	XENTR03781
OG0007423	OFUSG10921.1.p1	XENTR12993
OG0007424	OFUSG18027.1.p1, OFUSG18027.2.p1	XENTR11339
OG0007425	OFUSG05643.1.p1	XENTR16373
OG0007426	OFUSG09786.1.p1	XENTR12568
OG0007427	OFUSG11080.2.p1, OFUSG11080.1.p1	XENTR02005
OG0007428	OFUSG16303.1.p1, OFUSG04650.1.p1	XENTR10603
OG0007429	OFUSG06469.1.p1	XENTR06612
OG0007431	OFUSG17080.1.p1	XENTR03371
OG0007432	OFUSG12825.1.p1	XENTR06026
OG0007433	OFUSG00326.1.p1	XENTR13706
OG0007437	OFUSG05591.1.p1	XENTR07931
OG0007438	OFUSG03119.1.p1	XENTR02922
OG0007439	OFUSG12912.1.p1	XENTR06565
OG0007440	OFUSG06409.1.p1	XENTR16878
OG0007441	OFUSG21002.1.p1	XENTR04516
OG0007442	OFUSG26591.1.p1	XENTR00039
OG0007443	OFUSG24141.1.p1	XENTR10297
OG0007444	OFUSG08591.1.p1	XENTR02677, XENTR05722
OG0007445	OFUSG00336.1.p1	XENTR12978, XENTR12979
OG0007446	OFUSG15616.1.p1	XENTR06442
OG0007447	OFUSG03015.1.p1	XENTR12201
OG0007448	OFUSG19692.1.p1	XENTR15377, XENTR01461
OG0007450	OFUSG11749.1.p1	XENTR06660
OG0007451	OFUSG04847.1.p1	XENTR12405
OG0007452	OFUSG02426.2.p1, OFUSG02426.1.p1	XENTR17957
OG0007453	OFUSG05211.1.p1	XENTR01387
OG0007454	OFUSG11207.1.p1	XENTR04173
OG0007455	OFUSG01636.1.p1	XENTR07691
OG0007456	OFUSG13703.1.p1	XENTR04528
OG0007457	OFUSG09458.1.p1	XENTR10055
OG0007458	OFUSG12861.1.p1	XENTR08684
OG0007459	OFUSG11762.1.p1	XENTR11371
OG0007460	OFUSG12178.1.p1	XENTR05094
OG0007461	OFUSG12051.1.p1	XENTR08489
OG0007462	OFUSG24240.1.p1	XENTR08425
OG0007463	OFUSG07010.1.p1	XENTR08950
OG0007465	OFUSG15455.1.p1	XENTR04059
OG0007467	OFUSG08692.1.p1	XENTR07159
OG0007468	OFUSG19097.1.p1	XENTR15060
OG0007471	OFUSG05247.1.p1	XENTR04599
OG0007472	OFUSG09263.1.p1	XENTR00553
OG0007474	OFUSG08713.1.p1	XENTR06036
OG0007475	OFUSG08570.1.p1	XENTR01800
OG0007476	OFUSG13432.1.p1	XENTR14782
OG0007477	OFUSG07040.1.p1	XENTR17920
OG0007478	OFUSG13230.1.p1	XENTR01177
OG0007479	OFUSG18598.1.p1, OFUSG18598.2.p1	XENTR01389
OG0007480	OFUSG19354.1.p1	XENTR14211
OG0007481	OFUSG22427.1.p1	XENTR08890
OG0007482	OFUSG17340.1.p1	XENTR11438
OG0007484	OFUSG11388.1.p1	XENTR11668
OG0007485	OFUSG22016.1.p1	XENTR09035
OG0007486	OFUSG17883.1.p1	XENTR19088, XENTR02236, XENTR02237, XENTR02284, XENTR02283, XENTR08138
OG0007488	OFUSG07538.1.p1	XENTR12274
OG0007489	OFUSG12215.1.p1	XENTR06667
OG0007490	OFUSG16873.1.p1	XENTR18724
OG0007493	OFUSG06845.1.p1	XENTR09779
OG0007495	OFUSG04434.1.p1	XENTR08419
OG0007496	OFUSG16736.1.p1	XENTR06004
OG0007497	OFUSG10341.1.p1	XENTR07427
OG0007498	OFUSG17266.1.p1	XENTR10735
OG0007499	OFUSG11843.1.p1	XENTR11617
OG0007500	OFUSG04669.1.p1	XENTR08411
OG0007501	OFUSG00839.1.p1	XENTR00395
OG0007503	OFUSG14763.1.p1	XENTR07556, XENTR07557
OG0007504	OFUSG11026.1.p1	XENTR00131
OG0007506	OFUSG12077.1.p1	XENTR09086
OG0007507	OFUSG11287.1.p1	XENTR00172
OG0007508	OFUSG26113.1.p1	XENTR16412
OG0007509	OFUSG13309.1.p1	XENTR02576
OG0007510	OFUSG13168.1.p1	XENTR13679
OG0007513	OFUSG18747.1.p1	XENTR00761
OG0007514	OFUSG16920.1.p1, OFUSG16920.2.p1	XENTR13992, XENTR00309
OG0007515	OFUSG22129.1.p1, OFUSG22129.3.p1, OFUSG22129.2.p1	XENTR16605
OG0007516	OFUSG19190.1.p1	XENTR02363
OG0007517	OFUSG08057.1.p1	XENTR19247
OG0007518	OFUSG06829.1.p1	XENTR06614
OG0007519	OFUSG20874.1.p1	XENTR05051
OG0007520	OFUSG13140.2.p1, OFUSG13140.1.p1	XENTR14762, XENTR14763
OG0007521	OFUSG26522.1.p1	XENTR08269
OG0007524	OFUSG14119.1.p1	XENTR17573, XENTR02042
OG0007525	OFUSG21392.1.p1	XENTR04661, XENTR04662
OG0007527	OFUSG05917.1.p1	XENTR13242
OG0007528	OFUSG00537.1.p1	XENTR07788
OG0007529	OFUSG18077.1.p1	XENTR07378
OG0007533	OFUSG05889.1.p1, OFUSG05889.2.p1	XENTR07903
OG0007540	OFUSG04541.1.p1	XENTR01121
OG0007541	OFUSG11465.2.p1, OFUSG11465.1.p1	XENTR05534
OG0007543	OFUSG07606.1.p1	XENTR15412
OG0007550	OFUSG04956.1.p1	XENTR04972, XENTR03751
OG0007551	OFUSG23786.1.p1	XENTR02035, XENTR07237, XENTR07236
OG0007582	OFUSG16744.1.p1	XENTR04748
OG0007583	OFUSG19385.1.p1	XENTR13389
OG0007584	OFUSG10532.1.p1, OFUSG10532.2.p1	XENTR07343
OG0007586	OFUSG06940.1.p1	XENTR08401
