Orthogroup	OWEFU	APOSJ_ok
OG0007537	OFUSG04156.1.p1	APOSJ_14874, APOSJ_14875, APOSJ_03190, APOSJ_62953, APOSJ_54460, APOSJ_12214, APOSJ_14873, APOSJ_03188, APOSJ_65158, APOSJ_54461, APOSJ_14872, APOSJ_62951, APOSJ_09076, APOSJ_54462, APOSJ_62954, APOSJ_50225
OG0007582	OFUSG16744.1.p1	APOSJ_17970
OG0007583	OFUSG19385.1.p1	APOSJ_63133, APOSJ_51270
OG0007584	OFUSG10532.1.p1, OFUSG10532.2.p1	APOSJ_29171, APOSJ_47545, APOSJ_47546
OG0007586	OFUSG06940.1.p1	APOSJ_33070, APOSJ_33069, APOSJ_33074
OG0007587	OFUSG15959.1.p1	APOSJ_64975, APOSJ_64973, APOSJ_64972, APOSJ_64974, APOSJ_18419, APOSJ_04830
OG0007588	OFUSG08373.1.p1	APOSJ_30827
OG0007589	OFUSG03464.1.p1	APOSJ_21013, APOSJ_21012
OG0007591	OFUSG04404.1.p1	APOSJ_13984
OG0007595	OFUSG19395.1.p1	APOSJ_28419, APOSJ_28418
OG0007596	OFUSG13185.1.p1, OFUSG13185.2.p1	APOSJ_37129, APOSJ_37847, APOSJ_37125, APOSJ_37845, APOSJ_37848, APOSJ_37844, APOSJ_37846, APOSJ_37131
OG0007598	OFUSG02705.2.p1, OFUSG02705.1.p1	APOSJ_47855, APOSJ_47856
OG0007600	OFUSG14741.1.p1	APOSJ_21009, APOSJ_21006, APOSJ_21007, APOSJ_02498, APOSJ_21008
OG0007602	OFUSG18659.1.p1	APOSJ_12687
OG0007603	OFUSG05017.1.p1	APOSJ_59246
OG0007604	OFUSG20886.1.p1	APOSJ_21045, APOSJ_13768
OG0007606	OFUSG11909.1.p1	APOSJ_58610
OG0007607	OFUSG16917.1.p1	APOSJ_15794, APOSJ_15792, APOSJ_15795, APOSJ_34002
OG0007608	OFUSG13378.1.p1	APOSJ_22316, APOSJ_22317
OG0007609	OFUSG14337.1.p1	APOSJ_41441, APOSJ_41442
OG0007610	OFUSG18726.1.p1	APOSJ_20984
OG0007611	OFUSG25283.2.p1, OFUSG25283.1.p1	APOSJ_44281, APOSJ_10768, APOSJ_44280
OG0007612	OFUSG13254.1.p1	APOSJ_61654
OG0007613	OFUSG13039.1.p1	APOSJ_41585
OG0007614	OFUSG22780.1.p1	APOSJ_58168, APOSJ_58169
OG0007615	OFUSG06032.1.p1	APOSJ_15242
OG0007617	OFUSG08967.1.p1	APOSJ_11199
OG0007618	OFUSG01286.1.p1	APOSJ_36206
OG0007619	OFUSG23637.1.p1	APOSJ_20532, APOSJ_46029
OG0007621	OFUSG23418.1.p1	APOSJ_00636
OG0007623	OFUSG24746.1.p1	APOSJ_04190
OG0007624	OFUSG00912.1.p1	APOSJ_29108
OG0007625	OFUSG01065.1.p1	APOSJ_17716, APOSJ_29790, APOSJ_62916, APOSJ_17944
OG0007626	OFUSG24926.1.p1	APOSJ_11439, APOSJ_11440
OG0007628	OFUSG02826.1.p1	APOSJ_44519, APOSJ_44520
OG0007629	OFUSG08807.1.p1	APOSJ_53531
OG0007630	OFUSG24713.1.p1	APOSJ_30086, APOSJ_30089, APOSJ_30088, APOSJ_30087
OG0007633	OFUSG17043.1.p1	APOSJ_45140
OG0007634	OFUSG18364.1.p1	APOSJ_30970, APOSJ_30969, APOSJ_07535
OG0007635	OFUSG11100.1.p1	APOSJ_17863, APOSJ_46852
OG0007636	OFUSG01941.1.p1	APOSJ_43405, APOSJ_61263, APOSJ_61262
OG0007637	OFUSG11941.1.p1	APOSJ_04512, APOSJ_04513
OG0007639	OFUSG10115.1.p1	APOSJ_02881, APOSJ_02879, APOSJ_02876, APOSJ_02877
OG0007640	OFUSG19648.1.p1	APOSJ_19906
OG0007642	OFUSG17690.1.p1	APOSJ_24500, APOSJ_24502
OG0007643	OFUSG16038.1.p1	APOSJ_17762, APOSJ_61765
OG0007646	OFUSG02602.2.p1, OFUSG02602.1.p1	APOSJ_27306
OG0007647	OFUSG12352.1.p1	APOSJ_46826, APOSJ_50598
OG0007648	OFUSG23402.1.p1	APOSJ_18949
OG0007649	OFUSG11208.1.p1	APOSJ_18272
OG0007650	OFUSG08401.1.p1	APOSJ_06067
OG0007651	OFUSG08114.1.p1, OFUSG03816.1.p1	APOSJ_39639
OG0007652	OFUSG07124.1.p1	APOSJ_01937
OG0007653	OFUSG12107.1.p1	APOSJ_46957
OG0007654	OFUSG23523.1.p1	APOSJ_06026, APOSJ_06028, APOSJ_06029, APOSJ_06027
OG0007656	OFUSG06312.1.p1	APOSJ_37917
OG0007657	OFUSG00269.1.p1	APOSJ_39247
OG0007658	OFUSG00831.1.p1	APOSJ_42830
OG0007659	OFUSG26310.1.p1	APOSJ_10589, APOSJ_12050, APOSJ_12051
OG0007660	OFUSG08033.1.p1	APOSJ_59717, APOSJ_59716
OG0007663	OFUSG08187.1.p1	APOSJ_15618
OG0007664	OFUSG18907.1.p1	APOSJ_38069
OG0007665	OFUSG22453.1.p1	APOSJ_28854
OG0007666	OFUSG18592.1.p1	APOSJ_40471
OG0007667	OFUSG12265.1.p1	APOSJ_17994, APOSJ_17993, APOSJ_17996, APOSJ_17995
OG0007668	OFUSG15536.1.p1	APOSJ_51327, APOSJ_51324, APOSJ_64552, APOSJ_50490
OG0007670	OFUSG13342.1.p1, OFUSG13342.2.p1	APOSJ_15699
OG0007671	OFUSG16155.1.p1	APOSJ_40392
OG0007673	OFUSG12933.1.p1	APOSJ_43198
OG0007674	OFUSG12587.1.p1	APOSJ_18929, APOSJ_18930
OG0007675	OFUSG13447.1.p1	APOSJ_33863
OG0007676	OFUSG07077.2.p1, OFUSG07077.1.p1	APOSJ_35148
OG0007677	OFUSG08042.3.p1, OFUSG08042.1.p1, OFUSG08042.2.p1	APOSJ_32207
OG0007679	OFUSG05979.1.p1	APOSJ_37569, APOSJ_37925, APOSJ_37924, APOSJ_37921
OG0007680	OFUSG13025.1.p1	APOSJ_40382
OG0007681	OFUSG08756.1.p1, OFUSG08756.2.p1, OFUSG08756.3.p1	APOSJ_52161
OG0007683	OFUSG10975.1.p1	APOSJ_42004, APOSJ_42003, APOSJ_17706
OG0007684	OFUSG21664.1.p1	APOSJ_21469, APOSJ_21470
OG0007685	OFUSG11339.1.p1	APOSJ_36019
OG0007686	OFUSG05228.1.p1	APOSJ_05699, APOSJ_52900
OG0007689	OFUSG22558.1.p1, OFUSG22558.2.p1	APOSJ_03291, APOSJ_03290, APOSJ_03292, APOSJ_03293
OG0007690	OFUSG05888.1.p1	APOSJ_08597
OG0007691	OFUSG17394.1.p1	APOSJ_09125
OG0007692	OFUSG10240.1.p1	APOSJ_52739
OG0007694	OFUSG22930.1.p1	APOSJ_64681
OG0007695	OFUSG23690.1.p1	APOSJ_26392
OG0007696	OFUSG05710.1.p1	APOSJ_25884
OG0007697	OFUSG15762.1.p1	APOSJ_64328, APOSJ_56845, APOSJ_56846, APOSJ_64329
OG0007698	OFUSG13946.1.p1	APOSJ_55206, APOSJ_55203, APOSJ_55205
OG0007700	OFUSG15537.1.p1	APOSJ_42012, APOSJ_42013, APOSJ_63683, APOSJ_42014
OG0007701	OFUSG22537.1.p1	APOSJ_08845
OG0007702	OFUSG07854.1.p1	APOSJ_16468, APOSJ_16467
OG0007703	OFUSG10399.1.p1	APOSJ_11401, APOSJ_12163
OG0007704	OFUSG04621.1.p1	APOSJ_59327
OG0007705	OFUSG18179.1.p1, OFUSG18179.2.p1	APOSJ_57928, APOSJ_57923, APOSJ_09053, APOSJ_09052
OG0007706	OFUSG11056.1.p1	APOSJ_04326, APOSJ_04328, APOSJ_04327
OG0007708	OFUSG16188.2.p1, OFUSG16188.1.p1	APOSJ_28269, APOSJ_25296, APOSJ_25295, APOSJ_28267
OG0007713	OFUSG15968.1.p1	APOSJ_58504
OG0007714	OFUSG02938.1.p1	APOSJ_47409, APOSJ_39545
OG0007715	OFUSG22189.2.p1, OFUSG22189.1.p1	APOSJ_07296, APOSJ_07298, APOSJ_07297, APOSJ_07300
OG0007716	OFUSG21373.1.p1	APOSJ_48105, APOSJ_48104, APOSJ_42197, APOSJ_64670
OG0007718	OFUSG24333.1.p1	APOSJ_30375
OG0007719	OFUSG16153.1.p1	APOSJ_09174, APOSJ_58847, APOSJ_09175, APOSJ_09176, APOSJ_09173
OG0007721	OFUSG06763.1.p1	APOSJ_17162, APOSJ_17165, APOSJ_17161, APOSJ_17166, APOSJ_17164, APOSJ_17163
OG0007722	OFUSG09667.1.p1	APOSJ_64468
OG0007723	OFUSG04168.1.p1	APOSJ_15127
OG0007725	OFUSG25697.1.p1	APOSJ_63011, APOSJ_63010
OG0007727	OFUSG04739.1.p1	APOSJ_27606, APOSJ_14786
OG0007728	OFUSG12092.1.p1	APOSJ_20323
OG0007729	OFUSG11497.1.p1	APOSJ_19891, APOSJ_19890
OG0007730	OFUSG20248.1.p1	APOSJ_25497, APOSJ_24079
OG0007732	OFUSG19296.1.p1	APOSJ_38942, APOSJ_38943
OG0007733	OFUSG05630.1.p1	APOSJ_25243, APOSJ_25244, APOSJ_25241, APOSJ_25242
OG0007734	OFUSG13294.1.p1	APOSJ_47454, APOSJ_47453, APOSJ_47452
OG0007735	OFUSG22506.1.p1, OFUSG22506.2.p1	APOSJ_37413, APOSJ_34136
OG0007736	OFUSG15042.1.p1	APOSJ_36890
OG0007737	OFUSG00096.1.p1, OFUSG00096.3.p1, OFUSG00096.2.p1	APOSJ_23511
OG0007738	OFUSG08886.1.p1	APOSJ_17592, APOSJ_45153, APOSJ_17595, APOSJ_17593
OG0007739	OFUSG00877.1.p1	APOSJ_60438
OG0007740	OFUSG09084.1.p1	APOSJ_64766, APOSJ_61292, APOSJ_64767
OG0007743	OFUSG24314.1.p1	APOSJ_33239, APOSJ_33237
OG0007744	OFUSG07022.1.p1	APOSJ_54566, APOSJ_40709
OG0007745	OFUSG24033.1.p1	APOSJ_18937, APOSJ_18936, APOSJ_52270, APOSJ_54846
OG0007746	OFUSG25087.2.p1, OFUSG25087.1.p1	APOSJ_37109, APOSJ_32231
OG0007747	OFUSG13194.2.p1, OFUSG13194.1.p1	APOSJ_41187, APOSJ_41194, APOSJ_41188, APOSJ_41193, APOSJ_41192, APOSJ_41191
OG0007749	OFUSG06926.1.p1	APOSJ_05959
OG0007750	OFUSG13242.1.p1	APOSJ_27469, APOSJ_02940, APOSJ_60062
OG0007751	OFUSG19113.1.p1	APOSJ_31881
OG0007752	OFUSG14080.1.p1	APOSJ_05919, APOSJ_05918
OG0007753	OFUSG14260.1.p1, OFUSG14259.1.p1	APOSJ_09452
OG0007754	OFUSG23541.2.p2, OFUSG23541.1.p1	APOSJ_11636
OG0007755	OFUSG07853.1.p1, OFUSG07853.2.p1	APOSJ_44299
OG0007757	OFUSG13397.2.p1, OFUSG13397.1.p1, OFUSG13397.3.p1	APOSJ_42162
OG0007761	OFUSG23226.1.p1	APOSJ_25057, APOSJ_25056
OG0007763	OFUSG13188.1.p1	APOSJ_57761
OG0007764	OFUSG19990.1.p1, OFUSG19990.3.p1, OFUSG19990.4.p1, OFUSG19990.2.p1	APOSJ_40144
OG0007765	OFUSG04752.1.p1, OFUSG04752.2.p1	APOSJ_07759, APOSJ_61087
OG0007766	OFUSG10019.2.p1, OFUSG10019.1.p1	APOSJ_28798
OG0007768	OFUSG23414.1.p1	APOSJ_44913
OG0007769	OFUSG10116.1.p1	APOSJ_27398, APOSJ_27399, APOSJ_27397
OG0007770	OFUSG15214.1.p1	APOSJ_39061, APOSJ_39060, APOSJ_39062
OG0007771	OFUSG19373.1.p1	APOSJ_51194, APOSJ_51196, APOSJ_51193, APOSJ_51195
OG0007772	OFUSG14806.1.p1	APOSJ_37333
OG0007773	OFUSG05099.1.p1	APOSJ_24453
OG0007774	OFUSG16284.1.p1	APOSJ_57510
OG0007775	OFUSG15554.1.p1	APOSJ_37326, APOSJ_37327
OG0007776	OFUSG19566.2.p1, OFUSG19566.1.p1	APOSJ_27131, APOSJ_27130
OG0007779	OFUSG16301.1.p1	APOSJ_32848, APOSJ_32847
OG0007780	OFUSG11825.1.p1	APOSJ_46436, APOSJ_25498
OG0007781	OFUSG12252.1.p1	APOSJ_64012
OG0007782	OFUSG18608.1.p1	APOSJ_44327
OG0007783	OFUSG18356.1.p1	APOSJ_01960
OG0007784	OFUSG04138.1.p1	APOSJ_50170, APOSJ_44397
OG0007785	OFUSG06327.1.p1	APOSJ_03223
OG0007786	OFUSG12053.1.p1	APOSJ_43351
OG0007788	OFUSG15334.1.p1	APOSJ_53245, APOSJ_08380, APOSJ_08382, APOSJ_08383, APOSJ_08384, APOSJ_08381
OG0007789	OFUSG15126.1.p1	APOSJ_56434, APOSJ_17665, APOSJ_30170, APOSJ_30640
OG0007790	OFUSG10920.1.p1	APOSJ_52637
OG0007794	OFUSG22344.1.p1	APOSJ_03256, APOSJ_20189
OG0007796	OFUSG08457.1.p1	APOSJ_18441, APOSJ_18444
OG0007797	OFUSG15128.1.p1	APOSJ_03482, APOSJ_03481, APOSJ_21695, APOSJ_03480, APOSJ_03479
OG0007798	OFUSG09670.1.p1	APOSJ_09427
OG0007799	OFUSG23487.1.p1	APOSJ_37450, APOSJ_37451
OG0007800	OFUSG02294.2.p1, OFUSG02294.1.p1	APOSJ_01767
OG0007801	OFUSG10903.1.p1	APOSJ_40019
OG0007802	OFUSG19089.1.p1	APOSJ_24023
OG0007803	OFUSG11295.1.p1	APOSJ_34976
OG0007804	OFUSG26380.1.p1	APOSJ_08716, APOSJ_08717
OG0007805	OFUSG10526.1.p1	APOSJ_13208
OG0007807	OFUSG21236.2.p1, OFUSG21236.1.p1	APOSJ_55671, APOSJ_55669
OG0007808	OFUSG05690.1.p1	APOSJ_10538
OG0007809	OFUSG00154.1.p1	APOSJ_20603, APOSJ_00635, APOSJ_63074, APOSJ_00632
OG0007810	OFUSG18852.1.p1	APOSJ_01691, APOSJ_01692
OG0007811	OFUSG20077.1.p1	APOSJ_35843, APOSJ_60437
OG0007812	OFUSG21342.1.p1	APOSJ_30643, APOSJ_04931
OG0007813	OFUSG25358.1.p1	APOSJ_58423
OG0007814	OFUSG10053.1.p1	APOSJ_02112, APOSJ_02111
OG0007815	OFUSG17142.1.p1	APOSJ_61240, APOSJ_22247, APOSJ_43497
OG0007816	OFUSG17687.1.p1	APOSJ_56226
OG0007817	OFUSG12137.1.p1	APOSJ_41599
OG0007820	OFUSG15238.1.p1	APOSJ_18838, APOSJ_54142
OG0007823	OFUSG18984.1.p1	APOSJ_07308
OG0007824	OFUSG13800.1.p1	APOSJ_64507
OG0007825	OFUSG04410.1.p1	APOSJ_11194, APOSJ_58685
OG0007826	OFUSG22681.1.p1	APOSJ_38026, APOSJ_38028
OG0007829	OFUSG21398.1.p1	APOSJ_63161
OG0007830	OFUSG03916.1.p1	APOSJ_59767
OG0007831	OFUSG19212.1.p1	APOSJ_17577
OG0007832	OFUSG12592.1.p1	APOSJ_15492, APOSJ_34224, APOSJ_15494, APOSJ_34223
OG0007833	OFUSG22278.2.p1, OFUSG22278.1.p1	APOSJ_39518
OG0007834	OFUSG05546.1.p1	APOSJ_28234, APOSJ_45688
OG0007835	OFUSG17500.1.p1	APOSJ_09388, APOSJ_20233, APOSJ_09387
OG0007836	OFUSG17797.1.p1	APOSJ_34639, APOSJ_64639, APOSJ_34638, APOSJ_34636
OG0007837	OFUSG02641.1.p1, OFUSG02641.2.p1	APOSJ_56746, APOSJ_44354, APOSJ_11262
OG0007838	OFUSG23633.1.p1	APOSJ_28337, APOSJ_28338
OG0007840	OFUSG12949.1.p1	APOSJ_12720
OG0007841	OFUSG18201.1.p1	APOSJ_59348
OG0007843	OFUSG02689.1.p1	APOSJ_13560, APOSJ_13561
OG0007845	OFUSG11939.1.p1	APOSJ_63574
OG0007847	OFUSG07414.1.p1	APOSJ_46268, APOSJ_46269
OG0007848	OFUSG00458.1.p1	APOSJ_16156, APOSJ_16157
OG0007849	OFUSG25057.1.p1, OFUSG25057.2.p1	APOSJ_29591, APOSJ_29592, APOSJ_29595, APOSJ_29593, APOSJ_29596, APOSJ_29594
OG0007857	OFUSG02437.1.p1, OFUSG02437.2.p1, OFUSG02437.3.p1	APOSJ_55314
OG0007858	OFUSG19527.1.p1	APOSJ_03039, APOSJ_18545, APOSJ_03037
OG0007859	OFUSG16552.1.p1	APOSJ_50668
OG0007866	OFUSG18566.2.p1, OFUSG18566.1.p1	APOSJ_64828, APOSJ_64826, APOSJ_61720, APOSJ_12173, APOSJ_12172, APOSJ_29769, APOSJ_64829, APOSJ_12171, APOSJ_55261
OG0007907	OFUSG24344.1.p1	APOSJ_56144, APOSJ_56145
OG0007908	OFUSG23097.1.p1	APOSJ_36599
OG0007911	OFUSG10845.1.p1	APOSJ_12257
OG0007912	OFUSG24170.5.p1, OFUSG24170.4.p1, OFUSG24170.3.p1, OFUSG24170.1.p1, OFUSG24170.2.p1	APOSJ_33437
OG0007913	OFUSG08874.1.p1	APOSJ_46696
OG0007915	OFUSG13452.1.p1	APOSJ_08398, APOSJ_08397
OG0007916	OFUSG01725.1.p1	APOSJ_11892, APOSJ_36567, APOSJ_11891
OG0007921	OFUSG08790.1.p1	APOSJ_03277
OG0007924	OFUSG03613.1.p1	APOSJ_40090, APOSJ_50368, APOSJ_50383, APOSJ_40095
OG0007925	OFUSG06688.1.p1	APOSJ_26732
OG0007926	OFUSG09991.1.p1	APOSJ_21593, APOSJ_46197
OG0007927	OFUSG06063.1.p1	APOSJ_09185
OG0007928	OFUSG06656.2.p1, OFUSG06656.1.p1	APOSJ_09191, APOSJ_09190
OG0007929	OFUSG22970.1.p1	APOSJ_26298, APOSJ_26300, APOSJ_26299
OG0007930	OFUSG20599.1.p1	APOSJ_31731, APOSJ_51776
OG0007931	OFUSG02704.1.p1	APOSJ_31753
OG0007933	OFUSG00544.1.p1	APOSJ_49368
OG0007934	OFUSG17387.1.p1	APOSJ_18276, APOSJ_18274, APOSJ_18277
OG0007935	OFUSG01074.1.p1	APOSJ_40800
OG0007937	OFUSG11802.1.p1	APOSJ_00100, APOSJ_00103, APOSJ_00104, APOSJ_00101
OG0007938	OFUSG05621.1.p1	APOSJ_16511, APOSJ_16512, APOSJ_16510
OG0007939	OFUSG06120.2.p1, OFUSG06120.1.p1	APOSJ_06573, APOSJ_36953, APOSJ_38931
OG0007941	OFUSG13492.1.p1	APOSJ_62222, APOSJ_41784
OG0007943	OFUSG00522.1.p1	APOSJ_57289
OG0007944	OFUSG03153.1.p1	APOSJ_10423
OG0007946	OFUSG08410.1.p1	APOSJ_56691
OG0007947	OFUSG17878.1.p1	APOSJ_16372
OG0007948	OFUSG22612.1.p1	APOSJ_39830, APOSJ_39829
OG0007949	OFUSG20947.1.p1	APOSJ_35611, APOSJ_58823, APOSJ_35612, APOSJ_62338
OG0007951	OFUSG05438.1.p1	APOSJ_14441, APOSJ_14440
OG0007952	OFUSG15821.1.p1	APOSJ_38308, APOSJ_06069, APOSJ_38311
OG0007953	OFUSG02876.1.p1	APOSJ_12790, APOSJ_12789
OG0007954	OFUSG00841.2.p1, OFUSG00841.1.p1	APOSJ_10113
OG0007955	OFUSG11680.1.p1	APOSJ_33148, APOSJ_33147, APOSJ_33145, APOSJ_33146
OG0007956	OFUSG09627.1.p1	APOSJ_29482
OG0007957	OFUSG17042.1.p1	APOSJ_64037, APOSJ_23115
OG0007958	OFUSG17138.1.p1	APOSJ_24354, APOSJ_24353
OG0007959	OFUSG17298.1.p1	APOSJ_25135
OG0007961	OFUSG21435.1.p1	APOSJ_05507
OG0007962	OFUSG02608.1.p1	APOSJ_39048
OG0007963	OFUSG16928.1.p1	APOSJ_00379, APOSJ_00378, APOSJ_00376, APOSJ_00377
OG0007964	OFUSG10554.1.p1	APOSJ_22928, APOSJ_22927
OG0007965	OFUSG07497.1.p1	APOSJ_49631, APOSJ_49629, APOSJ_49628, APOSJ_49632
OG0007966	OFUSG04273.1.p1	APOSJ_58734
OG0007968	OFUSG07892.1.p1	APOSJ_20718
OG0007969	OFUSG21474.1.p1	APOSJ_57633, APOSJ_57632
OG0007970	OFUSG23680.1.p1	APOSJ_40799, APOSJ_40798, APOSJ_40797
OG0007971	OFUSG13159.1.p1	APOSJ_63266
OG0007972	OFUSG05104.1.p1	APOSJ_60604
OG0007973	OFUSG18662.1.p1	APOSJ_14221, APOSJ_14220, APOSJ_54809, APOSJ_14219
OG0007974	OFUSG24934.1.p1	APOSJ_58356
OG0007975	OFUSG26469.1.p1	APOSJ_03609
OG0007976	OFUSG11047.1.p1	APOSJ_18713, APOSJ_18714
OG0007977	OFUSG10084.1.p1	APOSJ_00593
OG0007978	OFUSG23595.1.p1	APOSJ_26866
OG0007979	OFUSG02899.1.p1	APOSJ_62465, APOSJ_62470
OG0007980	OFUSG11702.1.p1	APOSJ_44921
OG0007981	OFUSG25033.1.p1	APOSJ_48772, APOSJ_07776, APOSJ_07777
OG0007983	OFUSG12564.1.p1	APOSJ_17742, APOSJ_17744
OG0007984	OFUSG09870.1.p1	APOSJ_62329
OG0007985	OFUSG16831.1.p1	APOSJ_35488, APOSJ_35487, APOSJ_35489
OG0007986	OFUSG09300.1.p1	APOSJ_29320, APOSJ_16479, APOSJ_16483
OG0007987	OFUSG24174.1.p1	APOSJ_48844, APOSJ_28677, APOSJ_28678
OG0007988	OFUSG05086.1.p1	APOSJ_18859
OG0007990	OFUSG20268.1.p1	APOSJ_59354, APOSJ_51648
OG0007991	OFUSG11336.1.p1	APOSJ_50763
OG0007992	OFUSG08507.1.p1, OFUSG08507.3.p1, OFUSG08507.2.p1	APOSJ_57931
OG0007993	OFUSG12464.1.p1	APOSJ_39787
OG0007994	OFUSG00061.1.p1	APOSJ_20956, APOSJ_20955, APOSJ_12344
OG0007996	OFUSG25545.1.p1	APOSJ_39750
OG0007997	OFUSG14866.1.p1	APOSJ_27656
OG0007999	OFUSG16655.1.p1	APOSJ_41134
OG0008000	OFUSG17338.1.p1	APOSJ_36649
OG0008001	OFUSG10860.1.p1	APOSJ_63524, APOSJ_63522
OG0008002	OFUSG21031.1.p1	APOSJ_23489, APOSJ_23488
OG0008003	OFUSG16902.1.p1	APOSJ_25343
OG0008004	OFUSG04859.1.p1	APOSJ_03622
OG0008005	OFUSG12467.1.p1	APOSJ_05835, APOSJ_05833, APOSJ_37036, APOSJ_05834
OG0008006	OFUSG13906.1.p1	APOSJ_44794, APOSJ_52835
OG0008007	OFUSG12740.2.p1, OFUSG12740.1.p1	APOSJ_47402, APOSJ_47403
OG0008008	OFUSG08327.1.p1	APOSJ_07170, APOSJ_07169
OG0008009	OFUSG03862.1.p1	APOSJ_23860, APOSJ_23859
OG0008011	OFUSG11017.1.p1	APOSJ_62787
OG0008012	OFUSG06735.1.p1	APOSJ_16849
OG0008013	OFUSG24335.1.p1	APOSJ_50777
OG0008016	OFUSG08993.1.p1	APOSJ_00663
OG0008017	OFUSG10257.1.p1	APOSJ_26077, APOSJ_33191
OG0008018	OFUSG05742.1.p1	APOSJ_53485, APOSJ_63539, APOSJ_53486, APOSJ_63536
OG0008019	OFUSG21945.1.p1	APOSJ_58761, APOSJ_34454, APOSJ_26544, APOSJ_58759
OG0008020	OFUSG25021.1.p1	APOSJ_62404
OG0008022	OFUSG02172.1.p1	APOSJ_13413
OG0008024	OFUSG06689.1.p1	APOSJ_54996, APOSJ_54997, APOSJ_54998, APOSJ_55000, APOSJ_30814
OG0008026	OFUSG12827.2.p1, OFUSG12827.1.p1	APOSJ_47677, APOSJ_47676
OG0008027	OFUSG11871.1.p1	APOSJ_42390, APOSJ_42391
OG0008028	OFUSG15376.1.p1	APOSJ_04704, APOSJ_04703
OG0008029	OFUSG23880.1.p1	APOSJ_13726, APOSJ_13725
OG0008030	OFUSG14835.1.p1	APOSJ_33665
OG0008031	OFUSG02167.1.p1	APOSJ_52849
OG0008032	OFUSG00997.1.p1	APOSJ_62654, APOSJ_18824
OG0008032	OFUSG11850.1.p1	APOSJ_13888, APOSJ_49308, APOSJ_49309
OG0008036	OFUSG10797.1.p1	APOSJ_24380, APOSJ_24381, APOSJ_22386
OG0008037	OFUSG09719.1.p1	APOSJ_38586
OG0008038	OFUSG19938.1.p1	APOSJ_48027
OG0008039	OFUSG24199.1.p1	APOSJ_25048
OG0008040	OFUSG00411.1.p1	APOSJ_35075
OG0008041	OFUSG18812.1.p1	APOSJ_31007, APOSJ_31006
OG0008042	OFUSG04696.1.p1, OFUSG04696.3.p1, OFUSG04696.2.p1	APOSJ_24268, APOSJ_24887
OG0008043	OFUSG03226.1.p1	APOSJ_04398, APOSJ_27313, APOSJ_27315
OG0008044	OFUSG20351.1.p1	APOSJ_39018, APOSJ_39022, APOSJ_39021, APOSJ_39019, APOSJ_39020
OG0008046	OFUSG20235.1.p1	APOSJ_46901, APOSJ_46902, APOSJ_46900
OG0008047	OFUSG23641.1.p1	APOSJ_60798, APOSJ_60797, APOSJ_60795, APOSJ_60796
OG0008048	OFUSG04949.1.p1	APOSJ_46263, APOSJ_50492
OG0008049	OFUSG24140.1.p1	APOSJ_34603, APOSJ_34602
OG0008051	OFUSG17855.1.p1	APOSJ_11459, APOSJ_11458
OG0008052	OFUSG21851.1.p1	APOSJ_12275, APOSJ_12274
OG0008053	OFUSG07380.1.p1	APOSJ_38972
OG0008054	OFUSG15807.1.p1	APOSJ_59724, APOSJ_59725
OG0008055	OFUSG18746.1.p1	APOSJ_12200
OG0008056	OFUSG12830.1.p1	APOSJ_12453
OG0008057	OFUSG16700.1.p1	APOSJ_60111
OG0008058	OFUSG09245.1.p1	APOSJ_42646, APOSJ_42650, APOSJ_42648, APOSJ_02607
OG0008059	OFUSG15154.1.p1	APOSJ_42741, APOSJ_42740
OG0008061	OFUSG20983.1.p1	APOSJ_11372, APOSJ_11373, APOSJ_11374
OG0008062	OFUSG26406.2.p1, OFUSG26406.1.p1, OFUSG26409.1.p1	APOSJ_63925, APOSJ_15341
OG0008063	OFUSG08002.1.p1	APOSJ_13976
OG0008064	OFUSG05201.1.p1, OFUSG12161.1.p1	APOSJ_16454
OG0008065	OFUSG07149.1.p1	APOSJ_64793, APOSJ_64792
OG0008066	OFUSG09507.1.p1	APOSJ_58450, APOSJ_58445, APOSJ_58446
OG0008067	OFUSG23698.1.p1	APOSJ_30363
OG0008068	OFUSG03211.1.p1	APOSJ_64324
OG0008069	OFUSG21110.1.p1	APOSJ_22755, APOSJ_22757
OG0008070	OFUSG13602.1.p1	APOSJ_49326, APOSJ_49325
OG0008071	OFUSG23439.1.p1	APOSJ_56025
OG0008073	OFUSG07310.1.p1	APOSJ_08083, APOSJ_08084, APOSJ_08085
OG0008074	OFUSG23885.1.p1	APOSJ_28168, APOSJ_56384, APOSJ_28169, APOSJ_28167
OG0008075	OFUSG03661.1.p1	APOSJ_48856, APOSJ_48859
OG0008076	OFUSG16290.1.p1	APOSJ_54094
OG0008077	OFUSG12356.1.p1	APOSJ_37998, APOSJ_37999
OG0008078	OFUSG25752.1.p1, OFUSG25032.1.p1, OFUSG25032.2.p1	APOSJ_60439, APOSJ_49364
OG0008079	OFUSG21485.1.p1	APOSJ_32217
OG0008080	OFUSG00053.1.p1	APOSJ_52940, APOSJ_02539, APOSJ_29328, APOSJ_52945, APOSJ_24927, APOSJ_52947, APOSJ_18812, APOSJ_52949
OG0008081	OFUSG20771.1.p1	APOSJ_55476
OG0008082	OFUSG13504.2.p1, OFUSG13504.1.p1	APOSJ_08262, APOSJ_08263
OG0008083	OFUSG17972.1.p1	APOSJ_51312
OG0008084	OFUSG12398.1.p1	APOSJ_37515, APOSJ_56247, APOSJ_10648, APOSJ_37510, APOSJ_13535, APOSJ_10642
OG0008087	OFUSG26337.1.p1	APOSJ_09625
